sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,1200.000000,600.000000,4.000000,4.000000,120.000000,3,0,1,0,2,0,53.655251,58.153997,0
15,1200.000000,600.000000,4.000000,4.000000,120.000000,34,0,3,0,31,0,57.074194,103.451284,0
30,1200.000000,600.000000,4.000000,4.000000,120.000000,85,0,5,0,78,2,57.220383,108.811285,0
45,1200.000000,600.000000,4.000000,4.000000,120.000000,134,10,15,3,101,5,55.326558,92.392013,4
60,1200.000000,600.000000,4.000000,4.000000,120.000000,180,26,18,9,118,9,48.886144,113.371778,25
75,1200.000000,600.000000,4.000000,4.000000,120.000000,226,47,21,1,139,18,49.355590,115.956294,23
90,1200.000000,600.000000,4.000000,4.000000,120.000000,270,77,25,0,154,14,46.919920,111.072055,48
105,1200.000000,600.000000,4.000000,4.000000,120.000000,302,88,27,2,171,14,39.349125,105.260779,97
120,1200.000000,600.000000,4.000000,4.000000,120.000000,330,102,34,5,181,8,32.709568,107.400459,147
135,1200.000000,600.000000,4.000000,4.000000,120.000000,348,96,32,6,169,45,42.164317,114.167523,65
150,1200.000000,600.000000,4.000000,4.000000,120.000000,369,136,29,16,149,39,48.826325,111.705772,46
165,1200.000000,600.000000,4.000000,4.000000,120.000000,394,176,31,16,148,23,46.335675,114.220033,72
180,1200.000000,600.000000,4.000000,4.000000,120.000000,398,168,28,17,147,38,41.005069,112.782808,110
195,1200.000000,600.000000,4.000000,4.000000,120.000000,419,156,22,11,167,63,45.222197,108.687014,50
210,1200.000000,600.000000,4.000000,4.000000,120.000000,438,187,28,8,181,34,47.469631,109.122477,71
225,1200.000000,600.000000,4.000000,4.000000,120.000000,432,208,28,6,164,26,40.100776,112.720763,125
240,1200.000000,600.000000,4.000000,4.000000,120.000000,414,215,27,4,151,17,30.561777,110.403040,195
255,1200.000000,600.000000,4.000000,4.000000,120.000000,424,193,31,4,139,57,35.838030,109.648519,101
270,1200.000000,600.000000,4.000000,4.000000,120.000000,439,201,29,19,150,40,46.987622,107.059597,50
285,1200.000000,600.000000,4.000000,4.000000,120.000000,454,199,25,27,174,29,45.802699,111.130071,44
300,1200.000000,600.000000,4.000000,4.000000,120.000000,443,186,22,24,170,41,41.462056,116.844516,93
315,1200.000000,600.000000,4.000000,4.000000,120.000000,443,185,23,12,161,62,42.474434,109.292841,64
330,1200.000000,600.000000,4.000000,4.000000,120.000000,463,205,36,9,177,36,44.632765,102.324509,90
345,1200.000000,600.000000,4.000000,4.000000,120.000000,470,219,34,3,191,23,37.399749,109.853101,159
360,1200.000000,600.000000,4.000000,4.000000,120.000000,458,227,29,6,178,18,28.430806,107.722836,231
375,1200.000000,600.000000,4.000000,4.000000,120.000000,481,196,25,9,187,64,30.882282,100.043444,152
390,1200.000000,600.000000,4.000000,4.000000,120.000000,507,206,22,27,201,51,42.956916,105.419043,59
405,1200.000000,600.000000,4.000000,4.000000,120.000000,535,212,26,37,222,38,45.227842,106.254229,68
420,1200.000000,600.000000,4.000000,4.000000,120.000000,529,217,29,32,210,41,39.117887,109.617285,126
435,1200.000000,600.000000,4.000000,4.000000,120.000000,523,222,32,18,194,57,37.873869,109.846374,92
450,1200.000000,600.000000,4.000000,4.000000,120.000000,536,237,35,20,203,41,41.021266,108.710300,106
465,1200.000000,600.000000,4.000000,4.000000,120.000000,542,256,33,15,203,35,38.633100,108.438439,155
480,1200.000000,600.000000,4.000000,4.000000,120.000000,550,266,32,10,208,34,32.008129,108.299712,227
495,1200.000000,600.000000,4.000000,4.000000,120.000000,546,245,30,10,195,66,29.078231,105.024383,198
510,1200.000000,600.000000,4.000000,4.000000,120.000000,556,235,33,27,200,61,40.272745,102.749779,103
525,1200.000000,600.000000,4.000000,4.000000,120.000000,584,231,30,37,236,50,43.412259,105.067799,80
540,1200.000000,600.000000,4.000000,4.000000,120.000000,555,243,27,34,199,52,40.872438,107.606176,104
555,1200.000000,600.000000,4.000000,4.000000,120.000000,541,234,33,30,185,59,37.044487,94.474465,95
570,1200.000000,600.000000,4.000000,4.000000,120.000000,539,253,31,28,181,46,40.127388,106.838053,117
585,1200.000000,600.000000,4.000000,4.000000,120.000000,549,272,30,25,190,32,35.641525,101.535225,178
600,1200.000000,600.000000,4.000000,4.000000,120.000000,568,278,34,18,207,31,29.921955,105.359372,255
615,1200.000000,600.000000,4.000000,4.000000,120.000000,580,271,40,13,201,55,26.618894,102.838017,244
630,1200.000000,600.000000,4.000000,4.000000,120.000000,592,263,38,29,203,59,37.341250,105.225194,142
645,1200.000000,600.000000,4.000000,4.000000,120.000000,618,267,39,42,221,49,41.713875,103.088600,112
660,1200.000000,600.000000,4.000000,4.000000,120.000000,605,271,37,40,210,47,38.804020,109.133149,140
675,1200.000000,600.000000,4.000000,4.000000,120.000000,595,270,44,32,198,51,36.957153,103.122613,118
690,1200.000000,600.000000,4.000000,4.000000,120.000000,603,280,48,22,204,49,40.304483,102.629729,129
705,1200.000000,600.000000,4.000000,4.000000,120.000000,612,281,50,18,219,44,38.879971,106.505806,188
720,1200.000000,600.000000,4.000000,4.000000,120.000000,609,288,47,17,223,34,32.917003,106.112718,255
735,1200.000000,600.000000,4.000000,4.000000,120.000000,587,307,36,12,195,37,25.361627,108.384267,279
750,1200.000000,600.000000,4.000000,4.000000,120.000000,589,285,35,20,186,63,35.016545,102.722195,142
765,1200.000000,600.000000,4.000000,4.000000,120.000000,615,285,36,33,210,51,41.903360,104.557557,93
780,1200.000000,600.000000,4.000000,4.000000,120.000000,597,299,26,36,188,48,38.843270,103.278787,119
795,1200.000000,600.000000,4.000000,4.000000,120.000000,586,308,31,34,186,27,34.843062,99.491229,120
810,1200.000000,600.000000,4.000000,4.000000,120.000000,596,298,33,23,190,52,37.894307,103.123091,107
825,1200.000000,600.000000,4.000000,4.000000,120.000000,593,295,30,19,203,46,34.989804,107.325277,166
840,1200.000000,600.000000,4.000000,4.000000,120.000000,600,304,27,14,225,30,29.768052,109.842013,259
855,1200.000000,600.000000,4.000000,4.000000,120.000000,583,319,31,9,204,20,22.243649,105.011508,311
870,1200.000000,600.000000,4.000000,4.000000,120.000000,575,295,32,14,176,58,31.840537,105.789757,158
885,1200.000000,600.000000,4.000000,4.000000,120.000000,598,308,27,24,185,54,41.474076,111.697552,104
900,1200.000000,600.000000,4.000000,4.000000,120.000000,598,297,25,35,188,53,39.358674,109.484553,117
