sim_sec,site,link,green_sec,cycle_sec,interval_sec,passage_count,release_rate_vph,queue_count,presence_count,downstream_count,mean_speed_kph
1,D,25,4.000000,10,1.000000,0,0.000000,0,0,0,0.000000
1,F,31,4.000000,10,1.000000,0,0.000000,0,0,0,0.000000
15,D,25,4.000000,10,14.000000,0,0.000000,0,0,0,0.000000
15,F,31,4.000000,10,14.000000,0,0.000000,0,0,0,0.000000
30,D,25,4.000000,10,15.000000,0,0.000000,0,0,0,0.000000
30,F,31,4.000000,10,15.000000,0,0.000000,0,0,0,0.000000
45,D,25,4.000000,10,15.000000,0,0.000000,0,0,0,0.000000
45,F,31,4.000000,10,15.000000,0,0.000000,2,0,0,50.600569
60,D,25,4.000000,10,15.000000,0,0.000000,1,0,0,50.003893
60,F,31,4.000000,10,15.000000,0,0.000000,3,1,0,39.194131
75,D,25,4.000000,10,15.000000,1,240.000000,0,0,0,0.000000
75,F,31,4.000000,10,15.000000,0,0.000000,1,0,0,50.566846
90,D,25,4.000000,10,15.000000,0,0.000000,0,0,0,0.000000
90,F,31,4.000000,10,15.000000,1,240.000000,0,0,0,0.000000
105,D,25,4.000000,10,15.000000,0,0.000000,1,0,0,48.960603
105,F,31,4.000000,10,15.000000,0,0.000000,0,0,0,0.000000
120,D,25,4.000000,10,15.000000,0,0.000000,2,2,0,19.360552
120,F,31,4.000000,10,15.000000,0,0.000000,0,0,0,0.000000
135,D,25,4.000000,10,15.000000,2,480.000000,1,0,0,58.008969
135,F,31,4.000000,10,15.000000,0,0.000000,3,0,0,55.015346
150,D,25,4.000000,10,15.000000,1,240.000000,4,2,0,26.752641
150,F,31,4.000000,10,15.000000,0,0.000000,6,2,0,34.685791
165,D,25,4.000000,10,15.000000,3,720.000000,4,1,1,21.585498
165,F,31,4.000000,10,15.000000,1,240.000000,3,1,0,19.255865
180,D,25,4.000000,10,15.000000,0,0.000000,2,3,0,1.166487
180,F,31,4.000000,10,15.000000,0,0.000000,4,2,0,33.230316
195,D,25,4.000000,10,15.000000,2,480.000000,2,0,1,46.435140
195,F,31,4.000000,10,15.000000,0,0.000000,4,1,0,46.425105
210,D,25,4.000000,10,15.000000,2,480.000000,1,1,0,17.157173
210,F,31,4.000000,10,15.000000,0,0.000000,6,1,0,42.480989
225,D,25,4.000000,10,15.000000,0,0.000000,0,0,0,0.000000
225,F,31,4.000000,10,15.000000,0,0.000000,3,1,0,28.069137
240,D,25,4.000000,10,15.000000,0,0.000000,2,0,0,50.449470
240,F,31,4.000000,10,15.000000,1,240.000000,2,1,0,33.094652
255,D,25,4.000000,10,15.000000,1,240.000000,2,0,0,51.512708
255,F,31,4.000000,10,15.000000,0,0.000000,0,0,0,0.000000
270,D,25,4.000000,10,15.000000,2,480.000000,7,2,0,36.310711
270,F,31,4.000000,10,15.000000,0,0.000000,8,0,0,53.263210
285,D,25,4.000000,10,15.000000,3,720.000000,8,1,2,12.311135
285,F,31,4.000000,10,15.000000,0,0.000000,9,1,0,37.241244
300,D,25,4.000000,10,15.000000,0,0.000000,6,3,0,5.043989
300,F,31,4.000000,10,15.000000,0,0.000000,6,2,0,5.471485
315,D,25,4.000000,10,15.000000,1,240.000000,3,1,1,20.282711
315,F,31,4.000000,10,15.000000,0,0.000000,5,1,0,25.044657
330,D,25,4.000000,10,15.000000,2,480.000000,1,2,0,8.464014
330,F,31,4.000000,10,15.000000,1,240.000000,5,2,0,27.307303
345,D,25,4.000000,10,15.000000,1,240.000000,0,0,0,0.000000
345,F,31,4.000000,10,15.000000,0,0.000000,2,1,0,17.464660
360,D,25,4.000000,10,15.000000,0,0.000000,3,0,0,51.325208
360,F,31,4.000000,10,15.000000,1,240.000000,3,0,0,53.569698
375,D,25,4.000000,10,15.000000,1,240.000000,2,0,0,54.639595
375,F,31,4.000000,10,15.000000,0,0.000000,5,0,0,49.396456
390,D,25,4.000000,10,15.000000,1,240.000000,8,1,0,40.861444
390,F,31,4.000000,10,15.000000,0,0.000000,9,1,0,43.048948
405,D,25,4.000000,10,15.000000,4,960.000000,11,1,0,23.722122
405,F,31,4.000000,10,15.000000,0,0.000000,12,1,0,28.846726
420,D,25,4.000000,10,15.000000,0,0.000000,10,2,0,11.315269
420,F,31,4.000000,10,15.000000,0,0.000000,9,2,0,6.323854
435,D,25,4.000000,10,15.000000,0,0.000000,6,1,0,12.928395
435,F,31,4.000000,10,15.000000,0,0.000000,8,1,0,20.691042
450,D,25,4.000000,10,15.000000,3,720.000000,8,3,0,10.894987
450,F,31,4.000000,10,15.000000,0,0.000000,9,3,0,23.788447
465,D,25,4.000000,10,15.000000,1,240.000000,5,1,0,12.549135
465,F,31,4.000000,10,15.000000,0,0.000000,7,1,0,17.111411
480,D,25,4.000000,10,15.000000,0,0.000000,3,3,0,12.621247
480,F,31,4.000000,10,15.000000,0,0.000000,5,2,0,14.111065
495,D,25,4.000000,10,15.000000,0,0.000000,3,1,1,39.202352
495,F,31,4.000000,10,15.000000,0,0.000000,2,1,0,19.659563
510,D,25,4.000000,10,15.000000,1,240.000000,10,4,0,32.558933
510,F,31,4.000000,10,15.000000,0,0.000000,10,0,0,51.165678
525,D,25,4.000000,10,15.000000,2,480.000000,13,1,1,17.688256
525,F,31,4.000000,10,15.000000,0,0.000000,12,2,0,27.633955
540,D,25,4.000000,10,15.000000,1,240.000000,12,4,0,10.221748
540,F,31,4.000000,10,15.000000,1,240.000000,9,4,0,14.214868
555,D,25,4.000000,10,15.000000,0,0.000000,12,1,0,8.870642
555,F,31,4.000000,10,15.000000,0,0.000000,8,1,0,20.577607
570,D,25,4.000000,10,15.000000,2,480.000000,14,3,0,9.375100
570,F,31,4.000000,10,15.000000,0,0.000000,10,2,0,16.466827
585,D,25,4.000000,10,15.000000,0,0.000000,10,1,2,9.151296
585,F,31,4.000000,10,15.000000,1,240.000000,7,1,0,16.266489
600,D,25,4.000000,10,15.000000,2,480.000000,7,3,0,6.785092
600,F,31,4.000000,10,15.000000,0,0.000000,7,2,0,17.639138
615,D,25,4.000000,10,15.000000,3,720.000000,4,1,1,18.299206
615,F,31,4.000000,10,15.000000,0,0.000000,4,1,0,16.891524
630,D,25,4.000000,10,15.000000,0,0.000000,9,3,0,23.500567
630,F,31,4.000000,10,15.000000,0,0.000000,13,2,0,43.241399
645,D,25,4.000000,10,15.000000,3,720.000000,11,1,0,23.869501
645,F,31,4.000000,10,15.000000,2,480.000000,18,2,1,30.036242
660,D,25,4.000000,10,15.000000,2,480.000000,9,4,0,7.742361
660,F,31,4.000000,10,15.000000,1,240.000000,16,3,0,6.678562
675,D,25,4.000000,10,15.000000,1,240.000000,7,1,1,10.199090
675,F,31,4.000000,10,15.000000,0,0.000000,11,1,0,11.856722
690,D,25,4.000000,10,15.000000,1,240.000000,7,3,0,3.605604
690,F,31,4.000000,10,15.000000,0,0.000000,12,3,0,19.952453
705,D,25,4.000000,10,15.000000,0,0.000000,5,1,1,14.102516
705,F,31,4.000000,10,15.000000,0,0.000000,9,1,0,11.626867
720,D,25,4.000000,10,15.000000,0,0.000000,3,3,0,14.493441
720,F,31,4.000000,10,15.000000,0,0.000000,9,3,0,14.378073
735,D,25,4.000000,10,15.000000,0,0.000000,0,0,1,34.961952
735,F,31,4.000000,10,15.000000,0,0.000000,8,1,0,17.811637
750,D,25,4.000000,10,15.000000,0,0.000000,5,0,0,48.149736
750,F,31,4.000000,10,15.000000,0,0.000000,12,3,0,28.706898
765,D,25,4.000000,10,15.000000,2,480.000000,10,1,1,42.212090
765,F,31,4.000000,10,15.000000,0,0.000000,15,1,0,23.485470
780,D,25,4.000000,10,15.000000,1,240.000000,12,3,0,6.841059
780,F,31,4.000000,10,15.000000,0,0.000000,16,3,0,9.094266
795,D,25,4.000000,10,15.000000,0,0.000000,10,1,0,10.448179
795,F,31,4.000000,10,15.000000,0,0.000000,14,2,0,15.080691
810,D,25,4.000000,10,15.000000,0,0.000000,10,3,0,13.363277
810,F,31,4.000000,10,15.000000,0,0.000000,10,3,0,8.770348
825,D,25,4.000000,10,15.000000,0,0.000000,7,1,1,14.797876
825,F,31,4.000000,10,15.000000,0,0.000000,8,1,0,17.654106
840,D,25,4.000000,10,15.000000,3,720.000000,4,3,0,5.139366
840,F,31,4.000000,10,15.000000,0,0.000000,6,3,0,11.687825
855,D,25,4.000000,10,15.000000,1,240.000000,2,1,0,30.975765
855,F,31,4.000000,10,15.000000,1,240.000000,5,1,0,29.983259
870,D,25,4.000000,10,15.000000,0,0.000000,3,0,0,52.699857
870,F,31,4.000000,10,15.000000,0,0.000000,9,3,0,35.582689
885,D,25,4.000000,10,15.000000,1,240.000000,6,1,0,36.868528
885,F,31,4.000000,10,15.000000,1,240.000000,14,1,0,33.775109
900,D,25,4.000000,10,15.000000,1,240.000000,11,3,0,12.024866
900,F,31,4.000000,10,15.000000,1,240.000000,17,3,0,21.654809
