sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,6,0,54.644834
15,15.000000,0,0.000000,0,79,0,53.519394
30,15.000000,4,960.000000,0,155,0,52.327494
45,15.000000,35,8400.000000,13,222,2,43.841593
60,15.000000,39,9360.000000,41,299,5,40.537465
75,15.000000,43,10320.000000,73,366,11,33.586500
90,15.000000,55,13200.000000,97,419,5,30.321434
105,15.000000,50,12000.000000,126,469,2,26.468456
120,15.000000,47,11280.000000,159,518,5,23.102577
135,15.000000,41,9840.000000,185,546,6,19.730258
150,15.000000,37,8880.000000,201,599,2,18.697715
165,15.000000,112,26880.000000,193,653,11,22.492305
180,15.000000,100,24000.000000,227,670,12,24.587151
195,15.000000,56,13440.000000,259,670,12,23.236526
210,15.000000,81,19440.000000,281,681,12,22.460673
225,15.000000,67,16080.000000,295,701,3,21.263204
240,15.000000,54,12960.000000,290,717,9,21.850450
255,15.000000,56,13440.000000,299,723,7,20.935027
270,15.000000,36,8640.000000,320,702,5,18.181387
285,15.000000,51,12240.000000,344,684,4,15.920338
300,15.000000,58,13920.000000,334,704,4,14.586886
315,15.000000,113,27120.000000,346,749,13,19.154611
330,15.000000,115,27600.000000,342,772,23,22.421578
345,15.000000,21,5040.000000,347,738,28,23.169736
360,15.000000,18,4320.000000,365,706,23,23.439037
375,15.000000,25,6000.000000,375,705,9,22.689824
390,15.000000,45,10800.000000,381,716,6,21.192603
405,15.000000,60,14400.000000,381,715,6,20.078633
420,15.000000,49,11760.000000,387,718,7,18.287022
435,15.000000,33,7920.000000,426,713,2,15.431580
450,15.000000,88,21120.000000,404,738,8,15.978355
465,15.000000,119,28560.000000,399,778,24,18.449558
480,15.000000,112,26880.000000,392,788,24,21.054728
495,15.000000,57,13680.000000,402,752,36,21.579095
510,15.000000,61,14640.000000,425,726,29,20.265864
525,15.000000,55,13200.000000,418,708,12,20.969730
540,15.000000,62,14880.000000,415,703,9,20.366976
555,15.000000,49,11760.000000,407,720,4,18.783110
570,15.000000,47,11280.000000,409,717,11,16.942598
585,15.000000,48,11520.000000,433,755,9,14.061546
600,15.000000,77,18480.000000,408,780,16,15.955608
615,15.000000,98,23520.000000,416,788,27,18.956481
630,15.000000,70,16800.000000,424,767,31,20.786967
645,15.000000,62,14880.000000,434,736,29,20.927289
660,15.000000,68,16320.000000,450,711,16,20.810144
675,15.000000,56,13440.000000,441,705,11,21.405852
690,15.000000,52,12480.000000,419,714,4,20.095836
705,15.000000,54,12960.000000,425,712,6,17.882583
720,15.000000,79,18960.000000,438,728,4,14.133525
735,15.000000,68,16320.000000,438,752,5,12.329265
750,15.000000,122,29280.000000,425,789,23,15.401324
765,15.000000,119,28560.000000,432,827,25,17.843964
780,15.000000,91,21840.000000,439,799,18,18.821390
795,15.000000,83,19920.000000,453,755,21,18.327724
810,15.000000,86,20640.000000,438,755,18,17.613747
825,15.000000,53,12720.000000,412,775,16,17.838671
840,15.000000,72,17280.000000,402,751,9,16.932992
855,15.000000,61,14640.000000,412,736,5,14.540416
870,15.000000,77,18480.000000,432,756,1,11.693914
885,15.000000,68,16320.000000,427,778,6,12.321720
900,15.000000,115,27600.000000,445,810,20,15.703073
