sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,3000.000000,600.000000,10.000000,10.000000,120.000000,7,0,1,0,6,0,54.644834,55.611930,0
15,3000.000000,600.000000,10.000000,10.000000,120.000000,83,0,4,0,79,0,53.519394,93.051274,0
30,3000.000000,600.000000,10.000000,10.000000,120.000000,167,0,11,0,155,1,52.327494,92.066680,0
45,3000.000000,600.000000,10.000000,10.000000,120.000000,262,13,14,2,222,11,43.841593,111.027703,31
60,3000.000000,600.000000,10.000000,10.000000,120.000000,373,41,13,5,299,15,40.537465,120.866763,69
75,3000.000000,600.000000,10.000000,10.000000,120.000000,474,73,15,11,366,9,33.586500,112.132317,112
90,3000.000000,600.000000,10.000000,10.000000,120.000000,566,97,18,5,419,27,30.321434,113.546422,163
105,3000.000000,600.000000,10.000000,10.000000,120.000000,649,126,23,2,469,29,26.468456,108.838048,224
120,3000.000000,600.000000,10.000000,10.000000,120.000000,729,159,23,5,518,24,23.102577,101.046653,331
135,3000.000000,600.000000,10.000000,10.000000,120.000000,783,185,25,6,546,21,19.730258,108.067586,416
150,3000.000000,600.000000,10.000000,10.000000,120.000000,856,201,21,2,599,33,18.697715,112.466824,438
165,3000.000000,600.000000,10.000000,10.000000,120.000000,927,193,21,11,653,49,22.492305,104.590120,393
180,3000.000000,600.000000,10.000000,10.000000,120.000000,976,227,20,12,670,47,24.587151,110.734555,388
195,3000.000000,600.000000,10.000000,10.000000,120.000000,1015,259,24,12,670,50,23.236526,107.274156,450
210,3000.000000,600.000000,10.000000,10.000000,120.000000,1050,281,24,12,681,52,22.460673,109.506263,503
225,3000.000000,600.000000,10.000000,10.000000,120.000000,1085,295,32,3,701,54,21.263204,100.224475,512
240,3000.000000,600.000000,10.000000,10.000000,120.000000,1094,290,33,9,717,45,21.850450,105.931653,521
255,3000.000000,600.000000,10.000000,10.000000,120.000000,1092,299,26,7,723,37,20.935027,109.887824,561
270,3000.000000,600.000000,10.000000,10.000000,120.000000,1085,320,21,5,702,37,18.181387,111.655491,634
285,3000.000000,600.000000,10.000000,10.000000,120.000000,1088,344,25,4,684,31,15.920338,107.642563,714
300,3000.000000,600.000000,10.000000,10.000000,120.000000,1129,334,21,4,704,66,14.586886,100.827654,680
315,3000.000000,600.000000,10.000000,10.000000,120.000000,1187,346,29,13,749,50,19.154611,103.598154,623
330,3000.000000,600.000000,10.000000,10.000000,120.000000,1226,342,35,23,772,54,22.421578,110.358740,596
345,3000.000000,600.000000,10.000000,10.000000,120.000000,1208,347,32,28,738,63,23.169736,107.636080,585
360,3000.000000,600.000000,10.000000,10.000000,120.000000,1198,365,35,23,706,69,23.439037,105.952730,576
375,3000.000000,600.000000,10.000000,10.000000,120.000000,1204,375,45,9,705,70,22.689824,105.384696,545
390,3000.000000,600.000000,10.000000,10.000000,120.000000,1206,381,42,6,716,61,21.192603,104.013140,559
405,3000.000000,600.000000,10.000000,10.000000,120.000000,1199,381,50,6,715,47,20.078633,98.562527,639
420,3000.000000,600.000000,10.000000,10.000000,120.000000,1197,387,44,7,718,41,18.287022,106.954329,713
435,3000.000000,600.000000,10.000000,10.000000,120.000000,1214,426,41,2,713,32,15.431580,105.535076,795
450,3000.000000,600.000000,10.000000,10.000000,120.000000,1244,404,34,8,738,60,15.978355,104.277078,720
465,3000.000000,600.000000,10.000000,10.000000,120.000000,1282,399,32,24,778,49,18.449558,105.914730,668
480,3000.000000,600.000000,10.000000,10.000000,120.000000,1300,392,30,24,788,66,21.054728,108.943087,645
495,3000.000000,600.000000,10.000000,10.000000,120.000000,1281,402,23,36,752,68,21.579095,117.427752,623
510,3000.000000,600.000000,10.000000,10.000000,120.000000,1276,425,30,29,726,66,20.265864,99.072254,631
525,3000.000000,600.000000,10.000000,10.000000,120.000000,1250,418,41,12,708,71,20.969730,96.879754,585
540,3000.000000,600.000000,10.000000,10.000000,120.000000,1234,415,43,9,703,64,20.366976,101.950967,599
555,3000.000000,600.000000,10.000000,10.000000,120.000000,1243,407,50,4,720,62,18.783110,96.616587,653
570,3000.000000,600.000000,10.000000,10.000000,120.000000,1242,409,52,11,717,53,16.942598,103.433592,761
585,3000.000000,600.000000,10.000000,10.000000,120.000000,1271,433,44,9,755,30,14.061546,110.601133,835
600,3000.000000,600.000000,10.000000,10.000000,120.000000,1309,408,37,16,780,68,15.955608,108.779810,751
615,3000.000000,600.000000,10.000000,10.000000,120.000000,1333,416,33,27,788,69,18.956481,105.116270,702
630,3000.000000,600.000000,10.000000,10.000000,120.000000,1318,424,31,31,767,65,20.786967,106.479246,669
645,3000.000000,600.000000,10.000000,10.000000,120.000000,1304,434,34,29,736,71,20.927289,103.368030,676
660,3000.000000,600.000000,10.000000,10.000000,120.000000,1286,450,37,16,711,72,20.810144,103.972434,624
675,3000.000000,600.000000,10.000000,10.000000,120.000000,1263,441,39,11,705,67,21.405852,100.667995,600
690,3000.000000,600.000000,10.000000,10.000000,120.000000,1262,419,51,4,714,74,20.095836,99.395111,638
705,3000.000000,600.000000,10.000000,10.000000,120.000000,1252,425,52,6,712,57,17.882583,98.529071,723
720,3000.000000,600.000000,10.000000,10.000000,120.000000,1252,438,48,4,728,34,14.133525,102.294927,834
735,3000.000000,600.000000,10.000000,10.000000,120.000000,1280,438,41,5,752,44,12.329265,115.986265,848
750,3000.000000,600.000000,10.000000,10.000000,120.000000,1322,425,30,23,789,55,15.401324,111.243870,784
765,3000.000000,600.000000,10.000000,10.000000,120.000000,1369,432,29,25,827,56,17.843964,116.738725,769
780,3000.000000,600.000000,10.000000,10.000000,120.000000,1352,439,25,18,799,71,18.821390,116.425096,737
795,3000.000000,600.000000,10.000000,10.000000,120.000000,1326,453,29,21,755,68,18.327724,102.702598,736
810,3000.000000,600.000000,10.000000,10.000000,120.000000,1319,438,31,18,755,77,17.613747,94.571617,706
825,3000.000000,600.000000,10.000000,10.000000,120.000000,1314,412,36,16,775,75,17.838671,91.952528,696
840,3000.000000,600.000000,10.000000,10.000000,120.000000,1275,402,29,9,751,84,16.932992,102.914763,733
