sim_sec,controller_mode,sc_no,control_name,sg1_state,sg2_state,phase_label
55,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
55,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
55,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
56,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
56,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
56,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
56,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
56,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
56,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
56,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
57,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
57,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
57,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
57,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
57,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
57,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
57,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
58,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
58,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
58,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
58,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
58,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
58,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
58,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
59,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
59,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
59,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
59,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
59,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
59,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
59,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
60,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
60,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
60,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
60,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
60,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
60,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
60,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
61,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
61,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
61,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
61,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
61,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
61,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
61,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
62,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
62,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
62,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
62,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
62,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
62,COM_FIXED_TIME,6,RM_D,AMBER,,RAMP_AMBER
62,COM_FIXED_TIME,7,RM_F,AMBER,,RAMP_AMBER
63,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
63,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
63,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
63,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
63,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
63,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
63,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
64,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
64,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
64,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
64,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
64,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
64,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
64,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
65,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
65,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
65,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
65,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
65,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
65,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
65,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
66,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
66,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
66,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
66,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
66,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
66,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
66,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
67,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
67,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
67,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
67,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
67,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
67,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
67,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
68,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
68,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
68,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
68,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
68,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
68,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
68,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
69,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
69,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
69,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
69,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
69,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
69,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
69,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
70,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
70,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
70,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
70,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
70,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
70,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
70,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
71,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
71,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
71,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
71,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
71,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
71,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
71,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
72,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
72,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
72,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
72,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
72,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
72,COM_FIXED_TIME,6,RM_D,AMBER,,RAMP_AMBER
72,COM_FIXED_TIME,7,RM_F,AMBER,,RAMP_AMBER
73,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
73,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
73,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
73,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
73,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
73,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
73,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
74,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
74,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
74,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
74,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
74,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
74,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
74,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
75,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
75,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
75,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
75,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
75,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
75,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
75,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
76,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
76,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
76,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
76,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
76,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
76,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
76,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
77,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
77,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
77,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
77,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
77,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
77,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
77,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
78,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
78,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
78,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
78,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
78,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
78,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
78,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
79,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
79,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
79,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
79,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
79,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
79,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
79,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
80,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
80,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
80,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
80,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
80,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
80,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
80,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
81,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
81,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
81,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
81,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
81,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
81,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
81,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
82,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
82,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
82,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
82,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
82,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
82,COM_FIXED_TIME,6,RM_D,AMBER,,RAMP_AMBER
82,COM_FIXED_TIME,7,RM_F,AMBER,,RAMP_AMBER
83,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
83,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
83,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
83,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
83,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
83,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
83,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
84,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
84,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
84,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
84,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
84,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
84,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
84,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
85,COM_FIXED_TIME,1,A,RED,AMBER,MINOR_AMBER
85,COM_FIXED_TIME,2,B,RED,AMBER,MINOR_AMBER
85,COM_FIXED_TIME,3,C,RED,AMBER,MINOR_AMBER
85,COM_FIXED_TIME,4,D,RED,AMBER,MINOR_AMBER
85,COM_FIXED_TIME,5,F,RED,AMBER,MINOR_AMBER
85,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
85,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
86,COM_FIXED_TIME,1,A,RED,AMBER,MINOR_AMBER
86,COM_FIXED_TIME,2,B,RED,AMBER,MINOR_AMBER
86,COM_FIXED_TIME,3,C,RED,AMBER,MINOR_AMBER
86,COM_FIXED_TIME,4,D,RED,AMBER,MINOR_AMBER
86,COM_FIXED_TIME,5,F,RED,AMBER,MINOR_AMBER
86,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
86,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
87,COM_FIXED_TIME,1,A,RED,AMBER,MINOR_AMBER
87,COM_FIXED_TIME,2,B,RED,AMBER,MINOR_AMBER
87,COM_FIXED_TIME,3,C,RED,AMBER,MINOR_AMBER
87,COM_FIXED_TIME,4,D,RED,AMBER,MINOR_AMBER
87,COM_FIXED_TIME,5,F,RED,AMBER,MINOR_AMBER
87,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
87,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
88,COM_FIXED_TIME,1,A,RED,RED,ALL_RED_2
88,COM_FIXED_TIME,2,B,RED,RED,ALL_RED_2
88,COM_FIXED_TIME,3,C,RED,RED,ALL_RED_2
88,COM_FIXED_TIME,4,D,RED,RED,ALL_RED_2
88,COM_FIXED_TIME,5,F,RED,RED,ALL_RED_2
88,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
88,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
89,COM_FIXED_TIME,1,A,RED,RED,ALL_RED_2
89,COM_FIXED_TIME,2,B,RED,RED,ALL_RED_2
89,COM_FIXED_TIME,3,C,RED,RED,ALL_RED_2
89,COM_FIXED_TIME,4,D,RED,RED,ALL_RED_2
89,COM_FIXED_TIME,5,F,RED,RED,ALL_RED_2
89,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
89,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
90,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
90,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
90,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
90,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
90,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
90,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
90,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
91,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
91,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
91,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
91,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
91,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
91,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
91,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
92,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
92,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
92,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
92,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
92,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
92,COM_FIXED_TIME,6,RM_D,AMBER,,RAMP_AMBER
92,COM_FIXED_TIME,7,RM_F,AMBER,,RAMP_AMBER
93,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
93,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
93,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
93,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
93,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
93,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
93,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
94,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
94,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
94,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
94,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
94,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
94,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
94,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
95,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
95,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
95,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
95,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
95,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
95,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
95,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
96,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
96,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
96,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
96,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
96,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
96,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
96,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
97,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
97,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
97,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
97,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
97,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
97,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
97,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
98,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
98,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
98,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
98,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
98,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
98,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
98,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
99,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
99,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
99,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
99,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
99,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
99,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
99,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
100,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
100,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
100,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
100,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
100,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
100,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
100,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
101,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
101,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
101,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
101,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
101,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
101,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
101,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
102,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
102,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
102,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
102,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
102,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
102,COM_FIXED_TIME,6,RM_D,AMBER,,RAMP_AMBER
102,COM_FIXED_TIME,7,RM_F,AMBER,,RAMP_AMBER
103,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
103,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
103,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
103,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
103,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
103,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
103,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
104,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
104,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
104,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
104,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
104,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
104,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
104,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
105,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
105,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
105,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
105,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
105,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
105,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
105,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
106,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
106,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
106,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
106,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
106,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
106,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
106,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
107,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
107,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
107,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
107,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
107,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
107,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
107,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
108,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
108,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
108,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
108,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
108,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
108,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
108,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
109,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
109,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
109,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
109,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
109,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
109,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
109,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
110,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
110,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
110,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
110,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
110,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
110,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
110,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
111,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
111,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
111,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
