sim_sec,controller_mode,sc_no,control_name,sg1_state,sg2_state,phase_label
167,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
167,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
167,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
167,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
167,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
168,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
168,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
168,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
168,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
168,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
168,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
168,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
169,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
169,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
169,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
169,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
169,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
169,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
169,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
170,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
170,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
170,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
170,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
170,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
170,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
170,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
171,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
171,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
171,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
171,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
171,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
171,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
171,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
172,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
172,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
172,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
172,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
172,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
172,COM_FIXED_TIME,6,RM_D,AMBER,,RAMP_AMBER
172,COM_FIXED_TIME,7,RM_F,AMBER,,RAMP_AMBER
173,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
173,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
173,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
173,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
173,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
173,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
173,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
174,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
174,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
174,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
174,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
174,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
174,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
174,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
175,COM_FIXED_TIME,1,A,RED,AMBER,MINOR_AMBER
175,COM_FIXED_TIME,2,B,RED,AMBER,MINOR_AMBER
175,COM_FIXED_TIME,3,C,RED,AMBER,MINOR_AMBER
175,COM_FIXED_TIME,4,D,RED,AMBER,MINOR_AMBER
175,COM_FIXED_TIME,5,F,RED,AMBER,MINOR_AMBER
175,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
175,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
176,COM_FIXED_TIME,1,A,RED,AMBER,MINOR_AMBER
176,COM_FIXED_TIME,2,B,RED,AMBER,MINOR_AMBER
176,COM_FIXED_TIME,3,C,RED,AMBER,MINOR_AMBER
176,COM_FIXED_TIME,4,D,RED,AMBER,MINOR_AMBER
176,COM_FIXED_TIME,5,F,RED,AMBER,MINOR_AMBER
176,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
176,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
177,COM_FIXED_TIME,1,A,RED,AMBER,MINOR_AMBER
177,COM_FIXED_TIME,2,B,RED,AMBER,MINOR_AMBER
177,COM_FIXED_TIME,3,C,RED,AMBER,MINOR_AMBER
177,COM_FIXED_TIME,4,D,RED,AMBER,MINOR_AMBER
177,COM_FIXED_TIME,5,F,RED,AMBER,MINOR_AMBER
177,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
177,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
178,COM_FIXED_TIME,1,A,RED,RED,ALL_RED_2
178,COM_FIXED_TIME,2,B,RED,RED,ALL_RED_2
178,COM_FIXED_TIME,3,C,RED,RED,ALL_RED_2
178,COM_FIXED_TIME,4,D,RED,RED,ALL_RED_2
178,COM_FIXED_TIME,5,F,RED,RED,ALL_RED_2
178,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
178,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
179,COM_FIXED_TIME,1,A,RED,RED,ALL_RED_2
179,COM_FIXED_TIME,2,B,RED,RED,ALL_RED_2
179,COM_FIXED_TIME,3,C,RED,RED,ALL_RED_2
179,COM_FIXED_TIME,4,D,RED,RED,ALL_RED_2
179,COM_FIXED_TIME,5,F,RED,RED,ALL_RED_2
179,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
179,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
180,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
180,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
180,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
180,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
180,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
180,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
180,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
