sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,6,0,54.644834
15,15.000000,0,0.000000,0,72,0,54.447923
30,15.000000,3,720.000000,0,126,0,54.042518
45,15.000000,29,6960.000000,8,175,8,43.490181
60,15.000000,26,6240.000000,28,229,12,38.947913
75,15.000000,45,10800.000000,54,283,11,37.423784
90,15.000000,50,12000.000000,93,320,16,33.879729
105,15.000000,51,12240.000000,126,358,14,28.844124
120,15.000000,50,12000.000000,146,394,30,25.192318
135,15.000000,50,12000.000000,159,420,40,21.293585
150,15.000000,46,11040.000000,194,442,55,20.827676
165,15.000000,61,14640.000000,230,449,66,18.445653
180,15.000000,47,11280.000000,253,474,71,17.133260
195,15.000000,42,10080.000000,265,537,64,15.884943
210,15.000000,52,12480.000000,298,570,68,15.199057
225,15.000000,40,9600.000000,329,597,66,12.961609
240,15.000000,38,9120.000000,363,619,68,11.026763
255,15.000000,32,7680.000000,387,631,69,9.852105
270,15.000000,61,14640.000000,422,660,75,9.861976
285,15.000000,55,13200.000000,451,684,77,9.374903
300,15.000000,58,13920.000000,473,694,83,8.941566
315,15.000000,37,8880.000000,489,729,70,9.242608
330,15.000000,42,10080.000000,503,748,65,8.667608
345,15.000000,35,8400.000000,511,753,69,7.058710
360,15.000000,22,5280.000000,513,756,70,6.487675
375,15.000000,31,7440.000000,511,757,72,7.043466
390,15.000000,55,13200.000000,533,756,76,6.703732
405,15.000000,32,7680.000000,555,787,80,6.465950
420,15.000000,34,8160.000000,572,795,81,6.593959
435,15.000000,36,8640.000000,581,797,78,6.302666
450,15.000000,36,8640.000000,600,820,70,6.566333
465,15.000000,23,5520.000000,615,846,67,5.114226
480,15.000000,19,4560.000000,611,856,66,4.286723
495,15.000000,30,7200.000000,606,854,67,4.114155
510,15.000000,44,10560.000000,619,848,76,4.953759
525,15.000000,37,8880.000000,637,860,83,4.365439
540,15.000000,23,5520.000000,657,867,83,4.147046
555,15.000000,36,8640.000000,665,858,78,4.831711
570,15.000000,40,9600.000000,685,873,71,5.216307
585,15.000000,31,7440.000000,679,891,69,4.752051
600,15.000000,28,6720.000000,677,884,68,3.884053
615,15.000000,21,5040.000000,676,886,71,3.522363
630,15.000000,47,11280.000000,684,891,75,3.625457
645,15.000000,32,7680.000000,695,902,80,3.324714
660,15.000000,39,9360.000000,712,916,84,3.063210
675,15.000000,37,8880.000000,717,909,85,3.067652
690,15.000000,36,8640.000000,731,926,69,4.141457
705,15.000000,7,1680.000000,726,927,70,4.059617
720,15.000000,25,6000.000000,729,921,67,3.496080
735,15.000000,14,3360.000000,727,920,72,3.360272
750,15.000000,27,6480.000000,726,901,75,3.246297
765,15.000000,25,6000.000000,725,908,80,2.918840
780,15.000000,13,3120.000000,731,925,88,2.732151
795,15.000000,23,5520.000000,726,940,95,2.253002
810,15.000000,31,7440.000000,729,956,69,3.201427
825,15.000000,8,1920.000000,729,954,72,3.502813
840,15.000000,10,2400.000000,726,946,67,2.828929
855,15.000000,2,480.000000,726,948,70,2.323833
870,15.000000,21,5040.000000,724,941,73,2.249749
885,15.000000,19,4560.000000,722,952,77,2.382759
900,15.000000,32,7680.000000,727,968,78,2.074224
