sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,4,0,55.123474
15,15.000000,0,0.000000,0,37,0,56.993973
30,15.000000,2,480.000000,0,72,0,57.542647
45,15.000000,18,4320.000000,8,87,2,49.623172
60,15.000000,17,4080.000000,18,103,2,42.544882
75,15.000000,37,8880.000000,35,112,0,48.079848
90,15.000000,35,8400.000000,64,117,3,47.836355
105,15.000000,33,7920.000000,82,137,2,45.893405
120,15.000000,26,6240.000000,89,162,8,37.255018
135,15.000000,72,17280.000000,93,160,9,46.336451
150,15.000000,57,13680.000000,129,168,14,47.075344
165,15.000000,26,6240.000000,152,177,16,43.317848
180,15.000000,28,6720.000000,151,184,13,38.120784
195,15.000000,56,13440.000000,158,209,10,41.495531
210,15.000000,44,10560.000000,181,217,9,39.325356
225,15.000000,36,8640.000000,197,226,3,35.837850
240,15.000000,38,9120.000000,219,212,2,29.157969
255,15.000000,54,12960.000000,202,210,5,33.220606
270,15.000000,101,24240.000000,209,217,21,42.208631
285,15.000000,65,15600.000000,239,217,25,41.487365
300,15.000000,27,6480.000000,235,216,23,36.718284
315,15.000000,32,7680.000000,233,210,11,36.342026
330,15.000000,54,12960.000000,241,212,13,36.656970
345,15.000000,62,14880.000000,251,212,13,36.590701
360,15.000000,36,8640.000000,264,205,5,33.070380
375,15.000000,45,10800.000000,244,189,8,32.437385
390,15.000000,72,17280.000000,264,191,16,41.875973
405,15.000000,54,12960.000000,267,210,27,43.376012
420,15.000000,37,8880.000000,245,221,29,40.810834
435,15.000000,36,8640.000000,243,222,21,39.457591
450,15.000000,38,9120.000000,252,234,21,39.990745
465,15.000000,53,12720.000000,273,229,17,35.058715
480,15.000000,48,11520.000000,286,220,8,29.507029
495,15.000000,57,13680.000000,267,187,13,25.559388
510,15.000000,75,18000.000000,274,192,23,37.382136
525,15.000000,77,18480.000000,288,213,35,41.522692
540,15.000000,35,8400.000000,267,219,40,37.663893
555,15.000000,17,4080.000000,257,212,35,36.235858
570,15.000000,26,6240.000000,280,214,28,37.633483
585,15.000000,25,6000.000000,297,217,25,36.671173
600,15.000000,37,8880.000000,310,208,19,30.800646
615,15.000000,51,12240.000000,312,210,19,26.103691
630,15.000000,45,10800.000000,304,194,33,35.660042
645,15.000000,85,20400.000000,299,206,49,39.124720
660,15.000000,34,8160.000000,287,213,56,37.695647
675,15.000000,14,3360.000000,273,211,51,33.257335
690,15.000000,42,10080.000000,275,205,38,37.492929
705,15.000000,44,10560.000000,285,214,40,35.085895
720,15.000000,35,8400.000000,287,223,31,30.192133
735,15.000000,39,9360.000000,299,201,22,26.545844
750,15.000000,58,13920.000000,273,205,30,36.903217
765,15.000000,48,11520.000000,283,221,35,41.105275
780,15.000000,33,7920.000000,277,240,45,40.167762
795,15.000000,15,3600.000000,283,240,43,36.257391
810,15.000000,42,10080.000000,272,225,29,35.734211
825,15.000000,57,13680.000000,296,217,22,32.397464
840,15.000000,50,12000.000000,305,230,15,27.694376
855,15.000000,57,13680.000000,306,253,16,21.720290
870,15.000000,71,17040.000000,274,237,26,31.178400
885,15.000000,71,17040.000000,284,239,36,38.737222
900,15.000000,42,10080.000000,291,234,38,38.157434
