case_id,returncode,elapsed_sec,timed_out,case_timeout_sec,state_csv,segment_csv,ramp_csv,signal_csv,urban_csv,stdout,stderr
mfd_urban600_seed13,0,117.984,False,420.0,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban600_seed13\state.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban600_seed13\segments.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban600_seed13\ramps.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban600_seed13\signal_discharge.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban600_seed13\urban_production.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban600_seed13\stdout.txt,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban600_seed13\stderr.txt
mfd_urban1000_seed13,0,130.231,False,420.0,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1000_seed13\state.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1000_seed13\segments.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1000_seed13\ramps.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1000_seed13\signal_discharge.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1000_seed13\urban_production.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1000_seed13\stdout.txt,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1000_seed13\stderr.txt
mfd_urban1400_seed13,0,121.556,False,420.0,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1400_seed13\state.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1400_seed13\segments.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1400_seed13\ramps.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1400_seed13\signal_discharge.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1400_seed13\urban_production.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1400_seed13\stdout.txt,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1400_seed13\stderr.txt
mfd_urban2200_seed13,0,130.401,False,420.0,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2200_seed13\state.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2200_seed13\segments.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2200_seed13\ramps.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2200_seed13\signal_discharge.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2200_seed13\urban_production.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2200_seed13\stdout.txt,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2200_seed13\stderr.txt
mfd_urban2600_seed13,0,130.901,False,420.0,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2600_seed13\state.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2600_seed13\segments.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2600_seed13\ramps.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2600_seed13\signal_discharge.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2600_seed13\urban_production.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2600_seed13\stdout.txt,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2600_seed13\stderr.txt
mfd_urban1800_seed13,0,116.4,False,420.0,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1800_seed13\state.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1800_seed13\segments.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1800_seed13\ramps.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1800_seed13\signal_discharge.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1800_seed13\urban_production.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1800_seed13\stdout.txt,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1800_seed13\stderr.txt
mfd_urban3000_seed13,0,132.175,False,420.0,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3000_seed13\state.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3000_seed13\segments.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3000_seed13\ramps.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3000_seed13\signal_discharge.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3000_seed13\urban_production.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3000_seed13\stdout.txt,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3000_seed13\stderr.txt
mfd_urban600_seed29,0,130.791,False,420.0,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban600_seed29\state.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban600_seed29\segments.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban600_seed29\ramps.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban600_seed29\signal_discharge.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban600_seed29\urban_production.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban600_seed29\stdout.txt,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban600_seed29\stderr.txt
mfd_urban3400_seed13,0,147.768,False,420.0,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3400_seed13\state.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3400_seed13\segments.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3400_seed13\ramps.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3400_seed13\signal_discharge.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3400_seed13\urban_production.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3400_seed13\stdout.txt,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3400_seed13\stderr.txt
mfd_urban1400_seed29,0,131.127,False,420.0,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1400_seed29\state.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1400_seed29\segments.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1400_seed29\ramps.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1400_seed29\signal_discharge.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1400_seed29\urban_production.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1400_seed29\stdout.txt,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1400_seed29\stderr.txt
mfd_urban1000_seed29,0,126.474,False,420.0,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1000_seed29\state.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1000_seed29\segments.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1000_seed29\ramps.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1000_seed29\signal_discharge.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1000_seed29\urban_production.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1000_seed29\stdout.txt,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1000_seed29\stderr.txt
mfd_urban2200_seed29,0,147.862,False,420.0,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2200_seed29\state.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2200_seed29\segments.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2200_seed29\ramps.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2200_seed29\signal_discharge.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2200_seed29\urban_production.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2200_seed29\stdout.txt,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2200_seed29\stderr.txt
mfd_urban1800_seed29,0,139.47,False,420.0,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1800_seed29\state.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1800_seed29\segments.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1800_seed29\ramps.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1800_seed29\signal_discharge.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1800_seed29\urban_production.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1800_seed29\stdout.txt,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban1800_seed29\stderr.txt
mfd_urban3000_seed29,0,139.317,False,420.0,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3000_seed29\state.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3000_seed29\segments.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3000_seed29\ramps.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3000_seed29\signal_discharge.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3000_seed29\urban_production.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3000_seed29\stdout.txt,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3000_seed29\stderr.txt
mfd_urban2600_seed29,0,140.838,False,420.0,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2600_seed29\state.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2600_seed29\segments.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2600_seed29\ramps.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2600_seed29\signal_discharge.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2600_seed29\urban_production.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2600_seed29\stdout.txt,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban2600_seed29\stderr.txt
mfd_urban3400_seed29,0,127.436,False,420.0,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3400_seed29\state.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3400_seed29\segments.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3400_seed29\ramps.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3400_seed29\signal_discharge.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3400_seed29\urban_production.csv,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3400_seed29\stdout.txt,evaluation\runs\calibration_mfd_vector_20260626\mfd_urban3400_seed29\stderr.txt
