candidate,internal_storage_fraction,offramp_storage_fraction,scenario_id,case_dir,state_json,action_json,sim_sec,status,metric,predicted,observed,error,abs_error,metadata_internal_storage_fraction,metadata_offramp_storage_fraction
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000060.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000060.json,60,ok,urban_movement_queue_total_veh,157.58333333333337,233.8,76.21666666666664,76.21666666666664,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000060.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000060.json,60,ok,freeway_total_veh,63.97221887135033,65.99999710012223,2.0277782287719006,2.0277782287719006,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000120.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000120.json,120,ok,total_model_vehicles,570.1124189174991,597.0000088400993,26.887589922600228,26.887589922600228,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000120.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000120.json,120,ok,protected_accumulation_veh,205.52499999999995,141.0375,-64.48749999999995,64.48749999999995,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000120.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000120.json,120,ok,urban_queue_plus_link_occupancy_total_veh,471.61826968048143,517.0,45.38173031951857,45.38173031951857,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000120.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000120.json,120,ok,urban_link_occupancy_total_veh,204.91709162490108,60.599999999999994,-144.31709162490108,144.31709162490108,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000120.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000120.json,120,ok,urban_movement_queue_total_veh,260.8111111111112,456.4,195.5888888888888,195.5888888888888,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000120.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000120.json,120,ok,freeway_total_veh,104.38421618148685,80.00000884009938,-24.384207341387466,24.384207341387466,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000180.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000180.json,180,ok,total_model_vehicles,831.3284047863272,903.0000077569375,71.67160297061037,71.67160297061037,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000180.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000180.json,180,ok,protected_accumulation_veh,282.9964584549948,242.23749999999998,-40.758958454994826,40.758958454994826,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000180.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000180.json,180,ok,urban_queue_plus_link_occupancy_total_veh,739.1208794296251,817.0,77.87912057037488,77.87912057037488,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000180.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000180.json,180,ok,urban_link_occupancy_total_veh,244.8024574323816,126.05000000000001,-118.75245743238159,118.75245743238159,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000180.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000180.json,180,ok,urban_movement_queue_total_veh,485.0875000000001,690.95,205.86249999999995,205.86249999999995,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000180.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000180.json,180,ok,freeway_total_veh,101.43844735394536,86.00000775693746,-15.4384395970079,15.4384395970079,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000240.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000240.json,240,ok,total_model_vehicles,1083.6878769281986,1078.9999906594187,-4.687886268779948,4.687886268779948,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000240.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000240.json,240,ok,protected_accumulation_veh,452.6236111111111,330.43750000000006,-122.18611111111102,122.18611111111102,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000240.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000240.json,240,ok,urban_queue_plus_link_occupancy_total_veh,978.5625687169517,986.0,7.4374312830483404,7.4374312830483404,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000240.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000240.json,240,ok,urban_link_occupancy_total_veh,410.32457940517304,147.95000000000002,-262.374579405173,262.374579405173,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000240.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000240.json,240,ok,urban_movement_queue_total_veh,556.0166666666668,838.05,282.0333333333332,282.0333333333332,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000240.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000240.json,240,ok,freeway_total_veh,117.34663085635887,92.9999906594187,-24.34664019694017,24.34664019694017,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000300.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000300.json,300,ok,total_model_vehicles,1272.1226326707565,1280.9999959004247,8.877363229668163,8.877363229668163,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000300.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000300.json,300,ok,protected_accumulation_veh,496.12425494632816,422.13750000000016,-73.986754946328,73.986754946328,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000300.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000300.json,300,ok,urban_queue_plus_link_occupancy_total_veh,1169.2252250149986,1209.0,39.774774985001386,39.774774985001386,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000300.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000300.json,300,ok,urban_link_occupancy_total_veh,401.18937245957045,207.80000000000004,-193.3893724595704,193.3893724595704,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000300.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000300.json,300,ok,urban_movement_queue_total_veh,753.4333333333332,1001.2,247.76666666666688,247.76666666666688,0.35,0.5
int035_off050,0.35,0.5,ramp_d_bias,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\state_000300.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_ramp_d_bias_u2200_fw3000_seed47_300s\decisions\action_000300.json,300,ok,freeway_total_veh,117.49992687785286,71.99999590042431,-45.49993097742855,45.49993097742855,0.35,0.5
int035_off050,0.35,0.5,fw_eb_heavy,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\state_000001.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\action_000001.json,1,ok,total_model_vehicles,0.0,0.0,0.0,0.0,0.35,0.5
int035_off050,0.35,0.5,fw_eb_heavy,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\state_000001.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\action_000001.json,1,ok,protected_accumulation_veh,0.0,0.0,0.0,0.0,0.35,0.5
int035_off050,0.35,0.5,fw_eb_heavy,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\state_000001.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\action_000001.json,1,ok,urban_queue_plus_link_occupancy_total_veh,0.0,0.0,0.0,0.0,0.35,0.5
int035_off050,0.35,0.5,fw_eb_heavy,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\state_000001.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\action_000001.json,1,ok,urban_link_occupancy_total_veh,0.0,0.0,0.0,0.0,0.35,0.5
int035_off050,0.35,0.5,fw_eb_heavy,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\state_000001.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\action_000001.json,1,ok,urban_movement_queue_total_veh,0.0,0.0,0.0,0.0,0.35,0.5
int035_off050,0.35,0.5,fw_eb_heavy,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\state_000001.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\action_000001.json,1,ok,freeway_total_veh,0.0,0.0,0.0,0.0,0.35,0.5
int035_off050,0.35,0.5,fw_eb_heavy,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\state_000060.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\action_000060.json,60,ok,total_model_vehicles,277.26739347806847,296.99997886117353,19.73258538310506,19.73258538310506,0.35,0.5
int035_off050,0.35,0.5,fw_eb_heavy,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\state_000060.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\action_000060.json,60,ok,protected_accumulation_veh,78.234878518774,29.89999999999997,-48.334878518774026,48.334878518774026,0.35,0.5
int035_off050,0.35,0.5,fw_eb_heavy,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\state_000060.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\action_000060.json,60,ok,urban_queue_plus_link_occupancy_total_veh,212.30812902586374,198.99999999999997,-13.308129025863764,13.308129025863764,0.35,0.5
int035_off050,0.35,0.5,fw_eb_heavy,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\state_000060.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\action_000060.json,60,ok,urban_link_occupancy_total_veh,79.57326759616436,12.999999999999972,-66.57326759616438,66.57326759616438,0.35,0.5
int035_off050,0.35,0.5,fw_eb_heavy,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\state_000060.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\action_000060.json,60,ok,urban_movement_queue_total_veh,130.08333333333334,186.0,55.91666666666666,55.91666666666666,0.35,0.5
int035_off050,0.35,0.5,fw_eb_heavy,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\state_000060.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\action_000060.json,60,ok,freeway_total_veh,67.61079254857077,97.99997886117355,30.389186312602774,30.389186312602774,0.35,0.5
int035_off050,0.35,0.5,fw_eb_heavy,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s,evaluation\runs\prediction_holdout_v2_profiled_no_control_20260629\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\state_000120.json,evaluation\runs\observation_split_grid_refined_20260629\int035_off050\no-control_fw_eb_heavy_u1800_fw3400_seed47_300s\decisions\action_000120.json,120,ok,total_model_vehicles,501.61723748717986,565.9999833686252,64.38274588144532,64.38274588144532,0.35,0.5
