arm,time_s,zone,command_kph,link,position_m,flow_vph_per_lane,occupancy_pct,speed_kph
both,3300,FW_E__seg10,120.0,2,2652.0273490354593,1842.0,11.134280353431555,81.74848347613988
both,3300,FW_E__seg15,120.0,24,652.704139739827,2152.0,12.689624845804666,83.11012684593325
both,3300,FW_W__seg0,60.0,26,40.0,1472.0,42.00692235088213,28.752324622265498
both,3300,FW_W__seg5,120.0,26,2694.4232696497,1256.0,14.1994610265467,55.76801251324542
both,3300,FW_W__seg10,120.0,120,1569.2945392994002,1182.0,5.334586187594917,113.61352817042545
both,3300,FW_W__seg15,120.0,120,4263.717808949101,1002.0,4.458042039141567,117.05597539587741
both,3450,FW_E__seg0,60.0,74,40.0,1848.0,32.627395201452174,30.472247069015243
both,3450,FW_E__seg5,80.0,2,48.18555656496521,1812.0,15.578913083488674,61.05966737308426
both,3450,FW_E__seg10,120.0,2,2652.0273490354593,1842.0,11.355440141155386,81.78819454100486
both,3450,FW_E__seg15,120.0,24,652.704139739827,2360.0,13.738549563975432,86.18218531203344
both,3450,FW_W__seg0,60.0,26,40.0,1488.0,39.869836215126035,28.78907753742183
both,3450,FW_W__seg5,120.0,26,2694.4232696497,1352.0,10.658399496556076,60.651767999134755
both,3450,FW_W__seg10,120.0,120,1569.2945392994002,1218.0,5.389607273058927,112.29829846420303
both,3450,FW_W__seg15,120.0,120,4263.717808949101,792.0,3.5355530201453504,118.42957233149804
both,3600,FW_E__seg0,60.0,74,40.0,1944.0,31.154587658850197,33.57219172550117
both,3600,FW_E__seg5,80.0,2,48.18555656496521,1830.0,14.5128881607229,60.80552377616355
both,3600,FW_E__seg10,80.0,2,2652.0273490354593,1848.0,12.394655127660217,75.85648895573695
both,3600,FW_E__seg15,120.0,24,652.704139739827,2344.0,12.797246367299968,93.90031564714647
both,3600,FW_W__seg0,60.0,26,40.0,1360.0,41.16974350610814,27.664870480660145
both,3600,FW_W__seg5,120.0,26,2694.4232696497,1288.0,10.613780842178983,59.702743070828745
both,3600,FW_W__seg10,120.0,120,1569.2945392994002,1146.0,5.094783774086048,111.14717862910213
both,3600,FW_W__seg15,120.0,120,4263.717808949101,822.0,3.402796744534605,117.27821770150527
both,3750,FW_E__seg0,60.0,74,40.0,1860.0,31.953254477187425,30.973704244373533
both,3750,FW_E__seg5,80.0,2,48.18555656496521,1926.0,15.543852199272251,60.56855310923024
both,3750,FW_E__seg10,80.0,2,2652.0273490354593,1824.0,11.497155807097435,78.84445813753946
both,3750,FW_E__seg15,120.0,24,652.704139739827,2400.0,13.686175069051066,87.41462559166624
both,3750,FW_W__seg0,60.0,26,40.0,1432.0,43.01763273545567,29.259704315775338
both,3750,FW_W__seg5,120.0,26,2694.4232696497,1568.0,12.451268058260483,61.02504126360004
both,3750,FW_W__seg10,120.0,120,1569.2945392994002,1152.0,5.000639698128008,112.67921870266373
both,3750,FW_W__seg15,120.0,120,4263.717808949101,912.0,4.067070227520867,112.93029450636598
both,3900,FW_E__seg0,60.0,74,40.0,1836.0,32.594346556800524,30.00379748773236
both,3900,FW_E__seg5,80.0,2,48.18555656496521,1902.0,15.48103209327465,60.85087709214628
both,3900,FW_E__seg10,120.0,2,2652.0273490354593,1776.0,10.730345561971875,80.81731146670059
both,3900,FW_E__seg15,120.0,24,652.704139739827,2208.0,12.749972713683265,82.66681880156757
both,3900,FW_W__seg0,60.0,26,40.0,1400.0,42.893998153515206,26.43803385774857
both,3900,FW_W__seg5,120.0,26,2694.4232696497,1360.0,10.89352316759257,60.80167259882144
both,3900,FW_W__seg10,120.0,120,1569.2945392994002,1356.0,6.159212699635693,112.67455821150477
both,3900,FW_W__seg15,120.0,120,4263.717808949101,840.0,3.4602886296611546,118.02215493694385
both,4050,FW_E__seg0,60.0,74,40.0,1848.0,31.503523300761373,31.04407009069127
both,4050,FW_E__seg5,80.0,2,48.18555656496521,1860.0,14.424337124296848,61.055144166775015
both,4050,FW_E__seg10,80.0,2,2652.0273490354593,1830.0,11.859944793639073,77.17521961517632
both,4050,FW_E__seg15,120.0,24,652.704139739827,2360.0,13.370991335207634,89.33896340202371
both,4050,FW_W__seg0,60.0,26,40.0,1400.0,42.98200521739647,26.21480691236357
both,4050,FW_W__seg5,60.0,26,2694.4232696497,1312.0,18.71803105340484,54.74709967160585
both,4050,FW_W__seg10,120.0,120,1569.2945392994002,1032.0,4.485218337472732,114.82134391059391
both,4050,FW_W__seg15,120.0,120,4263.717808949101,1134.0,5.301018831583133,114.18842398855058
both,4200,FW_E__seg0,60.0,74,40.0,1740.0,32.333288513042554,27.700147452643005
both,4200,FW_E__seg5,80.0,2,48.18555656496521,1776.0,14.7176395774591,60.9929250507069
both,4200,FW_E__seg10,120.0,2,2652.0273490354593,1674.0,10.12527246834265,81.6635507578213
both,4200,FW_E__seg15,120.0,24,652.704139739827,2376.0,13.857520142318831,86.1766421687483
both,4200,FW_W__seg0,60.0,26,40.0,1320.0,41.411020461883496,24.470902833837147
both,4200,FW_W__seg5,60.0,26,2694.4232696497,648.0,28.15814078985232,45.997410193852225
both,4200,FW_W__seg10,120.0,120,1569.2945392994002,864.0,5.69120154400112,79.80854012773028
both,4200,FW_W__seg15,120.0,120,4263.717808949101,756.0,2.99683137698763,119.89404994370847
both,4350,FW_E__seg0,60.0,74,40.0,1866.0,31.714945403511553,30.613784143546436
both,4350,FW_E__seg5,80.0,2,48.18555656496521,1764.0,14.055455871685874,60.845816385222456
both,4350,FW_E__seg10,120.0,2,2652.0273490354593,1638.0,9.868172632582004,82.95353831124953
both,4350,FW_E__seg15,120.0,24,652.704139739827,2352.0,12.870977923163968,89.88035484930798
both,4350,FW_W__seg0,60.0,26,40.0,1440.0,39.751615582072134,27.062012161424853
both,4350,FW_W__seg5,60.0,26,2694.4232696497,880.0,21.973161320993402,44.79998144574371
both,4350,FW_W__seg10,120.0,120,1569.2945392994002,1074.0,8.5391456426185,61.82760078424411
both,4350,FW_W__seg15,120.0,120,4263.717808949101,774.0,3.1456979692255795,119.01131866653016
both,4500,FW_E__seg0,60.0,74,40.0,1842.0,32.154348542197496,29.863500508874665
both,4500,FW_E__seg5,80.0,2,48.18555656496521,1902.0,14.75784376098675,61.0855414753483
both,4500,FW_E__seg10,120.0,2,2652.0273490354593,1770.0,10.435335621888358,82.7234717318172
both,4500,FW_E__seg15,120.0,24,652.704139739827,2184.0,11.239819864650366,99.88376963084367
both,4500,FW_W__seg0,60.0,26,40.0,1248.0,39.75566051478893,26.8773372793403
both,4500,FW_W__seg5,60.0,26,2694.4232696497,888.0,27.594995178550864,43.19058135393104
both,4500,FW_W__seg10,120.0,120,1569.2945392994002,1008.0,8.34464505945685,61.743861010410825
both,4500,FW_W__seg15,120.0,120,4263.717808949101,858.0,3.63961772092162,118.84181391238904
both,4650,FW_E__seg0,60.0,74,40.0,1878.0,32.408685681738525,31.840688955592665
both,4650,FW_E__seg5,80.0,2,48.18555656496521,1806.0,14.202427813390875,61.228181526156014
both,4650,FW_E__seg10,120.0,2,2652.0273490354593,1842.0,10.944362175035954,81.12816430699462
both,4650,FW_E__seg15,120.0,24,652.704139739827,2344.0,11.5588739833784,99.72194173768078
both,4650,FW_W__seg0,60.0,26,40.0,1056.0,46.92753704422623,23.8781361555735
both,4650,FW_W__seg5,60.0,26,2694.4232696497,872.0,20.302688180620475,38.11421286716848
both,4650,FW_W__seg10,120.0,120,1569.2945392994002,1146.0,9.222409223942721,61.92439316573325
both,4650,FW_W__seg15,120.0,120,4263.717808949101,822.0,3.5600371323922353,117.84206192202498
both,4800,FW_E__seg0,60.0,74,40.0,1782.0,34.1936756698222,29.315420641668513
both,4800,FW_E__seg5,80.0,2,48.18555656496521,1878.0,14.921484990755976,60.83772697511301
both,4800,FW_E__seg10,120.0,2,2652.0273490354593,1644.0,9.782638908713118,82.9188126382769
both,4800,FW_E__seg15,120.0,24,652.704139739827,2376.0,11.266240444089867,104.77702144479629
both,4800,FW_W__seg0,60.0,26,40.0,944.0,53.96985061276977,21.959656936052532
both,4800,FW_W__seg5,60.0,26,2694.4232696497,1016.0,23.912428903954634,39.941617490667944
both,4800,FW_W__seg10,120.0,120,1569.2945392994002,798.0,6.654013916437465,62.28939205747004
both,4800,FW_W__seg15,120.0,120,4263.717808949101,738.0,3.0920454060529177,120.5268517978981
both,4950,FW_E__seg0,60.0,74,40.0,1824.0,31.930252978574824,30.5046022421528
both,4950,FW_E__seg5,80.0,2,48.18555656496521,1800.0,14.78534209099665,60.842093438431995
both,4950,FW_E__seg10,80.0,2,2652.0273490354593,1704.0,11.29899314224497,77.84360152455201
both,4950,FW_E__seg15,120.0,24,652.704139739827,2080.0,10.028277211323829,104.74076971848763
both,4950,FW_W__seg0,60.0,26,40.0,1120.0,46.06884040987737,22.754916692857144
both,4950,FW_W__seg5,60.0,26,2694.4232696497,1184.0,25.276399707290764,42.969521053145954
both,4950,FW_W__seg10,120.0,120,1569.2945392994002,858.0,6.7903234839463975,61.93501988299848
both,4950,FW_W__seg15,120.0,120,4263.717808949101,630.0,2.6570356709411502,118.78726750101242
both,5100,FW_E__seg0,60.0,74,40.0,1926.0,31.2695433261939,32.55339561778667
both,5100,FW_E__seg5,80.0,2,48.18555656496521,1812.0,14.86551540650565,60.91072042757831
both,5100,FW_E__seg10,120.0,2,2652.0273490354593,1692.0,10.540326882445855,81.07508670523849
both,5100,FW_E__seg15,120.0,24,652.704139739827,1952.0,10.710226556106667,93.1580343787328
both,5100,FW_W__seg0,60.0,26,40.0,1224.0,45.32171000369513,25.517685065676577
both,5100,FW_W__seg5,60.0,26,2694.4232696497,1312.0,20.433734126643966,47.57850055863389
both,5100,FW_W__seg10,120.0,120,1569.2945392994002,888.0,7.31837134011485,61.95984411714089
both,5100,FW_W__seg15,120.0,120,4263.717808949101,462.0,1.852654441646465,118.42171018541666
both,5250,FW_E__seg0,60.0,74,40.0,1914.0,31.519010680927373,33.48427866063455
both,5250,FW_E__seg5,80.0,2,48.18555656496521,1920.0,15.716892438736874,60.69829786889299
both,5250,FW_E__seg10,120.0,2,2652.0273490354593,1710.0,10.77926664197304,81.70326675734147
both,5250,FW_E__seg15,120.0,24,652.704139739827,2160.0,12.152948386286832,90.63661162319957
both,5250,FW_W__seg0,60.0,26,40.0,1040.0,46.3319555538309,22.424247921630776
both,5250,FW_W__seg5,60.0,26,2694.4232696497,1280.0,17.489888768339103,49.818307779657026
both,5250,FW_W__seg10,120.0,120,1569.2945392994002,924.0,6.95689091332175,62.1465445525767
both,5250,FW_W__seg15,120.0,120,4263.717808949101,582.0,2.5501643709495174,118.95385343901546
both,5400,FW_E__seg0,60.0,74,40.0,1980.0,31.103953399370226,34.605264456939295
both,5400,FW_E__seg5,80.0,2,48.18555656496521,1938.0,15.565062847429475,60.55727455450566
both,5400,FW_E__seg10,120.0,2,2652.0273490354593,1692.0,10.13103990291872,81.72625514290182
both,5400,FW_E__seg15,120.0,24,652.704139739827,2208.0,11.5219778729965,100.38698643930812
both,5400,FW_W__seg0,60.0,26,40.0,1072.0,46.172276475860464,22.49975344096044
both,5400,FW_W__seg5,120.0,26,2694.4232696497,1328.0,12.684821239841789,54.50394404548059
both,5400,FW_W__seg10,120.0,120,1569.2945392994002,936.0,7.421043468642274,62.23949781537858
both,5400,FW_W__seg15,120.0,120,4263.717808949101,726.0,2.953650589241837,118.63335337898542
both,5550,FW_E__seg0,60.0,74,40.0,1818.0,32.778895431623475,29.632876372235728
both,5550,FW_E__seg5,80.0,2,48.18555656496521,1938.0,15.708698051956024,60.84913298970741
both,5550,FW_E__seg10,120.0,2,2652.0273490354593,1740.0,10.552211873297477,81.96871488233192
both,5550,FW_E__seg15,120.0,24,652.704139739827,2168.0,11.139579174079065,98.68635257683444
both,5550,FW_W__seg0,60.0,26,40.0,1160.0,48.64626493652761,23.290631325983775
both,5550,FW_W__seg5,120.0,26,2694.4232696497,1392.0,12.924473345156729,56.15266617558392
both,5550,FW_W__seg10,120.0,120,1569.2945392994002,1206.0,7.3071274473977725,85.47346562876422
both,5550,FW_W__seg15,120.0,120,4263.717808949101,660.0,2.69738209759002,119.70317083906481
both,5700,FW_E__seg0,60.0,74,40.0,1872.0,31.477918007054974,31.28337919439702
both,5700,FW_E__seg5,80.0,2,48.18555656496521,1884.0,15.540475852878648,60.79647239921117
both,5700,FW_E__seg10,120.0,2,2652.0273490354593,1746.0,10.772453156000585,81.62848134188873
both,5700,FW_E__seg15,120.0,24,652.704139739827,2312.0,10.560835739952266,107.26200720118389
both,5700,FW_W__seg0,60.0,26,40.0,1136.0,48.03669017925943,24.202713363523326
both,5700,FW_W__seg5,120.0,26,2694.4232696497,1224.0,14.966963443920584,51.72305086958505
both,5700,FW_W__seg10,120.0,120,1569.2945392994002,870.0,3.7149252246421702,113.88391653672122
both,5700,FW_W__seg15,120.0,120,4263.717808949101,930.0,3.808424758419645,117.36719850687568
both,5850,FW_E__seg0,60.0,74,40.0,1878.0,33.218302078635126,32.103189633567325
both,5850,FW_E__seg5,80.0,2,48.18555656496521,1758.0,14.165069364246074,60.75864538158764
both,5850,FW_E__seg10,120.0,2,2652.0273490354593,1704.0,10.581833939465048,81.60870861548668
both,5850,FW_E__seg15,120.0,24,652.704139739827,2048.0,9.566754307146267,107.27076567802969
both,5850,FW_W__seg0,60.0,26,40.0,1128.0,47.32329435053807,22.14403197781284
both,5850,FW_W__seg5,120.0,26,2694.4232696497,1336.0,11.67667198393554,58.97891904044321
both,5850,FW_W__seg10,120.0,120,1569.2945392994002,816.0,3.3865066011006473,115.7281292683217
both,5850,FW_W__seg15,120.0,120,4263.717808949101,612.0,2.5565977694689277,118.92322589376757
both,6000,FW_E__seg0,60.0,74,40.0,1902.0,32.505182227628474,32.28063536028024
both,6000,FW_E__seg5,80.0,2,48.18555656496521,1986.0,16.0469765417834,60.69993411111281
both,6000,FW_E__seg10,120.0,2,2652.0273490354593,1584.0,9.690677077740165,82.12785260667786
both,6000,FW_E__seg15,120.0,24,652.704139739827,2080.0,10.50610221712444,101.46331266266326
both,6000,FW_W__seg0,60.0,26,40.0,1328.0,43.133361267070335,29.02662714421638
both,6000,FW_W__seg5,120.0,26,2694.4232696497,1336.0,12.652661070319951,54.58197449896542
both,6000,FW_W__seg10,120.0,120,1569.2945392994002,864.0,3.97854891454316,115.68433387240488
both,6000,FW_W__seg15,120.0,120,4263.717808949101,546.0,2.271148615370505,118.25304936220971
both,6150,FW_E__seg0,60.0,74,40.0,1902.0,31.46875236379603,31.89898647736004
both,6150,FW_E__seg5,80.0,2,48.18555656496521,1944.0,16.24511037283945,60.7652414722063
both,6150,FW_E__seg10,120.0,2,2652.0273490354593,1782.0,10.761605677179567,81.38538271546857
both,6150,FW_E__seg15,120.0,24,652.704139739827,1936.0,8.549774968507876,108.54872941416201
both,6150,FW_W__seg0,60.0,26,40.0,1152.0,46.83104175322017,25.778434643604566
both,6150,FW_W__seg5,120.0,26,2694.4232696497,1480.0,14.613087871171409,55.36767577556505
both,6150,FW_W__seg10,120.0,120,1569.2945392994002,948.0,4.16400024134716,115.2153337564564
both,6150,FW_W__seg15,120.0,120,4263.717808949101,702.0,2.9960805010889575,118.50022040425387
both,6300,FW_E__seg0,60.0,74,40.0,1914.0,31.111214438247575,31.834708895475398
both,6300,FW_E__seg5,80.0,2,48.18555656496521,1818.0,14.519870823054651,61.09010072051833
both,6300,FW_E__seg10,120.0,2,2652.0273490354593,1764.0,10.930261852395402,81.05450459386489
both,6300,FW_E__seg15,120.0,24,652.704139739827,2272.0,10.8493376893594,103.98679096606308
both,6300,FW_W__seg0,60.0,26,40.0,1288.0,42.726820735526395,25.897438026718078
both,6300,FW_W__seg5,60.0,26,2694.4232696497,1488.0,15.764715439728002,55.88675451614578
both,6300,FW_W__seg10,120.0,120,1569.2945392994002,1014.0,4.458915588239425,116.44847130917839
both,6300,FW_W__seg15,120.0,120,4263.717808949101,648.0,2.7624380374360427,117.58121730758182
both,6450,FW_E__seg0,60.0,74,40.0,1872.0,31.869036407872798,31.529287638273118
both,6450,FW_E__seg5,80.0,2,48.18555656496521,1938.0,15.180339893514574,61.076076117347284
both,6450,FW_E__seg10,120.0,2,2652.0273490354593,1764.0,10.767121951784311,80.81597064335682
both,6450,FW_E__seg15,120.0,24,652.704139739827,2064.0,10.925354412184268,99.38916225538928
both,6450,FW_W__seg0,60.0,26,40.0,1480.0,41.15589383689326,28.169524188371618
both,6450,FW_W__seg5,60.0,26,2694.4232696497,1448.0,15.263616697802304,51.48879307457974
both,6450,FW_W__seg10,120.0,120,1569.2945392994002,684.0,4.396726624602695,84.9783523744754
both,6450,FW_W__seg15,120.0,120,4263.717808949101,660.0,2.8181380215849474,118.53542377862424
both,6600,FW_E__seg0,60.0,74,40.0,2004.0,30.8339742461004,34.690731618641
both,6600,FW_E__seg5,80.0,2,48.18555656496521,1902.0,15.295185908954775,61.032402254694695
both,6600,FW_E__seg10,120.0,2,2652.0273490354593,1788.0,10.862250457648353,81.10640780109317
both,6600,FW_E__seg15,120.0,24,652.704139739827,2216.0,10.889399209083434,103.16431927635902
both,6600,FW_W__seg0,60.0,26,40.0,1120.0,44.27647089898189,22.898587185870337
both,6600,FW_W__seg5,120.0,26,2694.4232696497,1280.0,10.2567078935142,60.26256263856097
both,6600,FW_W__seg10,120.0,120,1569.2945392994002,906.0,7.282367371592224,62.517795546561025
both,6600,FW_W__seg15,120.0,120,4263.717808949101,618.0,2.71206360928065,117.82893950429163
both,6750,FW_E__seg0,60.0,74,40.0,1830.0,33.17131242816555,30.596863590282677
both,6750,FW_E__seg5,80.0,2,48.18555656496521,1932.0,15.51739485267755,61.362172524603054
both,6750,FW_E__seg10,120.0,2,2652.0273490354593,1794.0,10.828500988537995,81.20657522002026
both,6750,FW_E__seg15,120.0,24,652.704139739827,2184.0,10.202750293150332,107.65549777855682
both,6750,FW_W__seg0,60.0,26,40.0,1352.0,43.84174697940634,26.210715739418806
both,6750,FW_W__seg5,120.0,26,2694.4232696497,1480.0,12.970349150901479,57.736053949769406
both,6750,FW_W__seg10,120.0,120,1569.2945392994002,1332.0,8.714441720740195,79.70916560084726
both,6750,FW_W__seg15,120.0,120,4263.717808949101,762.0,3.316036074805427,117.89419921354978
both,6900,FW_E__seg0,60.0,74,40.0,1992.0,23.20865189783975,42.4919444939615
both,6900,FW_E__seg5,80.0,2,48.18555656496521,1848.0,15.1401071765223,60.784692919194605
both,6900,FW_E__seg10,120.0,2,2652.0273490354593,1704.0,10.447706902162604,81.07097217425459
both,6900,FW_E__seg15,120.0,24,652.704139739827,2120.0,9.416643969484964,110.99061803968813
both,6900,FW_W__seg0,60.0,26,40.0,1384.0,40.38826301759637,26.75456668188774
both,6900,FW_W__seg5,120.0,26,2694.4232696497,1240.0,11.532754943379373,56.39435201410407
both,6900,FW_W__seg10,120.0,120,1569.2945392994002,960.0,4.1594544128340445,116.5382443402652
both,6900,FW_W__seg15,120.0,120,4263.717808949101,1026.0,4.26010609419812,116.62381469836156
both,7050,FW_E__seg0,120.0,74,40.0,1398.0,12.7537533727616,52.31782463906142
both,7050,FW_E__seg5,80.0,2,48.18555656496521,2088.0,16.51721447433625,60.93245931924898
both,7050,FW_E__seg10,120.0,2,2652.0273490354593,1788.0,11.061490266393728,80.47473218514581
both,7050,FW_E__seg15,120.0,24,652.704139739827,2176.0,11.447185536173466,99.26320535392017
both,7050,FW_W__seg0,60.0,26,40.0,1464.0,39.07443686159524,27.857514402288235
both,7050,FW_W__seg5,120.0,26,2694.4232696497,1376.0,11.439028383359199,61.23844671991238
both,7050,FW_W__seg10,120.0,120,1569.2945392994002,894.0,3.8472808799247,116.4706188382612
both,7050,FW_W__seg15,120.0,120,4263.717808949101,594.0,2.3597115642404,120.06015350459913
both,7200,FW_E__seg0,120.0,74,40.0,1056.0,9.933985869821862,53.26587878597904
both,7200,FW_E__seg5,80.0,2,48.18555656496521,1962.0,13.62576655909025,70.28153487301589
both,7200,FW_E__seg10,80.0,2,2652.0273490354593,1824.0,11.100598260395822,79.7822831043324
both,7200,FW_E__seg15,120.0,24,652.704139739827,2208.0,10.628774079637205,105.36791638454949
both,7200,FW_W__seg0,60.0,26,40.0,1296.0,44.3404494425615,26.605392806102053
both,7200,FW_W__seg5,120.0,26,2694.4232696497,1384.0,14.031563009247797,52.78713313134286
both,7200,FW_W__seg10,120.0,120,1569.2945392994002,876.0,3.8790340340201546,114.13242949270158
both,7200,FW_W__seg15,120.0,120,4263.717808949101,702.0,2.906768278330555,118.13578881644251
both,7350,FW_E__seg0,120.0,74,40.0,1242.0,11.926580564240501,52.046865667048245
both,7350,FW_E__seg5,120.0,2,48.18555656496521,1188.0,5.578015295540992,108.02876923279793
both,7350,FW_E__seg10,120.0,2,2652.0273490354593,1794.0,10.88668820909002,80.85583565814669
both,7350,FW_E__seg15,120.0,24,652.704139739827,1832.0,9.37146928869224,93.84883720686007
both,7350,FW_W__seg0,60.0,26,40.0,1280.0,46.12802992939687,25.527683328509532
both,7350,FW_W__seg5,120.0,26,2694.4232696497,1424.0,11.653417049565476,60.21715593053789
both,7350,FW_W__seg10,120.0,120,1569.2945392994002,924.0,3.8618109432749845,115.92340974119057
both,7350,FW_W__seg15,120.0,120,4263.717808949101,732.0,3.1039060188659526,118.10896883388844
both,7500,FW_E__seg0,120.0,74,40.0,1230.0,12.0419895160797,52.230554685332194
both,7500,FW_E__seg5,120.0,2,48.18555656496521,1206.0,5.211267777885515,113.96249640716921
both,7500,FW_E__seg10,120.0,2,2652.0273490354593,1440.0,7.6282914730165645,93.14404624145679
both,7500,FW_E__seg15,120.0,24,652.704139739827,2432.0,13.044858940712134,94.55343092100661
both,7500,FW_W__seg0,60.0,26,40.0,1264.0,42.689144747302805,22.9057616937419
both,7500,FW_W__seg5,120.0,26,2694.4232696497,1280.0,9.89200087905252,60.8600897371694
both,7500,FW_W__seg10,120.0,120,1569.2945392994002,1062.0,4.639882553512898,113.20055856629179
both,7500,FW_W__seg15,120.0,120,4263.717808949101,708.0,2.9344477023407327,117.47120301066806
both,7650,FW_E__seg0,120.0,74,40.0,1398.0,12.623050847647448,53.12379028113419
both,7650,FW_E__seg5,120.0,2,48.18555656496521,1272.0,5.651217756573645,112.84370090613271
both,7650,FW_E__seg10,120.0,2,2652.0273490354593,1362.0,7.99165189963595,91.30814406139464
both,7650,FW_E__seg15,120.0,24,652.704139739827,1736.0,7.683610110106456,113.06777083339114
both,7650,FW_W__seg0,60.0,26,40.0,1472.0,41.20255994114013,27.7434988294569
both,7650,FW_W__seg5,120.0,26,2694.4232696497,1336.0,13.79243146207454,55.441439872883734
both,7650,FW_W__seg10,120.0,120,1569.2945392994002,840.0,3.5247645716333347,116.67450974363466
both,7650,FW_W__seg15,120.0,120,4263.717808949101,678.0,2.8861493111471974,118.05062416236704
both,7800,FW_E__seg0,120.0,74,40.0,1278.0,11.997199144370201,52.6657967850794
both,7800,FW_E__seg5,120.0,2,48.18555656496521,1326.0,5.725234896703795,111.7340508808733
both,7800,FW_E__seg10,120.0,2,2652.0273490354593,1398.0,7.608906254625141,96.07922139885243
both,7800,FW_E__seg15,120.0,24,652.704139739827,1576.0,7.231096141936163,111.76965260745631
both,7800,FW_W__seg0,60.0,26,40.0,1360.0,42.7838447644129,26.452514820597923
both,7800,FW_W__seg5,120.0,26,2694.4232696497,1472.0,13.102382232910534,58.87425543654144
both,7800,FW_W__seg10,120.0,120,1569.2945392994002,954.0,4.448959524330445,114.63453968826119
both,7800,FW_W__seg15,120.0,120,4263.717808949101,678.0,2.730340004416295,119.83903071007161
both,7950,FW_E__seg0,120.0,74,40.0,1176.0,10.51658943711285,53.39427411397228
both,7950,FW_E__seg5,120.0,2,48.18555656496521,1338.0,5.893537065999895,111.25721771883873
both,7950,FW_E__seg10,120.0,2,2652.0273490354593,1350.0,6.455987365420043,102.90859731557147
both,7950,FW_E__seg15,120.0,24,652.704139739827,1632.0,6.708624076380356,115.12807825852275
both,7950,FW_W__seg0,60.0,26,40.0,1408.0,44.09221299693397,27.309164778986812
both,7950,FW_W__seg5,120.0,26,2694.4232696497,1216.0,12.016789697750843,58.280328430562065
both,7950,FW_W__seg10,120.0,120,1569.2945392994002,864.0,3.7172210400315846,117.48413818560536
both,7950,FW_W__seg15,120.0,120,4263.717808949101,720.0,3.06703050461668,119.35104862188223
both,8100,FW_E__seg0,120.0,74,40.0,1308.0,12.21224735518405,52.73673264089782
both,8100,FW_E__seg5,120.0,2,48.18555656496521,1206.0,5.289367995453524,112.57014103428077
both,8100,FW_E__seg10,120.0,2,2652.0273490354593,1386.0,7.174483607048776,98.3851782388309
both,8100,FW_E__seg15,120.0,24,652.704139739827,1584.0,7.053505876093314,111.78048790170917
both,8100,FW_W__seg0,60.0,26,40.0,1344.0,44.55440696663333,27.605095505131604
both,8100,FW_W__seg5,120.0,26,2694.4232696497,1280.0,9.940101617600094,61.627262457044004
both,8100,FW_W__seg10,120.0,120,1569.2945392994002,918.0,3.9170776752406677,116.40753416195913
both,8100,FW_W__seg15,120.0,120,4263.717808949101,672.0,2.8773368274052724,118.22246646411448
both,8250,FW_E__seg0,120.0,74,40.0,1068.0,10.550545343338683,52.495872758419466
both,8250,FW_E__seg5,120.0,2,48.18555656496521,1188.0,5.074445418894418,114.72152002758709
both,8250,FW_E__seg10,120.0,2,2652.0273490354593,1272.0,6.342084992392727,102.33464574397401
both,8250,FW_E__seg15,120.0,24,652.704139739827,1704.0,7.676907329310294,110.05364921943338
both,8250,FW_W__seg0,60.0,26,40.0,1304.0,43.83701619427084,24.59135089622212
both,8250,FW_W__seg5,120.0,26,2694.4232696497,1336.0,11.183714207464257,60.70214257444989
both,8250,FW_W__seg10,120.0,120,1569.2945392994002,924.0,4.20479880636997,114.7656171420075
both,8250,FW_W__seg15,120.0,120,4263.717808949101,582.0,2.37789909300963,120.44226357033138
both,8400,FW_E__seg0,120.0,74,40.0,1224.0,11.653595938308726,52.375061604024744
both,8400,FW_E__seg5,120.0,2,48.18555656496521,1170.0,5.510939313481155,110.28581228261957
both,8400,FW_E__seg10,120.0,2,2652.0273490354593,1116.0,4.788419140947556,113.03871311334765
both,8400,FW_E__seg15,120.0,24,652.704139739827,1680.0,7.648332672393463,109.67680413327844
both,8400,FW_W__seg0,60.0,26,40.0,1224.0,42.60089083758107,24.035704925642705
both,8400,FW_W__seg5,120.0,26,2694.4232696497,1312.0,10.448584379351084,61.384376293336736
both,8400,FW_W__seg10,120.0,120,1569.2945392994002,888.0,4.050124769469584,113.53785860851592
both,8400,FW_W__seg15,120.0,120,4263.717808949101,702.0,3.0797355374061426,116.03463619170098
both,8550,FW_E__seg0,120.0,74,40.0,1344.0,13.825475006507599,51.213646851425146
both,8550,FW_E__seg5,120.0,2,48.18555656496521,1248.0,5.362689460124972,113.82303722954097
both,8550,FW_E__seg10,120.0,2,2652.0273490354593,1212.0,5.46110272835488,111.95028632337055
both,8550,FW_E__seg15,120.0,24,652.704139739827,1408.0,5.997871704798037,116.51446828523314
both,8550,FW_W__seg0,60.0,26,40.0,1320.0,43.12123537538023,24.49415058874153
both,8550,FW_W__seg5,120.0,26,2694.4232696497,1312.0,12.217066539882888,57.920114468333786
both,8550,FW_W__seg10,120.0,120,1569.2945392994002,834.0,3.5372202812500224,116.03623282291656
both,8550,FW_W__seg15,120.0,120,4263.717808949101,606.0,2.6623200231611523,118.98110998495726
both,8700,FW_E__seg0,120.0,74,40.0,1158.0,11.172350842445,52.036036418227745
both,8700,FW_E__seg5,120.0,2,48.18555656496521,1218.0,5.585952462586127,113.43849804591716
both,8700,FW_E__seg10,120.0,2,2652.0273490354593,1290.0,6.298243109527749,105.33069501182504
both,8700,FW_E__seg15,120.0,24,652.704139739827,1632.0,6.785018977951887,115.60793185119216
