sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,3000.000000,600.000000,10.000000,10.000000,120.000000,7,0,1,0,6,0,54.644834,55.611930,0
15,3000.000000,600.000000,10.000000,10.000000,120.000000,83,0,4,0,79,0,53.519394,93.051274,0
30,3000.000000,600.000000,10.000000,10.000000,120.000000,167,0,11,0,155,1,52.327494,92.066680,0
45,3000.000000,600.000000,10.000000,10.000000,120.000000,262,13,14,2,222,11,43.768337,111.027703,31
60,3000.000000,600.000000,10.000000,10.000000,120.000000,373,35,13,2,302,21,39.790037,120.866763,49
75,3000.000000,600.000000,10.000000,10.000000,120.000000,473,72,15,0,369,17,33.843721,112.132317,91
90,3000.000000,600.000000,10.000000,10.000000,120.000000,566,107,18,4,416,21,28.811647,113.546422,160
105,3000.000000,600.000000,10.000000,10.000000,120.000000,647,112,22,6,466,41,26.660386,109.868734,204
120,3000.000000,600.000000,10.000000,10.000000,120.000000,722,156,18,11,497,40,28.349554,110.251547,220
135,3000.000000,600.000000,10.000000,10.000000,120.000000,791,204,21,12,518,36,28.640566,111.576161,258
150,3000.000000,600.000000,10.000000,10.000000,120.000000,840,237,20,7,535,41,25.105187,103.815731,293
165,3000.000000,600.000000,10.000000,10.000000,120.000000,906,227,26,10,599,44,24.242499,97.675095,348
180,3000.000000,600.000000,10.000000,10.000000,120.000000,977,240,23,5,661,48,21.859958,108.992903,454
195,3000.000000,600.000000,10.000000,10.000000,120.000000,1025,276,32,2,694,21,18.120759,102.732036,568
210,3000.000000,600.000000,10.000000,10.000000,120.000000,1017,247,25,11,673,61,21.100644,112.639058,460
225,3000.000000,600.000000,10.000000,10.000000,120.000000,1011,249,26,13,664,59,25.357864,108.033723,403
240,3000.000000,600.000000,10.000000,10.000000,120.000000,1047,267,28,11,688,53,26.082545,111.250528,400
255,3000.000000,600.000000,10.000000,10.000000,120.000000,1065,270,28,5,695,67,22.057780,112.098562,444
270,3000.000000,600.000000,10.000000,10.000000,120.000000,1068,272,32,10,711,43,20.648527,97.035801,501
285,3000.000000,600.000000,10.000000,10.000000,120.000000,1099,289,33,4,742,31,18.898241,99.439444,591
300,3000.000000,600.000000,10.000000,10.000000,120.000000,1099,285,26,3,731,54,16.167721,100.040587,602
315,3000.000000,600.000000,10.000000,10.000000,120.000000,1085,286,30,16,700,53,20.874667,104.548077,511
330,3000.000000,600.000000,10.000000,10.000000,120.000000,1099,307,33,21,692,46,24.741490,104.005162,467
345,3000.000000,600.000000,10.000000,10.000000,120.000000,1114,332,30,19,696,37,22.197628,109.961278,462
360,3000.000000,600.000000,10.000000,10.000000,120.000000,1126,327,34,8,700,57,22.050076,106.275495,504
375,3000.000000,600.000000,10.000000,10.000000,120.000000,1163,333,42,5,738,45,19.625052,109.014980,591
390,3000.000000,600.000000,10.000000,10.000000,120.000000,1179,349,41,3,755,31,17.009033,103.786714,694
405,3000.000000,600.000000,10.000000,10.000000,120.000000,1153,320,45,12,716,60,19.197947,103.727837,584
420,3000.000000,600.000000,10.000000,10.000000,120.000000,1132,315,34,19,706,58,22.759382,110.506356,524
435,3000.000000,600.000000,10.000000,10.000000,120.000000,1151,327,37,21,708,58,24.889954,105.733716,485
450,3000.000000,600.000000,10.000000,10.000000,120.000000,1153,327,30,9,707,80,21.945468,110.425585,488
465,3000.000000,600.000000,10.000000,10.000000,120.000000,1176,328,34,12,739,63,20.272506,100.898865,560
480,3000.000000,600.000000,10.000000,10.000000,120.000000,1200,341,43,5,759,52,18.615460,98.266836,642
495,3000.000000,600.000000,10.000000,10.000000,120.000000,1195,350,36,5,749,55,15.725769,107.555910,674
510,3000.000000,600.000000,10.000000,10.000000,120.000000,1164,346,37,19,709,53,18.973603,105.107021,581
525,3000.000000,600.000000,10.000000,10.000000,120.000000,1165,361,38,30,684,52,22.958782,98.151464,523
540,3000.000000,600.000000,10.000000,10.000000,120.000000,1177,383,34,29,687,44,22.048790,111.060688,488
555,3000.000000,600.000000,10.000000,10.000000,120.000000,1203,376,38,16,704,69,20.639083,101.893044,546
570,3000.000000,600.000000,10.000000,10.000000,120.000000,1224,380,45,13,722,64,19.083178,98.932117,628
585,3000.000000,600.000000,10.000000,10.000000,120.000000,1240,406,45,3,740,46,17.033190,104.502544,711
600,3000.000000,600.000000,10.000000,10.000000,120.000000,1226,386,52,13,710,65,18.695151,103.615793,649
615,3000.000000,600.000000,10.000000,10.000000,120.000000,1196,379,43,28,686,60,22.205143,100.339726,556
630,3000.000000,600.000000,10.000000,10.000000,120.000000,1201,382,34,28,697,60,23.586373,105.926832,537
645,3000.000000,600.000000,10.000000,10.000000,120.000000,1220,387,32,8,715,78,20.224129,111.416757,567
660,3000.000000,600.000000,10.000000,10.000000,120.000000,1233,388,33,9,741,62,18.533450,99.547116,655
675,3000.000000,600.000000,10.000000,10.000000,120.000000,1241,395,39,1,756,50,16.361715,102.158636,710
690,3000.000000,600.000000,10.000000,10.000000,120.000000,1237,409,47,4,741,36,14.552338,98.091788,729
705,3000.000000,600.000000,10.000000,10.000000,120.000000,1231,386,45,21,725,54,18.943967,104.478194,644
720,3000.000000,600.000000,10.000000,10.000000,120.000000,1233,392,39,25,725,52,21.291707,108.415176,619
735,3000.000000,600.000000,10.000000,10.000000,120.000000,1236,403,31,20,731,51,19.670898,115.450058,611
750,3000.000000,600.000000,10.000000,10.000000,120.000000,1242,388,32,5,749,68,19.680184,104.860847,593
765,3000.000000,600.000000,10.000000,10.000000,120.000000,1243,390,41,7,756,49,18.234520,102.450378,664
780,3000.000000,600.000000,10.000000,10.000000,120.000000,1242,412,40,8,745,37,15.512664,104.361514,745
795,3000.000000,600.000000,10.000000,10.000000,120.000000,1225,397,43,11,725,49,15.379786,102.486622,678
810,3000.000000,600.000000,10.000000,10.000000,120.000000,1213,395,31,25,712,50,18.140234,106.783634,625
825,3000.000000,600.000000,10.000000,10.000000,120.000000,1209,381,23,23,716,66,20.916139,105.559724,563
840,3000.000000,600.000000,10.000000,10.000000,120.000000,1220,371,17,10,730,92,18.467554,107.541993,598
