sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,4,0,55.123474
15,15.000000,0,0.000000,0,37,0,56.993973
30,15.000000,2,480.000000,0,72,0,57.542647
45,15.000000,18,4320.000000,8,87,2,49.606673
60,15.000000,17,4080.000000,18,103,2,42.554660
75,15.000000,37,8880.000000,35,112,0,48.079528
90,15.000000,35,8400.000000,64,117,3,47.848363
105,15.000000,33,7920.000000,82,137,2,45.921535
120,15.000000,23,5520.000000,89,162,8,37.304932
135,15.000000,73,17520.000000,93,159,7,46.975770
150,15.000000,58,13920.000000,131,165,12,48.497269
165,15.000000,27,6480.000000,155,175,11,44.112121
180,15.000000,30,7200.000000,153,184,10,38.848685
195,15.000000,62,14880.000000,157,209,5,42.219864
210,15.000000,35,8400.000000,180,217,5,39.509886
225,15.000000,33,7920.000000,197,225,1,35.927339
240,15.000000,38,9120.000000,219,212,2,28.706662
255,15.000000,66,15840.000000,201,209,8,33.507697
270,15.000000,116,27840.000000,203,214,19,43.384030
285,15.000000,74,17760.000000,230,223,15,43.983525
300,15.000000,19,4560.000000,234,216,13,37.156136
315,15.000000,23,5520.000000,231,204,4,37.306807
330,15.000000,50,12000.000000,236,212,8,37.737732
345,15.000000,57,13680.000000,253,211,5,37.111493
360,15.000000,46,11040.000000,260,206,7,32.032869
375,15.000000,54,12960.000000,243,193,5,32.232614
390,15.000000,53,12720.000000,263,186,18,42.087805
405,15.000000,46,11040.000000,261,213,19,44.937713
420,15.000000,41,9840.000000,236,229,16,42.500019
435,15.000000,47,11280.000000,234,227,4,40.822158
450,15.000000,30,7200.000000,243,228,9,42.352756
465,15.000000,37,8880.000000,262,231,2,36.476242
480,15.000000,20,4800.000000,274,225,4,30.488507
495,15.000000,19,4560.000000,254,186,5,26.183876
510,15.000000,81,19440.000000,270,193,17,37.378430
525,15.000000,74,17760.000000,278,216,18,42.628065
540,15.000000,24,5760.000000,252,224,24,40.242601
555,15.000000,39,9360.000000,241,222,13,38.823370
570,15.000000,38,9120.000000,262,216,8,41.277620
585,15.000000,44,10560.000000,276,220,5,38.163815
600,15.000000,39,9360.000000,292,211,4,32.664925
615,15.000000,36,8640.000000,292,202,8,28.187083
630,15.000000,62,14880.000000,283,189,27,38.832603
645,15.000000,57,13680.000000,285,206,32,41.815828
660,15.000000,37,8880.000000,281,196,33,38.878052
675,15.000000,27,6480.000000,267,200,15,34.983110
690,15.000000,40,9600.000000,265,203,10,40.103440
705,15.000000,32,7680.000000,279,220,6,36.996375
720,15.000000,28,6720.000000,274,227,5,32.994062
735,15.000000,24,5760.000000,287,207,4,27.121787
750,15.000000,57,13680.000000,269,209,19,36.685583
765,15.000000,48,11520.000000,273,219,19,41.685691
780,15.000000,30,7200.000000,275,234,18,40.580648
795,15.000000,17,4080.000000,275,240,14,36.642563
810,15.000000,45,10800.000000,263,232,7,38.748268
825,15.000000,51,12240.000000,286,227,5,33.768820
840,15.000000,37,8880.000000,295,238,3,28.629178
855,15.000000,49,11760.000000,300,252,9,20.804029
870,15.000000,72,17280.000000,267,231,16,30.653304
885,15.000000,108,25920.000000,280,240,23,39.185048
900,15.000000,51,12240.000000,283,236,17,38.366603
