time_s,vehicle,connector,kind,other_link,lane,position_m,speed_kmh,residence_s,lower_time_s,upper_time_s
5205.1,40328,10681,arrival,,2,14.82,26.73,,5200.1,5205.1
5205.1,38823,10681,departure,2,1,430.07,21.33,70.0,5200.1,5205.1
5205.1,43463,10682,departure,121,1,132.42,87.62,10.0,5200.1,5205.1
5205.1,43464,10682,arrival,,1,3.11,27.9,,5200.1,5205.1
5205.1,43995,10482,departure,120,2,459.97,74.06,40.0,5200.1,5205.1
5205.1,32243,10484,arrival,,1,17.39,40.26,,5200.1,5205.1
5205.1,43507,10682,arrival,,1,56.83,68.47,,5200.1,5205.1
5210.1,42504,10479,departure,125,1,236.13,90.69,10.0,5205.1,5210.1
5210.1,43037,10481,arrival,,1,13.55,129.19,,5205.1,5210.1
5210.1,43565,10682,arrival,,1,20.87,47.93,,5205.1,5210.1
5210.1,35888,10681,arrival,,2,29.32,15.85,,5205.1,5210.1
5210.1,43056,10643,arrival,,2,14.26,37.22,,5205.1,5210.1
5210.1,43576,10682,arrival,,1,1.89,40.86,,5205.1,5210.1
5210.1,43577,10639,departure,2,1,402.89,33.59,35.0,5205.1,5210.1
5210.1,39504,10643,departure,10641,2,318.31,0.0,550.0,5205.1,5210.1
5210.1,42072,10638,arrival,,1,68.23,119.65,,5205.1,5210.1
5210.1,43101,10491,departure,127,1,212.51,81.18,10.0,5205.1,5210.1
5210.1,43124,10491,arrival,,1,50.2,98.5,,5205.1,5210.1
5210.1,44182,10490,arrival,,1,6.4,41.73,,5205.1,5210.1
5210.1,43690,10490,departure,119,1,360.32,46.78,40.0,5205.1,5210.1
5210.1,43698,10643,arrival,,1,54.03,74.98,,5205.1,5210.1
5210.1,29923,10484,arrival,,1,53.56,39.97,,5205.1,5210.1
5210.1,40699,10483,departure,124,1,263.84,101.41,10.0,5205.1,5210.1
5210.1,43785,10644,arrival,,1,23.97,36.24,,5205.1,5210.1
5210.1,41238,10491,arrival,,1,81.92,96.69,,5205.1,5210.1
5210.1,43801,10490,departure,119,1,338.0,46.01,40.0,5205.1,5210.1
5210.1,40770,10483,arrival,,1,88.44,106.49,,5205.1,5210.1
5210.1,44363,10482,arrival,,1,5.45,42.25,,5205.1,5210.1
5210.1,40780,10483,arrival,,1,29.48,108.4,,5205.1,5210.1
5210.1,36687,10681,departure,2,1,436.72,11.91,75.0,5205.1,5210.1
5210.1,31076,10681,arrival,,2,4.43,23.81,,5205.1,5210.1
5210.1,40806,10483,arrival,,1,57.63,105.38,,5205.1,5210.1
5210.1,43429,10682,departure,121,1,154.39,73.73,10.0,5205.1,5210.1
5210.1,43442,10682,departure,121,1,199.9,77.16,15.0,5205.1,5210.1
5210.1,34760,10681,arrival,,2,14.75,28.91,,5205.1,5210.1
5210.1,41961,10645,departure,123,1,283.72,125.91,10.0,5205.1,5210.1
5210.1,38383,10681,departure,2,2,432.35,4.99,220.0,5205.1,5210.1
5215.1,43018,10479,departure,125,1,200.64,76.71,10.0,5210.1,5215.1
5215.1,43537,10644,departure,120,1,943.0,83.29,80.0,5210.1,5215.1
5215.1,42014,10638,arrival,,2,42.42,122.47,,5210.1,5215.1
5215.1,42531,10491,arrival,,1,65.75,103.02,,5210.1,5215.1
5215.1,44072,10482,departure,120,2,514.11,74.59,45.0,5210.1,5215.1
5215.1,43054,10643,arrival,,2,1.0,20.88,,5210.1,5215.1
5215.1,44082,10482,departure,120,1,437.97,68.31,40.0,5210.1,5215.1
5215.1,42544,10479,arrival,,1,17.81,92.95,,5210.1,5215.1
5215.1,44087,10482,departure,120,1,500.08,85.2,40.0,5210.1,5215.1
5215.1,33854,10681,arrival,,2,16.52,9.6,,5210.1,5215.1
5215.1,44097,10482,departure,120,2,474.04,80.95,40.0,5210.1,5215.1
5215.1,43592,10638,departure,70,1,255.31,119.23,10.0,5210.1,5215.1
5215.1,43601,10682,arrival,,1,48.1,60.82,,5210.1,5215.1
5215.1,39545,10643,departure,10641,2,317.09,11.16,555.0,5210.1,5215.1
5215.1,43675,10645,arrival,,1,86.98,114.51,,5210.1,5215.1
5215.1,33447,10483,arrival,,1,122.3,111.41,,5210.1,5215.1
5215.1,35497,10681,arrival,,1,8.76,26.24,,5210.1,5215.1
5215.1,39615,10681,arrival,,1,26.93,23.74,,5210.1,5215.1
5215.1,40640,10491,departure,129,1,145.14,88.67,10.0,5210.1,5215.1
5215.1,39667,10681,arrival,,2,4.23,14.7,,5210.1,5215.1
5215.1,40739,10479,departure,125,1,233.23,70.91,10.0,5210.1,5215.1
5215.1,44361,10482,arrival,,2,45.63,40.96,,5210.1,5215.1
5215.1,44392,10482,arrival,,2,27.37,39.38,,5210.1,5215.1
5215.1,42360,10479,arrival,,1,108.22,85.35,,5210.1,5215.1
5215.1,40831,10483,arrival,,1,145.62,102.79,,5210.1,5215.1
5215.1,43955,10644,arrival,,1,24.13,40.79,,5210.1,5215.1
5215.1,43450,10682,departure,121,1,225.95,68.08,15.0,5210.1,5215.1
5215.1,43962,10490,departure,119,1,365.12,67.26,30.0,5210.1,5215.1
5215.1,40919,10483,arrival,,1,70.14,112.59,,5210.1,5215.1
5215.1,43480,10682,departure,121,1,189.37,70.74,15.0,5210.1,5215.1
5215.1,44005,10490,departure,119,1,339.9,73.02,30.0,5210.1,5215.1
5215.1,43507,10682,departure,121,1,159.58,74.41,10.0,5210.1,5215.1
5220.1,34818,10681,arrival,,1,23.91,17.65,,5215.1,5220.1
5220.1,42034,10645,arrival,,1,49.2,107.0,,5215.1,5220.1
5220.1,42545,10479,arrival,,1,113.25,85.38,,5215.1,5220.1
5220.1,43586,10682,departure,121,1,213.52,75.92,15.0,5215.1,5220.1
5220.1,44110,10482,departure,120,1,459.48,73.42,40.0,5215.1,5220.1
5220.1,42072,10638,departure,70,1,235.6,120.31,10.0,5215.1,5220.1
5220.1,36959,10681,departure,2,2,437.04,21.71,230.0,5215.1,5220.1
5220.1,43615,10643,departure,71,1,313.3,53.01,15.0,5215.1,5220.1
5220.1,44127,10482,departure,120,2,510.54,88.41,40.0,5215.1,5220.1
5220.1,43628,10682,arrival,,1,78.56,74.53,,5215.1,5220.1
5220.1,43124,10491,departure,129,1,178.87,84.37,10.0,5215.1,5220.1
5220.1,43647,10682,arrival,,1,16.08,63.56,,5215.1,5220.1
5220.1,43653,10639,departure,2,1,343.12,54.14,30.0,5215.1,5220.1
5220.1,44179,10482,departure,120,1,433.68,64.64,35.0,5215.1,5220.1
5220.1,44200,10490,arrival,,1,46.93,40.09,,5215.1,5220.1
5220.1,44215,10490,arrival,,1,31.53,39.16,,5215.1,5220.1
5220.1,40156,10681,departure,2,2,426.46,11.07,220.0,5215.1,5220.1
5220.1,34023,10681,departure,2,2,419.08,2.38,200.0,5215.1,5220.1
5220.1,32491,10681,arrival,,2,9.55,3.23,,5215.1,5220.1
5220.1,41238,10491,departure,127,1,205.94,78.7,10.0,5215.1,5220.1
5220.1,42797,10491,arrival,,1,133.45,99.33,,5215.1,5220.1
5220.1,43326,10479,arrival,,1,18.5,93.63,,5215.1,5220.1
5220.1,40770,10483,departure,124,1,230.4,95.9,10.0,5215.1,5220.1
5220.1,40806,10483,departure,124,1,197.13,94.48,10.0,5215.1,5220.1
5220.1,43879,10480,arrival,,1,33.37,43.8,,5215.1,5220.1
5220.1,43901,10482,departure,120,2,462.18,46.87,50.0,5215.1,5220.1
5220.1,43464,10682,departure,121,1,160.15,81.41,15.0,5215.1,5220.1
5220.1,36832,10484,arrival,,1,10.29,31.25,,5215.1,5220.1
5220.1,44019,10644,arrival,,1,15.76,41.62,,5215.1,5220.1
5220.1,44031,10490,departure,119,1,289.48,48.8,30.0,5215.1,5220.1
5225.1,44035,10490,departure,119,1,359.44,77.22,30.0,5220.1,5225.1
5225.1,44043,10490,departure,119,1,314.38,58.72,30.0,5220.1,5225.1
5225.1,37393,10484,arrival,,1,12.54,40.28,,5220.1,5225.1
5225.1,42014,10638,departure,70,2,212.93,121.33,10.0,5220.1,5225.1
5225.1,44066,10482,departure,120,2,477.24,54.42,50.0,5220.1,5225.1
5225.1,42531,10491,departure,127,1,199.1,84.35,10.0,5220.1,5225.1
5225.1,43565,10682,departure,123,1,221.66,86.21,15.0,5220.1,5225.1
5225.1,34863,10480,arrival,,1,7.27,60.84,,5220.1,5225.1
5225.1,40497,10645,arrival,,1,102.81,114.14,,5220.1,5225.1
5225.1,43576,10682,departure,121,1,177.5,83.53,15.0,5220.1,5225.1
5225.1,43601,10682,departure,121,1,152.52,83.76,10.0,5220.1,5225.1
5225.1,42606,10681,arrival,,2,5.44,1.98,,5220.1,5225.1
5225.1,44160,10482,departure,120,1,504.81,84.83,45.0,5220.1,5225.1
5225.1,42113,10645,arrival,,1,70.05,117.33,,5220.1,5225.1
5225.1,44169,10482,departure,120,1,480.55,76.57,40.0,5220.1,5225.1
5225.1,44184,10482,departure,120,2,449.83,62.97,40.0,5220.1,5225.1
5225.1,41113,10645,arrival,,1,136.01,112.61,,5220.1,5225.1
5225.1,43675,10645,departure,123,1,246.98,114.79,10.0,5220.1,5225.1
5225.1,43682,10643,departure,10641,1,300.92,33.88,20.0,5220.1,5225.1
5225.1,33447,10483,departure,124,1,262.15,87.28,10.0,5220.1,5225.1
5225.1,43692,10682,arrival,,1,49.28,89.82,,5220.1,5225.1
5225.1,43698,10643,departure,10641,1,256.01,62.17,15.0,5220.1,5225.1
5225.1,40121,10643,departure,10641,2,318.36,0.0,535.0,5220.1,5225.1
5225.1,40668,10645,arrival,,1,34.49,120.92,,5220.1,5225.1
5225.1,43752,10682,arrival,,1,25.35,81.59,,5220.1,5225.1
5225.1,34034,10681,departure,2,2,426.32,16.86,200.0,5220.1,5225.1
5225.1,44277,10490,arrival,,1,12.33,41.0,,5220.1,5225.1
5225.1,43791,10643,arrival,,1,76.95,87.71,,5220.1,5225.1
5225.1,42797,10491,departure,129,1,133.45,99.33,5.0,5220.1,5225.1
5225.1,43831,10643,arrival,,1,43.47,94.02,,5220.1,5225.1
5225.1,40780,10483,departure,124,1,301.18,79.4,15.0,5220.1,5225.1
5225.1,42360,10479,departure,125,1,214.78,67.49,10.0,5220.1,5225.1
5225.1,40831,10483,departure,124,1,278.33,83.04,10.0,5220.1,5225.1
5225.1,40919,10483,departure,124,1,224.01,106.78,10.0,5220.1,5225.1
5225.1,44000,10482,departure,120,2,509.48,49.07,55.0,5220.1,5225.1
5225.1,44024,10482,departure,120,2,493.6,51.5,50.0,5220.1,5225.1
5230.1,35845,10681,arrival,,2,1.97,0.96,,5225.1,5230.1
5230.1,37913,10484,arrival,,1,49.45,40.52,,5225.1,5230.1
5230.1,42544,10479,departure,125,1,249.34,72.14,15.0,5225.1,5230.1
5230.1,42545,10479,departure,125,1,224.54,75.37,10.0,5225.1,5230.1
5230.1,29242,10681,arrival,,1,16.15,13.84,,5225.1,5230.1
5230.1,43628,10682,departure,121,1,197.43,95.64,10.0,5225.1,5230.1
5230.1,43647,10682,departure,121,1,126.4,93.39,10.0,5225.1,5230.1
5230.1,43704,10638,arrival,,2,155.73,117.63,,5225.1,5230.1
5230.1,43709,10682,arrival,,1,64.56,100.08,,5225.1,5230.1
5230.1,43718,10682,arrival,,1,34.45,97.34,,5225.1,5230.1
5230.1,43773,10638,arrival,,2,59.34,136.86,,5225.1,5230.1
5230.1,44287,10490,arrival,,1,51.94,42.86,,5225.1,5230.1
5230.1,43277,10484,departure,24,1,476.76,60.31,55.0,5225.1,5230.1
5230.1,43794,10682,arrival,,1,8.4,100.05,,5225.1,5230.1
5230.1,34101,10681,departure,2,2,437.42,17.63,205.0,5225.1,5230.1
5230.1,36150,10646,arrival,,1,22.01,110.32,,5225.1,5230.1
5230.1,35131,10646,departure,10638,1,367.18,68.22,30.0,5225.1,5230.1
5230.1,35131,10638,arrival,,1,21.58,92.65,,5225.1,5230.1
5230.1,43326,10479,departure,125,1,149.19,92.02,10.0,5225.1,5230.1
5230.1,35142,10480,arrival,,1,77.19,69.09,,5225.1,5230.1
5230.1,42346,10645,arrival,,1,65.47,112.64,,5225.1,5230.1
5230.1,41946,10479,arrival,,1,85.41,65.68,,5225.1,5230.1
5235.1,42518,10638,arrival,,2,62.31,119.85,,5230.1,5235.1
5235.1,43557,10484,departure,24,1,536.67,67.2,45.0,5230.1,5235.1
5235.1,40497,10645,departure,123,1,261.07,113.62,10.0,5230.1,5235.1
5235.1,42034,10645,departure,123,1,342.73,107.55,15.0,5230.1,5235.1
5235.1,44600,10484,arrival,,1,2.82,38.29,,5230.1,5235.1
5235.1,43127,10643,arrival,,2,24.25,44.22,,5230.1,5235.1
5235.1,44155,10490,departure,119,1,293.75,52.54,30.0,5230.1,5235.1
5235.1,42113,10645,departure,123,1,231.9,115.61,10.0,5230.1,5235.1
5235.1,41104,10484,arrival,,1,38.78,41.86,,5230.1,5235.1
5235.1,42641,10646,arrival,,1,29.58,70.41,,5230.1,5235.1
5235.1,41113,10645,departure,123,1,291.05,110.9,10.0,5230.1,5235.1
5235.1,43692,10682,departure,121,1,186.1,99.34,10.0,5230.1,5235.1
5235.1,43704,10638,departure,70,2,155.73,117.63,5.0,5230.1,5235.1
5235.1,44235,10482,departure,120,2,528.67,88.84,45.0,5230.1,5235.1
5235.1,43752,10682,departure,121,1,152.63,97.25,10.0,5230.1,5235.1
5235.1,40716,10479,arrival,,1,68.12,82.86,,5230.1,5235.1
5235.1,41249,10479,arrival,,1,39.25,73.73,,5230.1,5235.1
5235.1,43814,10682,arrival,,1,121.14,87.12,,5230.1,5235.1
5235.1,42827,10479,arrival,,1,15.05,67.71,,5230.1,5235.1
5235.1,35677,10681,arrival,,1,24.08,18.38,,5230.1,5235.1
5235.1,43871,10682,arrival,,1,95.23,93.28,,5230.1,5235.1
5235.1,44384,10482,arrival,,2,15.47,33.74,,5230.1,5235.1
5235.1,34149,10681,departure,2,2,434.83,3.33,205.0,5230.1,5235.1
5235.1,43894,10682,arrival,,1,68.73,95.28,,5230.1,5235.1
5235.1,43903,10682,arrival,,1,44.53,99.6,,5230.1,5235.1
5235.1,43949,10484,departure,24,1,455.22,69.46,40.0,5230.1,5235.1
5235.1,43985,10643,arrival,,1,14.28,82.98,,5230.1,5235.1
5240.1,42497,10645,arrival,,1,6.63,105.83,,5235.1,5240.1
5240.1,34863,10480,departure,10491,1,203.87,82.62,15.0,5235.1,5240.1
5240.1,34863,10491,arrival,,1,51.92,90.14,,5235.1,5240.1
5240.1,42593,10479,arrival,,1,88.28,72.75,,5235.1,5240.1
5240.1,43143,10643,arrival,,2,45.76,24.98,,5235.1,5240.1
5240.1,44182,10490,departure,119,1,300.24,56.37,30.0,5235.1,5240.1
5240.1,43709,10682,departure,121,1,200.68,86.63,10.0,5235.1,5240.1
5240.1,43718,10682,departure,121,1,164.49,85.07,10.0,5235.1,5240.1
5240.1,40668,10645,departure,123,1,340.64,79.9,15.0,5235.1,5240.1
5240.1,43773,10638,departure,70,2,246.19,131.88,10.0,5235.1,5240.1
5240.1,43791,10643,departure,10641,1,269.4,50.78,15.0,5235.1,5240.1
5240.1,43794,10682,departure,121,1,140.9,85.8,10.0,5235.1,5240.1
5240.1,44311,10482,departure,120,1,480.27,76.41,40.0,5235.1,5240.1
5240.1,43809,10638,arrival,,2,13.44,121.19,,5235.1,5240.1
5240.1,43814,10682,departure,121,1,121.14,87.12,5.0,5235.1,5240.1
5240.1,35131,10638,departure,70,2,163.14,110.69,10.0,5235.1,5240.1
5240.1,35142,10480,departure,10491,1,182.08,83.85,10.0,5235.1,5240.1
5240.1,35142,10491,arrival,,1,32.51,92.61,,5235.1,5240.1
5240.1,34655,10484,departure,24,1,470.67,79.77,40.0,5235.1,5240.1
5240.1,44386,10490,arrival,,1,5.97,41.8,,5235.1,5240.1
5240.1,34150,10681,departure,2,2,434.09,13.5,210.0,5235.1,5240.1
5240.1,43879,10480,departure,10491,1,246.19,81.41,20.0,5235.1,5240.1
5240.1,43879,10491,arrival,,1,100.0,97.94,,5235.1,5240.1
5240.1,42346,10645,departure,123,1,221.28,108.3,10.0,5235.1,5240.1
5240.1,44391,10482,arrival,,1,39.22,33.38,,5235.1,5240.1
5240.1,39792,10484,arrival,,1,41.29,40.18,,5235.1,5240.1
5240.1,42878,10479,arrival,,1,19.23,82.85,,5235.1,5240.1
5240.1,34690,10484,departure,24,1,448.35,75.26,40.0,5235.1,5240.1
5240.1,42372,10491,arrival,,1,24.25,74.71,,5235.1,5240.1
5240.1,42383,10491,arrival,,1,66.69,98.63,,5235.1,5240.1
5240.1,44439,10482,arrival,,2,39.6,35.4,,5235.1,5240.1
5240.1,31649,10483,arrival,,1,43.76,77.73,,5235.1,5240.1
5240.1,43956,10682,arrival,,1,65.7,102.34,,5235.1,5240.1
5240.1,43969,10643,arrival,,1,94.28,74.21,,5235.1,5240.1
5240.1,40898,10483,arrival,,1,71.13,78.26,,5235.1,5240.1
5240.1,44503,10482,arrival,,2,2.41,36.3,,5235.1,5240.1
5240.1,41946,10479,departure,125,1,179.23,69.36,10.0,5235.1,5240.1
5240.1,44513,10482,arrival,,2,21.23,37.7,,5235.1,5240.1
5240.1,44010,10643,arrival,,1,68.35,76.31,,5235.1,5240.1
5245.1,42518,10638,departure,70,1,216.32,100.68,10.0,5240.1,5245.1
5245.1,34886,10484,departure,24,1,502.16,82.9,40.0,5240.1,5245.1
5245.1,41138,10645,arrival,,1,85.78,109.11,,5240.1,5245.1
5245.1,43188,10481,arrival,,1,105.19,112.4,,5240.1,5245.1
5245.1,43196,10643,arrival,,2,46.27,13.94,,5240.1,5245.1
5245.1,34507,10681,departure,2,2,434.43,9.5,210.0,5240.1,5245.1
5245.1,35568,10681,arrival,,2,5.4,24.61,,5240.1,5245.1
5245.1,36086,10681,arrival,,2,15.6,23.39,,5240.1,5245.1
5245.1,43269,10481,arrival,,1,30.78,112.64,,5240.1,5245.1
5245.1,44299,10482,departure,120,1,518.28,87.64,40.0,5240.1,5245.1
5245.1,40716,10479,departure,125,1,183.2,82.26,10.0,5240.1,5245.1
5245.1,43802,10639,arrival,,1,16.44,44.18,,5240.1,5245.1
5245.1,43291,10481,arrival,,2,70.3,113.76,,5240.1,5245.1
5245.1,41249,10479,departure,125,1,151.99,83.37,10.0,5240.1,5245.1
5245.1,36150,10646,departure,10638,1,360.15,123.99,15.0,5240.1,5245.1
5245.1,36150,10638,arrival,,1,74.73,125.98,,5240.1,5245.1
5245.1,43831,10643,departure,10641,1,313.89,33.64,20.0,5240.1,5245.1
5245.1,43324,10681,arrival,,1,7.93,49.73,,5240.1,5245.1
5245.1,43871,10682,departure,121,1,209.32,68.79,10.0,5240.1,5245.1
5245.1,36208,10484,arrival,,1,14.75,30.98,,5240.1,5245.1
5245.1,43894,10682,departure,121,1,184.41,71.25,10.0,5240.1,5245.1
5245.1,43903,10682,departure,121,1,164.09,74.65,10.0,5240.1,5245.1
5245.1,41871,10645,arrival,,1,120.85,108.15,,5240.1,5245.1
5245.1,41896,10479,arrival,,1,109.3,84.23,,5240.1,5245.1
5245.1,44472,10482,arrival,,1,27.51,44.26,,5240.1,5245.1
5245.1,44481,10482,arrival,,2,34.34,40.03,,5240.1,5245.1
5245.1,41415,10484,arrival,,1,41.65,31.41,,5240.1,5245.1
5250.1,37903,10681,arrival,,2,23.86,22.55,,5245.1,5250.1
5250.1,34863,10491,departure,129,1,175.44,83.45,10.0,5245.1,5250.1
5250.1,43065,10491,arrival,,1,119.03,105.49,,5245.1,5250.1
5250.1,42593,10479,departure,125,1,202.02,85.57,10.0,5245.1,5250.1
5250.1,44200,10490,departure,119,1,345.17,70.67,30.0,5245.1,5250.1
5250.1,43187,10481,arrival,,2,70.3,105.62,,5245.1,5250.1
5250.1,44215,10490,departure,119,1,325.06,66.6,30.0,5245.1,5250.1
5250.1,29923,10484,departure,24,1,479.28,77.71,40.0,5245.1,5250.1
5250.1,37094,10646,arrival,,1,100.78,104.69,,5245.1,5250.1
5250.1,43246,10481,arrival,,1,32.22,112.4,,5245.1,5250.1
5250.1,40692,10645,arrival,,1,130.49,113.55,,5245.1,5250.1
5250.1,43809,10638,departure,70,2,189.23,125.37,10.0,5245.1,5250.1
5250.1,43816,10639,arrival,,1,55.48,44.58,,5245.1,5250.1
5250.1,41260,10491,arrival,,1,77.05,105.01,,5245.1,5250.1
5250.1,34624,10681,departure,2,2,434.37,0.0,210.0,5245.1,5250.1
5250.1,35142,10491,departure,129,1,157.88,83.67,10.0,5245.1,5250.1
5250.1,42827,10479,departure,125,1,232.95,85.48,15.0,5245.1,5250.1
5250.1,42844,10681,arrival,,2,9.34,24.54,,5245.1,5250.1
5250.1,43879,10491,departure,127,1,227.47,85.61,10.0,5245.1,5250.1
5250.1,42878,10479,departure,125,1,140.08,90.25,10.0,5245.1,5250.1
5250.1,28542,10484,arrival,,1,31.54,36.04,,5245.1,5250.1
5250.1,42372,10491,departure,129,1,129.04,81.32,10.0,5245.1,5250.1
5250.1,42383,10491,departure,127,1,200.99,90.63,10.0,5245.1,5250.1
5250.1,41370,10491,arrival,,1,13.33,114.22,,5245.1,5250.1
5250.1,43944,10682,arrival,,1,57.65,94.76,,5245.1,5250.1
5250.1,43956,10682,departure,121,1,198.18,88.5,10.0,5245.1,5250.1
5250.1,37332,10480,arrival,,1,18.24,42.64,,5245.1,5250.1
5250.1,33759,10483,arrival,,1,15.7,70.75,,5245.1,5250.1
5250.1,40945,10483,arrival,,1,40.34,70.29,,5245.1,5250.1
5250.1,32243,10484,departure,24,1,505.56,76.74,45.0,5245.1,5250.1
5255.1,42497,10645,departure,123,1,300.07,105.83,15.0,5250.1,5255.1
5255.1,41004,10483,arrival,,1,26.28,76.57,,5250.1,5255.1
5255.1,34863,10490,arrival,,1,101.38,76.03,,5250.1,5255.1
5255.1,41013,10483,arrival,,1,92.44,68.56,,5250.1,5255.1
5255.1,43065,10491,departure,129,1,119.03,105.49,5.0,5250.1,5255.1
5255.1,41029,10483,arrival,,1,73.63,66.85,,5250.1,5255.1
5255.1,41033,10483,arrival,,1,42.65,72.03,,5250.1,5255.1
5255.1,42064,10480,arrival,,1,13.89,43.93,,5250.1,5255.1
5255.1,42641,10646,departure,120,1,323.25,73.28,20.0,5250.1,5255.1
5255.1,43172,10681,arrival,,2,3.64,25.31,,5250.1,5255.1
5255.1,41138,10645,departure,123,1,237.1,108.68,10.0,5250.1,5255.1
5255.1,43710,10681,arrival,,1,41.92,40.48,,5250.1,5255.1
5255.1,43728,10644,departure,120,1,1019.85,103.19,85.0,5250.1,5255.1
5255.1,43729,10644,departure,120,1,954.44,83.91,80.0,5250.1,5255.1
5255.1,44277,10490,departure,119,1,301.16,56.68,30.0,5250.1,5255.1
5255.1,44287,10490,departure,119,1,286.1,47.51,25.0,5250.1,5255.1
5255.1,36150,10638,departure,70,2,240.3,112.14,10.0,5250.1,5255.1
5255.1,41792,10645,arrival,,1,99.77,121.95,,5250.1,5255.1
5255.1,44361,10482,departure,120,1,468.64,68.77,40.0,5250.1,5255.1
5255.1,44363,10482,departure,120,2,507.4,72.4,45.0,5250.1,5255.1
5255.1,37730,10681,arrival,,2,31.2,25.03,,5250.1,5255.1
5255.1,44392,10482,departure,120,2,454.05,73.44,40.0,5250.1,5255.1
5255.1,41871,10645,departure,123,1,270.04,106.79,10.0,5250.1,5255.1
5255.1,43418,10681,arrival,,1,11.43,36.5,,5250.1,5255.1
5255.1,31649,10483,departure,124,1,262.94,72.8,15.0,5250.1,5255.1
5255.1,34724,10681,departure,2,2,432.82,2.3,210.0,5250.1,5255.1
5255.1,31654,10483,arrival,,1,58.11,68.19,,5250.1,5255.1
5255.1,41896,10479,departure,125,1,232.51,99.84,10.0,5250.1,5255.1
5255.1,40898,10483,departure,124,1,288.05,70.62,15.0,5250.1,5255.1
5255.1,43986,10639,arrival,,1,48.86,42.2,,5250.1,5255.1
5255.1,43991,10639,arrival,,1,27.69,44.14,,5250.1,5255.1
5255.1,44001,10682,arrival,,1,139.76,90.55,,5250.1,5255.1
5255.1,44020,10682,arrival,,1,105.57,103.71,,5250.1,5255.1
5255.1,44532,10482,arrival,,2,0.43,34.14,,5250.1,5255.1
5255.1,34809,10681,departure,2,2,425.23,6.37,205.0,5250.1,5255.1
5260.1,33288,10483,arrival,,1,74.96,73.57,,5255.1,5260.1
5260.1,44041,10643,arrival,,1,83.97,90.13,,5255.1,5260.1
5260.1,44054,10643,arrival,,1,49.04,76.42,,5255.1,5260.1
5260.1,41007,10483,arrival,,1,4.45,108.46,,5255.1,5260.1
5260.1,44605,10482,arrival,,1,36.05,44.51,,5255.1,5260.1
5260.1,43595,10681,arrival,,1,31.02,31.58,,5255.1,5260.1
5260.1,41050,10483,arrival,,1,55.66,82.02,,5255.1,5260.1
5260.1,41062,10483,arrival,,1,95.27,67.3,,5255.1,5260.1
5260.1,44646,10482,arrival,,2,13.14,41.89,,5255.1,5260.1
5260.1,42641,10638,arrival,,1,118.87,107.01,,5255.1,5260.1
5260.1,40662,10480,arrival,,1,9.18,45.4,,5255.1,5260.1
5260.1,37094,10646,departure,120,1,263.16,124.45,10.0,5255.1,5260.1
5260.1,40692,10645,departure,123,1,295.22,120.51,10.0,5255.1,5260.1
5260.1,41260,10491,departure,127,1,224.23,107.01,10.0,5255.1,5260.1
5260.1,39215,10681,arrival,,2,5.49,24.43,,5255.1,5260.1
5260.1,33118,10681,departure,2,2,426.87,11.18,205.0,5255.1,5260.1
5260.1,41370,10491,departure,127,1,170.96,112.88,10.0,5255.1,5260.1
5260.1,43944,10682,departure,121,1,176.35,75.14,10.0,5255.1,5260.1
5260.1,43985,10643,departure,10641,1,306.16,16.65,25.0,5255.1,5260.1
5260.1,44001,10682,departure,121,1,139.76,90.55,5.0,5255.1,5260.1
5260.1,41439,10681,arrival,,2,18.75,6.78,,5255.1,5260.1
5260.1,44514,10482,arrival,,1,6.73,32.09,,5255.1,5260.1
5260.1,41454,10479,arrival,,1,4.78,78.65,,5255.1,5260.1
5265.1,40990,10491,arrival,,1,18.24,88.96,,5260.1,5265.1
5265.1,41038,10483,arrival,,1,50.73,110.15,,5260.1,5265.1
5265.1,44129,10643,arrival,,1,109.74,79.3,,5260.1,5265.1
5265.1,41059,10483,arrival,,1,107.35,81.81,,5260.1,5265.1
5265.1,41071,10483,arrival,,1,84.76,89.01,,5260.1,5265.1
5265.1,44663,10482,arrival,,2,50.51,41.88,,5260.1,5265.1
5265.1,44667,10482,arrival,,2,25.57,42.24,,5260.1,5265.1
5265.1,40604,10638,arrival,,1,95.69,125.74,,5260.1,5265.1
5265.1,44723,10482,arrival,,2,0.44,41.28,,5260.1,5265.1
5265.1,41186,10646,arrival,,1,20.32,31.05,,5260.1,5265.1
5265.1,37094,10638,arrival,,1,150.28,127.0,,5260.1,5265.1
5265.1,34050,10681,departure,2,2,434.99,15.12,210.0,5260.1,5265.1
5265.1,43780,10644,departure,120,1,1019.76,87.03,85.0,5260.1,5265.1
5265.1,42789,10681,arrival,,2,9.15,3.14,,5260.1,5265.1
5265.1,41792,10645,departure,123,1,268.72,122.52,10.0,5260.1,5265.1
5265.1,40800,10638,arrival,,2,184.15,139.36,,5260.1,5265.1
5265.1,40323,10643,departure,10641,2,318.4,0.0,555.0,5260.1,5265.1
5265.1,43969,10643,departure,10641,1,313.37,15.07,25.0,5260.1,5265.1
5265.1,33759,10483,departure,124,1,214.71,76.36,15.0,5260.1,5265.1
5265.1,44010,10643,departure,126,1,302.11,12.49,25.0,5260.1,5265.1
5265.1,40945,10483,departure,124,1,244.61,76.63,15.0,5260.1,5265.1
5265.1,44020,10682,departure,121,1,211.27,58.93,10.0,5260.1,5265.1
5265.1,42489,10638,arrival,,2,83.51,108.36,,5260.1,5265.1
5265.1,44543,10482,arrival,,1,29.44,33.86,,5260.1,5265.1
