time_s,vehicle,connector,kind,other_link,lane,position_m,speed_kmh,residence_s,lower_time_s,upper_time_s
885.1,4111,10491,arrival,,1,115.7,122.8,,880.1,885.1
885.1,5667,10643,departure,10641,2,284.82,80.31,15.0,880.1,885.1
885.1,4646,10483,departure,124,1,177.35,101.12,10.0,880.1,885.1
885.1,4397,10483,departure,124,1,290.18,73.05,15.0,880.1,885.1
885.1,4153,10491,arrival,,1,69.39,120.45,,880.1,885.1
885.1,1597,10681,departure,2,2,428.09,51.16,35.0,880.1,885.1
885.1,5957,10482,departure,120,1,512.25,78.16,45.0,880.1,885.1
885.1,3908,10645,arrival,,1,147.35,123.29,,880.1,885.1
885.1,3918,10491,departure,129,1,109.1,109.78,5.0,880.1,885.1
885.1,3149,10484,arrival,,1,54.24,40.24,,880.1,885.1
885.1,5971,10482,departure,120,2,492.59,84.76,40.0,880.1,885.1
885.1,5972,10482,departure,120,2,525.95,77.89,40.0,880.1,885.1
885.1,2138,10681,arrival,,2,9.04,45.09,,880.1,885.1
885.1,5986,10482,departure,120,1,442.31,73.32,40.0,880.1,885.1
885.1,5490,10682,departure,121,1,185.18,87.19,10.0,880.1,885.1
885.1,5235,10484,departure,24,1,502.67,77.81,40.0,880.1,885.1
885.1,6258,10482,arrival,,2,0.41,40.05,,880.1,885.1
885.1,3962,10479,arrival,,1,122.85,99.66,,880.1,885.1
885.1,6286,10482,arrival,,2,23.23,43.44,,880.1,885.1
885.1,3471,10645,arrival,,1,110.85,123.94,,880.1,885.1
885.1,3219,10484,arrival,,1,15.56,44.98,,880.1,885.1
885.1,6298,10482,arrival,,1,46.85,44.58,,880.1,885.1
885.1,4511,10479,departure,125,1,197.8,98.09,10.0,880.1,885.1
885.1,5535,10682,departure,121,1,162.96,87.51,10.0,880.1,885.1
885.1,3750,10491,arrival,,1,33.22,121.68,,880.1,885.1
885.1,3765,10645,departure,123,1,240.61,114.54,10.0,880.1,885.1
885.1,1980,10681,arrival,,2,45.95,50.12,,880.1,885.1
885.1,4551,10483,departure,124,1,232.95,95.72,10.0,880.1,885.1
885.1,5840,10490,departure,119,1,348.72,70.52,30.0,880.1,885.1
885.1,5854,10490,departure,119,1,327.7,63.54,30.0,880.1,885.1
885.1,4831,10681,departure,2,2,412.18,44.4,30.0,880.1,885.1
885.1,4833,10479,arrival,,1,54.32,84.63,,880.1,885.1
885.1,999,10646,arrival,,1,47.64,42.99,,880.1,885.1
885.1,4603,10483,departure,124,1,200.07,98.6,10.0,880.1,885.1
890.1,5384,10638,departure,70,2,210.87,138.07,10.0,885.1,890.1
890.1,4111,10491,departure,129,1,115.7,122.8,5.0,885.1,890.1
890.1,4113,10479,departure,125,1,155.97,99.78,10.0,885.1,890.1
890.1,4640,10483,departure,124,1,250.1,104.8,10.0,885.1,890.1
890.1,1824,10646,arrival,,1,24.06,63.16,,885.1,890.1
890.1,5925,10644,arrival,,1,49.49,41.9,,885.1,890.1
890.1,4648,10483,departure,124,1,291.19,92.85,10.0,885.1,890.1
890.1,4649,10483,departure,124,1,227.21,105.12,10.0,885.1,890.1
890.1,5160,10481,arrival,,1,110.84,120.14,,885.1,890.1
890.1,4910,10483,arrival,,1,27.47,122.97,,885.1,890.1
890.1,4919,10491,departure,127,1,205.85,114.37,10.0,885.1,890.1
890.1,4153,10491,departure,129,1,69.39,120.45,5.0,885.1,890.1
890.1,4665,10483,arrival,,1,144.69,101.89,,885.1,890.1
890.1,4157,10479,departure,125,1,198.07,104.63,10.0,885.1,890.1
890.1,5950,10644,arrival,,1,30.53,42.91,,885.1,890.1
890.1,843,10484,departure,24,1,451.96,66.36,40.0,885.1,890.1
890.1,5967,10482,departure,120,1,512.79,88.87,45.0,885.1,890.1
890.1,2126,10681,arrival,,2,55.8,47.5,,885.1,890.1
890.1,6478,10484,arrival,,1,24.39,39.54,,885.1,890.1
890.1,5461,10645,departure,123,1,290.09,104.22,10.0,885.1,890.1
890.1,6233,10482,arrival,,1,25.42,43.78,,885.1,890.1
890.1,3935,10638,departure,70,2,169.99,109.13,10.0,885.1,890.1
890.1,3962,10479,departure,125,1,122.85,99.66,5.0,885.1,890.1
890.1,6012,10482,departure,120,2,435.25,67.89,40.0,885.1,890.1
890.1,5245,10645,departure,123,1,348.25,77.57,15.0,885.1,890.1
890.1,1150,10484,arrival,,1,3.79,33.28,,885.1,890.1
890.1,5512,10645,arrival,,1,124.04,122.4,,885.1,890.1
890.1,5264,10645,departure,123,1,317.35,87.31,10.0,885.1,890.1
890.1,4863,10483,arrival,,1,57.13,118.52,,885.1,890.1
890.1,4256,10681,departure,2,2,435.76,0.49,35.0,885.1,890.1
890.1,5375,10639,arrival,,1,0.82,34.85,,885.1,890.1
890.1,6056,10482,departure,120,1,484.25,78.18,40.0,885.1,890.1
890.1,5294,10639,arrival,,1,23.68,33.59,,885.1,890.1
890.1,6330,10482,arrival,,2,25.71,40.16,,885.1,890.1
890.1,4558,10479,arrival,,1,37.3,86.03,,885.1,890.1
890.1,4835,10483,arrival,,1,113.74,102.82,,885.1,890.1
890.1,5099,10481,arrival,,1,163.07,116.7,,885.1,890.1
890.1,6124,10482,arrival,,1,46.41,44.5,,885.1,890.1
890.1,2047,10484,arrival,,1,43.96,41.4,,885.1,890.1
895.1,4356,10479,departure,125,1,218.53,100.7,10.0,890.1,895.1
895.1,6409,10482,arrival,,2,11.53,42.48,,890.1,895.1
895.1,5438,10639,arrival,,1,29.12,35.2,,890.1,895.1
895.1,4931,10681,departure,2,2,436.06,1.15,40.0,890.1,895.1
895.1,3908,10645,departure,123,1,309.56,106.5,10.0,890.1,895.1
895.1,3917,10479,arrival,,1,79.22,96.27,,890.1,895.1
895.1,4698,10479,arrival,,1,50.01,86.84,,890.1,895.1
895.1,5476,10639,arrival,,1,11.96,34.76,,890.1,895.1
895.1,3948,10638,arrival,,2,110.89,141.23,,890.1,895.1
895.1,5228,10481,arrival,,1,47.02,112.63,,890.1,895.1
895.1,5247,10644,departure,120,1,975.18,87.48,85.0,890.1,895.1
895.1,5004,10483,arrival,,1,106.05,118.21,,890.1,895.1
895.1,3471,10645,departure,123,1,277.0,110.71,10.0,890.1,895.1
895.1,3995,10645,arrival,,1,130.37,120.22,,890.1,895.1
895.1,3750,10491,departure,127,1,204.5,124.55,10.0,890.1,895.1
895.1,5287,10644,departure,120,1,931.75,72.72,80.0,890.1,895.1
895.1,2470,10484,arrival,,1,26.78,40.33,,890.1,895.1
895.1,3761,10491,arrival,,1,64.0,109.32,,890.1,895.1
895.1,6338,10482,arrival,,1,2.67,42.17,,890.1,895.1
895.1,6083,10482,departure,120,1,506.96,83.59,40.0,890.1,895.1
895.1,6341,10482,arrival,,2,31.99,42.28,,890.1,895.1
895.1,4809,10479,arrival,,1,110.41,99.75,,890.1,895.1
895.1,6099,10482,departure,120,2,452.05,72.93,40.0,890.1,895.1
895.1,4833,10479,departure,125,1,185.5,99.83,10.0,890.1,895.1
895.1,6372,10482,arrival,,2,55.93,42.76,,890.1,895.1
895.1,6129,10482,departure,120,1,428.58,66.19,35.0,890.1,895.1
895.1,244,10484,departure,24,1,532.84,75.57,45.0,890.1,895.1
895.1,3574,10638,departure,70,2,225.0,81.58,15.0,890.1,895.1
900.1,6144,10482,departure,120,1,436.81,71.1,35.0,895.1,900.1
900.1,6415,10482,arrival,,2,42.02,42.76,,895.1,900.1
900.1,4910,10483,departure,124,1,188.34,106.71,10.0,895.1,900.1
900.1,5680,10639,arrival,,1,8.5,41.58,,895.1,900.1
900.1,4665,10483,departure,124,1,275.2,85.82,10.0,895.1,900.1
900.1,6465,10482,arrival,,2,14.58,44.6,,895.1,900.1
900.1,5197,10681,departure,2,2,433.45,3.66,40.0,895.1,900.1
900.1,3948,10638,departure,70,2,110.89,141.23,5.0,895.1,900.1
900.1,6011,10490,departure,119,1,321.58,66.93,30.0,895.1,900.1
900.1,4988,10479,arrival,,1,40.73,100.82,,895.1,900.1
900.1,5512,10645,departure,123,1,291.55,118.5,10.0,895.1,900.1
900.1,5625,10682,arrival,,1,1.9,92.13,,895.1,900.1
900.1,4863,10483,departure,124,1,211.97,102.67,10.0,895.1,900.1
900.1,1431,10646,departure,10638,1,354.55,66.01,30.0,895.1,900.1
900.1,1431,10638,arrival,,1,8.37,93.65,,895.1,900.1
900.1,5529,10480,departure,10491,1,212.21,49.77,20.0,895.1,900.1
900.1,5529,10491,arrival,,1,11.86,55.03,,895.1,900.1
900.1,5288,10644,departure,120,1,1015.54,84.76,85.0,895.1,900.1
900.1,4534,10491,arrival,,1,35.52,82.56,,895.1,900.1
900.1,696,10480,departure,26,1,235.05,50.41,25.0,895.1,900.1
900.1,2751,10480,arrival,,1,11.74,40.58,,895.1,900.1
900.1,5572,10682,arrival,,1,41.2,88.46,,895.1,900.1
900.1,1992,10646,arrival,,1,118.45,89.92,,895.1,900.1
900.1,4809,10479,departure,125,1,110.41,99.75,5.0,895.1,900.1
900.1,4558,10479,departure,125,1,171.72,106.64,10.0,895.1,900.1
900.1,5582,10639,arrival,,1,45.41,41.29,,895.1,900.1
900.1,215,10480,departure,26,1,196.3,46.82,20.0,895.1,900.1
900.1,5596,10682,arrival,,1,21.04,88.63,,895.1,900.1
900.1,5855,10643,arrival,,1,99.42,101.1,,895.1,900.1
900.1,6370,10482,arrival,,1,38.47,40.97,,895.1,900.1
900.1,4835,10483,departure,124,1,244.8,85.75,10.0,895.1,900.1
900.1,5099,10481,departure,127,1,324.36,117.16,10.0,895.1,900.1
900.1,4075,10491,arrival,,1,97.94,114.48,,895.1,900.1
900.1,1013,10480,arrival,,1,30.89,41.67,,895.1,900.1
900.1,2551,10646,departure,120,1,320.66,48.56,30.0,895.1,900.1
900.1,3832,10646,departure,120,1,335.99,57.59,30.0,895.1,900.1
900.1,6137,10482,departure,120,2,463.25,80.04,40.0,895.1,900.1
905.1,6166,10482,departure,120,2,466.57,75.23,40.0,900.1,905.1
905.1,5668,10682,arrival,,1,86.8,92.91,,900.1,905.1
905.1,5160,10481,departure,127,1,440.57,118.08,15.0,900.1,905.1
905.1,5695,10682,arrival,,1,63.15,97.58,,900.1,905.1
905.1,1862,10681,departure,2,2,435.92,11.08,45.0,900.1,905.1
905.1,3917,10479,departure,125,1,224.4,110.6,10.0,900.1,905.1
905.1,5712,10682,arrival,,1,39.81,103.29,,900.1,905.1
905.1,4698,10479,departure,125,1,182.03,105.27,10.0,900.1,905.1
905.1,4965,10481,arrival,,1,72.44,125.91,,900.1,905.1
905.1,4458,10645,arrival,,1,95.86,112.17,,900.1,905.1
905.1,5766,10682,arrival,,1,5.75,106.9,,900.1,905.1
905.1,5769,10639,arrival,,1,6.28,41.77,,900.1,905.1
905.1,5004,10483,departure,124,1,258.22,94.09,10.0,900.1,905.1
905.1,6033,10644,arrival,,1,6.55,40.29,,900.1,905.1
905.1,6041,10490,departure,119,1,336.69,69.69,30.0,900.1,905.1
905.1,3995,10645,departure,123,1,296.36,109.95,10.0,900.1,905.1
905.1,5021,10681,departure,2,2,427.2,7.52,40.0,900.1,905.1
905.1,5798,10643,arrival,,2,131.97,108.2,,900.1,905.1
905.1,3761,10491,departure,127,1,217.5,111.72,10.0,900.1,905.1
905.1,5603,10682,arrival,,1,107.91,88.27,,900.1,905.1
905.1,4075,10491,departure,129,1,97.94,114.48,5.0,900.1,905.1
905.1,4085,10645,arrival,,1,60.21,111.88,,900.1,905.1
905.1,2551,10638,arrival,,2,78.87,92.64,,900.1,905.1
905.1,3832,10638,arrival,,2,105.51,102.09,,900.1,905.1
910.1,5898,10682,arrival,,1,23.23,113.32,,905.1,910.1
910.1,5918,10643,arrival,,1,15.47,109.17,,905.1,910.1
910.1,4901,10491,arrival,,1,90.81,110.43,,905.1,910.1
910.1,6467,10482,arrival,,2,41.56,40.48,,905.1,910.1
910.1,5228,10481,departure,127,1,355.65,113.06,15.0,905.1,910.1
910.1,4977,10481,arrival,,1,114.36,117.09,,905.1,910.1
910.1,4988,10479,departure,125,1,184.64,106.17,10.0,905.1,910.1
910.1,4735,10681,departure,2,2,435.38,22.3,45.0,905.1,910.1
910.1,5767,10682,arrival,,1,123.21,96.24,,905.1,910.1
910.1,5771,10682,arrival,,1,82.37,105.59,,905.1,910.1
910.1,1679,10681,departure,2,2,422.16,18.2,45.0,905.1,910.1
910.1,1431,10638,departure,70,2,153.16,114.22,10.0,905.1,910.1
910.1,155,10480,arrival,,1,37.55,40.77,,905.1,910.1
910.1,5808,10682,arrival,,1,51.97,108.28,,905.1,910.1
910.1,4534,10491,departure,127,1,169.99,109.6,10.0,905.1,910.1
910.1,6075,10644,arrival,,1,44.31,41.14,,905.1,910.1
910.1,5820,10639,arrival,,1,17.23,43.55,,905.1,910.1
910.1,5572,10682,departure,121,1,165.18,89.14,10.0,905.1,910.1
910.1,4816,10491,arrival,,1,20.14,121.33,,905.1,910.1
910.1,5596,10682,departure,121,1,142.17,85.51,10.0,905.1,910.1
910.1,5855,10643,departure,10641,1,249.69,108.55,10.0,905.1,910.1
910.1,3817,10645,arrival,,1,111.93,128.96,,905.1,910.1
910.1,5625,10682,departure,121,1,125.62,85.72,10.0,905.1,910.1
915.1,5889,10639,arrival,,1,39.12,44.58,,910.1,915.1
915.1,5402,10491,arrival,,1,14.37,110.19,,910.1,915.1
915.1,1824,10646,departure,120,1,338.63,56.71,25.0,910.1,915.1
915.1,5668,10682,departure,121,1,206.22,80.3,10.0,910.1,915.1
915.1,6181,10482,departure,120,1,492.69,88.28,40.0,910.1,915.1
915.1,6204,10482,departure,120,1,468.29,79.42,40.0,910.1,915.1
915.1,5695,10682,departure,121,1,186.78,81.62,10.0,910.1,915.1
915.1,5953,10682,arrival,,1,75.99,113.62,,910.1,915.1
915.1,6212,10482,departure,120,2,437.28,68.1,40.0,910.1,915.1
915.1,5712,10682,departure,121,1,169.88,85.06,10.0,910.1,915.1
915.1,5978,10682,arrival,,1,46.76,115.42,,910.1,915.1
915.1,5225,10491,arrival,,1,99.71,106.31,,910.1,915.1
915.1,4458,10645,departure,123,1,244.01,98.16,10.0,910.1,915.1
915.1,5766,10682,departure,121,1,144.94,90.34,10.0,910.1,915.1
915.1,5767,10682,departure,121,1,123.21,96.24,5.0,910.1,915.1
915.1,6534,10482,arrival,,2,25.48,42.44,,910.1,915.1
915.1,5880,10643,arrival,,2,153.68,107.42,,910.1,915.1
915.1,5529,10491,departure,129,1,226.36,71.04,15.0,910.1,915.1
915.1,5798,10643,departure,10641,2,270.05,91.0,10.0,910.1,915.1
915.1,448,10480,arrival,,1,47.46,40.79,,910.1,915.1
915.1,4807,10681,departure,2,2,433.81,9.45,45.0,910.1,915.1
915.1,1992,10646,departure,120,1,321.34,58.15,15.0,910.1,915.1
915.1,5603,10682,departure,123,1,223.32,79.26,10.0,910.1,915.1
915.1,999,10646,departure,10638,1,356.66,66.17,30.0,910.1,915.1
915.1,999,10638,arrival,,1,7.2,89.54,,910.1,915.1
915.1,2551,10638,departure,70,1,216.94,99.8,10.0,910.1,915.1
915.1,3832,10638,departure,70,2,258.03,114.93,10.0,910.1,915.1
920.1,5898,10682,departure,121,1,174.4,102.74,10.0,915.1,920.1
920.1,6171,10482,departure,120,2,473.59,78.36,40.0,915.1,920.1
920.1,6685,10484,arrival,,1,1.32,41.05,,915.1,920.1
920.1,1824,10638,arrival,,2,99.11,97.49,,915.1,920.1
920.1,4901,10491,departure,129,1,218.38,67.4,10.0,915.1,920.1
920.1,6439,10482,arrival,,1,4.23,44.48,,915.1,920.1
920.1,5418,10481,arrival,,1,160.19,125.03,,915.1,920.1
920.1,6200,10482,departure,120,1,512.89,91.27,40.0,915.1,920.1
920.1,5953,10682,departure,121,1,75.99,113.62,5.0,915.1,920.1
920.1,5202,10481,arrival,,2,51.89,126.51,,915.1,920.1
920.1,4955,10681,departure,2,2,437.1,11.61,50.0,915.1,920.1
920.1,4965,10481,departure,127,1,418.3,124.86,15.0,915.1,920.1
920.1,5482,10491,arrival,,1,113.09,95.3,,915.1,920.1
920.1,6026,10490,arrival,,1,38.03,30.1,,915.1,920.1
920.1,5771,10682,departure,123,1,222.38,95.51,10.0,915.1,920.1
920.1,4499,10638,arrival,,1,65.87,77.96,,915.1,920.1
920.1,1943,10681,departure,2,2,428.19,10.67,50.0,915.1,920.1
920.1,157,10481,arrival,,1,26.13,116.76,,915.1,920.1
920.1,5808,10682,departure,121,1,196.71,98.77,10.0,915.1,920.1
920.1,6077,10490,arrival,,1,17.38,28.99,,915.1,920.1
920.1,2751,10480,departure,10491,1,201.71,61.58,20.0,915.1,920.1
920.1,2751,10491,arrival,,1,25.92,76.93,,915.1,920.1
920.1,6597,10482,arrival,,2,26.54,42.66,,915.1,920.1
920.1,1992,10638,arrival,,2,63.1,87.35,,915.1,920.1
920.1,4816,10491,departure,129,1,167.95,89.45,10.0,915.1,920.1
920.1,3817,10645,departure,123,1,282.55,112.11,10.0,915.1,920.1
920.1,4592,10479,arrival,,1,95.22,106.49,,915.1,920.1
920.1,1013,10480,departure,10491,1,220.17,64.42,20.0,915.1,920.1
920.1,1013,10491,arrival,,1,48.32,83.08,,915.1,920.1
920.1,4085,10645,departure,123,1,344.7,83.85,15.0,915.1,920.1
925.1,6667,10482,arrival,,2,1.45,43.65,,920.1,925.1
925.1,5402,10491,departure,129,1,152.43,88.22,10.0,920.1,925.1
925.1,5918,10643,departure,71,2,305.18,75.26,15.0,920.1,925.1
925.1,4671,10479,arrival,,1,51.47,96.88,,920.1,925.1
925.1,4934,10481,arrival,,1,47.98,136.13,,920.1,925.1
925.1,5978,10682,departure,123,1,203.96,112.09,10.0,920.1,925.1
925.1,6245,10490,arrival,,1,26.22,34.94,,920.1,925.1
925.1,5225,10491,departure,129,1,223.54,69.56,10.0,920.1,925.1
925.1,4977,10481,departure,127,1,437.94,114.84,15.0,920.1,925.1
925.1,6260,10482,departure,120,2,525.86,96.25,45.0,920.1,925.1
925.1,5759,10638,arrival,,1,42.44,121.12,,920.1,925.1
925.1,6286,10482,departure,120,1,483.45,82.61,40.0,920.1,925.1
925.1,5006,10483,arrival,,1,140.83,116.74,,920.1,925.1
925.1,3221,10484,departure,24,1,479.76,51.7,50.0,920.1,925.1
925.1,2709,10681,arrival,,2,55.11,42.64,,920.1,925.1
925.1,6298,10482,departure,120,1,517.72,75.36,40.0,920.1,925.1
925.1,1444,10484,departure,24,1,496.62,49.28,55.0,920.1,925.1
925.1,1464,10681,departure,2,2,429.22,13.17,55.0,920.1,925.1
925.1,4284,10479,arrival,,1,125.49,110.27,,920.1,925.1
925.1,5327,10644,departure,120,1,931.04,81.99,80.0,920.1,925.1
925.1,2528,10681,arrival,,2,38.94,33.17,,920.1,925.1
925.1,6116,10490,arrival,,1,42.69,30.76,,920.1,925.1
925.1,999,10638,departure,70,1,146.9,110.82,10.0,920.1,925.1
925.1,6124,10482,departure,120,1,430.07,72.71,35.0,920.1,925.1
925.1,498,10484,departure,24,1,519.16,51.28,60.0,920.1,925.1
925.1,5880,10643,departure,10641,2,284.89,70.06,10.0,920.1,925.1
930.1,5124,10681,departure,2,2,432.83,12.12,55.0,925.1,930.1
930.1,6405,10490,arrival,,1,48.62,39.81,,925.1,930.1
930.1,1824,10638,departure,70,2,244.42,109.1,10.0,925.1,930.1
930.1,6689,10482,arrival,,2,13.66,43.33,,925.1,930.1
930.1,5418,10481,departure,127,1,332.04,122.44,10.0,925.1,930.1
930.1,822,10484,departure,24,1,533.71,48.36,50.0,925.1,930.1
930.1,3149,10484,departure,24,1,518.2,50.44,45.0,925.1,930.1
930.1,6233,10482,departure,120,1,481.14,80.51,40.0,925.1,930.1
930.1,5482,10491,departure,127,1,227.83,66.79,10.0,925.1,930.1
930.1,6258,10482,departure,120,2,525.59,89.57,45.0,925.1,930.1
930.1,5006,10483,departure,124,1,140.83,116.74,5.0,925.1,930.1
930.1,3219,10484,departure,24,1,502.42,53.01,45.0,925.1,930.1
930.1,4499,10638,departure,70,1,178.93,79.63,10.0,925.1,930.1
930.1,155,10480,departure,10491,1,240.74,84.27,20.0,925.1,930.1
930.1,155,10491,arrival,,1,98.17,97.16,,925.1,930.1
930.1,4510,10479,arrival,,1,24.4,87.15,,925.1,930.1
930.1,6562,10482,arrival,,1,16.51,43.85,,925.1,930.1
930.1,5294,10639,departure,2,1,354.2,41.16,40.0,925.1,930.1
930.1,6330,10482,departure,120,2,428.39,64.79,40.0,925.1,930.1
930.1,4284,10479,departure,125,1,125.49,110.27,5.0,925.1,930.1
930.1,448,10480,departure,26,1,162.1,49.81,15.0,925.1,930.1
930.1,1992,10638,departure,70,2,195.98,103.42,10.0,925.1,930.1
930.1,6372,10482,departure,120,1,412.08,65.86,35.0,925.1,930.1
930.1,4331,10479,arrival,,1,94.01,109.14,,925.1,930.1
930.1,4592,10479,departure,125,1,257.15,122.26,10.0,925.1,930.1
930.1,1013,10491,departure,129,1,158.11,74.24,10.0,925.1,930.1
930.1,5112,10491,arrival,,1,0.51,102.88,,925.1,930.1
930.1,2047,10484,departure,24,1,473.29,62.65,40.0,925.1,930.1
935.1,6409,10482,departure,120,1,439.58,67.84,40.0,930.1,935.1
935.1,6670,10482,arrival,,2,1.07,40.08,,930.1,935.1
935.1,4501,10479,arrival,,1,84.19,92.82,,930.1,935.1
935.1,157,10481,departure,127,1,354.19,117.49,15.0,930.1,935.1
935.1,4520,10491,arrival,,1,50.01,108.63,,930.1,935.1
935.1,5759,10638,departure,70,2,201.2,108.95,10.0,930.1,935.1
935.1,5438,10639,departure,2,1,378.15,46.83,40.0,930.1,935.1
935.1,2751,10491,departure,127,1,228.99,66.51,15.0,930.1,935.1
935.1,4671,10479,departure,125,1,195.5,110.29,10.0,930.1,935.1
935.1,6341,10482,departure,120,2,474.12,80.65,40.0,930.1,935.1
935.1,448,10491,arrival,,1,110.23,101.94,,930.1,935.1
935.1,5701,10645,arrival,,1,56.89,117.73,,930.1,935.1
935.1,5702,10481,arrival,,1,10.65,128.84,,930.1,935.1
935.1,6598,10482,arrival,,1,55.36,43.2,,930.1,935.1
935.1,5582,10639,departure,2,1,349.35,37.83,35.0,930.1,935.1
935.1,5202,10481,departure,127,2,424.37,133.38,15.0,930.1,935.1
935.1,5718,10645,arrival,,1,21.92,116.38,,930.1,935.1
935.1,5476,10639,departure,2,1,363.12,43.76,40.0,930.1,935.1
935.1,4724,10479,arrival,,1,120.56,99.91,,930.1,935.1
935.1,1013,10490,arrival,,1,46.97,56.51,,930.1,935.1
935.1,6078,10643,arrival,,1,68.29,103.93,,930.1,935.1
935.1,6009,10639,arrival,,1,5.78,41.91,,930.1,935.1
935.1,5117,10681,departure,2,2,434.2,7.21,60.0,930.1,935.1
935.1,5375,10639,departure,2,1,394.48,48.71,45.0,930.1,935.1
940.1,4488,10491,arrival,,1,133.66,115.02,,935.1,940.1
940.1,5769,10639,departure,2,1,364.35,62.84,35.0,935.1,940.1
940.1,6415,10482,departure,120,2,499.87,84.56,40.0,935.1,940.1
940.1,5655,10644,departure,120,1,972.64,93.96,80.0,935.1,940.1
940.1,155,10491,departure,10490,1,226.37,85.94,10.0,935.1,940.1
940.1,155,10490,arrival,,1,45.42,75.22,,935.1,940.1
940.1,4510,10479,departure,125,1,162.86,109.89,10.0,935.1,940.1
940.1,1833,10681,departure,2,2,426.21,3.98,60.0,935.1,940.1
940.1,5680,10639,departure,2,1,397.98,53.31,40.0,935.1,940.1
940.1,448,10491,departure,129,1,110.23,101.94,5.0,935.1,940.1
940.1,6338,10482,departure,120,1,525.42,94.28,45.0,935.1,940.1
940.1,6465,10482,departure,120,2,471.76,80.44,40.0,935.1,940.1
940.1,4934,10481,departure,127,1,420.19,131.2,15.0,935.1,940.1
940.1,6478,10484,departure,24,1,541.24,0.8,50.0,935.1,940.1
940.1,6370,10482,departure,120,1,461.14,72.65,40.0,935.1,940.1
940.1,6122,10643,arrival,,1,88.19,119.89,,935.1,940.1
940.1,4331,10479,departure,125,1,256.96,121.36,10.0,935.1,940.1
940.1,4724,10479,departure,125,1,120.56,99.91,5.0,935.1,940.1
940.1,5112,10491,departure,127,1,150.55,107.36,10.0,935.1,940.1
945.1,5889,10639,departure,2,1,352.61,55.75,30.0,940.1,945.1
945.1,4488,10491,departure,129,1,133.66,115.02,5.0,940.1,945.1
945.1,4501,10479,departure,125,1,225.06,108.66,10.0,940.1,945.1
945.1,4520,10491,departure,127,1,199.73,105.96,10.0,940.1,945.1
945.1,5672,10644,departure,120,1,987.16,95.19,80.0,940.1,945.1
945.1,4533,10491,arrival,,1,30.41,107.75,,940.1,945.1
945.1,5820,10639,departure,2,1,402.28,71.88,35.0,940.1,945.1
945.1,6078,10643,departure,10641,1,213.85,103.42,10.0,940.1,945.1
945.1,448,10490,arrival,,1,77.2,83.73,,940.1,945.1
945.1,6720,10482,arrival,,1,10.43,37.55,,940.1,945.1
945.1,5701,10645,departure,123,1,218.0,116.32,10.0,940.1,945.1
945.1,5072,10491,arrival,,1,127.08,99.28,,940.1,945.1
945.1,6609,10482,arrival,,1,34.35,33.85,,940.1,945.1
945.1,3680,10681,departure,2,2,434.51,9.44,65.0,940.1,945.1
945.1,6752,10482,arrival,,2,23.15,40.29,,940.1,945.1
945.1,6762,10482,arrival,,2,2.2,40.85,,940.1,945.1
945.1,3052,10681,departure,2,2,424.54,15.4,65.0,940.1,945.1
945.1,6007,10682,arrival,,1,16.16,44.71,,940.1,945.1
945.1,6266,10643,arrival,,1,5.48,94.19,,940.1,945.1
945.1,1150,10484,departure,24,1,516.73,38.07,55.0,940.1,945.1
950.1,5121,10483,arrival,,1,87.21,95.2,,945.1,950.1
950.1,5635,10479,arrival,,1,90.47,107.88,,945.1,950.1
950.1,2436,10681,departure,2,2,432.01,11.24,70.0,945.1,950.1
950.1,5754,10479,arrival,,1,128.84,117.23,,945.1,950.1
950.1,2470,10484,departure,24,1,538.69,17.6,55.0,945.1,950.1
950.1,6057,10682,arrival,,1,23.36,40.61,,945.1,950.1
950.1,4019,10483,arrival,,1,39.0,103.73,,945.1,950.1
950.1,5050,10491,arrival,,1,102.04,96.92,,945.1,950.1
950.1,1980,10681,departure,2,2,420.58,13.49,65.0,945.1,950.1
950.1,6081,10639,arrival,,1,46.01,40.96,,945.1,950.1
950.1,6467,10482,departure,120,1,460.93,74.6,40.0,945.1,950.1
950.1,5702,10481,departure,127,1,366.03,121.54,15.0,945.1,950.1
950.1,5836,10479,arrival,,1,57.26,103.06,,945.1,950.1
950.1,5072,10491,departure,129,1,127.08,99.28,5.0,945.1,950.1
950.1,5201,10483,arrival,,1,65.65,99.54,,945.1,950.1
950.1,5718,10645,departure,123,1,348.74,117.02,15.0,945.1,950.1
950.1,6122,10643,departure,10641,1,250.02,103.83,10.0,945.1,950.1
950.1,5995,10682,arrival,,1,53.5,52.05,,945.1,950.1
950.1,5102,10483,arrival,,1,117.16,109.03,,945.1,950.1
950.1,6126,10682,arrival,,1,0.83,1.51,,945.1,950.1
950.1,6130,10682,arrival,,1,12.78,27.34,,945.1,950.1
950.1,6771,10482,arrival,,1,39.47,41.54,,945.1,950.1
950.1,6388,10490,arrival,,1,18.25,33.18,,945.1,950.1
950.1,6781,10482,arrival,,2,28.14,40.58,,945.1,950.1
955.1,2049,10681,departure,2,2,427.36,12.98,70.0,950.1,955.1
955.1,5122,10483,arrival,,1,140.14,104.4,,950.1,955.1
955.1,6534,10482,departure,120,2,460.7,72.15,40.0,950.1,955.1
955.1,5271,10491,arrival,,1,110.54,94.11,,950.1,955.1
955.1,5275,10483,arrival,,1,88.46,108.98,,950.1,955.1
955.1,6824,10482,arrival,,1,37.6,41.47,,950.1,955.1
955.1,6445,10490,arrival,,1,41.86,34.82,,950.1,955.1
955.1,5812,10644,departure,120,1,959.6,80.1,80.0,950.1,955.1
