window_start_s,window_end_s,connector,kind,road,start_n_veh,end_n_veh,arrivals_veh,departures_veh,unresolved_absences_veh,stopped_veh,mean_speed_kmh,conservation_residual_veh
2340.1,2370.1,10483,offramp,FW_E,7,8,12,11,0,0,42.53625,0
2340.1,2370.1,10491,offramp,FW_W,2,5,9,6,0,0,65.538,0
2340.1,2370.1,10479,offramp,FW_W,2,2,7,7,0,0,80.85,0
2340.1,2370.1,10643,offramp,FW_E,19,20,7,6,0,10,25.5715,0
2340.1,2370.1,10682,offramp,FW_E,7,6,12,13,0,0,52.77333333333333,0
2340.1,2370.1,10638,offramp,FW_W,2,1,6,7,0,0,111.7,0
2340.1,2370.1,10645,offramp,FW_W,5,8,17,14,0,0,103.0725,0
2370.1,2400.1,10480,ramp,FW_W,0,1,3,2,0,0,32.07,0
2370.1,2400.1,10482,ramp,FW_W,25,30,26,21,0,0,40.00966666666667,0
2370.1,2400.1,10646,ramp,FW_W,5,8,7,4,0,0,52.37625,0
2370.1,2400.1,10644,ramp,FW_W,15,14,7,8,0,0,39.74071428571428,0
2370.1,2400.1,10639,ramp,FW_E,1,6,6,1,0,0,32.54333333333333,0
2370.1,2400.1,10681,ramp,FW_E,57,62,11,6,0,5,8.003225806451614,0
2370.1,2400.1,10490,ramp,FW_E,6,10,8,4,0,0,37.186,0
2370.1,2400.1,10484,ramp,FW_E,6,11,10,5,0,0,41.150909090909096,0
2370.1,2400.1,10481,offramp,FW_E,2,0,0,2,0,0,,0
2370.1,2400.1,10483,offramp,FW_E,8,6,12,14,0,0,57.065,0
2370.1,2400.1,10491,offramp,FW_W,5,2,5,8,0,0,58.235,0
2370.1,2400.1,10479,offramp,FW_W,2,1,8,9,0,0,67.16,0
2370.1,2400.1,10643,offramp,FW_E,20,19,5,6,0,6,18.57842105263158,0
2370.1,2400.1,10682,offramp,FW_E,6,7,17,16,0,0,75.75571428571428,0
2370.1,2400.1,10638,offramp,FW_W,1,6,9,4,0,0,105.83166666666666,0
2370.1,2400.1,10645,offramp,FW_W,8,3,11,16,0,0,106.61333333333334,0
2400.1,2430.1,10480,ramp,FW_W,1,0,4,5,0,0,,0
2400.1,2430.1,10482,ramp,FW_W,30,26,16,20,0,0,45.39923076923076,0
2400.1,2430.1,10646,ramp,FW_W,8,4,4,8,0,0,44.2875,0
2400.1,2430.1,10644,ramp,FW_W,14,11,0,3,0,0,34.691818181818185,0
2400.1,2430.1,10639,ramp,FW_E,6,6,4,4,0,0,45.278333333333336,0
2400.1,2430.1,10681,ramp,FW_E,62,59,8,11,0,4,8.332711864406779,0
2400.1,2430.1,10490,ramp,FW_E,10,8,6,8,0,0,25.2925,0
2400.1,2430.1,10484,ramp,FW_E,11,9,3,5,0,0,25.08555555555556,0
2400.1,2430.1,10481,offramp,FW_E,0,1,8,7,0,0,126.67,0
2400.1,2430.1,10483,offramp,FW_E,6,1,1,6,0,0,30.98,0
2400.1,2430.1,10491,offramp,FW_W,2,7,14,9,0,0,62.107142857142854,0
2400.1,2430.1,10479,offramp,FW_W,1,1,7,7,0,0,115.52,0
2400.1,2430.1,10643,offramp,FW_E,19,18,4,5,0,6,5.908333333333333,0
2400.1,2430.1,10682,offramp,FW_E,7,12,21,16,0,0,34.200833333333335,0
2400.1,2430.1,10638,offramp,FW_W,6,5,9,10,0,0,100.046,0
2400.1,2430.1,10645,offramp,FW_W,3,0,0,3,0,0,,0
2430.1,2460.1,10480,ramp,FW_W,0,1,3,2,0,0,68.55,0
2430.1,2460.1,10482,ramp,FW_W,26,33,21,14,0,0,38.233939393939394,0
2430.1,2460.1,10646,ramp,FW_W,4,3,1,2,0,0,65.23333333333333,0
2430.1,2460.1,10644,ramp,FW_W,11,12,3,2,0,0,55.35166666666667,0
2430.1,2460.1,10639,ramp,FW_E,6,3,2,5,0,0,58.68,0
2430.1,2460.1,10681,ramp,FW_E,59,53,3,9,0,7,8.12754716981132,0
2430.1,2460.1,10490,ramp,FW_E,8,8,7,7,0,0,43.34125,0
2430.1,2460.1,10484,ramp,FW_E,9,6,3,6,0,0,43.656666666666666,0
2430.1,2460.1,10481,offramp,FW_E,1,1,1,1,0,0,113.59,0
2430.1,2460.1,10483,offramp,FW_E,1,12,17,6,0,0,57.25583333333333,0
2430.1,2460.1,10491,offramp,FW_W,7,4,12,15,0,0,89.41,0
2430.1,2460.1,10479,offramp,FW_W,1,0,6,7,0,0,,0
2430.1,2460.1,10643,offramp,FW_E,18,16,6,8,0,1,15.93625,0
2430.1,2460.1,10682,offramp,FW_E,12,7,10,15,0,0,66.48428571428572,0
2430.1,2460.1,10638,offramp,FW_W,5,0,3,8,0,0,,0
2430.1,2460.1,10645,offramp,FW_W,0,1,13,12,0,0,112.18,0
2460.1,2490.1,10480,ramp,FW_W,1,1,1,1,0,0,43.66,0
2460.1,2490.1,10482,ramp,FW_W,33,31,19,21,0,0,38.44903225806452,0
2460.1,2490.1,10646,ramp,FW_W,3,1,1,3,0,0,44.45,0
2460.1,2490.1,10644,ramp,FW_W,12,13,10,9,0,0,40.66923076923077,0
2460.1,2490.1,10639,ramp,FW_E,3,1,1,3,0,0,43.62,0
2460.1,2490.1,10681,ramp,FW_E,53,54,12,11,0,10,8.875185185185185,0
2460.1,2490.1,10490,ramp,FW_E,8,6,5,7,0,0,36.75,0
2460.1,2490.1,10484,ramp,FW_E,6,7,5,4,0,0,47.75285714285714,0
2460.1,2490.1,10481,offramp,FW_E,1,1,2,2,0,0,112.68,0
2460.1,2490.1,10483,offramp,FW_E,12,6,8,14,0,0,63.46333333333333,0
2460.1,2490.1,10491,offramp,FW_W,4,1,9,12,0,0,87.22,0
2460.1,2490.1,10479,offramp,FW_W,0,2,4,2,0,0,95.69,0
2460.1,2490.1,10643,offramp,FW_E,16,17,5,4,0,16,6.250588235294117,0
2460.1,2490.1,10682,offramp,FW_E,7,3,9,13,0,0,69.96,0
2460.1,2490.1,10638,offramp,FW_W,0,1,8,7,0,0,121.91,0
2460.1,2490.1,10645,offramp,FW_W,1,2,12,11,0,0,125.88499999999999,0
2490.1,2520.1,10480,ramp,FW_W,1,0,5,6,0,0,,0
2490.1,2520.1,10482,ramp,FW_W,31,27,20,24,0,0,39.34925925925926,0
2490.1,2520.1,10646,ramp,FW_W,1,3,3,1,0,0,61.04333333333333,0
2490.1,2520.1,10644,ramp,FW_W,13,17,4,0,0,0,37.031176470588235,0
2490.1,2520.1,10639,ramp,FW_E,1,5,5,1,0,0,35.594,0
2490.1,2520.1,10681,ramp,FW_E,54,58,13,9,0,5,8.744137931034482,0
2490.1,2520.1,10490,ramp,FW_E,6,7,8,7,0,0,42.82285714285714,0
2490.1,2520.1,10484,ramp,FW_E,7,7,5,5,0,0,32.355714285714285,0
2490.1,2520.1,10481,offramp,FW_E,1,0,3,4,0,0,,0
2490.1,2520.1,10483,offramp,FW_E,6,2,7,11,0,0,76.32499999999999,0
2490.1,2520.1,10491,offramp,FW_W,1,8,17,10,0,0,77.955,0
2490.1,2520.1,10479,offramp,FW_W,2,1,6,7,0,0,77.92,0
2490.1,2520.1,10643,offramp,FW_E,17,19,4,2,0,9,21.367368421052632,0
2490.1,2520.1,10682,offramp,FW_E,3,5,5,3,0,0,91.524,0
2490.1,2520.1,10638,offramp,FW_W,1,2,4,3,0,0,88.9,0
2490.1,2520.1,10645,offramp,FW_W,2,0,5,7,0,0,,0
2520.1,2550.1,10480,ramp,FW_W,0,1,2,1,0,0,42.87,0
2520.1,2550.1,10482,ramp,FW_W,27,30,19,16,0,0,45.93666666666666,0
2520.1,2550.1,10646,ramp,FW_W,3,5,5,3,0,0,66.322,0
2520.1,2550.1,10644,ramp,FW_W,17,18,4,3,0,0,49.407222222222224,0
2520.1,2550.1,10639,ramp,FW_E,5,9,4,0,0,0,42.33,0
2520.1,2550.1,10681,ramp,FW_E,58,61,11,8,0,8,9.57688524590164,0
2520.1,2550.1,10490,ramp,FW_E,7,8,8,7,0,0,49.01125,0
2520.1,2550.1,10484,ramp,FW_E,7,8,5,4,0,0,51.277499999999996,0
2520.1,2550.1,10481,offramp,FW_E,0,2,2,0,0,0,72.295,0
2520.1,2550.1,10483,offramp,FW_E,2,2,13,13,0,0,84.37,0
2520.1,2550.1,10491,offramp,FW_W,8,4,7,11,0,0,69.755,0
2520.1,2550.1,10479,offramp,FW_W,1,3,8,6,0,0,91.66000000000001,0
2520.1,2550.1,10643,offramp,FW_E,19,23,8,4,0,20,13.727826086956522,0
2520.1,2550.1,10682,offramp,FW_E,5,6,18,17,0,0,115.42666666666666,0
2520.1,2550.1,10638,offramp,FW_W,2,0,3,5,0,0,,0
2520.1,2550.1,10645,offramp,FW_W,0,0,5,5,0,0,,0
2550.1,2580.1,10480,ramp,FW_W,1,2,5,4,0,0,34.004999999999995,0
2550.1,2580.1,10482,ramp,FW_W,30,31,24,23,0,0,42.4883870967742,0
2550.1,2580.1,10646,ramp,FW_W,5,1,1,5,0,0,97.88,0
2550.1,2580.1,10644,ramp,FW_W,18,15,6,9,0,0,40.04666666666667,0
2550.1,2580.1,10639,ramp,FW_E,9,8,8,9,0,0,37.1875,0
2550.1,2580.1,10681,ramp,FW_E,61,58,9,12,0,6,13.37948275862069,0
2550.1,2580.1,10490,ramp,FW_E,8,7,7,8,0,0,37.38142857142857,0
2550.1,2580.1,10484,ramp,FW_E,8,6,4,6,0,0,41.468333333333334,0
2550.1,2580.1,10481,offramp,FW_E,2,8,7,1,0,3,54.66375,0
2550.1,2580.1,10483,offramp,FW_E,2,5,10,7,0,0,65.69,0
2550.1,2580.1,10491,offramp,FW_W,4,5,10,9,0,0,85.16799999999999,0
2550.1,2580.1,10479,offramp,FW_W,3,3,7,7,0,0,96.81333333333333,0
2550.1,2580.1,10643,offramp,FW_E,23,23,4,4,0,20,8.882173913043479,0
2550.1,2580.1,10682,offramp,FW_E,6,6,13,13,0,0,88.88166666666666,0
2550.1,2580.1,10638,offramp,FW_W,0,1,9,8,0,0,102.24,0
2550.1,2580.1,10645,offramp,FW_W,0,2,10,8,0,0,112.92,0
2580.1,2610.1,10480,ramp,FW_W,2,2,5,5,0,0,34.185,0
2580.1,2610.1,10482,ramp,FW_W,31,29,18,20,0,0,37.26724137931034,0
2580.1,2610.1,10646,ramp,FW_W,1,4,4,1,0,0,42.7175,0
2580.1,2610.1,10644,ramp,FW_W,15,9,0,6,0,0,45.76555555555555,0
2580.1,2610.1,10639,ramp,FW_E,8,11,7,4,0,0,46.690909090909095,0
2580.1,2610.1,10681,ramp,FW_E,58,52,9,15,0,5,11.060384615384615,0
2580.1,2610.1,10490,ramp,FW_E,7,4,4,7,0,0,42.815,0
2580.1,2610.1,10484,ramp,FW_E,6,9,7,4,0,0,41.83555555555555,0
2580.1,2610.1,10481,offramp,FW_E,8,8,7,7,0,0,53.9025,0
2580.1,2610.1,10483,offramp,FW_E,5,8,16,13,0,0,105.47375,0
2580.1,2610.1,10491,offramp,FW_W,5,4,7,8,0,0,53.7425,0
2580.1,2610.1,10479,offramp,FW_W,3,2,8,9,0,0,111.92500000000001,0
2580.1,2610.1,10643,offramp,FW_E,23,21,6,8,0,9,3.1142857142857148,0
2580.1,2610.1,10682,offramp,FW_E,6,0,7,13,0,0,,0
2580.1,2610.1,10638,offramp,FW_W,1,2,5,4,0,0,112.7,0
2580.1,2610.1,10645,offramp,FW_W,2,7,16,11,0,0,102.29285714285713,0
2610.1,2640.1,10480,ramp,FW_W,2,0,0,2,0,0,,0
2610.1,2640.1,10482,ramp,FW_W,29,27,19,21,0,0,35.09111111111111,0
2610.1,2640.1,10646,ramp,FW_W,4,1,1,4,0,0,40.91,0
2610.1,2640.1,10644,ramp,FW_W,9,7,2,4,0,0,59.544285714285714,0
2610.1,2640.1,10639,ramp,FW_E,11,1,0,10,0,0,54.23,0
2610.1,2640.1,10681,ramp,FW_E,52,47,6,11,0,6,8.459574468085107,0
2610.1,2640.1,10490,ramp,FW_E,4,5,6,5,0,0,52.541999999999994,0
2610.1,2640.1,10484,ramp,FW_E,9,7,4,6,0,0,48.06,0
2610.1,2640.1,10481,offramp,FW_E,8,0,0,8,0,0,,0
2610.1,2640.1,10483,offramp,FW_E,8,1,8,15,0,0,119.31,0
2610.1,2640.1,10491,offramp,FW_W,4,2,8,10,0,0,73.315,0
2610.1,2640.1,10479,offramp,FW_W,2,1,1,2,0,0,92.43,0
2610.1,2640.1,10643,offramp,FW_E,21,21,3,3,0,21,0.0,0
2610.1,2640.1,10682,offramp,FW_E,0,5,5,0,0,0,96.322,0
2610.1,2640.1,10638,offramp,FW_W,2,4,10,8,0,0,109.6525,0
2610.1,2640.1,10645,offramp,FW_W,7,7,12,12,0,0,114.35857142857142,0
2640.1,2670.1,10480,ramp,FW_W,0,1,1,0,0,0,42.87,0
2640.1,2670.1,10482,ramp,FW_W,27,29,22,20,0,0,42.527931034482755,0
2640.1,2670.1,10646,ramp,FW_W,1,4,3,0,0,0,47.3275,0
2640.1,2670.1,10644,ramp,FW_W,7,5,3,5,0,0,43.184000000000005,0
2640.1,2670.1,10639,ramp,FW_E,1,6,6,1,0,0,33.16166666666667,0
2640.1,2670.1,10681,ramp,FW_E,47,48,10,9,0,2,9.2075,0
2640.1,2670.1,10490,ramp,FW_E,5,7,7,5,0,0,50.16142857142857,0
2640.1,2670.1,10484,ramp,FW_E,7,12,9,4,0,0,44.04833333333334,0
2640.1,2670.1,10481,offramp,FW_E,0,3,3,0,0,0,61.949999999999996,0
2640.1,2670.1,10483,offramp,FW_E,1,7,8,2,0,0,95.76142857142858,0
2640.1,2670.1,10491,offramp,FW_W,2,2,7,7,0,0,98.53999999999999,0
2640.1,2670.1,10479,offramp,FW_W,1,5,9,5,0,0,90.25399999999999,0
2640.1,2670.1,10643,offramp,FW_E,21,22,2,1,0,13,10.54590909090909,0
2640.1,2670.1,10682,offramp,FW_E,5,0,7,12,0,0,,0
2640.1,2670.1,10638,offramp,FW_W,4,1,3,6,0,0,114.67,0
2640.1,2670.1,10645,offramp,FW_W,7,2,9,14,0,0,112.955,0
2670.1,2700.1,10480,ramp,FW_W,1,2,3,2,0,0,46.815,0
2670.1,2700.1,10482,ramp,FW_W,29,22,16,23,0,0,48.13136363636364,0
2670.1,2700.1,10646,ramp,FW_W,4,2,1,3,0,0,58.629999999999995,0
2670.1,2700.1,10644,ramp,FW_W,5,13,10,2,0,0,35.603846153846156,0
2670.1,2700.1,10639,ramp,FW_E,6,0,0,6,0,0,,0
2670.1,2700.1,10681,ramp,FW_E,48,57,15,6,0,12,6.907894736842105,0
2670.1,2700.1,10490,ramp,FW_E,7,8,8,7,0,0,41.9525,0
2670.1,2700.1,10484,ramp,FW_E,12,10,6,8,0,0,39.873000000000005,0
2670.1,2700.1,10481,offramp,FW_E,3,2,0,1,0,2,0.0,0
2670.1,2700.1,10483,offramp,FW_E,7,3,6,10,0,0,70.95,0
2670.1,2700.1,10491,offramp,FW_W,2,2,5,5,0,0,93.73500000000001,0
2670.1,2700.1,10479,offramp,FW_W,5,2,7,10,0,0,97.565,0
2670.1,2700.1,10643,offramp,FW_E,22,10,4,16,0,4,15.985,0
2670.1,2700.1,10682,offramp,FW_E,0,6,16,10,0,0,26.361666666666668,0
2670.1,2700.1,10638,offramp,FW_W,1,0,5,6,0,0,,0
2670.1,2700.1,10645,offramp,FW_W,2,0,3,5,0,0,,0
2700.1,2730.1,10480,ramp,FW_W,2,1,4,5,0,0,42.96,0
2700.1,2730.1,10482,ramp,FW_W,22,26,22,18,0,0,41.19230769230769,0
2700.1,2730.1,10646,ramp,FW_W,2,3,3,2,0,0,48.98666666666667,0
2700.1,2730.1,10644,ramp,FW_W,13,21,8,0,0,0,37.52952380952381,0
2700.1,2730.1,10639,ramp,FW_E,0,9,9,0,0,0,35.11666666666667,0
2700.1,2730.1,10681,ramp,FW_E,57,59,9,7,0,8,9.55864406779661,0
2700.1,2730.1,10490,ramp,FW_E,8,4,4,8,0,0,33.754999999999995,0
2700.1,2730.1,10484,ramp,FW_E,10,3,1,8,0,0,37.79,0
2700.1,2730.1,10481,offramp,FW_E,2,4,2,0,0,2,33.019999999999996,0
2700.1,2730.1,10483,offramp,FW_E,3,1,10,12,0,0,66.04,0
2700.1,2730.1,10491,offramp,FW_W,2,3,10,9,0,0,82.41333333333334,0
2700.1,2730.1,10479,offramp,FW_W,2,5,9,6,0,0,92.894,0
2700.1,2730.1,10643,offramp,FW_E,10,4,3,9,0,0,48.5925,0
2700.1,2730.1,10682,offramp,FW_E,6,1,8,13,0,0,76.03,0
2700.1,2730.1,10638,offramp,FW_W,0,2,11,9,0,0,112.225,0
2700.1,2730.1,10645,offramp,FW_W,0,0,2,2,0,0,,0
2730.1,2760.1,10480,ramp,FW_W,1,1,1,1,0,0,40.58,0
2730.1,2760.1,10482,ramp,FW_W,26,26,18,18,0,0,45.85576923076923,0
2730.1,2760.1,10646,ramp,FW_W,3,1,2,4,0,0,40.61,0
2730.1,2760.1,10644,ramp,FW_W,21,24,6,3,0,0,36.805416666666666,0
2730.1,2760.1,10639,ramp,FW_E,9,7,5,7,0,0,47.07142857142857,0
2730.1,2760.1,10681,ramp,FW_E,59,54,4,9,0,5,8.16074074074074,0
2730.1,2760.1,10490,ramp,FW_E,4,4,4,4,0,0,43.53,0
2730.1,2760.1,10484,ramp,FW_E,3,5,5,3,0,0,44.43,0
2730.1,2760.1,10481,offramp,FW_E,4,1,3,6,0,0,106.35,0
2730.1,2760.1,10483,offramp,FW_E,1,8,12,5,0,0,69.2175,0
2730.1,2760.1,10491,offramp,FW_W,3,1,8,10,0,0,109.5,0
2730.1,2760.1,10479,offramp,FW_W,5,3,5,7,0,0,81.80333333333333,0
2730.1,2760.1,10643,offramp,FW_E,4,3,7,8,0,0,89.36,0
2730.1,2760.1,10682,offramp,FW_E,1,2,11,10,0,0,65.55,0
2730.1,2760.1,10638,offramp,FW_W,2,2,5,5,0,0,110.77,0
2730.1,2760.1,10645,offramp,FW_W,0,10,23,13,0,0,103.755,0
2760.1,2790.1,10480,ramp,FW_W,1,3,4,2,0,0,60.21333333333333,0
2760.1,2790.1,10482,ramp,FW_W,26,21,15,20,0,0,44.69,0
2760.1,2790.1,10646,ramp,FW_W,1,0,0,1,0,0,,0
2760.1,2790.1,10644,ramp,FW_W,24,19,6,11,0,0,42.66842105263158,0
2760.1,2790.1,10639,ramp,FW_E,7,4,3,6,0,0,40.07,0
2760.1,2790.1,10681,ramp,FW_E,54,52,9,11,0,1,8.302307692307693,0
2760.1,2790.1,10490,ramp,FW_E,4,9,7,2,0,0,34.60777777777778,0
2760.1,2790.1,10484,ramp,FW_E,5,5,3,3,0,0,52.896,0
2760.1,2790.1,10481,offramp,FW_E,1,1,1,1,0,0,115.56,0
2760.1,2790.1,10483,offramp,FW_E,8,1,4,11,0,0,32.53,0
2760.1,2790.1,10491,offramp,FW_W,1,6,10,5,0,0,63.5,0
2760.1,2790.1,10479,offramp,FW_W,3,0,3,6,0,0,,0
2760.1,2790.1,10643,offramp,FW_E,3,8,12,7,0,5,28.32875,0
2760.1,2790.1,10682,offramp,FW_E,2,5,9,6,0,0,56.77,0
2760.1,2790.1,10638,offramp,FW_W,2,1,6,7,0,0,117.5,0
2760.1,2790.1,10645,offramp,FW_W,10,4,18,24,0,0,111.725,0
2790.1,2820.1,10480,ramp,FW_W,3,0,1,4,0,0,,0
2790.1,2820.1,10482,ramp,FW_W,21,27,20,14,0,0,39.83148148148148,0
2790.1,2820.1,10646,ramp,FW_W,0,4,4,0,0,0,44.4625,0
2790.1,2820.1,10644,ramp,FW_W,19,21,9,7,0,0,36.80095238095238,0
2790.1,2820.1,10639,ramp,FW_E,4,6,6,4,0,0,34.44833333333333,0
2790.1,2820.1,10681,ramp,FW_E,52,52,9,9,0,4,8.535961538461539,0
2790.1,2820.1,10490,ramp,FW_E,9,10,9,8,0,0,39.062,0
2790.1,2820.1,10484,ramp,FW_E,5,6,6,5,0,0,54.80833333333334,0
2790.1,2820.1,10481,offramp,FW_E,1,6,6,1,0,0,95.71666666666665,0
2790.1,2820.1,10483,offramp,FW_E,1,0,6,7,0,0,,0
2790.1,2820.1,10491,offramp,FW_W,6,9,11,8,0,0,21.10111111111111,0
2790.1,2820.1,10479,offramp,FW_W,0,2,8,6,0,0,99.775,0
2790.1,2820.1,10643,offramp,FW_E,8,4,2,6,0,0,4.335,0
2790.1,2820.1,10682,offramp,FW_E,5,4,11,12,0,0,51.865,0
2790.1,2820.1,10638,offramp,FW_W,1,1,2,2,0,0,120.81,0
2790.1,2820.1,10645,offramp,FW_W,4,6,8,6,0,0,114.49833333333333,0
2820.1,2850.1,10480,ramp,FW_W,0,3,7,4,0,0,51.120000000000005,0
2820.1,2850.1,10482,ramp,FW_W,27,32,23,18,0,0,40.4071875,0
2820.1,2850.1,10646,ramp,FW_W,4,2,2,4,0,0,55.235,0
2820.1,2850.1,10644,ramp,FW_W,21,23,8,6,0,0,36.931304347826085,0
2820.1,2850.1,10639,ramp,FW_E,6,10,5,1,0,0,45.118,0
2820.1,2850.1,10681,ramp,FW_E,52,60,14,6,0,9,10.963,0
2820.1,2850.1,10490,ramp,FW_E,10,10,7,7,0,0,30.601999999999997,0
2820.1,2850.1,10484,ramp,FW_E,6,9,5,2,0,0,46.964444444444446,0
2820.1,2850.1,10481,offramp,FW_E,6,2,2,6,0,0,30.805,0
2820.1,2850.1,10483,offramp,FW_E,0,2,4,2,0,0,46.335,0
2820.1,2850.1,10491,offramp,FW_W,9,5,8,12,0,0,85.358,0
2820.1,2850.1,10479,offramp,FW_W,2,3,10,9,0,0,113.2,0
2820.1,2850.1,10643,offramp,FW_E,4,3,3,4,0,1,3.063333333333333,0
2820.1,2850.1,10682,offramp,FW_E,4,8,16,12,0,0,34.13125,0
2820.1,2850.1,10638,offramp,FW_W,1,2,7,6,0,0,109.18,0
2820.1,2850.1,10645,offramp,FW_W,6,2,10,14,0,0,90.77,0
2850.1,2880.1,10480,ramp,FW_W,3,1,3,5,0,0,60.61,0
2850.1,2880.1,10482,ramp,FW_W,32,28,18,22,0,0,41.901785714285715,0
2850.1,2880.1,10646,ramp,FW_W,2,3,3,2,0,0,53.34666666666667,0
2850.1,2880.1,10644,ramp,FW_W,23,25,6,4,0,0,37.374,0
2850.1,2880.1,10639,ramp,FW_E,10,4,4,10,0,0,35.527499999999996,0
2850.1,2880.1,10681,ramp,FW_E,60,63,13,10,0,9,9.583968253968253,0
2850.1,2880.1,10490,ramp,FW_E,10,7,5,8,0,0,30.3,0
2850.1,2880.1,10484,ramp,FW_E,9,5,3,7,0,0,36.238,0
2850.1,2880.1,10481,offramp,FW_E,2,5,3,0,0,4,0.774,0
2850.1,2880.1,10483,offramp,FW_E,2,1,7,8,0,0,70.94,0
2850.1,2880.1,10491,offramp,FW_W,5,6,11,10,0,0,53.32333333333333,0
2850.1,2880.1,10479,offramp,FW_W,3,3,8,8,0,0,85.42,0
2850.1,2880.1,10643,offramp,FW_E,3,5,5,3,0,0,57.758,0
2850.1,2880.1,10682,offramp,FW_E,8,5,6,9,0,0,81.138,0
2850.1,2880.1,10638,offramp,FW_W,2,3,5,4,0,0,112.91000000000001,0
2850.1,2880.1,10645,offramp,FW_W,2,4,12,10,0,0,110.34,0
2880.1,2910.1,10480,ramp,FW_W,1,1,1,1,0,0,34.71,0
2880.1,2910.1,10482,ramp,FW_W,28,27,18,19,0,0,43.19925925925926,0
2880.1,2910.1,10646,ramp,FW_W,3,3,3,3,0,0,74.95333333333333,0
2880.1,2910.1,10644,ramp,FW_W,25,17,2,10,0,0,37.010588235294115,0
2880.1,2910.1,10639,ramp,FW_E,4,6,2,0,0,0,38.708333333333336,0
2880.1,2910.1,10681,ramp,FW_E,63,58,8,13,0,9,8.930000000000001,0
2880.1,2910.1,10490,ramp,FW_E,7,7,7,7,0,0,47.33857142857143,0
2880.1,2910.1,10484,ramp,FW_E,5,9,7,3,0,0,44.87444444444444,0
2880.1,2910.1,10481,offramp,FW_E,5,2,2,5,0,0,115.31,0
2880.1,2910.1,10483,offramp,FW_E,1,9,9,1,0,0,53.69888888888889,0
2880.1,2910.1,10491,offramp,FW_W,6,2,11,15,0,0,83.50999999999999,0
2880.1,2910.1,10479,offramp,FW_W,3,0,1,4,0,0,,0
2880.1,2910.1,10643,offramp,FW_E,5,2,4,7,0,0,112.575,0
2880.1,2910.1,10682,offramp,FW_E,5,5,19,19,0,0,52.629999999999995,0
2880.1,2910.1,10638,offramp,FW_W,3,5,8,6,0,0,112.94200000000001,0
2880.1,2910.1,10645,offramp,FW_W,4,2,9,11,0,0,119.51,0
2910.1,2940.1,10480,ramp,FW_W,1,0,1,2,0,0,,0
2910.1,2940.1,10482,ramp,FW_W,27,30,21,18,0,0,40.74966666666667,0
2910.1,2940.1,10646,ramp,FW_W,3,1,0,2,0,0,69.08,0
2910.1,2940.1,10644,ramp,FW_W,17,17,3,3,0,0,51.36470588235294,0
2910.1,2940.1,10639,ramp,FW_E,6,3,3,6,0,0,42.666666666666664,0
2910.1,2940.1,10681,ramp,FW_E,58,57,10,11,0,8,9.352105263157895,0
2910.1,2940.1,10490,ramp,FW_E,7,2,3,8,0,0,51.525000000000006,0
2910.1,2940.1,10484,ramp,FW_E,9,12,8,5,0,0,49.36666666666667,0
2910.1,2940.1,10481,offramp,FW_E,2,0,2,4,0,0,,0
2910.1,2940.1,10483,offramp,FW_E,9,2,5,12,0,0,80.905,0
2910.1,2940.1,10491,offramp,FW_W,2,3,8,7,0,0,68.31666666666666,0
2910.1,2940.1,10479,offramp,FW_W,0,1,5,4,0,0,95.2,0
2910.1,2940.1,10643,offramp,FW_E,2,4,3,1,0,2,45.837500000000006,0
2910.1,2940.1,10682,offramp,FW_E,5,10,13,8,0,0,68.834,0
2910.1,2940.1,10638,offramp,FW_W,5,2,8,11,0,0,113.63499999999999,0
2910.1,2940.1,10645,offramp,FW_W,2,0,4,6,0,0,,0
2940.1,2970.1,10480,ramp,FW_W,0,0,1,1,0,0,,0
2940.1,2970.1,10482,ramp,FW_W,30,29,20,21,0,0,45.09206896551724,0
2940.1,2970.1,10646,ramp,FW_W,1,2,2,1,0,0,69.095,0
2940.1,2970.1,10644,ramp,FW_W,17,5,2,14,0,0,41.18,0
2940.1,2970.1,10639,ramp,FW_E,3,0,0,3,0,0,,0
2940.1,2970.1,10681,ramp,FW_E,57,56,12,13,0,7,10.174999999999999,0
2940.1,2970.1,10490,ramp,FW_E,2,5,5,2,0,0,46.132,0
2940.1,2970.1,10484,ramp,FW_E,12,12,6,6,0,0,43.979166666666664,0
2940.1,2970.1,10481,offramp,FW_E,0,1,1,0,0,0,52.02,0
2940.1,2970.1,10483,offramp,FW_E,2,9,9,2,0,0,57.059999999999995,0
2940.1,2970.1,10491,offramp,FW_W,3,4,13,12,0,0,88.5375,0
2940.1,2970.1,10479,offramp,FW_W,1,2,5,4,0,0,72.96,0
2940.1,2970.1,10643,offramp,FW_E,4,4,4,4,0,0,74.14,0
2940.1,2970.1,10682,offramp,FW_E,10,0,7,17,0,0,,0
2940.1,2970.1,10638,offramp,FW_W,2,1,4,5,0,0,110.69,0
2940.1,2970.1,10645,offramp,FW_W,0,5,13,8,0,0,117.272,0
2970.1,3000.1,10480,ramp,FW_W,0,3,6,3,0,0,47.82666666666666,0
2970.1,3000.1,10482,ramp,FW_W,29,31,21,19,0,0,45.913870967741936,0
2970.1,3000.1,10646,ramp,FW_W,2,7,7,2,0,0,57.728571428571435,0
2970.1,3000.1,10644,ramp,FW_W,5,8,3,0,0,0,39.1275,0
2970.1,3000.1,10639,ramp,FW_E,0,6,6,0,0,0,30.956666666666667,0
2970.1,3000.1,10681,ramp,FW_E,56,58,10,8,0,8,9.257241379310344,0
2970.1,3000.1,10490,ramp,FW_E,5,7,7,5,0,0,32.38428571428572,0
