sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,6,0,54.644834
15,15.000000,0,0.000000,0,72,0,54.447923
30,15.000000,3,720.000000,0,126,0,53.668360
45,15.000000,32,7680.000000,13,176,5,43.947929
60,15.000000,24,5760.000000,29,231,10,39.285323
75,15.000000,46,11040.000000,53,284,1,37.462371
90,15.000000,54,12960.000000,86,324,9,35.105236
105,15.000000,50,12000.000000,110,366,9,31.562642
120,15.000000,41,9840.000000,127,406,16,25.613237
135,15.000000,43,10320.000000,137,438,20,22.154024
150,15.000000,49,11760.000000,159,471,33,20.969034
165,15.000000,48,11520.000000,187,480,44,19.546021
180,15.000000,34,8160.000000,209,514,48,17.341516
195,15.000000,47,11280.000000,212,576,42,16.536885
210,15.000000,60,14400.000000,244,605,44,17.016213
225,15.000000,45,10800.000000,278,624,43,14.404887
240,15.000000,28,6720.000000,302,638,42,13.524022
255,15.000000,36,8640.000000,317,648,44,11.676732
270,15.000000,38,9120.000000,340,680,50,11.315697
285,15.000000,35,8400.000000,365,701,54,10.325941
300,15.000000,45,10800.000000,383,728,59,9.553323
315,15.000000,56,13440.000000,402,767,45,9.625776
330,15.000000,52,12480.000000,423,773,38,10.009900
345,15.000000,48,11520.000000,432,767,37,9.164840
360,15.000000,53,12720.000000,437,764,42,8.446761
375,15.000000,38,9120.000000,444,766,48,8.542674
390,15.000000,51,12240.000000,460,770,50,7.809898
405,15.000000,31,7440.000000,480,767,55,7.569354
420,15.000000,48,11520.000000,502,777,55,7.060471
435,15.000000,32,7680.000000,518,778,48,7.083486
450,15.000000,53,12720.000000,526,808,44,7.917666
465,15.000000,38,9120.000000,538,824,39,7.020764
480,15.000000,34,8160.000000,542,828,39,6.034271
495,15.000000,40,9600.000000,542,815,43,5.542911
510,15.000000,61,14640.000000,553,820,48,5.816274
525,15.000000,43,10320.000000,570,834,57,5.309546
540,15.000000,50,12000.000000,585,828,58,4.845550
555,15.000000,38,9120.000000,584,830,51,5.804568
570,15.000000,42,10080.000000,597,852,44,6.981860
585,15.000000,30,7200.000000,603,871,41,6.642126
600,15.000000,29,6960.000000,612,858,41,5.583905
615,15.000000,25,6000.000000,622,849,44,5.138908
630,15.000000,57,13680.000000,619,833,52,4.920678
645,15.000000,44,10560.000000,621,844,54,4.474164
660,15.000000,27,6480.000000,634,867,57,4.431969
675,15.000000,23,5520.000000,633,882,57,4.530647
690,15.000000,48,11520.000000,645,907,43,5.661222
705,15.000000,30,7200.000000,645,901,45,5.735407
720,15.000000,34,8160.000000,661,888,43,4.998539
735,15.000000,33,7920.000000,665,885,44,4.854143
750,15.000000,42,10080.000000,664,872,49,4.643642
765,15.000000,35,8400.000000,667,884,57,4.305108
780,15.000000,29,6960.000000,673,893,62,3.859391
795,15.000000,37,8880.000000,679,897,64,3.620121
810,15.000000,49,11760.000000,689,918,42,4.616924
825,15.000000,42,10080.000000,692,914,41,4.878166
840,15.000000,27,6480.000000,702,908,39,4.464801
855,15.000000,27,6480.000000,709,902,42,3.550914
870,15.000000,43,10320.000000,708,885,48,3.494460
885,15.000000,35,8400.000000,711,902,50,3.479662
900,15.000000,32,7680.000000,716,912,54,3.222167
