sim_sec,connector,lane,count,stopped_below5,mean_speed_kph,minimum_stopped_front_position_m,maximum_stopped_front_position_m
3193.0,10682,1,23,12,6.82391304347826,23.27,204.31
3194.0,10639,1,3,0,43.06333333333333,,
3194.0,10682,1,23,12,6.334347826086956,54.04,198.04
3195.0,10639,1,3,0,41.75666666666667,,
3195.0,10682,1,23,11,7.1286956521739135,10.53,198.85
3196.0,10639,1,3,0,39.78333333333333,,
3196.0,10682,1,23,14,5.719130434782608,42.46,224.45
3197.0,10639,1,3,0,40.25,,
3197.0,10682,1,22,11,6.528181818181818,43.31,192.46
3198.0,10639,1,2,0,42.754999999999995,,
3198.0,10682,1,22,12,5.694090909090909,43.62,185.45
3199.0,10639,1,2,0,42.754999999999995,,
3199.0,10682,1,22,11,5.6422727272727276,37.4,185.94
3200.0,10639,1,2,0,42.754999999999995,,
3200.0,10682,1,23,14,5.538695652173913,25.26,222.58
3201.0,10639,1,2,0,42.754999999999995,,
3201.0,10682,1,23,12,7.323913043478262,25.7,216.32
3202.0,10639,1,2,0,42.754999999999995,,
3202.0,10682,1,23,14,5.890434782608695,25.85,224.81
3203.0,10639,1,2,0,42.754999999999995,,
3203.0,10682,1,24,12,6.5575,25.89,225.13
3204.0,10639,1,2,0,36.635,,
3204.0,10682,1,23,14,5.112608695652174,19.08,218.91
3205.0,10639,1,2,0,31.175,,
3205.0,10682,1,24,10,7.020833333333333,12.21,220.01
3206.0,10639,1,2,0,26.575,,
3206.0,10682,1,24,13,5.419583333333333,13.27,221.11
3207.0,10639,1,2,1,23.405,318.75,318.75
3207.0,10682,1,24,12,6.335833333333333,7.49,221.26
3208.0,10639,1,2,1,18.285,319.35,319.35
3208.0,10682,1,24,13,5.387083333333333,8.37,221.79
3209.0,10639,1,2,1,13.975,320.03,320.03
3209.0,10682,1,24,13,5.429583333333333,8.49,215.16
3210.0,10639,1,1,0,21.41,,
3210.0,10682,1,23,11,5.7495652173913046,8.49,208.43
3211.0,10639,1,1,0,21.41,,
3211.0,10682,1,23,10,5.6808695652173915,8.49,209.15
3212.0,10639,1,1,0,11.43,,
3212.0,10682,1,24,11,6.297083333333333,8.49,209.73
3213.0,10639,1,1,1,0.0,320.27,320.27
3213.0,10682,1,24,10,6.8075,2.05,203.08
3214.0,10639,1,1,1,0.0,320.27,320.27
3214.0,10682,1,24,12,5.914583333333333,2.4,203.53
3215.0,10639,1,1,1,0.0,320.27,320.27
3215.0,10682,1,23,9,7.65304347826087,2.77,184.25
3216.0,10639,1,1,1,0.0,320.27,320.27
3216.0,10682,1,23,10,6.9195652173913045,2.85,184.9
3217.0,10639,1,1,1,0.0,320.27,320.27
3217.0,10682,1,23,9,7.775652173913044,2.85,185.86
3218.0,10639,1,1,1,0.0,320.27,320.27
3218.0,10682,1,23,10,7.23304347826087,2.85,222.98
3219.0,10639,1,1,1,0.0,320.27,320.27
3219.0,10682,1,23,8,7.339565217391304,37.25,180.56
3220.0,10639,1,1,1,0.0,320.27,320.27
3220.0,10682,1,23,10,7.7,30.77,181.31
3221.0,10639,1,1,1,0.0,320.27,320.27
3221.0,10682,1,22,10,7.565454545454545,31.14,204.26
3222.0,10639,1,1,1,0.0,320.27,320.27
3222.0,10682,1,22,12,7.663181818181818,25.02,205.44
3223.0,10639,1,1,1,1.91,320.54,320.54
3223.0,10682,1,22,11,6.090454545454546,17.76,206.5
3224.0,10639,1,0,0,,,
3224.0,10682,1,21,10,6.723809523809523,25.46,199.99
3225.0,10639,1,0,0,,,
3225.0,10682,1,21,11,6.6676190476190484,19.2,200.39
3226.0,10639,1,0,0,,,
3226.0,10682,1,22,10,8.58,19.45,214.26
3227.0,10639,1,0,0,,,
3227.0,10682,1,22,7,8.566818181818181,19.47,159.07
3228.0,10639,1,0,0,,,
3228.0,10682,1,22,6,9.174999999999999,19.47,149.02
3229.0,10639,1,1,0,34.34,,
3229.0,10682,1,22,9,7.565454545454545,12.71,155.02
3230.0,10639,1,1,0,33.23,,
3230.0,10682,1,21,8,7.411904761904762,13.19,214.11
3231.0,10639,1,1,0,33.23,,
3231.0,10682,1,21,7,8.027619047619046,13.32,149.02
3232.0,10639,1,2,0,34.44499999999999,,
3232.0,10682,1,22,10,8.418636363636365,13.32,217.99
3233.0,10639,1,2,0,34.894999999999996,,
3233.0,10682,1,22,7,7.127727272727273,6.27,209.27
3234.0,10639,1,2,0,34.76,,
3234.0,10682,1,22,7,8.587727272727273,6.27,209.27
3235.0,10639,1,2,0,34.625,,
3235.0,10682,1,22,7,8.384545454545455,53.51,187.57
3236.0,10639,1,2,0,34.489999999999995,,
3236.0,10682,1,21,8,9.205714285714285,47.21,187.57
3237.0,10639,1,2,0,34.36,,
3237.0,10682,1,22,11,6.508636363636364,47.64,182.84
3238.0,10639,1,2,0,34.23,,
3238.0,10682,1,22,8,8.374545454545455,47.65,202.14
3239.0,10639,1,2,0,34.099999999999994,,
3239.0,10682,1,23,10,7.497391304347826,40.73,223.3
3240.0,10639,1,2,0,33.974999999999994,,
3240.0,10682,1,23,5,9.748260869565216,36.48,138.95
3241.0,10639,1,2,0,33.974999999999994,,
3241.0,10682,1,22,9,6.8172727272727265,36.52,189.09
3242.0,10639,1,2,0,33.974999999999994,,
3242.0,10682,1,22,9,7.874545454545455,36.52,190.16
3243.0,10639,1,3,0,32.736666666666665,,
3243.0,10682,1,22,8,6.572272727272727,29.1,221.54
3244.0,10639,1,3,0,32.766666666666666,,
3244.0,10682,1,23,10,7.5947826086956525,23.62,221.81
3245.0,10639,1,3,0,32.46666666666667,,
3245.0,10682,1,23,11,7.666956521739131,24.09,222.35
3246.0,10639,1,3,0,32.166666666666664,,
3246.0,10682,1,23,13,6.9943478260869565,24.19,216.45
3247.0,10639,1,3,0,32.166666666666664,,
3247.0,10682,1,24,12,6.7562500000000005,16.97,225.73
3248.0,10639,1,3,0,32.166666666666664,,
3248.0,10682,1,24,12,6.54375,9.1,225.73
3249.0,10639,1,4,0,33.1325,,
3249.0,10682,1,23,13,6.4247826086956525,17.82,219.68
3250.0,10639,1,4,0,34.5575,,
3250.0,10682,1,24,12,7.117083333333333,11.12,206.21
3251.0,10639,1,4,0,34.5575,,
3251.0,10682,1,24,12,6.562083333333334,11.12,214.59
3252.0,10639,1,4,0,34.5575,,
3252.0,10682,1,23,12,6.923913043478261,4.69,215.85
3253.0,10639,1,4,0,34.5575,,
3253.0,10682,1,23,10,7.230869565217391,5.11,217.11
3254.0,10639,1,4,0,34.39,,
3254.0,10682,1,23,10,6.962608695652174,56.36,209.86
3255.0,10639,1,5,0,35.501999999999995,,
3255.0,10682,1,23,11,6.702608695652174,56.73,210.4
3256.0,10639,1,5,0,35.284000000000006,,
3256.0,10682,1,22,10,7.658181818181817,50.5,205.21
3257.0,10639,1,5,0,35.88,,
3257.0,10682,1,23,10,6.737826086956522,50.85,205.96
3258.0,10639,1,5,0,35.88,,
3258.0,10682,1,23,11,8.054347826086957,44.12,199.41
3259.0,10639,1,6,0,36.88666666666666,,
3259.0,10682,1,23,13,7.350434782608696,37.15,200.39
3260.0,10639,1,6,0,37.593333333333334,,
3260.0,10682,1,23,12,8.26304347826087,30.34,194.11
3261.0,10639,1,7,0,36.85,,
3261.0,10682,1,23,12,7.988695652173914,31.3,195.38
3262.0,10639,1,7,0,35.40857142857143,,
3262.0,10682,1,22,12,7.951363636363637,24.83,189.05
3263.0,10639,1,7,0,33.11571428571428,,
3263.0,10682,1,23,14,7.738260869565217,18.19,190.18
3264.0,10639,1,7,0,29.478571428571428,,
3264.0,10682,1,23,10,8.322173913043478,18.29,183.38
3265.0,10639,1,7,0,28.465714285714284,,
3265.0,10682,1,22,12,6.297272727272727,18.29,183.45
3266.0,10639,1,6,1,30.755,306.68,306.68
3266.0,10682,1,23,10,8.284782608695652,12.46,177.41
3267.0,10639,1,6,0,30.87,,
3267.0,10682,1,23,11,7.702173913043478,12.46,177.34
3268.0,10639,1,6,0,32.88833333333333,,
3268.0,10682,1,23,11,7.921739130434782,5.82,177.34
3269.0,10639,1,6,1,29.935000000000002,313.15,313.15
3269.0,10682,1,23,13,6.7504347826086954,6.91,177.34
3270.0,10639,1,6,1,29.935000000000002,313.15,313.15
3270.0,10682,1,23,12,7.32304347826087,0.85,171.6
3271.0,10639,1,6,1,29.935000000000002,313.15,313.15
3271.0,10682,1,23,11,6.913478260869565,1.48,165.61
3272.0,10639,1,6,1,31.645,313.54,313.54
3272.0,10682,1,23,11,6.6717391304347835,1.68,221.85
3273.0,10639,1,6,0,34.833333333333336,,
3273.0,10682,1,23,12,7.5086956521739125,1.72,222.09
3274.0,10639,1,6,0,35.445,,
3274.0,10682,1,23,14,6.95,2.19,222.56
3275.0,10639,1,5,0,39.498000000000005,,
3275.0,10682,1,23,12,7.863043478260869,2.33,216.4
3276.0,10639,1,5,0,39.498000000000005,,
3276.0,10682,1,22,12,7.982727272727273,9.09,217.31
3277.0,10639,1,5,0,38.384,,
3277.0,10682,1,22,11,7.504545454545454,4.81,210.98
3278.0,10639,1,5,0,35.025999999999996,,
3278.0,10682,1,22,12,7.944090909090909,4.81,212.04
3279.0,10639,1,5,0,31.854000000000003,,
3279.0,10682,1,22,9,7.781363636363636,38.42,225.59
3280.0,10639,1,5,1,26.907999999999998,298.35,298.35
3280.0,10682,1,21,11,7.360952380952382,24.72,205.77
3281.0,10639,1,5,1,18.312,298.35,298.35
3281.0,10682,1,21,11,7.33952380952381,25.72,199.38
3282.0,10639,1,5,2,13.107999999999999,291.3,314.75
3282.0,10682,1,22,10,8.427727272727273,25.93,221.41
3283.0,10639,1,5,3,10.972,285.9,315.15
3283.0,10682,1,22,11,7.616818181818181,19.35,193.28
3284.0,10639,1,5,3,8.158,286.05,315.22
3284.0,10682,1,21,10,7.5547619047619055,19.84,193.28
3285.0,10639,1,5,2,9.224,286.05,315.89
3285.0,10682,1,22,12,7.157727272727272,13.22,180.35
3286.0,10639,1,5,1,9.772,305.09,305.09
3286.0,10682,1,22,9,8.095454545454546,13.73,180.74
3287.0,10639,1,4,2,7.8625,298.96,305.21
3287.0,10682,1,21,12,7.03952380952381,6.87,175.5
3288.0,10639,1,4,2,7.9425,293.44,298.96
3288.0,10682,1,21,10,7.920476190476189,7.32,175.5
3289.0,10639,1,4,3,3.0,288.52,299.1
3289.0,10682,1,21,11,7.648095238095237,7.48,168.74
3290.0,10639,1,4,2,5.55,288.52,293.45
3290.0,10682,1,21,11,7.600476190476191,0.92,169.41
3291.0,10639,1,4,2,4.4625,288.52,293.59
3291.0,10682,1,21,9,7.854761904761904,1.26,128.32
3292.0,10639,1,4,2,5.8225,288.52,315.51
3292.0,10682,1,21,8,8.007619047619048,1.4,128.32
3293.0,10639,1,4,3,2.9725,288.64,315.51
3293.0,10682,1,21,9,8.39857142857143,1.41,121.9
3294.0,10639,1,4,1,7.3025,315.51,315.51
3294.0,10682,1,21,8,8.654285714285715,1.41,169.51
3295.0,10639,1,4,1,8.045,309.84,309.84
3295.0,10682,1,20,9,8.614,1.41,162.58
3296.0,10639,1,5,2,10.873999999999999,305.05,309.84
3296.0,10682,1,20,7,9.4675,1.41,163.32
3297.0,10639,1,5,3,9.22,298.55,320.3
3297.0,10682,1,20,7,9.2325,1.41,117.11
3298.0,10639,1,5,4,7.364,299.43,320.3
3298.0,10682,1,20,6,11.109,63.82,222.3
3299.0,10639,1,6,3,13.205,299.71,320.3
3299.0,10682,1,20,8,9.1685,56.99,223.39
3300.0,10639,1,6,3,12.233333333333334,299.76,320.3
3300.0,10682,1,20,6,10.3885,58.17,103.61
3301.0,10639,1,6,4,10.998333333333333,299.88,320.3
3301.0,10682,1,19,6,9.49736842105263,58.26,104.34
3302.0,10639,1,6,3,12.428333333333333,309.36,320.3
3302.0,10682,1,20,6,9.272,52.44,220.26
3303.0,10639,1,6,4,11.363333333333335,303.2,320.3
3303.0,10682,1,20,8,8.8615,47.13,220.7
3304.0,10639,1,7,4,14.977142857142857,303.85,320.3
3304.0,10682,1,20,5,8.898,47.13,91.13
3305.0,10639,1,7,4,14.977142857142857,304.03,320.3
3305.0,10682,1,20,9,7.218999999999999,40.09,223.29
3306.0,10639,1,7,4,14.97,304.03,320.3
3306.0,10682,1,20,5,8.443999999999999,40.76,93.19
3307.0,10639,1,7,4,14.97,304.03,320.3
3307.0,10682,1,20,7,7.685,41.0,217.71
3308.0,10639,1,7,4,14.97,304.03,320.3
3308.0,10682,1,20,7,9.065999999999999,34.28,219.05
3309.0,10639,1,7,4,14.97,304.03,320.3
3309.0,10682,1,20,7,7.8790000000000004,34.79,219.17
3310.0,10639,1,7,4,14.84142857142857,304.03,320.3
3310.0,10682,1,20,7,8.299,35.03,219.6
3311.0,10639,1,7,4,14.712857142857143,304.03,320.3
3311.0,10682,1,20,7,7.37,35.23,220.46
3312.0,10639,1,7,4,14.505714285714287,304.03,320.3
3312.0,10682,1,21,8,8.456666666666667,29.58,214.36
3313.0,10639,1,7,4,14.281428571428572,304.03,320.3
3313.0,10682,1,20,8,8.3245,29.58,215.46
3314.0,10639,1,7,4,14.035714285714286,304.03,320.3
3314.0,10682,1,20,5,8.6785,41.15,201.64
3315.0,10639,1,7,4,13.894285714285713,304.03,320.3
3315.0,10682,1,21,6,9.567619047619049,41.79,202.0
3316.0,10639,1,7,4,14.327142857142857,304.03,320.3
3316.0,10682,1,21,7,8.257619047619048,41.99,222.58
3317.0,10639,1,7,4,14.327142857142857,304.03,320.3
3317.0,10682,1,21,5,8.897619047619047,35.75,216.18
3318.0,10639,1,7,4,14.327142857142857,304.03,320.3
3318.0,10682,1,21,9,8.125714285714285,29.55,217.5
3319.0,10639,1,7,4,14.327142857142857,304.03,320.3
3319.0,10682,1,21,9,8.41,29.55,218.83
3320.0,10639,1,6,3,15.398333333333333,304.03,314.61
3320.0,10682,1,21,10,7.468571428571429,21.98,212.16
3321.0,10639,1,6,3,14.081666666666665,304.03,314.61
3321.0,10682,1,22,9,8.99409090909091,22.91,221.36
3322.0,10639,1,6,3,13.068333333333333,304.03,314.87
3322.0,10682,1,22,9,9.322272727272727,3.82,207.26
3323.0,10639,1,6,3,13.068333333333333,304.03,315.37
3323.0,10682,1,22,10,8.894545454545455,5.18,208.21
3324.0,10639,1,6,3,13.723333333333334,304.33,315.88
3324.0,10682,1,21,9,9.108571428571429,17.31,208.99
3325.0,10639,1,6,3,13.511666666666665,304.79,315.89
3325.0,10682,1,21,5,11.858571428571429,38.07,193.95
3326.0,10639,1,6,3,13.115,305.25,315.89
3326.0,10682,1,21,7,9.875238095238094,16.45,193.95
3327.0,10639,1,6,3,14.748333333333333,305.27,315.89
3327.0,10682,1,21,6,9.979999999999999,24.94,181.26
3328.0,10639,1,6,3,15.351666666666667,305.27,315.89
3328.0,10682,1,22,8,10.0,19.4,225.58
3329.0,10639,1,6,3,16.53,305.38,315.89
3329.0,10682,1,21,9,10.231904761904762,19.43,192.3
3330.0,10639,1,6,3,15.908333333333333,305.39,316.02
3330.0,10682,1,21,10,7.801428571428572,19.43,209.52
3331.0,10639,1,6,2,14.023333333333333,305.4,310.89
3331.0,10682,1,21,11,7.869999999999999,12.95,204.16
3332.0,10639,1,6,3,8.383333333333333,305.59,318.36
3332.0,10682,1,21,12,7.939523809523809,13.82,223.81
3333.0,10639,1,6,4,5.465,286.41,318.73
3333.0,10682,1,21,9,9.687619047619048,14.35,216.96
3334.0,10639,1,6,5,2.736666666666667,279.39,319.55
3334.0,10682,1,21,8,9.108571428571429,15.02,217.57
3335.0,10639,1,6,5,1.8783333333333332,280.3,319.6
3335.0,10682,1,21,9,9.42047619047619,15.16,210.65
3336.0,10639,1,6,4,3.543333333333333,280.95,319.96
3336.0,10682,1,21,8,9.477142857142857,8.1,220.88
3337.0,10639,1,5,4,3.1079999999999997,281.36,315.28
3337.0,10682,1,22,9,9.759090909090908,1.6,220.88
3338.0,10639,1,5,3,5.258,302.79,316.1
3338.0,10682,1,22,9,8.196363636363635,1.79,186.9
3339.0,10639,1,5,4,3.196,291.86,316.14
3339.0,10682,1,22,9,8.631818181818183,1.8,215.6
3340.0,10639,1,5,5,0.312,285.62,316.14
3340.0,10682,1,21,9,8.23047619047619,114.87,216.86
3341.0,10639,1,5,4,2.112,286.27,316.14
3341.0,10682,1,21,9,8.994761904761905,13.22,201.22
3342.0,10639,1,5,5,0.9380000000000001,287.57,316.14
3342.0,10682,1,21,10,8.003809523809524,6.92,202.09
3343.0,10639,1,5,5,0.33399999999999996,287.69,316.14
3343.0,10682,1,20,10,8.359,7.16,202.72
3344.0,10639,1,5,5,0.0,287.69,316.14
3344.0,10682,1,21,9,8.501904761904761,0.48,203.22
3345.0,10639,1,5,5,0.0,287.69,316.14
3345.0,10682,1,21,9,8.706190476190475,0.48,195.62
3346.0,10639,1,5,5,0.36,287.69,316.27
3346.0,10682,1,21,9,9.323333333333332,91.06,224.66
3347.0,10639,1,5,5,0.8360000000000001,287.69,316.97
3347.0,10682,1,21,11,9.118571428571428,91.38,225.21
3348.0,10639,1,5,5,0.45200000000000007,287.69,317.22
3348.0,10682,1,20,12,9.2195,85.32,217.71
3349.0,10639,1,5,5,1.2280000000000002,287.69,317.4
3349.0,10682,1,20,9,9.437000000000001,85.67,218.99
3350.0,10639,1,5,5,0.7200000000000001,287.69,317.45
3350.0,10682,1,20,9,9.75,79.15,185.49
3351.0,10639,1,5,5,0.47000000000000003,287.69,317.46
3351.0,10682,1,20,8,10.081,79.54,222.1
3352.0,10639,1,6,4,9.405,287.89,312.52
3352.0,10682,1,20,11,6.8549999999999995,72.64,222.52
3353.0,10639,1,5,3,10.278,288.26,306.34
3353.0,10682,1,21,8,8.002857142857144,73.07,215.71
3354.0,10639,1,5,3,11.41,288.75,306.93
3354.0,10682,1,20,10,6.8205,67.07,216.75
3355.0,10639,1,5,2,12.818000000000001,288.89,294.79
3355.0,10682,1,20,9,7.6975,60.85,217.79
3356.0,10639,1,4,1,15.200000000000001,288.91,288.91
3356.0,10682,1,21,8,8.290000000000001,61.16,203.54
3357.0,10639,1,4,1,18.1825,289.14,289.14
3357.0,10682,1,21,10,6.758095238095238,61.21,220.23
3358.0,10639,1,4,0,20.98,,
3358.0,10682,1,21,13,6.221904761904762,61.21,220.54
3359.0,10639,1,4,1,20.552500000000002,320.49,320.49
3359.0,10682,1,21,10,6.7352380952380955,61.21,214.15
3360.0,10639,1,4,2,14.635000000000002,308.86,320.49
3360.0,10682,1,20,10,7.553,54.49,214.39
3361.0,10639,1,4,3,10.46,304.07,320.49
3361.0,10682,1,20,7,8.218,54.98,209.02
3362.0,10639,1,5,3,14.866000000000003,304.07,320.49
3362.0,10682,1,21,8,8.204285714285714,55.33,209.59
3363.0,10639,1,5,3,14.425999999999998,304.07,320.49
3363.0,10682,1,21,11,7.815714285714286,49.72,220.5
3364.0,10639,1,5,3,14.425999999999998,304.07,320.49
3364.0,10682,1,21,10,7.34904761904762,49.72,221.17
3365.0,10639,1,6,3,17.338333333333335,304.07,320.49
3365.0,10682,1,22,10,8.871818181818183,84.17,215.39
3366.0,10639,1,6,3,17.316666666666666,304.07,320.49
3366.0,10682,1,21,9,8.97,77.33,215.98
3367.0,10639,1,6,3,17.166666666666668,304.07,320.49
3367.0,10682,1,21,9,10.061904761904762,77.87,209.48
3368.0,10639,1,6,3,17.016666666666666,304.07,320.49
3368.0,10682,1,21,10,8.302380952380952,71.36,210.23
3369.0,10639,1,6,3,16.866666666666667,304.07,320.49
3369.0,10682,1,20,11,6.564,72.1,202.8
3370.0,10639,1,5,2,20.240000000000002,304.07,308.86
3370.0,10682,1,21,11,8.153809523809523,58.85,203.75
3371.0,10639,1,5,2,20.240000000000002,304.07,308.86
3371.0,10682,1,21,12,7.258095238095239,53.07,178.09
3372.0,10639,1,6,2,23.771666666666665,304.07,308.97
3372.0,10682,1,21,13,6.8376190476190475,53.84,202.48
3373.0,10639,1,6,2,24.115,304.07,309.36
3373.0,10682,1,20,11,6.572,54.22,172.02
3374.0,10639,1,6,2,24.566666666666666,304.07,309.91
3374.0,10682,1,21,9,7.859047619047619,54.25,172.02
3375.0,10639,1,6,2,25.194999999999997,304.23,310.82
3375.0,10682,1,21,9,8.475238095238094,54.25,165.96
3376.0,10639,1,6,2,25.194999999999997,304.55,312.1
3376.0,10682,1,21,11,7.907619047619048,47.07,223.26
3377.0,10639,1,6,1,22.485,305.24,305.24
3377.0,10682,1,21,11,6.818095238095238,47.68,216.86
3378.0,10639,1,6,1,21.971666666666668,306.28,306.28
3378.0,10682,1,21,11,7.286666666666666,47.95,226.4
3379.0,10639,1,6,1,22.121666666666666,307.46,307.46
3379.0,10682,1,21,11,6.123809523809523,47.95,226.4
3380.0,10639,1,6,2,18.471666666666668,303.38,318.62
3380.0,10682,1,21,11,8.28,41.81,219.97
3381.0,10639,1,6,2,18.695,303.38,318.62
3381.0,10682,1,21,12,7.368095238095238,42.46,220.91
3382.0,10639,1,6,3,18.22,303.74,318.78
3382.0,10682,1,21,10,7.509047619047619,42.64,214.35
3383.0,10639,1,6,2,19.326666666666664,313.02,319.52
3383.0,10682,1,21,11,7.307619047619048,42.64,223.89
3384.0,10639,1,6,3,17.413333333333334,306.33,319.62
3384.0,10682,1,21,10,7.520476190476191,42.64,224.23
3385.0,10639,1,6,3,17.831666666666667,306.34,319.68
3385.0,10682,1,21,12,6.777619047619048,36.09,224.48
3386.0,10639,1,6,3,17.113333333333333,306.48,320.31
3386.0,10682,1,21,11,7.044761904761905,36.94,218.25
3387.0,10639,1,5,2,16.994,307.02,314.87
3387.0,10682,1,21,11,9.032857142857143,37.69,218.87
3388.0,10639,1,5,2,15.307999999999998,308.05,314.99
3388.0,10682,1,21,11,8.153809523809523,92.3,219.5
3389.0,10639,1,6,2,19.796666666666667,309.28,315.38
3389.0,10682,1,21,11,7.799047619047619,86.24,212.81
3390.0,10639,1,6,2,19.906666666666666,309.38,316.19
3390.0,10682,1,22,12,8.652727272727274,86.24,213.61
3391.0,10639,1,6,2,20.371666666666666,309.52,317.29
3391.0,10682,1,21,12,7.736190476190477,86.92,214.41
3392.0,10639,1,7,2,25.255714285714284,309.92,317.49
3392.0,10682,1,21,13,7.509523809523809,79.97,207.75
3393.0,10639,1,7,2,25.995714285714286,310.75,317.49
3393.0,10682,1,21,11,8.219523809523809,81.22,209.01
3394.0,10639,1,7,1,29.045714285714286,317.61,317.61
3394.0,10682,1,20,11,6.9235,81.32,201.25
3395.0,10639,1,7,1,28.48,314.13,314.13
3395.0,10682,1,21,11,8.914761904761905,76.1,194.93
3396.0,10639,1,6,1,31.97,314.13,314.13
3396.0,10682,1,21,13,7.733809523809524,69.81,196.07
3397.0,10639,1,6,0,31.926666666666666,,
3397.0,10682,1,21,11,7.98,70.16,224.84
3398.0,10639,1,6,0,31.603333333333335,,
3398.0,10682,1,21,12,6.770476190476191,63.66,182.34
3399.0,10639,1,6,1,27.01,317.0,317.0
3399.0,10682,1,20,11,6.970999999999999,58.11,182.34
3400.0,10639,1,6,2,21.455,299.97,317.0
