physical_link,inside,ttt_veh_h,slow_veh_h
1,False,1.342916666666722,0
10,False,0.0008333333333333334,0
100,True,7.996944444443986,0
10000,False,0.11444444444444253,0
10001,False,0.12430555555555396,0
10002,False,0.06083333333333358,0
10003,False,0.026388888888888913,0
10005,False,0.4129166666666782,0
10010,False,0.13833333333333162,0
10011,False,0.0005555555555555556,0
10017,False,0.2974999999999989,0
10018,False,0.09166666666666592,0
10022,False,0.14666666666666325,0.09472222222222107
10023,True,1.0338888888889362,0
10024,True,0.22361111111110643,0
10025,True,1.7116666666667342,0.0002777777777777778
10026,False,0.06305555555555578,0
10029,True,0.11694444444444252,0
10032,True,1.7744444444445042,0.015277777777777776
10034,False,0.1341666666666641,0
10035,False,0.34888888888889047,0
10036,False,0.10027777777777658,0
10037,False,0.02944444444444449,0
10038,False,0.05583333333333355,0
10039,False,0.5930555555555658,0
10040,False,0.3961111111111147,0
10041,False,0.4086111111111154,0
10043,False,0.33055555555555877,0
10044,False,0.29833333333333306,0
10046,False,0.2644444444444392,0
10047,False,0.02777777777777781,0
10048,False,0.1580555555555534,0
10049,False,0.12972222222222018,0
10050,False,0.07833333333333294,0
10051,False,0.7298611111111082,0
10052,False,0.008055555555555555,0
10053,False,0.18583333333333252,0
10054,False,0.9176388888889021,0
10055,False,0.0988888888888883,0
10056,False,0.05305555555555574,0
10057,False,0.23305555555555219,0
10058,False,0.11111111111111022,0
10059,False,0.07111111111111101,0
10060,False,0.0894444444444438,0
10061,False,0.030555555555555586,0
10062,False,0.3538888888888903,0
10063,False,0.15249999999999644,0
10064,False,0.28999999999999876,0
10065,False,0.2497222222222169,0
10066,False,0.5322222222222437,0
10068,False,0.7908333333333459,0
10069,False,0.004166666666666667,0
10070,False,0.19916666666666266,0
10071,False,1.24333333333343,0
10080,False,1.874305555555708,0.21249999999999902
10081,False,0.6658333333333745,0
10082,False,1.6984722222223392,0.668888888888892
10085,False,0.23972222222221526,0
10086,False,0.30388888888888826,0
10089,False,0.11583333333333172,0
10092,False,0.11999999999999775,0.051111111111111295
10093,False,0.24194444444443872,0
10094,False,0.2933333333333328,0
10095,False,0.7047222222222227,0
10096,False,0.30361111111111133,0.01388888888888886
10097,False,0.6105555555555707,0
10098,False,0.16999999999999596,0
101,False,1.8580555555556602,0.0019444444444444446
10100,False,0.4063888888888914,0
10102,False,0.9872222222222278,0
10103,True,0.23166666666666416,0
10104,True,0.002777777777777778,0
10105,True,0.011111111111111092,0
10107,True,0.013333333333333301,0
10108,True,0.0030555555555555557,0
10109,True,0.007222222222222223,0
10110,True,0.038611111111111214,0
10111,False,0.26138888888888284,0
10112,True,0.49527777777778204,0.13138888888888814
10113,False,0.138055555555553,0
10115,False,0.025000000000000015,0
10116,True,0.225972222222216,0
10117,True,0.14444444444444143,0
10118,True,3.9830555555557132,0.0002777777777777778
10119,True,0.37833333333333746,0
10121,False,0.30222222222222017,0
10122,False,0.2994444444444432,0
10124,True,0.5208333333333384,0
10125,False,2.779722222222329,0.021388888888888853
10128,False,1.000555555555568,0
10129,False,2.151111111111227,1.3358333333333485
10131,False,0.43027777777778137,0.0005555555555555556
10133,False,1.8656944444445154,0.9144444444444527
10135,False,1.7777777777778092,0.019166666666666658
10136,False,0.6938888888888953,0
10141,False,0.20916666666666198,0
10142,False,0.18583333333332822,0
10143,False,0.09499999999999884,0
10144,False,0.2833333333333309,0
10146,False,1.0861111111111408,0.0005555555555555556
10150,False,0.3755555555555604,0
10151,False,0.17527777777777312,0
10152,False,2.0666666666667677,0.19888888888888717
10153,False,0.5477777777777858,0
10158,False,0.2497222222222147,0.004166666666666667
10159,False,0.31374999999999964,0.19361111111110826
10163,False,0.2708333333333286,0.0008333333333333334
10165,False,0.24333333333332635,0
10166,False,0.22166666666666468,0.09305555555555534
10167,False,0.6663888888888936,0
10168,False,0.13611111111110835,0
10169,False,0.30472222222221823,0
10170,False,0.03805555555555564,0
10171,False,0.12583333333333097,0.0022222222222222222
10173,False,0.35666666666666613,0
10174,False,0.271388888888884,0
10179,True,1.271666666666709,0.6847222222222233
10181,True,0.20361111111110716,0
10182,True,0.06722222222222227,0
10183,True,0.3983333333333379,0
10184,True,0.24916666666666082,0
10186,True,0.22527777777777286,0
10187,True,0.5222222222222332,0.014444444444444406
10189,True,0.6619444444444591,0
10190,True,1.0247222222222339,0
10191,True,1.3675000000000452,0.0008333333333333334
10192,True,0.7055555555555711,0
10193,True,0.4375000000000046,0
10194,True,0.06833333333333333,0.00916666666666666
10195,True,0.25388888888888334,0
10197,False,0.7790277777777824,0
10198,False,0.1958333333333293,0
10199,True,0.02944444444444449,0
102,False,12.686111111110801,6.430416666666364
10200,True,1.6327777777777912,0
10201,True,0.13805555555555413,0
10202,True,0.483055555555558,0
10203,False,0.12166666666666563,0
10204,True,0.10277777777777664,0
10205,False,1.218888888888897,0
10206,True,0.2358333333333281,0
10207,False,0.07166666666666655,0
10208,True,0.22388888888888459,0
10209,True,0.48444444444445817,0
10210,True,0.09805555555555434,0
10211,True,0.4469444444444554,0.0688888888888889
10212,True,0.39666666666667416,0
10214,True,0.009722222222222212,0
10215,True,0.4136111111111291,0.13555555555555351
10216,True,0.7954166666666967,0.0008333333333333334
10218,True,0.2961111111111108,0
10223,True,0.17527777777777354,0.10833333333333228
10224,True,0.015277777777777734,0
10225,False,0.18499999999999653,0
10226,False,0.08527777777777726,0
10227,False,0.022777777777777772,0
10228,False,0.04222222222222234,0.0030555555555555557
10229,False,0.026944444444444472,0
10230,False,0.027222222222222252,0
10231,True,0.20361111111110688,0
10232,True,0.009999999999999988,0
