start_sec,end_sec,connector,source_link,target_link,departures_observed,departures_inferred,departures_total,discharge_vph,arrival_events,mean_vehicles,mean_stopped,mean_speed_kph
150,300,10643,2,126,21,0,21,504.0,22,1.6666666666666667,0.0,97.04352
150,300,10644,69,120,10,0,10,240.0,26,10.06,0.0,35.955685884691796
150,300,10645,120,123,17,0,17,408.0,24,1.4133333333333333,0.0,118.61561320754724
150,300,10646,121,120,2,0,2,48.0,4,0.32666666666666666,0.0,74.11000000000006
150,300,10681,68,2,0,0,0,0.0,0,0.0,0.0,
150,300,10682,2,121,44,0,44,1056.0,47,2.8333333333333335,0.0,86.12404705882348
150,300,10772,68,121,1,3,4,96.0,4,0.006666666666666667,0.0,68.45
150,300,10773,121,123,5,38,43,1032.0,43,0.03333333333333333,0.0,102.00999999999999
300,450,10479,26,125,25,0,25,600.0,24,1.5133333333333334,0.0,101.7199559471366
300,450,10480,124,26,4,0,4,96.0,4,0.29333333333333333,0.0,49.36181818181819
300,450,10481,2,127,28,0,28,672.0,26,2.4,0.0,118.92780555555558
300,450,10482,32,120,27,0,27,648.0,32,6.7,0.0,40.775761194029776
300,450,10483,119,124,31,0,31,744.0,28,2.566666666666667,0.0,78.9570909090909
300,450,10484,31,24,16,0,16,384.0,16,3.64,0.0,39.96351648351654
300,450,10490,129,119,10,0,10,240.0,13,1.7266666666666666,0.0,42.076602316602255
300,450,10491,26,129,44,0,44,1056.0,45,4.833333333333333,0.19333333333333333,52.05733793103451
300,450,10638,120,70,14,0,14,336.0,15,1.0866666666666667,0.0,93.33196319018407
300,450,10639,70,2,4,0,4,96.0,5,0.8733333333333333,0.0,42.66908396946574
300,450,10643,2,126,20,0,20,480.0,23,1.46,0.0,107.88027397260272
300,450,10644,69,120,30,0,30,720.0,23,11.0,0.07333333333333333,36.78624848484859
300,450,10645,120,123,44,0,44,1056.0,39,3.14,0.0,110.48953290870477
300,450,10646,121,120,6,0,6,144.0,14,2.1266666666666665,0.0,41.914827586206904
300,450,10681,68,2,12,0,12,288.0,12,2.04,0.02,41.661535947712416
300,450,10682,2,121,51,0,51,1224.0,56,5.34,0.06,56.817141073657915
300,450,10772,68,121,1,24,25,600.0,25,0.006666666666666667,0.0,44.27
300,450,10773,121,123,2,60,62,1488.0,62,0.013333333333333334,0.0,91.005
450,600,10479,26,125,43,0,43,1032.0,45,2.473333333333333,0.0,111.63849056603785
450,600,10480,124,26,5,0,5,120.0,6,0.44,0.0,50.55348484848479
450,600,10481,2,127,30,0,30,720.0,32,2.8266666666666667,0.0,116.6801886792453
450,600,10482,32,120,25,0,25,600.0,20,4.98,0.0,40.371338688085764
450,600,10483,119,124,29,0,29,696.0,26,3.54,0.013333333333333334,59.022222222222226
450,600,10484,31,24,19,0,19,456.0,19,4.46,0.09333333333333334,40.14186846038862
450,600,10490,129,119,13,0,13,312.0,13,2.1933333333333334,0.0,40.493920972644396
450,600,10491,26,129,34,0,34,816.0,35,2.64,0.0,69.41209595959594
450,600,10638,120,70,18,0,18,432.0,22,2.18,0.0,58.668348623853205
450,600,10639,70,2,5,0,5,120.0,5,0.8066666666666666,0.0,42.77338842975203
450,600,10643,2,126,22,0,22,528.0,18,1.54,0.0,104.88935064935062
450,600,10644,69,120,25,0,25,600.0,40,15.993333333333334,0.24,34.18418090871197
450,600,10645,120,123,41,0,41,984.0,43,3.1533333333333333,0.0,110.11858350951378
450,600,10646,121,120,23,0,23,552.0,16,2.8333333333333335,0.08666666666666667,43.4877411764706
450,600,10681,68,2,6,0,6,144.0,7,0.96,0.0,48.83833333333329
450,600,10682,2,121,57,0,57,1368.0,68,9.173333333333334,1.52,36.562172965116304
450,600,10772,68,121,2,25,27,648.0,27,0.013333333333333334,0.0,48.875
450,600,10773,121,123,4,62,66,1584.0,66,0.02666666666666667,0.0,80.25
600,750,10479,26,125,35,0,35,840.0,34,2.74,0.0,79.08892944038932
600,750,10480,124,26,7,0,7,168.0,8,0.4666666666666667,0.0,50.20685714285715
600,750,10481,2,127,33,0,33,792.0,35,3.18,0.0,120.15018867924536
600,750,10482,32,120,30,0,30,720.0,30,6.74,0.0,41.73489614243319
600,750,10483,119,124,21,0,21,504.0,28,3.1333333333333333,0.0,57.79063829787236
600,750,10484,31,24,15,0,15,360.0,17,4.16,0.03333333333333333,36.447019230769165
600,750,10490,129,119,11,0,11,264.0,10,1.7733333333333334,0.0,42.44962406015043
600,750,10491,26,129,43,0,43,1032.0,43,4.76,0.0,53.36222689075635
600,750,10638,120,70,26,0,26,624.0,26,3.06,0.0,60.16553376906319
600,750,10639,70,2,7,0,7,168.0,6,1.1866666666666668,0.0,43.52932584269655
600,750,10643,2,126,18,0,18,432.0,19,1.3133333333333332,0.0,107.47203045685285
600,750,10644,69,120,36,0,36,864.0,20,14.58,0.22666666666666666,35.617082761773986
600,750,10645,120,123,34,0,34,816.0,31,2.4,0.0,116.27716666666664
600,750,10646,121,120,15,0,15,360.0,18,2.7066666666666666,0.0,47.84450738916243
600,750,10681,68,2,11,0,11,264.0,10,1.5,0.0,49.60031111111114
600,750,10682,2,121,54,0,54,1296.0,48,12.673333333333334,3.0733333333333333,22.218022093634826
600,750,10772,68,121,6,26,32,768.0,32,0.04,0.0,23.578333333333333
600,750,10773,121,123,3,57,60,1440.0,60,0.02,0.0,84.16333333333333
750,900,10479,26,125,35,0,35,840.0,34,2.1333333333333333,0.0,96.72650000000002
750,900,10480,124,26,6,0,6,144.0,5,0.44,0.0,47.293787878787846
750,900,10481,2,127,29,0,29,696.0,30,2.62,0.0,122.18620865139947
750,900,10482,32,120,35,0,35,840.0,35,8.146666666666667,0.0,39.138379705401015
750,900,10483,119,124,31,0,31,744.0,26,3.08,0.0,65.89878787878791
750,900,10484,31,24,12,0,12,288.0,11,2.6733333333333333,0.0,38.09541147132161
750,900,10490,129,119,16,0,16,384.0,13,2.16,0.0,43.41410493827167
750,900,10491,26,129,60,0,60,1440.0,57,6.666666666666667,0.18666666666666668,47.63047999999997
750,900,10638,120,70,29,0,29,696.0,33,3.966666666666667,0.0,56.65163025210085
750,900,10639,70,2,3,0,3,72.0,5,0.8,0.0,36.37199999999994
750,900,10643,2,126,32,0,32,768.0,35,2.44,0.0,105.14112021857927
750,900,10644,69,120,32,0,32,768.0,33,14.433333333333334,0.0,38.84854503464178
750,900,10645,120,123,39,0,39,936.0,40,3.28,0.0,101.0672154471545
750,900,10646,121,120,29,0,29,696.0,28,4.986666666666666,0.0,41.78267379679155
750,900,10681,68,2,14,0,14,336.0,14,1.8733333333333333,0.0,53.38569395017793
750,900,10682,2,121,50,0,50,1200.0,45,10.68,2.026666666666667,23.775443196005032
750,900,10772,68,121,3,35,38,912.0,38,0.02,0.0,23.756666666666664
750,900,10773,121,123,0,59,59,1416.0,59,0.0,0.0,
900,1050,10479,26,125,33,0,33,792.0,32,2.3133333333333335,0.0,87.54890489913544
900,1050,10480,124,26,13,0,13,312.0,12,1.16,0.04666666666666667,39.65252873563217
900,1050,10481,2,127,38,0,38,912.0,34,3.3133333333333335,0.0,118.33329979879268
900,1050,10482,32,120,28,0,28,672.0,30,6.066666666666666,0.0,41.68808791208772
900,1050,10483,119,124,28,0,28,672.0,32,4.046666666666667,0.02,58.242240527182865
900,1050,10484,31,24,15,0,15,360.0,20,3.86,0.0,42.943903281519624
900,1050,10490,129,119,9,0,9,216.0,9,1.4933333333333334,0.0,40.450669642857136
900,1050,10491,26,129,40,0,40,960.0,46,4.753333333333333,0.0,51.25204768583451
900,1050,10638,120,70,42,0,42,1008.0,32,4.8133333333333335,0.0,51.70407202216073
900,1050,10639,70,2,6,0,6,144.0,4,1.02,0.02,39.072875816993445
900,1050,10643,2,126,25,0,25,600.0,23,1.72,0.0,105.46279069767441
900,1050,10644,69,120,18,0,18,432.0,24,10.753333333333334,0.006666666666666667,33.592839429634274
900,1050,10645,120,123,41,0,41,984.0,42,3.02,0.0,113.96929359823402
900,1050,10646,121,120,26,0,26,624.0,29,4.96,0.0,40.75491935483884
900,1050,10681,68,2,9,0,9,216.0,9,1.1266666666666667,0.0,56.17810650887577
900,1050,10682,2,121,43,0,43,1032.0,56,14.64,2.74,18.282126593806897
900,1050,10772,68,121,4,33,37,888.0,37,0.02666666666666667,0.0,25.365
900,1050,10773,121,123,2,49,51,1224.0,51,0.013333333333333334,0.0,67.85
1050,1200,10479,26,125,29,0,29,696.0,32,1.96,0.0,100.23187074829936
1050,1200,10480,124,26,8,0,8,192.0,13,1.1066666666666667,0.0,36.659879518072366
1050,1200,10481,2,127,26,0,26,624.0,29,2.7333333333333334,0.0,111.25939024390249
1050,1200,10482,32,120,35,0,35,840.0,39,8.493333333333334,0.0,40.95171114599709
1050,1200,10483,119,124,41,0,41,984.0,36,4.513333333333334,0.03333333333333333,58.31010339734126
1050,1200,10484,31,24,26,0,26,624.0,28,6.086666666666667,0.0,40.145903614458035
1050,1200,10490,129,119,14,0,14,336.0,20,2.9266666666666667,0.0,38.759681093394235
