physical_link,inside,ttt_veh_h,slow_veh_h
1,False,0.1566666666666659,0
100,True,1.2113888888888986,0
10000,False,0.020555555555555542,0
10001,False,0.014999999999999968,0
10002,False,0.010277777777777764,0
10003,False,0.002777777777777778,0
10005,False,0.07208333333333325,0
10010,False,0.013888888888888874,0
10017,False,0.05500000000000018,0
10018,False,0.008888888888888887,0
10022,False,0.0033333333333333335,0
10023,True,0.0944444444444443,0
10024,True,0.017777777777777764,0
10025,True,0.24361111111110895,0
10026,False,0.005,0
10029,True,0.013611111111111077,0
10032,True,0.17555555555555458,0
10034,False,0.01722222222222219,0
10035,False,0.05500000000000007,0
10036,False,0.014999999999999961,0
10037,False,0.005833333333333334,0
10038,False,0.009444444444444436,0
10039,False,0.08652777777777756,0
10040,False,0.06472222222222222,0
10041,False,0.06250000000000018,0
10043,False,0.05722222222222242,0
10044,False,0.04055555555555558,0
10046,False,0.04361111111111121,0
10047,False,0.002777777777777778,0
10048,False,0.022499999999999992,0
10049,False,0.0222222222222222,0
10050,False,0.008888888888888884,0
10051,False,0.10027777777777769,0
10052,False,0.0008333333333333334,0
10053,False,0.020833333333333304,0
10054,False,0.1372222222222217,0
10055,False,0.009999999999999988,0
10056,False,0.006944444444444445,0
10057,False,0.04583333333333337,0
10058,False,0.015277777777777748,0
10059,False,0.008333333333333331,0
10060,False,0.00916666666666666,0
10061,False,0.003888888888888889,0
10062,False,0.0483333333333334,0
10063,False,0.015833333333333297,0
10064,False,0.027222222222222193,0
10065,False,0.019999999999999976,0
10066,False,0.09013888888888837,0
10068,False,0.1055555555555554,0
10070,False,0.02944444444444444,0
10071,False,0.2044444444444404,0
10080,False,0.28958333333332925,0.010416666666666666
10081,False,0.1149999999999987,0
10082,False,0.20527777777777537,0.043333333333333356
10085,False,0.042777777777777894,0
10086,False,0.056388888888889106,0
10089,False,0.01194444444444442,0
10092,False,0.015277777777777734,0.004722222222222222
10093,False,0.01888888888888886,0
10094,False,0.04861111111111109,0
10095,False,0.07555555555555545,0
10096,False,0.024444444444444442,0.0005555555555555556
10097,False,0.060555555555555605,0
10098,False,0.020277777777777773,0
101,False,0.17722222222222075,0
10100,False,0.062222222222222394,0
10102,False,0.0916666666666667,0
10103,True,0.021388888888888877,0
10104,True,0.0002777777777777778,0
10105,True,0.0008333333333333334,0
10107,True,0.0016666666666666668,0
10108,True,0.0002777777777777778,0
10109,True,0.0008333333333333334,0
10110,True,0.005833333333333334,0
10111,False,0.023333333333333307,0
10112,True,0.07416666666666673,0.014999999999999986
10113,False,0.020277777777777777,0
10115,False,0.0025,0
10116,True,0.024166666666666666,0
10117,True,0.013611111111111084,0
10118,True,0.7163888888888885,0.0002777777777777778
10119,True,0.05333333333333336,0
10121,False,0.03638888888888891,0
10122,False,0.04250000000000007,0
10124,True,0.0836111111111113,0
10125,False,0.45027777777777667,0.0005555555555555556
10128,False,0.1627777777777773,0
10129,False,0.28944444444444456,0.1955555555555556
10131,False,0.03916666666666665,0
10133,False,0.1936111111111101,0.05916666666666676
10135,False,0.25222222222222196,0.0005555555555555556
10136,False,0.06555555555555541,0
10141,False,0.025555555555555554,0
10142,False,0.020555555555555542,0
10143,False,0.009444444444444436,0
10144,False,0.03638888888888892,0
10146,False,0.13069444444444397,0
10150,False,0.04277777777777782,0
10151,False,0.017499999999999967,0
10152,False,0.19111111111111073,0.0002777777777777778
10153,False,0.07249999999999995,0
10158,False,0.04972222222222237,0
10159,False,0.018055555555555526,0
10163,False,0.03166666666666666,0
10165,False,0.021944444444444437,0
10166,False,0.011111111111111092,0
10167,False,0.09277777777777757,0
10168,False,0.02166666666666666,0
10169,False,0.04527777777777782,0
10170,False,0.001388888888888889,0
10171,False,0.022777777777777765,0.001388888888888889
10173,False,0.029444444444444405,0
10174,False,0.02499999999999996,0
10179,True,0.1708333333333328,0.0988888888888887
10181,True,0.02249999999999998,0
10182,True,0.008611111111111108,0
10183,True,0.04638888888888899,0
10184,True,0.028888888888888884,0
10186,True,0.02527777777777776,0
10187,True,0.055000000000000146,0
10189,True,0.07388888888888892,0
10190,True,0.11749999999999958,0
10191,True,0.1611111111111104,0
10192,True,0.07999999999999989,0
10193,True,0.05000000000000012,0
10194,True,0.005833333333333334,0
10195,True,0.029166666666666678,0
10197,False,0.06402777777777773,0
10198,False,0.020833333333333315,0
10199,True,0.0008333333333333334,0
102,False,0.9477777777777825,0.36430555555555405
10200,True,0.1802777777777776,0
10201,True,0.013333333333333315,0
10202,True,0.06027777777777786,0
10203,False,0.019722222222222224,0
10204,True,0.011944444444444428,0
10205,False,0.16416666666666652,0
10206,True,0.029999999999999964,0
10207,False,0.01083333333333332,0
10208,True,0.023194444444444434,0
10209,True,0.06236111111111132,0
10210,True,0.013888888888888853,0
10211,True,0.0386111111111112,0
10212,True,0.04361111111111123,0
10214,True,0.0002777777777777778,0
10215,True,0.0675000000000001,0.016388888888888887
10216,True,0.11013888888888823,0
10218,True,0.030833333333333313,0
10223,True,0.005833333333333334,0
10224,True,0.0008333333333333334,0
10225,False,0.028055555555555545,0
10226,False,0.008333333333333331,0
10227,False,0.004722222222222222,0
10228,False,0.0044444444444444444,0
10229,False,0.004166666666666667,0
10230,False,0.004166666666666667,0
10231,True,0.02611111111111112,0
10232,True,0.0016666666666666668,0
10233,True,0.015555555555555517,0
10235,True,0.03527777777777774,0
