sim_sec,connector,lane,count,stopped_below5,mean_speed_kph,minimum_stopped_front_position_m,maximum_stopped_front_position_m
977.0,10682,1,21,8,8.205238095238096,4.46,210.42
978.0,10639,1,0,0,,,
978.0,10682,1,21,7,8.050476190476191,4.46,222.3
979.0,10639,1,0,0,,,
979.0,10682,1,21,4,8.973333333333333,41.12,222.88
980.0,10639,1,0,0,,,
980.0,10682,1,21,7,8.581428571428571,41.98,224.05
981.0,10639,1,0,0,,,
981.0,10682,1,21,8,8.642380952380952,28.96,217.08
982.0,10639,1,0,0,,,
982.0,10682,1,21,8,8.264285714285714,23.49,218.07
983.0,10639,1,0,0,,,
983.0,10682,1,21,6,8.514285714285714,24.57,74.0
984.0,10639,1,1,0,40.87,,
984.0,10682,1,20,7,7.007,18.05,172.85
985.0,10639,1,1,0,41.92,,
985.0,10682,1,20,8,6.112,18.27,160.61
986.0,10639,1,1,0,41.92,,
986.0,10682,1,21,5,8.720476190476191,12.37,161.38
987.0,10639,1,1,0,41.92,,
987.0,10682,1,20,7,7.4985,12.96,189.72
988.0,10639,1,1,0,41.92,,
988.0,10682,1,20,8,7.8985,6.05,190.97
989.0,10639,1,2,0,42.445,,
989.0,10682,1,21,10,7.215714285714286,6.17,183.99
990.0,10639,1,2,0,42.015,,
990.0,10682,1,21,8,8.121428571428572,1.06,185.23
991.0,10639,1,2,0,42.015,,
991.0,10682,1,21,7,8.964761904761904,1.06,131.06
992.0,10639,1,2,0,42.015,,
992.0,10682,1,20,5,9.4405,1.06,131.99
993.0,10639,1,2,0,42.015,,
993.0,10682,1,20,8,8.5725,1.06,142.55
994.0,10639,1,2,0,42.015,,
994.0,10682,1,20,5,9.307500000000001,11.07,143.49
995.0,10639,1,2,0,42.015,,
995.0,10682,1,19,8,8.785263157894736,11.11,153.55
996.0,10639,1,2,0,42.015,,
996.0,10682,1,19,5,10.12578947368421,5.23,137.76
997.0,10639,1,2,0,42.015,,
997.0,10682,1,19,6,9.862631578947369,5.59,137.76
998.0,10639,1,2,0,42.015,,
998.0,10682,1,19,3,11.529473684210526,23.98,222.94
999.0,10639,1,2,0,42.015,,
999.0,10682,1,19,5,11.01421052631579,7.86,223.86
1000.0,10639,1,2,0,42.015,,
1000.0,10682,1,20,3,12.562000000000001,90.17,216.83
1001.0,10639,1,2,0,42.015,,
1001.0,10682,1,19,5,10.718947368421052,20.68,218.11
1002.0,10639,1,2,0,42.015,,
1002.0,10682,1,19,6,9.996315789473684,20.68,128.84
1003.0,10639,1,2,0,42.015,,
1003.0,10682,1,19,9,7.680526315789474,8.68,221.11
1004.0,10639,1,2,0,42.015,,
1004.0,10682,1,20,8,8.34,9.6,196.08
1005.0,10639,1,2,0,42.015,,
1005.0,10682,1,20,7,9.247,10.09,224.46
1006.0,10639,1,2,0,42.015,,
1006.0,10682,1,20,9,7.9215,3.89,225.0
1007.0,10639,1,2,0,42.015,,
1007.0,10682,1,19,6,9.872631578947368,4.4,212.86
1008.0,10639,1,2,0,42.015,,
1008.0,10682,1,19,11,9.701052631578946,5.32,213.47
1009.0,10639,1,2,0,40.495000000000005,,
1009.0,10682,1,19,8,10.48263157894737,6.7,201.03
1010.0,10639,1,2,0,42.015,,
1010.0,10682,1,20,8,10.0365,75.23,201.15
1011.0,10639,1,2,0,42.015,,
1011.0,10682,1,20,7,9.666500000000001,75.87,189.83
1012.0,10639,1,1,0,42.11,,
1012.0,10682,1,20,7,10.1645,68.82,189.83
1013.0,10639,1,1,0,42.11,,
1013.0,10682,1,19,7,9.512631578947369,69.03,183.36
1014.0,10639,1,1,0,42.11,,
1014.0,10682,1,20,7,11.0205,63.29,183.36
1015.0,10639,1,1,0,40.06,,
1015.0,10682,1,20,6,12.1605,57.59,177.88
1016.0,10639,1,1,0,33.18,,
1016.0,10682,1,19,5,11.453684210526315,58.19,178.47
1017.0,10639,1,0,0,,,
1017.0,10682,1,20,7,11.6165,52.08,179.49
1018.0,10639,1,0,0,,,
1018.0,10682,1,19,5,11.357368421052632,52.55,173.25
1019.0,10639,1,0,0,,,
1019.0,10682,1,19,5,10.770526315789473,45.93,174.45
1020.0,10639,1,0,0,,,
1020.0,10682,1,20,5,10.557,46.3,143.87
1021.0,10639,1,0,0,,,
1021.0,10682,1,20,5,10.297,39.69,144.02
1022.0,10639,1,0,0,,,
1022.0,10682,1,20,8,9.869,40.67,170.17
1023.0,10639,1,0,0,,,
1023.0,10682,1,19,7,9.613157894736842,35.97,155.49
1024.0,10639,1,0,0,,,
1024.0,10682,1,20,4,11.6095,35.97,149.15
1025.0,10639,1,0,0,,,
1025.0,10682,1,20,6,10.562999999999999,29.38,143.0
1026.0,10639,1,0,0,,,
1026.0,10682,1,20,6,11.0315,16.13,151.2
1027.0,10639,1,0,0,,,
1027.0,10682,1,20,7,10.461,16.52,87.92
1028.0,10639,1,0,0,,,
1028.0,10682,1,19,5,9.73578947368421,24.46,81.9
1029.0,10639,1,0,0,,,
1029.0,10682,1,20,8,10.093,12.64,141.62
1030.0,10639,1,0,0,,,
1030.0,10682,1,20,9,10.6465,13.76,142.8
1031.0,10639,1,0,0,,,
1031.0,10682,1,20,9,10.366,0.36,124.41
1032.0,10639,1,0,0,,,
1032.0,10682,1,20,9,11.128499999999999,1.28,125.32
1033.0,10639,1,0,0,,,
1033.0,10682,1,20,8,12.767,1.71,126.02
1034.0,10639,1,0,0,,,
1034.0,10682,1,19,6,13.602105263157895,1.87,64.86
1035.0,10639,1,0,0,,,
1035.0,10682,1,19,5,13.858947368421052,1.88,58.9
1036.0,10639,1,0,0,,,
1036.0,10682,1,18,6,12.708333333333334,1.88,59.35
1037.0,10639,1,0,0,,,
1037.0,10682,1,18,6,12.083888888888888,1.88,104.69
1038.0,10639,1,0,0,,,
1038.0,10682,1,17,5,11.40764705882353,1.88,52.81
1039.0,10639,1,0,0,,,
1039.0,10682,1,17,3,13.516470588235293,1.88,40.74
1040.0,10639,1,0,0,,,
1040.0,10682,1,17,3,12.987058823529411,1.88,49.53
1041.0,10639,1,0,0,,,
1041.0,10682,1,17,2,14.59235294117647,1.88,35.81
1042.0,10639,1,0,0,,,
1042.0,10682,1,16,1,15.473125,36.3,36.3
1043.0,10639,1,0,0,,,
1043.0,10682,1,16,2,17.095625000000002,31.12,47.37
1044.0,10639,1,0,0,,,
1044.0,10682,1,16,6,15.606875,23.57,221.36
1045.0,10639,1,0,0,,,
1045.0,10682,1,16,7,14.5025,23.57,221.49
1046.0,10639,1,0,0,,,
1046.0,10682,1,16,4,16.22,35.92,216.29
1047.0,10639,1,0,0,,,
1047.0,10682,1,16,3,16.989375,36.46,216.29
1048.0,10639,1,0,0,,,
1048.0,10682,1,16,4,17.33375,29.29,209.72
1049.0,10639,1,0,0,,,
1049.0,10682,1,16,4,15.880625,38.61,220.17
1050.0,10639,1,0,0,,,
1050.0,10682,1,17,2,16.454117647058826,21.32,32.64
