sim_sec,source,interval_sec,network_vehicles,inside_vehicles,outside_vehicles,ttt_veh_h_cumulative,observed_exit_events,terminal_exit_inferred_events,unresolved_inside_disappearances,observed_entry_events,appeared_inside_events,reappeared_inside_events,ttd_observed_plus_terminal_cumulative,stock_closure_residual_veh
28.0,fzp,1.0,165,91,74,0.32986111111111116,0,0,0,0,4,0,0,0
29.0,fzp,1.0,169,94,75,0.3555555555555556,0,0,0,0,3,0,0,0
30.0,fzp,1.0,175,96,79,0.38194444444444453,0,0,0,0,2,0,0,0
31.0,fzp,1.0,178,98,80,0.40888888888888897,0,0,0,0,2,0,0,0
32.0,fzp,1.0,182,101,81,0.43652777777777785,0,0,0,0,3,0,0,0
33.0,fzp,1.0,187,105,82,0.46513888888888894,0,0,0,1,3,0,0,0
34.0,fzp,1.0,194,108,86,0.4947222222222223,0,0,0,0,3,0,0,0
35.0,fzp,1.0,202,113,89,0.5254166666666668,0,0,0,1,4,0,0,0
36.0,fzp,1.0,209,120,89,0.5577777777777778,0,0,0,0,7,0,0,0
37.0,fzp,1.0,215,123,92,0.5915277777777779,0,0,0,0,3,0,0,0
38.0,fzp,1.0,221,125,96,0.6259722222222224,0,0,0,0,2,0,0,0
39.0,fzp,1.0,226,128,98,0.6611111111111112,0,0,0,0,3,0,0,0
40.0,fzp,1.0,232,133,99,0.6973611111111112,0,0,0,0,5,0,0,0
41.0,fzp,1.0,238,135,103,0.7345833333333335,0,0,0,0,2,0,0,0
42.0,fzp,1.0,248,141,107,0.7729166666666668,0,0,0,2,4,0,0,0
43.0,fzp,1.0,254,144,110,0.8125000000000001,0,0,0,1,2,0,0,0
44.0,fzp,1.0,262,148,114,0.8530555555555557,0,0,0,0,4,0,0,0
45.0,fzp,1.0,264,149,115,0.8943055555555557,0,0,0,0,1,0,0,0
46.0,fzp,1.0,267,152,115,0.9361111111111112,0,0,0,1,2,0,0,0
47.0,fzp,1.0,274,156,118,0.978888888888889,0,0,0,0,4,0,0,0
48.0,fzp,1.0,282,162,120,1.0230555555555556,0,0,0,0,6,0,0,0
49.0,fzp,1.0,287,165,122,1.0684722222222223,0,0,0,0,3,0,0,0
50.0,fzp,1.0,295,169,126,1.114861111111111,0,0,0,0,4,0,0,0
51.0,fzp,1.0,299,173,126,1.1623611111111112,0,0,0,0,4,0,0,0
52.0,fzp,1.0,302,175,127,1.2106944444444445,0,0,0,0,2,0,0,0
53.0,fzp,1.0,309,180,129,1.26,0,0,0,0,5,0,0,0
54.0,fzp,1.0,314,184,130,1.3105555555555555,0,0,0,0,4,0,0,0
55.0,fzp,1.0,324,189,135,1.3623611111111111,0,0,0,0,5,0,0,0
56.0,fzp,1.0,335,193,142,1.4154166666666668,0,0,0,0,4,0,0,0
57.0,fzp,1.0,345,198,147,1.4697222222222224,0,0,0,0,5,0,0,0
58.0,fzp,1.0,348,200,148,1.5250000000000001,0,0,0,0,2,0,0,0
59.0,fzp,1.0,352,203,149,1.5809722222222224,0,0,0,0,3,0,0,0
60.0,fzp,1.0,360,206,154,1.637777777777778,0,0,0,0,3,0,0,0
61.0,fzp,1.0,366,208,158,1.695277777777778,0,0,0,0,2,0,0,0
62.0,fzp,1.0,374,209,165,1.7531944444444447,0,0,0,0,1,0,0,0
63.0,fzp,1.0,382,213,169,1.811805555555556,0,0,0,0,4,0,0,0
64.0,fzp,1.0,387,216,171,1.8713888888888892,0,0,0,0,3,0,0,0
65.0,fzp,1.0,388,216,172,1.9313888888888893,0,0,0,0,0,0,0,0
66.0,fzp,1.0,394,220,174,1.9919444444444447,0,0,0,0,4,0,0,0
67.0,fzp,1.0,404,227,177,2.0540277777777782,0,0,0,0,7,0,0,0
68.0,fzp,1.0,411,230,181,2.1175000000000006,0,0,0,0,3,0,0,0
69.0,fzp,1.0,419,232,187,2.181666666666667,0,0,0,0,2,0,0,0
70.0,fzp,1.0,425,235,190,2.246527777777778,0,0,0,0,3,0,0,0
71.0,fzp,1.0,434,243,191,2.312916666666667,0,0,0,1,7,0,0,0
72.0,fzp,1.0,439,246,193,2.380833333333334,1,0,0,0,4,0,1,0
73.0,fzp,1.0,443,248,195,2.449444444444445,0,0,0,0,2,0,1,0
74.0,fzp,1.0,447,251,196,2.5187500000000007,0,0,0,0,3,0,1,0
75.0,fzp,1.0,450,252,198,2.5886111111111116,0,0,0,0,1,0,1,0
76.0,fzp,1.0,455,254,201,2.6588888888888893,0,0,0,0,2,0,1,0
77.0,fzp,1.0,461,259,202,2.7301388888888893,0,0,0,0,5,0,1,0
78.0,fzp,1.0,468,263,205,2.802638888888889,0,0,0,0,4,0,1,0
79.0,fzp,1.0,474,266,208,2.8761111111111113,0,0,0,0,3,0,1,0
80.0,fzp,1.0,480,272,208,2.9508333333333336,1,0,0,3,4,0,2,0
81.0,fzp,1.0,489,276,213,3.0269444444444447,0,0,0,0,4,0,2,0
82.0,fzp,1.0,498,282,216,3.104444444444445,0,0,0,0,6,0,2,0
83.0,fzp,1.0,505,290,215,3.183888888888889,0,0,0,2,6,0,2,0
84.0,fzp,1.0,510,293,217,3.264861111111111,1,0,0,0,4,0,3,0
85.0,fzp,1.0,513,297,216,3.3468055555555556,0,0,0,1,3,0,3,0
86.0,fzp,1.0,523,304,219,3.430277777777778,0,0,0,0,7,0,3,0
87.0,fzp,1.0,525,305,220,3.514861111111111,0,0,0,0,1,0,3,0
88.0,fzp,1.0,531,310,221,3.600277777777778,0,0,0,2,3,0,3,0
89.0,fzp,1.0,538,313,225,3.686805555555556,0,0,0,0,3,0,3,0
90.0,fzp,1.0,545,317,228,3.774305555555556,0,0,0,0,4,0,3,0
91.0,fzp,1.0,554,324,230,3.8633333333333337,0,0,0,1,6,0,3,0
92.0,fzp,1.0,561,329,232,3.954027777777778,0,0,0,1,4,0,3,0
93.0,fzp,1.0,574,337,237,4.046527777777778,0,0,0,0,8,0,3,0
94.0,fzp,1.0,575,339,236,4.140416666666667,0,0,0,1,1,0,3,0
95.0,fzp,1.0,582,343,239,4.235138888888889,0,0,0,0,4,0,3,0
96.0,fzp,1.0,594,349,245,4.33125,0,0,0,1,5,0,3,0
97.0,fzp,1.0,600,353,247,4.42875,0,0,0,0,4,0,3,0
98.0,fzp,1.0,607,359,248,4.527638888888889,0,0,0,1,5,0,3,0
99.0,fzp,1.0,611,363,248,4.627916666666667,0,0,0,1,3,0,3,0
100.0,fzp,1.0,617,368,249,4.729444444444445,0,0,0,0,5,0,3,0
101.0,fzp,1.0,624,374,250,4.8325000000000005,0,0,0,0,6,0,3,0
102.0,fzp,1.0,627,376,251,4.936666666666667,0,0,0,0,2,0,3,0
103.0,fzp,1.0,631,378,253,5.04138888888889,0,0,0,1,1,0,3,0
104.0,fzp,1.0,640,383,257,5.147083333333335,0,0,0,0,5,0,3,0
105.0,fzp,1.0,643,387,256,5.254027777777779,0,0,0,1,3,0,3,0
106.0,fzp,1.0,648,391,257,5.362083333333334,0,0,0,0,4,0,3,0
107.0,fzp,1.0,660,398,262,5.471666666666668,0,0,0,1,6,0,3,0
108.0,fzp,1.0,670,403,267,5.582916666666668,0,0,0,0,5,0,3,0
109.0,fzp,1.0,674,407,267,5.6954166666666675,0,0,0,1,3,0,3,0
110.0,fzp,1.0,681,412,269,5.809166666666667,0,0,0,0,5,0,3,0
111.0,fzp,1.0,686,415,271,5.924027777777778,0,0,0,0,3,0,3,0
112.0,fzp,1.0,691,417,274,6.039583333333334,1,0,0,2,1,0,4,0
113.0,fzp,1.0,700,424,276,6.156388888888889,2,0,0,5,4,0,6,0
114.0,fzp,1.0,704,426,278,6.274444444444445,1,0,0,0,3,0,7,0
115.0,fzp,1.0,710,433,277,6.393750000000001,0,0,0,3,4,0,7,0
116.0,fzp,1.0,722,439,283,6.514861111111112,1,0,0,1,6,0,8,0
117.0,fzp,1.0,725,441,284,6.637083333333334,1,0,0,1,2,0,9,0
118.0,fzp,1.0,729,447,282,6.760416666666667,0,0,0,3,3,0,9,0
119.0,fzp,1.0,733,450,283,6.885000000000001,1,0,0,0,4,0,10,0
120.0,fzp,1.0,742,459,283,7.01125,1,0,0,4,6,0,11,0
121.0,fzp,1.0,745,464,281,7.139444444444445,1,0,0,2,4,0,12,0
122.0,fzp,1.0,751,471,280,7.269305555555556,0,0,0,3,4,0,12,0
123.0,fzp,1.0,758,472,286,7.400277777777778,0,0,0,0,1,0,12,0
124.0,fzp,1.0,767,479,288,7.532361111111111,2,0,0,2,7,0,14,0
125.0,fzp,1.0,771,479,292,7.665416666666667,0,0,0,0,0,0,14,0
126.0,fzp,1.0,779,483,296,7.799027777777779,0,0,0,1,3,0,14,0
127.0,fzp,1.0,790,494,296,7.934722222222224,0,0,0,4,7,0,14,0
128.0,fzp,1.0,795,497,298,8.072361111111112,1,0,0,1,3,0,15,0
129.0,fzp,1.0,799,502,297,8.211111111111112,0,0,0,1,4,0,15,0
130.0,fzp,1.0,805,503,302,8.350694444444445,2,0,0,1,2,0,17,0
131.0,fzp,1.0,813,508,305,8.491111111111111,0,0,0,0,5,0,17,0
132.0,fzp,1.0,816,513,303,8.632916666666667,1,0,0,3,3,0,18,0
133.0,fzp,1.0,823,519,304,8.77625,0,0,0,2,4,0,18,0
134.0,fzp,1.0,824,520,304,8.920555555555556,1,0,0,0,2,0,19,0
135.0,fzp,1.0,828,522,306,9.065277777777778,1,0,0,1,2,0,20,0
136.0,fzp,1.0,834,525,309,9.210694444444444,1,0,0,0,4,0,21,0
137.0,fzp,1.0,838,527,311,9.356805555555555,1,0,0,1,2,0,22,0
138.0,fzp,1.0,844,532,312,9.503888888888888,0,0,0,0,5,0,22,0
139.0,fzp,1.0,847,532,315,9.651666666666666,2,0,0,1,1,0,24,0
140.0,fzp,1.0,851,537,314,9.800138888888888,1,0,0,3,3,0,25,0
141.0,fzp,1.0,858,541,317,9.94986111111111,1,0,0,1,4,0,26,0
142.0,fzp,1.0,862,545,317,10.100694444444443,1,0,0,0,5,0,27,0
143.0,fzp,1.0,866,549,317,10.252638888888887,1,0,0,4,1,0,28,0
144.0,fzp,1.0,871,554,317,10.405833333333332,0,0,0,1,4,0,28,0
145.0,fzp,1.0,872,554,318,10.55972222222222,1,0,0,0,1,0,29,0
146.0,fzp,1.0,883,564,319,10.714999999999998,0,0,0,1,9,0,29,0
147.0,fzp,1.0,889,568,321,10.87222222222222,0,0,0,1,3,0,29,0
148.0,fzp,1.0,896,574,322,11.030833333333332,1,0,0,1,6,0,30,0
149.0,fzp,1.0,904,581,323,11.191249999999998,0,0,0,3,4,0,30,0
150.0,fzp,1.0,911,586,325,11.353333333333332,1,0,0,0,6,0,31,0
151.0,fzp,1.0,914,589,325,11.516527777777776,0,0,0,0,3,0,31,0
152.0,fzp,1.0,920,593,327,11.680694444444443,2,0,0,5,1,0,33,0
153.0,fzp,1.0,925,597,328,11.84597222222222,1,0,0,2,3,0,34,0
154.0,fzp,1.0,930,601,329,12.01236111111111,0,0,0,1,3,0,34,0
155.0,fzp,1.0,936,604,332,12.179722222222221,2,0,0,1,4,0,36,0
156.0,fzp,1.0,940,609,331,12.348194444444443,0,0,0,2,3,0,36,0
157.0,fzp,1.0,951,617,334,12.518472222222222,1,0,0,1,8,0,37,0
158.0,fzp,1.0,960,620,340,12.690277777777778,1,0,0,0,4,0,38,0
159.0,fzp,1.0,971,626,345,12.863333333333333,0,0,0,0,6,0,38,0
160.0,fzp,1.0,975,627,348,13.03736111111111,3,0,0,0,4,0,41,0
161.0,fzp,1.0,982,632,350,13.212222222222222,2,0,0,2,5,0,43,0
162.0,fzp,1.0,985,631,354,13.387638888888889,2,0,0,0,1,0,45,0
163.0,fzp,1.0,989,637,352,13.563749999999999,0,0,0,2,4,0,45,0
164.0,fzp,1.0,998,644,354,13.741666666666665,1,0,0,1,7,0,46,0
165.0,fzp,1.0,997,644,353,13.920555555555554,2,0,0,1,1,0,48,0
166.0,fzp,1.0,1001,649,352,14.100138888888887,0,0,0,2,3,0,48,0
167.0,fzp,1.0,1003,653,350,14.280972222222221,2,0,0,2,4,0,50,0
168.0,fzp,1.0,1007,656,351,14.462777777777777,0,0,0,1,2,0,50,0
169.0,fzp,1.0,1017,660,357,14.645555555555555,1,0,0,0,5,0,51,0
170.0,fzp,1.0,1019,662,357,14.829166666666666,0,0,0,1,1,0,51,0
171.0,fzp,1.0,1023,666,357,15.01361111111111,1,0,0,1,4,0,52,0
172.0,fzp,1.0,1032,672,360,15.199444444444444,1,0,0,0,7,0,53,0
173.0,fzp,1.0,1043,679,364,15.387083333333333,1,0,0,2,6,0,54,0
174.0,fzp,1.0,1054,679,375,15.575694444444444,2,0,0,0,2,0,56,0
175.0,fzp,1.0,1057,683,374,15.764861111111111,0,0,0,1,3,0,56,0
176.0,fzp,1.0,1064,688,376,15.955277777777777,1,0,0,1,5,0,57,0
177.0,fzp,1.0,1065,689,376,16.146527777777777,1,0,0,1,1,0,58,0
178.0,fzp,1.0,1071,692,379,16.33833333333333,1,0,0,2,2,0,59,0
179.0,fzp,1.0,1072,694,378,16.53083333333333,1,0,0,2,1,0,60,0
180.0,fzp,1.0,1076,697,379,16.724027777777774,0,0,0,0,3,0,60,0
181.0,fzp,1.0,1082,701,381,16.918194444444442,0,0,0,1,3,0,60,0
182.0,fzp,1.0,1086,701,385,17.112916666666663,1,0,0,0,1,0,61,0
183.0,fzp,1.0,1089,701,388,17.307638888888885,1,0,0,0,1,0,62,0
184.0,fzp,1.0,1094,709,385,17.503472222222218,0,0,0,2,6,0,62,0
185.0,fzp,1.0,1098,713,385,17.70097222222222,0,0,0,1,3,0,62,0
186.0,fzp,1.0,1099,715,384,17.899305555555554,0,0,0,0,2,0,62,0
187.0,fzp,1.0,1102,717,385,18.09819444444444,2,0,0,2,2,0,64,0
188.0,fzp,1.0,1106,717,389,18.29736111111111,1,0,0,0,1,0,65,0
189.0,fzp,1.0,1108,719,389,18.496805555555554,0,0,0,0,2,0,65,0
190.0,fzp,1.0,1112,723,389,18.69708333333333,1,0,0,2,3,0,66,0
191.0,fzp,1.0,1115,722,393,18.897777777777776,2,0,0,0,1,0,68,0
192.0,fzp,1.0,1119,726,393,19.098888888888887,1,0,0,0,5,0,69,0
193.0,fzp,1.0,1119,727,392,19.300694444444442,2,0,0,1,2,0,71,0
194.0,fzp,1.0,1125,728,397,19.502777777777776,2,0,0,1,2,0,73,0
195.0,fzp,1.0,1127,728,399,19.705,2,0,0,2,0,0,75,0
196.0,fzp,1.0,1128,728,400,19.90722222222222,3,0,0,1,2,0,78,0
197.0,fzp,1.0,1135,730,405,20.10972222222222,2,0,0,0,4,0,80,0
198.0,fzp,1.0,1139,734,405,20.313055555555554,0,0,0,1,3,0,80,0
199.0,fzp,1.0,1147,738,409,20.5175,3,0,0,1,6,0,83,0
200.0,fzp,1.0,1147,739,408,20.722638888888888,0,0,0,0,1,0,83,0
201.0,fzp,1.0,1156,743,413,20.928472222222222,2,0,0,1,5,0,85,0
202.0,fzp,1.0,1161,749,412,21.135694444444443,1,0,0,2,5,0,86,0
203.0,fzp,1.0,1167,753,414,21.344305555555554,0,0,0,1,3,0,86,0
204.0,fzp,1.0,1170,753,417,21.553472222222222,3,0,0,1,2,0,89,0
205.0,fzp,1.0,1173,755,418,21.762916666666666,0,0,0,0,2,0,89,0
206.0,fzp,1.0,1174,757,417,21.972916666666666,0,0,0,1,1,0,89,0
207.0,fzp,1.0,1177,759,418,22.18347222222222,1,0,0,0,3,0,90,0
208.0,fzp,1.0,1182,762,420,22.39472222222222,0,0,0,0,3,0,90,0
209.0,fzp,1.0,1187,764,423,22.606666666666666,1,0,0,0,3,0,91,0
210.0,fzp,1.0,1190,766,424,22.819166666666664,2,0,0,1,3,0,93,0
211.0,fzp,1.0,1192,767,425,23.032083333333333,1,0,0,1,1,0,94,0
212.0,fzp,1.0,1196,769,427,23.245416666666667,1,0,0,1,2,0,95,0
213.0,fzp,1.0,1205,773,432,23.459583333333335,0,0,0,1,3,0,95,0
214.0,fzp,1.0,1207,772,435,23.674166666666668,1,0,0,0,0,0,96,0
215.0,fzp,1.0,1216,778,438,23.889444444444447,1,0,0,1,6,0,97,0
216.0,fzp,1.0,1218,779,439,24.105694444444445,2,0,0,0,3,0,99,0
217.0,fzp,1.0,1223,783,440,24.32263888888889,0,0,0,2,2,0,99,0
218.0,fzp,1.0,1231,789,442,24.540972222222223,0,0,0,0,6,0,99,0
219.0,fzp,1.0,1234,789,445,24.76013888888889,5,0,0,3,2,0,104,0
220.0,fzp,1.0,1239,791,448,24.979583333333334,1,0,0,0,3,0,105,0
221.0,fzp,1.0,1240,787,453,25.19875,6,0,0,1,1,0,111,0
222.0,fzp,1.0,1243,787,456,25.417361111111113,3,0,0,0,3,0,114,0
223.0,fzp,1.0,1247,787,460,25.635972222222225,2,0,0,0,2,0,116,0
224.0,fzp,1.0,1248,786,462,25.854444444444447,2,0,0,0,1,0,118,0
225.0,fzp,1.0,1249,787,462,26.072916666666668,2,0,0,0,3,0,120,0
226.0,fzp,1.0,1251,788,463,26.291666666666668,2,0,0,1,2,0,122,0
227.0,fzp,1.0,1255,786,469,26.51027777777778,5,0,0,0,3,0,127,0
228.0,fzp,1.0,1256,786,470,26.728611111111114,1,0,0,0,1,0,128,0
229.0,fzp,1.0,1258,788,470,26.947222222222226,1,0,0,0,3,0,129,0
230.0,fzp,1.0,1261,792,469,27.16666666666667,2,0,0,3,3,0,131,0
231.0,fzp,1.0,1267,799,468,27.387638888888894,0,0,0,2,5,0,131,0
232.0,fzp,1.0,1272,802,470,27.610000000000007,0,0,0,0,3,0,131,0
233.0,fzp,1.0,1279,811,468,27.834027777777784,0,0,0,3,6,0,131,0
234.0,fzp,1.0,1288,819,469,28.060416666666672,0,0,0,1,7,0,131,0
235.0,fzp,1.0,1291,823,468,28.28847222222223,0,0,0,1,3,0,131,0
236.0,fzp,1.0,1298,826,472,28.517500000000005,2,0,0,1,4,0,133,0
237.0,fzp,1.0,1300,831,469,28.747638888888893,2,0,0,3,4,0,135,0
238.0,fzp,1.0,1303,831,472,28.978472222222226,3,0,0,1,2,0,138,0
239.0,fzp,1.0,1305,836,469,29.210000000000004,1,0,0,2,4,0,139,0
240.0,fzp,1.0,1311,841,470,29.442916666666672,1,0,0,2,4,0,140,0
241.0,fzp,1.0,1320,847,473,29.677361111111118,1,0,0,0,7,0,141,0
242.0,fzp,1.0,1324,852,472,29.91333333333334,0,0,0,1,4,0,141,0
243.0,fzp,1.0,1331,858,473,30.150833333333342,0,0,0,1,5,0,141,0
244.0,fzp,1.0,1334,862,472,30.38972222222223,1,0,0,2,3,0,142,0
245.0,fzp,1.0,1334,866,468,30.629722222222227,1,0,0,2,3,0,143,0
246.0,fzp,1.0,1339,873,466,30.871250000000003,1,0,0,2,6,0,144,0
247.0,fzp,1.0,1341,876,465,31.11416666666667,0,0,0,1,2,0,144,0
248.0,fzp,1.0,1347,882,465,31.358333333333338,1,0,0,1,6,0,145,0
249.0,fzp,1.0,1354,888,466,31.60416666666667,0,0,0,1,5,0,145,0
250.0,fzp,1.0,1355,889,466,31.85097222222223,0,0,0,0,1,0,145,0
251.0,fzp,1.0,1361,897,464,32.099027777777785,0,0,0,2,6,0,145,0
252.0,fzp,1.0,1368,903,465,32.349027777777785,1,0,0,0,7,0,146,0
253.0,fzp,1.0,1377,905,472,32.60013888888889,3,0,0,1,4,0,149,0
254.0,fzp,1.0,1380,909,471,32.85208333333334,1,0,0,1,4,0,150,0
255.0,fzp,1.0,1387,913,474,33.105138888888895,1,0,0,0,5,0,151,0
256.0,fzp,1.0,1389,917,472,33.359305555555565,1,0,0,3,2,0,152,0
257.0,fzp,1.0,1397,922,475,33.614722222222234,3,0,0,0,8,0,155,0
258.0,fzp,1.0,1401,926,475,33.8713888888889,1,0,0,2,3,0,156,0
259.0,fzp,1.0,1406,929,477,34.12902777777779,4,0,0,2,5,0,160,0
260.0,fzp,1.0,1411,931,480,34.387361111111126,3,0,0,1,4,0,163,0
261.0,fzp,1.0,1417,934,483,34.6463888888889,2,0,0,1,4,0,165,0
262.0,fzp,1.0,1420,936,484,34.90611111111112,2,0,0,1,3,0,167,0
263.0,fzp,1.0,1427,940,487,35.16666666666668,5,0,0,6,3,0,172,0
264.0,fzp,1.0,1429,943,486,35.42819444444446,0,0,0,1,2,0,172,0
265.0,fzp,1.0,1434,946,488,35.69055555555557,4,0,0,4,3,0,176,0
266.0,fzp,1.0,1440,952,488,35.95416666666668,2,0,0,4,4,0,178,0
267.0,fzp,1.0,1442,957,485,36.21930555555557,3,0,0,3,5,0,181,0
268.0,fzp,1.0,1451,962,489,36.485833333333346,3,0,0,0,8,0,184,0
269.0,fzp,1.0,1454,967,487,36.75375000000001,2,0,0,2,5,0,186,0
270.0,fzp,1.0,1455,972,483,37.023055555555565,1,0,0,2,4,0,187,0
271.0,fzp,1.0,1458,972,486,37.29305555555557,4,0,0,1,3,0,191,0
272.0,fzp,1.0,1468,979,489,37.56402777777779,2,0,0,1,8,0,193,0
273.0,fzp,1.0,1469,983,486,37.83652777777779,0,0,0,2,2,0,193,0
274.0,fzp,1.0,1473,985,488,38.10986111111112,1,1,0,0,4,0,195,0
275.0,fzp,1.0,1477,986,491,38.38361111111112,3,0,0,1,3,0,198,0
276.0,fzp,1.0,1483,990,493,38.65805555555556,3,0,0,0,7,0,201,0
277.0,fzp,1.0,1487,991,496,38.93319444444445,2,0,0,0,3,0,203,0
278.0,fzp,1.0,1494,995,499,39.209027777777784,2,0,0,1,5,0,205,0
279.0,fzp,1.0,1500,1000,500,39.486111111111114,0,0,0,2,3,0,205,0
280.0,fzp,1.0,1499,1000,499,39.76388888888889,3,1,0,2,2,0,209,0
281.0,fzp,1.0,1504,1004,500,40.04222222222223,1,0,0,0,5,0,210,0
282.0,fzp,1.0,1511,1009,502,40.321805555555564,3,0,0,1,7,0,213,0
283.0,fzp,1.0,1521,1018,503,40.60333333333334,1,0,0,2,8,0,214,0
284.0,fzp,1.0,1526,1022,504,40.88666666666667,2,0,0,1,5,0,216,0
285.0,fzp,1.0,1533,1026,507,41.17111111111112,1,0,0,1,4,0,217,0
286.0,fzp,1.0,1534,1028,506,41.456388888888895,1,0,0,0,3,0,218,0
287.0,fzp,1.0,1541,1035,506,41.74291666666667,4,0,0,3,8,0,222,0
288.0,fzp,1.0,1542,1036,506,42.03055555555556,1,0,0,0,2,0,223,0
289.0,fzp,1.0,1545,1034,511,42.31805555555556,2,0,0,0,0,0,225,0
290.0,fzp,1.0,1546,1031,515,42.60486111111111,5,0,0,1,1,0,230,0
291.0,fzp,1.0,1550,1030,520,42.891111111111115,4,0,0,1,2,0,234,0
292.0,fzp,1.0,1551,1028,523,43.17694444444445,2,0,0,0,0,0,236,0
293.0,fzp,1.0,1555,1029,526,43.4626388888889,2,0,0,0,3,0,238,0
294.0,fzp,1.0,1556,1030,526,43.74861111111112,3,0,0,1,3,0,241,0
295.0,fzp,1.0,1557,1031,526,44.03486111111112,2,1,0,1,3,0,244,0
296.0,fzp,1.0,1561,1032,529,44.3213888888889,1,0,0,0,2,0,245,0
297.0,fzp,1.0,1562,1028,534,44.60750000000001,6,0,0,0,2,0,251,0
298.0,fzp,1.0,1566,1033,533,44.89375000000001,1,0,0,0,6,0,252,0
299.0,fzp,1.0,1576,1038,538,45.1813888888889,3,0,0,0,8,0,255,0
300.0,fzp,1.0,1581,1039,542,45.46986111111112,2,0,0,0,3,0,257,0
301.0,fzp,1.0,1586,1043,543,45.75902777777779,0,0,0,1,3,0,257,0
302.0,fzp,1.0,1592,1047,545,46.04930555555556,2,0,0,3,3,0,259,0
303.0,fzp,1.0,1595,1051,544,46.34069444444445,0,0,0,1,3,0,259,0
304.0,fzp,1.0,1600,1057,543,46.63347222222223,0,0,0,2,4,0,259,0
305.0,fzp,1.0,1605,1062,543,46.927777777777784,0,0,0,1,4,0,259,0
306.0,fzp,1.0,1610,1068,542,47.22361111111112,2,0,0,3,5,0,261,0
307.0,fzp,1.0,1613,1071,542,47.52069444444445,2,2,0,1,6,0,265,0
308.0,fzp,1.0,1615,1075,540,47.81875000000001,0,0,0,1,3,0,265,0
309.0,fzp,1.0,1627,1086,541,48.1188888888889,1,0,0,2,10,0,266,0
310.0,fzp,1.0,1626,1090,536,48.42111111111112,2,1,0,5,2,0,269,0
311.0,fzp,1.0,1629,1092,537,48.72416666666667,2,1,0,2,3,0,272,0
312.0,fzp,1.0,1634,1097,537,49.028194444444445,3,1,0,3,6,0,276,0
313.0,fzp,1.0,1636,1099,537,49.333194444444445,2,0,0,2,2,0,278,0
314.0,fzp,1.0,1638,1105,533,49.63930555555556,1,0,0,4,3,0,279,0
315.0,fzp,1.0,1641,1106,535,49.94638888888889,3,0,0,3,1,0,282,0
316.0,fzp,1.0,1642,1108,534,50.25388888888889,3,0,0,2,3,0,285,0
317.0,fzp,1.0,1644,1108,536,50.56166666666667,3,0,0,2,1,0,288,0
318.0,fzp,1.0,1650,1112,538,50.87,2,0,0,2,4,0,290,0
319.0,fzp,1.0,1657,1118,539,51.17972222222222,1,0,0,2,5,0,291,0
320.0,fzp,1.0,1657,1123,534,51.49097222222222,1,0,0,4,2,0,292,0
