link,bin,seg,lane,rows,stopped,mean_speed
2,750,1700,1,237,107,13.229325
2,750,1700,2,31,0,75.98484
2,750,1700,3,41,0,92.9978
2,750,1700,4,49,0,92.66776
2,750,1800,1,248,125,10.87129
2,750,1800,2,35,0,68.492
2,750,1800,3,45,0,94.83933
2,750,1800,4,43,0,97.0186
2,750,1900,1,288,151,9.1744795
2,750,1900,2,78,7,33.963074
2,750,1900,3,65,4,63.629387
2,750,1900,4,59,4,71.570335
2,750,2000,1,39,11,22.174358
2,750,2000,2,49,18,33.707962
2,750,2000,3,51,0,64.651764
2,750,2000,4,62,0,75.79613
2,750,2100,1,19,0,70.573685
2,750,2100,2,37,0,69.993515
2,750,2100,3,27,0,81.810005
2,750,2100,4,46,0,85.177605
2,750,2200,1,27,0,80.85593
2,750,2200,2,31,0,71.480965
2,750,2200,3,33,0,87.1097
2,750,2200,4,35,0,95.99314
2,750,2300,1,30,0,84.288
2,750,2300,2,30,0,74.08833
2,750,2300,3,33,0,93.14212
2,750,2300,4,25,0,97.738396
2,750,4200,1,29,0,114.02035
2,750,4200,2,9,0,125.736664
2,750,4200,3,17,0,117.602356
2,750,4200,4,12,0,116.145836
2,750,4300,1,24,0,103.799164
2,750,4300,2,9,0,122.61
2,750,4300,3,12,0,119.04667
2,750,4300,4,15,0,117.472664
2,750,4400,1,59,0,65.715256
2,750,4400,2,15,0,121.16533
2,750,4400,3,12,0,118.41166
2,750,4400,4,17,0,115.842354
2,750,4500,1,15,0,42.81533
2,750,4500,2,10,0,111.29201
2,750,4500,3,13,0,116.815384
2,750,4500,4,15,0,113.582
2,750,4600,1,17,0,42.57294
2,750,4600,2,10,0,124.30501
2,750,4600,3,15,0,117.896
2,750,4600,4,18,0,116.84889
2,900,1700,1,300,148,8.039633
2,900,1700,2,47,0,54.347874
2,900,1700,3,43,0,84.93093
2,900,1700,4,41,0,88.2122
2,900,1800,1,322,163,8.740963
2,900,1800,2,47,2,44.649574
2,900,1800,3,40,0,77.143
2,900,1800,4,48,0,88.738335
2,900,1900,1,285,128,10.382667
2,900,1900,2,53,6,42.81113
2,900,1900,3,43,0,61.516277
2,900,1900,4,66,3,67.691216
2,900,2000,1,40,11,21.853
2,900,2000,2,35,1,56.92943
2,900,2000,3,49,0,72.862854
2,900,2000,4,55,0,85.10472
2,900,2100,1,29,0,64.907585
2,900,2100,2,30,0,60.052998
2,900,2100,3,44,0,76.66477
2,900,2100,4,38,0,91.746574
2,900,2200,1,31,0,68.12064
2,900,2200,2,33,1,55.378483
2,900,2200,3,35,0,81.286
2,900,2200,4,42,0,97.92834
2,900,2300,1,36,0,76.485
2,900,2300,2,36,0,60.460835
2,900,2300,3,40,0,86.981
2,900,2300,4,40,0,95.80675
2,900,4200,1,38,0,111.14447
2,900,4200,2,10,0,111.528
2,900,4200,3,12,0,124.8425
2,900,4200,4,15,0,119.23067
2,900,4300,1,31,0,103.977425
2,900,4300,2,18,0,113.29056
2,900,4300,3,10,0,120.508995
2,900,4300,4,12,0,115.199165
2,900,4400,1,62,1,58.630486
2,900,4400,2,19,0,110.963684
2,900,4400,3,16,0,124.335
2,900,4400,4,19,0,116.09105
2,900,4500,1,10,0,60.896996
2,900,4500,2,15,0,113.302666
2,900,4500,3,16,0,114.615
2,900,4500,4,13,0,117.36846
2,900,4600,1,8,0,62.3425
2,900,4600,2,17,0,110.54588
2,900,4600,3,18,0,120.075005
2,900,4600,4,16,0,114.969376
2,1050,1700,1,304,159,7.275691
2,1050,1700,2,49,0,52.903877
2,1050,1700,3,52,0,75.01077
2,1050,1700,4,55,1,80.60527
2,1050,1800,1,276,131,9.494022
2,1050,1800,2,44,1,56.272274
2,1050,1800,3,46,1,74.35544
2,1050,1800,4,51,0,88.48765
2,1050,1900,1,269,134,9.223048
2,1050,1900,2,50,0,49.3418
2,1050,1900,3,56,4,63.62732
2,1050,1900,4,62,2,76.04451
2,1050,2000,1,42,14,19.168571
2,1050,2000,2,38,3,71.78316
2,1050,2000,3,35,1,69.510574
2,1050,2000,4,51,1,84.52509
2,1050,2100,1,22,0,95.29409
2,1050,2100,2,25,0,76.4256
2,1050,2100,3,34,0,93.54088
2,1050,2100,4,37,0,99.05162
2,1050,2200,1,24,0,88.48583
2,1050,2200,2,30,0,72.835
2,1050,2200,3,29,0,85.12724
2,1050,2200,4,32,0,108.64094
2,1050,2300,1,28,0,87.27215
2,1050,2300,2,27,0,70.92259
2,1050,2300,3,30,0,84.478004
2,1050,2300,4,38,0,108.8408
2,1050,4200,1,24,0,110.59958
2,1050,4200,2,11,0,118.91545
2,1050,4200,3,17,0,117.80882
2,1050,4200,4,19,0,116.841576
2,1050,4300,1,21,0,106.326675
2,1050,4300,2,11,0,120.33545
2,1050,4300,3,19,0,118.92105
2,1050,4300,4,26,0,119.26692
2,1050,4400,1,47,0,57.85425
2,1050,4400,2,18,0,104.49111
2,1050,4400,3,15,0,116.41
2,1050,4400,4,19,0,118.11895
2,1050,4500,1,21,0,47.757145
2,1050,4500,2,16,0,85.0925
2,1050,4500,3,17,0,111.44882
2,1050,4500,4,23,0,116.87739
2,1050,4600,1,21,0,45.607143
2,1050,4600,2,18,0,98.50833
2,1050,4600,3,20,0,106.1425
2,1050,4600,4,25,0,115.662
2,1200,1700,1,308,176,6.312695
2,1200,1700,2,54,0,32.074814
2,1200,1700,3,52,1,67.9827
2,1200,1700,4,58,0,77.91828
2,1200,1800,1,312,159,7.3513465
2,1200,1800,2,47,2,51.640427
2,1200,1800,3,40,0,80.4595
2,1200,1800,4,49,0,90.4751
2,1200,1900,1,301,161,7.370299
2,1200,1900,2,49,0,58.365917
2,1200,1900,3,44,0,85.325005
2,1200,1900,4,47,0,85.35021
2,1200,2000,1,44,21,16.589773
2,1200,2000,2,34,0,53.58853
2,1200,2000,3,42,0,88.81976
2,1200,2000,4,45,0,93.44866
2,1200,2100,1,20,0,85.0465
2,1200,2100,2,30,0,52.640003
2,1200,2100,3,39,0,93.63872
2,1200,2100,4,45,0,97.12911
2,1200,2200,1,26,0,93.85423
2,1200,2200,2,35,0,49.049713
2,1200,2200,3,35,0,95.46085
2,1200,2200,4,32,0,100.33938
2,1200,2300,1,18,0,91.02055
2,1200,2300,2,39,0,53.25128
2,1200,2300,3,33,0,93.22273
2,1200,2300,4,38,0,107.97921
2,1200,4200,1,25,0,109.472
2,1200,4200,2,13,0,109.315384
2,1200,4200,3,17,0,122.68706
2,1200,4200,4,14,0,115.505
2,1200,4300,1,30,0,94.411
2,1200,4300,2,13,0,109.310776
2,1200,4300,3,21,0,119.06334
2,1200,4300,4,20,0,117.33101
2,1200,4400,1,73,3,44.830276
2,1200,4400,2,27,3,68.549255
2,1200,4400,3,22,0,105.43682
2,1200,4400,4,22,0,106.62045
2,1200,4500,1,26,0,42.263462
2,1200,4500,2,22,0,67.41591
2,1200,4500,3,33,0,105.59091
2,1200,4500,4,21,0,99.67285
2,1200,4600,1,24,0,43.53958
2,1200,4600,2,25,0,61.3272
2,1200,4600,3,24,0,107.68958
2,1200,4600,4,26,0,99.71807
2,1350,1700,1,360,219,5.244583
2,1350,1700,2,52,0,24.070192
2,1350,1700,3,33,0,90.91243
2,1350,1700,4,41,0,94.86512
2,1350,1800,1,339,212,5.670265
2,1350,1800,2,48,1,25.907084
2,1350,1800,3,34,0,73.31735
2,1350,1800,4,48,0,95.87729
2,1350,1900,1,315,192,5.9959364
2,1350,1900,2,67,4,26.597313
2,1350,1900,3,56,6,50.715893
2,1350,1900,4,50,0,87.4392
2,1350,2000,1,40,18,13.28275
2,1350,2000,2,35,16,29.848284
2,1350,2000,3,46,0,61.767826
2,1350,2000,4,57,0,80.45807
2,1350,2100,1,19,0,62.131054
2,1350,2100,2,22,0,66.07409
2,1350,2100,3,33,0,69.4003
2,1350,2100,4,40,0,92.02375
2,1350,2200,1,24,0,86.51083
2,1350,2200,2,29,0,67.027245
2,1350,2200,3,33,0,75.71516
2,1350,2200,4,39,0,97.71436
2,1350,2300,1,25,0,89.1816
2,1350,2300,2,29,0,75.728615
2,1350,2300,3,28,0,76.515
2,1350,2300,4,41,0,100.55707
2,1350,4200,1,29,0,112.26655
2,1350,4200,2,12,0,121.42333
2,1350,4200,3,15,0,116.85267
2,1350,4200,4,14,0,122.22929
2,1350,4300,1,24,0,104.363335
2,1350,4300,2,8,0,118.065
2,1350,4300,3,16,0,115.7425
2,1350,4300,4,17,0,115.972946
2,1350,4400,1,53,1,67.66113
2,1350,4400,2,14,0,93.78786
2,1350,4400,3,18,0,110.99222
2,1350,4400,4,16,0,118.885
2,1350,4500,1,12,0,63.500835
2,1350,4500,2,13,0,98.169235
2,1350,4500,3,18,0,109.84333
2,1350,4500,4,13,0,115.50692
2,1350,4600,1,11,0,58.00818
2,1350,4600,2,13,0,77.33846
2,1350,4600,3,16,0,115.68125
2,1350,4600,4,21,0,116.93857
2,1500,1700,1,406,304,3.3227587
2,1500,1700,2,122,4,17.144344
2,1500,1700,3,44,0,69.95705
2,1500,1700,4,48,0,71.00854
2,1500,1800,1,385,253,4.700338
2,1500,1800,2,89,0,19.83101
2,1500,1800,3,35,0,92.005714
2,1500,1800,4,35,0,84.043144
2,1500,1900,1,322,194,7.467609
2,1500,1900,2,56,7,21.858036
2,1500,1900,3,35,0,90.83915
2,1500,1900,4,34,0,95.59382
2,1500,2000,1,33,16,10.646667
2,1500,2000,2,39,23,27.826666
2,1500,2000,3,26,0,98.98385
2,1500,2000,4,35,0,86.698
2,1500,2100,1,5,0,86.298
2,1500,2100,2,11,0,110.27454
2,1500,2100,3,20,0,88.895004
2,1500,2100,4,24,0,101.37583
2,1500,2200,1,9,0,110.85667
2,1500,2200,2,9,0,110.78555
2,1500,2200,3,19,0,102.02895
2,1500,2200,4,24,0,103.43792
2,1500,2300,1,8,0,113.495
2,1500,2300,2,13,0,120.02077
2,1500,2300,3,17,0,87.69647
2,1500,2300,4,22,0,103.060455
2,1500,4200,1,22,0,117.48682
2,1500,4200,2,13,0,118.28308
2,1500,4200,3,8,0,117.27875
2,1500,4200,4,10,0,117.164
2,1500,4300,1,24,0,108.84292
2,1500,4300,2,8,0,120.3675
2,1500,4300,3,10,0,115.162
2,1500,4300,4,8,0,117.83625
2,1500,4400,1,47,1,55.241066
2,1500,4400,2,16,0,106.7625
2,1500,4400,3,11,0,111.92727
2,1500,4400,4,8,0,115.14625
2,1500,4500,1,24,0,46.55083
2,1500,4500,2,17,0,98.26294
2,1500,4500,3,15,0,115.031334
2,1500,4500,4,9,0,109.45
2,1500,4600,1,26,0,41.78077
2,1500,4600,2,13,0,94.39
2,1500,4600,3,10,0,113.03001
2,1500,4600,4,12,0,115.07916
2,1650,1700,1,407,285,3.446806
2,1650,1700,2,105,3,18.698477
2,1650,1700,3,60,0,68.7055
2,1650,1700,4,58,0,80.85776
2,1650,1800,1,388,250,4.5885825
2,1650,1800,2,94,1,21.29202
2,1650,1800,3,62,0,68.245804
2,1650,1800,4,63,0,79.95317
2,1650,1900,1,352,229,5.100625
2,1650,1900,2,131,40,15.587709
2,1650,1900,3,75,1,51.894
2,1650,1900,4,74,1,64.40419
2,1650,2000,1,43,18,10.321628
2,1650,2000,2,59,31,21.934916
2,1650,2000,3,67,1,56.24254
2,1650,2000,4,68,0,67.62765
2,1650,2100,1,27,0,52.52037
2,1650,2100,2,37,0,61.760544
2,1650,2100,3,37,0,65.552704
2,1650,2100,4,56,0,84.61822
2,1650,2200,1,34,0,67.259705
2,1650,2200,2,37,1,59.461082
2,1650,2200,3,37,0,69.23216
2,1650,2200,4,44,0,90.20318
2,1650,2300,1,35,0,71.306
2,1650,2300,2,31,0,72.354195
2,1650,2300,3,35,0,69.72943
2,1650,2300,4,42,0,94.02095
2,1650,4200,1,22,0,117.770454
2,1650,4200,2,12,0,120.00167
2,1650,4200,3,11,0,116.05909
2,1650,4200,4,9,0,111.19112
2,1650,4300,1,20,0,110.91899
2,1650,4300,2,16,0,105.29188
2,1650,4300,3,12,0,114.36917
2,1650,4300,4,9,0,116.006676
2,1650,4400,1,59,2,51.905594
2,1650,4400,2,19,1,59.336315
2,1650,4400,3,21,0,99.31714
2,1650,4400,4,9,0,98.99222
2,1650,4500,1,22,0,43.99318
2,1650,4500,2,18,0,74.67667
2,1650,4500,3,16,0,86.04938
2,1650,4500,4,18,0,94.66722
2,1650,4600,1,16,0,40.679375
2,1650,4600,2,13,0,67.95231
2,1650,4600,3,17,0,91.18412
2,1650,4600,4,15,0,99.70533
2,1800,1700,1,402,292,3.414801
2,1800,1700,2,83,1,18.813736
2,1800,1700,3,28,0,74.343575
2,1800,1700,4,41,0,75.19147
2,1800,1800,1,413,302,3.6375062
2,1800,1800,2,78,1,19.141922
2,1800,1800,3,31,0,84.410324
2,1800,1800,4,27,0,94.17704
2,1800,1900,1,415,309,3.2897348
2,1800,1900,2,223,138,5.6443496
2,1800,1900,3,38,0,57.73658
2,1800,1900,4,31,0,96.63613
2,1800,2000,1,38,17,8.825526
2,1800,2000,2,50,38,9.2232
2,1800,2000,3,34,0,57.035587
2,1800,2000,4,40,0,86.11875
2,1800,2100,1,17,0,55.416473
2,1800,2100,2,18,0,50.33278
2,1800,2100,3,26,0,55.053463
2,1800,2100,4,44,0,93.30432
2,1800,2200,1,22,0,69.6441
2,1800,2200,2,21,0,63.38286
2,1800,2200,3,27,0,56.975925
2,1800,2200,4,26,0,99.56962
2,1800,2300,1,21,0,58.23
2,1800,2300,2,27,0,62.54741
2,1800,2300,3,26,0,57.055767
2,1800,2300,4,27,0,94.947784
2,1800,4200,1,25,0,109.4728
2,1800,4200,2,8,0,112.38375
2,1800,4200,3,14,0,120.917854
2,1800,4200,4,18,0,121.452774
2,1800,4300,1,24,0,103.61584
2,1800,4300,2,11,0,102.37546
2,1800,4300,3,10,0,116.215004
2,1800,4300,4,9,0,118.03334
2,1800,4400,1,56,0,50.83857
2,1800,4400,2,24,1,68.60792
2,1800,4400,3,21,0,107.30143
2,1800,4400,4,19,0,118.13999
2,1800,4500,1,22,0,49.240456
2,1800,4500,2,25,0,58.8204
2,1800,4500,3,21,0,102.47953
2,1800,4500,4,17,0,106.46059
2,1800,4600,1,17,0,43.50647
2,1800,4600,2,19,0,58.530003
2,1800,4600,3,18,0,106.810555
2,1800,4600,4,17,0,111.55706
2,1950,1700,1,448,389,1.5590402
2,1950,1700,2,161,12,15.1721115
2,1950,1700,3,44,0,60.521133
2,1950,1700,4,45,0,74.01378
2,1950,1800,1,449,374,1.9070824
2,1950,1800,2,256,131,7.6146874
2,1950,1800,3,37,0,82.91027
2,1950,1800,4,34,0,87.12559
2,1950,1900,1,396,284,3.516389
2,1950,1900,2,374,286,2.9644918
2,1950,1900,3,35,0,90.096565
2,1950,1900,4,33,0,98.327576
2,1950,2000,1,42,22,8.4273815
2,1950,2000,2,46,28,11.327173
2,1950,2000,3,30,0,95.177666
2,1950,2000,4,33,0,97.52454
2,1950,2100,1,12,0,56.403336
2,1950,2100,2,13,0,76.0
2,1950,2100,3,16,0,99.874374
2,1950,2100,4,34,0,102.102356
2,1950,2200,1,13,0,63.31616
2,1950,2200,2,16,0,72.02812
2,1950,2200,3,24,0,93.21583
2,1950,2200,4,30,0,108.73333
2,1950,2300,1,13,0,75.13307
2,1950,2300,2,20,0,69.6155
2,1950,2300,3,26,0,88.707306
2,1950,2300,4,27,0,104.37555
2,1950,4200,1,23,0,118.152176
2,1950,4200,2,10,0,118.04299
2,1950,4200,3,10,0,119.85
2,1950,4200,4,8,0,117.7675
2,1950,4300,1,30,0,102.585335
2,1950,4300,2,11,0,109.696365
2,1950,4300,3,13,0,121.77923
2,1950,4300,4,16,0,115.12312
2,1950,4400,1,56,2,50.900356
2,1950,4400,2,17,0,73.515884
2,1950,4400,3,16,0,103.75125
2,1950,4400,4,16,0,113.12937
2,1950,4500,1,12,0,53.458332
2,1950,4500,2,12,0,77.245
2,1950,4500,3,14,0,114.76
2,1950,4500,4,14,0,99.75857
2,1950,4600,1,16,0,46.596252
2,1950,4600,2,12,0,66.71917
2,1950,4600,3,20,0,114.173
2,1950,4600,4,19,0,109.082634
2,2100,1700,1,388,284,3.605567
2,2100,1700,2,329,223,4.885228
2,2100,1700,3,53,0,35.1883
2,2100,1700,4,54,0,76.09204
2,2100,1800,1,355,216,5.500676
2,2100,1800,2,420,329,2.9213572
2,2100,1800,3,69,0,30.8629
2,2100,1800,4,69,0,53.112755
2,2100,1900,1,340,188,6.292824
2,2100,1900,2,402,323,2.626791
2,2100,1900,3,104,28,21.55029
2,2100,1900,4,83,2,41.098793
2,2100,2000,1,44,18,13.176819
2,2100,2000,2,48,35,9.348333
2,2100,2000,3,31,0,73.94419
2,2100,2000,4,39,0,60.651794
2,2100,2100,1,8,0,52.786247
2,2100,2100,2,17,0,70.306465
2,2100,2100,3,15,0,90.875336
2,2100,2100,4,26,0,92.91808
2,2100,2200,1,13,0,60.661537
2,2100,2200,2,15,0,74.81133
2,2100,2200,3,19,0,101.54474
2,2100,2200,4,12,0,105.11417
2,2100,2300,1,16,0,65.84812
2,2100,2300,2,10,0,74.913
2,2100,2300,3,15,0,107.69067
2,2100,2300,4,17,0,114.15471
2,2100,4200,1,11,0,118.329094
2,2100,4200,2,4,0,117.090004
2,2100,4200,3,16,0,117.243126
2,2100,4200,4,16,0,117.30125
2,2100,4300,1,7,0,107.57429
2,2100,4300,2,7,0,118.18285
2,2100,4300,3,12,0,121.357506
2,2100,4300,4,8,0,117.58375
2,2100,4400,1,29,0,65.238625
2,2100,4400,2,10,0,76.838
2,2100,4400,3,9,0,115.361115
2,2100,4400,4,12,0,117.40333
2,2100,4500,1,18,0,57.281662
2,2100,4500,2,9,0,89.318886
2,2100,4500,3,21,0,111.884766
2,2100,4500,4,8,0,116.7575
2,2100,4600,1,18,0,48.690556
2,2100,4600,2,10,0,61.038002
2,2100,4600,3,12,0,110.49167
2,2100,4600,4,16,0,114.09
2,2250,1700,1,402,331,2.4905722
2,2250,1700,2,403,341,1.9826303
2,2250,1700,3,107,10,23.41327
2,2250,1700,4,83,1,43.111084
2,2250,1800,1,472,384,2.2370338
2,2250,1800,2,415,342,1.968506
2,2250,1800,3,119,10,18.283781
2,2250,1800,4,120,9,31.113585
2,2250,1900,1,383,269,3.9139166
2,2250,1900,2,437,363,2.0004807
2,2250,1900,3,305,207,4.6922297
2,2250,1900,4,186,41,19.84102
2,2250,2000,1,41,23,8.044147
2,2250,2000,2,39,29,6.944359
2,2250,2000,3,24,0,66.098335
2,2250,2000,4,50,0,57.0102
2,2250,2100,1,13,0,45.906155
2,2250,2100,2,23,0,60.95348
2,2250,2100,3,18,0,75.77278
2,2250,2100,4,26,0,86.58154
2,2250,2200,1,19,0,67.27895
2,2250,2200,2,17,0,53.652355
2,2250,2200,3,26,0,91.76615
2,2250,2200,4,17,0,96.84353
2,2250,2300,1,18,0,80.05333
2,2250,2300,2,20,0,62.562
2,2250,2300,3,19,0,94.697365
2,2250,2300,4,19,0,105.54158
2,2250,4200,1,12,0,117.5275
2,2250,4200,2,5,0,125.08201
2,2250,4200,3,8,0,116.05875
2,2250,4200,4,5,0,120.186
2,2250,4300,1,13,0,111.73692
2,2250,4300,2,8,0,107.293755
2,2250,4300,3,6,0,115.78
2,2250,4300,4,4,0,126.505
2,2250,4400,1,22,0,80.02637
2,2250,4400,2,6,0,92.60667
2,2250,4400,3,12,0,112.63999
2,2250,4400,4,5,0,124.31
2,2250,4500,1,5,0,109.093994
2,2250,4500,2,10,0,67.777
2,2250,4500,3,8,0,102.59875
2,2250,4500,4,6,0,119.57333
2,2250,4600,1,4,0,98.085
2,2250,4600,2,8,0,76.3975
2,2250,4600,3,12,0,115.049164
2,2250,4600,4,5,0,126.256004
2,2400,1700,1,433,370,2.0737183
2,2400,1700,2,424,368,1.4682547
2,2400,1700,3,114,6,19.35386
2,2400,1700,4,107,4,40.38084
2,2400,1800,1,421,326,2.9163659
2,2400,1800,2,395,349,1.5557975
2,2400,1800,3,226,79,10.725221
2,2400,1800,4,198,63,16.863333
2,2400,1900,1,373,233,5.0647454
2,2400,1900,2,422,352,2.1096447
2,2400,1900,3,328,214,5.0211887
2,2400,1900,4,174,35,24.740864
2,2400,2000,1,52,11,20.499615
2,2400,2000,2,41,28,9.531464
2,2400,2000,3,35,1,63.121716
2,2400,2000,4,58,0,62.08638
2,2400,2100,1,24,0,45.279583
2,2400,2100,2,20,0,62.601
2,2400,2100,3,27,0,81.10111
