link,bin,rows_nc,stopped_nc,mean_speed_nc,ttt_nc,rows_g1,stopped_g1,mean_speed_g1,ttt_g1,d
118,1050,288.0,239.0,4.8733335,0.4,65.0,21.0,24.53646,0.09027777777777778,-0.30972222222222223
118,1200,278.0,220.0,5.634173,0.3861111111111111,113.0,63.0,13.447787,0.15694444444444444,-0.22916666666666669
118,1350,260.0,198.0,7.2788076,0.3611111111111111,105.0,61.0,14.855334,0.14583333333333334,-0.21527777777777776
118,1500,155.0,109.0,10.252387,0.2152777777777778,118.0,78.0,11.457373,0.1638888888888889,-0.0513888888888889
118,1650,49.0,6.0,33.16204,0.06805555555555555,71.0,31.0,18.145493,0.09861111111111111,0.030555555555555558
118,1800,71.0,20.0,26.418169,0.09861111111111111,107.0,45.0,16.093739,0.1486111111111111,0.05
118,1950,72.0,27.0,21.560555,0.1,125.0,71.0,11.87304,0.1736111111111111,0.0736111111111111
118,2100,102.0,50.0,18.693726,0.14166666666666666,178.0,131.0,6.7423034,0.24722222222222223,0.10555555555555557
118,2250,101.0,50.0,15.906832,0.14027777777777778,194.0,152.0,6.272629,0.26944444444444443,0.12916666666666665
118,2400,92.0,40.0,21.448044,0.12777777777777777,207.0,157.0,7.2999034,0.2875,0.1597222222222222
118,2550,83.0,35.0,20.439518,0.11527777777777778,266.0,193.0,8.189473,0.36944444444444446,0.25416666666666665
118,2700,86.0,40.0,18.178604,0.11944444444444445,258.0,188.0,8.154186,0.35833333333333334,0.23888888888888887
118,2850,115.0,66.0,13.422956,0.1597222222222222,229.0,158.0,9.3162,0.31805555555555554,0.15833333333333333
118,3000,159.0,112.0,8.062453,0.22083333333333333,199.0,143.0,9.071357,0.2763888888888889,0.05555555555555558
118,3150,206.0,151.0,7.4050484,0.2861111111111111,159.0,120.0,7.6784906,0.22083333333333333,-0.06527777777777777
118,3300,188.0,146.0,5.5836167,0.2611111111111111,79.0,27.0,23.967089,0.10972222222222222,-0.1513888888888889
118,3450,286.0,223.0,5.8535314,0.3972222222222222,70.0,31.0,20.566286,0.09722222222222222,-0.3
118,3600,238.0,192.0,5.736597,0.33055555555555555,109.0,63.0,14.902753,0.15138888888888888,-0.17916666666666667
118,3750,227.0,176.0,7.1648903,0.31527777777777777,113.0,76.0,10.746991,0.15694444444444444,-0.15833333333333333
118,3900,34.0,1.0,39.185295,0.04722222222222222,46.0,20.0,22.171522,0.06388888888888888,0.016666666666666663
118,4050,27.0,4.0,31.868149,0.0375,59.0,30.0,18.41949,0.08194444444444444,0.044444444444444446
118,4200,53.0,17.0,26.34434,0.07361111111111111,44.0,17.0,22.199091,0.06111111111111111,-0.012500000000000004
118,4350,44.0,16.0,25.24182,0.06111111111111111,106.0,71.0,8.700189,0.14722222222222223,0.08611111111111111
118,4500,63.0,26.0,20.989681,0.0875,100.0,67.0,8.8642,0.1388888888888889,0.0513888888888889
118,4650,65.0,33.0,18.414309,0.09027777777777778,130.0,96.0,6.3623843,0.18055555555555555,0.09027777777777778
118,4800,28.0,10.0,25.813929,0.03888888888888889,144.0,109.0,7.3541665,0.2,0.16111111111111112
118,4950,31.0,12.0,19.800968,0.043055555555555555,186.0,155.0,3.7740324,0.25833333333333336,0.2152777777777778
118,5100,49.0,28.0,15.015918,0.06805555555555555,116.0,87.0,6.7193966,0.16111111111111112,0.09305555555555557
118,5250,48.0,24.0,16.203125,0.06666666666666667,62.0,34.0,15.31371,0.08611111111111111,0.019444444444444445
122,150,16.0,0.0,41.889374,0.022222222222222223,16.0,0.0,41.889374,0.022222222222222223,0.0
122,300,20.0,0.0,45.554,0.027777777777777776,20.0,0.0,45.554,0.027777777777777776,0.0
122,450,35.0,0.0,40.93943,0.04861111111111111,35.0,0.0,40.93943,0.04861111111111111,0.0
122,600,38.0,0.0,41.909473,0.05277777777777778,38.0,0.0,41.909473,0.05277777777777778,0.0
122,750,45.0,0.0,44.79711,0.0625,45.0,0.0,44.79711,0.0625,0.0
122,900,68.0,14.0,32.37912,0.09444444444444444,75.0,14.0,35.69,0.10416666666666667,0.00972222222222223
122,1050,99.0,35.0,24.282423,0.1375,51.0,0.0,47.548626,0.07083333333333333,-0.06666666666666668
122,1200,100.0,51.0,20.0902,0.1388888888888889,53.0,9.0,36.783207,0.07361111111111111,-0.06527777777777778
122,1350,66.0,9.0,35.724243,0.09166666666666666,59.0,0.0,43.779324,0.08194444444444444,-0.009722222222222215
122,1500,72.0,19.0,31.229723,0.1,108.0,32.0,27.098982,0.15,0.04999999999999999
122,1650,122.0,57.0,21.203608,0.16944444444444445,97.0,43.0,22.089691,0.13472222222222222,-0.03472222222222224
122,1800,137.0,63.0,22.402336,0.19027777777777777,121.0,65.0,18.96967,0.16805555555555557,-0.0222222222222222
122,1950,61.0,20.0,28.736721,0.08472222222222223,76.0,25.0,28.70671,0.10555555555555556,0.02083333333333333
122,2100,133.0,83.0,15.3190975,0.18472222222222223,84.0,42.0,22.663929,0.11666666666666667,-0.06805555555555556
122,2250,183.0,115.0,14.477759,0.25416666666666665,98.0,41.0,22.69051,0.1361111111111111,-0.11805555555555555
122,2400,111.0,55.0,19.811352,0.15416666666666667,108.0,31.0,30.109537,0.15,-0.00416666666666668
122,2550,83.0,16.0,34.58771,0.11527777777777778,139.0,45.0,28.997913,0.19305555555555556,0.07777777777777778
122,2700,75.0,3.0,39.3972,0.10416666666666667,115.0,33.0,28.298697,0.1597222222222222,0.05555555555555554
122,2850,74.0,5.0,42.32297,0.10277777777777777,144.0,58.0,23.327917,0.2,0.09722222222222224
122,3000,67.0,8.0,39.544476,0.09305555555555556,175.0,119.0,13.580629,0.24305555555555555,0.15
122,3150,81.0,9.0,35.15173,0.1125,137.0,44.0,29.71876,0.19027777777777777,0.07777777777777777
122,3300,103.0,14.0,33.88903,0.14305555555555555,133.0,65.0,22.083082,0.18472222222222223,0.041666666666666685
122,3450,75.0,9.0,34.185467,0.10416666666666667,112.0,36.0,29.359911,0.15555555555555556,0.05138888888888889
122,3600,86.0,21.0,30.217674,0.11944444444444445,51.0,0.0,39.38843,0.07083333333333333,-0.04861111111111112
122,3750,91.0,33.0,26.404396,0.12638888888888888,57.0,0.0,40.794212,0.07916666666666666,-0.04722222222222222
122,3900,92.0,26.0,27.795652,0.12777777777777777,81.0,7.0,38.871605,0.1125,-0.015277777777777765
122,4050,101.0,41.0,23.939604,0.14027777777777778,126.0,66.0,18.532303,0.175,0.03472222222222221
122,4200,144.0,62.0,21.110556,0.2,124.0,64.0,19.499111,0.17222222222222222,-0.02777777777777779
122,4350,150.0,85.0,16.4624,0.20833333333333334,124.0,64.0,19.628305,0.17222222222222222,-0.03611111111111112
122,4500,171.0,96.0,17.586843,0.2375,61.0,24.0,23.438524,0.08472222222222223,-0.15277777777777776
122,4650,148.0,93.0,14.517298,0.20555555555555555,73.0,31.0,23.866438,0.10138888888888889,-0.10416666666666666
122,4800,54.0,10.0,34.887222,0.075,57.0,19.0,29.09649,0.07916666666666666,0.004166666666666666
122,4950,54.0,5.0,39.889072,0.075,80.0,28.0,30.032999,0.1111111111111111,0.03611111111111111
122,5100,44.0,3.0,43.807957,0.06111111111111111,72.0,17.0,36.16125,0.1,0.038888888888888896
122,5250,50.0,0.0,44.5068,0.06944444444444445,53.0,12.0,40.593395,0.07361111111111111,0.004166666666666666
128,0,5.0,2.0,13.58,0.006944444444444444,5.0,2.0,13.58,0.006944444444444444,0.0
128,150,13.0,5.0,21.896923,0.018055555555555554,13.0,5.0,21.896923,0.018055555555555554,0.0
128,300,21.0,9.0,25.502857,0.029166666666666667,21.0,9.0,25.502857,0.029166666666666667,0.0
128,450,41.0,23.0,15.3646345,0.05694444444444444,41.0,23.0,15.3646345,0.05694444444444444,0.0
128,600,53.0,35.0,11.741887,0.07361111111111111,53.0,35.0,11.741887,0.07361111111111111,0.0
128,750,76.0,44.0,16.093948,0.10555555555555556,76.0,44.0,16.093948,0.10555555555555556,0.0
128,900,95.0,61.0,11.914526,0.13194444444444445,93.0,58.0,12.284623,0.12916666666666668,-0.002777777777777768
128,1050,101.0,58.0,12.463168,0.14027777777777778,70.0,38.0,16.648142,0.09722222222222222,-0.043055555555555555
128,1200,94.0,62.0,9.245,0.13055555555555556,86.0,52.0,12.124302,0.11944444444444445,-0.011111111111111113
128,1350,133.0,95.0,7.4110527,0.18472222222222223,121.0,84.0,12.448099,0.16805555555555557,-0.016666666666666663
128,1500,132.0,95.0,8.404772,0.18333333333333332,131.0,85.0,9.759619,0.18194444444444444,-0.001388888888888884
128,1650,138.0,96.0,9.923334,0.19166666666666668,114.0,75.0,10.141403,0.15833333333333333,-0.033333333333333354
128,1800,245.0,192.0,5.9860816,0.3402777777777778,78.0,46.0,11.953462,0.10833333333333334,-0.23194444444444445
128,1950,150.0,118.0,6.375467,0.20833333333333334,97.0,55.0,12.580721,0.13472222222222222,-0.07361111111111113
128,2100,42.0,18.0,26.385714,0.058333333333333334,92.0,59.0,10.682174,0.12777777777777777,0.06944444444444443
128,2250,26.0,0.0,44.274616,0.03611111111111111,168.0,122.0,7.58881,0.23333333333333334,0.19722222222222224
128,2400,30.0,3.0,35.43233,0.041666666666666664,153.0,107.0,9.195817,0.2125,0.17083333333333334
128,2550,37.0,5.0,31.222162,0.05138888888888889,107.0,61.0,14.721775,0.1486111111111111,0.09722222222222222
128,2700,62.0,22.0,20.638227,0.08611111111111111,98.0,61.0,14.863673,0.1361111111111111,0.04999999999999999
128,2850,75.0,29.0,22.409866,0.10416666666666667,74.0,38.0,20.527838,0.10277777777777777,-0.0013888888888888978
128,3000,55.0,23.0,23.084728,0.0763888888888889,35.0,7.0,30.93057,0.04861111111111111,-0.027777777777777783
128,3150,106.0,58.0,14.506603,0.14722222222222223,92.0,37.0,23.23674,0.12777777777777777,-0.01944444444444446
128,3300,115.0,64.0,14.454434,0.1597222222222222,104.0,68.0,11.077885,0.14444444444444443,-0.015277777777777779
128,3450,100.0,51.0,13.2411995,0.1388888888888889,99.0,58.0,13.314343,0.1375,-0.001388888888888884
128,3600,147.0,94.0,9.753742,0.20416666666666666,119.0,75.0,10.85563,0.16527777777777777,-0.03888888888888889
128,3750,156.0,114.0,7.027051,0.21666666666666667,129.0,93.0,6.6389923,0.17916666666666667,-0.037500000000000006
128,3900,146.0,108.0,7.775891,0.20277777777777778,123.0,72.0,15.685772,0.17083333333333334,-0.03194444444444444
128,4050,185.0,140.0,6.960919,0.2569444444444444,91.0,59.0,12.804505,0.12638888888888888,-0.13055555555555554
128,4200,222.0,174.0,6.962973,0.30833333333333335,83.0,53.0,13.37241,0.11527777777777778,-0.19305555555555556
128,4350,182.0,139.0,8.1054945,0.25277777777777777,103.0,57.0,13.67602,0.14305555555555555,-0.10972222222222222
128,4500,31.0,0.0,44.672256,0.043055555555555555,32.0,12.0,20.150312,0.044444444444444446,0.001388888888888891
128,4650,26.0,0.0,38.279232,0.03611111111111111,70.0,42.0,14.071714,0.09722222222222222,0.061111111111111116
128,4800,23.0,2.0,40.219566,0.03194444444444444,144.0,115.0,6.5136805,0.2,0.16805555555555557
128,4950,35.0,7.0,31.818,0.04861111111111111,124.0,87.0,9.037822,0.17222222222222222,0.12361111111111112
128,5100,40.0,18.0,22.55525,0.05555555555555555,82.0,56.0,11.971585,0.11388888888888889,0.058333333333333334
128,5250,48.0,27.0,17.082916,0.06666666666666667,38.0,20.0,25.623947,0.05277777777777778,-0.013888888888888888
136,150,3.0,0.0,38.45,0.004166666666666667,3.0,0.0,38.45,0.004166666666666667,0.0
136,300,4.0,0.0,48.64,0.005555555555555556,4.0,0.0,48.64,0.005555555555555556,0.0
136,450,5.0,0.0,48.576,0.006944444444444444,5.0,0.0,48.576,0.006944444444444444,0.0
136,600,5.0,0.0,45.958,0.006944444444444444,5.0,0.0,45.958,0.006944444444444444,0.0
136,750,8.0,0.0,43.65625,0.011111111111111112,8.0,0.0,43.65625,0.011111111111111112,0.0
136,900,3.0,0.0,43.763332,0.004166666666666667,4.0,0.0,25.33,0.005555555555555556,0.0013888888888888892
136,1050,9.0,0.0,39.297775,0.0125,4.0,0.0,38.4525,0.005555555555555556,-0.006944444444444445
136,1200,11.0,0.0,41.693638,0.015277777777777777,11.0,0.0,37.090908,0.015277777777777777,0.0
136,1350,15.0,0.0,38.674,0.020833333333333332,13.0,1.0,30.614614,0.018055555555555554,-0.0027777777777777783
136,1500,11.0,1.0,40.45,0.015277777777777777,10.0,0.0,37.243,0.013888888888888888,-0.0013888888888888892
136,1650,15.0,1.0,28.408667,0.020833333333333332,11.0,0.0,43.966366,0.015277777777777777,-0.005555555555555555
136,1800,15.0,4.0,27.47,0.020833333333333332,11.0,0.0,44.465454,0.015277777777777777,-0.005555555555555555
136,1950,10.0,0.0,37.987,0.013888888888888888,10.0,0.0,46.183,0.013888888888888888,0.0
136,2100,7.0,0.0,42.542854,0.009722222222222222,4.0,0.0,46.5925,0.005555555555555556,-0.004166666666666667
136,2250,12.0,0.0,41.916668,0.016666666666666666,9.0,0.0,46.81,0.0125,-0.004166666666666666
136,2400,16.0,0.0,39.7175,0.022222222222222223,8.0,0.0,41.57625,0.011111111111111112,-0.011111111111111112
136,2550,7.0,0.0,48.244286,0.009722222222222222,12.0,0.0,45.189167,0.016666666666666666,0.006944444444444444
136,2700,8.0,0.0,42.08125,0.011111111111111112,8.0,0.0,41.2375,0.011111111111111112,0.0
136,2850,7.0,0.0,45.2,0.009722222222222222,9.0,0.0,41.98,0.0125,0.0027777777777777783
136,3000,12.0,0.0,48.0475,0.016666666666666666,9.0,0.0,44.199997,0.0125,-0.004166666666666666
136,3150,5.0,0.0,47.316,0.006944444444444444,5.0,0.0,44.358,0.006944444444444444,0.0
136,3300,6.0,0.0,43.678333,0.008333333333333333,5.0,0.0,42.54,0.006944444444444444,-0.0013888888888888892
136,3450,7.0,0.0,42.922855,0.009722222222222222,10.0,0.0,51.790997,0.013888888888888888,0.004166666666666666
136,3600,10.0,0.0,48.695,0.013888888888888888,9.0,0.0,46.671112,0.0125,-0.0013888888888888874
136,3750,9.0,0.0,40.104446,0.0125,6.0,0.0,45.051666,0.008333333333333333,-0.0041666666666666675
136,3900,10.0,0.0,39.253,0.013888888888888888,4.0,0.0,42.035,0.005555555555555556,-0.008333333333333331
136,4050,6.0,0.0,52.418335,0.008333333333333333,10.0,0.0,44.232998,0.013888888888888888,0.005555555555555555
136,4200,8.0,0.0,46.505,0.011111111111111112,8.0,0.0,45.32,0.011111111111111112,0.0
136,4350,4.0,0.0,49.02,0.005555555555555556,7.0,0.0,46.115715,0.009722222222222222,0.004166666666666667
136,4500,9.0,0.0,40.495556,0.0125,7.0,0.0,34.56,0.009722222222222222,-0.0027777777777777783
136,4650,5.0,0.0,45.566,0.006944444444444444,8.0,0.0,46.20875,0.011111111111111112,0.0041666666666666675
136,4800,6.0,0.0,52.23833,0.008333333333333333,3.0,0.0,45.88667,0.004166666666666667,-0.004166666666666667
136,4950,5.0,0.0,46.888,0.006944444444444444,1.0,0.0,42.59,0.001388888888888889,-0.005555555555555555
136,5100,5.0,0.0,54.006,0.006944444444444444,11.0,0.0,44.97091,0.015277777777777777,0.008333333333333333
136,5250,2.0,0.0,41.955,0.002777777777777778,5.0,0.0,47.138,0.006944444444444444,0.004166666666666666
138,0,17.0,0.0,42.49882,0.02361111111111111,17.0,0.0,42.49882,0.02361111111111111,0.0
138,150,20.0,0.0,42.309,0.027777777777777776,20.0,0.0,42.309,0.027777777777777776,0.0
138,300,28.0,0.0,42.21643,0.03888888888888889,28.0,0.0,42.21643,0.03888888888888889,0.0
138,450,15.0,0.0,43.704666,0.020833333333333332,15.0,0.0,43.704666,0.020833333333333332,0.0
138,600,35.0,1.0,35.182858,0.04861111111111111,35.0,1.0,35.182858,0.04861111111111111,0.0
138,750,36.0,1.0,35.353054,0.05,36.0,1.0,35.353054,0.05,0.0
138,900,50.0,0.0,39.9818,0.06944444444444445,50.0,0.0,40.624,0.06944444444444445,0.0
138,1050,38.0,1.0,37.39079,0.05277777777777778,36.0,0.0,39.36778,0.05,-0.002777777777777775
138,1200,52.0,11.0,28.47827,0.07222222222222222,86.0,39.0,17.51314,0.11944444444444445,0.047222222222222235
138,1350,41.0,3.0,35.87049,0.05694444444444444,65.0,22.0,23.568,0.09027777777777778,0.03333333333333333
138,1500,28.0,0.0,41.85393,0.03888888888888889,28.0,0.0,40.359283,0.03888888888888889,0.0
138,1650,48.0,0.0,39.019375,0.06666666666666667,56.0,6.0,32.154823,0.07777777777777778,0.011111111111111113
138,1800,58.0,7.0,32.130863,0.08055555555555556,48.0,2.0,38.8,0.06666666666666667,-0.013888888888888895
138,1950,34.0,1.0,38.244415,0.04722222222222222,29.0,0.0,42.61207,0.04027777777777778,-0.006944444444444441
138,2100,37.0,2.0,35.716217,0.05138888888888889,33.0,0.0,40.277576,0.04583333333333333,-0.005555555555555557
138,2250,72.0,5.0,32.102364,0.1,65.0,4.0,34.640465,0.09027777777777778,-0.00972222222222223
138,2400,72.0,31.0,21.185833,0.1,36.0,0.0,42.005554,0.05,-0.05
138,2550,28.0,0.0,43.34857,0.03888888888888889,29.0,0.0,40.92586,0.04027777777777778,0.001388888888888891
138,2700,44.0,1.0,39.037956,0.06111111111111111,41.0,0.0,42.25268,0.05694444444444444,-0.004166666666666666
138,2850,27.0,0.0,41.323704,0.0375,26.0,0.0,41.396156,0.03611111111111111,-0.001388888888888891
138,3000,45.0,4.0,35.991554,0.0625,43.0,1.0,39.327675,0.059722222222222225,-0.002777777777777775
138,3150,37.0,1.0,35.25,0.05138888888888889,43.0,6.0,31.347673,0.059722222222222225,0.008333333333333338
138,3300,35.0,0.0,41.724857,0.04861111111111111,35.0,0.0,42.527714,0.04861111111111111,0.0
138,3450,24.0,0.0,42.67625,0.03333333333333333,24.0,0.0,43.530834,0.03333333333333333,0.0
138,3600,26.0,0.0,40.24346,0.03611111111111111,26.0,0.0,39.75423,0.03611111111111111,0.0
138,3750,22.0,1.0,38.46364,0.030555555555555555,23.0,2.0,36.351307,0.03194444444444444,0.0013888888888888874
138,3900,31.0,2.0,38.274837,0.043055555555555555,28.0,0.0,42.056786,0.03888888888888889,-0.004166666666666666
138,4050,22.0,1.0,37.567272,0.030555555555555555,21.0,0.0,39.566193,0.029166666666666667,-0.0013888888888888874
138,4200,18.0,0.0,41.29222,0.025,19.0,0.0,38.69211,0.02638888888888889,0.0013888888888888874
138,4350,23.0,0.0,42.136524,0.03194444444444444,24.0,0.0,42.49625,0.03333333333333333,0.001388888888888891
138,4500,23.0,0.0,42.766956,0.03194444444444444,22.0,0.0,42.690456,0.030555555555555555,-0.0013888888888888874
138,4650,14.0,1.0,38.12357,0.019444444444444445,13.0,0.0,42.072308,0.018055555555555554,-0.001388888888888891
138,4800,36.0,0.0,38.504723,0.05,37.0,0.0,37.89919,0.05138888888888889,0.001388888888888884
138,4950,17.0,0.0,43.27706,0.02361111111111111,17.0,0.0,43.201763,0.02361111111111111,0.0
138,5100,22.0,0.0,40.55818,0.030555555555555555,22.0,0.0,40.824093,0.030555555555555555,0.0
138,5250,11.0,0.0,36.715454,0.015277777777777777,10.0,0.0,39.258003,0.013888888888888888,-0.0013888888888888892
142,2400,1.0,0.0,42.77,0.001388888888888889,0.0,0.0,0.0,0.0,-0.001388888888888889
164,0,6.0,0.0,38.99667,0.008333333333333333,6.0,0.0,38.99667,0.008333333333333333,0.0
164,150,4.0,0.0,40.0125,0.005555555555555556,4.0,0.0,40.0125,0.005555555555555556,0.0
164,300,3.0,0.0,45.066666,0.004166666666666667,3.0,0.0,45.066666,0.004166666666666667,0.0
164,450,10.0,0.0,39.922,0.013888888888888888,10.0,0.0,39.922,0.013888888888888888,0.0
164,600,9.0,0.0,41.415554,0.0125,9.0,0.0,41.415554,0.0125,0.0
164,750,2.0,0.0,41.675,0.002777777777777778,2.0,0.0,41.675,0.002777777777777778,0.0
164,900,11.0,0.0,42.236362,0.015277777777777777,11.0,0.0,42.043636,0.015277777777777777,0.0
164,1050,10.0,0.0,41.655,0.013888888888888888,11.0,0.0,41.79273,0.015277777777777777,0.0013888888888888892
164,1200,6.0,0.0,39.445,0.008333333333333333,6.0,0.0,39.693333,0.008333333333333333,0.0
164,1350,4.0,0.0,41.3625,0.005555555555555556,4.0,0.0,41.1125,0.005555555555555556,0.0
164,1500,11.0,0.0,39.905453,0.015277777777777777,11.0,0.0,39.895454,0.015277777777777777,0.0
164,1650,10.0,0.0,40.635998,0.013888888888888888,10.0,0.0,40.388,0.013888888888888888,0.0
164,1800,8.0,0.0,40.58625,0.011111111111111112,8.0,0.0,40.79125,0.011111111111111112,0.0
164,1950,8.0,0.0,30.75,0.011111111111111112,8.0,1.0,27.12625,0.011111111111111112,0.0
164,2100,12.0,0.0,39.5675,0.016666666666666666,12.0,0.0,37.360836,0.016666666666666666,0.0
164,2250,8.0,0.0,42.00125,0.011111111111111112,8.0,0.0,39.5,0.011111111111111112,0.0
164,2400,6.0,0.0,41.55,0.008333333333333333,6.0,0.0,42.015,0.008333333333333333,0.0
164,2550,9.0,0.0,42.761112,0.0125,9.0,0.0,42.82,0.0125,0.0
164,2700,5.0,0.0,43.596,0.006944444444444444,5.0,0.0,42.784,0.006944444444444444,0.0
164,2850,10.0,0.0,41.792,0.013888888888888888,9.0,0.0,41.834446,0.0125,-0.0013888888888888874
164,3000,9.0,0.0,42.776665,0.0125,9.0,0.0,42.535557,0.0125,0.0
164,3150,5.0,0.0,40.262,0.006944444444444444,5.0,0.0,42.958,0.006944444444444444,0.0
164,3300,2.0,0.0,36.13,0.002777777777777778,4.0,0.0,29.625,0.005555555555555556,0.002777777777777778
164,3450,10.0,0.0,41.754,0.013888888888888888,11.0,0.0,38.201817,0.015277777777777777,0.0013888888888888892
164,3600,5.0,0.0,39.752003,0.006944444444444444,5.0,0.0,39.354,0.006944444444444444,0.0
164,3750,7.0,0.0,41.83286,0.009722222222222222,6.0,0.0,41.798336,0.008333333333333333,-0.0013888888888888892
164,3900,4.0,0.0,40.8175,0.005555555555555556,4.0,0.0,40.4475,0.005555555555555556,0.0
164,4050,3.0,0.0,39.69,0.004166666666666667,3.0,0.0,39.086666,0.004166666666666667,0.0
164,4200,4.0,0.0,41.73,0.005555555555555556,5.0,0.0,38.548,0.006944444444444444,0.0013888888888888883
164,4350,7.0,0.0,36.46857,0.009722222222222222,7.0,0.0,36.085716,0.009722222222222222,0.0
164,4500,5.0,0.0,43.776,0.006944444444444444,5.0,0.0,43.608,0.006944444444444444,0.0
164,4650,3.0,0.0,41.320004,0.004166666666666667,3.0,0.0,40.47,0.004166666666666667,0.0
164,4800,6.0,0.0,42.368336,0.008333333333333333,6.0,0.0,42.056667,0.008333333333333333,0.0
164,4950,3.0,0.0,43.350002,0.004166666666666667,3.0,0.0,42.533337,0.004166666666666667,0.0
164,5100,5.0,0.0,43.31,0.006944444444444444,5.0,0.0,42.408,0.006944444444444444,0.0
164,5250,1.0,0.0,45.7,0.001388888888888889,1.0,0.0,44.43,0.001388888888888889,0.0
165,150,2.0,0.0,43.28,0.002777777777777778,2.0,0.0,43.28,0.002777777777777778,0.0
165,300,2.0,0.0,43.28,0.002777777777777778,2.0,0.0,43.28,0.002777777777777778,0.0
165,600,5.0,0.0,43.510002,0.006944444444444444,5.0,0.0,43.510002,0.006944444444444444,0.0
165,750,8.0,0.0,42.3125,0.011111111111111112,8.0,0.0,42.3125,0.011111111111111112,0.0
165,900,4.0,0.0,39.53,0.005555555555555556,6.0,0.0,40.486668,0.008333333333333333,0.0027777777777777775
165,1050,4.0,0.0,40.0075,0.005555555555555556,3.0,0.0,42.226665,0.004166666666666667,-0.0013888888888888892
165,1200,6.0,0.0,41.476665,0.008333333333333333,6.0,0.0,42.43,0.008333333333333333,0.0
165,1350,3.0,0.0,33.81,0.004166666666666667,3.0,0.0,41.48,0.004166666666666667,0.0
165,1500,10.0,0.0,43.335,0.013888888888888888,10.0,0.0,41.542,0.013888888888888888,0.0
165,1650,8.0,0.0,37.1875,0.011111111111111112,7.0,0.0,42.977142,0.009722222222222222,-0.0013888888888888892
165,1800,3.0,0.0,40.036667,0.004166666666666667,1.0,0.0,102.92,0.001388888888888889,-0.0027777777777777775
165,1950,4.0,0.0,42.7925,0.005555555555555556,4.0,0.0,39.1075,0.005555555555555556,0.0
165,2100,9.0,0.0,41.9,0.0125,4.0,0.0,39.82,0.005555555555555556,-0.006944444444444445
165,2250,6.0,0.0,39.713333,0.008333333333333333,10.0,0.0,40.249,0.013888888888888888,0.005555555555555555
165,2400,5.0,0.0,41.906,0.006944444444444444,3.0,0.0,38.399998,0.004166666666666667,-0.0027777777777777775
165,2550,7.0,0.0,42.674286,0.009722222222222222,6.0,0.0,45.088333,0.008333333333333333,-0.0013888888888888892
165,2700,5.0,0.0,43.323997,0.006944444444444444,5.0,0.0,37.968,0.006944444444444444,0.0
165,2850,3.0,0.0,60.783337,0.004166666666666667,4.0,0.0,39.57,0.005555555555555556,0.0013888888888888892
165,3000,7.0,0.0,40.47,0.009722222222222222,3.0,0.0,41.06,0.004166666666666667,-0.005555555555555556
165,3150,6.0,0.0,43.26,0.008333333333333333,5.0,0.0,43.162,0.006944444444444444,-0.0013888888888888892
165,3300,5.0,0.0,43.496002,0.006944444444444444,4.0,0.0,42.7625,0.005555555555555556,-0.0013888888888888883
165,3450,4.0,0.0,41.765,0.005555555555555556,2.0,0.0,35.155,0.002777777777777778,-0.002777777777777778
165,3600,4.0,0.0,40.5125,0.005555555555555556,4.0,0.0,41.025,0.005555555555555556,0.0
165,3750,3.0,0.0,42.12,0.004166666666666667,6.0,0.0,42.733334,0.008333333333333333,0.004166666666666667
165,3900,5.0,0.0,42.032,0.006944444444444444,3.0,0.0,33.2,0.004166666666666667,-0.0027777777777777775
165,4050,7.0,0.0,38.514286,0.009722222222222222,5.0,0.0,41.786003,0.006944444444444444,-0.0027777777777777783
165,4200,7.0,0.0,41.00143,0.009722222222222222,8.0,0.0,39.485,0.011111111111111112,0.0013888888888888892
165,4350,3.0,0.0,42.27667,0.004166666666666667,2.0,0.0,43.260002,0.002777777777777778,-0.0013888888888888887
165,4500,7.0,0.0,45.505714,0.009722222222222222,6.0,0.0,41.283337,0.008333333333333333,-0.0013888888888888892
165,4650,2.0,0.0,45.129997,0.002777777777777778,3.0,0.0,53.186665,0.004166666666666667,0.0013888888888888887
165,4800,2.0,0.0,37.629997,0.002777777777777778,1.0,0.0,40.27,0.001388888888888889,-0.001388888888888889
165,4950,8.0,0.0,43.83125,0.011111111111111112,1.0,0.0,38.64,0.001388888888888889,-0.009722222222222222
165,5100,3.0,0.0,61.313335,0.004166666666666667,3.0,0.0,43.84,0.004166666666666667,0.0
165,5250,3.0,0.0,36.79333,0.004166666666666667,5.0,0.0,41.66,0.006944444444444444,0.0027777777777777775
167,300,4.0,0.0,43.26,0.005555555555555556,4.0,0.0,43.26,0.005555555555555556,0.0
167,450,3.0,0.0,40.933334,0.004166666666666667,3.0,0.0,40.933334,0.004166666666666667,0.0
167,900,3.0,0.0,43.096664,0.004166666666666667,3.0,0.0,41.22,0.004166666666666667,0.0
167,1050,3.0,0.0,38.416668,0.004166666666666667,4.0,0.0,42.329998,0.005555555555555556,0.0013888888888888892
167,1200,3.0,0.0,43.789997,0.004166666666666667,3.0,0.0,40.643333,0.004166666666666667,0.0
167,1350,1.0,0.0,39.74,0.001388888888888889,0.0,0.0,0.0,0.0,-0.001388888888888889
167,1500,3.0,0.0,42.726665,0.004166666666666667,5.0,0.0,41.924,0.006944444444444444,0.0027777777777777775
167,1650,3.0,0.0,38.55,0.004166666666666667,3.0,0.0,41.813335,0.004166666666666667,0.0
167,1800,3.0,0.0,42.756668,0.004166666666666667,4.0,0.0,43.6,0.005555555555555556,0.0013888888888888892
