link,bin,seg,lane,rows,stopped,mean_speed
2,2400,2100,4,29,0,108.342064
2,2400,2200,1,20,0,69.189
2,2400,2200,2,28,0,58.91643
2,2400,2200,3,19,0,66.49368
2,2400,2200,4,38,0,103.274734
2,2400,2300,1,26,0,62.048462
2,2400,2300,2,27,0,52.16111
2,2400,2300,3,32,0,57.16469
2,2400,2300,4,30,0,101.73833
2,2400,4200,1,17,0,76.51882
2,2400,4200,2,13,0,92.644615
2,2400,4200,3,16,0,100.32188
2,2400,4200,4,16,0,100.71313
2,2400,4300,1,17,0,90.13353
2,2400,4300,2,10,0,108.08299
2,2400,4300,3,10,0,105.25
2,2400,4300,4,17,0,106.538826
2,2400,4400,1,50,0,54.601803
2,2400,4400,2,9,0,113.73222
2,2400,4400,3,17,0,112.97176
2,2400,4400,4,15,0,107.470665
2,2400,4500,1,35,0,41.890285
2,2400,4500,2,10,0,86.831
2,2400,4500,3,10,0,112.990005
2,2400,4500,4,16,0,110.79938
2,2400,4600,1,23,0,40.07478
2,2400,4600,2,14,0,75.21643
2,2400,4600,3,16,0,112.04813
2,2400,4600,4,19,0,111.433685
2,2550,1700,1,475,429,1.3141894
2,2550,1700,2,335,230,4.3868957
2,2550,1700,3,102,10,27.119509
2,2550,1700,4,88,2,42.49682
2,2550,1800,1,449,369,2.1488419
2,2550,1800,2,377,282,3.3805304
2,2550,1800,3,74,0,35.747704
2,2550,1800,4,67,0,54.444477
2,2550,1900,1,320,210,5.6983747
2,2550,1900,2,364,280,2.9395053
2,2550,1900,3,97,35,22.15402
2,2550,1900,4,70,3,46.57371
2,2550,2000,1,49,20,17.758776
2,2550,2000,2,49,33,12.534694
2,2550,2000,3,22,0,85.729546
2,2550,2000,4,39,0,69.183334
2,2550,2100,1,18,0,44.44889
2,2550,2100,2,14,0,77.05857
2,2550,2100,3,17,0,99.42824
2,2550,2100,4,21,0,100.089516
2,2550,2200,1,17,0,47.71294
2,2550,2200,2,23,0,72.13305
2,2550,2200,3,19,0,101.448425
2,2550,2200,4,16,0,102.313126
2,2550,2300,1,15,0,46.94267
2,2550,2300,2,15,0,70.804
2,2550,2300,3,20,0,102.161
2,2550,2300,4,18,0,106.75611
2,2550,4200,1,9,0,80.596664
2,2550,4200,2,9,0,94.01111
2,2550,4200,3,10,0,98.88
2,2550,4200,4,13,0,102.11616
2,2550,4300,1,11,0,95.05818
2,2550,4300,2,9,0,110.55333
2,2550,4300,3,13,0,108.810776
2,2550,4300,4,12,0,107.05833
2,2550,4400,1,24,0,63.467915
2,2550,4400,2,10,0,75.089005
2,2550,4400,3,8,0,114.6275
2,2550,4400,4,15,0,111.459335
2,2550,4500,1,15,0,37.805336
2,2550,4500,2,12,0,89.35
2,2550,4500,3,14,0,103.40429
2,2550,4500,4,11,0,116.63272
2,2550,4600,1,15,0,38.228664
2,2550,4600,2,13,0,66.04539
2,2550,4600,3,9,0,113.28
2,2550,4600,4,13,0,108.96
2,2700,1700,1,381,278,3.5576377
2,2700,1700,2,430,352,2.3847442
2,2700,1700,3,96,2,25.717398
2,2700,1700,4,70,0,58.654716
2,2700,1800,1,396,271,4.3635607
2,2700,1800,2,403,324,2.48067
2,2700,1800,3,153,44,15.665556
2,2700,1800,4,124,15,32.247177
2,2700,1900,1,334,186,6.6609583
2,2700,1900,2,392,310,2.6643114
2,2700,1900,3,269,129,8.670149
2,2700,1900,4,175,38,23.543314
2,2700,2000,1,39,11,16.801025
2,2700,2000,2,51,26,20.720196
2,2700,2000,3,34,0,60.198235
2,2700,2000,4,61,0,61.71869
2,2700,2100,1,24,0,50.92375
2,2700,2100,2,25,0,62.584
2,2700,2100,3,34,0,79.40706
2,2700,2100,4,24,0,84.67417
2,2700,2200,1,36,0,50.54139
2,2700,2200,2,30,0,52.78967
2,2700,2200,3,26,0,84.10885
2,2700,2200,4,28,0,92.36822
2,2700,2300,1,39,0,46.915382
2,2700,2300,2,25,0,54.2648
2,2700,2300,3,36,0,87.564445
2,2700,2300,4,25,0,94.8116
2,2700,4200,1,23,0,79.06217
2,2700,4200,2,2,0,74.955
2,2700,4200,3,13,0,104.06461
2,2700,4200,4,13,0,114.861534
2,2700,4300,1,23,0,92.08217
2,2700,4300,2,6,0,111.90333
2,2700,4300,3,11,0,113.953636
2,2700,4300,4,16,0,115.42375
2,2700,4400,1,35,0,70.66343
2,2700,4400,2,6,0,67.275
2,2700,4400,3,12,0,114.795006
2,2700,4400,4,11,0,116.640915
2,2700,4500,1,24,0,39.05958
2,2700,4500,2,10,0,83.159004
2,2700,4500,3,14,0,119.57429
2,2700,4500,4,11,0,118.369095
2,2700,4600,1,15,0,39.037334
2,2700,4600,2,11,0,83.65546
2,2700,4600,3,9,0,114.03666
2,2700,4600,4,12,0,118.23583
2,2850,1700,1,403,294,3.3031764
2,2850,1700,2,395,314,2.7195697
2,2850,1700,3,74,6,32.157433
2,2850,1700,4,64,1,52.794064
2,2850,1800,1,399,279,3.912005
2,2850,1800,2,412,323,2.8127913
2,2850,1800,3,130,23,21.93277
2,2850,1800,4,94,11,33.310104
2,2850,1900,1,289,143,8.887716
2,2850,1900,2,387,319,2.1045735
2,2850,1900,3,321,237,3.594019
2,2850,1900,4,141,32,30.68475
2,2850,2000,1,35,5,19.202286
2,2850,2000,2,45,27,9.9226675
2,2850,2000,3,22,0,73.579094
2,2850,2000,4,52,0,68.96808
2,2850,2100,1,15,0,41.617332
2,2850,2100,2,15,0,64.03667
2,2850,2100,3,25,0,86.918396
2,2850,2100,4,23,0,91.90044
2,2850,2200,1,18,0,44.202778
2,2850,2200,2,21,0,56.56381
2,2850,2200,3,18,0,102.882225
2,2850,2200,4,24,0,98.39333
2,2850,2300,1,18,0,44.038334
2,2850,2300,2,19,0,63.10579
2,2850,2300,3,24,0,102.333336
2,2850,2300,4,21,0,107.680954
2,2850,4200,1,13,0,85.33385
2,2850,4200,2,8,0,98.87375
2,2850,4200,3,9,0,109.842224
2,2850,4200,4,14,0,112.13214
2,2850,4300,1,10,0,95.611
2,2850,4300,2,6,0,106.261665
2,2850,4300,3,10,0,117.676
2,2850,4300,4,15,0,112.99467
2,2850,4400,1,24,0,68.83791
2,2850,4400,2,5,0,112.466
2,2850,4400,3,8,0,112.0875
2,2850,4400,4,22,0,114.090454
2,2850,4500,1,11,0,48.76
2,2850,4500,2,6,0,116.96
2,2850,4500,3,10,0,118.782
2,2850,4500,4,14,0,115.23858
2,2850,4600,1,9,0,42.884445
2,2850,4600,2,3,0,126.200005
2,2850,4600,3,8,0,117.00625
2,2850,4600,4,15,0,115.145996
2,3000,1700,1,426,325,2.7849295
2,3000,1700,2,373,255,4.004933
2,3000,1700,3,61,0,37.539505
2,3000,1700,4,61,1,61.025574
2,3000,1800,1,406,294,3.6400247
2,3000,1800,2,363,249,3.9477136
2,3000,1800,3,131,30,19.030916
2,3000,1800,4,119,19,28.650002
2,3000,1900,1,337,175,6.5924034
2,3000,1900,2,369,268,3.3517346
2,3000,1900,3,314,189,6.138535
2,3000,1900,4,187,51,21.151606
2,3000,2000,1,29,4,22.564137
2,3000,2000,2,43,21,16.25442
2,3000,2000,3,23,0,64.32783
2,3000,2000,4,60,0,61.298332
2,3000,2100,1,12,0,48.510834
2,3000,2100,2,20,0,63.5565
2,3000,2100,3,22,0,84.99818
2,3000,2100,4,25,0,88.4004
2,3000,2200,1,18,0,54.80333
2,3000,2200,2,22,0,64.413635
2,3000,2200,3,29,0,89.534134
2,3000,2200,4,21,0,96.013336
2,3000,2300,1,22,0,55.739548
2,3000,2300,2,24,0,56.54417
2,3000,2300,3,18,0,88.31389
2,3000,2300,4,25,0,98.34599
2,3000,4200,1,27,0,70.49555
2,3000,4200,2,4,0,97.3725
2,3000,4200,3,8,0,103.61125
2,3000,4200,4,14,0,107.39
2,3000,4300,1,30,0,83.28033
2,3000,4300,2,4,0,104.1775
2,3000,4300,3,5,0,110.902
2,3000,4300,4,10,0,116.771996
2,3000,4400,1,48,0,61.09021
2,3000,4400,2,5,0,102.652
2,3000,4400,3,6,0,98.68167
2,3000,4400,4,13,0,115.00231
2,3000,4500,1,24,0,40.890415
2,3000,4500,2,4,0,114.020004
2,3000,4500,3,9,0,115.79888
2,3000,4500,4,11,0,112.38364
2,3000,4600,1,30,0,42.963
2,3000,4600,2,4,0,110.5075
2,3000,4600,3,4,0,95.850006
2,3000,4600,4,10,0,115.69499
2,3150,1700,1,351,227,5.068604
2,3150,1700,2,404,312,3.2164106
2,3150,1700,3,66,4,27.283182
2,3150,1700,4,56,0,65.02893
2,3150,1800,1,331,181,6.947039
2,3150,1800,2,431,380,1.6688632
2,3150,1800,3,97,13,19.675774
2,3150,1800,4,93,6,36.18731
2,3150,1900,1,271,111,11.394834
2,3150,1900,2,394,338,1.7426395
2,3150,1900,3,247,139,6.9544535
2,3150,1900,4,173,54,20.420694
2,3150,2000,1,36,4,28.06639
2,3150,2000,2,38,23,13.224474
2,3150,2000,3,25,0,61.804398
2,3150,2000,4,58,0,56.91069
2,3150,2100,1,19,0,55.26632
2,3150,2100,2,14,0,81.01571
2,3150,2100,3,23,0,80.882614
2,3150,2100,4,24,0,81.12542
2,3150,2200,1,19,0,69.897896
2,3150,2200,2,19,0,79.054214
2,3150,2200,3,18,0,93.812225
2,3150,2200,4,18,0,97.880554
2,3150,2300,1,23,0,75.54913
2,3150,2300,2,15,0,81.418
2,3150,2300,3,20,0,97.246994
2,3150,2300,4,12,0,103.988335
2,3150,4200,1,21,0,74.701904
2,3150,4200,2,5,0,76.878006
2,3150,4200,3,12,0,95.42166
2,3150,4200,4,15,0,99.079994
2,3150,4300,1,19,0,85.99421
2,3150,4300,2,4,0,89.685
2,3150,4300,3,7,0,106.60286
2,3150,4300,4,18,0,110.34
2,3150,4400,1,25,0,77.634
2,3150,4400,2,5,0,100.906
2,3150,4400,3,10,0,111.105
2,3150,4400,4,8,0,113.91625
2,3150,4500,1,10,0,53.547005
2,3150,4500,2,5,0,109.462
2,3150,4500,3,10,0,114.58299
2,3150,4500,4,14,0,122.44572
2,3150,4600,1,6,0,51.51833
2,3150,4600,2,2,0,101.345
2,3150,4600,3,8,0,118.4225
2,3150,4600,4,9,0,119.12556
2,3300,1700,1,385,268,3.5001817
2,3300,1700,2,368,263,3.8921196
2,3300,1700,3,86,6,24.007557
2,3300,1700,4,56,0,66.432144
2,3300,1800,1,378,273,4.075952
2,3300,1800,2,355,239,4.588479
2,3300,1800,3,112,17,18.358839
2,3300,1800,4,69,6,57.346375
2,3300,1900,1,269,113,10.318959
2,3300,1900,2,390,306,2.8445642
2,3300,1900,3,282,228,4.1754966
2,3300,1900,4,61,1,71.05639
2,3300,2000,1,37,4,25.743513
2,3300,2000,2,41,23,13.365121
2,3300,2000,3,16,0,79.61875
2,3300,2000,4,39,0,83.59795
2,3300,2100,1,23,0,49.666084
2,3300,2100,2,19,0,56.090527
2,3300,2100,3,22,0,92.93
2,3300,2100,4,27,0,100.49926
2,3300,2200,1,34,0,46.92588
2,3300,2200,2,21,0,56.00143
2,3300,2200,3,21,0,96.18285
2,3300,2200,4,21,0,101.46476
2,3300,2300,1,32,0,44.588123
2,3300,2300,2,22,0,45.849094
2,3300,2300,3,22,0,98.4959
2,3300,2300,4,22,0,100.97591
2,3300,4200,1,18,0,75.04111
2,3300,4200,2,8,0,95.465
2,3300,4200,3,9,0,100.312225
2,3300,4200,4,19,0,108.740005
2,3300,4300,1,20,0,84.778496
2,3300,4300,2,4,0,98.5475
2,3300,4300,3,7,0,107.311424
2,3300,4300,4,18,0,113.54056
2,3300,4400,1,33,1,51.873634
2,3300,4400,2,8,0,75.07625
2,3300,4400,3,8,0,110.4975
2,3300,4400,4,14,0,111.067856
2,3300,4500,1,13,0,42.044617
2,3300,4500,2,11,0,80.53272
2,3300,4500,3,11,0,110.35546
2,3300,4500,4,15,0,108.14533
2,3300,4600,1,13,0,40.951538
2,3300,4600,2,9,0,81.34889
2,3300,4600,3,12,0,104.776665
2,3300,4600,4,14,0,113.25
2,3450,1700,1,417,309,2.9768105
2,3450,1700,2,176,96,7.650284
2,3450,1700,3,45,0,52.170666
2,3450,1700,4,46,0,70.697174
2,3450,1800,1,376,260,4.163085
2,3450,1800,2,351,225,4.3926497
2,3450,1800,3,167,71,15.045868
2,3450,1800,4,161,51,19.929626
2,3450,1900,1,302,142,7.465497
2,3450,1900,2,383,275,3.6154306
2,3450,1900,3,368,297,3.0736685
2,3450,1900,4,131,34,33.153435
2,3450,2000,1,39,5,20.149231
2,3450,2000,2,45,23,13.763778
2,3450,2000,3,16,0,76.195
2,3450,2000,4,50,0,71.3356
2,3450,2100,1,15,0,43.122
2,3450,2100,2,18,0,67.852776
2,3450,2100,3,29,0,91.27655
2,3450,2100,4,18,0,90.916664
2,3450,2200,1,18,0,58.616108
2,3450,2200,2,24,0,61.946247
2,3450,2200,3,16,0,105.243126
2,3450,2200,4,17,0,102.42412
2,3450,2300,1,22,0,55.61227
2,3450,2300,2,19,0,59.85789
2,3450,2300,3,18,0,110.365005
2,3450,2300,4,19,0,104.94
2,3450,4200,1,30,0,79.95533
2,3450,4200,2,6,0,78.973335
2,3450,4200,3,18,0,104.787224
2,3450,4200,4,13,0,103.26923
2,3450,4300,1,29,0,94.85414
2,3450,4300,2,4,0,94.965
2,3450,4300,3,8,0,115.485
2,3450,4300,4,10,0,110.64
2,3450,4400,1,36,0,75.60722
2,3450,4400,2,10,0,67.119
2,3450,4400,3,9,0,121.827774
2,3450,4400,4,12,0,112.9625
2,3450,4500,1,13,0,43.375385
2,3450,4500,2,12,0,64.7825
2,3450,4500,3,10,0,113.838
2,3450,4500,4,9,0,115.25888
2,3450,4600,1,11,0,43.175453
2,3450,4600,2,10,0,45.932
2,3450,4600,3,11,0,123.56181
2,3450,4600,4,12,0,113.84667
2,3600,1700,1,379,252,4.875831
2,3600,1700,2,155,79,9.799097
2,3600,1700,3,62,9,43.75871
2,3600,1700,4,81,12,41.401978
2,3600,1800,1,338,198,6.5081363
2,3600,1800,2,404,314,2.7275743
2,3600,1800,3,191,68,16.523245
2,3600,1800,4,179,63,19.747599
2,3600,1900,1,325,154,7.570092
2,3600,1900,2,369,282,3.1374254
2,3600,1900,3,196,101,16.643877
2,3600,1900,4,152,47,27.031185
2,3600,2000,1,37,9,16.65
2,3600,2000,2,47,21,18.553617
2,3600,2000,3,43,1,72.36093
2,3600,2000,4,66,0,64.76318
2,3600,2100,1,16,0,62.67875
2,3600,2100,2,28,0,76.18
2,3600,2100,3,29,0,84.46759
2,3600,2100,4,36,0,90.27416
2,3600,2200,1,25,0,70.4344
2,3600,2200,2,26,0,73.205765
2,3600,2200,3,26,0,86.05538
2,3600,2200,4,25,0,90.45
2,3600,2300,1,22,0,73.810905
2,3600,2300,2,24,0,72.002914
2,3600,2300,3,27,0,95.28037
2,3600,2300,4,26,0,92.332306
2,3600,4200,1,11,0,86.516365
2,3600,4200,2,5,0,95.162
2,3600,4200,3,10,0,102.869
2,3600,4200,4,17,0,100.784706
2,3600,4300,1,11,0,101.03637
2,3600,4300,2,6,0,107.47833
2,3600,4300,3,11,0,106.546364
2,3600,4300,4,18,0,107.13556
2,3600,4400,1,21,0,71.0919
2,3600,4400,2,5,0,112.512
2,3600,4400,3,14,0,114.67
2,3600,4400,4,17,0,110.51235
2,3600,4500,1,15,0,41.139336
2,3600,4500,2,7,0,119.93714
2,3600,4500,3,8,0,115.85875
2,3600,4500,4,14,0,110.313576
2,3600,4600,1,10,0,41.261
2,3600,4600,2,6,0,106.825005
2,3600,4600,3,7,0,111.09857
2,3600,4600,4,16,0,110.24375
2,3750,1700,1,416,317,2.9215865
2,3750,1700,2,139,29,13.646763
2,3750,1700,3,53,2,58.703964
2,3750,1700,4,38,0,76.844215
2,3750,1800,1,398,303,3.3136432
2,3750,1800,2,306,170,6.0146403
2,3750,1800,3,37,0,60.680267
2,3750,1800,4,52,0,73.695
2,3750,1900,1,340,167,6.9513235
2,3750,1900,2,336,197,4.7824407
2,3750,1900,3,50,3,66.5904
2,3750,1900,4,46,0,69.52239
2,3750,2000,1,36,5,21.3725
2,3750,2000,2,49,24,13.794898
2,3750,2000,3,30,0,83.847664
2,3750,2000,4,43,0,85.108604
2,3750,2100,1,13,0,58.664616
2,3750,2100,2,17,0,71.858826
2,3750,2100,3,22,0,93.15091
2,3750,2100,4,26,0,93.553085
2,3750,2200,1,20,0,52.752003
2,3750,2200,2,19,0,68.86631
2,3750,2200,3,24,0,94.46625
2,3750,2200,4,32,0,100.85219
2,3750,2300,1,19,0,56.832108
2,3750,2300,2,17,0,73.57882
2,3750,2300,3,31,0,95.115166
2,3750,2300,4,27,0,94.91148
2,3750,4200,1,9,0,84.21889
2,3750,4200,2,8,0,93.80625
2,3750,4200,3,11,0,97.98909
2,3750,4200,4,14,0,99.983574
2,3750,4300,1,12,0,101.214165
2,3750,4300,2,5,0,109.848
2,3750,4300,3,10,0,107.061
2,3750,4300,4,13,0,103.30769
2,3750,4400,1,22,0,72.351814
2,3750,4400,2,6,0,80.57
2,3750,4400,3,11,0,109.704544
2,3750,4400,4,8,0,110.9225
2,3750,4500,1,15,0,55.096
2,3750,4500,2,8,0,75.7375
2,3750,4500,3,12,0,119.8425
2,3750,4500,4,13,0,109.441536
2,3750,4600,1,11,0,49.031815
2,3750,4600,2,10,0,70.659004
2,3750,4600,3,8,0,114.12625
2,3750,4600,4,12,0,110.089165
2,3900,1700,1,360,237,5.4445834
2,3900,1700,2,97,9,18.98268
2,3900,1700,3,43,0,75.32838
2,3900,1700,4,40,0,82.9925
2,3900,1800,1,326,190,7.3384356
2,3900,1800,2,280,171,5.4056783
2,3900,1800,3,39,0,88.90667
2,3900,1800,4,37,0,85.243515
2,3900,1900,1,277,128,9.825523
2,3900,1900,2,336,223,4.0331845
2,3900,1900,3,31,0,98.33064
2,3900,1900,4,36,0,95.90222
2,3900,2000,1,29,3,22.662758
2,3900,2000,2,36,21,10.829445
2,3900,2000,3,27,0,102.77926
2,3900,2000,4,31,0,100.85807
2,3900,2100,1,12,0,59.460835
2,3900,2100,2,14,0,96.865715
2,3900,2100,3,24,0,106.14001
2,3900,2100,4,24,0,106.60916
2,3900,2200,1,18,0,62.633892
2,3900,2200,2,20,0,60.1485
2,3900,2200,3,23,0,100.700874
2,3900,2200,4,27,0,108.988144
2,3900,2300,1,16,0,66.83437
2,3900,2300,2,23,0,68.6487
2,3900,2300,3,29,0,97.36689
2,3900,2300,4,30,0,107.98667
2,3900,4200,1,15,0,76.452
2,3900,4200,2,13,0,91.36923
2,3900,4200,3,16,0,100.1275
2,3900,4200,4,13,0,90.33769
2,3900,4300,1,17,0,90.049995
2,3900,4300,2,12,0,104.831665
2,3900,4300,3,10,0,113.666
2,3900,4300,4,7,0,95.41857
2,3900,4400,1,27,0,71.07963
2,3900,4400,2,8,0,97.3825
2,3900,4400,3,11,0,110.542725
2,3900,4400,4,12,0,104.34916
2,3900,4500,1,12,0,49.725834
2,3900,4500,2,14,0,111.49286
2,3900,4500,3,13,0,97.29538
2,3900,4500,4,9,0,105.365555
2,3900,4600,1,9,0,48.455555
2,3900,4600,2,10,0,83.118
2,3900,4600,3,11,0,97.81909
2,3900,4600,4,8,0,116.7025
2,4050,1700,1,396,281,3.6824243
2,4050,1700,2,103,5,19.544563
2,4050,1700,3,29,0,86.07517
2,4050,1700,4,35,0,91.74857
2,4050,1800,1,369,251,5.7217617
2,4050,1800,2,325,202,5.0956616
2,4050,1800,3,31,0,98.78355
2,4050,1800,4,33,0,98.45485
2,4050,1900,1,303,165,9.268416
2,4050,1900,2,299,207,3.716923
2,4050,1900,3,30,0,98.01566
2,4050,1900,4,35,0,105.37486
2,4050,2000,1,41,5,28.333172
2,4050,2000,2,35,21,14.1
2,4050,2000,3,24,0,107.51666
2,4050,2000,4,31,0,105.754196
2,4050,2100,1,16,0,41.23625
2,4050,2100,2,13,0,65.09231
2,4050,2100,3,29,0,109.9962
2,4050,2100,4,24,0,111.105415
2,4050,2200,1,26,0,42.701923
2,4050,2200,2,22,0,72.299995
2,4050,2200,3,21,0,107.97001
2,4050,2200,4,24,0,110.369995
2,4050,2300,1,25,0,44.3904
2,4050,2300,2,15,0,73.552
2,4050,2300,3,25,0,104.582
2,4050,2300,4,24,0,109.354164
2,4050,4200,1,7,0,70.85429
2,4050,4200,2,11,0,86.13182
2,4050,4200,3,8,0,91.4775
2,4050,4200,4,11,0,93.84273
2,4050,4300,1,11,0,85.87091
2,4050,4300,2,9,0,104.302216
2,4050,4300,3,6,0,91.04667
2,4050,4300,4,10,0,101.132
2,4050,4400,1,25,0,55.138798
2,4050,4400,2,6,0,109.954994
2,4050,4400,3,12,0,103.02
2,4050,4400,4,10,0,111.58199
2,4050,4500,1,12,0,50.34667
2,4050,4500,2,7,0,116.10143
2,4050,4500,3,9,0,101.494446
2,4050,4500,4,9,0,112.05556
2,4050,4600,1,15,0,52.285336
2,4050,4600,2,5,0,110.357994
2,4050,4600,3,9,0,108.06556
2,4050,4600,4,7,0,111.42571
2,4200,1700,1,285,146,10.366491
2,4200,1700,2,226,158,5.595973
2,4200,1700,3,49,2,59.022854
2,4200,1700,4,47,0,72.16468
2,4200,1800,1,292,170,9.64202
2,4200,1800,2,402,323,2.5470645
2,4200,1800,3,43,0,67.2521
2,4200,1800,4,42,0,68.399284
2,4200,1900,1,294,148,10.2917
2,4200,1900,2,392,301,2.9821174
2,4200,1900,3,36,0,92.251945
2,4200,1900,4,33,0,85.29788
2,4200,2000,1,32,14,15.49375
2,4200,2000,2,39,28,9.5689745
2,4200,2000,3,27,0,97.052216
2,4200,2000,4,34,0,95.81588
2,4200,2100,1,11,0,57.455456
2,4200,2100,2,14,0,99.719284
2,4200,2100,3,19,0,99.73263
2,4200,2100,4,23,0,99.46435
2,4200,2200,1,15,0,70.25667
2,4200,2200,2,13,0,78.99769
2,4200,2200,3,23,0,107.20087
2,4200,2200,4,24,0,110.07958
2,4200,2300,1,21,0,64.823814
2,4200,2300,2,18,0,84.602776
2,4200,2300,3,21,0,100.736664
2,4200,2300,4,25,0,111.1484
2,4200,4200,1,18,0,74.62667
2,4200,4200,2,13,0,86.99615
2,4200,4200,3,14,0,92.40357
2,4200,4200,4,16,0,91.9475
2,4200,4300,1,18,0,91.64389
2,4200,4300,2,13,0,103.895386
2,4200,4300,3,9,0,102.18444
2,4200,4300,4,11,0,108.19727
2,4200,4400,1,28,0,76.72035
2,4200,4400,2,8,0,114.62
2,4200,4400,3,12,0,108.434166
2,4200,4400,4,9,0,108.06333
2,4200,4500,1,20,0,54.6575
2,4200,4500,2,11,0,100.65818
2,4200,4500,3,13,0,115.43539
2,4200,4500,4,14,0,118.53643
2,4200,4600,1,11,0,46.81909
2,4200,4600,2,10,0,110.989
2,4200,4600,3,10,0,111.476
2,4200,4600,4,3,0,107.76666
2,4350,1700,1,374,283,3.2948396
2,4350,1700,2,245,120,7.669755
2,4350,1700,3,66,2,57.90303
2,4350,1700,4,54,3,59.414997
2,4350,1800,1,358,234,4.896257
2,4350,1800,2,287,180,5.2954707
2,4350,1800,3,65,4,49.81169
2,4350,1800,4,69,6,56.329273
2,4350,1900,1,308,147,8.044676
2,4350,1900,2,330,228,3.9141517
2,4350,1900,3,115,43,27.922436
2,4350,1900,4,78,1,55.808464
2,4350,2000,1,36,4,18.619444
2,4350,2000,2,52,26,22.484615
2,4350,2000,3,32,0,74.46531
2,4350,2000,4,51,0,71.20725
2,4350,2100,1,18,0,54.03389
2,4350,2100,2,22,0,82.84182
2,4350,2100,3,24,0,94.307495
2,4350,2100,4,35,0,97.36715
2,4350,2200,1,24,0,63.747913
2,4350,2200,2,25,0,69.7416
2,4350,2200,3,25,0,103.9452
2,4350,2200,4,24,0,102.10125
2,4350,2300,1,26,0,47.845383
2,4350,2300,2,21,0,60.738094
2,4350,2300,3,28,0,94.51107
2,4350,2300,4,32,0,102.83375
2,4350,4200,1,16,0,77.738754
2,4350,4200,2,6,0,88.55334
2,4350,4200,3,5,0,75.871994
2,4350,4200,4,8,0,92.60875
2,4350,4300,1,15,0,84.25867
2,4350,4300,2,2,0,107.095
2,4350,4300,3,8,0,97.270004
2,4350,4300,4,5,0,99.423996
2,4350,4400,1,29,0,61.231033
2,4350,4400,2,3,0,111.62667
2,4350,4400,3,5,0,104.226
2,4350,4400,4,7,0,111.369995
2,4350,4500,1,19,0,42.926315
2,4350,4500,2,5,0,87.926
2,4350,4500,3,6,0,108.53
2,4350,4500,4,7,0,113.18428
2,4350,4600,1,19,0,41.768948
2,4350,4600,2,3,0,43.399998
2,4350,4600,3,5,0,108.296
2,4350,4600,4,5,0,125.15
2,4500,1700,1,387,272,4.08938
2,4500,1700,2,128,49,11.881016
2,4500,1700,3,31,0,93.23161
2,4500,1700,4,37,0,99.70973
2,4500,1800,1,339,211,6.0461354
2,4500,1800,2,272,165,5.3743386
2,4500,1800,3,29,0,104.69103
2,4500,1800,4,30,0,111.55666
2,4500,1900,1,283,120,9.022933
2,4500,1900,2,299,186,4.560669
2,4500,1900,3,24,0,115.142494
2,4500,1900,4,28,0,115.58535
2,4500,2000,1,30,3,18.663666
2,4500,2000,2,36,22,11.991111
2,4500,2000,3,24,0,114.020836
2,4500,2000,4,30,0,114.84233
2,4500,2100,1,9,0,37.675552
2,4500,2100,2,10,0,105.887
2,4500,2100,3,21,0,116.39238
2,4500,2100,4,25,0,115.7024
2,4500,2200,1,16,0,60.675
2,4500,2200,2,7,0,82.362854
2,4500,2200,3,23,0,114.18348
2,4500,2200,4,20,0,119.077
2,4500,2300,1,12,0,45.979168
2,4500,2300,2,15,0,100.406
2,4500,2300,3,24,0,116.27125
2,4500,2300,4,24,0,117.325005
2,4500,4200,1,19,0,72.22105
2,4500,4200,2,7,0,87.299995
2,4500,4200,3,10,0,92.584
2,4500,4200,4,10,0,84.297
2,4500,4300,1,18,0,86.10556
2,4500,4300,2,10,0,94.93
2,4500,4300,3,6,0,99.994995
2,4500,4300,4,9,0,97.263336
2,4500,4400,1,20,0,70.623
2,4500,4400,2,11,0,102.24909
2,4500,4400,3,7,0,113.41143
2,4500,4400,4,7,0,107.255714
2,4500,4500,1,15,0,61.508667
2,4500,4500,2,10,0,105.034996
2,4500,4500,3,9,0,112.12
2,4500,4500,4,4,0,100.065
2,4500,4600,1,14,0,48.055
2,4500,4600,2,11,0,102.479095
2,4500,4600,3,6,0,109.244995
2,4500,4600,4,6,0,121.935
2,4650,1700,1,415,294,3.8388674
2,4650,1700,2,65,0,22.187231
2,4650,1700,3,41,0,75.80561
2,4650,1700,4,34,0,89.92352
2,4650,1800,1,378,249,4.870873
2,4650,1800,2,78,20,17.58923
2,4650,1800,3,43,0,71.912094
2,4650,1800,4,42,0,76.61666
2,4650,1900,1,322,169,7.905745
2,4650,1900,2,217,102,8.669954
2,4650,1900,3,55,0,64.55382
2,4650,1900,4,54,0,70.86889
2,4650,2000,1,36,7,19.952223
2,4650,2000,2,43,15,26.369535
2,4650,2000,3,36,0,72.76944
2,4650,2000,4,42,0,74.01405
2,4650,2100,1,11,0,57.671818
2,4650,2100,2,23,0,73.68
2,4650,2100,3,30,0,82.31033
2,4650,2100,4,33,0,84.80394
2,4650,2200,1,25,0,66.728
2,4650,2200,2,24,0,62.639164
2,4650,2200,3,26,0,91.68077
2,4650,2200,4,22,0,92.57636
2,4650,2300,1,24,0,64.63458
2,4650,2300,2,22,0,62.898636
2,4650,2300,3,26,0,87.56808
2,4650,2300,4,25,0,97.82481
2,4650,4200,1,27,0,71.96926
2,4650,4200,2,11,0,87.67636
2,4650,4200,3,12,0,86.77917
2,4650,4200,4,16,0,90.063126
2,4650,4300,1,28,0,86.6725
2,4650,4300,2,10,0,100.778
2,4650,4300,3,9,0,95.99111
2,4650,4300,4,10,0,103.935
