link,bin,lane,cls,rows,stopped,qtail_min,qhead_max,nveh
68,2700,2,ramp,83,1,87.52999877929688,87.52999877929688,22
68,2700,2,signal,279,0,,,68
68,2700,3,ramp,7,0,,,7
68,2700,3,signal,301,0,,,62
68,2700,4,ramp,4,0,,,4
68,2700,4,signal,225,0,,,46
68,2850,1,ramp,232,15,190.3300018310547,244.16000366210938,40
68,2850,1,signal,397,3,237.91000366210938,240.64999389648438,82
68,2850,2,ramp,23,1,347.0,347.0,13
68,2850,2,signal,291,0,,,71
68,2850,3,ramp,5,0,,,5
68,2850,3,signal,243,0,,,53
68,2850,4,ramp,5,0,,,5
68,2850,4,signal,263,0,,,47
68,3000,1,ramp,339,50,4.730000019073486,236.0500030517578,51
68,3000,1,signal,342,4,238.1300048828125,246.97999572753906,81
68,3000,2,ramp,30,0,,,20
68,3000,2,signal,273,0,,,74
68,3000,3,ramp,6,0,,,6
68,3000,3,signal,266,0,,,59
68,3000,4,ramp,4,0,,,4
68,3000,4,signal,259,0,,,42
68,3150,1,ramp,473,121,65.0199966430664,250.0500030517578,51
68,3150,1,signal,378,5,139.5500030517578,242.3000030517578,90
68,3150,2,ramp,52,0,,,18
68,3150,2,signal,302,0,,,76
68,3150,3,ramp,15,0,,,10
68,3150,3,signal,237,0,,,49
68,3150,4,ramp,4,0,,,4
68,3150,4,signal,191,0,,,34
68,3300,1,ramp,157,5,217.22000122070312,240.75999450683594,34
68,3300,1,signal,418,1,237.97000122070312,237.97000122070312,81
68,3300,2,ramp,25,0,,,16
68,3300,2,signal,328,0,,,73
68,3300,3,ramp,5,0,,,5
68,3300,3,signal,294,0,,,66
68,3300,4,ramp,3,0,,,3
68,3300,4,signal,247,0,,,46
68,3450,1,ramp,281,25,3.7799999713897705,241.30999755859375,44
68,3450,1,signal,417,1,242.58999633789062,242.58999633789062,90
68,3450,2,ramp,9,0,,,8
68,3450,2,signal,366,0,,,87
68,3450,3,ramp,5,0,,,5
68,3450,3,signal,335,0,,,81
68,3450,4,ramp,3,0,,,3
68,3450,4,signal,339,0,,,53
68,3600,1,ramp,528,97,4.800000190734863,240.14999389648438,56
68,3600,1,signal,451,4,238.3000030517578,244.27000427246094,83
68,3600,2,ramp,33,0,,,18
68,3600,2,signal,330,0,,,66
68,3600,3,ramp,6,0,,,6
68,3600,3,signal,290,0,,,56
68,3600,4,ramp,5,0,,,5
68,3600,4,signal,220,0,,,46
68,3750,1,ramp,525,147,49.220001220703125,244.69000244140625,52
68,3750,1,signal,488,3,239.36000061035156,241.82000732421875,79
68,3750,2,ramp,49,0,,,22
68,3750,2,signal,330,0,,,73
68,3750,3,ramp,6,0,,,6
68,3750,3,signal,245,0,,,46
68,3750,4,ramp,4,0,,,4
68,3750,4,signal,230,0,,,37
68,3900,1,ramp,451,122,4.090000152587891,351.4800109863281,58
68,3900,1,signal,394,3,237.91000366210938,240.0500030517578,77
68,3900,2,ramp,25,0,,,14
68,3900,2,signal,292,0,,,63
68,3900,3,ramp,3,0,,,3
68,3900,3,signal,266,0,,,49
68,3900,4,ramp,5,0,,,5
68,3900,4,signal,271,0,,,39
68,4050,1,ramp,718,311,56.220001220703125,351.44000244140625,58
68,4050,1,signal,311,4,237.47999572753906,241.82000732421875,59
68,4050,2,ramp,49,4,347.0,347.45001220703125,14
68,4050,2,signal,249,0,,,47
68,4050,3,ramp,8,0,,,7
68,4050,3,signal,203,0,,,39
68,4050,4,ramp,3,0,,,3
68,4050,4,signal,199,0,,,31
68,4200,1,ramp,433,147,80.69000244140625,351.6499938964844,42
68,4200,1,signal,385,3,239.0500030517578,249.19000244140625,69
68,4200,2,ramp,57,6,339.9700012207031,347.45001220703125,15
68,4200,2,signal,241,0,,,45
68,4200,3,ramp,8,0,,,8
68,4200,3,signal,212,0,,,37
68,4200,4,ramp,5,0,,,5
68,4200,4,signal,185,0,,,31
68,4350,1,ramp,220,21,7.079999923706055,245.52000427246094,30
68,4350,1,signal,533,3,237.5500030517578,240.94000244140625,99
68,4350,2,ramp,19,0,,,17
68,4350,2,signal,278,0,,,69
68,4350,3,ramp,5,0,,,4
68,4350,3,signal,288,0,,,67
68,4350,4,ramp,7,0,,,7
68,4350,4,signal,236,0,,,41
68,4500,1,ramp,359,71,6.239999771118164,245.36000061035156,49
68,4500,1,signal,324,2,240.60000610351562,242.08999633789062,68
68,4500,2,ramp,24,0,,,15
68,4500,2,signal,371,0,,,72
68,4500,3,ramp,7,0,,,7
68,4500,3,signal,329,0,,,55
68,4500,4,ramp,5,0,,,5
68,4500,4,signal,236,0,,,45
68,4650,1,ramp,405,77,44.38999938964844,240.25,41
68,4650,1,signal,356,3,237.7899932861328,243.8800048828125,70
68,4650,2,ramp,16,0,,,10
68,4650,2,signal,267,0,,,62
68,4650,3,ramp,5,0,,,5
68,4650,3,signal,263,0,,,53
68,4650,4,ramp,6,0,,,6
68,4650,4,signal,217,0,,,38
68,4800,1,ramp,211,20,192.22000122070312,243.3699951171875,33
68,4800,1,signal,324,2,239.13999938964844,241.13999938964844,68
68,4800,2,ramp,12,0,,,10
68,4800,2,signal,271,0,,,55
68,4800,3,ramp,4,0,,,4
68,4800,3,signal,274,0,,,55
68,4800,4,ramp,4,0,,,4
68,4800,4,signal,255,0,,,43
68,4950,1,ramp,234,18,8.460000038146973,241.41000366210938,38
68,4950,1,signal,345,1,238.72999572753906,238.72999572753906,81
68,4950,2,ramp,15,0,,,10
68,4950,2,signal,367,1,9.619999885559082,9.619999885559082,84
68,4950,3,ramp,8,0,,,6
68,4950,3,signal,238,0,,,57
68,4950,4,ramp,2,0,,,2
68,4950,4,signal,285,0,,,53
68,5100,1,ramp,246,29,168.47999572753906,244.16000366210938,35
68,5100,1,signal,337,3,239.38999938964844,242.9199981689453,79
68,5100,2,ramp,23,0,,,16
68,5100,2,signal,337,0,,,75
68,5100,3,ramp,5,0,,,5
68,5100,3,signal,321,0,,,65
68,5100,4,ramp,4,0,,,4
68,5100,4,signal,241,0,,,43
68,5250,1,ramp,120,7,223.47000122070312,241.8699951171875,25
68,5250,1,signal,363,4,3.890000104904175,245.2899932861328,90
68,5250,2,ramp,17,0,,,15
68,5250,2,signal,317,0,,,81
68,5250,3,ramp,4,0,,,4
68,5250,3,signal,223,0,,,67
68,5250,4,ramp,4,0,,,4
68,5250,4,signal,256,0,,,39
69,0,1,ramp,224,0,,,18
69,0,1,signal,30,0,,,5
69,0,2,ramp,111,0,,,12
69,0,2,signal,31,0,,,7
69,0,3,ramp,60,0,,,8
69,0,3,signal,44,0,,,5
69,0,4,ramp,34,0,,,4
69,0,4,signal,61,0,,,5
69,150,1,ramp,516,0,,,42
69,150,1,signal,128,0,,,13
69,150,2,ramp,82,0,,,18
69,150,2,signal,72,0,,,9
69,150,3,ramp,71,0,,,12
69,150,3,signal,86,0,,,8
69,150,4,ramp,89,0,,,8
69,150,4,signal,45,0,,,4
69,300,1,ramp,565,0,,,49
69,300,1,signal,107,0,,,10
69,300,2,ramp,134,0,,,23
69,300,2,signal,59,0,,,7
69,300,3,ramp,133,0,,,18
69,300,3,signal,39,0,,,5
69,300,4,ramp,138,0,,,15
69,300,4,signal,8,0,,,1
69,450,1,ramp,755,0,,,53
69,450,1,signal,83,0,,,10
69,450,2,ramp,115,0,,,21
69,450,2,signal,51,0,,,7
69,450,3,ramp,105,0,,,14
69,450,3,signal,31,0,,,4
69,450,4,ramp,67,0,,,8
69,450,4,signal,47,0,,,4
69,600,1,ramp,565,0,,,46
69,600,1,signal,128,0,,,11
69,600,2,ramp,139,0,,,27
69,600,2,signal,24,0,,,4
69,600,3,ramp,111,0,,,15
69,600,3,signal,23,0,,,4
69,600,4,ramp,95,0,,,10
69,600,4,signal,49,0,,,3
69,750,1,ramp,552,0,,,48
69,750,1,signal,102,0,,,9
69,750,2,ramp,88,0,,,17
69,750,2,signal,47,0,,,7
69,750,3,ramp,80,0,,,11
69,750,3,signal,28,0,,,6
69,750,4,ramp,38,0,,,5
69,750,4,signal,32,0,,,4
69,900,1,ramp,743,0,,,55
69,900,1,signal,98,0,,,13
69,900,2,ramp,185,0,,,29
69,900,2,signal,98,0,,,12
69,900,3,ramp,211,0,,,25
69,900,3,signal,25,0,,,6
69,900,4,ramp,143,0,,,14
69,900,4,signal,53,0,,,5
69,1050,1,ramp,943,0,,,75
69,1050,1,signal,232,0,,,20
69,1050,2,ramp,166,0,,,32
69,1050,2,signal,97,0,,,16
69,1050,3,ramp,179,0,,,23
69,1050,3,signal,43,0,,,7
69,1050,4,ramp,115,0,,,14
69,1050,4,signal,95,0,,,7
69,1200,1,ramp,1015,0,,,76
69,1200,1,signal,278,0,,,25
69,1200,2,ramp,271,0,,,45
69,1200,2,signal,167,0,,,20
69,1200,3,ramp,219,0,,,30
69,1200,3,signal,106,0,,,11
69,1200,4,ramp,215,0,,,20
69,1200,4,signal,63,0,,,8
69,1350,1,ramp,1124,1,1147.5699462890625,1147.5699462890625,84
69,1350,1,signal,173,0,,,19
69,1350,2,ramp,237,0,,,31
69,1350,2,signal,118,0,,,15
69,1350,3,ramp,175,0,,,25
69,1350,3,signal,99,0,,,12
69,1350,4,ramp,113,0,,,14
69,1350,4,signal,69,0,,,6
69,1500,1,ramp,979,0,,,77
69,1500,1,signal,166,0,,,14
69,1500,2,ramp,152,0,,,28
69,1500,2,signal,112,0,,,12
69,1500,3,ramp,167,0,,,28
69,1500,3,signal,90,0,,,8
69,1500,4,ramp,132,0,,,15
69,1500,4,signal,90,0,,,5
69,1650,1,ramp,765,0,,,63
69,1650,1,signal,228,0,,,21
69,1650,2,ramp,152,0,,,26
69,1650,2,signal,127,0,,,13
69,1650,3,ramp,114,0,,,19
69,1650,3,signal,140,0,,,11
69,1650,4,ramp,144,0,,,17
69,1650,4,signal,55,0,,,5
69,1800,1,ramp,840,0,,,69
69,1800,1,signal,372,0,,,30
69,1800,2,ramp,223,0,,,36
69,1800,2,signal,146,0,,,19
69,1800,3,ramp,136,0,,,18
69,1800,3,signal,148,0,,,18
69,1800,4,ramp,134,0,,,14
69,1800,4,signal,82,0,,,8
69,1950,1,ramp,959,0,,,76
69,1950,1,signal,272,0,,,25
69,1950,2,ramp,185,0,,,35
69,1950,2,signal,134,0,,,17
69,1950,3,ramp,235,0,,,30
69,1950,3,signal,166,0,,,17
69,1950,4,ramp,131,0,,,12
69,1950,4,signal,130,0,,,10
69,2100,1,ramp,995,0,,,73
69,2100,1,signal,220,0,,,21
69,2100,2,ramp,180,0,,,29
69,2100,2,signal,120,0,,,14
69,2100,3,ramp,115,0,,,22
69,2100,3,signal,87,0,,,12
69,2100,4,ramp,99,0,,,11
69,2100,4,signal,65,0,,,7
69,2250,1,ramp,836,0,,,68
69,2250,1,signal,221,0,,,19
69,2250,2,ramp,185,0,,,32
69,2250,2,signal,107,0,,,13
69,2250,3,ramp,114,0,,,21
69,2250,3,signal,133,0,,,14
69,2250,4,ramp,137,0,,,13
69,2250,4,signal,47,0,,,6
69,2400,1,ramp,1009,0,,,72
69,2400,1,signal,218,0,,,24
69,2400,2,ramp,167,0,,,32
69,2400,2,signal,179,0,,,21
69,2400,3,ramp,178,0,,,27
69,2400,3,signal,197,0,,,18
69,2400,4,ramp,218,0,,,22
69,2400,4,signal,24,0,,,5
69,2550,1,ramp,1065,0,,,87
69,2550,1,signal,166,0,,,17
69,2550,2,ramp,208,0,,,42
69,2550,2,signal,117,0,,,14
69,2550,3,ramp,183,0,,,27
69,2550,3,signal,146,0,,,14
69,2550,4,ramp,174,0,,,18
69,2550,4,signal,60,0,,,6
69,2700,1,ramp,1044,0,,,83
69,2700,1,signal,166,0,,,12
69,2700,2,ramp,237,0,,,35
69,2700,2,signal,141,0,,,14
69,2700,3,ramp,171,0,,,26
69,2700,3,signal,123,0,,,14
69,2700,4,ramp,130,0,,,14
69,2700,4,signal,74,0,,,5
69,2850,1,ramp,1056,0,,,72
69,2850,1,signal,111,0,,,13
69,2850,2,ramp,170,0,,,31
69,2850,2,signal,54,0,,,11
69,2850,3,ramp,132,0,,,21
69,2850,3,signal,44,0,,,8
69,2850,4,ramp,92,0,,,13
69,2850,4,signal,69,0,,,6
69,3000,1,ramp,836,1,861.72998046875,861.72998046875,70
69,3000,1,signal,163,0,,,13
69,3000,2,ramp,186,0,,,33
69,3000,2,signal,151,0,,,14
69,3000,3,ramp,161,0,,,29
69,3000,3,signal,86,0,,,8
69,3000,4,ramp,153,0,,,16
69,3000,4,signal,69,0,,,8
69,3150,1,ramp,878,0,,,62
69,3150,1,signal,180,0,,,19
69,3150,2,ramp,155,0,,,27
69,3150,2,signal,137,0,,,18
69,3150,3,ramp,122,0,,,16
69,3150,3,signal,64,0,,,10
69,3150,4,ramp,95,0,,,10
69,3150,4,signal,66,0,,,7
69,3300,1,ramp,804,0,,,58
69,3300,1,signal,218,0,,,22
69,3300,2,ramp,139,0,,,26
69,3300,2,signal,95,0,,,13
69,3300,3,ramp,143,0,,,20
69,3300,3,signal,104,0,,,10
69,3300,4,ramp,155,0,,,16
69,3300,4,signal,20,0,,,3
69,3450,1,ramp,981,82,1617.3299560546875,1733.5999755859375,65
69,3450,1,signal,81,11,1611.6300048828125,1739.81005859375,11
69,3450,2,ramp,169,0,,,35
69,3450,2,signal,104,0,,,11
69,3450,3,ramp,157,0,,,24
69,3450,3,signal,60,0,,,8
69,3450,4,ramp,99,0,,,12
69,3450,4,signal,51,0,,,6
69,3600,1,ramp,1544,1260,1343.280029296875,1733.5999755859375,54
69,3600,1,signal,529,249,1302.030029296875,1739.81005859375,34
69,3600,2,ramp,40,0,,,8
69,3600,2,signal,145,0,,,20
69,3600,3,ramp,35,0,,,5
69,3600,3,signal,103,0,,,14
69,3600,4,ramp,1,0,,,1
69,3600,4,signal,103,0,,,10
69,3750,1,ramp,1620,1620,1343.280029296875,1733.5999755859375,54
69,3750,1,signal,1487,1112,1031.93994140625,1739.81005859375,73
69,3750,2,ramp,12,0,,,2
69,3750,2,signal,211,0,,,35
69,3750,3,ramp,1,0,,,1
69,3750,3,signal,168,0,,,22
69,3750,4,ramp,35,0,,,4
69,3750,4,signal,157,0,,,16
69,3900,1,ramp,1620,1620,1343.280029296875,1733.5999755859375,54
69,3900,1,signal,2391,2202,867.77001953125,1739.81005859375,90
69,3900,2,ramp,140,0,,,6
69,3900,2,signal,317,3,1013.4199829101562,1131.280029296875,23
69,3900,3,ramp,2,0,,,2
69,3900,3,signal,88,0,,,12
69,3900,4,ramp,36,0,,,5
69,3900,4,signal,37,0,,,5
69,4050,1,ramp,1245,1043,1343.280029296875,1734.280029296875,56
69,4050,1,signal,2746,2555,791.1699829101562,1743.9100341796875,105
69,4050,2,ramp,145,12,1735.47998046875,1735.47998046875,9
69,4050,2,signal,482,18,1454.6099853515625,1729.780029296875,35
69,4050,3,ramp,32,0,,,5
69,4050,3,signal,89,0,,,10
69,4050,4,ramp,8,0,,,1
69,4050,4,signal,116,0,,,10
69,4200,1,ramp,660,530,1464.1400146484375,1738.1199951171875,27
69,4200,1,signal,3064,2497,755.719970703125,1744.06005859375,116
69,4200,2,ramp,214,8,826.4099731445312,1734.6199951171875,11
69,4200,2,signal,572,34,1066.449951171875,1735.47998046875,38
69,4200,3,ramp,40,0,,,6
69,4200,3,signal,125,0,,,17
69,4200,4,ramp,14,0,,,1
69,4200,4,signal,124,0,,,13
69,4350,1,ramp,555,528,1586.5400390625,1735.5699462890625,20
69,4350,1,signal,3653,3206,755.8800048828125,1744.050048828125,134
69,4350,2,ramp,277,104,1482.7099609375,1735.47998046875,10
69,4350,2,signal,807,124,1412.3699951171875,1735.47998046875,52
69,4350,3,ramp,8,0,,,1
69,4350,3,signal,165,0,,,24
69,4350,4,signal,157,0,,,14
69,4500,1,ramp,344,301,1612.280029296875,1739.1500244140625,18
69,4500,1,signal,3974,3608,774.52001953125,1744.199951171875,145
69,4500,2,ramp,192,159,1650.5,1735.9300537109375,9
69,4500,2,signal,1334,285,1104.4000244140625,1735.47998046875,61
69,4500,3,signal,150,0,,,18
69,4500,4,signal,129,0,,,12
69,4650,1,ramp,29,25,1697.81005859375,1738.989990234375,7
69,4650,1,signal,4178,3705,774.52001953125,1744.199951171875,151
69,4650,2,ramp,18,14,1717.6600341796875,1735.47998046875,3
69,4650,2,signal,1608,733,1063.02001953125,1735.9300537109375,69
69,4650,3,signal,118,0,,,15
69,4650,4,signal,102,0,,,9
69,4800,1,signal,4420,4165,774.3800048828125,1742.6800537109375,152
69,4800,2,signal,1879,1237,1079.1400146484375,1735.47998046875,74
69,4800,3,signal,95,0,,,12
69,4800,4,signal,52,0,,,7
69,4950,1,signal,4581,4470,782.4199829101562,1742.6800537109375,156
69,4950,2,signal,2180,1688,1229.489990234375,1735.47998046875,85
69,4950,3,signal,132,0,,,17
69,4950,4,signal,96,0,,,8
69,5100,1,signal,4703,4616,770.2100219726562,1742.6800537109375,162
69,5100,2,signal,2601,2035,945.280029296875,1735.47998046875,100
69,5100,3,signal,96,0,,,12
69,5100,4,signal,68,0,,,8
69,5250,1,signal,4843,4723,746.4199829101562,1742.6800537109375,168
69,5250,2,signal,3122,2489,843.719970703125,1735.47998046875,120
69,5250,3,signal,168,0,,,21
69,5250,4,signal,105,0,,,10
70,150,1,ramp,19,0,,,6
70,150,1,signal,3,0,,,2
70,150,2,signal,13,0,,,7
70,300,1,ramp,18,0,,,7
70,300,1,signal,9,0,,,7
70,300,2,signal,24,0,,,14
70,450,1,ramp,12,0,,,5
70,450,1,signal,32,0,,,13
70,450,2,signal,45,0,,,17
70,600,1,ramp,18,0,,,6
70,600,1,signal,55,0,,,19
70,600,2,signal,75,0,,,24
70,750,1,ramp,18,0,,,5
70,750,1,signal,79,0,,,31
70,750,2,signal,73,1,331.0899963378906,331.0899963378906,28
70,900,1,ramp,14,0,,,5
70,900,1,signal,65,0,,,30
70,900,2,signal,141,35,297.6400146484375,332.8299865722656,32
70,1050,1,ramp,31,0,,,11
70,1050,1,signal,66,0,,,32
70,1050,2,signal,110,1,332.3999938964844,332.3999938964844,35
70,1200,1,ramp,31,0,,,11
70,1200,1,signal,98,0,,,34
70,1200,2,signal,131,1,331.1400146484375,331.1400146484375,40
70,1350,1,ramp,37,0,,,12
70,1350,1,signal,134,2,300.79998779296875,332.260009765625,48
70,1350,2,signal,181,30,294.7099914550781,330.57000732421875,50
70,1500,1,ramp,20,0,,,7
70,1500,1,signal,91,0,,,29
70,1500,2,signal,68,0,,,26
70,1650,1,ramp,38,1,46.630001068115234,46.630001068115234,12
70,1650,1,signal,67,0,,,35
70,1650,2,signal,115,0,,,41
70,1800,1,ramp,60,0,,,17
70,1800,1,signal,96,0,,,34
70,1800,2,signal,139,0,,,42
70,1950,1,ramp,52,0,,,17
70,1950,1,signal,67,0,,,24
70,1950,2,signal,97,0,,,34
70,2100,1,ramp,35,0,,,12
70,2100,1,signal,60,1,42.150001525878906,42.150001525878906,25
70,2100,2,signal,78,0,,,32
70,2250,1,ramp,48,1,41.2400016784668,41.2400016784668,14
70,2250,1,signal,71,0,,,26
70,2250,2,signal,93,0,,,27
70,2400,1,ramp,52,3,30.440000534057617,177.22999572753906,13
70,2400,1,signal,128,0,,,41
70,2400,2,signal,140,0,,,46
70,2550,1,ramp,63,27,137.07000732421875,172.88999938964844,11
70,2550,1,signal,80,14,149.55999755859375,177.24000549316406,29
70,2550,2,signal,93,0,,,33
70,2700,1,ramp,218,188,54.900001525878906,179.9499969482422,12
70,2700,1,signal,247,166,56.720001220703125,175.52000427246094,34
70,2700,2,signal,194,4,62.7599983215332,162.1199951171875,46
70,2850,1,ramp,332,272,39.849998474121094,179.8699951171875,17
70,2850,1,signal,238,149,43.790000915527344,175.3300018310547,41
70,2850,2,signal,257,7,64.37999725341797,131.2100067138672,46
70,3000,1,ramp,478,464,34.47999954223633,179.61000061035156,18
70,3000,1,signal,213,190,58.34000015258789,167.4600067138672,18
70,3000,2,signal,276,2,47.599998474121094,114.80999755859375,45
70,3150,1,ramp,642,635,22.469999313354492,179.61000061035156,22
70,3150,1,signal,199,165,3.8399999141693115,167.4600067138672,24
70,3150,2,signal,311,3,87.8499984741211,157.91000366210938,48
70,3300,1,ramp,660,660,29.780000686645508,179.61000061035156,22
70,3300,1,signal,206,180,11.979999542236328,167.4600067138672,20
70,3300,2,signal,355,11,54.970001220703125,161.22999572753906,53
70,3450,1,ramp,660,660,29.780000686645508,179.61000061035156,22
70,3450,1,signal,207,180,11.979999542236328,167.4600067138672,23
70,3450,2,signal,345,28,43.86000061035156,168.9199981689453,51
70,3600,1,ramp,660,660,29.780000686645508,179.61000061035156,22
70,3600,1,signal,213,180,11.979999542236328,167.4600067138672,27
70,3600,2,signal,343,6,59.0,172.38999938964844,53
70,3750,1,ramp,660,660,29.780000686645508,179.61000061035156,22
70,3750,1,signal,211,180,11.979999542236328,167.4600067138672,21
70,3750,2,signal,346,22,52.0099983215332,333.989990234375,47
70,3900,1,ramp,628,610,29.780000686645508,179.61000061035156,22
70,3900,1,signal,203,169,2.4800000190734863,177.6199951171875,20
70,3900,2,signal,286,16,65.12000274658203,330.94000244140625,43
70,4050,1,ramp,466,429,40.790000915527344,179.89999389648438,20
70,4050,1,signal,347,294,3.5999999046325684,170.1999969482422,33
70,4050,2,ramp,9,1,175.13999938964844,175.13999938964844,2
70,4050,2,signal,310,58,34.650001525878906,175.13999938964844,46
70,4200,1,ramp,409,386,83.0,178.7100067138672,14
70,4200,1,signal,424,404,5.010000228881836,175.36000061035156,18
70,4200,2,ramp,75,58,32.290000915527344,138.16000366210938,3
70,4200,2,signal,534,429,33.95000076293945,175.13999938964844,32
70,4350,1,ramp,282,258,104.88999938964844,180.07000732421875,13
70,4350,1,signal,448,417,2.1700000762939453,177.2899932861328,22
70,4350,2,ramp,69,59,96.13999938964844,175.13999938964844,3
70,4350,2,signal,575,482,27.139999389648438,175.13999938964844,33
70,4500,1,ramp,59,49,146.8800048828125,179.7100067138672,7
70,4500,1,signal,660,596,2.109999895095825,174.07000732421875,34
70,4500,2,ramp,10,9,163.61000061035156,175.13999938964844,1
70,4500,2,signal,531,373,22.610000610351562,175.13999938964844,42
70,4650,1,signal,788,780,5.090000152587891,174.07000732421875,31
70,4650,2,signal,621,526,39.619998931884766,175.13999938964844,27
70,4800,1,signal,796,780,5.980000019073486,174.07000732421875,36
70,4800,2,signal,526,371,41.06999969482422,175.13999938964844,33
70,4950,1,signal,802,780,5.980000019073486,174.07000732421875,39
70,4950,2,signal,456,229,40.959999084472656,175.13999938964844,40
70,5100,1,signal,797,780,5.980000019073486,174.07000732421875,36
70,5100,2,signal,437,225,38.81999969482422,175.13999938964844,38
70,5250,1,signal,800,780,5.980000019073486,174.07000732421875,37
70,5250,2,signal,429,196,39.54999923706055,175.13999938964844,38
