link,bin,lane,cls,seg,rows,stopped,mean_speed
31,450,3,signal,300,1,0,119.56
31,450,3,signal,400,1,0,123.14
31,450,3,signal,600,1,0,120.99
31,450,3,signal,700,4,0,78.0875
31,450,3,signal,800,6,0,102.60166
31,450,3,signal,900,7,0,116.707146
31,450,3,signal,1000,14,0,103.32357
31,450,3,signal,1100,12,0,111.04
31,450,3,signal,1200,17,0,98.96588
31,450,3,signal,1300,21,0,80.62382
31,450,3,signal,1400,26,0,79.24615
31,450,3,signal,1500,23,0,74.5787
31,450,3,signal,1600,27,0,75.43926
31,450,3,signal,1700,33,0,80.85182
31,450,3,signal,1800,33,0,76.858185
31,450,3,signal,1900,27,0,92.76407
31,600,1,ramp,0,21,0,42.650475
31,600,1,ramp,100,25,0,42.5328
31,600,1,ramp,200,32,0,41.780937
31,600,1,ramp,300,46,0,34.86326
31,600,1,ramp,400,15,0,44.893997
31,600,1,ramp,500,11,0,49.057274
31,600,1,ramp,600,18,0,45.924446
31,600,1,ramp,700,6,0,48.056667
31,600,1,signal,300,2,0,36.32
31,600,1,signal,600,26,0,56.085384
31,600,1,signal,700,17,0,80.93823
31,600,1,signal,800,20,0,95.2515
31,600,1,signal,900,30,0,105.337
31,600,1,signal,1000,36,0,98.812775
31,600,1,signal,1100,28,0,95.51536
31,600,1,signal,1200,30,0,98.37867
31,600,1,signal,1300,23,0,104.39174
31,600,1,signal,1400,23,0,108.76087
31,600,1,signal,1500,18,0,118.47445
31,600,1,signal,1600,17,0,115.08765
31,600,1,signal,1700,23,0,117.92174
31,600,1,signal,1800,16,0,114.02063
31,600,1,signal,1900,19,0,116.52526
31,600,2,ramp,0,7,0,54.842857
31,600,2,ramp,100,4,0,73.64
31,600,2,ramp,200,2,0,60.565
31,600,2,ramp,300,3,0,53.176666
31,600,2,signal,0,3,0,49.670002
31,600,2,signal,100,2,0,40.465
31,600,2,signal,200,1,0,42.74
31,600,2,signal,300,10,0,41.516
31,600,2,signal,400,19,0,42.149475
31,600,2,signal,500,21,0,41.091904
31,600,2,signal,600,27,0,46.06222
31,600,2,signal,700,26,0,47.532307
31,600,2,signal,800,21,0,48.74381
31,600,2,signal,900,30,0,68.77867
31,600,2,signal,1000,27,0,64.12148
31,600,2,signal,1100,26,0,64.15
31,600,2,signal,1200,18,0,63.53222
31,600,2,signal,1300,20,0,86.5575
31,600,2,signal,1400,15,0,84.14066
31,600,2,signal,1500,17,0,90.40059
31,600,2,signal,1600,14,0,90.38857
31,600,2,signal,1700,16,0,75.1875
31,600,2,signal,1800,18,0,75.31111
31,600,2,signal,1900,15,0,88.868004
31,600,3,ramp,0,5,0,53.356
31,600,3,signal,0,1,0,51.33
31,600,3,signal,100,1,0,87.94
31,600,3,signal,300,1,0,106.48
31,600,3,signal,400,5,0,59.006
31,600,3,signal,500,5,0,64.742
31,600,3,signal,600,6,0,77.72666
31,600,3,signal,700,12,0,62.891666
31,600,3,signal,800,15,0,80.77933
31,600,3,signal,900,17,0,65.11588
31,600,3,signal,1000,22,0,75.281815
31,600,3,signal,1100,17,0,84.18823
31,600,3,signal,1200,23,0,90.92261
31,600,3,signal,1300,16,0,92.37312
31,600,3,signal,1400,13,0,115.85307
31,600,3,signal,1500,15,0,113.65466
31,600,3,signal,1600,16,0,119.586876
31,600,3,signal,1700,13,0,120.04461
31,600,3,signal,1800,15,0,119.33866
31,600,3,signal,1900,8,0,121.285
31,750,1,ramp,0,9,0,43.835556
31,750,1,ramp,100,14,0,52.780712
31,750,1,ramp,200,15,0,53.90067
31,750,1,ramp,300,25,0,45.3836
31,750,1,ramp,400,5,0,56.648
31,750,1,ramp,500,4,0,59.690002
31,750,1,ramp,600,14,0,43.58714
31,750,1,ramp,700,7,0,44.127144
31,750,1,signal,0,4,0,41.255
31,750,1,signal,100,4,0,41.61
31,750,1,signal,200,3,0,40.99
31,750,1,signal,300,5,0,39.426003
31,750,1,signal,400,3,0,41.47
31,750,1,signal,500,3,0,41.26
31,750,1,signal,600,26,0,52.35231
31,750,1,signal,700,13,0,67.76692
31,750,1,signal,800,21,0,85.12333
31,750,1,signal,900,37,0,93.96999
31,750,1,signal,1000,27,0,97.56852
31,750,1,signal,1100,30,0,101.02034
31,750,1,signal,1200,28,0,104.56608
31,750,1,signal,1300,28,0,101.66215
31,750,1,signal,1400,33,0,101.102425
31,750,1,signal,1500,27,0,104.89593
31,750,1,signal,1600,31,0,101.65549
31,750,1,signal,1700,30,0,103.31533
31,750,1,signal,1800,31,0,91.839676
31,750,1,signal,1900,21,0,107.0119
31,750,2,ramp,0,6,0,45.933334
31,750,2,ramp,100,1,0,40.05
31,750,2,signal,300,10,0,42.749
31,750,2,signal,400,20,0,45.5865
31,750,2,signal,500,13,0,42.706154
31,750,2,signal,600,26,0,49.595768
31,750,2,signal,700,22,0,50.849545
31,750,2,signal,800,17,0,47.917645
31,750,2,signal,900,21,0,55.031906
31,750,2,signal,1000,23,0,56.86217
31,750,2,signal,1100,29,0,56.370346
31,750,2,signal,1200,27,0,46.36741
31,750,2,signal,1300,26,0,49.459614
31,750,2,signal,1400,33,0,50.19182
31,750,2,signal,1500,30,0,58.384666
31,750,2,signal,1600,30,0,60.983334
31,750,2,signal,1700,35,0,65.58572
31,750,2,signal,1800,30,0,75.48233
31,750,2,signal,1900,25,0,73.8956
31,750,3,ramp,0,3,0,40.45
31,750,3,signal,0,2,0,31.16
31,750,3,signal,100,2,0,31.154999
31,750,3,signal,200,2,0,31.16
31,750,3,signal,300,3,0,32.176666
31,750,3,signal,400,2,0,31.154999
31,750,3,signal,500,2,0,31.16
31,750,3,signal,600,4,0,37.91
31,750,3,signal,700,17,0,69.85117
31,750,3,signal,800,12,0,89.49833
31,750,3,signal,900,8,0,97.25375
31,750,3,signal,1000,19,0,100.06106
31,750,3,signal,1100,16,0,92.3175
31,750,3,signal,1200,18,0,96.98556
31,750,3,signal,1300,21,0,97.16905
31,750,3,signal,1400,21,0,86.02809
31,750,3,signal,1500,26,0,77.081924
31,750,3,signal,1600,24,0,75.50083
31,750,3,signal,1700,25,0,74.6636
31,750,3,signal,1800,22,0,64.38227
31,750,3,signal,1900,21,0,86.7319
31,900,1,ramp,0,15,0,42.336666
31,900,1,ramp,100,19,0,41.51684
31,900,1,ramp,200,15,0,41.615334
31,900,1,ramp,300,34,0,38.00118
31,900,1,ramp,400,13,0,42.30462
31,900,1,ramp,500,10,0,45.782997
31,900,1,ramp,600,20,0,42.938
31,900,1,ramp,700,7,0,42.31429
31,900,1,signal,0,2,0,45.455
31,900,1,signal,100,1,0,44.08
31,900,1,signal,200,2,0,44.54
31,900,1,signal,300,2,0,43.574997
31,900,1,signal,400,1,0,56.04
31,900,1,signal,500,1,0,68.68
31,900,1,signal,600,31,0,52.104195
31,900,1,signal,700,15,0,66.25867
31,900,1,signal,800,14,0,89.814285
31,900,1,signal,900,34,0,102.10589
31,900,1,signal,1000,33,0,97.037575
31,900,1,signal,1100,37,0,96.05243
31,900,1,signal,1200,34,0,91.20382
31,900,1,signal,1300,32,0,80.74062
31,900,1,signal,1400,30,0,75.34133
31,900,1,signal,1500,28,0,77.188576
31,900,1,signal,1600,32,0,81.41281
31,900,1,signal,1700,30,0,79.767
31,900,1,signal,1800,30,0,78.88167
31,900,1,signal,1900,22,0,89.52409
31,900,2,ramp,0,6,0,42.566666
31,900,2,ramp,100,4,0,37.1525
31,900,2,ramp,200,3,0,43.333332
31,900,2,ramp,300,1,0,44.58
31,900,2,ramp,400,1,0,53.18
31,900,2,signal,0,1,0,44.07
31,900,2,signal,100,2,0,43.504997
31,900,2,signal,200,2,0,42.37
31,900,2,signal,300,6,0,50.028336
31,900,2,signal,400,10,0,50.524
31,900,2,signal,500,14,0,43.28286
31,900,2,signal,600,30,0,50.93467
31,900,2,signal,700,27,0,53.023705
31,900,2,signal,800,21,0,53.948097
31,900,2,signal,900,33,0,69.09818
31,900,2,signal,1000,30,0,65.949
31,900,2,signal,1100,30,0,66.60233
31,900,2,signal,1200,34,0,64.09148
31,900,2,signal,1300,35,0,64.51143
31,900,2,signal,1400,40,0,52.29775
31,900,2,signal,1500,37,0,55.52973
31,900,2,signal,1600,42,0,48.43357
31,900,2,signal,1700,42,0,51.12643
31,900,2,signal,1800,44,0,51.778866
31,900,2,signal,1900,24,0,55.187916
31,900,3,ramp,0,1,0,44.58
31,900,3,signal,0,3,0,54.09
31,900,3,signal,100,5,0,50.232002
31,900,3,signal,200,4,0,48.485
31,900,3,signal,300,3,0,50.443333
31,900,3,signal,400,6,0,62.708332
31,900,3,signal,500,6,0,55.346664
31,900,3,signal,600,11,0,50.55273
31,900,3,signal,700,25,0,59.3468
31,900,3,signal,800,28,0,60.72
31,900,3,signal,900,27,0,63.328518
31,900,3,signal,1000,28,0,59.098213
31,900,3,signal,1100,29,0,66.48172
31,900,3,signal,1200,29,0,55.967583
31,900,3,signal,1300,32,0,58.68875
31,900,3,signal,1400,38,0,59.618156
31,900,3,signal,1500,45,0,58.097115
31,900,3,signal,1600,39,0,61.013077
31,900,3,signal,1700,35,0,61.714
31,900,3,signal,1800,29,0,72.21379
31,900,3,signal,1900,23,0,79.17043
31,1050,1,ramp,0,22,0,39.89136
31,1050,1,ramp,100,41,0,36.377804
31,1050,1,ramp,200,58,0,28.032759
31,1050,1,ramp,300,66,1,31.499847
31,1050,1,ramp,400,30,0,43.032665
31,1050,1,ramp,500,20,0,44.044
31,1050,1,ramp,600,29,1,38.49862
31,1050,1,ramp,700,9,0,42.83778
31,1050,1,signal,300,1,0,28.22
31,1050,1,signal,400,2,0,42.28
31,1050,1,signal,500,2,0,43.574997
31,1050,1,signal,600,18,0,48.123886
31,1050,1,signal,700,13,0,57.690002
31,1050,1,signal,800,23,0,88.71957
31,1050,1,signal,900,32,0,89.16375
31,1050,1,signal,1000,28,0,88.47357
31,1050,1,signal,1100,23,0,89.62348
31,1050,1,signal,1200,18,0,85.037224
31,1050,1,signal,1300,21,0,93.45333
31,1050,1,signal,1400,26,0,97.13654
31,1050,1,signal,1500,23,0,97.37087
31,1050,1,signal,1600,14,0,97.274284
31,1050,1,signal,1700,18,0,94.67
31,1050,1,signal,1800,21,0,84.882385
31,1050,1,signal,1900,14,0,100.83286
31,1050,2,ramp,0,9,0,46.923332
31,1050,2,ramp,100,4,0,40.8725
31,1050,2,signal,0,2,0,91.505005
31,1050,2,signal,100,2,0,102.79
31,1050,2,signal,300,15,0,39.385998
31,1050,2,signal,400,24,0,42.604584
31,1050,2,signal,500,27,0,40.842964
31,1050,2,signal,600,36,0,44.318333
31,1050,2,signal,700,29,0,47.30276
31,1050,2,signal,800,31,0,45.847095
31,1050,2,signal,900,40,0,56.18875
31,1050,2,signal,1000,40,0,52.457
31,1050,2,signal,1100,38,0,65.61184
31,1050,2,signal,1200,31,0,72.03581
31,1050,2,signal,1300,24,0,71.45792
31,1050,2,signal,1400,23,0,73.317825
31,1050,2,signal,1500,23,0,72.55566
31,1050,2,signal,1600,23,0,87.35261
31,1050,2,signal,1700,23,0,78.53174
31,1050,2,signal,1800,25,0,86.344
31,1050,2,signal,1900,17,0,94.502945
31,1050,3,ramp,0,3,0,47.34667
31,1050,3,signal,0,1,0,51.97
31,1050,3,signal,100,1,0,88.0
31,1050,3,signal,200,1,0,112.36
31,1050,3,signal,300,2,0,110.119995
31,1050,3,signal,400,5,0,84.328
31,1050,3,signal,500,3,0,53.376667
31,1050,3,signal,600,5,0,84.542
31,1050,3,signal,700,11,0,66.064545
31,1050,3,signal,800,12,0,77.183334
31,1050,3,signal,900,14,0,85.88928
31,1050,3,signal,1000,21,0,84.540474
31,1050,3,signal,1100,23,0,94.03478
31,1050,3,signal,1200,23,0,95.21522
31,1050,3,signal,1300,19,0,92.45685
31,1050,3,signal,1400,22,0,96.15046
31,1050,3,signal,1500,23,0,96.54869
31,1050,3,signal,1600,25,0,90.0828
31,1050,3,signal,1700,27,0,98.4163
31,1050,3,signal,1800,25,0,98.6792
31,1050,3,signal,1900,17,0,101.42647
31,1200,1,ramp,0,24,0,42.944584
31,1200,1,ramp,100,37,0,42.456486
31,1200,1,ramp,200,38,0,40.143684
31,1200,1,ramp,300,48,0,37.488125
31,1200,1,ramp,400,10,0,43.076
31,1200,1,ramp,500,8,0,41.822502
31,1200,1,ramp,600,10,0,37.722
31,1200,1,ramp,700,5,0,40.302002
31,1200,1,signal,0,1,0,42.11
31,1200,1,signal,100,2,0,42.565
31,1200,1,signal,200,2,0,41.66
31,1200,1,signal,300,4,0,31.6025
31,1200,1,signal,400,1,0,43.02
31,1200,1,signal,500,2,0,42.309998
31,1200,1,signal,600,22,0,55.50773
31,1200,1,signal,700,10,0,72.631
31,1200,1,signal,800,19,0,96.60895
31,1200,1,signal,900,31,0,103.689995
31,1200,1,signal,1000,39,0,105.80539
31,1200,1,signal,1100,25,0,104.368
31,1200,1,signal,1200,32,0,106.99031
31,1200,1,signal,1300,32,0,107.09906
31,1200,1,signal,1400,30,0,104.583
31,1200,1,signal,1500,31,0,107.10033
31,1200,1,signal,1600,30,0,102.906
31,1200,1,signal,1700,30,0,98.67433
31,1200,1,signal,1800,30,0,99.991
31,1200,1,signal,1900,25,0,107.715195
31,1200,2,ramp,0,6,0,48.86333
31,1200,2,signal,0,1,0,70.01
31,1200,2,signal,100,2,0,69.229996
31,1200,2,signal,200,2,0,82.865
31,1200,2,signal,300,12,0,46.535
31,1200,2,signal,400,15,0,45.107998
31,1200,2,signal,500,16,0,44.87625
31,1200,2,signal,600,20,0,47.5325
31,1200,2,signal,700,24,0,53.313335
31,1200,2,signal,800,20,0,52.7205
31,1200,2,signal,900,26,0,55.159615
31,1200,2,signal,1000,22,0,53.846363
31,1200,2,signal,1100,27,0,55.570744
31,1200,2,signal,1200,32,0,54.175625
31,1200,2,signal,1300,36,0,54.350834
31,1200,2,signal,1400,31,0,53.159676
31,1200,2,signal,1500,30,0,50.718998
31,1200,2,signal,1600,34,0,49.53941
31,1200,2,signal,1700,30,0,54.612
31,1200,2,signal,1800,31,0,44.00581
31,1200,2,signal,1900,25,0,55.451603
31,1200,3,ramp,0,4,0,43.55
31,1200,3,signal,0,6,0,46.64333
31,1200,3,signal,100,2,0,46.09
31,1200,3,signal,200,4,0,43.3625
31,1200,3,signal,300,3,0,46.83667
31,1200,3,signal,400,6,0,48.678333
31,1200,3,signal,500,7,0,47.011433
31,1200,3,signal,600,8,0,52.885002
31,1200,3,signal,700,14,0,63.403572
31,1200,3,signal,800,17,0,70.36411
31,1200,3,signal,900,13,0,77.23231
31,1200,3,signal,1000,18,0,80.98444
31,1200,3,signal,1100,23,0,80.17913
31,1200,3,signal,1200,22,0,70.28954
31,1200,3,signal,1300,21,0,86.99381
31,1200,3,signal,1400,25,0,81.8408
31,1200,3,signal,1500,28,0,81.832504
31,1200,3,signal,1600,22,0,73.141365
31,1200,3,signal,1700,26,0,81.52193
31,1200,3,signal,1800,28,0,77.04679
31,1200,3,signal,1900,23,0,86.53999
31,1350,1,ramp,0,17,0,40.084705
31,1350,1,ramp,100,36,0,29.70861
31,1350,1,ramp,200,43,2,29.595581
31,1350,1,ramp,300,57,1,35.092457
31,1350,1,ramp,400,16,0,44.159374
31,1350,1,ramp,500,12,0,42.837498
31,1350,1,ramp,600,19,0,40.620003
31,1350,1,ramp,700,7,0,48.15857
31,1350,1,signal,600,33,1,51.01273
31,1350,1,signal,700,10,0,71.917
31,1350,1,signal,800,21,0,91.32905
31,1350,1,signal,900,34,0,95.79265
31,1350,1,signal,1000,34,0,101.00206
31,1350,1,signal,1100,29,0,100.60138
31,1350,1,signal,1200,29,0,105.49172
31,1350,1,signal,1300,27,0,104.815186
31,1350,1,signal,1400,27,0,106.32333
31,1350,1,signal,1500,27,0,106.9763
31,1350,1,signal,1600,26,0,104.76154
31,1350,1,signal,1700,28,0,107.93822
31,1350,1,signal,1800,25,0,106.43559
31,1350,1,signal,1900,17,0,110.334114
31,1350,2,ramp,0,8,0,44.64875
31,1350,2,ramp,100,6,0,39.66
31,1350,2,ramp,200,1,0,45.74
31,1350,2,signal,300,8,0,41.53
31,1350,2,signal,400,16,0,41.2025
31,1350,2,signal,500,17,0,41.382942
31,1350,2,signal,600,29,0,42.511032
31,1350,2,signal,700,31,0,53.521935
31,1350,2,signal,800,25,0,47.411602
31,1350,2,signal,900,26,0,50.75923
31,1350,2,signal,1000,22,0,50.86591
31,1350,2,signal,1100,19,0,49.167896
31,1350,2,signal,1200,27,0,46.34852
31,1350,2,signal,1300,26,0,48.480385
31,1350,2,signal,1400,23,0,54.403046
31,1350,2,signal,1500,25,0,45.966
31,1350,2,signal,1600,26,0,46.61346
31,1350,2,signal,1700,29,0,48.346554
31,1350,2,signal,1800,29,0,46.677242
31,1350,2,signal,1900,24,0,54.335003
31,1350,3,ramp,0,6,0,42.688335
31,1350,3,signal,0,1,0,46.63
31,1350,3,signal,100,1,0,69.38
31,1350,3,signal,200,1,0,71.87
31,1350,3,signal,300,1,0,70.38
31,1350,3,signal,400,4,0,70.1925
31,1350,3,signal,500,3,0,89.486664
31,1350,3,signal,600,6,0,62.565002
31,1350,3,signal,700,13,0,68.79462
31,1350,3,signal,800,17,0,77.41471
31,1350,3,signal,900,16,0,85.93437
31,1350,3,signal,1000,18,0,89.99056
31,1350,3,signal,1100,11,0,106.60637
31,1350,3,signal,1200,16,0,98.6875
31,1350,3,signal,1300,19,0,96.55842
31,1350,3,signal,1400,22,0,85.94818
31,1350,3,signal,1500,18,0,84.225555
31,1350,3,signal,1600,21,0,89.507614
31,1350,3,signal,1700,25,0,91.9832
31,1350,3,signal,1800,19,0,94.185265
31,1350,3,signal,1900,16,0,108.19875
31,1500,1,ramp,0,19,0,39.846317
31,1500,1,ramp,100,36,0,36.04861
31,1500,1,ramp,200,39,0,35.999485
31,1500,1,ramp,300,58,1,35.283104
31,1500,1,ramp,400,24,0,41.387917
31,1500,1,ramp,500,20,0,44.166
31,1500,1,ramp,600,20,0,39.6895
31,1500,1,ramp,700,9,1,30.292223
31,1500,1,signal,300,3,0,25.066666
31,1500,1,signal,600,12,0,96.64166
31,1500,1,signal,700,15,0,87.342
31,1500,1,signal,800,28,0,78.82572
31,1500,1,signal,900,49,0,73.1749
31,1500,1,signal,1000,39,0,84.598976
31,1500,1,signal,1100,38,0,86.679474
31,1500,1,signal,1200,28,0,92.83607
31,1500,1,signal,1300,22,0,101.58137
31,1500,1,signal,1400,28,0,106.689285
31,1500,1,signal,1500,22,0,108.51909
31,1500,1,signal,1600,20,0,105.1145
31,1500,1,signal,1700,28,0,108.1225
31,1500,1,signal,1800,19,0,104.366844
31,1500,1,signal,1900,20,0,107.2355
31,1500,2,ramp,0,10,0,42.8
31,1500,2,ramp,100,4,0,49.255
31,1500,2,ramp,200,2,0,45.565
31,1500,2,ramp,300,2,0,51.315
31,1500,2,signal,0,2,0,43.699997
31,1500,2,signal,200,1,0,81.81
31,1500,2,signal,300,12,0,45.42583
31,1500,2,signal,400,21,0,44.58143
31,1500,2,signal,500,23,0,43.732174
31,1500,2,signal,600,25,0,46.117996
31,1500,2,signal,700,26,0,51.028847
31,1500,2,signal,800,23,0,50.32087
31,1500,2,signal,900,32,0,59.322186
31,1500,2,signal,1000,33,0,58.12273
31,1500,2,signal,1100,28,0,59.0
31,1500,2,signal,1200,26,0,73.96154
31,1500,2,signal,1300,17,0,80.16471
31,1500,2,signal,1400,14,0,76.04071
31,1500,2,signal,1500,16,0,72.17625
31,1500,2,signal,1600,17,0,81.361176
31,1500,2,signal,1700,18,0,79.94611
31,1500,2,signal,1800,12,0,78.15
31,1500,2,signal,1900,13,0,80.85999
31,1500,3,ramp,0,7,0,44.02429
31,1500,3,signal,0,3,0,42.38
31,1500,3,signal,100,4,0,56.495
31,1500,3,signal,200,2,0,56.739998
31,1500,3,signal,300,4,0,44.7275
31,1500,3,signal,400,6,0,42.51167
31,1500,3,signal,500,7,0,44.285713
31,1500,3,signal,600,4,0,42.785
31,1500,3,signal,700,5,0,42.088
31,1500,3,signal,800,11,0,48.646362
31,1500,3,signal,900,11,0,53.18364
31,1500,3,signal,1000,15,0,49.666668
31,1500,3,signal,1100,21,0,56.749523
31,1500,3,signal,1200,18,0,65.105
31,1500,3,signal,1300,15,0,89.74467
31,1500,3,signal,1400,9,0,90.13333
31,1500,3,signal,1500,11,0,115.77546
31,1500,3,signal,1600,9,0,92.763336
31,1500,3,signal,1700,15,0,105.752
