link,ttt_nc,ttt_g1,d
2,1032.5513888888888,684.8166666666667,-347.7347222222222
1220044500,137.975,29.344444444444445,-108.63055555555556
74,991.0652777777777,885.1625,-105.90277777777779
32,347.7527777777778,255.59722222222223,-92.15555555555555
10481,139.10972222222222,60.359722222222224,-78.75
26,1409.6305555555555,1336.6319444444443,-72.9986111111111
10491,23.163888888888888,8.854166666666666,-14.309722222222222
66,287.8875,277.4902777777778,-10.397222222222215
52,28.275,20.90972222222222,-7.365277777777778
1220020904,25.170833333333334,20.772222222222222,-4.398611111111111
1210018302,26.02777777777778,22.43472222222222,-3.5930555555555563
1210008401,20.433333333333334,17.670833333333334,-2.7625
326,106.43611111111112,104.14861111111111,-2.2874999999999996
46,9.741666666666667,7.629166666666666,-2.1125000000000003
1220008502,35.076388888888886,33.01111111111111,-2.0652777777777773
382,3.9444444444444446,2.013888888888889,-1.9305555555555556
1210009403,4.270833333333333,2.4055555555555554,-1.8652777777777778
1220021801,9.126388888888888,7.363888888888889,-1.7625
117,40.55416666666667,38.87777777777778,-1.6763888888888885
416,9.283333333333333,7.691666666666666,-1.5916666666666668
1220007401,5.611111111111111,4.019444444444445,-1.5916666666666666
425,5.8069444444444445,4.348611111111111,-1.4583333333333335
354,3.323611111111111,1.8666666666666667,-1.4569444444444444
10699,12.630555555555556,11.230555555555556,-1.4
1210009402,3.8444444444444446,2.448611111111111,-1.3958333333333333
321,65.2625,64.00555555555556,-1.2569444444444455
1210009700,3.036111111111111,1.825,-1.2111111111111112
322,82.21111111111111,81.0111111111111,-1.2000000000000006
99,112.29722222222222,111.25416666666666,-1.0430555555555556
47,17.031944444444445,16.02638888888889,-1.0055555555555555
325,72.55,71.55,-1.0000000000000004
1210008501,8.3875,7.491666666666666,-0.8958333333333335
1220011200,3.8777777777777778,3.0055555555555555,-0.8722222222222222
1210008203,4.054166666666666,3.2,-0.8541666666666666
61,9.555555555555555,8.713888888888889,-0.8416666666666666
57,4.386111111111111,3.5625,-0.8236111111111112
10520,21.64027777777778,20.9,-0.7402777777777776
39,14.180555555555555,13.627777777777778,-0.5527777777777777
1220000704,13.241666666666667,12.706944444444444,-0.5347222222222222
271,3.2069444444444444,2.7125,-0.4944444444444444
87,6.413888888888889,5.9625,-0.4513888888888889
1220013600,5.175,4.733333333333333,-0.44166666666666654
1210012101,3.345833333333333,2.9472222222222224,-0.398611111111111
1220012102,1.5527777777777778,1.1722222222222223,-0.3805555555555556
121008402,7.101388888888889,6.736111111111111,-0.3652777777777777
38,7.481944444444444,7.138888888888889,-0.34305555555555556
10539,5.725,5.383333333333333,-0.3416666666666668
1220019301,5.013888888888889,4.690277777777778,-0.32361111111111107
1220061200,31.71527777777778,31.41111111111111,-0.3041666666666666
10609,0.5458333333333333,0.24305555555555555,-0.30277777777777776
10513,5.7555555555555555,5.454166666666667,-0.30138888888888893
94,9.623611111111112,9.329166666666667,-0.29444444444444434
1220011101,6.05,5.763888888888889,-0.286111111111111
1220061100,19.877777777777776,19.593055555555555,-0.28472222222222243
1220000803,10.656944444444445,10.3875,-0.26944444444444465
88,6.491666666666666,6.2375,-0.2541666666666667
1220021303,6.777777777777778,6.525,-0.2527777777777777
1220018301,3.865277777777778,3.6194444444444445,-0.2458333333333333
1220000402,10.733333333333334,10.504166666666666,-0.2291666666666666
1220021903,6.686111111111111,6.4625,-0.22361111111111126
281,2.805555555555556,2.5972222222222223,-0.20833333333333343
1220012001,5.276388888888889,5.073611111111111,-0.20277777777777772
10523,8.89861111111111,8.71111111111111,-0.18749999999999994
10540,0.8430555555555556,0.6625,-0.18055555555555558
29,5.834722222222222,5.658333333333333,-0.17638888888888904
274,0.9916666666666667,0.8236111111111111,-0.16805555555555554
337,6.795833333333333,6.634722222222222,-0.16111111111111104
1220012700,2.5319444444444446,2.3763888888888887,-0.1555555555555556
200,0.5777777777777777,0.4388888888888889,-0.13888888888888887
10022,0.175,0.05,-0.125
10152,2.0041666666666664,1.8847222222222222,-0.11944444444444446
10179,1.2472222222222222,1.136111111111111,-0.1111111111111111
10452,0.41944444444444445,0.31527777777777777,-0.10416666666666666
10300,0.1138888888888889,0.01111111111111111,-0.10277777777777779
1220043200,1.1736111111111112,1.0805555555555555,-0.09305555555555557
1220009403,1.4375,1.3444444444444443,-0.09305555555555556
1210008202,0.7347222222222222,0.6416666666666666,-0.09305555555555556
1220007004,4.5680555555555555,4.475,-0.0930555555555555
1210021204,19.96388888888889,19.870833333333334,-0.0930555555555555
277,5.2027777777777775,5.1097222222222225,-0.09305555555555545
53,2.7444444444444445,2.6527777777777777,-0.09166666666666665
1210009600,1.6694444444444445,1.5791666666666666,-0.0902777777777778
10698,0.8111111111111111,0.7208333333333333,-0.09027777777777776
1220012600,2.1,2.011111111111111,-0.08888888888888889
10080,1.9027777777777777,1.8152777777777778,-0.08750000000000001
1220018501,3.875,3.7888888888888888,-0.08611111111111108
10082,1.7944444444444445,1.7125,-0.08194444444444449
10695,0.6013888888888889,0.5277777777777778,-0.07361111111111111
378,0.8652777777777778,0.7930555555555555,-0.07222222222222223
1210019201,4.908333333333333,4.836111111111111,-0.07222222222222215
122,4.2347222222222225,4.163888888888889,-0.07083333333333336
1220009700,0.2791666666666667,0.20833333333333334,-0.07083333333333333
196,0.21944444444444444,0.1486111111111111,-0.07083333333333333
10625,0.2791666666666667,0.20972222222222223,-0.06944444444444443
1220015100,4.529166666666667,4.4625,-0.06666666666666672
278,2.790277777777778,2.725,-0.06527777777777784
1220018302,2.8555555555555556,2.790277777777778,-0.06527777777777781
10379,0.41805555555555557,0.3527777777777778,-0.06527777777777778
1220018502,2.0875,2.022222222222222,-0.06527777777777778
236,0.3402777777777778,0.2763888888888889,-0.06388888888888888
411,1.5583333333333333,1.5055555555555555,-0.0527777777777778
10248,0.46249999999999997,0.4097222222222222,-0.05277777777777778
78,9.594444444444445,9.541666666666666,-0.0527777777777777
341,5.322222222222222,5.270833333333333,-0.0513888888888889
86,1.9416666666666667,1.8916666666666666,-0.05000000000000003
381,0.8569444444444444,0.8069444444444445,-0.05
10265,0.2152777777777778,0.16527777777777777,-0.05
10536,0.6319444444444444,0.5833333333333333,-0.04861111111111112
10629,1.9041666666666666,1.8569444444444445,-0.04722222222222221
343,6.009722222222222,5.963888888888889,-0.04583333333333339
10216,0.8138888888888889,0.7680555555555555,-0.04583333333333334
10421,0.6,0.5541666666666667,-0.04583333333333333
10144,0.3333333333333333,0.2875,-0.04583333333333333
10542,0.3625,0.31666666666666665,-0.04583333333333333
10693,0.5819444444444444,0.5361111111111111,-0.04583333333333332
407,2.5625,2.5180555555555557,-0.04444444444444447
10272,0.16527777777777777,0.12083333333333333,-0.04444444444444445
10713,0.3986111111111111,0.3541666666666667,-0.04444444444444444
10448,1.15,1.1069444444444445,-0.04305555555555556
10215,0.44166666666666665,0.39861111111111114,-0.04305555555555555
10223,0.19027777777777777,0.14722222222222223,-0.04305555555555554
10451,1.2625,1.2194444444444443,-0.04305555555555554
10570,0.9819444444444444,0.9402777777777778,-0.04166666666666667
10381,0.15416666666666667,0.1125,-0.04166666666666667
10256,0.11111111111111112,0.07083333333333333,-0.04027777777777778
10151,0.18611111111111112,0.14583333333333334,-0.04027777777777777
10620,0.23888888888888887,0.1986111111111111,-0.04027777777777777
10499,0.4583333333333333,0.41944444444444445,-0.03888888888888889
1220044400,5.790277777777778,5.752777777777777,-0.037500000000000075
128,4.425,4.3875,-0.03750000000000004
10194,0.10972222222222222,0.07222222222222223,-0.03749999999999999
10660,0.4736111111111111,0.4375,-0.0361111111111111
1220009402,0.5125,0.4777777777777778,-0.034722222222222224
387,7.472222222222222,7.4375,-0.03472222222222207
1220021803,3.7222222222222223,3.688888888888889,-0.03333333333333335
10402,0.225,0.19305555555555556,-0.03194444444444444
10627,0.1111111111111111,0.07916666666666666,-0.03194444444444444
136,0.3888888888888889,0.35694444444444445,-0.03194444444444444
10696,0.10972222222222222,0.07777777777777778,-0.03194444444444444
1220021304,2.279166666666667,2.2472222222222222,-0.031944444444444435
10283,0.16944444444444445,0.1388888888888889,-0.030555555555555555
10495,0.1597222222222222,0.13055555555555556,-0.029166666666666667
10205,1.226388888888889,1.198611111111111,-0.027777777777777783
165,0.2361111111111111,0.20833333333333334,-0.02777777777777778
10740,0.2652777777777778,0.2375,-0.027777777777777776
199,0.6541666666666667,0.6263888888888889,-0.027777777777777776
10191,1.4027777777777777,1.375,-0.027777777777777773
96,0.5694444444444444,0.5416666666666666,-0.027777777777777773
10330,0.027777777777777776,0.001388888888888889,-0.026388888888888892
10289,0.18055555555555555,0.15416666666666667,-0.02638888888888889
10498,0.425,0.3986111111111111,-0.026388888888888885
10233,0.1986111111111111,0.17222222222222222,-0.026388888888888885
114,0.8902777777777777,0.8638888888888889,-0.026388888888888875
10293,0.8402777777777778,0.8138888888888889,-0.02638888888888887
1210018504,1.1708333333333334,1.1444444444444444,-0.026388888888888865
