link,ttt_nc,ttt_g1,d
84,5.7375,5.711111111111111,-0.02638888888888874
77,3.647222222222222,3.623611111111111,-0.023611111111111152
10633,0.6444444444444444,0.6208333333333333,-0.023611111111111117
10189,0.6777777777777778,0.6541666666666667,-0.02361111111111111
10209,0.5013888888888889,0.47777777777777775,-0.02361111111111111
1220008202,3.011111111111111,2.9875,-0.023611111111111048
10131,0.43472222222222223,0.4125,-0.022222222222222223
85,2.486111111111111,2.463888888888889,-0.022222222222222213
10596,0.18888888888888888,0.16805555555555557,-0.020833333333333332
10454,0.10694444444444445,0.08611111111111111,-0.020833333333333332
316,0.07222222222222222,0.05138888888888889,-0.02083333333333333
1,1.3472222222222223,1.3277777777777777,-0.019444444444444462
10190,1.0888888888888888,1.0694444444444444,-0.01944444444444446
10690,0.16944444444444445,0.15,-0.019444444444444445
10550,1.3625,1.3430555555555554,-0.019444444444444445
10511,0.09027777777777778,0.07083333333333333,-0.01944444444444444
10146,1.0805555555555555,1.0611111111111111,-0.01944444444444443
1220000502,9.390277777777778,9.372222222222222,-0.01805555555555563
1220020804,2.275,2.256944444444444,-0.01805555555555559
1220022504,2.4277777777777776,2.4097222222222223,-0.01805555555555556
10193,0.4291666666666667,0.4111111111111111,-0.01805555555555556
10313,0.15416666666666667,0.1361111111111111,-0.018055555555555557
365,0.32083333333333336,0.30277777777777776,-0.018055555555555554
10567,1.1236111111111111,1.1055555555555556,-0.018055555555555554
10744,0.2708333333333333,0.25277777777777777,-0.018055555555555554
10286,0.1736111111111111,0.15555555555555556,-0.01805555555555555
296,1.6097222222222223,1.5916666666666666,-0.018055555555555543
10141,0.24166666666666667,0.225,-0.01666666666666667
1220018503,0.19861111111111113,0.18194444444444444,-0.01666666666666667
10063,0.16111111111111112,0.14444444444444446,-0.016666666666666666
359,2.026388888888889,2.0097222222222224,-0.016666666666666666
10291,0.15555555555555556,0.1388888888888889,-0.016666666666666663
10267,0.10972222222222222,0.09305555555555556,-0.016666666666666663
1220012402,7.804166666666666,7.788888888888889,-0.015277777777777862
260,0.19722222222222222,0.18194444444444444,-0.015277777777777779
10446,0.10972222222222222,0.09444444444444444,-0.015277777777777777
10255,0.041666666666666664,0.02638888888888889,-0.015277777777777777
10113,0.1527777777777778,0.1375,-0.015277777777777777
10260,0.15833333333333333,0.14305555555555555,-0.015277777777777776
10385,0.6069444444444444,0.5916666666666667,-0.015277777777777774
10202,0.49583333333333335,0.48194444444444445,-0.013888888888888899
1220011403,0.5513888888888889,0.5375,-0.013888888888888892
10458,0.26944444444444443,0.25555555555555554,-0.013888888888888892
10430,0.24583333333333335,0.23194444444444445,-0.013888888888888892
10770,0.20972222222222223,0.19583333333333333,-0.01388888888888889
10401,0.14027777777777778,0.12638888888888888,-0.013888888888888888
1220018201,3.390277777777778,3.376388888888889,-0.013888888888888888
10143,0.10833333333333334,0.09444444444444444,-0.013888888888888886
10765,0.4375,0.4236111111111111,-0.013888888888888885
10135,1.7013888888888888,1.6875,-0.013888888888888881
10125,2.8180555555555555,2.8055555555555554,-0.012500000000000018
10606,0.022222222222222223,0.009722222222222222,-0.0125
1220002302,2.213888888888889,2.201388888888889,-0.0125
10431,0.18055555555555555,0.16805555555555557,-0.012499999999999999
10207,0.08750000000000001,0.075,-0.012499999999999999
10597,1.1055555555555556,1.0930555555555554,-0.012499999999999995
10691,0.20277777777777778,0.19166666666666665,-0.011111111111111115
10206,0.24583333333333335,0.23472222222222222,-0.011111111111111113
10214,0.011111111111111112,0.0,-0.011111111111111112
10041,0.4111111111111111,0.4,-0.011111111111111112
10528,0.09722222222222222,0.08611111111111111,-0.011111111111111112
319,0.1527777777777778,0.14166666666666666,-0.01111111111111111
10509,0.2763888888888889,0.2652777777777778,-0.01111111111111111
10492,0.17916666666666667,0.16805555555555557,-0.01111111111111111
10212,0.4152777777777778,0.4041666666666667,-0.01111111111111111
10616,0.12777777777777777,0.11666666666666667,-0.01111111111111111
10432,0.1361111111111111,0.125,-0.011111111111111106
10211,0.41388888888888886,0.4027777777777778,-0.011111111111111103
404,2.548611111111111,2.5388888888888888,-0.009722222222222254
1220009502,0.725,0.7152777777777778,-0.00972222222222223
10586,0.3347222222222222,0.325,-0.009722222222222222
10753,0.40555555555555556,0.3958333333333333,-0.009722222222222222
10494,0.29444444444444445,0.2847222222222222,-0.00972222222222222
10607,0.2,0.19027777777777777,-0.009722222222222219
10095,0.6875,0.6777777777777778,-0.009722222222222219
168,0.8444444444444444,0.8347222222222223,-0.00972222222222221
95,4.997222222222222,4.9875,-0.00972222222222216
10752,0.49027777777777776,0.48194444444444445,-0.008333333333333342
10121,0.31527777777777777,0.30694444444444446,-0.008333333333333337
10314,0.02638888888888889,0.018055555555555557,-0.008333333333333333
10322,0.036111111111111115,0.02777777777777778,-0.008333333333333333
10358,0.10833333333333334,0.1,-0.008333333333333333
10369,0.06805555555555555,0.059722222222222225,-0.008333333333333331
10403,0.2763888888888889,0.26805555555555555,-0.008333333333333331
10333,0.05694444444444444,0.04861111111111111,-0.008333333333333331
10566,0.33194444444444443,0.3236111111111111,-0.008333333333333331
10456,0.5194444444444445,0.5111111111111111,-0.008333333333333328
1220002202,11.908333333333333,11.9,-0.008333333333333304
1220007501,7.833333333333333,7.825,-0.008333333333333179
10760,0.6708333333333333,0.6638888888888889,-0.006944444444444451
10192,0.7152777777777778,0.7083333333333334,-0.0069444444444444475
10024,0.22916666666666666,0.2222222222222222,-0.006944444444444447
10195,0.25555555555555554,0.24861111111111112,-0.006944444444444447
10395,0.18055555555555555,0.1736111111111111,-0.006944444444444446
10657,0.059722222222222225,0.05277777777777778,-0.006944444444444446
10332,0.015277777777777779,0.008333333333333333,-0.006944444444444445
10617,0.058333333333333334,0.051388888888888894,-0.006944444444444445
10720,0.15694444444444444,0.15,-0.006944444444444445
10224,0.016666666666666666,0.009722222222222222,-0.006944444444444445
10269,0.05277777777777778,0.04583333333333334,-0.006944444444444444
10247,0.12777777777777777,0.12083333333333333,-0.006944444444444444
1220018202,1.726388888888889,1.7208333333333332,-0.005555555555555567
10167,0.6763888888888889,0.6708333333333333,-0.005555555555555558
10163,0.2791666666666667,0.2736111111111111,-0.005555555555555558
10562,0.12222222222222223,0.11666666666666667,-0.0055555555555555575
10462,0.15833333333333333,0.1527777777777778,-0.005555555555555557
10251,0.01388888888888889,0.008333333333333333,-0.005555555555555556
10673,0.05555555555555556,0.05,-0.005555555555555556
385,0.02638888888888889,0.020833333333333336,-0.005555555555555556
10295,0.015277777777777779,0.009722222222222222,-0.005555555555555556
10506,0.04166666666666667,0.036111111111111115,-0.005555555555555556
10746,0.2902777777777778,0.2847222222222222,-0.005555555555555555
10158,0.25277777777777777,0.24722222222222223,-0.005555555555555555
10754,0.24166666666666667,0.2361111111111111,-0.005555555555555554
1220011103,2.313888888888889,2.3083333333333336,-0.005555555555555522
28,5.206944444444445,5.201388888888889,-0.005555555555555515
270,3.0,2.995833333333333,-0.0041666666666666935
10535,0.21666666666666667,0.2125,-0.004166666666666671
12,0.2763888888888889,0.2722222222222222,-0.00416666666666667
1220009600,0.25277777777777777,0.24861111111111112,-0.004166666666666668
10182,0.06805555555555556,0.06388888888888888,-0.0041666666666666675
10374,0.1527777777777778,0.1486111111111111,-0.0041666666666666675
10092,0.12638888888888888,0.12222222222222222,-0.0041666666666666675
10527,0.04583333333333334,0.041666666666666664,-0.0041666666666666675
10529,0.08333333333333333,0.07916666666666666,-0.0041666666666666675
10240,0.05,0.04583333333333333,-0.0041666666666666675
10687,0.09861111111111111,0.09444444444444444,-0.0041666666666666675
10344,0.10138888888888889,0.09722222222222222,-0.0041666666666666675
10110,0.029166666666666667,0.025,-0.004166666666666667
17,0.015277777777777779,0.011111111111111112,-0.004166666666666667
10273,0.011111111111111112,0.006944444444444445,-0.004166666666666667
10294,0.019444444444444445,0.015277777777777779,-0.004166666666666667
10556,0.043055555555555555,0.03888888888888889,-0.004166666666666667
10258,0.025,0.020833333333333336,-0.004166666666666667
1220001602,2.986111111111111,2.9819444444444443,-0.004166666666666666
1220008203,0.8194444444444444,0.8152777777777778,-0.004166666666666666
10225,0.17222222222222222,0.16805555555555557,-0.004166666666666666
1220043300,0.11944444444444445,0.11527777777777778,-0.004166666666666666
10434,0.19583333333333333,0.19166666666666668,-0.004166666666666664
10447,0.4166666666666667,0.4125,-0.00416666666666666
90,5.0777777777777775,5.075,-0.0027777777777777957
20,0.5916666666666667,0.5888888888888889,-0.002777777777777782
10122,0.275,0.2722222222222222,-0.002777777777777781
10098,0.1597222222222222,0.15694444444444444,-0.0027777777777777805
10474,0.16944444444444445,0.16666666666666666,-0.002777777777777779
10766,0.2263888888888889,0.22361111111111112,-0.0027777777777777788
422,0.11388888888888889,0.1111111111111111,-0.0027777777777777783
10571,0.04027777777777778,0.0375,-0.0027777777777777783
10688,0.05416666666666667,0.051388888888888894,-0.0027777777777777783
10375,0.03194444444444445,0.029166666666666667,-0.0027777777777777783
10475,0.2388888888888889,0.2361111111111111,-0.0027777777777777783
10108,0.002777777777777778,0.0,-0.002777777777777778
19,0.0125,0.009722222222222222,-0.002777777777777778
51,0.0125,0.009722222222222222,-0.002777777777777778
170,0.041666666666666664,0.03888888888888889,-0.0027777777777777775
10208,0.21388888888888888,0.2111111111111111,-0.0027777777777777775
1220008603,0.08055555555555556,0.07777777777777778,-0.0027777777777777775
10429,0.24583333333333332,0.24305555555555555,-0.0027777777777777775
10573,0.14305555555555555,0.14027777777777778,-0.0027777777777777766
1220021902,0.6763888888888889,0.6736111111111112,-0.0027777777777777766
10259,0.05416666666666667,0.051388888888888894,-0.0027777777777777766
10026,0.0625,0.059722222222222225,-0.0027777777777777757
10103,0.23194444444444445,0.22916666666666666,-0.002777777777777775
69,69.70416666666667,69.70138888888889,-0.002777777777777768
81,4.527777777777778,4.526388888888889,-0.0013888888888889256
10598,0.8263888888888888,0.825,-0.0013888888888888944
10441,0.7847222222222222,0.7833333333333333,-0.0013888888888888926
10469,0.41944444444444445,0.41805555555555557,-0.0013888888888888918
10709,0.20416666666666666,0.20277777777777778,-0.0013888888888888907
10357,0.09027777777777778,0.08888888888888889,-0.0013888888888888902
10726,0.18611111111111112,0.18472222222222223,-0.00138888888888889
10317,0.034722222222222224,0.03333333333333333,-0.00138888888888889
10422,0.23888888888888887,0.2375,-0.0013888888888888892
10747,0.09305555555555556,0.09166666666666667,-0.0013888888888888892
10169,0.31666666666666665,0.31527777777777777,-0.0013888888888888892
10040,0.375,0.3736111111111111,-0.0013888888888888892
10062,0.37222222222222223,0.37083333333333335,-0.0013888888888888892
10584,0.0375,0.036111111111111115,-0.001388888888888889
10611,0.020833333333333336,0.019444444444444445,-0.001388888888888889
10319,0.01388888888888889,0.0125,-0.001388888888888889
10284,0.022222222222222223,0.020833333333333336,-0.001388888888888889
10069,0.002777777777777778,0.001388888888888889,-0.001388888888888889
10246,0.01388888888888889,0.0125,-0.001388888888888889
10222,0.001388888888888889,0.0,-0.001388888888888889
18,0.001388888888888889,0.0,-0.001388888888888889
10052,0.008333333333333333,0.006944444444444445,-0.001388888888888889
142,0.001388888888888889,0.0,-0.001388888888888889
10417,0.011111111111111112,0.009722222222222222,-0.001388888888888889
10299,0.009722222222222222,0.008333333333333333,-0.0013888888888888887
10504,0.016666666666666666,0.015277777777777777,-0.0013888888888888887
10471,0.1361111111111111,0.13472222222222222,-0.0013888888888888883
10755,0.059722222222222225,0.058333333333333334,-0.0013888888888888883
10731,0.10833333333333334,0.10694444444444444,-0.0013888888888888879
10758,0.9291666666666667,0.9277777777777778,-0.0013888888888888874
10051,0.6527777777777778,0.6513888888888889,-0.0013888888888888874
10472,0.36944444444444446,0.3680555555555556,-0.0013888888888888874
336,0.075,0.07361111111111111,-0.0013888888888888874
10640,0.36944444444444446,0.3680555555555556,-0.0013888888888888874
10505,0.24722222222222223,0.24583333333333332,-0.0013888888888888863
10759,0.4708333333333333,0.46944444444444444,-0.0013888888888888848
25,4.959722222222222,4.958333333333333,-0.001388888888888884
256,1.536111111111111,1.536111111111111,-1.734723475976807e-17
10070,0.2111111111111111,0.2111111111111111,-4.336808689942018e-18
4,0.2,0.2,-3.469446951953614e-18
10414,0.20694444444444446,0.20694444444444443,-2.6020852139652106e-18
10060,0.08750000000000001,0.08750000000000001,-1.734723475976807e-18
10342,0.041666666666666664,0.04166666666666667,-6.505213034913027e-19
10420,0.1763888888888889,0.1763888888888889,-4.336808689942018e-19
10318,0.018055555555555557,0.018055555555555557,-2.168404344971009e-19
10288,0.02777777777777778,0.02777777777777778,-2.168404344971009e-19
10245,0.03888888888888889,0.03888888888888889,-2.168404344971009e-19
60,5.118055555555555,5.118055555555555,0.0
1220042300,34.53611111111111,34.53611111111111,0.0
59,0.736111111111111,0.736111111111111,0.0
76,18.0125,18.0125,0.0
42,3.3097222222222222,3.3097222222222222,0.0
75,0.7833333333333333,0.7833333333333333,0.0
41,1.5555555555555556,1.5555555555555556,0.0
1220015600,1.1208333333333333,1.1208333333333333,0.0
1220017202,5.305555555555555,5.305555555555555,0.0
13,1.511111111111111,1.511111111111111,0.0
7,0.12777777777777777,0.12777777777777777,0.0
6,0.2569444444444444,0.2569444444444444,0.0
10230,0.04166666666666667,0.041666666666666664,0.0
5,0.3194444444444444,0.3194444444444444,0.0
293,2.290277777777778,2.290277777777778,0.0
10315,0.009722222222222222,0.009722222222222222,0.0
10017,0.2777777777777778,0.2777777777777778,0.0
10636,0.23750000000000002,0.23750000000000002,0.0
10701,0.9916666666666667,0.9916666666666667,0.0
10757,0.019444444444444445,0.019444444444444445,0.0
10756,0.044444444444444446,0.044444444444444446,0.0
10037,0.0375,0.0375,0.0
10049,0.15416666666666667,0.15416666666666667,0.0
10047,0.03333333333333333,0.03333333333333333,0.0
10057,0.24583333333333335,0.24583333333333335,0.0
10058,0.12083333333333333,0.12083333333333333,0.0
10043,0.34444444444444444,0.34444444444444444,0.0
10046,0.25277777777777777,0.25277777777777777,0.0
10054,0.8777777777777778,0.8777777777777778,0.0
10055,0.1125,0.1125,0.0
10056,0.04861111111111111,0.04861111111111111,0.0
374,0.0125,0.0125,0.0
10368,0.001388888888888889,0.001388888888888889,0.0
10038,0.05694444444444445,0.05694444444444445,0.0
10705,0.2722222222222222,0.2722222222222222,0.0
10274,0.008333333333333333,0.008333333333333333,0.0
10252,0.001388888888888889,0.001388888888888889,0.0
10271,0.006944444444444445,0.006944444444444445,0.0
80,90.81944444444444,90.81944444444444,0.0
10254,0.005555555555555556,0.005555555555555556,0.0
1220001200,10.929166666666667,10.929166666666667,0.0
82,1.0569444444444445,1.0569444444444445,0.0
83,5.463888888888889,5.463888888888889,0.0
10005,0.4125,0.4125,0.0
201,0.04722222222222222,0.04722222222222222,0.0
225,0.05138888888888889,0.05138888888888889,0.0
10722,0.2902777777777778,0.2902777777777778,0.0
10724,0.2625,0.2625,0.0
10066,0.5430555555555555,0.5430555555555555,0.0
10415,0.06111111111111111,0.06111111111111111,0.0
10737,0.15833333333333333,0.15833333333333333,0.0
10738,0.2722222222222222,0.2722222222222222,0.0
10721,0.30416666666666664,0.30416666666666664,0.0
10736,0.12361111111111112,0.12361111111111112,0.0
10735,0.059722222222222225,0.059722222222222225,0.0
10729,0.28194444444444444,0.28194444444444444,0.0
10723,0.19166666666666665,0.19166666666666665,0.0
10071,1.2319444444444445,1.2319444444444445,0.0
10467,0.2638888888888889,0.2638888888888889,0.0
10085,0.24305555555555555,0.24305555555555555,0.0
10086,0.29583333333333334,0.29583333333333334,0.0
10104,0.002777777777777778,0.002777777777777778,0.0
10350,0.058333333333333334,0.058333333333333334,0.0
10359,0.009722222222222222,0.009722222222222222,0.0
10595,1.9638888888888888,1.9638888888888888,0.0
10002,0.06805555555555556,0.06805555555555556,0.0
10000,0.09722222222222222,0.09722222222222222,0.0
10610,0.01388888888888889,0.01388888888888889,0.0
217,0.8222222222222222,0.8222222222222222,0.0
1220001501,17.980555555555554,17.980555555555554,0.0
10728,0.3013888888888889,0.3013888888888889,0.0
10727,0.18055555555555555,0.18055555555555555,0.0
3,0.9944444444444445,0.9944444444444445,0.0
27,0.05694444444444444,0.05694444444444444,0.0
36,2.013888888888889,2.013888888888889,0.0
35,1.6902777777777778,1.6902777777777778,0.0
10115,0.02361111111111111,0.02361111111111111,4.336808689942018e-19
10725,0.09305555555555556,0.09305555555555556,8.673617379884035e-19
10733,0.34444444444444444,0.34444444444444444,8.673617379884035e-19
10525,0.1111111111111111,0.11111111111111112,1.3010426069826053e-18
10510,0.06527777777777778,0.06527777777777778,1.951563910473908e-18
10094,0.29305555555555557,0.29305555555555557,2.168404344971009e-18
10763,0.3347222222222222,0.3347222222222222,3.469446951953614e-18
138,1.6472222222222221,1.6472222222222221,8.673617379884035e-18
364,1.7625,1.7625,1.0408340855860843e-17
308,0.8277777777777777,0.8277777777777777,1.0408340855860843e-17
295,2.1930555555555555,2.1930555555555555,2.7755575615628914e-17
379,7.243055555555555,7.243055555555555,2.7755575615628914e-17
1220001900,3.2486111111111113,3.2486111111111113,2.7755575615628914e-17
100,7.969444444444444,7.970833333333333,0.001388888888888884
10365,0.12638888888888888,0.12777777777777777,0.001388888888888884
291,2.1041666666666665,2.1055555555555556,0.001388888888888884
112,2.147222222222222,2.1486111111111112,0.001388888888888884
10444,0.27222222222222225,0.27361111111111114,0.001388888888888884
10305,0.2111111111111111,0.2125,0.0013888888888888857
10001,0.11944444444444445,0.12083333333333333,0.0013888888888888874
10347,0.06944444444444445,0.07083333333333333,0.0013888888888888879
10554,0.05,0.05138888888888889,0.001388888888888888
10229,0.0375,0.03888888888888889,0.0013888888888888883
10692,0.1125,0.11388888888888889,0.0013888888888888883
10553,0.15138888888888888,0.1527777777777778,0.0013888888888888887
10378,0.029166666666666667,0.030555555555555555,0.0013888888888888887
8,0.09166666666666667,0.09305555555555556,0.0013888888888888887
172,0.006944444444444445,0.008333333333333333,0.001388888888888889
10109,0.008333333333333333,0.009722222222222222,0.001388888888888889
10290,0.004166666666666667,0.005555555555555556,0.001388888888888889
10684,0.07083333333333333,0.07222222222222222,0.001388888888888889
65,0.13194444444444445,0.13333333333333333,0.001388888888888889
10035,0.3625,0.3638888888888889,0.0013888888888888892
10171,0.11944444444444445,0.12083333333333333,0.0013888888888888892
10150,0.37916666666666665,0.38055555555555554,0.0013888888888888892
10253,0.006944444444444445,0.008333333333333333,0.0013888888888888892
10053,0.2111111111111111,0.2125,0.0013888888888888892
10257,0.04583333333333334,0.04722222222222222,0.0013888888888888894
10468,0.1125,0.11388888888888889,0.0013888888888888894
10632,0.12638888888888888,0.12777777777777777,0.0013888888888888894
10485,0.11944444444444445,0.12083333333333333,0.0013888888888888902
10445,0.24583333333333332,0.24722222222222223,0.0013888888888888911
22,0.3833333333333333,0.38472222222222224,0.0013888888888888935
10547,0.5208333333333334,0.5222222222222223,0.001388888888888897
