link,bin,seg,rows,stopped,mean_speed
2,1050,300,185,0,112.31027
2,1050,400,182,0,111.33775
2,1050,500,204,0,110.32588
2,1050,600,181,0,109.39287
2,1050,700,206,0,105.16937
2,1050,800,247,1,85.31312
2,1050,900,311,36,56.26891
2,1050,1000,501,92,34.71329
2,1050,1100,620,109,25.285404
2,1050,1200,663,160,22.361673
2,1050,1300,701,184,21.278887
2,1050,1400,627,198,23.101006
2,1050,1500,574,183,23.680626
2,1050,1600,477,165,27.452265
2,1050,1700,460,160,28.56076
2,1050,1800,417,133,31.245922
2,1050,1900,437,140,30.265402
2,1050,2000,166,19,61.906567
2,1050,2100,118,0,91.969574
2,1050,2200,115,0,89.16444
2,1050,2300,123,0,89.66521
2,1050,2400,120,0,88.23833
2,1050,2500,135,1,84.08319
2,1050,2600,129,0,90.35264
2,1050,2700,126,0,96.312614
2,1050,2800,135,0,97.95882
2,1050,2900,112,0,105.29866
2,1050,3000,115,0,110.67096
2,1050,3100,108,0,112.65658
2,1050,3200,95,0,113.322
2,1050,3300,105,0,115.37695
2,1050,3400,94,0,116.3384
2,1050,3500,86,0,117.49128
2,1050,3600,96,0,115.668335
2,1050,3700,83,0,117.58218
2,1050,3800,94,0,115.58149
2,1050,3900,95,0,117.45063
2,1050,4000,80,0,116.20038
2,1050,4100,78,0,117.480255
2,1050,4200,71,0,115.28451
2,1050,4300,77,0,115.80507
2,1050,4400,99,0,86.77172
2,1050,4500,77,0,90.22324
2,1050,4600,84,0,92.20595
2,1200,0,173,0,112.71745
2,1200,100,186,0,113.84817
2,1200,200,176,0,112.4263
2,1200,300,201,0,109.89955
2,1200,400,210,0,92.087
2,1200,500,415,76,45.34352
2,1200,600,705,231,23.641703
2,1200,700,782,262,17.867596
2,1200,800,900,306,14.576567
2,1200,900,915,291,15.119443
2,1200,1000,931,290,14.560655
2,1200,1100,794,252,16.458502
2,1200,1200,697,246,18.882969
2,1200,1300,667,253,19.482533
2,1200,1400,657,265,19.820503
2,1200,1500,621,244,21.698149
2,1200,1600,531,194,24.822638
2,1200,1700,472,177,24.853199
2,1200,1800,448,161,27.616919
2,1200,1900,441,161,29.125057
2,1200,2000,165,21,63.561092
2,1200,2100,134,0,84.349625
2,1200,2200,128,0,83.6636
2,1200,2300,128,0,85.11508
2,1200,2400,121,0,86.02099
2,1200,2500,139,0,84.37093
2,1200,2600,121,0,81.22405
2,1200,2700,127,0,97.36952
2,1200,2800,101,0,99.37713
2,1200,2900,103,0,104.19321
2,1200,3000,98,0,109.16765
2,1200,3100,99,0,111.8198
2,1200,3200,109,0,112.88707
2,1200,3300,104,0,111.045
2,1200,3400,120,0,109.74383
2,1200,3500,114,0,107.010345
2,1200,3600,118,0,109.53322
2,1200,3700,116,0,108.58379
2,1200,3800,94,0,107.30776
2,1200,3900,115,0,111.19748
2,1200,4000,105,0,110.32619
2,1200,4100,86,0,115.64221
2,1200,4200,69,0,113.92246
2,1200,4300,84,0,108.33714
2,1200,4400,144,6,67.97708
2,1200,4500,102,0,79.99637
2,1200,4600,99,0,78.33687
2,1350,0,261,21,69.90245
2,1350,100,478,118,36.562366
2,1350,200,636,202,25.814026
2,1350,300,738,235,20.836613
2,1350,400,954,387,13.624592
2,1350,500,937,353,13.944536
2,1350,600,908,319,14.7093725
2,1350,700,913,333,14.359672
2,1350,800,940,354,14.18633
2,1350,900,1041,495,12.014966
2,1350,1000,1018,444,11.688222
2,1350,1100,840,330,14.407881
2,1350,1200,768,312,15.267891
2,1350,1300,741,318,15.542281
2,1350,1400,655,266,18.478626
2,1350,1500,589,258,19.167368
2,1350,1600,514,229,20.428152
2,1350,1700,486,219,20.63638
2,1350,1800,469,213,21.87774
2,1350,1900,488,202,22.300798
2,1350,2000,178,34,50.581066
2,1350,2100,114,0,75.48492
2,1350,2200,125,0,82.63608
2,1350,2300,123,0,86.91813
2,1350,2400,121,0,84.444626
2,1350,2500,109,0,88.31496
2,1350,2600,110,0,90.21282
2,1350,2700,90,0,103.68522
2,1350,2800,90,0,108.61156
2,1350,2900,94,0,113.82479
2,1350,3000,86,0,114.12325
2,1350,3100,88,0,117.29261
2,1350,3200,71,0,115.57056
2,1350,3300,85,0,117.65777
2,1350,3400,78,0,116.652054
2,1350,3500,81,0,118.14704
2,1350,3600,78,0,116.36269
2,1350,3700,91,0,116.50396
2,1350,3800,80,0,115.81026
2,1350,3900,92,0,116.55327
2,1350,4000,83,0,115.73253
2,1350,4100,64,0,115.18625
2,1350,4200,70,0,116.81157
2,1350,4300,65,0,111.88708
2,1350,4400,101,1,87.119705
2,1350,4500,56,0,98.5175
2,1350,4600,61,0,97.542625
2,1500,0,839,267,14.464064
2,1500,100,932,349,13.622328
2,1500,200,943,346,13.66719
2,1500,300,968,392,12.3266535
2,1500,400,939,365,13.362652
2,1500,500,1009,437,11.974509
2,1500,600,1077,488,10.862581
2,1500,700,1043,447,11.611879
2,1500,800,950,381,12.807926
2,1500,900,979,418,12.414259
2,1500,1000,973,414,13.003998
2,1500,1100,903,393,13.393798
2,1500,1200,863,370,14.351773
2,1500,1300,840,390,14.430845
2,1500,1400,756,345,15.475251
2,1500,1500,728,319,16.298737
2,1500,1600,686,319,15.977508
2,1500,1700,620,308,16.011564
2,1500,1800,544,253,17.89761
2,1500,1900,447,201,22.50152
2,1500,2000,133,39,52.966843
2,1500,2100,60,0,97.5905
2,1500,2200,61,0,105.177704
2,1500,2300,60,0,103.77333
2,1500,2400,75,0,106.80893
2,1500,2500,69,0,100.18232
2,1500,2600,71,0,102.01099
2,1500,2700,72,0,112.03139
2,1500,2800,56,0,112.350716
2,1500,2900,77,0,116.76584
2,1500,3000,63,0,116.32667
2,1500,3100,70,0,116.67443
2,1500,3200,72,0,115.910416
2,1500,3300,67,0,116.021645
2,1500,3400,81,0,117.74703
2,1500,3500,64,0,115.83656
2,1500,3600,75,0,120.12867
2,1500,3700,70,0,116.93086
2,1500,3800,72,0,117.90681
2,1500,3900,79,0,116.75012
2,1500,4000,70,0,117.068565
2,1500,4100,53,0,118.73151
2,1500,4200,53,0,117.589806
2,1500,4300,50,0,113.3896
2,1500,4400,82,1,78.74268
2,1500,4500,65,0,84.587845
2,1500,4600,61,0,79.09213
2,1650,0,992,451,10.42248
2,1650,100,1052,446,11.463051
2,1650,200,1040,453,11.611645
2,1650,300,955,363,12.950639
2,1650,400,980,361,12.67152
2,1650,500,920,338,13.86963
2,1650,600,928,364,13.33639
2,1650,700,959,362,13.254943
2,1650,800,1002,435,12.090698
2,1650,900,1053,486,11.746144
2,1650,1000,1018,460,11.711611
2,1650,1100,915,411,13.209716
2,1650,1200,845,388,14.582178
2,1650,1300,749,325,16.197771
2,1650,1400,766,349,16.070549
2,1650,1500,736,334,16.919077
2,1650,1600,682,328,18.199898
2,1650,1700,630,288,19.330587
2,1650,1800,607,251,21.499357
2,1650,1900,632,271,19.771154
2,1650,2000,237,50,42.63679
2,1650,2100,157,0,69.218216
2,1650,2200,152,1,72.483025
2,1650,2300,143,0,77.81888
2,1650,2400,127,0,77.50425
2,1650,2500,140,0,76.79385
2,1650,2600,132,0,77.532425
2,1650,2700,104,0,87.73347
2,1650,2800,86,0,103.572784
2,1650,2900,80,0,106.983376
2,1650,3000,84,0,112.32774
2,1650,3100,69,0,112.59043
2,1650,3200,76,0,115.31
2,1650,3300,67,0,115.43284
2,1650,3400,77,0,116.96974
2,1650,3500,74,0,116.02419
2,1650,3600,73,0,116.14684
2,1650,3700,74,0,116.24933
2,1650,3800,68,0,116.36383
2,1650,3900,72,0,116.69653
2,1650,4000,72,0,115.45292
2,1650,4100,52,0,116.64327
2,1650,4200,54,0,116.821106
2,1650,4300,57,0,110.869125
2,1650,4400,108,3,66.35565
2,1650,4500,74,0,72.87608
2,1650,4600,61,0,75.081314
2,1800,0,863,333,13.688945
2,1800,100,919,358,13.829565
2,1800,200,946,384,12.929196
2,1800,300,989,379,12.646491
2,1800,400,1020,415,11.599657
2,1800,500,1029,478,11.168426
2,1800,600,1079,490,11.383865
2,1800,700,1007,481,11.519632
2,1800,800,1053,518,10.666999
2,1800,900,1107,553,9.845664
2,1800,1000,1118,543,9.6412525
2,1800,1100,918,413,11.911133
2,1800,1200,868,415,12.763134
2,1800,1300,861,401,12.857863
2,1800,1400,804,363,13.01097
2,1800,1500,738,345,14.348699
2,1800,1600,632,298,13.744826
2,1800,1700,554,293,14.6187
2,1800,1800,549,303,14.854025
2,1800,1900,707,447,11.051825
2,1800,2000,162,55,38.151173
2,1800,2100,105,0,70.33191
2,1800,2200,96,0,72.81635
2,1800,2300,101,0,68.89752
2,1800,2400,112,0,74.98509
2,1800,2500,88,0,71.14875
2,1800,2600,106,0,77.637924
2,1800,2700,84,0,91.868095
2,1800,2800,80,0,99.325
2,1800,2900,84,0,102.86976
2,1800,3000,90,0,106.21022
2,1800,3100,85,0,107.68954
2,1800,3200,74,0,109.432434
2,1800,3300,81,0,111.309135
2,1800,3400,88,0,111.97784
2,1800,3500,71,0,113.34507
2,1800,3600,76,0,111.83237
2,1800,3700,85,0,112.029526
2,1800,3800,77,0,112.50468
2,1800,3900,81,0,109.74877
2,1800,4000,86,0,112.650345
2,1800,4100,52,0,111.66326
2,1800,4200,65,0,115.61369
2,1800,4300,54,0,108.09926
2,1800,4400,120,1,74.9295
2,1800,4500,85,0,76.6553
2,1800,4600,71,0,79.86958
2,1950,0,936,412,11.281015
2,1950,100,1039,462,10.43179
2,1950,200,1092,508,9.918261
2,1950,300,1074,531,9.494479
2,1950,400,1003,479,10.96986
2,1950,500,1046,508,10.278911
2,1950,600,1039,520,10.43128
2,1950,700,1098,547,10.258023
2,1950,800,991,438,11.220848
2,1950,900,1074,536,10.559935
2,1950,1000,1098,497,10.517004
2,1950,1100,952,457,11.187111
2,1950,1200,865,431,12.214936
2,1950,1300,883,501,11.377916
2,1950,1400,865,466,11.884462
2,1950,1500,777,386,13.797619
2,1950,1600,721,389,13.995118
2,1950,1700,698,401,13.086977
2,1950,1800,776,505,11.386069
2,1950,1900,838,570,10.619809
2,1950,2000,151,50,46.017483
2,1950,2100,75,0,89.7908
2,1950,2200,83,0,90.05711
2,1950,2300,86,0,87.13453
2,1950,2400,98,0,81.63766
2,1950,2500,101,0,81.066635
2,1950,2600,96,0,84.84907
2,1950,2700,85,0,99.47365
2,1950,2800,74,0,105.812164
2,1950,2900,84,0,111.61583
2,1950,3000,74,0,113.15081
2,1950,3100,80,0,113.9125
2,1950,3200,70,0,116.84557
2,1950,3300,72,0,114.92194
2,1950,3400,75,0,117.8984
2,1950,3500,65,0,115.734
2,1950,3600,87,0,118.651375
2,1950,3700,68,0,114.02589
2,1950,3800,81,0,117.07012
2,1950,3900,66,0,115.833786
2,1950,4000,77,0,116.73845
2,1950,4100,62,0,116.29516
2,1950,4200,51,0,118.40333
2,1950,4300,70,0,110.13314
2,1950,4400,105,2,72.0979
2,1950,4500,52,0,87.91731
2,1950,4600,67,0,88.09254
2,2100,0,953,453,10.551805
2,2100,100,1072,443,10.607034
2,2100,200,1031,455,10.827711
2,2100,300,1038,440,11.121773
2,2100,400,1035,502,10.668232
2,2100,500,989,466,10.948605
2,2100,600,1135,585,9.374071
2,2100,700,1075,566,9.460921
2,2100,800,1124,636,9.118879
2,2100,900,1054,556,9.521594
2,2100,1000,1138,635,9.205387
2,2100,1100,1059,571,9.56779
2,2100,1200,933,505,10.9029255
2,2100,1300,917,504,11.0041
2,2100,1400,886,484,11.076998
2,2100,1500,819,423,12.6678505
2,2100,1600,773,433,12.929961
2,2100,1700,824,507,10.898241
2,2100,1800,913,545,9.829168
2,2100,1900,929,541,9.524177
2,2100,2000,162,53,35.099937
2,2100,2100,66,0,81.76515
2,2100,2200,59,0,86.465935
2,2100,2300,58,0,92.391205
2,2100,2400,56,0,91.90393
2,2100,2500,63,0,91.09174
2,2100,2600,52,0,95.07404
2,2100,2700,53,0,107.41227
2,2100,2800,43,0,113.1286
2,2100,2900,48,0,114.50062
2,2100,3000,44,0,117.79387
2,2100,3100,48,0,118.10125
2,2100,3200,46,0,116.15413
2,2100,3300,45,0,117.338
2,2100,3400,49,0,115.961426
2,2100,3500,44,0,118.23864
2,2100,3600,42,0,118.469055
2,2100,3700,51,0,118.793724
2,2100,3800,41,0,119.27537
2,2100,3900,49,0,119.33204
2,2100,4000,40,0,119.09975
2,2100,4100,35,0,118.37143
2,2100,4200,47,0,117.50404
2,2100,4300,34,0,116.97823
2,2100,4400,60,0,85.12317
2,2100,4500,56,0,91.40321
2,2100,4600,56,0,82.824104
2,2250,0,1017,451,9.703895
2,2250,100,1091,513,9.437332
2,2250,200,1123,556,9.095316
2,2250,300,1142,592,8.852101
2,2250,400,1098,597,9.1088705
2,2250,500,1146,632,8.693621
2,2250,600,1024,518,9.810459
2,2250,700,1058,588,9.696031
2,2250,800,1066,590,10.227937
2,2250,900,1145,625,9.20476
2,2250,1000,1019,512,10.273631
2,2250,1100,1014,503,10.478934
2,2250,1200,979,487,11.115067
2,2250,1300,902,434,12.363603
2,2250,1400,914,497,11.424267
2,2250,1500,931,558,10.202546
2,2250,1600,935,625,9.0919895
2,2250,1700,995,683,7.9232664
2,2250,1800,1126,745,6.9113765
2,2250,1900,1311,880,5.7168574
2,2250,2000,154,52,32.7111
2,2250,2100,80,0,70.17175
2,2250,2200,79,0,78.76772
2,2250,2300,76,0,85.48342
2,2250,2400,74,0,82.64378
2,2250,2500,70,0,87.53057
2,2250,2600,70,0,89.712715
2,2250,2700,61,0,99.25967
2,2250,2800,59,0,108.46034
2,2250,2900,55,0,112.607635
2,2250,3000,48,0,116.095
2,2250,3100,54,0,115.995186
2,2250,3200,63,0,117.41603
2,2250,3300,44,0,118.37159
2,2250,3400,60,0,117.976494
2,2250,3500,51,0,118.0447
2,2250,3600,46,0,117.57543
2,2250,3700,58,0,118.02948
2,2250,3800,50,0,116.4132
2,2250,3900,47,0,117.51574
2,2250,4000,49,0,116.54612
2,2250,4100,33,0,119.71303
2,2250,4200,30,0,118.838
2,2250,4300,31,0,113.27838
2,2250,4400,45,0,95.32111
2,2250,4500,29,0,95.2231
2,2250,4600,29,0,103.97896
2,2400,0,1053,528,8.829801
2,2400,100,1136,552,9.464322
2,2400,200,1116,553,9.316416
2,2400,300,1070,529,9.71729
2,2400,400,1076,519,10.018178
2,2400,500,1050,531,9.999981
2,2400,600,1055,523,10.251033
2,2400,700,989,467,10.7954
2,2400,800,1015,519,10.370916
2,2400,900,1144,657,8.781067
2,2400,1000,1097,580,9.087703
2,2400,1100,1097,642,8.734622
2,2400,1200,1055,692,8.320038
2,2400,1300,1033,703,8.113437
2,2400,1400,1146,769,7.7448163
2,2400,1500,1219,794,7.6444874
2,2400,1600,1181,812,7.3905168
2,2400,1700,1078,748,7.4652596
2,2400,1800,1240,817,6.1332016
2,2400,1900,1297,834,6.7319045
2,2400,2000,186,40,39.070107
2,2400,2100,95,0,70.38326
2,2400,2200,96,0,75.116356
2,2400,2300,100,0,75.173195
2,2400,2400,86,0,76.745926
2,2400,2500,77,0,84.72312
2,2400,2600,75,0,82.506004
2,2400,2700,74,0,101.92284
2,2400,2800,68,0,108.71442
2,2400,2900,59,0,114.28881
2,2400,3000,55,0,115.35418
2,2400,3100,54,0,116.882225
2,2400,3200,57,0,118.64737
2,2400,3300,50,0,120.45
2,2400,3400,59,0,120.253555
2,2400,3500,47,0,119.18
2,2400,3600,61,0,119.231964
2,2400,3700,50,0,120.4706
2,2400,3800,52,0,119.683075
2,2400,3900,56,0,119.11786
2,2400,4000,48,0,119.63583
2,2400,4100,43,0,119.35256
2,2400,4200,39,0,119.07692
2,2400,4300,42,0,117.60785
2,2400,4400,60,0,87.759
2,2400,4500,44,0,99.362724
2,2400,4600,35,0,101.12086
2,2550,0,996,441,9.972229
2,2550,100,1059,476,10.358083
2,2550,200,1104,526,9.620824
2,2550,300,1133,550,9.254175
2,2550,400,1153,633,8.586714
2,2550,500,1194,727,7.783777
2,2550,600,1162,711,7.733503
2,2550,700,1080,663,7.9820466
2,2550,800,1163,728,7.0644374
2,2550,900,1211,731,7.4130635
2,2550,1000,1180,741,7.034356
2,2550,1100,1090,695,7.725
2,2550,1200,1191,762,7.6880856
2,2550,1300,1093,747,7.8857093
2,2550,1400,972,625,8.969485
2,2550,1500,1038,647,8.8887
2,2550,1600,1116,632,8.478234
2,2550,1700,1228,720,7.2098694
2,2550,1800,1285,732,7.0178056
2,2550,1900,1251,796,6.509041
2,2550,2000,168,44,35.36256
2,2550,2100,75,0,74.525734
2,2550,2200,68,0,84.924995
2,2550,2300,69,0,81.527824
2,2550,2400,83,0,85.487114
2,2550,2500,80,0,79.39037
2,2550,2600,83,0,81.33446
2,2550,2700,75,0,95.10987
2,2550,2800,58,0,105.28466
2,2550,2900,63,0,110.11619
2,2550,3000,62,0,113.85065
2,2550,3100,57,0,113.38369
2,2550,3200,64,0,117.00625
2,2550,3300,54,0,114.487595
2,2550,3400,67,0,116.61821
2,2550,3500,57,0,115.55631
2,2550,3600,62,0,116.76887
2,2550,3700,67,0,113.33343
2,2550,3800,66,0,116.14925
2,2550,3900,61,0,114.259834
2,2550,4000,68,0,116.22015
2,2550,4100,47,0,112.808716
2,2550,4200,51,0,116.05098
2,2550,4300,48,0,106.48167
2,2550,4400,107,0,70.9514
2,2550,4500,62,0,76.82967
2,2550,4600,71,0,79.45634
2,2700,0,1120,625,7.211125
2,2700,100,1182,669,7.3524365
2,2700,200,1247,754,6.973962
2,2700,300,1241,766,6.98423
2,2700,400,1267,832,6.632052
2,2700,500,1151,691,8.1454735
2,2700,600,1207,769,7.33932
2,2700,700,1213,744,7.4813437
2,2700,800,1100,662,8.258918
2,2700,900,1115,646,8.14765
2,2700,1000,1240,742,7.519218
2,2700,1100,1044,580,8.649138
2,2700,1200,1091,676,7.9372225
2,2700,1300,1018,574,9.879548
2,2700,1400,948,532,10.019673
2,2700,1500,899,517,9.613583
2,2700,1600,1035,622,8.059343
2,2700,1700,1418,972,5.3450284
2,2700,1800,1438,1021,5.2000837
2,2700,1900,1368,1045,5.6626167
2,2700,2000,152,62,35.590397
