link,bin,lane,cls,seg,rows,stopped,mean_speed
31,1350,1,signal,500,4,0,41.8
31,1350,1,signal,600,50,0,48.3264
31,1350,1,signal,700,28,0,67.89357
31,1350,1,signal,800,31,0,81.41612
31,1350,1,signal,900,34,0,85.82735
31,1350,1,signal,1000,36,0,87.68083
31,1350,1,signal,1100,28,0,85.52464
31,1350,1,signal,1200,32,0,82.32938
31,1350,1,signal,1300,31,0,78.88258
31,1350,1,signal,1400,26,0,81.22807
31,1350,1,signal,1500,34,0,81.333824
31,1350,1,signal,1600,30,0,84.98567
31,1350,1,signal,1700,26,0,87.62961
31,1350,1,signal,1800,30,0,91.870674
31,1350,1,signal,1900,24,0,101.74417
31,1350,2,ramp,0,7,0,55.25714
31,1350,2,ramp,100,11,0,59.78091
31,1350,2,ramp,200,10,0,52.457
31,1350,2,ramp,300,7,0,57.09571
31,1350,2,ramp,400,3,0,59.543335
31,1350,2,ramp,500,2,0,55.43
31,1350,2,ramp,600,4,0,61.9425
31,1350,2,ramp,700,1,1,3.12
31,1350,2,signal,0,4,0,36.08
31,1350,2,signal,100,4,0,34.165
31,1350,2,signal,200,2,0,30.650002
31,1350,2,signal,300,8,0,41.465
31,1350,2,signal,400,17,0,42.67647
31,1350,2,signal,500,21,0,41.903336
31,1350,2,signal,600,33,0,45.24909
31,1350,2,signal,700,28,0,52.52607
31,1350,2,signal,800,32,0,54.61
31,1350,2,signal,900,37,0,63.07703
31,1350,2,signal,1000,34,0,59.16971
31,1350,2,signal,1100,31,0,69.13258
31,1350,2,signal,1200,35,0,68.637146
31,1350,2,signal,1300,33,0,66.120605
31,1350,2,signal,1400,34,0,63.946175
31,1350,2,signal,1500,33,0,71.503334
31,1350,2,signal,1600,35,0,64.330574
31,1350,2,signal,1700,31,0,64.27839
31,1350,2,signal,1800,31,0,64.73194
31,1350,2,signal,1900,21,0,63.990955
31,1350,3,ramp,0,13,0,46.71846
31,1350,3,ramp,100,10,0,55.060997
31,1350,3,ramp,200,7,0,68.755714
31,1350,3,ramp,300,4,0,66.5625
31,1350,3,ramp,400,7,0,69.13572
31,1350,3,ramp,500,5,0,75.32201
31,1350,3,ramp,600,1,0,50.04
31,1350,3,signal,0,1,0,42.14
31,1350,3,signal,100,2,0,42.115
31,1350,3,signal,200,2,0,41.715
31,1350,3,signal,300,1,0,45.81
31,1350,3,signal,400,3,0,54.016666
31,1350,3,signal,500,4,0,67.9875
31,1350,3,signal,600,6,0,60.751667
31,1350,3,signal,700,19,0,64.802635
31,1350,3,signal,800,25,0,67.9368
31,1350,3,signal,900,23,0,70.24218
