link,bin,lane,rows,stopped,mean_speed,qtail_min,nveh
10484,2850,1,177,18,31.055311,318.5299987792969,27
10484,3000,1,148,2,37.87027,368.9599914550781,29
10484,3150,1,240,1,41.648376,354.70001220703125,41
10484,3300,1,218,26,33.87156,344.94000244140625,32
10484,3450,1,273,48,28.035091,312.8999938964844,35
10484,3600,1,325,90,21.059814,309.1499938964844,36
10484,3750,1,233,39,28.34528,310.239990234375,34
10484,3900,1,258,89,22.003489,322.1700134277344,28
10484,4050,1,290,43,28.074276,288.6000061035156,41
10484,4200,1,104,0,41.213943,,18
10484,4350,1,224,64,27.783215,312.45001220703125,27
10484,4500,1,364,97,24.096567,291.6199951171875,46
10484,4650,1,158,10,30.175,294.0,27
10484,4800,1,115,3,39.28052,370.6300048828125,18
10484,4950,1,114,6,41.98351,369.0199890136719,21
10484,5100,1,49,2,38.996124,375.8299865722656,8
10490,0,1,12,0,41.893333,,4
10490,150,1,85,0,35.387882,,17
10490,300,1,48,0,40.962917,,12
10490,450,1,64,0,40.53031,,14
10490,600,1,46,0,42.21239,,11
10490,750,1,66,0,42.226364,,13
10490,900,1,57,0,42.8486,,11
10490,1050,1,95,0,39.595684,,21
10490,1200,1,116,0,40.228622,,26
10490,1350,1,129,52,20.920387,246.05999755859375,14
10490,1500,1,65,2,37.828617,265.5799865722656,17
10490,1650,1,113,0,39.08062,,24
10490,1800,1,105,0,38.50457,,23
10490,1950,1,185,84,17.698648,237.47999572753906,19
10490,2100,1,39,5,35.50308,259.3699951171875,10
10490,2250,1,38,0,37.43158,,9
10490,2400,1,83,1,36.528194,257.7300109863281,18
10490,2550,1,81,8,32.439137,258.4800109863281,18
10490,2700,1,29,0,43.025864,,9
10490,2850,1,105,14,29.204475,227.72000122070312,17
10490,3000,1,33,0,41.894848,,9
10490,3150,1,112,0,39.569283,,25
10490,3300,1,64,4,35.447346,270.1400146484375,15
10490,3450,1,22,1,38.926365,270.3800048828125,6
10490,3600,1,21,1,38.219524,270.25,4
10490,3750,1,31,1,39.600643,270.75,6
10490,3900,1,26,7,22.778078,259.9599914550781,3
10490,4050,1,5,0,42.82,,1
10490,4200,1,38,7,29.48079,270.67999267578125,6
10490,4350,1,356,234,9.431405,182.8800048828125,22
10490,4500,1,580,527,2.3454137,150.72000122070312,23
10490,4650,1,532,511,0.7231391,158.32000732421875,19
10490,4800,1,584,576,0.57080483,154.8699951171875,21
10490,4950,1,668,662,0.29595807,143.92999267578125,23
10490,5100,1,707,702,0.2724611,131.5800018310547,25
10490,5250,1,810,800,0.4201358,107.79000091552734,29
10639,150,1,32,0,42.17125,,6
10639,300,1,26,0,42.548847,,5
10639,450,1,24,0,41.752083,,6
10639,600,1,35,0,43.32314,,7
10639,750,1,27,2,33.95889,310.0,5
10639,900,1,34,2,35.98853,316.239990234375,6
10639,1050,1,62,9,31.908709,301.4200134277344,10
10639,1200,1,61,5,36.09705,307.3999938964844,11
10639,1350,1,113,43,22.51177,290.3699951171875,13
10639,1500,1,234,202,5.418846,266.3800048828125,10
10639,1650,1,286,183,9.590839,256.0899963378906,22
10639,1800,1,333,216,9.510541,232.39999389648438,25
10639,1950,1,676,543,4.862426,141.97999572753906,34
10639,2100,1,970,916,1.2893093,107.70999908447266,36
10639,2250,1,1237,1089,1.7532822,32.63999938964844,51
10639,2400,1,1269,1089,1.9423484,4.309999942779541,53
10639,2550,1,1421,1385,0.43280086,4.320000171661377,49
10639,2700,1,1365,1259,1.1061026,0.9399999976158142,53
10639,2850,1,1378,1332,0.5147823,0.2199999988079071,48
10639,3000,1,1410,1410,0.0,4.739999771118164,47
10639,3150,1,1410,1410,0.0,4.739999771118164,47
10639,3300,1,1410,1410,0.0,4.739999771118164,47
10639,3450,1,1410,1410,0.0,4.739999771118164,47
10639,3600,1,1410,1410,0.0,4.739999771118164,47
10639,3750,1,1410,1410,0.0,4.739999771118164,47
10639,3900,1,1334,1227,0.98508245,1.340000033378601,50
10639,4050,1,1354,1319,0.45621124,0.44999998807907104,48
10639,4200,1,1374,1310,0.6848035,0.75,49
10639,4350,1,1304,1141,1.5835122,0.75,53
10639,4500,1,1401,1319,0.73503214,0.7699999809265137,49
10639,4650,1,1470,1470,0.0,6.150000095367432,49
10639,4800,1,1470,1470,0.0,6.150000095367432,49
10639,4950,1,1470,1470,0.0,6.150000095367432,49
10639,5100,1,1470,1470,0.0,6.150000095367432,49
10639,5250,1,1470,1470,0.0,6.150000095367432,49
10644,150,1,298,0,36.04087,,26
10644,300,1,327,0,37.178165,,38
10644,450,1,477,5,34.37958,220.25,47
10644,600,1,447,10,35.27246,678.3599853515625,44
10644,750,1,431,0,38.841694,,39
10644,900,1,324,0,33.75485,,33
10644,1050,1,593,0,35.690136,,60
10644,1200,1,647,7,34.229725,387.67999267578125,57
10644,1350,1,1019,204,23.921953,54.52000045776367,76
10644,1500,1,1508,564,13.918819,97.20999908447266,95
10644,1650,1,1159,199,24.167126,90.51000213623047,85
10644,1800,1,539,4,35.33119,477.260009765625,62
10644,1950,1,960,251,22.317417,507.0299987792969,63
10644,2100,1,1304,436,15.363113,107.94000244140625,81
10644,2250,1,1487,525,13.612623,209.64999389648438,92
10644,2400,1,875,83,28.677553,67.5199966430664,79
10644,2550,1,941,130,27.107407,97.37999725341797,69
10644,2700,1,1235,321,19.940842,238.6199951171875,89
10644,2850,1,1267,336,18.625036,254.9199981689453,88
10644,3000,1,1060,190,24.190311,110.01000213623047,82
10644,3150,1,623,14,35.299118,362.2200012207031,65
10644,3300,1,662,88,26.614847,513.25,56
10644,3450,1,834,218,20.328476,469.6300048828125,51
10644,3600,1,252,140,6.510357,556.3499755859375,20
10644,4050,1,423,28,31.185343,319.1099853515625,34
10644,4200,1,245,10,33.96759,632.4000244140625,31
10644,4350,1,56,4,37.145714,710.7899780273438,4
10644,4500,1,213,5,40.222065,717.1199951171875,19
10644,4650,1,129,2,39.5955,698.97998046875,16
10646,150,1,10,0,74.305,,4
10646,300,1,55,0,43.179817,,14
10646,450,1,91,1,45.842525,272.6400146484375,26
10646,600,1,67,0,42.370598,,17
10646,750,1,170,0,45.694412,,39
10646,900,1,169,0,44.571537,,36
10646,1050,1,169,0,45.2242,,37
10646,1200,1,182,0,45.171375,,41
10646,1350,1,229,43,30.943537,254.0399932861328,37
10646,1500,1,200,23,32.612198,237.9499969482422,39
10646,1650,1,183,4,41.97153,258.6199951171875,43
10646,1800,1,207,0,44.397728,,46
10646,1950,1,250,65,27.79116,241.5800018310547,36
10646,2100,1,452,178,16.359667,173.39999389648438,46
10646,2250,1,376,93,22.84452,169.72000122070312,52
10646,2400,1,195,1,43.659744,300.4599914550781,45
10646,2550,1,448,145,18.25951,155.50999450683594,48
10646,2700,1,573,173,16.656876,93.3499984741211,62
10646,2850,1,447,132,18.472372,111.93000030517578,53
10646,3000,1,183,5,38.384865,238.8699951171875,41
10646,3150,1,230,8,38.46987,276.4100036621094,46
10646,3300,1,265,60,27.020906,228.97000122070312,38
10646,3450,1,167,21,32.66994,266.1400146484375,33
10646,3600,1,398,133,19.378618,166.82000732421875,46
10646,3750,1,651,291,10.714439,110.43000030517578,55
10646,3900,1,926,506,6.7229805,0.20999999344348907,60
10646,4050,1,830,346,10.678205,0.05000000074505806,67
10646,4200,1,490,121,22.85594,5.28000020980835,68
10646,4350,1,224,105,19.784107,237.47999572753906,24
10646,4500,1,469,197,14.997762,160.38999938964844,46
10646,4650,1,584,257,12.704726,127.69999694824219,53
10646,4800,1,468,186,14.193184,103.81999969482422,44
10646,4950,1,460,221,13.098152,174.55999755859375,44
10646,5100,1,714,463,7.1366806,100.26000213623047,45
10646,5250,1,612,271,11.511356,68.80000305175781,52
10681,300,1,21,0,38.632854,,5
10681,300,2,34,0,43.043236,,9
10681,450,1,25,0,54.892002,,8
10681,450,2,10,0,59.985004,,5
10681,600,1,19,0,64.7021,,6
10681,600,2,31,0,51.919033,,9
10681,750,1,10,0,57.468,,3
10681,750,2,25,0,46.19,,6
10681,900,1,8,0,54.025,,2
10681,900,2,38,1,42.94,290.6099853515625,8
10681,1050,1,9,0,74.32667,,4
10681,1050,2,29,0,55.594482,,9
10681,1200,1,7,0,88.46429,,4
10681,1200,2,41,0,55.724632,,12
10681,1350,1,20,11,25.588001,277.510009765625,7
10681,1350,2,50,14,39.551598,272.2900085449219,12
10681,1500,1,115,86,9.8,247.38999938964844,9
10681,1500,2,120,86,13.75925,250.13999938964844,11
10681,1650,1,82,51,12.607926,242.22000122070312,16
10681,1650,2,100,49,19.3234,250.13999938964844,19
10681,1800,1,34,5,41.95,288.4700012207031,9
10681,1800,2,67,10,40.620598,278.0199890136719,17
10681,1950,1,6,2,33.828335,289.2799987792969,2
10681,1950,2,36,4,39.475555,288.9100036621094,7
10681,2100,1,113,93,8.797876,258.94000244140625,6
10681,2100,2,109,77,13.585046,253.99000549316406,10
10681,2250,1,65,44,14.625846,258.94000244140625,14
10681,2250,2,99,40,23.572525,250.8300018310547,20
10681,2400,1,29,4,39.936893,288.3399963378906,7
10681,2400,2,40,6,34.064247,289.05999755859375,9
10681,2550,1,30,20,16.797,271.489990234375,5
10681,2550,2,69,34,21.281883,271.9200134277344,10
10681,2700,1,48,33,15.274166,267.3699951171875,11
10681,2700,2,76,25,28.306974,265.3399963378906,16
10681,2850,1,78,68,6.8516665,264.8599853515625,5
10681,2850,2,99,74,12.443334,265.1400146484375,8
10681,3000,1,193,189,1.1488601,235.72000122070312,10
10681,3000,2,251,215,7.174223,230.2100067138672,17
10681,3150,1,395,383,1.4503292,200.3300018310547,17
10681,3150,2,420,394,2.5982382,194.1300048828125,19
10681,3300,1,610,593,1.3270656,159.22000122070312,24
10681,3300,2,593,569,1.6167284,142.14999389648438,24
10681,3450,1,770,763,0.25136364,135.63999938964844,27
10681,3450,2,727,722,0.3474553,129.91000366210938,27
10681,3600,1,881,876,0.23533484,101.87000274658203,32
10681,3600,2,844,829,0.68781996,94.9800033569336,34
10681,3750,1,1047,1040,0.1408978,62.36000061035156,39
10681,3750,2,987,970,0.56481254,60.43000030517578,43
10681,3900,1,999,819,2.1446347,55.869998931884766,43
10681,3900,2,910,731,2.5342526,48.72999954223633,42
10681,4050,1,910,877,0.54176927,100.63999938964844,32
10681,4050,2,788,755,0.83298224,91.94000244140625,30
10681,4200,1,790,632,2.3322532,100.12999725341797,35
10681,4200,2,677,517,3.1206498,98.61000061035156,34
10681,4350,1,478,360,3.9616528,158.47999572753906,27
10681,4350,2,416,273,6.504375,164.42999267578125,29
10681,4500,1,370,356,0.966,208.50999450683594,14
10681,4500,2,364,342,2.3154395,202.05999755859375,16
10681,4650,1,444,440,0.32421172,196.9499969482422,17
10681,4650,2,450,440,0.9357334,184.14999389648438,18
10681,4800,1,583,574,0.5025729,162.0500030517578,22
10681,4800,2,537,523,1.2511545,166.9600067138672,23
10681,4950,1,697,694,0.17341463,144.9499969482422,25
10681,4950,2,650,634,1.0656154,142.61000061035156,25
10681,5100,1,858,851,0.21707459,97.05999755859375,33
10681,5100,2,834,806,1.3972901,95.05999755859375,37
10681,5250,1,1018,1014,0.07672888,79.2300033569336,36
10681,5250,2,978,967,0.46444783,66.58999633789062,38
