link,bin,lane,rows,stopped,mean_speed,qtail_min,nveh
10490,4650,1,16,0,42.42375,,4
10490,4800,1,25,0,41.492,,6
10490,4950,1,49,0,37.276527,,9
10490,5100,1,28,0,38.005,,7
10490,5250,1,42,0,40.079285,,10
10639,150,1,32,0,42.28594,,6
10639,300,1,26,0,42.761154,,5
10639,450,1,27,0,42.163334,,6
10639,600,1,34,0,43.550293,,7
10639,750,1,26,0,37.888847,,5
10639,900,1,28,0,38.216072,,6
10639,1050,1,58,1,39.28138,319.7099914550781,10
10639,1200,1,58,9,34.67224,307.239990234375,9
10639,1350,1,77,3,38.655582,309.8500061035156,13
10639,1500,1,29,0,40.901035,,6
10639,1650,1,83,10,33.18675,295.29998779296875,13
10639,1800,1,118,24,29.857119,296.25,18
10639,1950,1,145,28,29.091309,281.9100036621094,21
10639,2100,1,75,7,35.586666,298.8800048828125,17
10639,2250,1,120,36,25.499666,293.4700012207031,15
10639,2400,1,167,87,16.583174,265.9599914550781,13
10639,2550,1,227,152,9.923656,255.4600067138672,17
10639,2700,1,73,30,17.007809,276.6700134277344,14
10639,2850,1,108,26,24.829166,288.44000244140625,13
10639,3000,1,40,6,32.1215,314.3699951171875,6
10639,3150,1,78,4,34.11397,305.17999267578125,14
10639,3300,1,107,26,24.761028,287.70001220703125,14
10639,3450,1,45,7,31.738667,309.5299987792969,8
10639,3600,1,46,1,38.695652,316.17999267578125,8
10639,3750,1,62,15,30.06629,314.3699951171875,9
10639,3900,1,37,3,33.498375,313.92999267578125,6
10639,4050,1,81,26,24.895803,299.760009765625,10
10639,4200,1,36,2,36.684444,316.5799865722656,7
10639,4350,1,34,3,37.50412,316.9200134277344,7
10639,4500,1,50,4,33.2106,315.19000244140625,9
10639,4650,1,59,3,36.83644,316.80999755859375,10
10639,4800,1,47,3,37.180637,314.7200012207031,10
10639,4950,1,28,0,40.16107,,6
10639,5100,1,26,0,35.449615,,5
10639,5250,1,46,2,37.66413,316.0799865722656,9
10644,150,1,286,0,39.36304,,26
10644,300,1,311,0,38.007492,,35
10644,450,1,519,12,35.705627,360.94000244140625,49
10644,600,1,367,0,38.87499,,42
10644,750,1,420,0,40.307617,,40
10644,900,1,293,0,36.8728,,33
10644,1050,1,642,4,36.110203,131.97000122070312,60
10644,1200,1,606,9,35.487164,629.3200073242188,62
10644,1350,1,789,3,34.79077,1.8799999952316284,76
10644,1500,1,679,7,34.158585,0.949999988079071,72
10644,1650,1,602,0,37.939636,,62
10644,1800,1,491,0,37.08847,,53
10644,1950,1,566,0,40.73228,,61
10644,2100,1,646,0,36.14786,,62
10644,2250,1,577,5,35.478996,697.1900024414062,63
10644,2400,1,520,0,36.820057,,55
10644,2550,1,774,10,35.623318,175.36000061035156,68
10644,2700,1,663,0,37.52822,,70
10644,2850,1,682,10,36.255306,0.5199999809265137,72
10644,3000,1,593,4,36.467674,292.510009765625,64
10644,3150,1,593,5,36.81435,0.05999999865889549,55
10644,3300,1,479,0,37.59977,,50
10644,3450,1,522,0,38.157948,,60
10644,3600,1,595,6,36.36654,0.6100000143051147,63
10644,3750,1,344,0,39.02273,,34
10644,3900,1,527,2,34.523056,695.6900024414062,49
10644,4050,1,299,0,37.054585,,37
10644,4200,1,307,0,41.63495,,32
10644,4350,1,348,0,39.77431,,39
10644,4500,1,377,0,40.478115,,40
10644,4650,1,238,0,40.705463,,27
10644,4800,1,233,0,39.75352,,23
10644,4950,1,171,0,42.574326,,18
10644,5100,1,225,0,40.09818,,22
10644,5250,1,212,0,41.206226,,22
10646,150,1,10,0,74.305,,4
10646,300,1,68,0,41.64926,,17
10646,450,1,97,0,42.156494,,25
10646,600,1,81,0,44.8821,,23
10646,750,1,179,1,43.098377,0.3199999928474426,44
10646,900,1,175,3,37.765884,2.9800000190734863,39
10646,1050,1,138,0,45.81261,,38
10646,1200,1,187,4,43.095562,285.20001220703125,43
10646,1350,1,129,0,38.972015,,29
10646,1500,1,173,0,38.031387,,39
10646,1650,1,266,0,42.54421,,58
10646,1800,1,219,1,44.8389,0.1899999976158142,51
10646,1950,1,197,1,44.273403,262.3500061035156,46
10646,2100,1,137,0,45.407444,,34
10646,2250,1,236,2,41.10623,300.29998779296875,51
10646,2400,1,198,0,43.99308,,47
10646,2550,1,178,0,47.676292,,45
10646,2700,1,267,2,40.52779,267.7200012207031,56
10646,2850,1,179,0,43.2386,,42
10646,3000,1,174,1,43.29667,0.5400000214576721,40
10646,3150,1,193,1,43.662487,0.03999999910593033,43
10646,3300,1,187,0,40.776257,,42
10646,3450,1,160,0,41.580563,,38
10646,3600,1,191,4,40.812878,285.45001220703125,45
10646,3750,1,187,3,38.675293,255.82000732421875,40
10646,3900,1,174,0,42.72293,,42
10646,4050,1,162,0,41.92821,,38
10646,4200,1,178,0,42.337246,,42
10646,4350,1,137,0,45.251095,,34
10646,4500,1,184,0,44.263588,,43
10646,4650,1,189,0,40.726456,,44
10646,4800,1,122,0,41.434097,,31
10646,4950,1,112,0,41.988037,,26
10646,5100,1,185,0,43.933083,,41
10646,5250,1,189,5,40.399315,265.1199951171875,37
10681,300,1,19,0,65.01527,,7
10681,300,2,28,0,39.425,,8
10681,450,1,25,0,58.238,,7
10681,450,2,8,0,62.51875,,3
10681,600,1,11,0,36.14182,,2
10681,600,2,19,0,51.141052,,5
10681,750,1,18,0,46.589443,,4
10681,750,2,21,0,49.58238,,5
10681,900,1,31,0,36.198067,,6
10681,900,2,39,0,42.50359,,10
10681,1050,1,33,0,59.24515,,10
10681,1050,2,44,0,46.758408,,11
10681,1200,1,25,0,49.2796,,6
10681,1200,2,36,0,48.3275,,8
10681,1350,1,16,0,48.804375,,5
10681,1350,2,28,0,45.50643,,7
10681,1500,1,9,0,73.06555,,4
10681,1500,2,17,0,54.374115,,5
10681,1650,1,31,0,53.072582,,9
10681,1650,2,30,0,58.259666,,9
10681,1800,1,24,0,50.019165,,7
10681,1800,2,39,0,42.921284,,10
10681,1950,1,8,0,51.09125,,2
10681,1950,2,18,0,48.606113,,4
10681,2100,1,33,0,47.71576,,8
10681,2100,2,21,0,48.871906,,5
10681,2250,1,59,0,45.599155,,17
10681,2250,2,62,0,49.948227,,18
10681,2400,1,19,1,42.88579,293.3399963378906,6
10681,2400,2,45,1,46.330887,289.3900146484375,13
10681,2550,1,19,0,49.54421,,5
10681,2550,2,30,0,56.790333,,8
10681,2700,1,29,0,51.16724,,8
10681,2700,2,36,0,49.236946,,10
10681,2850,1,10,0,57.15,,4
10681,2850,2,16,0,57.2275,,6
10681,3000,1,11,0,56.397274,,3
10681,3000,2,24,0,53.76625,,6
10681,3150,1,5,0,72.886,,2
10681,3150,2,15,0,63.410667,,5
10681,3300,1,24,0,46.819584,,6
10681,3300,2,39,0,46.46718,,10
10681,3450,1,8,0,52.127502,,2
10681,3450,2,21,0,51.881905,,5
10681,3600,1,14,0,47.282143,,4
10681,3600,2,28,0,45.299644,,6
10681,3750,1,17,0,42.95529,,4
10681,3750,2,19,0,55.280003,,5
10681,3900,1,12,0,64.50833,,4
10681,3900,2,30,0,47.491333,,7
10681,4050,1,34,0,39.361473,,7
10681,4050,2,25,0,47.2828,,6
10681,4200,1,7,0,111.99286,,4
10681,4200,2,24,0,66.87792,,7
10681,4350,1,9,0,60.824444,,3
10681,4350,2,15,0,45.576,,4
10681,4500,1,11,0,43.85818,,3
10681,4500,2,15,0,74.994,,5
10681,4650,1,14,0,48.010715,,3
10681,4650,2,37,0,46.11162,,8
10681,4800,2,10,0,43.222,,2
10681,4950,1,20,0,43.239002,,5
10681,4950,2,27,0,46.43,,6
10681,5100,1,11,0,61.898182,,5
10681,5100,2,15,0,47.862667,,5
10681,5250,1,35,0,47.80971,,10
10681,5250,2,24,0,43.345,,8
