link,bin,seg,lane,rows,stopped,mean_speed,nveh
30,450,500,2,32,31,0.521875,4
30,450,500,3,54,48,3.974074,7
30,450,500,4,43,36,6.3904653,7
30,600,0,1,18,0,58.824444,16
30,600,0,2,14,0,60.642143,14
30,600,0,3,20,0,56.1555,17
30,600,0,4,10,0,55.421997,9
30,600,100,1,31,0,56.45032,22
30,600,100,2,11,0,66.50727,10
30,600,100,3,6,0,74.655,6
30,600,100,4,13,0,58.674618,10
30,600,200,1,31,0,60.946774,24
30,600,200,2,8,0,70.18625,8
30,600,200,3,5,0,77.556,5
30,600,200,4,13,0,55.43846,10
30,600,300,1,36,0,57.696945,28
30,600,300,2,5,0,70.596,4
30,600,300,3,7,0,90.53715,7
30,600,300,4,14,0,39.193573,8
30,600,400,1,43,0,48.90581,27
30,600,400,2,4,0,48.182503,3
30,600,400,3,10,2,35.423,7
30,600,400,4,9,0,48.036667,7
30,600,500,1,8,0,38.3575,8
30,600,500,2,65,60,1.5801538,6
30,600,500,3,90,85,0.9076666,9
30,600,500,4,26,24,1.985,2
30,750,0,1,13,0,64.59231,13
30,750,0,2,15,0,68.169334,15
30,750,0,3,17,0,63.619415,16
30,750,0,4,7,0,61.06429,7
30,750,100,1,18,0,63.38278,14
30,750,100,2,13,0,76.73154,12
30,750,100,3,7,0,87.19,7
30,750,100,4,2,0,88.0,2
30,750,200,1,22,0,89.26409,22
30,750,200,2,4,0,85.64,4
30,750,200,3,2,0,89.435,2
30,750,200,4,3,0,78.613335,3
30,750,300,1,31,0,69.58774,29
30,750,300,2,5,0,86.19,5
30,750,300,3,4,0,104.4275,4
30,750,300,4,6,0,64.67,4
30,750,400,1,43,0,58.594887,34
30,750,400,2,15,8,27.595333,6
30,750,400,3,4,0,78.12,4
30,750,400,4,149,129,3.6267786,9
30,750,500,1,12,0,60.11333,12
30,750,500,2,47,46,0.5529787,3
30,750,500,3,83,79,2.0516868,7
30,750,500,4,107,99,2.215047,8
30,900,0,1,15,0,57.813335,15
30,900,0,2,18,0,56.264446,15
30,900,0,3,21,0,54.633335,18
30,900,0,4,4,0,58.235,4
30,900,100,1,33,0,49.96606,22
30,900,100,2,19,0,65.28526,15
30,900,100,3,10,0,67.136,8
30,900,100,4,2,0,82.925,2
30,900,200,1,42,0,41.48714,25
30,900,200,2,19,0,61.94105,15
30,900,200,3,6,0,77.77167,6
30,900,200,4,4,0,91.0725,4
30,900,300,1,38,0,49.012367,25
30,900,300,2,12,0,77.88333,11
30,900,300,3,2,0,89.884995,2
30,900,300,4,4,0,99.0625,4
30,900,400,1,35,0,54.032288,23
30,900,400,2,6,0,56.741665,5
30,900,400,3,3,0,86.170006,3
30,900,400,4,7,0,70.87572,6
30,900,500,1,8,0,48.545,8
30,900,500,2,19,17,8.046842,3
30,900,500,3,18,16,1.931111,2
30,900,500,4,29,24,4.244483,4
30,1050,0,1,12,0,68.54583,12
30,1050,0,2,13,0,73.746925,12
30,1050,0,3,21,0,67.740005,20
30,1050,0,4,11,0,53.017273,9
30,1050,100,1,36,0,51.34639,23
30,1050,100,2,15,0,66.97666,13
30,1050,100,3,6,0,68.53667,5
30,1050,100,4,10,0,61.427002,7
30,1050,200,1,45,0,47.024223,29
30,1050,200,2,14,0,50.962856,10
30,1050,200,3,7,0,69.538574,7
30,1050,200,4,10,0,60.060997,7
30,1050,300,1,48,0,46.856045,32
30,1050,300,2,14,0,51.84786,10
30,1050,300,3,7,0,66.37857,6
30,1050,300,4,7,0,59.670002,6
30,1050,400,1,77,8,30.507013,34
30,1050,400,2,17,0,38.41294,11
30,1050,400,3,9,0,50.275555,7
30,1050,400,4,13,0,54.407692,8
30,1050,500,1,18,3,26.607222,15
30,1050,500,2,40,32,2.6605,9
30,1050,500,3,70,62,2.7027142,10
30,1050,500,4,11,6,9.138182,4
30,1200,0,1,13,0,58.92539,13
30,1200,0,2,15,0,68.040665,15
30,1200,0,3,14,0,60.88357,14
30,1200,0,4,9,0,57.04111,9
30,1200,100,1,26,0,51.50731,17
30,1200,100,2,13,0,65.96,12
30,1200,100,3,6,0,79.095,6
30,1200,100,4,11,0,67.196365,9
30,1200,200,1,32,0,58.571877,25
30,1200,200,2,11,0,62.614548,9
30,1200,200,3,4,0,77.5925,3
30,1200,200,4,8,0,57.00125,6
30,1200,300,1,53,6,32.81811,27
30,1200,300,2,5,0,65.618,5
30,1200,300,3,4,0,102.56,4
30,1200,300,4,9,0,67.23778,7
30,1200,400,1,75,2,29.039333,31
30,1200,400,2,6,0,44.013336,5
30,1200,400,3,3,0,99.0,3
30,1200,400,4,9,0,56.37111,7
30,1200,500,1,16,0,36.664375,16
30,1200,500,2,18,10,5.2116666,4
30,1200,500,3,39,38,0.39179486,4
30,1200,500,4,9,3,15.682222,5
30,1350,0,1,10,0,59.683002,9
30,1350,0,2,18,0,65.71,17
30,1350,0,3,16,0,71.03687,16
30,1350,0,4,5,0,79.994,5
30,1350,100,1,23,0,64.346085,19
30,1350,100,2,11,0,79.48909,9
30,1350,100,3,11,0,83.25273,11
30,1350,100,4,2,0,90.265,2
30,1350,200,1,27,0,67.07296,24
30,1350,200,2,9,0,86.253334,9
30,1350,200,3,7,0,96.52857,7
30,1350,200,4,3,0,94.29,3
30,1350,300,1,31,0,60.24484,27
30,1350,300,2,8,0,88.761246,8
30,1350,300,3,6,0,98.043335,6
30,1350,300,4,3,0,82.986664,3
30,1350,400,1,65,3,36.13369,35
30,1350,400,2,10,0,68.527,9
30,1350,400,3,8,0,72.435,7
30,1350,400,4,13,1,33.52,7
30,1350,500,1,16,0,43.080624,16
30,1350,500,2,10,6,5.79,4
30,1350,500,3,36,33,1.8169446,5
30,1350,500,4,99,93,1.3121212,6
30,1500,0,1,15,0,50.960667,13
30,1500,0,2,18,0,57.376667,18
30,1500,0,3,19,0,60.995792,17
30,1500,0,4,5,0,67.126,5
30,1500,100,1,35,0,50.307716,24
30,1500,100,2,15,0,57.69867,13
30,1500,100,3,8,0,59.9025,7
30,1500,200,1,40,0,44.60825,25
30,1500,200,2,16,0,56.250626,14
30,1500,200,3,7,0,70.58428,6
30,1500,200,4,2,0,84.880005,2
30,1500,300,1,41,0,44.946587,26
30,1500,300,2,9,0,52.715557,9
30,1500,300,3,3,0,82.9,3
30,1500,300,4,1,0,98.16,1
30,1500,400,1,36,0,53.836388,28
30,1500,400,2,7,0,56.017143,6
30,1500,400,3,1,0,89.52,1
30,1500,400,4,4,0,76.3,3
30,1500,500,1,10,0,55.122997,10
30,1500,500,2,56,52,1.2719643,6
30,1500,500,3,70,66,1.4015714,5
30,1500,500,4,2,2,2.02,1
30,1650,0,1,18,0,59.952225,17
30,1650,0,2,21,0,51.270473,18
30,1650,0,3,15,0,56.021336,13
30,1650,0,4,9,0,52.512222,8
30,1650,100,1,31,0,56.36355,25
30,1650,100,2,14,0,54.153572,11
30,1650,100,3,8,0,61.9775,7
30,1650,100,4,8,0,66.4075,7
30,1650,200,1,34,0,51.886765,27
30,1650,200,2,15,0,45.06533,9
30,1650,200,3,5,0,63.944,4
30,1650,200,4,8,0,77.66,8
30,1650,300,1,62,1,30.891129,29
30,1650,300,2,17,0,48.64588,11
30,1650,300,3,8,0,67.57125,7
30,1650,300,4,8,0,64.307495,6
30,1650,400,1,69,2,26.625797,31
30,1650,400,2,19,4,28.88,9
30,1650,400,3,8,0,54.7825,6
30,1650,400,4,13,0,60.44462,10
30,1650,500,1,18,0,32.376667,17
30,1650,500,2,49,45,3.6583676,7
30,1650,500,3,59,55,1.2547457,5
30,1650,500,4,58,51,3.5455172,6
30,1800,0,1,15,0,51.48733,15
30,1800,0,2,16,0,62.849373,16
30,1800,0,3,18,0,62.84111,17
30,1800,0,4,4,0,77.345,4
30,1800,100,1,31,0,52.211933,21
30,1800,100,2,19,0,63.767365,16
30,1800,100,3,4,0,74.305,4
30,1800,100,4,5,0,99.024,5
30,1800,200,1,36,0,50.223892,26
30,1800,200,2,14,0,57.445713,11
30,1800,200,3,3,0,87.299995,3
30,1800,200,4,2,0,109.22,2
30,1800,300,1,47,0,40.25234,26
30,1800,300,2,14,0,54.863575,10
30,1800,300,3,2,0,85.85,2
30,1800,300,4,4,0,106.8575,4
30,1800,400,1,95,4,26.075262,38
30,1800,400,2,20,0,36.498,11
30,1800,400,3,4,0,54.13,4
30,1800,400,4,4,0,83.630005,4
30,1800,500,1,24,2,33.020416,21
30,1800,500,2,23,12,6.350435,9
30,1800,500,3,36,34,1.7233334,5
30,1800,500,4,8,5,17.786251,3
30,1950,0,1,13,0,56.74846,12
30,1950,0,2,17,0,60.891766,17
30,1950,0,3,14,0,60.34786,13
30,1950,0,4,10,0,53.652,8
30,1950,100,1,33,0,56.71606,24
30,1950,100,2,8,0,69.905,8
30,1950,100,3,8,0,91.6175,8
30,1950,100,4,11,0,53.605453,7
30,1950,200,1,33,0,56.22697,27
30,1950,200,2,5,0,67.218,5
30,1950,200,3,2,0,102.295,2
30,1950,200,4,10,0,61.361,9
30,1950,300,1,48,0,45.48396,30
30,1950,300,2,4,0,75.1875,4
30,1950,300,3,3,0,115.06,3
30,1950,300,4,12,0,62.504166,10
30,1950,400,1,82,5,29.076952,38
30,1950,400,2,3,0,38.793335,2
30,1950,400,3,3,0,85.65667,3
30,1950,400,4,14,0,38.643574,8
30,1950,500,1,22,0,36.776817,21
30,1950,500,2,2,0,10.67,2
30,1950,500,3,15,15,0.0,1
30,1950,500,4,15,10,4.974,5
30,2100,0,1,9,0,73.53111,9
30,2100,0,2,17,0,67.73353,17
30,2100,0,3,16,0,69.4375,15
30,2100,0,4,5,0,71.81,5
30,2100,100,1,18,0,75.11722,18
30,2100,100,2,13,0,79.64922,12
30,2100,100,3,6,0,85.75666,6
30,2100,100,4,7,0,67.67143,5
30,2100,200,1,30,0,61.542336,26
30,2100,200,2,9,0,82.583336,9
30,2100,200,3,5,0,91.828,5
30,2100,200,4,6,0,71.155,5
30,2100,300,1,51,1,42.772743,29
30,2100,300,2,11,0,66.66818,10
30,2100,300,3,7,0,90.54,7
30,2100,300,4,7,0,78.840004,7
30,2100,400,1,60,0,35.4865,31
30,2100,400,2,10,0,48.974,7
30,2100,400,3,8,0,61.271248,7
30,2100,400,4,10,0,56.656,8
30,2100,500,1,15,0,32.207333,14
30,2100,500,2,11,5,14.11,7
30,2100,500,3,32,26,5.9075,8
30,2100,500,4,49,44,2.6910205,5
30,2250,0,1,13,0,58.74923,12
30,2250,0,2,18,0,58.38278,18
30,2250,0,3,24,0,52.608334,21
30,2250,0,4,6,0,64.791664,6
30,2250,100,1,32,0,50.56906,22
30,2250,100,2,12,0,68.520836,11
30,2250,100,3,11,0,82.67273,11
30,2250,100,4,3,0,91.85999,3
30,2250,200,1,35,0,52.769714,24
30,2250,200,2,11,0,58.47909,9
30,2250,200,3,6,0,75.75833,6
30,2250,200,4,5,0,92.886,5
30,2250,300,1,36,0,53.017223,27
30,2250,300,2,11,0,73.91546,9
30,2250,300,3,6,0,92.753334,6
30,2250,300,4,3,0,77.1,3
30,2250,400,1,59,11,31.708305,31
30,2250,400,2,7,0,63.067142,7
30,2250,400,3,5,0,83.348,5
30,2250,400,4,8,0,65.567505,5
30,2250,500,1,15,1,34.556004,14
30,2250,500,2,73,67,1.7375342,8
30,2250,500,3,68,65,0.8829412,6
30,2250,500,4,27,23,3.4477777,4
30,2400,0,1,11,0,62.16818,10
30,2400,0,2,22,0,68.79819,22
30,2400,0,3,13,0,69.45231,12
30,2400,0,4,5,0,80.306,5
30,2400,100,1,30,0,50.730667,21
30,2400,100,2,14,0,64.95928,12
30,2400,100,3,6,0,77.64667,6
30,2400,100,4,3,0,97.09667,3
30,2400,200,1,36,0,51.144165,24
30,2400,200,2,10,0,66.839005,9
30,2400,200,3,6,0,88.31833,6
30,2400,200,4,4,0,105.515,4
30,2400,300,1,49,4,39.151836,27
30,2400,300,2,8,0,61.5325,6
30,2400,300,3,3,0,91.36667,3
30,2400,300,4,5,0,109.271996,5
30,2400,400,1,63,4,33.234604,30
30,2400,400,2,7,0,47.555717,7
30,2400,400,3,6,0,68.10166,6
30,2400,400,4,5,0,79.742,5
30,2400,500,1,13,0,48.66,13
30,2400,500,2,56,52,1.7646428,8
30,2400,500,3,72,68,1.333611,7
30,2400,500,4,32,26,4.594375,4
30,2550,0,1,8,0,62.991253,8
30,2550,0,2,15,0,72.71467,15
30,2550,0,3,15,0,78.874,15
30,2550,0,4,2,0,67.98,2
30,2550,100,1,19,0,73.50421,17
30,2550,100,2,9,0,82.20444,8
30,2550,100,3,8,0,82.64875,8
30,2550,100,4,4,0,102.792496,4
30,2550,200,1,22,0,82.14909,20
30,2550,200,2,7,0,70.73857,5
30,2550,200,3,10,0,86.655,9
30,2550,200,4,3,0,113.78,3
30,2550,300,1,22,0,72.09228,20
30,2550,300,2,7,0,67.55286,6
30,2550,300,3,7,0,92.152855,7
30,2550,300,4,2,0,113.82,2
30,2550,400,1,69,13,33.081882,31
30,2550,400,2,13,0,54.44077,10
30,2550,400,3,9,0,63.15222,7
30,2550,400,4,4,0,70.575005,4
30,2550,500,1,24,3,31.17125,20
30,2550,500,2,59,54,1.7828814,9
30,2550,500,3,63,58,1.0323809,8
30,2550,500,4,10,5,14.463,4
30,2700,0,1,12,0,59.2525,11
30,2700,0,2,14,0,64.60857,14
30,2700,0,3,18,0,73.03333,17
30,2700,0,4,4,0,73.965,4
30,2700,100,1,23,0,64.841736,19
30,2700,100,2,11,0,81.83273,11
30,2700,100,3,8,0,87.575,8
30,2700,100,4,4,0,76.02,4
30,2700,200,1,26,0,65.41692,23
30,2700,200,2,9,0,77.187775,9
30,2700,200,3,3,0,99.15333,3
30,2700,200,4,4,0,91.825,4
30,2700,300,1,30,0,63.72667,24
30,2700,300,2,9,0,82.53555,9
30,2700,300,3,4,0,118.865,4
30,2700,300,4,4,0,91.332504,4
30,2700,400,1,26,0,67.00077,22
30,2700,400,2,8,0,51.015,6
30,2700,400,3,3,0,71.59667,3
30,2700,400,4,4,0,83.19,4
30,2700,500,1,6,0,87.435,6
30,2700,500,2,63,59,0.8819048,5
30,2700,500,3,59,54,3.9016948,8
30,2700,500,4,3,1,39.726665,2
30,2850,0,1,12,0,61.17917,12
30,2850,0,2,17,0,48.322353,15
30,2850,0,3,23,0,53.237823,22
30,2850,0,4,10,0,50.323,9
30,2850,100,1,25,0,57.073597,19
30,2850,100,2,16,0,53.10375,12
30,2850,100,3,8,0,63.29875,8
30,2850,100,4,9,0,64.99777,8
30,2850,200,1,32,0,50.6675,23
30,2850,200,2,13,0,54.822308,10
30,2850,200,3,6,0,65.386665,6
30,2850,200,4,10,0,71.426,8
30,2850,300,1,37,0,47.974865,26
30,2850,300,2,8,0,53.62125,6
30,2850,300,3,7,0,80.57715,7
30,2850,300,4,8,0,57.51125,6
30,2850,400,1,38,0,44.150787,26
30,2850,400,2,10,0,51.98,7
30,2850,400,3,3,0,66.68667,3
30,2850,400,4,11,0,53.803635,7
30,2850,500,1,13,1,28.785383,12
30,2850,500,2,27,25,1.9192592,5
30,2850,500,3,49,47,0.92163265,5
30,2850,500,4,8,5,11.64625,3
30,3000,0,1,19,0,42.318947,17
30,3000,0,2,28,0,43.355713,22
30,3000,0,3,22,0,49.128178,17
30,3000,0,4,10,0,54.445,9
30,3000,100,1,36,0,40.249165,20
30,3000,100,2,14,0,49.572144,12
30,3000,100,3,10,0,57.813,9
30,3000,100,4,9,0,62.98889,8
30,3000,200,1,29,0,43.94069,20
30,3000,200,2,10,0,62.359997,9
30,3000,200,3,2,0,97.240005,2
30,3000,200,4,9,0,74.543335,8
30,3000,300,1,48,0,35.458958,27
30,3000,300,2,6,0,54.123333,5
30,3000,300,3,2,0,103.92,2
30,3000,300,4,9,0,66.87,7
30,3000,400,1,72,2,26.92111,29
30,3000,400,2,8,0,42.216248,6
30,3000,400,3,6,0,58.51167,4
30,3000,400,4,15,1,43.289997,9
30,3000,500,1,14,0,25.180714,14
30,3000,500,2,48,42,2.8472917,6
30,3000,500,3,69,65,1.2284057,7
30,3000,500,4,59,50,3.3701694,8
30,3150,0,1,7,0,63.938572,7
30,3150,0,2,19,0,73.42526,19
30,3150,0,3,17,0,68.264114,16
30,3150,0,4,12,0,53.725834,10
30,3150,100,1,23,0,68.75522,20
30,3150,100,2,15,0,78.706665,15
30,3150,100,3,8,0,73.88125,8
30,3150,100,4,12,0,58.914997,8
30,3150,200,1,31,0,64.08129,27
30,3150,200,2,13,0,65.331535,10
30,3150,200,3,10,0,73.694,9
30,3150,200,4,9,0,59.411114,7
30,3150,300,1,54,0,45.307037,35
30,3150,300,2,11,0,62.783634,10
30,3150,300,3,4,0,79.3325,4
30,3150,300,4,10,0,65.826004,8
30,3150,400,1,103,7,25.091358,40
30,3150,400,2,17,0,51.015884,11
30,3150,400,3,9,0,63.16,8
30,3150,400,4,14,0,52.325,9
30,3150,500,1,21,1,29.522379,18
30,3150,500,2,55,45,3.442,9
30,3150,500,3,51,46,2.7231374,7
30,3150,500,4,28,23,3.4325001,5
30,3300,0,1,21,1,35.927143,16
30,3300,0,2,24,0,46.875,21
30,3300,0,3,21,0,47.39619,18
30,3300,0,4,8,0,51.27875,8
30,3300,100,1,46,0,30.566305,19
30,3300,100,2,23,0,43.73261,15
30,3300,100,3,12,0,54.403336,10
30,3300,100,4,6,0,61.51,5
30,3300,200,1,44,0,39.174774,25
30,3300,200,2,13,0,51.886154,10
30,3300,200,3,9,0,63.78222,9
30,3300,200,4,6,0,67.195,5
30,3300,300,1,38,1,30.08421,20
30,3300,300,2,10,0,51.129,8
30,3300,300,3,6,0,66.07333,5
30,3300,300,4,8,0,76.03125,7
30,3300,400,1,42,0,37.599525,23
30,3300,400,2,6,0,51.951664,5
30,3300,400,3,6,0,54.83667,5
30,3300,400,4,8,0,63.75875,7
30,3300,500,1,9,0,40.316666,9
30,3300,500,2,48,45,0.93604165,5
30,3300,500,3,55,52,1.5918182,6
30,3300,500,4,28,23,8.185357,5
30,3450,0,1,19,0,53.673683,18
30,3450,0,2,21,0,53.521427,21
30,3450,0,3,21,0,48.55762,20
30,3450,0,4,9,0,59.935555,9
30,3450,100,1,40,0,39.92075,21
30,3450,100,2,12,0,49.7175,9
30,3450,100,3,8,0,67.5025,8
30,3450,100,4,7,0,75.32714,6
30,3450,200,1,42,0,42.403572,27
30,3450,200,2,7,0,66.00857,6
30,3450,200,3,5,0,61.3,4
30,3450,200,4,8,0,85.11625,8
30,3450,300,1,62,1,35.417095,33
30,3450,300,2,8,0,60.5075,6
30,3450,300,3,4,0,69.3625,3
30,3450,300,4,8,0,81.41875,7
30,3450,400,1,75,0,29.175732,35
30,3450,400,2,9,0,36.104446,5
30,3450,400,3,9,0,57.933334,7
30,3450,400,4,9,0,69.66889,8
30,3450,500,1,18,0,28.577223,18
30,3450,500,2,39,32,3.241282,8
30,3450,500,3,67,64,0.9868657,7
30,3450,500,4,30,25,8.693,5
30,3600,0,1,13,0,76.39769,13
30,3600,0,2,13,0,74.23538,13
30,3600,0,3,17,0,61.218822,16
30,3600,0,4,9,0,65.54889,9
30,3600,100,1,26,0,63.61731,21
30,3600,100,2,8,0,80.0975,8
30,3600,100,3,10,0,80.255,9
30,3600,100,4,4,0,89.8475,4
30,3600,200,1,35,0,57.09857,27
30,3600,200,2,12,0,81.560005,11
30,3600,200,3,4,0,83.635,4
30,3600,200,4,4,0,96.5775,4
30,3600,300,1,49,0,44.78755,34
30,3600,300,2,7,0,71.627144,6
30,3600,300,3,8,0,84.9025,7
30,3600,300,4,5,0,93.834,5
30,3600,400,1,88,10,26.435,35
30,3600,400,2,10,0,63.943,7
30,3600,400,3,10,0,64.569,8
30,3600,400,4,9,0,77.34111,8
30,3600,500,1,23,1,25.292608,21
30,3600,500,2,57,51,2.0905263,9
30,3600,500,3,58,54,1.372069,7
30,3600,500,4,7,4,15.5199995,3
30,3750,0,1,13,0,51.99154,12
30,3750,0,2,16,0,66.066246,14
30,3750,0,3,25,0,52.4704,20
30,3750,0,4,11,0,59.04,9
30,3750,100,1,20,0,68.1175,18
30,3750,100,2,13,0,61.136925,11
30,3750,100,3,11,0,66.95181,9
30,3750,100,4,12,0,70.94666,11
30,3750,200,1,29,0,64.93862,25
30,3750,200,2,10,0,53.312,7
30,3750,200,3,1,0,73.97,1
30,3750,200,4,14,0,77.60285,13
30,3750,300,1,45,0,45.822224,29
30,3750,300,2,6,0,59.941666,5
30,3750,300,3,4,0,97.635,4
30,3750,300,4,13,0,68.270004,10
30,3750,400,1,43,0,49.65093,30
30,3750,400,2,3,0,45.56667,3
30,3750,400,3,3,0,53.77,2
30,3750,400,4,17,0,55.815884,14
30,3750,500,1,10,0,55.457,10
30,3750,500,2,32,31,3.7103126,3
30,3750,500,3,50,48,0.85,4
30,3750,500,4,20,11,16.12,9
30,3900,0,1,21,0,60.539997,18
30,3900,0,2,16,0,58.719376,15
30,3900,0,3,21,0,59.248093,16
30,3900,0,4,6,0,66.549995,6
30,3900,100,1,29,0,56.941727,23
30,3900,100,2,16,0,56.57,12
30,3900,100,3,9,0,65.02,8
30,3900,100,4,5,0,69.658,5
30,3900,200,1,43,0,55.086277,30
30,3900,200,2,8,0,63.256252,8
30,3900,200,3,9,0,56.063335,7
30,3900,200,4,7,0,74.244286,6
30,3900,300,1,33,0,63.933334,27
30,3900,300,2,10,0,55.327003,8
30,3900,300,3,4,0,55.78,4
30,3900,300,4,5,0,85.988,5
30,3900,400,1,36,0,62.648056,30
30,3900,400,2,7,0,50.395714,5
30,3900,400,3,4,0,50.510002,3
30,3900,400,4,6,0,74.71,5
30,3900,500,1,10,0,68.44,10
30,3900,500,2,35,32,2.325143,5
30,3900,500,3,30,29,1.3393332,3
30,3900,500,4,29,24,8.690345,4
30,4050,0,1,21,0,55.180954,18
30,4050,0,2,22,0,56.44182,19
30,4050,0,3,22,0,55.530907,20
30,4050,0,4,4,0,65.4275,4
30,4050,100,1,37,0,58.355946,30
30,4050,100,2,11,0,66.94818,11
30,4050,100,3,5,0,86.402,5
30,4050,100,4,8,0,68.6525,6
30,4050,200,1,37,0,56.54027,31
30,4050,200,2,11,0,88.310905,11
30,4050,200,3,3,0,96.630005,3
30,4050,200,4,7,0,70.968575,6
30,4050,300,1,43,0,58.24907,33
30,4050,300,2,6,0,88.045006,6
30,4050,300,3,2,0,103.45,2
30,4050,300,4,8,0,65.11125,6
30,4050,400,1,47,0,50.825535,34
30,4050,400,2,8,0,69.365,7
30,4050,400,3,8,0,63.785,6
30,4050,400,4,7,0,60.207146,6
30,4050,500,1,17,1,46.61,17
30,4050,500,2,54,47,1.9566667,8
30,4050,500,3,38,34,2.698421,5
30,4050,500,4,31,25,4.454516,4
30,4200,0,1,16,0,55.83,14
30,4200,0,2,13,0,64.91,13
30,4200,0,3,21,0,60.46524,19
30,4200,0,4,4,0,43.8425,3
30,4200,100,1,23,0,54.84261,18
30,4200,100,2,8,0,68.60125,8
30,4200,100,3,6,0,67.885,6
30,4200,100,4,13,0,61.286922,9
30,4200,200,1,36,0,47.135,24
30,4200,200,2,7,0,58.274284,6
30,4200,200,3,5,0,62.828003,4
30,4200,200,4,10,0,76.126,10
30,4200,300,1,37,0,51.25784,26
30,4200,300,2,7,0,57.522858,6
30,4200,300,3,6,0,71.528336,5
30,4200,300,4,11,0,71.479095,9
30,4200,400,1,51,0,38.094902,28
30,4200,400,2,8,0,56.3125,7
30,4200,400,3,7,0,49.43714,5
30,4200,400,4,21,1,39.313335,12
30,4200,500,1,11,0,35.10091,11
30,4200,500,2,42,39,2.0211904,7
30,4200,500,3,71,70,0.16352114,7
30,4200,500,4,88,79,3.4329545,10
30,4350,0,1,18,0,53.147224,16
30,4350,0,2,25,0,55.17,23
30,4350,0,3,14,0,53.827145,12
30,4350,0,4,7,0,55.862858,7
30,4350,100,1,26,0,48.94077,18
30,4350,100,2,16,0,59.609375,15
30,4350,100,3,8,0,69.10875,7
30,4350,100,4,7,0,76.057144,7
30,4350,200,1,31,0,54.603226,21
30,4350,200,2,12,0,58.94917,10
30,4350,200,3,7,0,80.858574,7
30,4350,200,4,6,0,64.145,6
30,4350,300,1,31,0,57.373222,22
30,4350,300,2,6,0,48.12,4
30,4350,300,3,7,0,78.13,7
30,4350,300,4,9,0,68.76778,8
30,4350,400,1,29,0,52.064137,21
30,4350,400,2,4,0,64.020004,4
30,4350,400,3,3,0,81.86667,3
30,4350,400,4,13,0,59.22923,10
30,4350,500,1,6,0,52.49167,6
30,4350,500,2,65,62,0.88461536,5
30,4350,500,3,39,37,2.9502563,4
30,4350,500,4,47,40,2.7970212,5
30,4500,0,1,15,0,51.708668,14
30,4500,0,2,23,0,46.272175,21
30,4500,0,3,22,0,43.793182,19
30,4500,0,4,11,0,53.625454,11
30,4500,100,1,30,0,41.47333,19
30,4500,100,2,16,0,55.071877,13
30,4500,100,3,14,0,57.532143,11
30,4500,100,4,11,0,54.504543,8
30,4500,200,1,41,0,35.56951,21
30,4500,200,2,11,0,56.126366,9
30,4500,200,3,7,0,55.68714,5
30,4500,200,4,17,0,61.01059,12
30,4500,300,1,36,0,40.699444,22
30,4500,300,2,8,0,52.51125,6
