sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,6,0,54.644834
15,15.000000,0,0.000000,0,72,0,54.447923
30,15.000000,3,720.000000,0,126,0,54.042518
45,15.000000,29,6960.000000,8,175,8,43.485162
60,15.000000,26,6240.000000,28,229,10,39.625240
75,15.000000,45,10800.000000,54,283,7,38.088188
90,15.000000,50,12000.000000,93,320,9,34.853176
105,15.000000,51,12240.000000,126,358,5,29.836174
120,15.000000,50,12000.000000,146,394,20,26.804408
135,15.000000,53,12720.000000,159,420,22,23.484528
150,15.000000,46,11040.000000,194,438,35,23.396908
165,15.000000,56,13440.000000,228,443,48,20.635280
180,15.000000,44,10560.000000,250,466,56,19.304545
195,15.000000,46,11040.000000,262,529,49,18.249447
210,15.000000,70,16800.000000,294,562,51,17.554307
225,15.000000,54,12960.000000,320,589,51,15.473329
240,15.000000,58,13920.000000,347,609,49,12.591006
255,15.000000,55,13200.000000,370,626,57,11.741098
270,15.000000,55,13200.000000,406,657,59,11.332012
285,15.000000,69,16560.000000,432,673,62,11.025594
300,15.000000,54,12960.000000,454,689,70,10.582624
315,15.000000,33,7920.000000,467,722,58,10.802772
330,15.000000,34,8160.000000,486,738,58,10.551150
345,15.000000,19,4560.000000,493,744,54,8.845478
360,15.000000,26,6240.000000,503,747,57,8.098967
375,15.000000,38,9120.000000,491,745,62,8.647003
390,15.000000,52,12480.000000,507,738,64,8.529605
405,15.000000,60,14400.000000,529,764,72,8.024809
420,15.000000,65,15600.000000,540,775,72,7.793782
435,15.000000,43,10320.000000,555,780,68,7.664542
450,15.000000,37,8880.000000,570,806,58,8.043852
465,15.000000,26,6240.000000,583,824,55,6.541758
480,15.000000,38,9120.000000,582,833,57,5.712497
495,15.000000,42,10080.000000,572,828,58,5.592900
510,15.000000,49,11760.000000,584,815,66,6.412467
525,15.000000,21,5040.000000,603,837,73,5.921368
540,15.000000,35,8400.000000,621,846,72,5.571084
555,15.000000,32,7680.000000,634,836,66,6.251342
570,15.000000,29,6960.000000,641,853,57,6.907861
585,15.000000,39,9360.000000,642,873,51,6.520568
600,15.000000,32,7680.000000,640,869,53,5.714063
615,15.000000,41,9840.000000,636,865,57,5.220023
630,15.000000,54,12960.000000,644,862,55,5.185703
645,15.000000,42,10080.000000,655,886,64,4.854220
660,15.000000,36,8640.000000,675,899,65,4.586273
675,15.000000,59,14160.000000,677,892,69,4.310862
690,15.000000,52,12480.000000,687,910,51,5.661373
705,15.000000,30,7200.000000,693,908,53,5.512841
720,15.000000,23,5520.000000,689,896,52,4.997315
735,15.000000,23,5520.000000,685,893,55,4.768288
750,15.000000,41,9840.000000,685,877,62,4.710255
765,15.000000,30,7200.000000,687,880,65,4.327493
780,15.000000,30,7200.000000,692,884,75,3.929525
795,15.000000,63,15120.000000,690,897,81,3.435754
810,15.000000,53,12720.000000,694,924,58,4.482860
825,15.000000,23,5520.000000,692,921,56,5.061512
840,15.000000,38,9120.000000,698,913,53,4.540373
855,15.000000,30,7200.000000,696,910,56,3.828143
870,15.000000,38,9120.000000,692,897,57,3.732352
885,15.000000,34,8160.000000,693,913,62,3.573605
900,15.000000,29,6960.000000,697,931,64,3.405211
