sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,0,0,58.153997
15,15.000000,0,0.000000,0,2,0,74.353984
30,15.000000,0,0.000000,0,2,0,100.156207
45,15.000000,2,480.000000,0,5,2,94.628561
60,15.000000,4,960.000000,1,5,6,89.677659
75,15.000000,5,1200.000000,6,7,1,94.727304
90,15.000000,6,1440.000000,5,8,10,102.474263
105,15.000000,9,2160.000000,10,18,2,108.024944
120,15.000000,4,960.000000,11,16,4,105.159852
135,15.000000,9,2160.000000,13,5,11,92.792690
150,15.000000,4,960.000000,14,5,15,88.691722
165,15.000000,3,720.000000,15,6,16,84.397056
180,15.000000,2,480.000000,16,8,26,75.001949
195,15.000000,19,4560.000000,20,17,10,88.756249
210,15.000000,5,1200.000000,28,23,3,95.896509
225,15.000000,5,1200.000000,27,20,2,93.385688
240,15.000000,9,2160.000000,27,13,8,89.165130
255,15.000000,14,3360.000000,17,13,19,85.497886
270,15.000000,10,2400.000000,12,21,27,81.123060
285,15.000000,3,720.000000,12,14,34,71.453043
300,15.000000,1,240.000000,11,7,39,70.395770
315,15.000000,8,1920.000000,11,10,35,75.469269
330,15.000000,23,5520.000000,26,24,17,87.110029
345,15.000000,16,3840.000000,20,41,10,89.983228
360,15.000000,1,240.000000,19,29,4,95.174324
375,15.000000,2,480.000000,17,14,15,88.702023
390,15.000000,3,720.000000,18,14,25,78.917752
405,15.000000,4,960.000000,19,9,31,70.855190
420,15.000000,3,720.000000,18,9,38,69.789216
435,15.000000,15,3600.000000,18,8,36,73.922478
450,15.000000,28,6720.000000,43,31,12,88.152422
465,15.000000,17,4080.000000,37,46,4,89.899304
480,15.000000,15,3600.000000,32,32,4,89.583402
495,15.000000,10,2400.000000,21,15,8,89.333577
510,15.000000,19,4560.000000,20,25,19,83.145236
525,15.000000,9,2160.000000,19,22,31,72.043024
540,15.000000,14,3360.000000,17,11,42,61.857250
555,15.000000,14,3360.000000,12,10,44,67.851834
570,15.000000,28,6720.000000,26,34,33,79.190165
585,15.000000,10,2400.000000,33,44,15,85.074807
600,15.000000,8,1920.000000,25,29,8,84.834478
615,15.000000,8,1920.000000,16,18,5,87.974510
630,15.000000,10,2400.000000,22,21,15,80.289375
645,15.000000,7,1680.000000,23,13,26,67.856607
660,15.000000,11,2640.000000,20,11,30,65.309182
675,15.000000,4,960.000000,14,11,36,68.170167
690,15.000000,37,8880.000000,35,27,18,82.717869
705,15.000000,20,4800.000000,36,41,5,94.086941
720,15.000000,10,2400.000000,25,33,5,92.292999
735,15.000000,3,720.000000,23,12,9,86.993198
750,15.000000,14,3360.000000,19,21,17,81.494830
765,15.000000,5,1200.000000,20,16,26,75.158533
780,15.000000,15,3600.000000,16,9,37,70.219647
795,15.000000,2,480.000000,21,8,43,65.568888
810,15.000000,23,5520.000000,26,20,30,79.605018
825,15.000000,24,5760.000000,27,29,23,84.524888
840,15.000000,5,1200.000000,41,31,11,85.893839
855,15.000000,8,1920.000000,49,29,11,84.939218
870,15.000000,20,4800.000000,41,19,22,77.490953
885,15.000000,15,3600.000000,39,17,28,68.841186
900,15.000000,20,4800.000000,35,6,33,63.336017
