case_id,controller,scenario_id,category,demand_profile,urban_volume_vph,freeway_volume_vph,returncode,elapsed_sec,run_dir,state_csv,action_csv,decision_dir,ok,state_rows,completed_sim_sec,warmup_sec,analysis_time_h,vehicle_hours_total,vehicle_hours_freeway,vehicle_hours_urban,stopped_vehicle_hours,mean_total_vehicles,mean_freeway_vehicles,mean_urban_vehicles,mean_ramp_vehicles,mean_boundary_vehicles,mean_speed_kph,freeway_mean_speed_kph,mean_stopped_vehicles,final_total_vehicles,final_urban_vehicles,final_freeway_vehicles,final_stopped_vehicles,controller_statuses,fallback_state_rows,mean_decision_wall_sec_state_csv,max_decision_wall_sec_state_csv,action_rows,decision_count_action_csv,mean_vsl_kph,mean_ramp_green_sec,mean_ramp_rate_vph,mean_signal_green_sec,mean_signal_split_abs_sec,mean_signal_offset_abs_sec,vsl_mean_abs_step_kph,ramp_green_abs_step_sec,ramp_rate_abs_step_vph,signal_green_abs_step_sec,signal_split_abs_step_sec,signal_offset_abs_step_sec,decision_json_count,controller_variants,controller_statuses_json,controller_error_count,controller_error_sample,mean_decision_wall_sec,max_decision_wall_sec,mean_prediction_wall_sec,prediction_error_count,prediction_lag_max_abs_sec,prediction_total_abs_error_mean_veh,prediction_total_abs_error_max_veh,prediction_np_abs_error_mean_veh,prediction_freeway_abs_error_mean_veh,wu_convergence_rate,wu_residual_mean,wu_residual_max,wu_iterations_mean,pfo_convergence_rate,pfo_residual_objective_mean,pfo_residual_control_mean,pfo_iterations_mean,primary_rank_key,vehicle_hours_total_delta_vs_no_control,vehicle_hours_total_pct_vs_no_control,stopped_vehicle_hours_delta_vs_no_control,stopped_vehicle_hours_pct_vs_no_control,mean_speed_kph_delta_vs_no_control,mean_speed_kph_pct_vs_no_control,mean_total_vehicles_delta_vs_no_control,mean_total_vehicles_pct_vs_no_control,final_total_vehicles_delta_vs_no_control,final_total_vehicles_pct_vs_no_control,prediction_total_abs_error_mean_veh_delta_vs_no_control,prediction_total_abs_error_mean_veh_pct_vs_no_control
no-control_ramp_d_bias_u2200_fw3000_seed13_300s,no-control,ramp_d_bias,1_ramp_metering,d_ramp_bias,2200.0,3000.0,0,54.178,evaluation\runs\diagnostic_vsl_rm_300s_20260628\no-control_ramp_d_bias_u2200_fw3000_seed13_300s,evaluation\runs\diagnostic_vsl_rm_300s_20260628\no-control_ramp_d_bias_u2200_fw3000_seed13_300s\state.csv,evaluation\runs\diagnostic_vsl_rm_300s_20260628\no-control_ramp_d_bias_u2200_fw3000_seed13_300s\action.csv,evaluation\runs\diagnostic_vsl_rm_300s_20260628\no-control_ramp_d_bias_u2200_fw3000_seed13_300s\decisions,True,61,300.0,60.0,0.06805555555555555,64.57222222222222,5.936111111111111,15.573611111111111,28.125,948.8163265306123,87.22448979591837,228.83673469387756,80.63265306122449,467.2244897959184,30.576374183673472,92.28960585714286,413.265306122449,1452.0,415.0,109.0,846.0,ok,0,0.32854324590163936,0.341417,162,6,120.0,9.0,865.049,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,no-control,ok,0,,0.32610716666666667,0.341417,0.049432666666666666,5,1.0,27.448891509252313,54.32946265549316,61.59649851160013,65.42967005543582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.60347222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diagnostic-vsl-rm_ramp_d_bias_u2200_fw3000_seed13_300s,diagnostic-vsl-rm,ramp_d_bias,1_ramp_metering,d_ramp_bias,2200.0,3000.0,0,54.231,evaluation\runs\diagnostic_vsl_rm_300s_20260628\diagnostic-vsl-rm_ramp_d_bias_u2200_fw3000_seed13_300s,evaluation\runs\diagnostic_vsl_rm_300s_20260628\diagnostic-vsl-rm_ramp_d_bias_u2200_fw3000_seed13_300s\state.csv,evaluation\runs\diagnostic_vsl_rm_300s_20260628\diagnostic-vsl-rm_ramp_d_bias_u2200_fw3000_seed13_300s\action.csv,evaluation\runs\diagnostic_vsl_rm_300s_20260628\diagnostic-vsl-rm_ramp_d_bias_u2200_fw3000_seed13_300s\decisions,True,61,300.0,60.0,0.06805555555555555,66.67361111111111,7.272222222222222,15.681944444444444,29.00138888888889,979.6938775510204,106.85714285714286,230.42857142857142,81.06122448979592,472.61224489795916,27.937053204081636,72.03141681632653,426.14285714285717,1497.0,418.0,131.0,896.0,ok,0,0.3297171967213115,0.360579,162,6,80.0,4.0,768.5,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,diagnostic-vsl-rm,ok,0,,0.32684616666666666,0.360579,0.052838666666666666,5,1.0,42.85740023362124,81.83562546527901,34.51197969728541,68.40579231253868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.92395833333333,2.1013888888888914,3.2543233244429186,0.87638888888889,3.1160493827160534,-2.6393209795918366,-8.631896521599758,30.877551020408077,3.2543233244429057,45.0,3.0991735537190084,15.408508724368929,56.135267681666186
