scope,window_sec,start_sec,end_sec,minute,n_veh,production_veh_km_h,k_veh_km_lane,q_veh_h_lane,speed_kph
pn_core,30,1530,1560,25.75,611.45,15283.276666666661,4.702272154592961,117.53393785363802,24.99513724207484
omega_urban,30,1530,1560,25.75,787.55,20070.35983333333,5.222875839342982,133.10265692392417,25.484553150064542
ramp_inside,30,1530,1560,25.75,57.233333333333334,2403.639,8.924722515175384,374.81323998230016,41.99718695398952
freeway,30,1530,1560,25.75,799.5,80741.6133333333,10.185560743373077,1028.641159630529,100.99013550135497
omega,30,1530,1560,25.75,1644.2833333333333,103215.61216666666,6.976320006515117,437.9203544460231,62.7724006406033
pn_core,30,1560,1590,26.25,597.9833333333333,14789.389166666666,4.598708606172237,113.73576394121427,24.73210931185373
omega_urban,30,1560,1590,26.25,802.0166666666667,19473.311666666665,5.318815911477021,129.14315156603283,24.28043265933792
ramp_inside,30,1560,1590,26.25,59.06666666666667,2352.0715,9.210604715719732,366.7720234132616,39.82062358916478
freeway,30,1560,1590,26.25,798.0666666666667,80300.1865,10.167300200868803,1023.0174200124287,100.61839424442401
omega,30,1560,1590,26.25,1659.15,102125.5696666667,7.039395890089637,433.29555217104934,61.5529455845865
pn_core,30,1590,1620,26.75,584.3833333333333,16916.746833333338,4.49411967608398,130.09591557884048,28.948030972820362
omega_urban,30,1590,1620,26.75,783.9,22350.136500000004,5.198669761235431,148.22168488587104,28.511463834672796
ramp_inside,30,1590,1620,26.75,59.65,2651.383333333334,9.301567234074753,413.4454373563326,44.449008102822035
freeway,30,1590,1620,26.75,787.7,79568.637,10.035229765547184,1013.6975427528488,101.01388472768821
omega,30,1590,1620,26.75,1631.25,104570.15683333334,6.921022539076468,443.6673792234551,64.10431070242657
pn_core,30,1620,1650,27.25,595.9833333333333,18436.09633333333,4.583327881159258,141.7802640078939,30.933912581448023
omega_urban,30,1620,1650,27.25,777.1666666666666,23627.922,5.154015626279035,156.69570560304808,30.40264464936736
ramp_inside,30,1620,1650,27.25,69.28333333333333,2755.1920000000005,10.80374825148051,429.6329192084642,39.76702429636758
freeway,30,1620,1650,27.25,774.75,77831.83099999996,9.870247887339954,991.5707847635365,100.46057566957079
omega,30,1620,1650,27.25,1621.2,104214.94500000002,6.8783826760771,442.1602962474265,64.28259622501852
pn_core,30,1650,1680,27.75,613.9666666666667,17574.01683333334,4.721626233567626,135.1505601434808,28.623731201476744
omega_urban,30,1650,1680,27.75,793.2,22315.579500000003,5.2603455218930275,147.99250969651143,28.133610060514375
ramp_inside,30,1650,1680,27.75,82.78333333333333,3165.726166666666,12.908880819125256,493.649870644086,38.24110529494664
freeway,30,1650,1680,27.75,766.05,74241.09683333333,9.759410640976792,945.8251425272787,96.91416595957618
omega,30,1650,1680,27.75,1642.0333333333333,99722.40249999995,6.966773768530183,423.0994607530146,60.73104636527879
pn_core,30,1680,1710,28.25,613.0166666666667,15114.236833333338,4.714320389186462,116.23396025726822,24.655507191212862
omega_urban,30,1680,1710,28.25,818.8833333333333,20135.594666666664,5.430672308942051,133.53528143652687,24.589088392729934
ramp_inside,30,1680,1710,28.25,76.08333333333333,2952.6170000000006,11.864111322590457,460.41853381344674,38.807671412924435
freeway,30,1680,1710,28.25,763.2,76769.51949999998,9.723101887857828,978.0370282761899,100.58899305555552
omega,30,1680,1710,28.25,1658.1666666666667,99857.73116666659,7.035223830525852,423.67362948998505,60.22176972560052
pn_core,30,1710,1740,28.75,603.9666666666667,14662.571666666665,4.644722608502732,112.76049139404753,24.277120702025496
omega_urban,30,1710,1740,28.75,827.4,19572.054000000007,5.48715315785967,129.797991191564,23.654887599709944
ramp_inside,30,1710,1740,28.75,69.06666666666666,2827.337666666667,10.76996217323436,440.8830075428673,40.93635617760618
freeway,30,1710,1740,28.75,771.8166666666667,77791.29116666665,9.832877474773065,991.05431079863,100.78985661534472
omega,30,1710,1740,28.75,1668.2833333333333,100190.68283333334,7.078146545021069,425.086267644421,60.05615522942746
pn_core,30,1740,1770,29.25,603.85,16364.763833333333,4.643825399543641,125.85096621142088,27.10071016532803
omega_urban,30,1740,1770,29.25,814.55,22141.33933333333,5.401934499316648,146.83698337218095,27.18229615534139
ramp_inside,30,1740,1770,29.25,68.35,2926.136,10.658208222112478,456.28919933020217,42.81106071689832
freeway,30,1740,1770,29.25,769.8333333333334,75932.63616666662,9.807609979912497,967.3752071044782,98.63516280580205
omega,30,1740,1770,29.25,1652.7333333333333,101000.11149999996,7.012171433614087,428.5204892816772,61.11095447944816
pn_core,30,1770,1800,29.75,625.3,18936.263666666673,4.80878367530784,145.62673211513143,30.283485793485806
omega_urban,30,1770,1800,29.75,805.85,23927.917166666673,5.3442378199918,158.68521421571145,29.692768091663055
ramp_inside,30,1770,1800,29.75,76.66666666666667,3138.093666666666,11.955073840945477,489.3409761496087,40.93165652173912
freeway,30,1770,1800,29.75,772.1166666666667,75106.08466666666,9.836699448785588,956.8450125944398,97.2729742914499
omega,30,1770,1800,29.75,1654.6333333333334,102172.0955,7.020232701245809,433.4929506943591,61.749085698744935
pn_core,30,1800,1830,30.25,636.4666666666667,18531.195166666657,4.894659389963639,142.51160851017138,29.115735571383663
omega_urban,30,1800,1830,30.25,810.3666666666667,22927.883666666658,5.3741914600244325,152.05318982909006,28.293221586935942
ramp_inside,30,1800,1830,30.25,78.1,2687.801333333334,12.17858174318924,419.1243053451093,34.414869825010676
freeway,30,1800,1830,30.25,763.7666666666667,75379.35100000002,9.730321172103704,960.3264020094315,98.69421420154501
omega,30,1800,1830,30.25,1652.2333333333333,100995.03599999998,7.010050047395214,428.49895509016955,61.12637601630115
pn_core,30,1830,1860,30.75,634.1333333333333,16903.46366666666,4.87671521078183,129.9937632119396,26.656008725820005
omega_urban,30,1830,1860,30.75,820.3,20665.046666666665,5.440067362088818,137.0465023861705,25.19205981551465
ramp_inside,30,1830,1860,30.75,67.3,2269.8408333333336,10.494475689073441,353.94932308295506,33.72720406141655
freeway,30,1830,1860,30.75,812.0,79232.48516666664,10.344809660561525,1009.4149975153089,97.57695217569783
omega,30,1830,1860,30.75,1699.6,102167.37266666665,7.211016035196544,433.4729127872643,60.112598650662896
pn_core,30,1860,1890,31.25,607.5166666666667,15406.380999999998,4.672023395400769,118.4806548030911,25.3596022057008
omega_urban,30,1860,1890,31.25,830.95,20028.06816666666,5.510696055745098,132.82218695498395,24.102615279699933
ramp_inside,30,1860,1890,31.25,67.9,2946.1566666666663,10.58803713652432,459.4111369173103,43.38964162984781
freeway,30,1860,1890,31.25,843.5666666666667,82074.8926666667,10.746966259434751,1045.6270228419753,97.29508752519068
omega,30,1860,1890,31.25,1742.4166666666667,105049.11750000004,7.392677408406123,445.699500338754,60.289320866612485
pn_core,30,1890,1920,31.75,628.1,16602.78666666667,4.83031669032601,127.68144808457596,26.433349254365023
omega_urban,30,1890,1920,31.75,854.4,22728.818500000005,5.666211817833337,150.73302901461727,26.602081577715364
ramp_inside,30,1890,1920,31.75,59.516666666666666,2817.7456666666667,9.280775801307891,439.3872718696192,47.343808457014845
freeway,30,1890,1920,31.75,846.0166666666667,81981.9941666667,10.778179047203686,1044.443503999301,96.9035214042277
omega,30,1890,1920,31.75,1759.9333333333334,107528.55833333329,7.466996638940676,456.2192035674473,61.098086101746254
pn_core,30,1920,1950,32.25,643.5666666666667,18161.05566666667,4.949260963759714,139.66510157720074,28.219385197078783
omega_urban,30,1920,1950,32.25,843.0333333333333,23707.37716666667,5.590830332585163,157.22263655383765,28.121518128978693
ramp_inside,30,1920,1950,32.25,72.4,3175.7446666666665,11.289747992405903,495.2121129128971,43.86387661141804
freeway,30,1920,1950,32.25,830.6333333333333,78905.40083333338,10.582196713117105,1005.2479714422988,94.99426241020913
omega,30,1920,1950,32.25,1746.0666666666666,105788.52266666669,7.408163527803903,448.8366282002157,60.58676033752054
pn_core,30,1950,1980,32.75,634.55,16835.968666666668,4.8799195284928665,129.47470219456417,26.53213878601634
omega_urban,30,1950,1980,32.75,836.6333333333333,21950.48083333334,5.548386798369184,145.57124754793716,26.236679748197147
ramp_inside,30,1950,1980,32.75,75.8,3020.403333333334,11.819929527960875,470.98884625353736,39.847009674582246
freeway,30,1950,1980,32.75,819.8333333333334,77769.39650000002,10.444605648666286,990.775374641921,94.86000792844075
omega,30,1950,1980,32.75,1732.2666666666667,102740.28066666667,7.34961326816298,435.90363105902975,59.30973714593596
pn_core,30,1980,2010,33.25,635.8,15183.006000000005,4.889532481625978,116.76282007820407,23.880160427807496
omega_urban,30,1980,2010,33.25,860.4,19651.52000000001,5.706002631160818,130.32499398687762,22.839981403998156
ramp_inside,30,1980,2010,33.25,62.3,2612.0585,9.714796960316129,407.31329014394714,41.927102728731946
freeway,30,1980,2010,33.25,841.45,83051.22716666671,10.720000109457507,1058.0654397970734,98.70013330164205
omega,30,1980,2010,33.25,1764.15,105314.80566666668,7.484886996053181,446.82675476932303,59.69719449404341
pn_core,30,2010,2040,33.75,613.35,14536.969666666666,4.7168838433552915,111.79456648250746,23.700936931061655
omega_urban,30,2010,2040,33.75,868.4666666666667,20031.14833333333,5.759499169078876,132.84261401112576,23.064959315268286
ramp_inside,30,2010,2040,33.75,50.61666666666667,2449.145000000001,7.892947664119872,381.90925202846637,48.386137635824845
freeway,30,2010,2040,33.75,860.0333333333333,85126.30833333338,10.956750166344332,1084.5017941066578,98.98024301383673
omega,30,2010,2040,33.75,1779.1166666666666,107606.60166666673,7.548387156871475,456.5503236710644,60.48316205607656
pn_core,30,2040,2070,34.25,625.45,17223.308166666666,4.809937229683814,132.45348336264652,27.537466091081086
omega_urban,30,2040,2070,34.25,857.2666666666667,22163.94716666666,5.6852229842009105,146.9869140514985,25.854203864997274
ramp_inside,30,2040,2070,34.25,70.81666666666666,2916.4088333333334,11.04284972829942,454.77238634198676,41.18252059308073
freeway,30,2040,2070,34.25,825.15,82700.29466666674,10.51233952144377,1053.594590146575,100.22455876709294
omega,30,2040,2070,34.25,1753.2333333333333,107780.6506666667,7.438570063607764,457.28877397108187,61.475360191645926
pn_core,30,2070,2100,34.75,648.4166666666666,20008.635833333337,4.9865592219161865,153.87366281866755,30.85768281711863
omega_urban,30,2070,2100,34.75,858.2666666666667,24684.410333333326,5.691854786422158,163.70212727876947,28.760770156905384
ramp_inside,30,2070,2100,34.75,77.9,2786.9128333333338,12.147394594038948,434.5793310101554,35.77551775780916
freeway,30,2070,2100,34.75,816.3,82023.15283333334,10.399591288074351,1044.9678618472674,100.48162787373924
omega,30,2070,2100,34.75,1752.4666666666667,109494.47599999997,7.4353172714054905,464.5601448584626,62.48020466390229
pn_core,30,2100,2130,35.25,653.8333333333334,17733.243500000004,5.0282153521596715,136.37507093084741,27.121963038490957
omega_urban,30,2100,2130,35.25,860.0666666666667,21927.56650000001,5.703792030420402,145.4192842212388,25.49519397721108
ramp_inside,30,2100,2130,35.25,77.36666666666666,2693.9234999999985,12.0642288629715,420.0789699698904,34.820208961654444
freeway,30,2100,2130,35.25,821.5833333333334,81841.42250000004,10.466900497072668,1042.6526331429777,99.61426818135719
omega,30,2100,2130,35.25,1759.0166666666667,106462.91250000002,7.46310743087274,451.69791079737985,60.52410674524594
pn_core,30,2130,2160,35.75,648.6666666666666,15387.920166666667,4.988481812542809,118.3386843025859,23.722384635149027
omega_urban,30,2130,2160,35.75,884.0833333333334,19577.566000000006,5.863065813767348,129.83454568540748,22.1444803468753
ramp_inside,30,2130,2160,35.75,75.7,2814.6585000000005,11.80433595338573,438.9058722331936,37.18175033025099
freeway,30,2130,2160,35.75,806.25,79268.71466666664,10.27155515865484,1009.8765582069311,98.3177856330749
omega,30,2130,2160,35.75,1766.0333333333333,101660.9391666667,7.492877550810938,431.32423069191225,57.56456418338652
pn_core,30,2160,2190,36.25,632.0,16454.784999999993,4.860309104101319,126.5432616163446,26.036052215189862
omega_urban,30,2160,2190,36.25,907.3333333333334,21527.599166666663,6.017255215411338,142.76677997161252,23.726229794268914
ramp_inside,30,2160,2190,36.25,70.8,2701.481666666667,11.040250799203562,421.2575583255712,38.15652071563089
freeway,30,2160,2190,36.25,803.2,80016.96349999994,10.232698422860858,1019.4091835265989,99.62271352091625
omega,30,2160,2190,36.25,1781.3333333333333,104246.04433333334,7.557791969108483,442.29224364172546,58.5213572230539
pn_core,30,2190,2220,36.75,627.45,17401.972666666665,4.825317954696793,133.82747813468717,27.73443727255823
omega_urban,30,2190,2220,36.75,904.6333333333333,23168.98383333334,5.999349349413971,153.65211844993314,25.611463760639676
ramp_inside,30,2190,2220,36.75,64.91666666666667,2787.2403333333336,10.12282882836579,434.630399966889,42.93566623876765
freeway,30,2190,2220,36.75,815.6833333333333,79774.69049999998,10.39173500815972,1016.3226464934797,97.80105494370771
omega,30,2190,2220,36.75,1785.2333333333333,105730.91466666662,7.574338781615701,448.59221056562166,59.22526355098304
pn_core,30,2220,2250,37.25,638.5333333333333,18680.1375,4.910552805810383,143.65702904606718,29.25475699519733
omega_urban,30,2220,2250,37.25,883.3333333333334,23345.541999999998,5.858091962101414,154.82301729181236,26.428915471698108
ramp_inside,30,2220,2250,37.25,74.26666666666667,2769.3045,11.580828051141966,431.83356242038167,37.28866023339318
freeway,30,2220,2250,37.25,816.8,77381.42216666663,10.405961244761889,985.8326152435009,94.73729452334308
omega,30,2220,2250,37.25,1774.4,103496.26866666652,7.528375413540098,439.1111161086974,58.32747332431612
pn_core,30,2250,2280,37.75,650.35,16974.030166666664,5.0014272560954005,130.53644517775382,26.099838804746156
omega_urban,30,2250,2280,37.75,889.5666666666667,21687.104333333336,5.899430195947185,143.82458669021293,24.379403080151388
ramp_inside,30,2250,2280,37.75,82.75,2742.318333333333,12.903682960933542,427.6254543962417,33.139798590130916
freeway,30,2250,2280,37.75,815.85,76086.12083333335,10.393858327055568,969.3305884622148,93.25993850993852
omega,30,2250,2280,37.75,1788.1666666666667,100515.54349999996,7.586784247433095,426.46457752706254,56.21150722341315
pn_core,30,2280,2310,38.25,662.35,16379.074666666666,5.093711606173273,125.96102170752417,24.728730530182933
omega_urban,30,2280,2310,38.25,909.1,20927.95766666665,6.028971399335541,138.79007613996063,23.020523228101034
ramp_inside,30,2280,2310,38.25,80.5,2819.580833333333,12.552827532992751,439.67343995236405,35.02584886128364
freeway,30,2280,2310,38.25,823.75,77891.04500000003,10.494503642718666,992.3251659941291,94.55665553869503
omega,30,2280,2310,38.25,1813.35,101638.5834999999,7.693631399990382,431.2293806855509,56.050174263104154
pn_core,30,2310,2340,38.75,657.5666666666667,17295.363333333335,5.056926038850566,133.0076137147787,26.30206823135804
omega_urban,30,2310,2340,38.75,944.7,22414.805500000002,6.2650635584119305,148.65055690371685,23.726903249708904
ramp_inside,30,2310,2340,38.75,64.75,2891.0425,10.096839537407213,450.8168682366732,44.64930501930502
freeway,30,2310,2340,38.75,808.7833333333333,77214.99150000002,10.303829605871698,983.7123029672122,95.47055226987041
omega,30,2310,2340,38.75,1818.2333333333333,102520.83949999996,7.7143502720613855,434.9725921253889,56.38486415384895
pn_core,30,2340,2370,39.25,662.5166666666667,18074.06233333333,5.094993333257688,138.9960913082195,27.280917209629944
omega_urban,30,2340,2370,39.25,954.65,23569.541166666673,6.331049990513336,156.30853546286988,24.689196215017727
ramp_inside,30,2340,2370,39.25,62.7,2531.380666666666,9.777171258616715,394.7327320375015,40.372897395002646
freeway,30,2340,2370,39.25,791.8833333333333,75229.5221666667,10.088525069832917,958.4175956516763,95.00076463283737
omega,30,2340,2370,39.25,1809.2333333333333,101330.44399999994,7.676165320121654,429.9220149079696,56.00739392376141
pn_core,30,2370,2400,39.75,689.4,19556.76783333333,5.301735911973812,150.39863409358514,28.36780944782903
omega_urban,30,2370,2400,39.75,951.4166666666666,24119.302166666665,6.309607163331305,159.95444168382474,25.350935096785495
ramp_inside,30,2370,2400,39.75,61.6,2273.6069999999995,9.605641938290105,354.53660309074587,36.909204545454536
freeway,30,2370,2400,39.75,795.3833333333333,74163.23733333334,10.133114766645683,944.8332192418521,93.24213146700752
omega,30,2370,2400,39.75,1808.4,100556.14649999996,7.67262967642353,426.63684681635243,55.60503566688783
pn_core,30,2400,2430,40.25,699.5166666666667,17708.76466666667,5.379536745997797,136.1868198287781,25.315715136641973
omega_urban,30,2400,2430,40.25,941.1,21733.268500000002,6.241189070415442,144.1307383132549,23.09347412602274
ramp_inside,30,2400,2430,40.25,88.26666666666667,2792.3050000000003,13.763928491662444,435.42016254053823,31.634875377643507
freeway,30,2400,2430,40.25,781.05,72074.3915,9.95050934160293,918.2215042712974,92.27884450419307
omega,30,2400,2430,40.25,1810.4166666666667,96599.965,7.681185934172989,409.85166898942396,53.35786329113924
pn_core,30,2430,2460,40.75,700.1166666666667,15947.349833333335,5.384150963501691,122.64090123613713,22.778131978003668
omega_urban,30,2430,2460,40.75,960.1,20256.21683333333,6.367193312619132,134.33522378935845,21.09802815678922
ramp_inside,30,2430,2460,40.75,74.16666666666667,2270.891666666667,11.56523447656682,354.11318556244885,30.61876404494382
freeway,30,2430,2460,40.75,807.9833333333333,73459.81233333332,10.293637675171638,935.8716456759892,90.91748468409
omega,30,2430,2460,40.75,1842.25,95986.92083333338,7.816247523441301,407.25066209596866,52.10309178088391
pn_core,30,2460,2490,41.25,682.15,15158.573500000002,5.245980783801763,116.57492529626425,22.22175987685993
omega_urban,30,2460,2490,41.25,972.0,19802.450500000003,6.44611175905197,131.32593521203145,20.372891460905354
ramp_inside,30,2460,2490,41.25,67.78333333333333,2502.516333333334,10.569844632853316,390.23175069354954,36.91934595524958
freeway,30,2460,2490,41.25,809.3666666666667,73591.89983333336,10.31126122200716,937.55442898392,90.92529117416913
omega,30,2460,2490,41.25,1849.15,95896.86666666673,7.845522653261763,406.868582759731,51.85997169870844
pn_core,30,2490,2520,41.75,696.7166666666667,17423.89383333333,5.358003730979627,133.99605985291902,25.008579049350523
omega_urban,30,2490,2520,41.75,969.45,22715.466666666664,6.429200663387791,150.6444822966595,23.431292657348664
ramp_inside,30,2490,2520,41.75,72.58333333333333,3218.789000000001,11.318336212460336,501.9242631316052,44.34611710677384
freeway,30,2490,2520,41.75,814.05,74236.99516666667,10.37092648298043,945.7728876492521,91.19463812624123
omega,30,2490,2520,41.75,1856.0833333333333,100171.25083333338,7.874939208830148,425.00382209041084,53.96915592870294
pn_core,30,2520,2550,42.25,702.0166666666667,18606.872000000007,5.39876265226402,143.09359079184802,26.504886398708493
omega_urban,30,2520,2550,42.25,940.4833333333333,22497.133000000013,6.237099459045672,149.19653660108662,23.92082050009748
ramp_inside,30,2520,2550,42.25,81.83333333333333,2825.624666666668,12.760741860661367,440.6158896103952,34.52901832993892
freeway,30,2520,2550,42.25,827.1166666666667,73623.05933333334,10.537394684414755,937.9513983147305,89.01169847059062
omega,30,2520,2550,42.25,1849.4333333333334,98945.81700000008,7.846724772119124,419.8045851980604,53.500612980552646
pn_core,30,2550,2580,42.75,724.1833333333333,17487.592833333325,5.569232354491202,134.48592825421983,24.14801891786149
omega_urban,30,2550,2580,42.75,947.2,21193.677333333333,6.281643063965047,140.55227641558972,22.375081644144142
ramp_inside,30,2550,2580,42.75,82.85,2400.6446666666666,12.919276535508688,374.34631638093833,28.975795614564475
freeway,30,2550,2580,42.75,834.1166666666667,70759.25183333339,10.626574078040285,901.4667388418387,84.83136072092239
omega,30,2550,2580,42.75,1864.1666666666667,94353.57383333349,7.909234952701945,400.32074246309065,50.614344479213315
pn_core,30,2580,2610,43.25,742.15,16922.082,5.70740253419113,130.13694494453964,22.801430977565182
omega_urban,30,2580,2610,43.25,979.7333333333333,20806.320333333333,6.497397696229613,137.98340140257417,21.236717814371257
ramp_inside,30,2580,2610,43.25,80.01666666666667,2606.6350000000007,12.477458589212876,406.4675726268642,32.57615080191628
freeway,30,2580,2610,43.25,845.4,70600.464,10.770322767289056,899.4437956001555,83.51131298793472
omega,30,2580,2610,43.25,1905.15,94013.41933333344,8.083117909775652,398.8775443259145,49.346990700644795
pn_core,30,2610,2640,43.75,728.2666666666667,17437.402,5.600634668059368,134.09994255138378,23.943704686927862
omega_urban,30,2610,2640,43.75,996.5166666666667,21923.19216666666,6.608701443509539,145.3902745077222,21.99982489003361
ramp_inside,30,2610,2640,43.75,77.33333333333333,2274.1299999999997,12.059031004779785,354.6181574857739,29.40685344827586
freeway,30,2610,2640,43.75,859.75,75822.68983333331,10.953140524221393,965.9745003419047,88.19155549093726
omega,30,2610,2640,43.75,1933.6,100020.01200000009,8.203824785629582,424.3621501368272,51.72735415804721
pn_core,30,2640,2670,44.25,717.1833333333333,17413.647333333338,5.515399816945776,133.91726055349633,24.280607933815165
omega_urban,30,2640,2670,44.25,1003.1,22870.456833333334,6.652360808132748,151.67234642823095,22.799777523011997
ramp_inside,30,2640,2670,44.25,72.86666666666666,3007.7374999999997,11.362518007089918,469.01379008714014,41.2772758462946
freeway,30,2640,2670,44.25,876.1,76504.71866666667,11.161438107903882,974.6634885978756,87.32418521477761
omega,30,2640,2670,44.25,1952.0666666666666,102382.91300000002,8.282174649979996,434.38740137275414,52.44847153444214
pn_core,30,2670,2700,44.75,721.4166666666666,19207.94999999999,5.547955684889915,147.71609850652354,26.625320549844044
omega_urban,30,2670,2700,44.75,977.2,23740.56683333332,6.480597130602454,157.44274385895997,24.29448100013643
ramp_inside,30,2670,2700,44.75,77.41666666666667,2727.399000000001,12.072025650259075,425.29899702679387,35.23012701829926
freeway,30,2670,2700,44.75,914.9166666666666,77965.15783333333,11.655959078746406,993.2693570707768,85.21558375079698
omega,30,2670,2700,44.75,1969.5333333333333,104433.12366666668,8.356281741892662,443.08597868086446,53.02429864942627
pn_core,30,2700,2730,45.25,728.5666666666667,17708.220500000003,5.602941776811315,136.18263498984751,24.305559546140827
omega_urban,30,2700,2730,45.25,978.5666666666667,22117.651833333326,6.489660593638158,146.67989255706513,22.60208996150832
ramp_inside,30,2700,2730,45.25,92.36666666666666,2510.9409999999993,14.40326504924344,391.5454573729235,27.1844929628293
freeway,30,2700,2730,45.25,913.0166666666667,77530.88683333337,11.631753243333762,987.7367821494697,84.91727441996316
omega,30,2700,2730,45.25,1983.95,102159.47966666672,8.417448377870196,433.4394245844135,51.49297092500654
pn_core,30,2730,2760,45.75,748.8333333333334,16494.576999999997,5.758799790276168,126.84927652120287,22.027033607834404
omega_urban,30,2730,2760,45.75,1018.4166666666666,20816.431499999995,6.7539379121548455,138.05045666013353,20.4399949267654
ramp_inside,30,2730,2760,45.75,75.48333333333333,2025.233833333333,11.77054987513958,315.8063481219269,26.8302119673217
freeway,30,2730,2760,45.75,918.6833333333333,77464.69299999998,11.703946085792525,986.8934784468382,84.32143067070625
omega,30,2730,2760,45.75,2012.5833333333333,100306.35833333334,8.538933095337715,425.5770524675437,49.83960498530082
pn_core,30,2760,2790,46.25,721.35,16270.701333333334,5.54744299405615,125.12759148815424,22.55590397634066
omega_urban,30,2760,2790,46.25,1013.3833333333333,20955.549666666666,6.72055784097457,138.97306082684938,20.678798414551913
ramp_inside,30,2760,2790,46.25,84.71666666666667,2491.5208333333317,13.210356594244752,388.517159201139,29.410043281526637
freeway,30,2760,2790,46.25,922.7333333333333,75558.88916666669,11.755542734961583,962.6137027002846,81.88594303157289
omega,30,2760,2790,46.25,2020.8333333333333,99005.95966666673,8.573935967949135,420.05975684652634,48.992639835051584
pn_core,30,2790,2820,46.75,721.2,17222.68983333333,5.5462894396801765,132.4487281551633,23.88060154372342
omega_urban,30,2790,2820,46.75,1011.5166666666667,22578.862333333327,6.708178476828243,149.73854937542754,22.321789721705024
ramp_inside,30,2790,2820,46.75,90.23333333333333,3055.836333333333,14.070602124973655,476.5141175327488,33.86593646102696
freeway,30,2790,2820,46.75,912.25,73144.07616666664,11.621985976412871,931.8491942632771,80.17985877409333
omega,30,2790,2820,46.75,2014.0,98778.77483333337,8.544943689624525,419.09586329738516,49.046064961933155
pn_core,30,2820,2850,47.25,728.3,19043.630500000003,5.600891013476251,146.45242198463856,26.148057805849245
omega_urban,30,2820,2850,47.25,991.4166666666666,24000.00266666667,6.57487925218118,159.16327099473114,24.20778616457931
ramp_inside,30,2820,2850,47.25,103.71666666666667,2862.565833333335,16.173135763522545,446.376337983491,27.599863409930915
freeway,30,2820,2850,47.25,893.9333333333333,72556.72916666664,11.3886332297594,924.3664443621666,81.1657049369826
omega,30,2820,2850,47.25,1989.0666666666666,99419.29766666667,8.439157230176674,421.8134559204,49.982888624480495
pn_core,30,2850,2880,47.75,717.1666666666666,16897.68133333333,5.515271644237335,129.94929497247296,23.561721589588657
omega_urban,30,2850,2880,47.75,976.4833333333333,21374.344500000007,6.4758443390105604,141.75042533279614,21.88910324463637
ramp_inside,30,2850,2880,47.75,100.11666666666666,2306.4141666666674,15.611767078817277,359.65241309090527,23.037264857666067
freeway,30,2850,2880,47.75,911.3,72008.1243333333,11.609883058706549,917.3772663083519,79.01692563736783
omega,30,2850,2880,47.75,1987.9,95688.88299999994,8.434207328999301,405.9861553912954,48.135662256652715
pn_core,30,2880,2910,48.25,740.8833333333333,16998.625000000004,5.6976614083495765,130.7255883618739,22.94372708253662
omega_urban,30,2880,2910,48.25,1010.8666666666667,21023.37233333334,6.703867805384432,139.4228473383003,20.797374200356135
ramp_inside,30,2880,2910,48.25,96.85,2342.2755000000006,15.102376976029166,365.2444768478804,24.18456892101188
freeway,30,2880,2910,48.25,902.1,71163.7125,11.492675855655852,906.6195326987967,78.88672264715663
omega,30,2880,2910,48.25,2009.8166666666666,94529.36033333333,8.527194758259945,401.0665645802182,47.03382248795496
pn_core,30,2910,2940,48.75,737.5,17342.107666666663,5.671642348535954,133.36709458323617,23.514722259887
omega_urban,30,2910,2940,48.75,1043.1,22478.83799999999,6.917632896982623,149.07520777944876,21.550031636468212
ramp_inside,30,2910,2940,48.75,92.85,2520.6595,14.478633993023315,393.06091891800924,27.147652127086705
freeway,30,2910,2940,48.75,906.2,69695.87266666665,11.544909500493663,887.9193803736442,76.91003384094752
omega,30,2910,2940,48.75,2042.15,94695.3701666667,8.664377733747132,401.7709065254802,46.37042830676821
pn_core,30,2940,2970,49.25,743.3333333333334,17166.060499999996,5.7165027964904755,132.01322805332916,23.09335493273542
omega_urban,30,2940,2970,49.25,1035.0333333333333,22388.44599999999,6.864136359064565,148.47574591306582,21.630652152909718
ramp_inside,30,2940,2970,49.25,88.36666666666666,2216.9336666666663,13.77952206623759,345.6992045931913,25.08789513391173
freeway,30,2940,2970,49.25,931.3166666666667,69915.97783333335,11.86489365809765,890.7235011303846,75.07218579430557
omega,30,2940,2970,49.25,2054.7166666666667,94521.35749999993,8.717695240714832,401.03261037952734,46.002136953188966
pn_core,30,2970,3000,49.75,755.1666666666666,19792.298000000003,5.807505419483934,152.20994645646573,26.209178547781953
omega_urban,30,2970,3000,49.75,1002.3,24033.56333333333,6.64705536635575,159.3858386984776,23.978412983471348
ramp_inside,30,2970,3000,49.75,106.2,3046.2699999999995,16.560376198805344,475.02238421030836,28.684274952919015
freeway,30,2970,3000,49.75,929.0833333333334,71905.61316666665,11.836441184893314,916.0712829250408,77.39414817472417
omega,30,2970,3000,49.75,2037.5833333333333,98985.44649999995,8.645002406281415,419.9727241483816,48.57982732812562
pn_core,30,3000,3030,50.25,724.9,17171.440000000002,5.574743780954186,132.05459835843286,23.688012139605465
omega_urban,30,3000,3030,50.25,959.9,21044.66933333334,6.3658669521748825,139.56408483020618,21.923814286210376
ramp_inside,30,3000,3030,50.25,116.51666666666667,2981.5221666666666,18.169113309141267,464.92588253368365,25.588804176798742
freeway,30,3000,3030,50.25,933.1166666666667,73016.17633333334,11.887825502172786,930.2197614659243,78.2497826281101
omega,30,3000,3030,50.25,2009.5333333333333,97042.36783333331,8.525992639402583,411.7286835370722,48.29099683176856
