window_sec,start_sec,end_sec,minute,direction,cell,n_veh,k_veh_km_lane,q_veh_h_lane,speed_kph
30,120,150,2.25,E,10,0.18333333333333332,0.08925238952988337,12.475699008487098,139.78
30,120,150,2.25,E,11,0.0,0.0,0.0,
30,120,150,2.25,E,12,0.0,0.0,0.0,
30,120,150,2.25,E,13,0.0,0.0,0.0,
30,120,150,2.25,E,14,0.5333333333333333,0.3461910861760321,14.283844215623086,41.26
30,120,150,2.25,E,15,0.0,0.0,0.0,
30,120,150,2.25,E,16,0.0,0.0,0.0,
30,120,150,2.25,E,17,0.0,0.0,0.0,
30,120,150,2.25,E,18,0.0,0.0,0.0,
30,120,150,2.25,E,19,0.0,0.0,0.0,
30,120,150,2.25,E,20,0.0,0.0,0.0,
30,120,150,2.25,W,0,21.2,13.7655991184822,1155.2967363193,83.92636792452832
30,120,150,2.25,W,1,15.716666666666667,10.20515720812006,1147.4299994394198,112.4362884411453
30,120,150,2.25,W,2,14.966666666666667,9.718166673268094,1146.6742983494485,117.9928619153675
30,120,150,2.25,W,3,13.266666666666667,8.614304680597597,1022.2046689531363,118.6636306532663
30,120,150,2.25,W,4,10.5,6.817867487927505,794.3340491011992,116.50769841269837
30,120,150,2.25,W,5,9.933333333333334,6.449919083817131,747.166526738053,115.84122483221476
30,120,150,2.25,W,6,9.233333333333333,5.995394584621964,685.7030184539111,114.37162454873648
30,120,150,2.25,W,7,5.416666666666667,2.968737816449983,345.5713125620223,116.40344615384612
30,120,150,2.25,W,8,3.9166666666666665,1.9073795948368615,240.05159502386581,125.85412765957447
30,120,150,2.25,W,9,1.2666666666666666,0.6168534758719384,80.43128122414893,130.3896052631579
30,120,150,2.25,W,10,0.05,0.024349526742598236,3.3312587536548643,136.81
30,120,150,2.25,W,11,0.0,0.0,0.0,
30,120,150,2.25,W,12,0.0,0.0,0.0,
30,120,150,2.25,W,13,0.0,0.0,0.0,
30,120,150,2.25,W,14,0.0,0.0,0.0,
30,120,150,2.25,W,15,0.0,0.0,0.0,
30,120,150,2.25,W,16,0.0,0.0,0.0,
30,120,150,2.25,W,17,0.0,0.0,0.0,
30,120,150,2.25,W,18,0.0,0.0,0.0,
30,120,150,2.25,W,19,0.0,0.0,0.0,
30,120,150,2.25,W,20,0.0,0.0,0.0,
30,150,180,2.75,E,0,20.2,9.833990555474417,814.9276244259447,82.86845709570956
30,150,180,2.75,E,1,14.916666666666666,7.2618989662950515,809.4949937523329,111.471530726257
30,150,180,2.75,E,2,14.8,7.205101991139671,857.6729467893479,119.03689189189188
30,150,180,2.75,E,3,17.066666666666666,8.308569900388035,956.028029739487,115.06529296874996
30,150,180,2.75,E,4,14.166666666666666,6.896775554581891,786.2738750141991,114.00601176470589
30,150,180,2.75,E,5,11.3,5.5011927324759595,627.4662053432797,114.06002949852508
30,150,180,2.75,E,6,11.116666666666667,5.411940346948379,647.563653181442,119.65461769115443
30,150,180,2.75,E,7,12.466666666666667,6.069162488032065,719.784901741233,118.59707219251341
30,150,180,2.75,E,8,10.4,5.063044642422476,609.7754085325289,120.43650641025641
30,150,180,2.75,E,9,5.9,2.872298578845079,356.74070056822774,124.20042372881353
30,150,180,2.75,E,10,2.6,1.265761160605619,165.06174642584762,130.40512820512822
30,150,180,2.75,E,11,1.0166666666666666,0.49494506921117143,68.44846891582692,138.29508196721312
30,150,180,2.75,E,12,0.36666666666666664,0.17850477905976644,24.95431900426786,139.79636363636362
30,150,180,2.75,E,13,0.11666666666666667,0.06836640271942367,2.7779222750693817,40.63285714285714
30,150,180,2.75,E,14,1.5833333333333333,1.0277547870850954,42.05810595123959,40.922315789473714
30,150,180,2.75,E,15,1.0333333333333334,0.6707452304063964,27.58915772790465,41.13209677419355
30,150,180,2.75,E,16,0.0,0.0,0.0,
30,150,180,2.75,E,17,0.0,0.0,0.0,
30,150,180,2.75,E,18,0.0,0.0,0.0,
30,150,180,2.75,E,19,0.0,0.0,0.0,
30,150,180,2.75,E,20,0.0,0.0,0.0,
30,150,180,2.75,W,0,19.45,12.629287870494283,1075.5508458159825,85.16322193658952
30,150,180,2.75,W,1,16.1,10.454063481488841,1157.6921886501764,110.7408799171842
30,150,180,2.75,W,2,15.183333333333334,9.858852827780884,1137.6361869030713,115.39234906695937
30,150,180,2.75,W,3,14.166666666666666,9.19869218405522,1093.4271123768508,118.8676705882353
30,150,180,2.75,W,4,14.916666666666666,9.685700637611296,1157.5181706990566,119.50794413407823
30,150,180,2.75,W,5,13.683333333333334,8.884871758076955,1042.6747641288398,117.35394640682092
30,150,180,2.75,W,6,9.616666666666667,6.244300857990747,723.2912205562816,115.83221837088385
30,150,180,2.75,W,7,8.216666666666667,4.503346903107205,493.39308090895315,109.56141987829615
30,150,180,2.75,W,8,6.6,3.2141375300229664,386.2562992225683,120.17416666666666
30,150,180,2.75,W,9,4.75,2.313200534519769,285.837969474194,123.5681754385965
30,150,180,2.75,W,10,3.683333333333333,1.7937484700380697,228.75414510110258,127.52855203619914
30,150,180,2.75,W,11,1.4833333333333334,0.7223692933637477,94.69977358186732,131.0960674157303
30,150,180,2.75,W,12,0.16666666666666666,0.0811650891419941,11.034150373586673,135.947
30,150,180,2.75,W,13,0.0,0.0,0.0,
30,150,180,2.75,W,14,0.0,0.0,0.0,
30,150,180,2.75,W,15,0.0,0.0,0.0,
30,150,180,2.75,W,16,0.0,0.0,0.0,
30,150,180,2.75,W,17,0.0,0.0,0.0,
30,150,180,2.75,W,18,0.0,0.0,0.0,
30,150,180,2.75,W,19,0.0,0.0,0.0,
30,150,180,2.75,W,20,0.0,0.0,0.0,
30,180,210,3.25,E,0,16.633333333333333,8.097625886438506,666.252535579248,82.27751503006013
30,180,210,3.25,E,1,14.466666666666667,7.042824919267157,795.4846404751473,112.9496543778802
30,180,210,3.25,E,2,15.35,7.47285915972932,857.9566071109814,114.80968512486432
30,180,210,3.25,E,3,12.8,6.231427425291027,744.4395869602188,119.46533854166667
30,180,210,3.25,E,4,16.15,7.862324132223356,927.7453223634033,117.99886480908157
30,180,210,3.25,E,5,16.816666666666666,8.186878270012157,935.9313885730905,114.3209117938553
30,180,210,3.25,E,6,13.733333333333333,6.685815361147622,765.2874738328221,114.4643446601942
30,180,210,3.25,E,7,10.683333333333334,5.2009801535141085,600.3469483796632,115.42957878315131
30,180,210,3.25,E,8,10.066666666666666,4.90076757054996,576.3451957872874,117.60304635761585
30,180,210,3.25,E,9,6.483333333333333,3.1562829016122476,376.47225586760254,119.27709511568128
30,180,210,3.25,E,10,6.366666666666666,3.099492072765041,377.61128150203683,121.83005235602096
30,180,210,3.25,E,11,5.133333333333334,2.4990669068367346,312.75741200525795,125.1496753246753
30,180,210,3.25,E,12,2.5,1.2170780390438622,158.41203771319135,130.15766666666667
30,180,210,3.25,E,13,1.0166666666666666,0.5957643665549776,65.7300965642731,110.32901639344266
30,180,210,3.25,E,14,3.716666666666667,2.412519131789224,112.93240062277106,46.810986547085214
30,180,210,3.25,E,15,1.85,1.2008503318566128,55.9227344768458,46.569279279279264
30,180,210,3.25,E,16,0.26666666666666666,0.17309520625808414,15.228267139562773,87.97625
30,180,210,3.25,E,17,0.0,0.0,0.0,
30,180,210,3.25,E,18,0.0,0.0,0.0,
30,180,210,3.25,E,19,0.0,0.0,0.0,
30,180,210,3.25,E,20,0.0,0.0,0.0,
30,180,210,3.25,W,0,28.1,18.245912039120277,1272.1419986481142,69.72202846975087
30,180,210,3.25,W,1,14.033333333333333,9.112134007674538,1059.0193568997793,116.220783847981
30,180,210,3.25,W,2,15.166666666666666,9.848030815895285,1128.8135417133367,114.62327472527474
30,180,210,3.25,W,3,15.35,9.967053531193951,1148.3850776001666,115.21811074918566
30,180,210,3.25,W,4,14.733333333333333,9.566658506869704,1088.6358486069798,113.7947850678733
30,180,210,3.25,W,5,13.683333333333334,8.884871758076955,1034.1983150993253,116.39991473812422
30,180,210,3.25,W,6,14.6,9.480082411784911,1103.3570313749608,116.38686073059365
30,180,210,3.25,W,7,10.85,5.9466102107967345,601.2487873130444,101.10781874039938
30,180,210,3.25,W,8,8.05,3.920273805558316,449.1190665884885,114.5631884057971
30,180,210,3.25,W,9,7.05,3.433276582813552,414.2692980986628,120.66295508274236
30,180,210,3.25,W,10,6.083333333333333,2.962525753682785,370.712373000985,125.1338904109589
30,180,210,3.25,W,11,4.35,2.118408826606046,270.8240399306266,127.84314176245212
30,180,210,3.25,W,12,2.2666666666666666,1.1038452123311198,144.1905113465548,130.62566176470588
30,180,210,3.25,W,13,1.3333333333333333,0.6493207131359529,86.82684110018303,133.71949999999998
30,180,210,3.25,W,14,0.3,0.1460971604555894,19.77741610614056,135.37166666666664
30,180,210,3.25,W,15,0.0,0.0,0.0,
30,180,210,3.25,W,16,0.0,0.0,0.0,
30,180,210,3.25,W,17,0.0,0.0,0.0,
30,180,210,3.25,W,18,0.0,0.0,0.0,
30,180,210,3.25,W,19,0.0,0.0,0.0,
30,180,210,3.25,W,20,0.0,0.0,0.0,
30,210,240,3.75,E,0,20.866666666666667,10.158544699219448,819.0119760479043,80.62296325878596
30,210,240,3.75,E,1,11.966666666666667,5.825746880223293,682.6178537234474,117.17259052924791
30,210,240,3.75,E,2,11.666666666666666,5.679697515538028,683.3486685166251,120.31427142857144
30,210,240,3.75,E,3,15.566666666666666,7.578324498986743,880.10303600337,116.13425053533189
30,210,240,3.75,E,4,14.083333333333334,6.856206286613763,794.6007172646574,115.89510059171596
30,210,240,3.75,E,5,12.616666666666667,6.142187165906049,743.6542357019275,121.07319682959047
30,210,240,3.75,E,6,17.933333333333334,8.730506466741312,995.5431413595571,114.0303996282528
30,210,240,3.75,E,7,17.183333333333334,8.365383055028154,924.9793908118718,110.57226964112509
30,210,240,3.75,E,8,12.45,6.0610486344384435,677.9532804310082,111.85412315930387
30,210,240,3.75,E,9,5.616666666666666,2.734363336358168,326.16483878128815,119.28364985163205
30,210,240,3.75,E,10,4.533333333333333,2.2069681774662073,263.27247943138127,119.29147058823527
30,210,240,3.75,E,11,5.483333333333333,2.6694578323028755,315.1221946351202,118.04726443768998
30,210,240,3.75,E,12,6.016666666666667,2.929101147298895,354.61572789380546,121.06639889196676
30,210,240,3.75,E,13,4.55,2.6662897060575226,330.49178537917874,123.9519413919414
30,210,240,3.75,E,14,4.6,2.9858981182682767,241.9354242046912,81.02601449275363
30,210,240,3.75,E,15,3.0166666666666666,1.9581433339283505,125.58644229156867,64.13546961325966
30,210,240,3.75,E,16,1.1833333333333333,0.7681099777702484,91.67641409046908,119.35323943661969
30,210,240,3.75,E,17,1.05,0.681563701864564,80.49916427307988,118.10952380952376
30,210,240,3.75,E,18,0.08333333333333333,0.05409235729083841,6.639295933877506,122.73999999999998
30,210,240,3.75,E,19,0.0,0.0,0.0,
30,210,240,3.75,E,20,0.0,0.0,0.0,
30,210,240,3.75,W,0,23.933333333333334,15.540409067720471,1230.960022838774,79.21027158774373
30,210,240,3.75,W,1,21.9,14.220123617677366,1425.017201587892,100.21130898021308
30,210,240,3.75,W,2,11.883333333333333,7.716094474432239,901.5005368800099,116.83378681626932
30,210,240,3.75,W,3,15.283333333333333,9.923765567974868,1127.2046018567933,113.58637949836421
30,210,240,3.75,W,4,14.6,9.480082411784911,1109.4503651671473,117.02961187214615
30,210,240,3.75,W,5,16.616666666666667,10.789545849942417,1196.0919334238488,110.85655967903712
30,210,240,3.75,W,6,12.333333333333334,8.008288795343418,903.4982802740913,112.82039189189187
30,210,240,3.75,W,7,11.1,6.0836288792482724,629.4277726294508,103.46255255255257
30,210,240,3.75,W,8,11.283333333333333,5.4948765349130015,630.445122335269,114.73326440177253
30,210,240,3.75,W,9,9.566666666666666,4.65886704145385,567.4301202409752,121.79573170731706
30,210,240,3.75,W,10,8.3,4.042021439271307,481.8686930667482,119.21477911646583
30,210,240,3.75,W,11,5.15,2.5080012544876182,302.5418146306242,120.63064724919091
30,210,240,3.75,W,12,4.083333333333333,1.9885446839788556,253.154156529147,127.30624489795917
30,210,240,3.75,W,13,2.9166666666666665,1.420389059984897,187.9256703100052,132.30577142857143
30,210,240,3.75,W,14,2.05,0.9983305964465274,131.94448502698904,132.16512195121953
30,210,240,3.75,W,15,1.4333333333333333,0.6980197666211494,93.70590706532364,134.24534883720932
30,210,240,3.75,W,16,0.4666666666666667,0.22726180690018782,30.601370453627542,134.6525
30,210,240,3.75,W,17,0.0,0.0,0.0,
30,210,240,3.75,W,18,0.0,0.0,0.0,
30,210,240,3.75,W,19,0.0,0.0,0.0,
30,210,240,3.75,W,20,0.0,0.0,0.0,
30,240,270,4.25,E,0,22.516666666666666,10.961816204988397,876.2309527286889,79.93483345669874
30,240,270,4.25,E,1,15.95,7.764957889099849,870.1841033380394,112.06552769070012
30,240,270,4.25,E,2,13.216666666666667,6.434285899745223,752.7914090518149,116.99688524590164
30,240,270,4.25,E,3,10.916666666666666,5.314563754642737,648.2464698314528,121.97548091603053
30,240,270,4.25,E,4,12.766666666666667,6.215211852717329,749.167356344222,120.53770234986943
30,240,270,4.25,E,5,15.6,7.594566958108404,892.5699001993343,117.52742521367522
30,240,270,4.25,E,6,12.533333333333333,6.101617902406567,720.5576651574896,118.09288563829786
30,240,270,4.25,E,7,15.55,7.570225402852829,856.1641757136133,113.09625937834942
30,240,270,4.25,E,8,19.6,9.541891826103896,1008.0337698586573,105.64296768707482
30,240,270,4.25,E,9,9.55,4.649229055588221,523.0361591558484,112.49954624781844
30,240,270,4.25,E,10,6.25,3.0426950976096605,353.7164695000246,116.25104000000002
30,240,270,4.25,E,11,4.333333333333333,2.109601934342698,249.22723658374318,118.13946153846152
30,240,270,4.25,E,12,4.583333333333333,2.2313097382470803,265.539408986904,119.00607272727275
30,240,270,4.25,E,13,3.533333333333333,2.070525339502545,242.34180603967704,117.0436320754717
30,240,270,4.25,E,14,7.9,5.1279554639824765,360.17666513397154,70.23786919831221
30,240,270,4.25,E,15,7.333333333333333,4.76012744159378,399.5417295490323,83.93509090909092
30,240,270,4.25,E,16,2.933333333333333,1.9040472688389254,239.9361365236512,126.01375000000003
30,240,270,4.25,E,17,1.0666666666666667,0.6923821733227317,94.3329600960681,136.24406250000004
30,240,270,4.25,E,18,1.3666666666666667,0.88711465956975,110.46524836505851,124.52195121951212
30,240,270,4.25,E,19,0.95,0.6166528731155557,73.10582087856784,118.55263157894734
30,240,270,4.25,E,20,0.08333333333333333,0.05409235729083841,6.639295933877506,122.73999999999998
30,240,270,4.25,W,0,16.266666666666666,10.562283600344832,871.12531391951,82.47509221311478
30,240,270,4.25,W,1,14.5,9.415150340471316,986.4278984540324,104.77027586206897
30,240,270,4.25,W,2,22.666666666666668,14.717936164414931,1571.7238577528785,106.78969117647058
30,240,270,4.25,W,3,15.05,9.772257696708078,1138.2078610075441,116.4733776301218
30,240,270,4.25,W,4,12.616666666666667,8.192262997398606,943.7396068103353,115.19889035667106
30,240,270,4.25,W,5,14.333333333333334,9.306930221615325,1078.93012724738,115.92760465116277
30,240,270,4.25,W,6,15.65,10.161869160577663,1127.5974722377516,110.96358892438761
30,240,270,4.25,W,7,11.933333333333334,6.540357774086732,592.7428510671309,90.62850558659218
30,240,270,4.25,W,8,7.8,3.7985261718453245,419.8895700263171,110.54012820512823
30,240,270,4.25,W,9,9.433333333333334,4.593935096625225,556.6066955224228,121.16120141342758
30,240,270,4.25,W,10,10.15,4.942953928747442,603.156445384661,122.02348111658456
30,240,270,4.25,W,11,8.333333333333334,4.0582544570997054,499.5568386132847,123.09647999999997
30,240,270,4.25,W,12,5.6,2.727146995171002,342.70514151620273,125.66434523809521
30,240,270,4.25,W,13,3.716666666666667,1.8099814878664686,221.14873275323018,122.18286995515692
30,240,270,4.25,W,14,3.966666666666667,1.9317291215794599,245.68015046059563,127.18147058823527
30,240,270,4.25,W,15,2.783333333333333,1.3554569886713015,180.99457752272465,133.53029940119762
30,240,270,4.25,W,16,2.1166666666666667,1.0307946241544232,139.2402248203657,135.08047244094487
30,240,270,4.25,W,17,1.6666666666666667,0.8116508914199412,109.34544576191618,134.7198
30,240,270,4.25,W,18,0.6,0.2921943209111788,39.3446957964925,134.6525
30,240,270,4.25,W,19,0.0,0.0,0.0,
30,240,270,4.25,W,20,0.0,0.0,0.0,
