window_sec,start_sec,end_sec,minute,direction,cell,n_veh,k_veh_km_lane,q_veh_h_lane,speed_kph
30,2130,2160,35.75,E,2,26.033333333333335,12.67383931324343,1447.8888564334738,114.24232394366194
30,2130,2160,35.75,E,3,23.75,11.56221885552046,1334.414421080919,115.41162105263159
30,2130,2160,35.75,E,4,23.866666666666667,11.619038346072081,1319.851922171916,113.5939036312849
30,2130,2160,35.75,E,5,18.616666666666667,9.063174457486204,1017.0241623160825,112.21500447627577
30,2130,2160,35.75,E,6,22.6,11.002385472956524,1228.099492072765,111.62120206489678
30,2130,2160,35.75,E,7,20.95,10.199113967187573,1155.739009785307,113.31758949880668
30,2130,2160,35.75,E,8,36.18333333333333,17.615176151761528,1298.351427226848,73.70641179180103
30,2130,2160,35.75,E,9,37.75,18.377842601932496,924.6267472338292,50.31203973509934
30,2130,2160,35.75,E,10,26.216666666666665,12.763091702773323,1058.2497606413194,82.91484424666243
30,2130,2160,35.75,E,11,21.55,10.49121269655811,1137.0237573633228,108.37867749419954
30,2130,2160,35.75,E,12,12.5,6.08539019521931,705.9789364360701,116.01210666666664
30,2130,2160,35.75,E,13,10.766666666666667,6.309242308106812,670.415888008977,106.25933436532506
30,2130,2160,35.75,E,14,11.583333333333334,7.518837652885698,612.4144115091182,81.45067625899279
30,2130,2160,35.75,E,15,19.616666666666667,12.733340906263363,887.805202602925,69.72288020390825
30,2130,2160,35.75,E,16,11.616666666666667,7.54045992261779,789.8840565034685,104.75276901004305
30,2130,2160,35.75,E,17,6.833333333333333,4.43557329784875,511.5128009563533,115.32056097560977
30,2130,2160,35.75,E,18,6.95,4.511302598055924,547.6233440977129,121.3891846522782
30,2130,2160,35.75,E,19,8.35,5.42005420054199,644.9914263613675,119.00091816367265
30,2130,2160,35.75,E,20,10.066666666666666,6.534356760733281,768.7848151934618,117.65271523178806
30,2130,2160,35.75,W,0,27.133333333333333,17.61823534975552,1456.524190551388,82.6714004914005
30,2130,2160,35.75,W,1,20.483333333333334,13.300252607401434,1415.3501148107243,106.4152807160293
30,2130,2160,35.75,W,2,14.3,9.285286197844126,1065.1187510186219,114.71038461538461
30,2130,2160,35.75,W,3,14.683333333333334,9.534173899003118,1111.4047117216442,116.57063564131668
30,2130,2160,35.75,W,4,26.083333333333332,16.93644860096277,1718.4670923180386,101.4656102236422
30,2130,2160,35.75,W,5,30.016666666666666,19.490443405964182,1857.1385128780857,95.28456968350915
30,2130,2160,35.75,W,6,22.766666666666666,14.782868235728525,1520.720906157357,102.87049048316253
30,2130,2160,35.75,W,7,16.2,8.87880971565964,742.1501994453829,83.58667695473252
30,2130,2160,35.75,W,8,12.45,6.063032158906959,692.911154745463,114.28459170013386
30,2130,2160,35.75,W,9,19.45,9.471947451875685,1069.7700240378056,112.94087403598971
30,2130,2160,35.75,W,10,16.35,7.962295244829623,927.8622544025568,116.53200815494391
30,2130,2160,35.75,W,11,16.433333333333334,8.00287778940062,832.3738808145856,104.00932048681538
30,2130,2160,35.75,W,12,22.083333333333332,10.75437431131422,944.814557250932,87.85397735849057
30,2130,2160,35.75,W,13,25.016666666666666,12.182879880213315,877.5549146760119,72.03181212524984
30,2130,2160,35.75,W,14,16.466666666666665,8.019110807229017,633.7093387252926,79.02488866396762
30,2130,2160,35.75,W,15,17.216666666666665,8.38435370836799,779.6783395051267,92.9920619554695
30,2130,2160,35.75,W,16,19.8,9.642393807050826,1029.0038822809809,106.71664141414142
30,2130,2160,35.75,W,17,18.216666666666665,8.871344243219955,1038.0523040820847,117.01183897529737
30,2130,2160,35.75,W,18,13.683333333333334,6.663653818557717,793.7168968183934,119.11136419001217
30,2130,2160,35.75,W,19,7.916666666666667,3.8553417342447203,471.4924669057466,122.2958947368421
30,2130,2160,35.75,W,20,12.633333333333333,6.152313756963153,729.8829079958002,118.63551451187335
30,2160,2190,36.25,E,0,30.2,14.702302711649871,1154.1701150544436,78.50267660044149
30,2160,2190,36.25,E,1,24.966666666666665,12.154552683251383,1267.211511935479,104.2581775700935
30,2160,2190,36.25,E,2,20.666666666666668,10.061178456095936,1175.1249533453415,116.7979435483871
30,2160,2190,36.25,E,3,25.25,12.292464256921752,1393.4495689280254,113.3580330033003
30,2160,2190,36.25,E,4,24.883333333333333,12.113983415283252,1358.5562208915496,112.14776959142664
30,2160,2190,36.25,E,5,24.533333333333335,11.943592481127746,1365.2702714699235,114.30985054347828
30,2160,2190,36.25,E,6,23.566666666666666,11.472988981386816,1285.2279181474444,112.02206506364921
30,2160,2190,36.25,E,7,18.733333333333334,9.119971439235348,1032.9227723414956,113.25943060498219
30,2160,2190,36.25,E,8,39.55,19.254174577673933,1123.439462538339,58.34783817951961
30,2160,2190,36.25,E,9,30.066666666666666,14.637363379199215,845.7659235689449,57.78130266075387
30,2160,2190,36.25,E,10,22.783333333333335,11.091637862486417,1092.7183843694731,98.5173152889539
30,2160,2190,36.25,E,11,19.616666666666667,9.550005679697522,1064.1653278808244,111.43085811384877
30,2160,2190,36.25,E,12,23.266666666666666,11.326939616701543,1248.2125180533228,110.19856733524355
30,2160,2190,36.25,E,13,15.2,8.907165611444912,998.3892504445516,112.08832236842107
30,2160,2190,36.25,E,14,10.633333333333333,6.902184780634641,587.8764955056755,85.17252351097179
30,2160,2190,36.25,E,15,11.65,7.56211154925921,620.1560023584273,82.00831187410587
30,2160,2190,36.25,E,16,13.083333333333334,8.492483557037254,881.0298256022527,103.74230573248408
30,2160,2190,36.25,E,17,13.4,8.698051052366818,970.3285028858279,111.55700248756219
30,2160,2190,36.25,E,18,9.666666666666666,6.274713445737256,697.8654073965896,111.21868965517245
30,2160,2190,36.25,E,19,5.316666666666666,3.451092395155478,409.8383179440564,118.75611285266456
30,2160,2190,36.25,E,20,7.4,4.803401327426451,572.3779541188629,119.16096846846845
30,2160,2190,36.25,W,0,26.316666666666666,17.08795676736116,1485.6960057902088,86.94404053198224
30,2160,2190,36.25,W,1,19.916666666666668,12.93230420329106,1462.5891706724344,113.09579079497908
30,2160,2190,36.25,W,2,22.416666666666668,14.555605986130944,1574.8295587238076,108.1940223048327
30,2160,2190,36.25,W,3,16.916666666666668,10.984320666842413,1229.8346269941137,111.96273891625616
30,2160,2190,36.25,W,4,13.8,8.96062584127615,1028.413733306235,114.77030193236715
30,2160,2190,36.25,W,5,23.983333333333334,15.57287510337727,1484.5318819716756,95.32805420430856
30,2160,2190,36.25,W,6,28.666666666666668,18.61386044323065,1707.6758149461941,91.74216279069768
30,2160,2190,36.25,W,7,17.633333333333333,9.66438341478179,869.9290596627804,90.01392249527409
30,2160,2190,36.25,W,8,13.466666666666667,6.558139202673124,747.9011519598774,114.04167079207924
30,2160,2190,36.25,W,9,11.85,5.770826596644055,675.7399319772942,117.09586497890294
30,2160,2190,36.25,W,10,13.916666666666666,6.777284943356508,757.2940630659238,111.74003592814373
30,2160,2190,36.25,W,11,19.716666666666665,9.601830045497902,1063.4398511497197,110.75387151310228
30,2160,2190,36.25,W,12,16.116666666666667,7.848664120030831,788.4096739695768,100.45144777662875
30,2160,2190,36.25,W,13,23.083333333333332,11.241364846166183,979.7226881098338,87.15335740072202
30,2160,2190,36.25,W,14,34.93333333333333,17.012202684161963,1169.273851660086,68.7314790076336
30,2160,2190,36.25,W,15,9.433333333333334,4.593944045436867,405.37846956406565,88.24192579505302
30,2160,2190,36.25,W,16,11.283333333333333,5.494865831122398,638.8619962417387,116.26525849335302
30,2160,2190,36.25,W,17,16.183333333333334,7.881130155687628,909.2888412287485,115.37543769309988
30,2160,2190,36.25,W,18,18.633333333333333,9.074256966074941,1037.0229684215858,114.28186046511627
30,2160,2190,36.25,W,19,16.966666666666665,8.262606074655,963.9060471887337,116.65884086444011
30,2160,2190,36.25,W,20,12.566666666666666,6.119847721306356,724.5325053195601,118.39061007957561
30,2190,2220,36.75,E,0,34.416666666666664,16.755107670837187,1279.1804196485075,76.34569975786924
30,2190,2220,36.75,E,1,22.433333333333334,10.921246937020268,1190.759862389043,109.03149331352155
30,2190,2220,36.75,E,2,22.183333333333334,10.79953913311588,1268.2506531652139,117.43562734785876
30,2190,2220,36.75,E,3,22.0,10.710265887218952,1258.9262763715958,117.54388636363639
30,2190,2220,36.75,E,4,23.333333333333332,11.359395031076057,1320.6663096571085,116.26202857142859
30,2190,2220,36.75,E,5,24.516666666666666,11.935478627540023,1354.503674590231,113.48549286199867
30,2190,2220,36.75,E,6,23.516666666666666,11.448647420605939,1309.682991740097,114.3963075832743
30,2190,2220,36.75,E,7,27.25,13.266150625578108,1504.3641172938671,113.39869113149848
30,2190,2220,36.75,E,8,42.6,20.73900978530745,1069.4187235285535,51.565563380281695
30,2190,2220,36.75,E,9,33.333333333333336,16.227675586695362,718.3830516857948,44.26900499999999
30,2190,2220,36.75,E,10,13.4,6.523538289275113,738.2452980218429,113.16639303482587
30,2190,2220,36.75,E,11,17.666666666666668,8.600684809243308,1025.0105480096722,119.1777830188679
30,2190,2220,36.75,E,12,20.783333333333335,10.117975431251308,1145.7181571815704,113.23591018444263
30,2190,2220,36.75,E,13,19.866666666666667,11.641821720221857,1116.0539825009246,95.86592281879196
30,2190,2220,36.75,E,14,15.3,9.931356784674922,786.1987666739107,79.16327886710243
30,2190,2220,36.75,E,15,13.233333333333333,8.58986633778514,734.2733503183339,85.48134760705288
30,2190,2220,36.75,E,16,8.766666666666667,5.6905049057345165,653.4811393299573,114.83711026615968
30,2190,2220,36.75,E,17,9.466666666666667,6.144891788239244,718.8564875668724,116.98440140845074
30,2190,2220,36.75,E,18,12.183333333333334,7.908302635920577,940.3401327426453,118.90543091655266
30,2190,2220,36.75,E,19,13.95,9.055060610486318,1045.3011591992138,115.43833930704899
30,2190,2220,36.75,E,20,8.366666666666667,5.430872672000177,615.249068259146,113.28733067729083
30,2190,2220,36.75,W,0,26.75,17.369329076386737,1445.8528210712363,83.24171962616822
30,2190,2220,36.75,W,1,20.7,13.440938761914223,1507.5151297137165,112.15847020933977
30,2190,2220,36.75,W,2,19.233333333333334,12.488601715981494,1440.1347946512421,115.31593587521662
30,2190,2220,36.75,W,3,23.083333333333332,14.988457264607625,1665.5561139702804,111.12258483754512
30,2190,2220,36.75,W,4,20.383333333333333,13.235320536087839,1468.142269631292,110.9260834014718
30,2190,2220,36.75,W,5,15.6,10.129403124920865,1138.199472621717,112.36589743589745
30,2190,2220,36.75,W,6,18.083333333333332,11.741882895875147,1261.402558713202,107.42762211981567
30,2190,2220,36.75,W,7,23.933333333333334,13.11725385976054,1016.2197814084338,77.47199164345405
30,2190,2220,36.75,W,8,13.25,6.452624586788532,743.3219799606641,115.19684276729558
30,2190,2220,36.75,W,9,13.2,6.428262538033883,763.1501797965549,118.71795454545455
30,2190,2220,36.75,W,10,13.283333333333333,6.468857604616931,750.1452043444749,115.9625470514429
30,2190,2220,36.75,W,11,11.016666666666667,5.365012392285811,617.8744356591352,115.16738275340391
30,2190,2220,36.75,W,12,14.25,6.939615121640497,746.8914582509509,107.62721637426901
30,2190,2220,36.75,W,13,31.0,15.096706580410904,1011.1259480894062,66.97659139784945
30,2190,2220,36.75,W,14,22.383333333333333,10.900471471769809,804.9714104090004,73.84739389426655
30,2190,2220,36.75,W,15,37.18333333333333,18.107931387578883,1172.4876645297525,64.74995069475573
30,2190,2220,36.75,W,16,7.2,3.5063250207457552,418.1368070625176,119.25215277777778
30,2190,2220,36.75,W,17,7.316666666666666,3.5631474133335415,431.4634682426979,121.09054669703872
30,2190,2220,36.75,W,18,11.716666666666667,5.705905766682186,674.9337368212247,118.28687055476531
30,2190,2220,36.75,W,19,17.55,8.54668388665198,996.7433319632664,116.62339981006645
30,2190,2220,36.75,W,20,18.4,8.96062584127615,1042.1146167936413,116.29931159420289
30,2220,2250,37.25,E,0,31.316666666666666,15.245930902422796,1247.5444233484252,81.82802554550292
30,2220,2250,37.25,E,1,26.0,12.65761160605618,1332.2856725573242,105.2556923076923
30,2220,2250,37.25,E,2,21.866666666666667,10.64537591483699,1210.7613228826892,113.73589176829265
30,2220,2250,37.25,E,3,19.266666666666666,9.37959648910993,1095.0752736959764,116.75078719723186
30,2220,2250,37.25,E,4,22.916666666666668,11.156548691235413,1297.5670609999509,116.30541818181815
30,2220,2250,37.25,E,5,20.75,10.101747716714703,1198.2357228028454,118.61667469879522
30,2220,2250,37.25,E,6,25.366666666666667,12.3492851694984,1428.2629050841401,115.65551248357423
30,2220,2250,37.25,E,7,24.633333333333333,11.992275611378865,1393.6378462587018,116.21129228687415
30,2220,2250,37.25,E,8,55.016666666666666,26.78383071255864,1146.915680833456,42.82119660708877
30,2220,2250,37.25,E,9,41.28333333333333,20.097976214122202,902.2237919793729,44.89127573677837
30,2220,2250,37.25,E,10,15.55,7.570225402852836,582.0144264316899,76.88204715969991
30,2220,2250,37.25,E,11,9.033333333333333,4.397708647745163,536.8054135631178,122.06479704797043
30,2220,2250,37.25,E,12,13.583333333333334,6.612790678804985,797.9351053989573,120.66541104294477
30,2220,2250,37.25,E,13,18.816666666666666,11.026524095747044,1130.4525329113726,102.5212046058459
30,2220,2250,37.25,E,14,22.966666666666665,14.907853648455383,990.9686304527446,66.47292452830189
30,2220,2250,37.25,E,15,15.466666666666667,10.03954151317961,746.5396578117483,74.35993534482759
30,2220,2250,37.25,E,16,8.55,5.5498650506498235,647.155915939775,116.60750487329432
30,2220,2250,37.25,E,17,9.366666666666667,6.079980959490238,731.6558211490307,120.33850533807833
30,2220,2250,37.25,E,18,8.6,5.582331272414525,662.7742888207331,118.72715116279072
30,2220,2250,37.25,E,19,9.316666666666666,6.047525545115713,717.9362683846375,118.71570661896239
30,2220,2250,37.25,E,20,13.65,8.860328124239333,1036.8943413985048,117.02663003663005
30,2220,2250,37.25,W,0,33.483333333333334,21.741421878168822,1684.1784134194672,77.46404181184666
30,2220,2250,37.25,W,1,19.233333333333334,12.488601715981494,1356.5907026364366,108.62630849220102
30,2220,2250,37.25,W,2,19.616666666666667,12.737507989350275,1455.9826570766327,114.30671197960918
30,2220,2250,37.25,W,3,19.683333333333334,12.780771140434373,1438.4297983949684,112.54640135478408
30,2220,2250,37.25,W,4,20.866666666666667,13.549158880770216,1514.5171878439373,111.77942492012781
30,2220,2250,37.25,W,5,22.883333333333333,14.85862231892772,1657.0856148839891,111.52350327749454
30,2220,2250,37.25,W,6,17.666666666666668,11.471332598735168,1291.7052741940686,112.60289622641508
30,2220,2250,37.25,W,7,18.783333333333335,10.294669289658865,885.8435953118685,86.04876663708959
30,2220,2250,37.25,W,8,19.6,9.545014483098509,1041.8306201467335,109.14919217687073
30,2220,2250,37.25,W,9,12.066666666666666,5.876341006990571,698.0381299859614,118.78788674033149
30,2220,2250,37.25,W,10,13.866666666666667,6.75293541661391,777.7379257190091,115.17034855769231
30,2220,2250,37.25,W,11,12.316666666666666,5.9981000875933645,644.1623470606224,107.39439783491203
30,2220,2250,37.25,W,12,9.833333333333334,4.7887402593776525,501.3671447615079,104.69708474576274
30,2220,2250,37.25,W,13,17.633333333333333,8.587266431222977,692.7002066787832,80.66597353497167
30,2220,2250,37.25,W,14,31.483333333333334,15.332085338922688,916.2119798372933,59.75781895182636
30,2220,2250,37.25,W,15,28.05,13.66008450259761,927.356514732113,67.88805109922757
30,2220,2250,37.25,W,16,24.816666666666666,12.085458231227845,1223.301932244814,101.22098052384153
30,2220,2250,37.25,W,17,12.483333333333333,6.079265176735358,712.2088851747743,117.15377837116154
30,2220,2250,37.25,W,18,6.75,3.2871861102507616,404.06749104424415,122.92200000000001
30,2220,2250,37.25,W,19,8.15,3.9689728590435123,481.32342599789234,121.27153374233127
30,2220,2250,37.25,W,20,12.233333333333333,5.957517543022368,698.4065994360003,117.231144414169
30,2250,2280,37.75,E,0,29.216666666666665,14.22358534962595,1161.4601690927088,81.65734169994295
30,2250,2280,37.75,E,1,22.6,11.002385472956526,1217.2499716015127,110.63509587020651
30,2250,2280,37.75,E,2,24.733333333333334,12.04095873294062,1363.4908232315854,113.23772911051213
30,2250,2280,37.75,E,3,24.066666666666666,11.716381773594065,1351.4209439573979,115.34456371191138
30,2250,2280,37.75,E,4,19.816666666666666,9.647371922821023,1132.0610810898527,117.34398654331372
30,2250,2280,37.75,E,5,19.0,9.249793090003825,1086.1250661490994,117.42155263157895
30,2250,2280,37.75,E,6,22.366666666666667,10.888791522645763,1288.8763124158188,118.36725037257827
30,2250,2280,37.75,E,7,21.733333333333334,10.580465086087985,1247.0373886373595,117.86224693251536
30,2250,2280,37.75,E,8,65.45,31.863103062168367,1224.936062833683,38.44371530430354
30,2250,2280,37.75,E,9,40.333333333333336,19.635487459901388,852.6490544457974,43.42388016528924
30,2250,2280,37.75,E,10,26.383333333333333,12.844230238709581,994.2892264251989,77.41135186355021
30,2250,2280,37.75,E,11,11.366666666666667,5.53364815085277,626.4224396734991,113.20243401759532
30,2250,2280,37.75,E,12,7.283333333333333,3.5457540204144515,408.56790484072474,115.22736842105266
30,2250,2280,37.75,E,13,9.9,5.801377602191094,526.623860824191,90.77565656565658
30,2250,2280,37.75,E,14,24.016666666666666,15.589417349364446,910.5986388415477,58.41133240804995
30,2250,2280,37.75,E,15,18.3,11.878681661068116,899.4415505033303,75.71897085610202
30,2250,2280,37.75,E,16,13.333333333333334,8.654760312904207,946.2599967890843,109.33405
30,2250,2280,37.75,E,17,8.8,5.712152929912537,664.349241895613,116.3045265151515
30,2250,2280,37.75,E,18,7.95,5.160410885545985,610.807328432566,118.36408805031442
30,2250,2280,37.75,E,19,9.733333333333333,6.3179873315699036,755.6166799192919,119.59768835616438
30,2250,2280,37.75,E,20,8.566666666666666,5.5606943294981885,652.4348592787331,117.32974708171209
30,2250,2280,37.75,W,0,28.433333333333334,18.46235227683226,1437.7856605312352,77.87662368112544
30,2250,2280,37.75,W,1,25.05,16.265483864055618,1644.5467990328584,101.10654025282767
30,2250,2280,37.75,W,2,19.916666666666668,12.93230420329106,1452.5810823007514,112.32190794979081
30,2250,2280,37.75,W,3,18.083333333333332,11.74186002317637,1374.3598251339436,117.04788018433183
30,2250,2280,37.75,W,4,21.333333333333332,13.852175213566992,1551.9359172401792,112.0355390625
30,2250,2280,37.75,W,5,19.466666666666665,12.64010988237988,1389.1066277680277,109.896720890411
30,2250,2280,37.75,W,6,27.0,17.531659254670725,1342.4408138758972,76.57237654320988
30,2250,2280,37.75,W,7,13.333333333333334,7.307662317415343,693.12692948056,94.8493375
30,2250,2280,37.75,W,8,12.4,6.038682632164362,685.0148467181057,113.4377956989247
30,2250,2280,37.75,W,9,18.566666666666666,9.041773317386044,1060.3904422774488,117.27682226211851
30,2250,2280,37.75,W,10,16.85,8.205790512255605,977.7165306015114,119.14958456973294
30,2250,2280,37.75,W,11,14.116666666666667,6.874683050326901,681.5042942825362,99.1324675324675
30,2250,2280,37.75,W,12,7.316666666666666,3.5631474133335415,354.4562231221808,99.4784054669704
30,2250,2280,37.75,W,13,10.7,5.210798722916022,479.2051795014645,91.9638629283489
30,2250,2280,37.75,W,14,29.866666666666667,14.544783974245345,904.4575704626606,62.18432477678571
30,2250,2280,37.75,W,15,18.916666666666668,9.212237617616331,796.3468892018617,86.44445814977975
30,2250,2280,37.75,W,16,18.4,8.960608386350263,954.7081016886199,106.54500905797103
30,2250,2280,37.75,W,17,24.133333333333333,11.752704907760746,1290.1910853460654,109.77822513812154
30,2250,2280,37.75,W,18,19.133333333333333,9.317752233500924,1076.6385121205453,115.54702090592335
30,2250,2280,37.75,W,19,10.316666666666666,5.0241190178894355,597.2506300034221,118.87668820678518
30,2250,2280,37.75,W,20,6.683333333333334,3.2547200745939637,404.7509010948198,124.3581296758105
30,2280,2310,38.25,E,0,29.566666666666666,14.393976275092092,1140.975204063418,79.26754791431793
30,2280,2310,38.25,E,1,20.983333333333334,10.215341674374828,1131.618713791928,110.77639396346305
30,2280,2310,38.25,E,2,19.45,9.468867143761255,1105.7333300877917,116.77567266495289
30,2280,2310,38.25,E,3,23.183333333333334,11.286348370546639,1303.2231246973538,115.46897915168944
30,2280,2310,38.25,E,4,24.65,12.000389464972491,1369.254012300602,114.10079783637596
30,2280,2310,38.25,E,5,22.833333333333332,11.115979415180036,1282.539797518786,115.37802919708032
30,2280,2310,38.25,E,6,19.216666666666665,9.355273193450495,1094.0458919559255,116.94430182133569
30,2280,2310,38.25,E,7,20.033333333333335,9.752852019538159,1116.137562273826,114.4421713810316
30,2280,2310,38.25,E,8,66.36666666666666,32.30936500981778,1078.0489427648772,33.36645404319437
30,2280,2310,38.25,E,9,39.983333333333334,19.465096866241087,831.5430961626079,42.71969987494789
30,2280,2310,38.25,E,10,14.45,7.034711065673535,830.4979471950415,118.05715109573244
30,2280,2310,38.25,E,11,22.35,10.880677669052147,1213.0401798029964,111.48571961222967
30,2280,2310,38.25,E,12,18.5,9.00637748892458,1042.0344676500647,115.69962162162163
30,2280,2310,38.25,E,13,9.083333333333334,5.322812783155128,619.4765696741827,116.38143119266056
30,2280,2310,38.25,E,14,7.95,5.160410878311479,412.58729096316216,79.9524109014675
30,2280,2310,38.25,E,15,26.383333333333333,17.12564031827944,1026.5546954870756,59.9425584333544
30,2280,2310,38.25,E,16,8.983333333333333,5.831144760819209,655.3979523702579,112.39610389610394
30,2280,2310,38.25,E,17,11.7,7.594566963633713,887.7736126662669,116.89588319088318
30,2280,2310,38.25,E,18,12.4,8.048942764876756,928.695021880359,115.3809946236559
30,2280,2310,38.25,E,19,8.066666666666666,5.23614018575314,605.1941645164935,115.58020661157022
30,2280,2310,38.25,E,20,7.833333333333333,5.084681585338811,597.1459790446212,117.44019148936171
30,2280,2310,38.25,W,0,25.466666666666665,16.536034161195598,1376.7473490940788,83.25740837696337
30,2280,2310,38.25,W,1,21.383333333333333,13.884641249223792,1464.013888537174,105.44124707716293
30,2280,2310,38.25,W,2,23.083333333333332,14.98848646155491,1561.2341898522861,104.16223104693142
30,2280,2310,38.25,W,3,20.883333333333333,13.559954478377874,1534.5489892044147,113.16770949720674
30,2280,2310,38.25,W,4,16.65,10.811189873713614,1293.284746828772,119.62464464464469
30,2280,2310,38.25,W,5,20.2,13.116278405346247,1529.0172769090948,116.57401815181517
30,2280,2310,38.25,W,6,31.15,20.22634021418493,1626.8288929536368,80.43120385232746
30,2280,2310,38.25,W,7,21.466666666666665,11.7653363310387,927.7756011096506,78.85670031055899
30,2280,2310,38.25,W,8,11.033333333333333,5.37312890120001,590.9754323014978,109.98720543806647
30,2280,2310,38.25,W,9,10.066666666666666,4.902361834561194,575.547749653588,117.40213576158943
30,2280,2310,38.25,W,10,13.166666666666666,6.412042042217535,746.02688772141,116.34778481012654
30,2280,2310,38.25,W,11,18.3,8.911926787790954,944.8675580541417,106.02281420765027
30,2280,2310,38.25,W,12,16.066666666666666,7.824314593288232,772.5809394501941,98.74103734439832
30,2280,2310,38.25,W,13,12.766666666666667,6.2172458282767495,456.45119608121973,73.4169451697128
30,2280,2310,38.25,W,14,9.366666666666667,4.561478009780069,387.8188895187301,85.02044483985766
30,2280,2310,38.25,W,15,30.366666666666667,14.788279241671328,1006.3417530750208,68.04995609220637
30,2280,2310,38.25,W,16,14.083333333333334,6.858436672523526,768.5526799361585,112.05945562130175
30,2280,2310,38.25,W,17,13.2,6.428275060045933,729.2808253645451,113.44891414141416
30,2280,2310,38.25,W,18,19.7,9.593713536583703,1094.0464757793634,114.03785109983079
30,2280,2310,38.25,W,19,22.466666666666665,10.941054016340805,1259.4550023992401,115.11276706231455
30,2280,2310,38.25,W,20,17.433333333333334,8.489868324252583,1004.9358114009032,118.36883365200765
30,2310,2340,38.75,E,0,26.833333333333332,13.063304285737468,1082.8720607565356,82.89419254658385
30,2310,2340,38.75,E,1,20.85,10.150430845625822,1133.300309949207,111.6504636290967
30,2310,2340,38.75,E,2,20.733333333333334,10.09363387047044,1159.876831702448,114.91172025723469
30,2310,2340,38.75,E,3,19.6,9.541873244976886,1094.3851106532743,114.69289965986394
30,2310,2340,38.75,E,4,20.066666666666666,9.769079726725408,1135.7616474368333,116.26086378737541
30,2310,2340,38.75,E,5,23.183333333333334,11.286370340522211,1300.1668198839695,115.19795830337887
30,2310,2340,38.75,E,6,24.283333333333335,11.821884685912725,1351.3300228810665,114.30749485243648
30,2310,2340,38.75,E,7,23.15,11.270142641546173,1253.1689466595258,111.1937077033837
30,2310,2340,38.75,E,8,71.56666666666666,34.840887331029016,948.1717865082846,27.21434094084769
30,2310,2340,38.75,E,9,31.2,15.189104349146858,923.1401298733318,60.77646901709401
30,2310,2340,38.75,E,10,18.683333333333334,9.09562987845448,893.6358177953043,98.24892060660125
30,2310,2340,38.75,E,11,11.1,5.4038264933547575,656.419680963277,121.4731231231231
30,2310,2340,38.75,E,12,17.233333333333334,8.389724615809024,971.2589455235856,115.76767891682782
30,2310,2340,38.75,E,13,17.683333333333334,10.362393326472644,1124.2878367118722,108.49692742695568
30,2310,2340,38.75,E,14,12.8,8.308586068224772,799.4069302739555,96.21455729166664
30,2310,2340,38.75,E,15,12.233333333333333,7.940758050295079,622.6570165901264,78.41279291553134
30,2310,2340,38.75,E,16,17.366666666666667,11.27282530755773,1093.1075868927123,96.96837811900194
30,2310,2340,38.75,E,17,12.05,7.821754864255236,862.7901919737766,110.30647302904563
30,2310,2340,38.75,E,18,7.883333333333334,5.117136999713314,610.0979612590543,119.2264270613108
30,2310,2340,38.75,E,19,12.416666666666666,8.059761236334895,953.6253238779863,118.3193020134228
30,2310,2340,38.75,E,20,12.083333333333334,7.843391807171571,925.4958916854645,117.99689655172413
30,2310,2340,38.75,W,0,22.15,14.382453795961354,1162.5329827867242,80.82994732881865
30,2310,2340,38.75,W,1,18.316666666666666,11.893391062273537,1321.0958022930974,111.07814376706094
30,2310,2340,38.75,W,2,22.883333333333333,14.85862231892772,1505.9409598648376,101.35131828113622
30,2310,2340,38.75,W,3,18.85,12.23967160019583,1381.3145775246294,112.8555260831123
30,2310,2340,38.75,W,4,22.666666666666668,14.717936164414931,1667.5461715726092,113.30027205882351
30,2310,2340,38.75,W,5,18.833333333333332,12.228873430727111,1391.0729873276407,113.75315929203542
30,2310,2340,38.75,W,6,20.233333333333334,13.137922429117447,1298.6946705703826,98.85084019769356
30,2310,2340,38.75,W,7,29.133333333333333,15.967242163552523,1036.6536494719487,64.92377574370711
30,2310,2340,38.75,W,8,18.383333333333333,8.95250933236195,988.215153716939,110.38415231187669
30,2310,2340,38.75,W,9,13.166666666666666,6.412029551826728,729.6167262092598,113.7887341772152
30,2310,2340,38.75,W,10,9.983333333333333,4.861788839605447,566.3167477343577,116.48320534223707
30,2310,2340,38.75,W,11,11.866666666666667,5.778954346909981,545.5659187141372,94.40564606741572
30,2310,2340,38.75,W,12,11.566666666666666,5.632857186454391,581.5554120556781,103.24341498559079
30,2310,2340,38.75,W,13,28.25,13.757482609568001,893.1901516228797,64.92395280235988
30,2310,2340,38.75,W,14,15.05,7.329207549522068,636.6029553182939,86.85836101882614
30,2310,2340,38.75,W,15,9.816666666666666,4.780623750463453,409.4251174134179,85.64261460101866
30,2310,2340,38.75,W,16,16.583333333333332,8.075910638060245,907.1453709367208,112.32731658291458
30,2310,2340,38.75,W,17,18.266666666666666,8.895693769962554,1071.9969241677818,120.50739963503648
30,2310,2340,38.75,W,18,12.666666666666666,6.168546774791552,746.618337725988,121.03634210526316
30,2310,2340,38.75,W,19,14.933333333333334,7.272391987122672,844.4859847370673,116.12217633928569
30,2310,2340,38.75,W,20,20.366666666666667,9.918373893151681,1116.046273191301,112.52310965630114
30,2340,2370,39.25,E,0,32.46666666666667,15.805786800382975,1267.3147201531897,80.18042607802874
30,2340,2370,39.25,E,1,20.116666666666667,9.793421287506288,1087.0575109942718,110.99874896437449
30,2340,2370,39.25,E,2,19.65,9.566233386884765,1099.5512227577362,114.94087362171331
