sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,900.000000,600.000000,1.000000,1.000000,120.000000,3,0,1,0,2,0,55.982052,55.611930,0
10,900.000000,600.000000,1.000000,1.000000,120.000000,21,0,4,0,17,0,57.343218,71.961766,0
20,900.000000,600.000000,1.000000,1.000000,120.000000,42,0,5,0,37,0,58.713944,99.135487,0
30,900.000000,600.000000,1.000000,1.000000,120.000000,64,0,11,0,52,1,59.022023,92.066680,0
40,900.000000,600.000000,1.000000,1.000000,120.000000,86,2,13,1,65,5,57.498326,111.763743,5
50,900.000000,600.000000,1.000000,1.000000,120.000000,98,8,14,2,71,3,49.488591,116.394589,18
60,900.000000,600.000000,1.000000,1.000000,120.000000,114,14,13,3,80,4,45.720727,120.866763,31
70,900.000000,600.000000,1.000000,1.000000,120.000000,135,20,13,2,85,15,48.475702,117.027812,10
80,900.000000,600.000000,1.000000,1.000000,120.000000,149,41,16,0,75,17,54.138769,111.731736,16
90,900.000000,600.000000,1.000000,1.000000,120.000000,163,62,17,2,72,10,53.388595,116.801277,19
100,900.000000,600.000000,1.000000,1.000000,120.000000,179,72,19,2,80,6,50.789474,113.640409,31
110,900.000000,600.000000,1.000000,1.000000,120.000000,194,67,19,5,95,8,44.473625,110.413762,45
120,900.000000,600.000000,1.000000,1.000000,120.000000,214,68,19,6,113,8,37.659491,110.577129,74
130,900.000000,600.000000,1.000000,1.000000,120.000000,230,50,19,8,110,43,44.026015,110.133580,31
140,900.000000,600.000000,1.000000,1.000000,120.000000,249,79,18,10,116,26,50.151789,112.377880,24
150,900.000000,600.000000,1.000000,1.000000,120.000000,266,96,17,14,125,14,49.747816,111.928529,30
160,900.000000,600.000000,1.000000,1.000000,120.000000,278,105,18,17,121,17,47.510165,113.438068,39
170,900.000000,600.000000,1.000000,1.000000,120.000000,284,102,18,19,116,29,42.165930,109.679598,65
180,900.000000,600.000000,1.000000,1.000000,120.000000,292,108,16,18,126,24,38.573792,114.531258,86
190,900.000000,600.000000,1.000000,1.000000,120.000000,318,100,24,15,136,43,42.356971,106.287481,53
200,900.000000,600.000000,1.000000,1.000000,120.000000,335,119,22,15,151,28,47.149301,112.670356,45
210,900.000000,600.000000,1.000000,1.000000,120.000000,341,141,21,14,145,20,44.392905,111.203894,57
220,900.000000,600.000000,1.000000,1.000000,120.000000,355,154,23,11,148,19,41.625026,106.621485,86
230,900.000000,600.000000,1.000000,1.000000,120.000000,360,162,22,10,146,20,36.981838,110.649099,117
240,900.000000,600.000000,1.000000,1.000000,120.000000,371,164,25,10,157,15,31.202569,111.910547,160
