controller,category,case_count,scenarios,mean_vehicle_hours_total_pct_vs_no_control,max_vehicle_hours_total_pct_vs_no_control,mean_stopped_vehicle_hours_pct_vs_no_control,max_stopped_vehicle_hours_pct_vs_no_control,mean_mean_speed_kph_pct_vs_no_control,max_mean_speed_kph_pct_vs_no_control,mean_prediction_total_abs_error_mean_veh_pct_vs_no_control,max_prediction_total_abs_error_mean_veh_pct_vs_no_control,mean_mean_decision_wall_sec,max_mean_decision_wall_sec,mean_mean_signal_split_abs_sec,max_mean_signal_split_abs_sec,mean_mean_signal_offset_abs_sec,max_mean_signal_offset_abs_sec,mean_vsl_mean_abs_step_kph,max_vsl_mean_abs_step_kph,mean_ramp_green_abs_step_sec,max_ramp_green_abs_step_sec,mean_controller_error_count,max_controller_error_count,mean_fallback_state_rows,max_fallback_state_rows
no-control,4_symmetric_high,1,sym_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5040301666666667,0.5040301666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pfo,4_symmetric_high,1,sym_high,-0.012226184411624604,-0.012226184411624604,-3.8221922882640156,-3.8221922882640156,0.8696174728265692,0.8696174728265692,-62.042897824867204,-62.042897824867204,32.26586833333333,32.26586833333333,6.4,6.4,11.166666666666666,11.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wu,4_symmetric_high,1,sym_high,0.044829342842581846,0.044829342842581846,0.1627658977381156,0.1627658977381156,-0.05929801475285827,-0.05929801475285827,-6.279491641867032e-14,-6.279491641867032e-14,1.7562680000000002,1.7562680000000002,0.26666666666666666,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
