case_id,controller,scenario_id,category,demand_profile,urban_volume_vph,freeway_volume_vph,rand_seed,returncode,elapsed_sec,run_dir,state_csv,action_csv,decision_dir,ok,state_rows,completed_sim_sec,warmup_sec,analysis_time_h,vehicle_hours_total,vehicle_hours_freeway,vehicle_hours_urban,stopped_vehicle_hours,mean_total_vehicles,mean_freeway_vehicles,mean_urban_vehicles,mean_ramp_vehicles,mean_boundary_vehicles,mean_speed_kph,freeway_mean_speed_kph,mean_stopped_vehicles,final_total_vehicles,final_urban_vehicles,final_freeway_vehicles,final_stopped_vehicles,controller_statuses,fallback_state_rows,mean_decision_wall_sec_state_csv,max_decision_wall_sec_state_csv,action_rows,decision_count_action_csv,mean_vsl_kph,mean_ramp_green_sec,mean_ramp_rate_vph,mean_signal_green_sec,mean_signal_split_abs_sec,mean_signal_offset_abs_sec,vsl_mean_abs_step_kph,ramp_green_abs_step_sec,ramp_rate_abs_step_vph,signal_green_abs_step_sec,signal_split_abs_step_sec,signal_offset_abs_step_sec,decision_json_count,controller_variants,controller_statuses_json,controller_error_count,controller_error_sample,mean_decision_wall_sec,max_decision_wall_sec,mean_prediction_wall_sec,prediction_error_count,prediction_lag_max_abs_sec,prediction_total_abs_error_mean_veh,prediction_total_abs_error_max_veh,prediction_np_abs_error_mean_veh,prediction_freeway_abs_error_mean_veh,wu_convergence_rate,wu_residual_mean,wu_residual_max,wu_iterations_mean,pfo_convergence_rate,pfo_residual_objective_mean,pfo_residual_control_mean,pfo_iterations_mean,primary_rank_key,vehicle_hours_total_delta_vs_no_control,vehicle_hours_total_pct_vs_no_control,stopped_vehicle_hours_delta_vs_no_control,stopped_vehicle_hours_pct_vs_no_control,mean_speed_kph_delta_vs_no_control,mean_speed_kph_pct_vs_no_control,mean_total_vehicles_delta_vs_no_control,mean_total_vehicles_pct_vs_no_control,final_total_vehicles_delta_vs_no_control,final_total_vehicles_pct_vs_no_control,prediction_total_abs_error_mean_veh_delta_vs_no_control,prediction_total_abs_error_mean_veh_pct_vs_no_control
no-control_sym_high_u2600_fw3400_seed13_300s,no-control,sym_high,4_symmetric_high,sym,2600.0,3400.0,13,0,65.168,evaluation\runs\controller_pilot_no_wu_pfo_sym_300s_20260629\no-control_sym_high_u2600_fw3400_seed13_300s,evaluation\runs\controller_pilot_no_wu_pfo_sym_300s_20260629\no-control_sym_high_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\controller_pilot_no_wu_pfo_sym_300s_20260629\no-control_sym_high_u2600_fw3400_seed13_300s\action.csv,evaluation\runs\controller_pilot_no_wu_pfo_sym_300s_20260629\no-control_sym_high_u2600_fw3400_seed13_300s\decisions,True,61,300.0,60.0,0.06805555555555555,68.15972222222223,9.679166666666667,15.130555555555556,24.745833333333334,1001.530612244898,142.22448979591837,222.3265306122449,34.95918367346939,546.5102040816327,35.94927110204082,92.32808467346938,363.61224489795916,1349.0,348.0,160.0,541.0,ok,0,0.5396795737704918,1.319882,162,6,120.0,10.0,825.5365,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,no-control,ok,0,,0.5040301666666667,1.319882,0.04431316666666667,5,1.0,67.89174439115968,151.27087836574128,101.97289769182022,17.31248767967245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.34618055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wu_sym_high_u2600_fw3400_seed13_300s,wu,sym_high,4_symmetric_high,sym,2600.0,3400.0,13,0,63.672,evaluation\runs\controller_pilot_no_wu_pfo_sym_300s_20260629\wu_sym_high_u2600_fw3400_seed13_300s,evaluation\runs\controller_pilot_no_wu_pfo_sym_300s_20260629\wu_sym_high_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\controller_pilot_no_wu_pfo_sym_300s_20260629\wu_sym_high_u2600_fw3400_seed13_300s\action.csv,evaluation\runs\controller_pilot_no_wu_pfo_sym_300s_20260629\wu_sym_high_u2600_fw3400_seed13_300s\decisions,True,61,300.0,60.0,0.06805555555555555,68.19027777777778,9.679166666666667,15.11111111111111,24.78611111111111,1001.9795918367347,142.22448979591837,222.0408163265306,34.95918367346939,547.1428571428571,35.927953897959185,92.32808467346938,364.2040816326531,1352.0,347.0,160.0,541.0,ok,0,1.6760015409836067,2.362274,162,6,120.0,10.0,825.5365,57.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.08,0.0,6,wu,ok,0,,1.7562680000000002,2.362274,0.04053816666666667,5,1.0,67.89174439115963,154.27087836574128,102.47678658070909,17.31248767967245,0.3333333333333333,0.05730556803336891,0.09063471655205634,2.5,0.0,0.0,0.0,0.0,74.38680555555555,0.03055555555555145,0.044829342842581846,0.04027777777777786,0.1627658977381156,-0.02131720408163318,-0.05929801475285827,0.4489795918367463,0.044829342842589034,3.0,0.2223869532987398,-4.263256414560601e-14,-6.279491641867032e-14
pfo_sym_high_u2600_fw3400_seed13_300s,pfo,sym_high,4_symmetric_high,sym,2600.0,3400.0,13,0,246.536,evaluation\runs\controller_pilot_no_wu_pfo_sym_300s_20260629\pfo_sym_high_u2600_fw3400_seed13_300s,evaluation\runs\controller_pilot_no_wu_pfo_sym_300s_20260629\pfo_sym_high_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\controller_pilot_no_wu_pfo_sym_300s_20260629\pfo_sym_high_u2600_fw3400_seed13_300s\action.csv,evaluation\runs\controller_pilot_no_wu_pfo_sym_300s_20260629\pfo_sym_high_u2600_fw3400_seed13_300s\decisions,True,61,300.0,60.0,0.06805555555555555,68.15138888888889,9.66388888888889,15.238888888888889,23.8,1001.4081632653061,142.0,223.91836734693877,36.40816326530612,541.4285714285714,36.26189224489796,92.37211230612245,349.7142857142857,1361.0,345.0,161.0,539.0,ok,0,32.955924721311476,53.896801,162,6,120.0,10.0,825.5365,57.0,6.4,11.166666666666666,0.0,0.0,0.0,0.0,2.88,4.8,6,pfo,ok,0,,32.26586833333333,53.896801,0.04174166666666667,5,1.0,25.769738787032473,76.87495047972084,64.29003964639632,14.385092162161095,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,74.10138888888889,-0.008333333333339965,-0.012226184411624604,-0.9458333333333329,-3.8221922882640156,0.3126211428571395,0.8696174728265692,-0.12244897959180889,-0.012226184411612096,12.0,0.8895478131949592,-42.1220056041272,-62.042897824867204
