run,model_link,index,sim_sec,count,stopped_count,mean_speed_kph
reference,FW_E,0,2550.0,44.0,0.0,83.132893
reference,FW_E,0,2580.0,37.0,0.0,70.572212
reference,FW_E,0,2610.0,44.0,0.0,72.489641
reference,FW_E,0,2640.0,58.0,0.0,54.515215
reference,FW_E,0,2670.0,85.0,15.0,30.530134
reference,FW_E,0,2700.0,103.0,13.0,30.371792
reference,FW_E,0,2730.0,121.0,25.0,21.263074
reference,FW_E,0,2760.0,149.0,38.0,16.178831
reference,FW_E,0,2790.0,171.0,46.0,11.563586
reference,FW_E,0,2820.0,163.0,34.0,14.191236
reference,FW_E,0,2850.0,179.0,51.0,10.999218
reference,FW_E,0,2880.0,189.0,58.0,9.317747
reference,FW_E,0,2910.0,193.0,71.0,8.630233
reference,FW_E,0,2940.0,172.0,49.0,11.98532
reference,FW_E,0,2970.0,182.0,51.0,10.304419
reference,FW_E,0,3000.0,170.0,44.0,12.736405
reference,FW_E,0,3030.0,169.0,49.0,12.370374
reference,FW_E,0,3060.0,170.0,40.0,13.116439
reference,FW_E,0,3090.0,191.0,62.0,9.851534
reference,FW_E,0,3120.0,184.0,51.0,10.961497
reference,FW_E,0,3150.0,182.0,51.0,10.80505
reference,FW_E,0,3180.0,186.0,53.0,10.105389
reference,FW_E,0,3210.0,183.0,54.0,9.650176
reference,FW_E,0,3240.0,199.0,59.0,8.548614
reference,FW_E,0,3270.0,185.0,57.0,10.529124
reference,FW_E,0,3300.0,188.0,62.0,9.930391
reference,FW_E,0,3330.0,201.0,71.0,8.410373
reference,FW_E,0,3360.0,192.0,51.0,9.904877
reference,FW_E,0,3390.0,188.0,54.0,9.576843
reference,FW_E,0,3420.0,201.0,71.0,9.019441
reference,FW_E,0,3450.0,210.0,80.0,7.530012
reference,FW_E,0,3480.0,210.0,68.0,8.011614
reference,FW_E,0,3510.0,199.0,57.0,8.974721
reference,FW_E,0,3540.0,209.0,70.0,7.864546
reference,FW_E,0,3570.0,214.0,67.0,7.298365
reference,FW_E,0,3600.0,210.0,73.0,8.057204
reference,FW_E,0,3630.0,212.0,73.0,7.436087
reference,FW_E,0,3660.0,216.0,75.0,7.015554
reference,FW_E,0,3690.0,218.0,68.0,7.316685
reference,FW_E,0,3720.0,230.0,83.0,5.740896
reference,FW_E,0,3750.0,218.0,75.0,6.921461
reference,FW_E,0,3780.0,217.0,78.0,6.899478
reference,FW_E,0,3810.0,226.0,88.0,6.510544
reference,FW_E,0,3840.0,218.0,77.0,7.168172
reference,FW_E,0,3870.0,213.0,73.0,7.713564
reference,FW_E,0,3900.0,223.0,85.0,5.986157
reference,FW_E,0,3930.0,211.0,65.0,7.26362
reference,FW_E,0,3960.0,213.0,78.0,7.276152
reference,FW_E,0,3990.0,211.0,67.0,7.223559
reference,FW_E,0,4020.0,210.0,60.0,8.058808
reference,FW_E,0,4050.0,217.0,67.0,6.848561
reference,FW_E,0,4080.0,226.0,71.0,6.116019
reference,FW_E,0,4110.0,231.0,75.0,5.804261
reference,FW_E,0,4140.0,238.0,102.0,5.015303
reference,FW_E,0,4170.0,228.0,93.0,5.978302
reference,FW_E,0,4200.0,231.0,86.0,5.44014
reference,FW_E,0,4230.0,220.0,80.0,6.394127
reference,FW_E,0,4260.0,203.0,66.0,8.098235
reference,FW_E,0,4290.0,206.0,73.0,7.754186
reference,FW_E,0,4320.0,220.0,84.0,6.551533
reference,FW_E,0,4350.0,214.0,70.0,7.220265
reference,FW_E,0,4380.0,217.0,82.0,6.347079
reference,FW_E,0,4410.0,227.0,87.0,5.167594
reference,FW_E,0,4440.0,209.0,60.0,6.99544
reference,FW_E,0,4470.0,216.0,75.0,6.825654
reference,FW_E,0,4500.0,218.0,80.0,6.720766
reference,FW_E,0,4530.0,214.0,62.0,7.687619
reference,FW_E,0,4560.0,216.0,61.0,7.615012
reference,FW_E,0,4590.0,223.0,81.0,6.30732
reference,FW_E,0,4620.0,225.0,72.0,6.253985
reference,FW_E,0,4650.0,222.0,77.0,6.282992
reference,FW_E,0,4680.0,228.0,94.0,6.186002
reference,FW_E,0,4710.0,221.0,77.0,7.234916
reference,FW_E,0,4740.0,227.0,78.0,6.451514
reference,FW_E,0,4770.0,211.0,81.0,7.214575
reference,FW_E,0,4800.0,226.0,80.0,6.164964
reference,FW_E,0,4830.0,230.0,91.0,6.239998
reference,FW_E,0,4860.0,230.0,95.0,5.674514
reference,FW_E,0,4890.0,234.0,102.0,5.892567
reference,FW_E,0,4920.0,246.0,108.0,4.933143
reference,FW_E,0,4950.0,250.0,116.0,4.224111
reference,FW_E,0,4980.0,260.0,124.0,3.846509
reference,FW_E,0,5010.0,267.0,135.0,3.327623
reference,FW_E,0,5040.0,256.0,118.0,4.058603
reference,FW_E,0,5070.0,259.0,135.0,3.870943
reference,FW_E,0,5100.0,242.0,118.0,4.594711
reference,FW_E,0,5130.0,229.0,81.0,5.990797
reference,FW_E,0,5160.0,226.0,84.0,6.223221
reference,FW_E,0,5190.0,234.0,106.0,5.340578
reference,FW_E,0,5220.0,222.0,75.0,6.660567
reference,FW_E,0,5250.0,227.0,87.0,6.630251
reference,FW_E,0,5280.0,224.0,78.0,6.495763
reference,FW_E,0,5310.0,228.0,90.0,5.605787
reference,FW_E,0,5340.0,216.0,71.0,7.780119
reference,FW_E,0,5370.0,220.0,70.0,7.336855
reference,FW_E,0,5400.0,216.0,76.0,7.093095
reference,FW_E,1,900.0,30.0,0.0,103.658045
reference,FW_E,1,930.0,24.0,0.0,106.331667
reference,FW_E,1,960.0,33.0,0.0,109.680645
reference,FW_E,1,990.0,21.0,0.0,113.521182
reference,FW_E,1,1020.0,25.0,0.0,108.040339
reference,FW_E,1,1050.0,27.0,0.0,108.922468
reference,FW_E,1,1080.0,35.0,0.0,94.126899
reference,FW_E,1,1110.0,41.0,0.0,82.496464
reference,FW_E,1,1140.0,30.0,0.0,101.353932
reference,FW_E,1,1170.0,30.0,0.0,110.280072
reference,FW_E,1,1200.0,37.0,0.0,99.847018
reference,FW_E,1,1230.0,22.0,0.0,108.6596
reference,FW_E,1,1260.0,36.0,0.0,97.911279
reference,FW_E,1,1290.0,36.0,0.0,106.000862
reference,FW_E,1,1320.0,27.0,0.0,112.775525
reference,FW_E,1,1350.0,38.0,0.0,90.268885
reference,FW_E,1,1380.0,33.0,0.0,103.695034
reference,FW_E,1,1410.0,33.0,0.0,104.903931
reference,FW_E,1,1440.0,31.0,0.0,94.058209
reference,FW_E,1,1470.0,35.0,0.0,101.845007
reference,FW_E,1,1500.0,29.0,0.0,98.748965
reference,FW_E,1,1530.0,35.0,0.0,103.612641
reference,FW_E,1,1560.0,36.0,0.0,102.255965
reference,FW_E,1,1590.0,34.0,0.0,106.457987
reference,FW_E,1,1620.0,35.0,0.0,99.44243
reference,FW_E,1,1650.0,31.0,0.0,100.643411
reference,FW_E,1,1680.0,37.0,0.0,99.251146
reference,FW_E,1,1710.0,32.0,0.0,111.737436
reference,FW_E,1,1740.0,33.0,0.0,100.942061
reference,FW_E,1,1770.0,34.0,0.0,103.545576
reference,FW_E,1,1800.0,37.0,0.0,97.586416
reference,FW_E,1,1830.0,49.0,0.0,95.848974
reference,FW_E,1,1860.0,27.0,0.0,104.96856
reference,FW_E,1,1890.0,38.0,0.0,98.062126
reference,FW_E,1,1920.0,31.0,0.0,105.072262
reference,FW_E,1,1950.0,34.0,0.0,99.653709
reference,FW_E,1,1980.0,43.0,0.0,93.811723
reference,FW_E,1,2010.0,37.0,0.0,103.722288
reference,FW_E,1,2040.0,35.0,0.0,108.570979
reference,FW_E,1,2070.0,34.0,0.0,101.743142
reference,FW_E,1,2100.0,37.0,0.0,104.596581
reference,FW_E,1,2130.0,35.0,0.0,98.020376
reference,FW_E,1,2160.0,29.0,0.0,104.342579
reference,FW_E,1,2190.0,40.0,0.0,91.859079
reference,FW_E,1,2220.0,43.0,0.0,87.993963
reference,FW_E,1,2250.0,36.0,0.0,102.272396
reference,FW_E,1,2280.0,39.0,0.0,97.308068
reference,FW_E,1,2310.0,26.0,0.0,113.823285
reference,FW_E,1,2340.0,36.0,0.0,97.782149
reference,FW_E,1,2370.0,30.0,0.0,97.664289
reference,FW_E,1,2400.0,43.0,0.0,88.764139
reference,FW_E,1,2430.0,53.0,0.0,79.196142
reference,FW_E,1,2460.0,62.0,5.0,50.680681
reference,FW_E,1,2490.0,89.0,19.0,28.816533
reference,FW_E,1,2520.0,129.0,41.0,17.860076
reference,FW_E,1,2550.0,125.0,28.0,17.800319
reference,FW_E,1,2580.0,141.0,37.0,13.747993
reference,FW_E,1,2610.0,159.0,49.0,14.021292
reference,FW_E,1,2640.0,177.0,50.0,11.419376
reference,FW_E,1,2670.0,166.0,42.0,14.412509
reference,FW_E,1,2700.0,180.0,50.0,11.135957
reference,FW_E,1,2730.0,196.0,59.0,8.804725
reference,FW_E,1,2760.0,191.0,65.0,8.685626
reference,FW_E,1,2790.0,169.0,34.0,12.186936
reference,FW_E,1,2820.0,174.0,47.0,11.804268
reference,FW_E,1,2850.0,175.0,47.0,11.284422
reference,FW_E,1,2880.0,176.0,46.0,11.885869
reference,FW_E,1,2910.0,166.0,38.0,13.264828
reference,FW_E,1,2940.0,187.0,55.0,9.270471
reference,FW_E,1,2970.0,179.0,56.0,10.46632
reference,FW_E,1,3000.0,181.0,54.0,10.759298
reference,FW_E,1,3030.0,179.0,43.0,10.964004
reference,FW_E,1,3060.0,187.0,54.0,9.206503
reference,FW_E,1,3090.0,183.0,39.0,10.072542
reference,FW_E,1,3120.0,176.0,51.0,10.756587
reference,FW_E,1,3150.0,186.0,54.0,9.7922
reference,FW_E,1,3180.0,193.0,53.0,9.856812
reference,FW_E,1,3210.0,192.0,56.0,8.628
reference,FW_E,1,3240.0,181.0,56.0,10.443991
reference,FW_E,1,3270.0,196.0,64.0,8.551878
reference,FW_E,1,3300.0,201.0,64.0,7.890717
reference,FW_E,1,3330.0,205.0,72.0,7.419842
reference,FW_E,1,3360.0,195.0,63.0,8.963549
reference,FW_E,1,3390.0,207.0,79.0,7.681348
reference,FW_E,1,3420.0,209.0,76.0,7.30004
reference,FW_E,1,3450.0,207.0,72.0,7.787498
reference,FW_E,1,3480.0,213.0,70.0,7.400723
reference,FW_E,1,3510.0,214.0,71.0,7.671992
reference,FW_E,1,3540.0,216.0,75.0,7.201114
reference,FW_E,1,3570.0,228.0,100.0,5.763513
reference,FW_E,1,3600.0,221.0,85.0,6.717408
reference,FW_E,1,3630.0,214.0,76.0,7.423496
reference,FW_E,1,3660.0,223.0,86.0,6.438749
reference,FW_E,1,3690.0,218.0,96.0,6.73934
reference,FW_E,1,3720.0,209.0,73.0,7.182458
reference,FW_E,1,3750.0,213.0,81.0,6.879144
reference,FW_E,1,3780.0,212.0,75.0,7.652531
reference,FW_E,1,3810.0,211.0,83.0,7.200098
reference,FW_E,1,3840.0,209.0,68.0,7.641576
reference,FW_E,1,3870.0,211.0,70.0,7.275493
reference,FW_E,1,3900.0,214.0,75.0,7.139577
reference,FW_E,1,3930.0,225.0,81.0,6.192585
reference,FW_E,1,3960.0,230.0,91.0,5.900504
reference,FW_E,1,3990.0,233.0,80.0,5.55583
reference,FW_E,1,4020.0,221.0,77.0,6.673486
reference,FW_E,1,4050.0,220.0,72.0,6.957741
reference,FW_E,1,4080.0,219.0,79.0,6.270061
reference,FW_E,1,4110.0,202.0,55.0,8.367846
reference,FW_E,1,4140.0,208.0,71.0,7.645455
reference,FW_E,1,4170.0,219.0,82.0,6.52965
reference,FW_E,1,4200.0,210.0,79.0,6.901699
reference,FW_E,1,4230.0,220.0,82.0,6.283569
reference,FW_E,1,4260.0,226.0,86.0,5.39692
reference,FW_E,1,4290.0,217.0,87.0,6.831294
reference,FW_E,1,4320.0,218.0,78.0,7.151276
reference,FW_E,1,4350.0,221.0,76.0,6.452987
reference,FW_E,1,4380.0,216.0,71.0,7.260688
reference,FW_E,1,4410.0,218.0,63.0,7.769848
reference,FW_E,1,4440.0,220.0,69.0,6.755441
reference,FW_E,1,4470.0,222.0,68.0,6.4955
reference,FW_E,1,4500.0,217.0,73.0,6.805222
reference,FW_E,1,4530.0,222.0,81.0,6.423693
reference,FW_E,1,4560.0,220.0,81.0,6.311406
reference,FW_E,1,4590.0,222.0,88.0,6.009604
reference,FW_E,1,4620.0,208.0,68.0,7.508221
reference,FW_E,1,4650.0,215.0,67.0,7.066935
reference,FW_E,1,4680.0,218.0,90.0,6.120746
reference,FW_E,1,4710.0,221.0,89.0,5.629158
reference,FW_E,1,4740.0,220.0,82.0,6.641615
reference,FW_E,1,4770.0,241.0,117.0,4.413682
reference,FW_E,1,4800.0,243.0,118.0,4.476101
reference,FW_E,1,4830.0,254.0,134.0,3.912654
reference,FW_E,1,4860.0,262.0,145.0,3.132949
reference,FW_E,1,4890.0,254.0,129.0,3.778794
reference,FW_E,1,4920.0,254.0,128.0,3.894271
reference,FW_E,1,4950.0,244.0,107.0,4.684381
reference,FW_E,1,4980.0,230.0,84.0,5.455901
reference,FW_E,1,5010.0,224.0,72.0,6.532055
reference,FW_E,1,5040.0,221.0,78.0,6.253751
reference,FW_E,1,5070.0,223.0,80.0,6.558294
reference,FW_E,1,5100.0,223.0,81.0,6.644944
reference,FW_E,1,5130.0,222.0,67.0,6.81433
reference,FW_E,1,5160.0,215.0,80.0,7.155812
reference,FW_E,1,5190.0,217.0,71.0,7.183551
reference,FW_E,1,5220.0,212.0,66.0,7.431465
reference,FW_E,1,5250.0,216.0,80.0,6.940542
reference,FW_E,1,5280.0,196.0,67.0,8.957024
reference,FW_E,1,5310.0,192.0,68.0,8.967634
reference,FW_E,1,5340.0,195.0,61.0,8.619523
reference,FW_E,1,5370.0,198.0,66.0,8.292978
reference,FW_E,1,5400.0,191.0,59.0,9.532566
reference,FW_E,2,900.0,17.0,0.0,112.748015
reference,FW_E,2,930.0,26.0,0.0,115.042476
reference,FW_E,2,960.0,31.0,0.0,110.712312
reference,FW_E,2,990.0,29.0,0.0,111.690198
reference,FW_E,2,1020.0,22.0,0.0,117.922879
reference,FW_E,2,1050.0,21.0,0.0,115.211338
reference,FW_E,2,1080.0,19.0,0.0,114.95716
reference,FW_E,2,1110.0,34.0,0.0,94.758896
reference,FW_E,2,1140.0,39.0,0.0,101.649121
reference,FW_E,2,1170.0,30.0,0.0,99.987316
reference,FW_E,2,1200.0,29.0,0.0,108.855768
reference,FW_E,2,1230.0,37.0,0.0,105.907555
reference,FW_E,2,1260.0,31.0,0.0,110.289733
reference,FW_E,2,1290.0,38.0,0.0,108.262946
reference,FW_E,2,1320.0,46.0,0.0,99.830474
reference,FW_E,2,1350.0,23.0,0.0,72.058191
reference,FW_E,2,1380.0,33.0,0.0,115.356967
reference,FW_E,2,1410.0,31.0,0.0,111.8685
reference,FW_E,2,1440.0,21.0,0.0,117.157052
reference,FW_E,2,1470.0,35.0,0.0,103.785738
reference,FW_E,2,1500.0,36.0,0.0,78.90816
reference,FW_E,2,1530.0,36.0,0.0,110.329174
reference,FW_E,2,1560.0,33.0,0.0,108.247118
reference,FW_E,2,1590.0,27.0,0.0,106.974205
reference,FW_E,2,1620.0,30.0,0.0,108.558082
reference,FW_E,2,1650.0,35.0,0.0,105.503922
reference,FW_E,2,1680.0,32.0,0.0,103.996416
reference,FW_E,2,1710.0,36.0,0.0,106.628481
reference,FW_E,2,1740.0,27.0,0.0,114.639966
reference,FW_E,2,1770.0,29.0,0.0,110.310042
reference,FW_E,2,1800.0,29.0,0.0,109.482317
reference,FW_E,2,1830.0,36.0,0.0,105.254756
reference,FW_E,2,1860.0,40.0,0.0,105.757729
reference,FW_E,2,1890.0,34.0,0.0,111.416697
reference,FW_E,2,1920.0,35.0,0.0,106.517042
reference,FW_E,2,1950.0,28.0,0.0,112.596633
reference,FW_E,2,1980.0,40.0,0.0,102.55299
reference,FW_E,2,2010.0,41.0,0.0,85.732517
reference,FW_E,2,2040.0,55.0,1.0,75.514163
reference,FW_E,2,2070.0,59.0,2.0,53.562377
reference,FW_E,2,2100.0,62.0,1.0,67.144443
reference,FW_E,2,2130.0,48.0,1.0,61.808664
reference,FW_E,2,2160.0,61.0,2.0,57.871173
reference,FW_E,2,2190.0,45.0,0.0,75.630878
reference,FW_E,2,2220.0,49.0,0.0,69.563077
reference,FW_E,2,2250.0,61.0,4.0,55.673301
reference,FW_E,2,2280.0,68.0,9.0,36.415513
reference,FW_E,2,2310.0,83.0,7.0,37.623133
reference,FW_E,2,2340.0,97.0,19.0,22.427784
reference,FW_E,2,2370.0,136.0,38.0,21.304913
reference,FW_E,2,2400.0,141.0,31.0,16.864378
reference,FW_E,2,2430.0,159.0,46.0,12.438725
reference,FW_E,2,2460.0,172.0,57.0,11.373048
reference,FW_E,2,2490.0,172.0,48.0,12.461324
reference,FW_E,2,2520.0,162.0,42.0,13.232564
reference,FW_E,2,2550.0,182.0,50.0,10.868444
reference,FW_E,2,2580.0,191.0,67.0,8.517007
reference,FW_E,2,2610.0,192.0,52.0,9.614611
reference,FW_E,2,2640.0,174.0,47.0,11.978573
reference,FW_E,2,2670.0,173.0,48.0,10.675649
reference,FW_E,2,2700.0,176.0,38.0,11.181585
reference,FW_E,2,2730.0,174.0,48.0,11.923575
reference,FW_E,2,2760.0,166.0,54.0,12.037959
reference,FW_E,2,2790.0,188.0,55.0,9.872742
reference,FW_E,2,2820.0,187.0,55.0,10.953415
reference,FW_E,2,2850.0,180.0,43.0,11.311979
reference,FW_E,2,2880.0,178.0,49.0,11.12065
reference,FW_E,2,2910.0,187.0,47.0,9.427326
reference,FW_E,2,2940.0,181.0,58.0,9.868031
reference,FW_E,2,2970.0,183.0,61.0,10.187598
reference,FW_E,2,3000.0,178.0,46.0,10.815113
reference,FW_E,2,3030.0,195.0,64.0,9.040918
reference,FW_E,2,3060.0,184.0,56.0,10.351757
reference,FW_E,2,3090.0,185.0,75.0,8.742449
reference,FW_E,2,3120.0,200.0,79.0,7.721775
reference,FW_E,2,3150.0,203.0,62.0,7.722964
reference,FW_E,2,3180.0,209.0,75.0,6.659064
reference,FW_E,2,3210.0,198.0,57.0,7.948919
reference,FW_E,2,3240.0,200.0,63.0,8.163653
reference,FW_E,2,3270.0,208.0,73.0,6.933075
reference,FW_E,2,3300.0,203.0,59.0,9.192367
reference,FW_E,2,3330.0,203.0,66.0,7.637095
reference,FW_E,2,3360.0,212.0,73.0,6.779401
reference,FW_E,2,3390.0,215.0,82.0,7.293421
reference,FW_E,2,3420.0,223.0,94.0,5.846616
reference,FW_E,2,3450.0,212.0,78.0,7.111356
reference,FW_E,2,3480.0,212.0,79.0,7.158248
reference,FW_E,2,3510.0,220.0,87.0,6.178542
reference,FW_E,2,3540.0,218.0,97.0,6.237491
reference,FW_E,2,3570.0,205.0,71.0,7.631762
reference,FW_E,2,3600.0,209.0,81.0,6.441404
reference,FW_E,2,3630.0,209.0,72.0,7.537302
reference,FW_E,2,3660.0,207.0,74.0,6.47744
reference,FW_E,2,3690.0,211.0,72.0,7.052355
reference,FW_E,2,3720.0,211.0,71.0,7.287884
reference,FW_E,2,3750.0,213.0,67.0,7.987451
reference,FW_E,2,3780.0,227.0,85.0,6.143381
reference,FW_E,2,3810.0,229.0,99.0,6.0687
reference,FW_E,2,3840.0,229.0,86.0,6.279792
reference,FW_E,2,3870.0,223.0,86.0,6.188099
reference,FW_E,2,3900.0,224.0,85.0,6.501985
reference,FW_E,2,3930.0,212.0,75.0,7.805698
reference,FW_E,2,3960.0,201.0,70.0,7.952333
reference,FW_E,2,3990.0,200.0,53.0,8.562209
reference,FW_E,2,4020.0,218.0,77.0,6.873508
reference,FW_E,2,4050.0,211.0,58.0,7.396931
reference,FW_E,2,4080.0,224.0,88.0,6.686177
reference,FW_E,2,4110.0,222.0,96.0,6.432697
reference,FW_E,2,4140.0,218.0,102.0,6.410855
reference,FW_E,2,4170.0,215.0,101.0,6.447925
reference,FW_E,2,4200.0,227.0,93.0,6.101362
reference,FW_E,2,4230.0,211.0,83.0,7.257711
reference,FW_E,2,4260.0,220.0,81.0,6.726101
reference,FW_E,2,4290.0,220.0,81.0,6.215265
reference,FW_E,2,4320.0,220.0,87.0,6.432951
reference,FW_E,2,4350.0,214.0,83.0,6.985498
reference,FW_E,2,4380.0,215.0,80.0,6.844346
reference,FW_E,2,4410.0,218.0,79.0,6.534812
reference,FW_E,2,4440.0,222.0,93.0,6.216215
reference,FW_E,2,4470.0,208.0,83.0,7.080618
reference,FW_E,2,4500.0,217.0,94.0,6.521653
reference,FW_E,2,4530.0,216.0,79.0,6.607937
reference,FW_E,2,4560.0,215.0,79.0,6.781514
reference,FW_E,2,4590.0,223.0,99.0,6.162237
reference,FW_E,2,4620.0,243.0,116.0,4.635928
reference,FW_E,2,4650.0,248.0,125.0,4.747471
reference,FW_E,2,4680.0,255.0,138.0,4.050602
reference,FW_E,2,4710.0,262.0,147.0,3.599641
reference,FW_E,2,4740.0,262.0,151.0,3.566926
reference,FW_E,2,4770.0,256.0,130.0,4.405291
reference,FW_E,2,4800.0,248.0,121.0,4.42252
reference,FW_E,2,4830.0,232.0,100.0,5.519599
reference,FW_E,2,4860.0,229.0,91.0,6.314735
reference,FW_E,2,4890.0,220.0,88.0,6.056182
reference,FW_E,2,4920.0,221.0,97.0,6.131878
reference,FW_E,2,4950.0,214.0,82.0,7.038415
reference,FW_E,2,4980.0,214.0,90.0,6.875414
reference,FW_E,2,5010.0,216.0,83.0,6.600522
reference,FW_E,2,5040.0,217.0,81.0,6.604169
reference,FW_E,2,5070.0,206.0,68.0,7.703162
reference,FW_E,2,5100.0,213.0,74.0,7.271058
reference,FW_E,2,5130.0,199.0,67.0,8.793544
reference,FW_E,2,5160.0,195.0,74.0,9.140674
reference,FW_E,2,5190.0,192.0,69.0,8.092325
reference,FW_E,2,5220.0,202.0,68.0,8.306745
reference,FW_E,2,5250.0,189.0,64.0,10.171332
reference,FW_E,2,5280.0,209.0,77.0,7.207257
reference,FW_E,2,5310.0,220.0,83.0,6.514428
reference,FW_E,2,5340.0,208.0,94.0,7.327899
reference,FW_E,2,5370.0,211.0,87.0,7.197982
reference,FW_E,2,5400.0,212.0,85.0,7.270454
reference,FW_E,3,900.0,24.0,0.0,118.08361
reference,FW_E,3,930.0,24.0,0.0,111.361721
reference,FW_E,3,960.0,23.0,0.0,112.668817
reference,FW_E,3,990.0,37.0,0.0,109.92637
reference,FW_E,3,1020.0,27.0,0.0,115.039136
reference,FW_E,3,1050.0,25.0,0.0,113.91045
reference,FW_E,3,1080.0,28.0,0.0,112.982085
reference,FW_E,3,1110.0,22.0,0.0,116.102239
reference,FW_E,3,1140.0,33.0,0.0,104.427335
reference,FW_E,3,1170.0,37.0,0.0,69.739384
reference,FW_E,3,1200.0,42.0,0.0,72.775475
reference,FW_E,3,1230.0,47.0,0.0,86.030054
reference,FW_E,3,1260.0,36.0,2.0,66.662225
reference,FW_E,3,1290.0,47.0,0.0,71.695906
reference,FW_E,3,1320.0,43.0,0.0,76.883328
reference,FW_E,3,1350.0,37.0,0.0,93.752937
reference,FW_E,3,1380.0,28.0,0.0,108.344384
reference,FW_E,3,1410.0,28.0,0.0,114.23771
reference,FW_E,3,1440.0,30.0,0.0,111.611707
reference,FW_E,3,1470.0,22.0,0.0,111.346174
reference,FW_E,3,1500.0,38.0,0.0,108.248893
reference,FW_E,3,1530.0,27.0,0.0,110.055643
reference,FW_E,3,1560.0,33.0,0.0,113.203461
reference,FW_E,3,1590.0,34.0,0.0,103.25941
reference,FW_E,3,1620.0,30.0,0.0,106.897184
reference,FW_E,3,1650.0,25.0,0.0,114.565692
reference,FW_E,3,1680.0,22.0,0.0,115.050824
reference,FW_E,3,1710.0,38.0,1.0,98.102125
reference,FW_E,3,1740.0,39.0,0.0,107.192903
reference,FW_E,3,1770.0,30.0,0.0,112.020966
reference,FW_E,3,1800.0,36.0,0.0,111.994039
reference,FW_E,3,1830.0,34.0,0.0,109.531391
reference,FW_E,3,1860.0,47.0,0.0,104.799972
reference,FW_E,3,1890.0,33.0,0.0,75.986504
reference,FW_E,3,1920.0,36.0,0.0,99.705053
reference,FW_E,3,1950.0,39.0,0.0,104.158156
reference,FW_E,3,1980.0,25.0,0.0,117.41161
reference,FW_E,3,2010.0,34.0,0.0,88.892537
reference,FW_E,3,2040.0,39.0,0.0,89.651508
reference,FW_E,3,2070.0,41.0,0.0,82.610873
reference,FW_E,3,2100.0,56.0,1.0,67.233099
reference,FW_E,3,2130.0,82.0,5.0,43.149157
reference,FW_E,3,2160.0,86.0,8.0,29.410876
reference,FW_E,3,2190.0,123.0,23.0,23.552656
reference,FW_E,3,2220.0,143.0,31.0,17.722765
