sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,0,0,55.611930
15,15.000000,0,0.000000,0,2,0,75.675533
30,15.000000,0,0.000000,0,4,0,99.836248
45,15.000000,2,480.000000,0,6,2,93.681875
60,15.000000,4,960.000000,2,6,3,91.515638
75,15.000000,4,960.000000,6,8,1,103.038999
90,15.000000,4,960.000000,5,10,1,101.600117
105,15.000000,2,480.000000,4,12,1,98.205103
120,15.000000,3,720.000000,5,11,1,95.751079
135,15.000000,4,960.000000,9,5,2,94.708324
150,15.000000,7,1680.000000,9,4,8,87.206625
165,15.000000,5,1200.000000,9,3,13,74.949365
180,15.000000,4,960.000000,9,7,14,76.743706
195,15.000000,8,1920.000000,14,17,11,85.721336
210,15.000000,16,3840.000000,17,19,2,97.227871
225,15.000000,3,720.000000,17,10,3,100.653318
240,15.000000,9,2160.000000,18,7,4,94.908354
255,15.000000,6,1440.000000,13,12,7,88.541769
270,15.000000,12,2880.000000,9,17,13,79.713214
285,15.000000,6,1440.000000,9,13,19,75.254917
300,15.000000,10,2400.000000,10,12,24,69.878277
315,15.000000,16,3840.000000,16,14,15,80.976022
330,15.000000,14,3360.000000,22,26,3,94.104535
345,15.000000,5,1200.000000,15,32,2,93.393275
360,15.000000,4,960.000000,18,13,2,88.607662
375,15.000000,7,1680.000000,13,10,5,89.175910
390,15.000000,9,2160.000000,16,13,13,83.714072
405,15.000000,4,960.000000,14,5,17,75.940827
420,15.000000,5,1200.000000,12,10,19,69.212923
435,15.000000,7,1680.000000,11,9,16,75.698306
450,15.000000,16,3840.000000,25,22,3,86.253516
465,15.000000,10,2400.000000,18,24,0,85.759667
480,15.000000,0,0.000000,18,9,1,81.600781
495,15.000000,12,2880.000000,8,3,8,81.527999
510,15.000000,3,720.000000,11,15,11,88.911506
525,15.000000,3,720.000000,11,12,14,76.942650
540,15.000000,2,480.000000,9,9,19,70.791937
555,15.000000,5,1200.000000,4,8,16,78.554658
570,15.000000,14,3360.000000,28,19,3,91.321629
585,15.000000,14,3360.000000,18,24,2,94.995735
600,15.000000,2,480.000000,17,16,4,85.726003
615,15.000000,5,1200.000000,11,8,7,82.662815
630,15.000000,12,2880.000000,13,19,14,75.917876
645,15.000000,2,480.000000,13,17,19,74.187586
660,15.000000,5,1200.000000,12,8,23,69.754672
675,15.000000,6,1440.000000,9,7,25,70.126909
690,15.000000,19,4560.000000,30,21,10,92.851629
705,15.000000,7,1680.000000,20,26,3,98.618506
720,15.000000,9,2160.000000,16,14,2,91.603235
735,15.000000,6,1440.000000,10,8,3,88.500796
750,15.000000,6,1440.000000,9,12,10,81.444874
765,15.000000,5,1200.000000,9,9,14,76.064713
780,15.000000,5,1200.000000,7,3,20,72.070194
795,15.000000,1,240.000000,8,4,23,72.293480
810,15.000000,15,3600.000000,18,20,4,92.563886
825,15.000000,6,1440.000000,14,25,2,98.375269
840,15.000000,3,720.000000,15,16,2,99.482962
855,15.000000,6,1440.000000,19,11,0,95.152185
870,15.000000,11,2640.000000,13,15,7,88.134051
885,15.000000,3,720.000000,14,10,10,80.942585
900,15.000000,4,960.000000,12,8,16,73.879338
