family,metric,actual_delta_veh_h,predicted_delta_veh_h,delta_error_veh_h
boundary,FW_E_TTT,2.2319444444444656,1.373824923446918,-0.8581195209975476
boundary,FW_W_TTT,0.4881944444444457,0.18795569890457386,-0.30023874553987184
boundary,freeway_TTT,2.720138888888897,1.5617806223514776,-1.1583582665374195
hadi,FW_E_TTT,2.2319444444444656,0.7504069440364702,-1.4815375004079954
hadi,FW_W_TTT,0.4881944444444457,0.022054773743164446,-0.46613967070128126
hadi,freeway_TTT,2.720138888888897,0.7724617177796631,-1.947677171109234
wang,FW_E_TTT,2.2319444444444656,0.750953371591109,-1.4809910728533566
wang,FW_W_TTT,0.4881944444444457,0.012753705304405116,-0.4754407391400406
wang,freeway_TTT,2.720138888888897,0.7637070768955141,-1.956431811993383
