family,cutoff,candidate,FW_E_TTT,FW_W_TTT,freeway_TTT,extra_source_wait,screen_cost,accepted_source_veh,predicted_merges_veh,vsl_binding_cell_seconds,delta_FW_E_TTT,delta_FW_W_TTT,delta_freeway_TTT,delta_screen_cost,delta_extra_source_wait
boundary,870.1,hold,91.39443276629659,69.29801264745275,160.69244541374934,1.9984014443252815e-14,160.69244541374937,1434.000000000011,528.0,0,0.0,0.0,0.0,0.0,0.0
boundary,870.1,restrict_FW_E__seg0,91.78742283092514,69.29801264745275,161.0854354783779,1.9984014443252815e-14,161.08543547837792,1434.000000000011,528.0,1973,0.3929900646285489,0.0,0.3929900646285489,0.3929900646285489,0.0
boundary,870.1,restrict_FW_E__seg5,92.37184372958737,69.29801264745275,161.6698563770401,1.9984014443252815e-14,161.66985637704013,1434.000000000011,528.0,4048,0.9774109632907795,0.0,0.9774109632907653,0.9774109632907653,0.0
boundary,870.1,restrict_FW_E__seg10,92.15222440216904,69.29801264745275,161.4502370496218,1.9984014443252815e-14,161.45023704962182,1434.000000000011,528.0,3727,0.7577916358724508,0.0,0.7577916358724508,0.7577916358724508,0.0
boundary,870.1,restrict_FW_E__seg15,95.46470772121238,69.29801264745275,164.76272036866513,1.9984014443252815e-14,164.76272036866516,1434.000000000011,528.0,2194,4.070274954915789,0.0,4.070274954915789,4.070274954915789,0.0
boundary,870.1,restrict_FW_W__seg0,91.39443276629659,69.31488578754494,160.7093185538415,1.9984014443252815e-14,160.70931855384154,1434.000000000011,528.0,150,0.0,0.0168731400921871,0.01687314009217289,0.01687314009217289,0.0
boundary,870.1,restrict_FW_W__seg5,91.39443276629659,70.61470162719118,162.00913439348778,1.9984014443252815e-14,162.0091343934878,1434.000000000011,528.0,3679,0.0,1.31668897973843,1.3166889797384442,1.3166889797384442,0.0
boundary,870.1,restrict_FW_W__seg10,91.39443276629659,71.81001743903275,163.20445020532935,1.9984014443252815e-14,163.20445020532938,1434.000000000011,528.0,4947,0.0,2.5120047915799972,2.5120047915800114,2.5120047915800114,0.0
boundary,870.1,restrict_FW_W__seg15,91.39443276629659,72.32513872667909,163.71957149297566,1.9984014443252815e-14,163.7195714929757,1434.000000000011,528.0,2250,0.0,3.027126079226335,3.0271260792263206,3.0271260792263206,0.0
boundary,870.1,actual_rule_replay,92.7682576897435,69.48596834635732,162.25422603610082,1.9984014443252815e-14,162.25422603610085,1434.000000000011,528.0,3600,1.373824923446918,0.18795569890457386,1.5617806223514776,1.5617806223514776,0.0
boundary,1800.1,hold,116.45533003958711,82.05009737026391,198.50542740985102,5.3290705182007514e-14,198.50542740985108,1547.9999999999893,716.9999999999999,0,0.0,0.0,0.0,0.0,0.0
boundary,1800.1,restrict_FW_E__seg0,116.4519999898139,82.05009737026391,198.5020973600778,5.3290705182007514e-14,198.50209736007787,1547.9999999999893,716.9999999999999,1924,-0.0033300497732113854,0.0,-0.0033300497732113854,-0.0033300497732113854,0.0
boundary,1800.1,restrict_FW_E__seg5,116.51039078280269,82.05009737026391,198.56048815306661,5.3290705182007514e-14,198.56048815306667,1547.9999999999893,716.9999999999999,2838,0.05506074321557719,0.0,0.0550607432155914,0.0550607432155914,0.0
boundary,1800.1,restrict_FW_E__seg10,116.8986796166248,82.05009737026391,198.94877698688873,5.3290705182007514e-14,198.9487769868888,1547.9999999999893,716.9999999999999,3074,0.4433495770376936,0.0,0.44334957703770783,0.44334957703770783,0.0
boundary,1800.1,restrict_FW_E__seg15,120.5201976286392,82.05009737026391,202.5702949989031,5.3290705182007514e-14,202.57029499890317,1547.9999999999893,716.9999999999999,2109,4.064867589052085,0.0,4.064867589052085,4.064867589052085,0.0
boundary,1800.1,restrict_FW_W__seg0,116.45533003958711,82.05009737026391,198.50542740985102,5.3290705182007514e-14,198.50542740985108,1547.9999999999893,716.9999999999999,0,0.0,0.0,0.0,0.0,0.0
boundary,1800.1,restrict_FW_W__seg5,116.45533003958711,83.28522676005882,199.74055679964593,5.3290705182007514e-14,199.740556799646,1547.9999999999893,716.9999999999999,3366,0.0,1.2351293897949063,1.2351293897949063,1.2351293897949063,0.0
boundary,1800.1,restrict_FW_W__seg10,116.45533003958711,84.66474182591028,201.12007186549738,5.3290705182007514e-14,201.12007186549744,1547.9999999999893,716.9999999999999,4948,0.0,2.6146444556463706,2.6146444556463564,2.6146444556463564,0.0
boundary,1800.1,restrict_FW_W__seg15,116.45533003958711,85.31886587863922,201.77419591822633,5.3290705182007514e-14,201.77419591822638,1547.9999999999893,716.9999999999999,2241,0.0,3.2687685083753024,3.2687685083753024,3.2687685083753024,0.0
boundary,1800.1,actual_rule_snapshot_hold,117.40842212805444,82.0648991056387,199.47332123369313,5.3290705182007514e-14,199.47332123369318,1547.9999999999893,716.9999999999999,6286,0.9530920884673293,0.014801735374788905,0.967893823842104,0.967893823842104,0.0
boundary,2700.1,hold,120.22440160187695,86.26211621657154,206.48651781844848,6.661338147750939e-15,206.48651781844848,1403.999999999998,906.0000000000001,0,0.0,0.0,0.0,0.0,0.0
boundary,2700.1,restrict_FW_E__seg0,120.26135938489215,86.26211621657154,206.5234756014637,6.661338147750939e-15,206.5234756014637,1403.999999999998,906.0000000000001,1915,0.03695778301519681,0.0,0.03695778301522523,0.03695778301522523,0.0
boundary,2700.1,restrict_FW_E__seg5,120.35070751326201,86.26211621657154,206.61282372983356,6.661338147750939e-15,206.61282372983356,1403.999999999998,906.0000000000001,3130,0.1263059113850602,0.0,0.12630591138508862,0.12630591138508862,0.0
boundary,2700.1,restrict_FW_E__seg10,120.42112022217032,86.26211621657154,206.68323643874186,6.661338147750939e-15,206.68323643874186,1403.999999999998,906.0000000000001,1951,0.1967186202933675,0.0,0.19671862029338172,0.19671862029338172,0.0
boundary,2700.1,restrict_FW_E__seg15,123.8012218450111,86.26211621657154,210.06333806158264,6.661338147750939e-15,210.06333806158264,1403.999999999998,906.0000000000001,2002,3.5768202431341507,0.0,3.576820243134165,3.576820243134165,0.0
boundary,2700.1,restrict_FW_W__seg0,120.22440160187695,86.26672122112221,206.49112282299916,6.661338147750939e-15,206.49112282299916,1403.999999999998,906.0000000000001,150,0.0,0.004605004550668923,0.004605004550683134,0.004605004550683134,0.0
boundary,2700.1,restrict_FW_W__seg5,120.22440160187695,86.78449728762268,207.00889888949962,6.661338147750939e-15,207.00889888949962,1403.999999999998,906.0000000000001,1948,0.0,0.522381071051143,0.522381071051143,0.522381071051143,0.0
boundary,2700.1,restrict_FW_W__seg10,120.22440160187695,88.63451535958333,208.8589169614603,6.661338147750939e-15,208.8589169614603,1403.999999999998,906.0000000000001,4756,0.0,2.3723991430117906,2.372399143011819,2.372399143011819,0.0
boundary,2700.1,restrict_FW_W__seg15,120.22440160187695,89.63117488769048,209.85557648956743,6.661338147750939e-15,209.85557648956743,1403.999999999998,906.0000000000001,2193,0.0,3.3690586711189354,3.3690586711189496,3.3690586711189496,0.0
boundary,2700.1,actual_rule_snapshot_hold,121.43174109936609,86.38435437591369,207.81609547527978,6.661338147750939e-15,207.81609547527978,1403.999999999998,906.0000000000001,6727,1.2073394974891443,0.12223815934214599,1.3295776568313045,1.3295776568313045,0.0
boundary,4500.1,hold,145.08859612630587,82.02259927457207,227.11119540087793,3.330669073875469e-14,227.11119540087796,1542.0000000000073,734.9999999999998,0,0.0,0.0,0.0,0.0,0.0
boundary,4500.1,restrict_FW_E__seg0,145.09886548128205,82.02259927457207,227.1214647558541,3.330669073875469e-14,227.12146475585413,1542.0000000000073,734.9999999999998,1872,0.010269354976173872,0.0,0.010269354976173872,0.010269354976173872,0.0
boundary,4500.1,restrict_FW_E__seg5,145.1029459432715,82.02259927457207,227.12554521784358,3.330669073875469e-14,227.1255452178436,1542.0000000000073,734.9999999999998,1912,0.014349816965619766,0.0,0.014349816965648188,0.014349816965648188,0.0
boundary,4500.1,restrict_FW_E__seg10,145.04803600373313,82.02259927457207,227.0706352783052,3.330669073875469e-14,227.07063527830522,1542.0000000000073,734.9999999999998,901,-0.04056012257274233,0.0,-0.04056012257274233,-0.04056012257274233,0.0
boundary,4500.1,restrict_FW_E__seg15,148.640401523843,82.02259927457207,230.66300079841506,3.330669073875469e-14,230.66300079841508,1542.0000000000073,734.9999999999998,1963,3.551805397537123,0.0,3.551805397537123,3.551805397537123,0.0
boundary,4500.1,restrict_FW_W__seg0,145.08859612630587,82.02259927457207,227.11119540087793,3.330669073875469e-14,227.11119540087796,1542.0000000000073,734.9999999999998,0,0.0,0.0,0.0,0.0,0.0
boundary,4500.1,restrict_FW_W__seg5,145.08859612630587,83.18573545111056,228.27433157741643,3.330669073875469e-14,228.27433157741646,1542.0000000000073,734.9999999999998,3169,0.0,1.1631361765384867,1.1631361765385009,1.1631361765385009,0.0
boundary,4500.1,restrict_FW_W__seg10,145.08859612630587,84.59302953734736,229.68162566365322,3.330669073875469e-14,229.68162566365325,1542.0000000000073,734.9999999999998,4900,0.0,2.5704302627752895,2.5704302627752895,2.5704302627752895,0.0
boundary,4500.1,restrict_FW_W__seg15,145.08859612630587,85.15885981330902,230.2474559396149,3.330669073875469e-14,230.24745593961492,1542.0000000000073,734.9999999999998,2250,0.0,3.1362605387369484,3.1362605387369626,3.1362605387369626,0.0
boundary,4500.1,actual_rule_snapshot_hold,145.30360570298842,82.02259927457207,227.3262049775605,3.330669073875469e-14,227.32620497756054,1542.0000000000073,734.9999999999998,5830,0.21500957668254728,0.0,0.2150095766825757,0.2150095766825757,0.0
boundary,6300.1,hold,129.92599443345196,69.42779044984835,199.3537848833003,6.661338147750939e-15,199.3537848833003,1500.000000000006,489.0000000000001,0,0.0,0.0,0.0,0.0,0.0
boundary,6300.1,restrict_FW_E__seg0,129.8398874978977,69.42779044984835,199.26767794774605,6.661338147750939e-15,199.26767794774605,1500.000000000006,489.0000000000001,1919,-0.08610693555425541,0.0,-0.08610693555425541,-0.08610693555425541,0.0
boundary,6300.1,restrict_FW_E__seg5,130.06035609012656,69.42779044984835,199.4881465399749,6.661338147750939e-15,199.4881465399749,1500.000000000006,489.0000000000001,1368,0.13436165667459932,0.0,0.13436165667459932,0.13436165667459932,0.0
boundary,6300.1,restrict_FW_E__seg10,131.11099270836644,69.42779044984835,200.53878315821478,6.661338147750939e-15,200.53878315821478,1500.000000000006,489.0000000000001,3271,1.1849982749144772,0.0,1.1849982749144772,1.1849982749144772,0.0
boundary,6300.1,restrict_FW_E__seg15,134.01874545907887,69.42779044984835,203.44653590892722,6.661338147750939e-15,203.44653590892722,1500.000000000006,489.0000000000001,2092,4.09275102562691,0.0,4.09275102562691,4.09275102562691,0.0
boundary,6300.1,restrict_FW_W__seg0,129.92599443345196,69.44105320893794,199.3670476423899,6.661338147750939e-15,199.3670476423899,1500.000000000006,489.0000000000001,150,0.0,0.013262759089599285,0.013262759089599285,0.013262759089599285,0.0
