t,n,stopped
1966,5608,2119
1971,5629,2131
1976,5638,2159
1981,5653,2170
1986,5666,2256
1991,5662,2216
1996,5684,2201
2001,5685,2225
2006,5696,2156
2011,5708,2167
2016,5723,2215
2021,5735,2220
2026,5749,2219
2031,5762,2197
2036,5765,2195
2041,5773,2191
2046,5784,2184
2051,5798,2173
2056,5807,2197
2061,5810,2233
2066,5834,2193
2071,5846,2231
2076,5850,2226
2081,5868,2288
2086,5887,2301
2091,5890,2317
2096,5894,2344
2101,5890,2364
2106,5884,2319
2111,5895,2349
2116,5903,2369
2121,5911,2371
2126,5923,2394
2131,5943,2462
2136,5949,2519
2141,5964,2498
2146,5974,2473
2151,5989,2499
2156,6005,2474
2161,6013,2459
2166,6034,2461
2171,6051,2505
2176,6059,2503
2181,6069,2385
2186,6073,2429
2191,6088,2425
2196,6109,2445
2201,6132,2405
2206,6146,2450
2211,6148,2470
2216,6135,2404
2221,6131,2434
2226,6131,2401
2231,6147,2438
2236,6162,2467
2241,6170,2513
2246,6173,2531
2251,6173,2594
2256,6187,2608
2261,6208,2610
2266,6210,2647
2271,6202,2609
2276,6214,2628
2281,6227,2745
2286,6247,2757
2291,6257,2796
2296,6253,2782
2301,6259,2761
2306,6259,2735
2311,6266,2701
2316,6276,2691
2321,6289,2672
2326,6292,2678
2331,6310,2617
2336,6327,2637
2341,6339,2629
2346,6353,2679
2351,6358,2748
2356,6384,2746
2361,6401,2774
2366,6417,2727
2371,6437,2744
2376,6464,2754
2381,6467,2741
2386,6492,2728
2391,6482,2746
2396,6500,2789
2401,6504,2756
2406,6499,2781
2411,6491,2812
2416,6494,2804
2421,6491,2843
2426,6485,2844
2431,6484,2910
2436,6473,2950
2441,6482,2947
2446,6492,2950
2451,6495,2936
2456,6513,2907
2461,6538,2882
2466,6553,2953
2471,6567,2940
2476,6571,2903
2481,6588,2857
2486,6590,2833
2491,6604,2850
2496,6614,2897
2501,6642,2840
2506,6649,2954
2511,6662,3029
2516,6686,3004
2521,6701,2998
2526,6713,2965
2531,6717,3012
2536,6715,2997
2541,6725,2952
2546,6723,2972
2551,6718,3002
2556,6700,3013
2561,6691,3036
2566,6684,3001
2571,6674,3046
2576,6668,3099
2581,6649,3142
2586,6657,3144
2591,6654,3194
2596,6657,3176
2601,6650,3169
2606,6661,3159
2611,6666,3144
2616,6685,3136
2621,6683,3101
2626,6693,3108
2631,6709,3048
2636,6719,2956
2641,6736,3019
2646,6752,3047
2651,6768,3069
2656,6773,3071
2661,6790,3126
2666,6791,3131
2671,6802,3200
2676,6805,3186
2681,6799,3186
2686,6799,3166
2691,6808,3168
2696,6805,3142
2701,6815,3192
2706,6816,3159
2711,6819,3181
2716,6826,3202
2721,6833,3224
2726,6837,3275
2731,6836,3293
2736,6840,3325
2741,6834,3359
2746,6822,3374
2751,6828,3342
2756,6827,3281
2761,6818,3322
2766,6817,3319
2771,6810,3287
2776,6806,3257
2781,6797,3206
2786,6809,3178
2791,6812,3191
2796,6811,3190
2801,6817,3216
2806,6826,3267
2811,6843,3289
2816,6857,3230
2821,6872,3236
2826,6864,3237
2831,6879,3293
2836,6876,3289
2841,6873,3304
2846,6870,3277
2851,6863,3323
2856,6856,3338
2861,6871,3337
2866,6864,3370
2871,6854,3335
2876,6848,3326
2881,6849,3358
2886,6833,3399
2891,6832,3467
2896,6828,3483
2901,6833,3477
2906,6829,3425
2911,6822,3375
2916,6827,3395
2921,6832,3375
2926,6843,3389
2931,6859,3384
2936,6854,3362
2941,6862,3370
2946,6863,3366
2951,6872,3401
2956,6867,3445
2961,6872,3496
2966,6875,3450
2971,6857,3441
2976,6859,3390
2981,6863,3408
2986,6873,3450
2991,6877,3440
2996,6885,3456
3001,6899,3499
3006,6895,3439
3011,6903,3427
3016,6882,3483
3021,6865,3455
3026,6866,3483
3031,6858,3524
3036,6842,3589
3041,6823,3562
3046,6813,3563
3051,6809,3544
3056,6814,3514
3061,6814,3527
3066,6818,3491
3071,6824,3476
3076,6820,3430
3081,6827,3384
3086,6841,3395
3091,6841,3458
3096,6858,3454
3101,6878,3479
3106,6893,3515
3111,6907,3535
3116,6915,3498
3121,6914,3537
3126,6921,3517
3131,6935,3510
3136,6950,3455
3141,6943,3477
3146,6918,3447
3151,6916,3487
3156,6914,3504
3161,6928,3528
3166,6942,3492
3171,6951,3545
3176,6934,3541
3181,6932,3614
3186,6949,3651
3191,6952,3690
3196,6960,3671
3201,6952,3634
3206,6942,3577
3211,6930,3611
3216,6917,3629
3221,6912,3592
3226,6907,3546
3231,6910,3542
3236,6915,3490
3241,6919,3508
3246,6932,3519
3251,6954,3529
3256,6982,3558
3261,6993,3616
3266,7021,3605
3271,7021,3622
3276,7021,3608
3281,7018,3625
3286,7013,3647
3291,7017,3673
3296,7021,3598
3301,7017,3664
3306,7027,3613
3311,7027,3599
3316,7020,3649
3321,7022,3652
3326,7019,3687
3331,7005,3715
3336,7006,3797
3341,7005,3774
3346,7011,3756
3351,7013,3729
3356,7005,3671
3361,7001,3647
3366,6990,3708
3371,7004,3650
3376,7005,3661
3381,7020,3634
3386,7020,3623
3391,7023,3638
3396,7028,3614
3401,7042,3659
3406,7063,3688
3411,7065,3745
3416,7075,3696
3421,7074,3684
3426,7089,3680
3431,7097,3661
3436,7091,3721
3441,7095,3727
3446,7080,3732
3451,7070,3682
3456,7060,3620
3461,7051,3629
3466,7049,3635
3471,7046,3728
3476,7040,3762
3481,7044,3767
3486,7062,3789
3491,7063,3802
3496,7061,3801
3501,7068,3773
3506,7072,3721
3511,7073,3753
3516,7077,3718
3521,7079,3715
3526,7083,3682
3531,7087,3642
3536,7090,3601
3541,7114,3592
3546,7124,3617
3551,7112,3651
3556,7115,3619
3561,7126,3677
3566,7144,3648
3571,7152,3654
3576,7161,3699
3581,7174,3722
3586,7183,3707
3591,7191,3692
3596,7199,3683
3601,7191,3673
3606,7171,3677
3611,7166,3688
3616,7154,3656
3621,7129,3605
3626,7119,3733
3631,7110,3793
3636,7101,3899
3641,7110,3829
3646,7106,3780
3651,7105,3804
3656,7093,3775
3661,7091,3694
3666,7096,3696
3671,7087,3708
3676,7078,3654
3681,7063,3617
3686,7062,3607
3691,7052,3639
3696,7038,3622
3701,7032,3634
3706,7036,3716
3711,7028,3703
3716,7028,3665
3721,7029,3658
3726,7016,3634
3731,7018,3620
3736,7001,3640
3741,6998,3631
3746,6995,3588
3751,6983,3641
3756,6986,3628
3761,6996,3693
3766,6989,3665
3771,6991,3662
3776,6992,3720
3781,6993,3723
3786,6994,3783
3791,6998,3794
3796,6995,3779
3801,6977,3766
3806,6960,3727
3811,6945,3697
3816,6931,3722
3821,6933,3719
3826,6923,3677
3831,6941,3635
3836,6951,3617
3841,6952,3572
3846,6945,3637
3851,6950,3644
3856,6949,3699
3861,6947,3701
3866,6938,3638
3871,6937,3638
3876,6933,3620
3881,6924,3582
3886,6929,3629
3891,6933,3624
3896,6927,3608
3901,6910,3637
3906,6903,3592
3911,6900,3619
3916,6901,3642
3921,6904,3644
3926,6896,3703
3931,6893,3720
3936,6877,3743
3941,6854,3793
3946,6829,3782
3951,6804,3776
3956,6795,3764
3961,6787,3726
3966,6765,3679
3971,6759,3727
3976,6756,3661
3981,6750,3630
3986,6736,3566
3991,6742,3577
3996,6744,3570
4001,6739,3608
4006,6737,3619
4011,6735,3612
4016,6734,3615
4021,6728,3636
4026,6734,3599
4031,6723,3565
4036,6735,3555
4041,6737,3581
4046,6725,3592
4051,6717,3595
4056,6725,3593
4061,6733,3574
4066,6736,3545
4071,6729,3567
4076,6730,3599
4081,6730,3608
4086,6737,3639
4091,6719,3606
4096,6713,3623
4101,6711,3628
4106,6697,3562
4111,6691,3583
4116,6696,3621
4121,6692,3620
4126,6706,3580
4131,6718,3499
4136,6713,3478
4141,6718,3468
4146,6710,3483
4151,6709,3523
4156,6714,3519
4161,6711,3585
4166,6705,3598
4171,6703,3621
4176,6711,3581
4181,6720,3593
4186,6725,3637
4191,6731,3650
4196,6734,3597
4201,6728,3582
4206,6728,3587
4211,6741,3574
4216,6723,3612
4221,6739,3567
4226,6741,3627
4231,6727,3649
4236,6718,3688
4241,6723,3668
4246,6723,3646
4251,6730,3685
4256,6726,3618
4261,6710,3613
4266,6717,3659
4271,6725,3657
4276,6733,3621
4281,6744,3591
4286,6743,3582
4291,6745,3565
4296,6740,3557
4301,6734,3604
4306,6742,3626
4311,6756,3675
4316,6765,3594
4321,6768,3628
4326,6756,3577
4331,6756,3628
4336,6746,3628
4341,6734,3621
4346,6724,3568
4351,6703,3576
4356,6701,3553
4361,6692,3594
4366,6693,3566
4371,6705,3634
4376,6726,3663
4381,6743,3667
4386,6759,3731
4391,6761,3746
4396,6772,3740
4401,6756,3765
4406,6741,3697
4411,6738,3686
4416,6740,3660
4421,6737,3700
4426,6734,3684
4431,6734,3641
4436,6735,3618
4441,6749,3563
4446,6752,3570
4451,6762,3607
4456,6765,3600
4461,6756,3599
4466,6762,3567
4471,6764,3594
4476,6762,3591
4481,6755,3569
4486,6743,3568
4491,6739,3552
4496,6737,3561
4501,6734,3601
4506,6728,3587
4511,6737,3596
4516,6744,3612
4521,6748,3647
4526,6743,3632
4531,6738,3765
4536,6739,3772
4541,6742,3745
4546,6738,3712
4551,6737,3745
4556,6728,3639
4561,6725,3633
4566,6728,3579
4571,6729,3598
4576,6725,3572
4581,6729,3515
4586,6723,3543
4591,6720,3544
4596,6716,3584
4601,6711,3568
4606,6699,3544
4611,6704,3579
4616,6713,3527
4621,6711,3558
4626,6694,3528
4631,6696,3573
4636,6686,3543
4641,6682,3592
4646,6676,3624
4651,6654,3648
4656,6654,3622
4661,6642,3633
4666,6635,3606
4671,6623,3637
4676,6605,3634
4681,6580,3681
4686,6578,3713
4691,6565,3719
4696,6556,3703
4701,6551,3664
4706,6539,3595
4711,6528,3593
4716,6529,3594
4721,6542,3595
4726,6538,3542
4731,6547,3498
4736,6556,3541
4741,6553,3509
4746,6529,3518
4751,6525,3554
4756,6534,3575
4761,6536,3576
4766,6522,3531
4771,6509,3542
4776,6485,3543
4781,6475,3568
4786,6461,3568
4791,6454,3582
4796,6434,3595
4801,6418,3594
4806,6397,3518
4811,6384,3562
4816,6379,3537
4821,6373,3507
4826,6357,3502
4831,6337,3552
4836,6341,3568
4841,6341,3576
4846,6329,3607
4851,6337,3557
4856,6326,3547
4861,6344,3535
4866,6356,3517
4871,6371,3508
4876,6381,3476
4881,6375,3467
4886,6370,3498
4891,6373,3472
4896,6360,3491
4901,6363,3533
4906,6362,3558
4911,6365,3586
4916,6370,3560
4921,6368,3541
4926,6363,3506
4931,6363,3481
4936,6345,3463
4941,6333,3473
4946,6319,3486
4951,6305,3427
4956,6295,3404
4961,6296,3456
4966,6280,3448
4971,6273,3438
4976,6281,3446
4981,6281,3526
4986,6286,3551
4991,6277,3552
4996,6275,3554
5001,6270,3576
5006,6271,3535
5011,6284,3510
5016,6286,3561
5021,6284,3530
5026,6286,3451
5031,6281,3384
5036,6291,3424
5041,6297,3377
5046,6304,3406
5051,6310,3419
5056,6316,3500
5061,6320,3513
5066,6323,3476
5071,6339,3464
5076,6322,3423
5081,6317,3428
5086,6301,3365
5091,6294,3369
5096,6299,3377
5101,6285,3372
5106,6279,3344
5111,6288,3342
5116,6275,3331
5121,6265,3360
5126,6244,3466
5131,6250,3489
5136,6250,3549
5141,6247,3533
5146,6248,3585
5151,6242,3521
5156,6243,3476
5161,6254,3492
5166,6263,3478
5171,6274,3435
5176,6282,3414
5181,6290,3405
5186,6298,3345
5191,6313,3350
5196,6304,3351
5201,6299,3412
5206,6309,3439
5211,6313,3439
5216,6305,3387
5221,6311,3417
5226,6318,3439
5231,6322,3387
5236,6314,3408
5241,6311,3376
5246,6287,3407
5251,6266,3366
5256,6256,3374
5261,6255,3364
5266,6252,3390
5271,6244,3398
5276,6243,3429
5281,6233,3442
5286,6239,3530
5291,6239,3539
5296,6237,3545
5301,6237,3509
5306,6240,3445
5311,6238,3441
5316,6245,3433
5321,6235,3420
5326,6231,3426
5331,6235,3407
5336,6234,3409
5341,6242,3360
5346,6240,3374
5351,6243,3400
5356,6254,3450
5361,6258,3443
5366,6255,3478
5371,6253,3455
5376,6245,3411
5381,6233,3444
5386,6223,3411
5391,6229,3420
5396,6229,3422
