run,t,link,lane,cls,n,stopped,min_pos,max_pos,q_up_end_pos,q_down_end_pos,vmean
h11_canon0905_lcd1000_x18_20260907,901,32,1,ramp_R_D_E,4,0,303.64,999.32,,,43.11
h11_canon0905_lcd1000_x18_20260907,901,32,1,ramp_R_D_W,7,0,167.62,1023.79,,,41.638573
h11_canon0905_lcd1000_x18_20260907,901,32,1,signal_or_other,50,28,1377.77,1953.97,1545.5,1953.969970703125,10.919399
h11_canon0905_lcd1000_x18_20260907,901,32,2,ramp_R_D_W,8,0,129.47,914.81,,,42.75375
h11_canon0905_lcd1000_x18_20260907,901,32,2,signal_or_other,38,20,721.95,1954.13,1543.72998046875,1954.1300048828125,9.999738
h11_canon0905_lcd1000_x18_20260907,901,32,2,unknown_or_exit,1,0,1482.83,1482.83,,,59.74
h11_canon0905_lcd1000_x18_20260907,901,32,3,signal_or_other,53,41,1016.32,1954.14,1549.3599853515625,1954.1400146484375,5.5290565
h11_canon0905_lcd1000_x18_20260907,1051,32,1,ramp_R_D_E,9,0,426.94,1164.79,,,40.033333
h11_canon0905_lcd1000_x18_20260907,1051,32,1,ramp_R_D_W,11,0,124.08,1005.57,,,42.061817
h11_canon0905_lcd1000_x18_20260907,1051,32,1,signal_or_other,41,25,314.2,1954.25,1495.3800048828125,1954.25,12.155122
h11_canon0905_lcd1000_x18_20260907,1051,32,2,ramp_R_D_E,2,0,154.6,423.78,,,38.55
h11_canon0905_lcd1000_x18_20260907,1051,32,2,ramp_R_D_W,13,0,212.35,1018.16,,,40.830772
h11_canon0905_lcd1000_x18_20260907,1051,32,2,signal_or_other,43,15,122.11,1953.94,1512.31005859375,1953.93994140625,12.6281395
h11_canon0905_lcd1000_x18_20260907,1051,32,2,unknown_or_exit,1,1,1505.65,1505.65,1505.6500244140625,1505.6500244140625,0.0
h11_canon0905_lcd1000_x18_20260907,1051,32,3,ramp_R_D_E,2,0,126.23,171.14,,,36.8
h11_canon0905_lcd1000_x18_20260907,1051,32,3,ramp_R_D_W,2,0,24.9,310.1,,,35.940002
h11_canon0905_lcd1000_x18_20260907,1051,32,3,signal_or_other,48,31,238.67,1953.73,1507.3699951171875,1953.72998046875,8.666875
h11_canon0905_lcd1000_x18_20260907,1051,32,3,unknown_or_exit,1,0,1747.59,1747.59,,,22.14
h11_canon0905_lcd1000_x18_20260907,1201,32,1,ramp_R_D_E,11,0,300.36,1080.63,,,35.555454
h11_canon0905_lcd1000_x18_20260907,1201,32,1,ramp_R_D_W,10,0,14.35,936.01,,,37.578995
h11_canon0905_lcd1000_x18_20260907,1201,32,1,signal_or_other,38,19,777.57,1954.24,1524.489990234375,1954.239990234375,12.681842
h11_canon0905_lcd1000_x18_20260907,1201,32,2,ramp_R_D_E,1,0,752.94,752.94,,,42.77
h11_canon0905_lcd1000_x18_20260907,1201,32,2,ramp_R_D_W,18,0,61.62,974.01,,,41.33111
h11_canon0905_lcd1000_x18_20260907,1201,32,2,signal_or_other,45,28,1294.71,1953.99,1528.3900146484375,1953.989990234375,7.4882216
h11_canon0905_lcd1000_x18_20260907,1201,32,2,unknown_or_exit,1,0,1835.99,1835.99,,,16.77
h11_canon0905_lcd1000_x18_20260907,1201,32,3,ramp_R_D_E,2,0,69.63,295.19,,,45.645
h11_canon0905_lcd1000_x18_20260907,1201,32,3,signal_or_other,47,23,135.59,1942.33,1524.5699462890625,1754.219970703125,14.256381
h11_canon0905_lcd1000_x18_20260907,1201,32,3,unknown_or_exit,1,0,1663.46,1663.46,,,21.93
h11_canon0905_lcd1000_x18_20260907,1351,32,1,ramp_R_D_E,9,0,242.38,1213.48,,,41.975555
h11_canon0905_lcd1000_x18_20260907,1351,32,1,ramp_R_D_W,8,0,104.43,985.79,,,42.29625
h11_canon0905_lcd1000_x18_20260907,1351,32,1,signal_or_other,43,15,783.95,1954.05,1514.9100341796875,1954.050048828125,17.435116
h11_canon0905_lcd1000_x18_20260907,1351,32,2,ramp_R_D_E,1,0,30.1,30.1,,,45.05
h11_canon0905_lcd1000_x18_20260907,1351,32,2,ramp_R_D_W,9,0,258.11,1027.34,,,42.733334
h11_canon0905_lcd1000_x18_20260907,1351,32,2,signal_or_other,45,20,114.81,1954.42,1525.5799560546875,1954.4200439453125,11.061334
h11_canon0905_lcd1000_x18_20260907,1351,32,3,ramp_R_D_E,2,0,65.57,148.55,,,34.315
h11_canon0905_lcd1000_x18_20260907,1351,32,3,signal_or_other,41,22,262.96,1952.27,1534.0400390625,1921.1199951171875,11.507318
h11_canon0905_lcd1000_x18_20260907,1351,32,3,unknown_or_exit,2,0,1652.65,1930.54,,,10.2
h11_canon0905_lcd1000_x18_20260907,1501,32,1,ramp_R_D_E,9,0,240.45,969.28,,,40.784443
h11_canon0905_lcd1000_x18_20260907,1501,32,1,ramp_R_D_W,9,0,159.26,1011.48,,,39.471115
h11_canon0905_lcd1000_x18_20260907,1501,32,1,signal_or_other,52,34,499.97,1954.17,1485.030029296875,1954.1700439453125,11.322308
h11_canon0905_lcd1000_x18_20260907,1501,32,2,ramp_R_D_E,1,0,149.54,149.54,,,33.19
h11_canon0905_lcd1000_x18_20260907,1501,32,2,ramp_R_D_W,12,0,84.01,1018.69,,,37.600834
h11_canon0905_lcd1000_x18_20260907,1501,32,2,signal_or_other,49,31,1327.9,1953.95,1504.8399658203125,1953.949951171875,8.376326
h11_canon0905_lcd1000_x18_20260907,1501,32,3,ramp_R_D_E,1,0,188.96,188.96,,,41.63
h11_canon0905_lcd1000_x18_20260907,1501,32,3,ramp_R_D_W,1,0,11.0,11.0,,,43.32
h11_canon0905_lcd1000_x18_20260907,1501,32,3,signal_or_other,44,25,439.7,1947.76,1515.6500244140625,1947.760009765625,13.519773
h11_canon0905_lcd1000_x18_20260907,1651,32,1,ramp_R_D_E,9,0,544.04,1293.52,,,37.13222
h11_canon0905_lcd1000_x18_20260907,1651,32,1,ramp_R_D_W,8,0,82.86,996.11,,,42.158752
h11_canon0905_lcd1000_x18_20260907,1651,32,1,signal_or_other,43,27,565.53,1953.94,1276.6400146484375,1953.93994140625,12.300233
h11_canon0905_lcd1000_x18_20260907,1651,32,2,ramp_R_D_E,1,0,31.59,31.59,,,42.82
h11_canon0905_lcd1000_x18_20260907,1651,32,2,ramp_R_D_W,11,0,107.34,943.63,,,40.340908
h11_canon0905_lcd1000_x18_20260907,1651,32,2,signal_or_other,50,28,85.19,1953.71,1484.68994140625,1953.7099609375,12.547
h11_canon0905_lcd1000_x18_20260907,1651,32,2,unknown_or_exit,1,0,1456.86,1456.86,,,37.32
h11_canon0905_lcd1000_x18_20260907,1651,32,3,ramp_R_D_W,1,0,33.23,33.23,,,32.22
h11_canon0905_lcd1000_x18_20260907,1651,32,3,signal_or_other,51,39,1488.01,1936.36,1488.010009765625,1846.43994140625,6.2917647
h11_canon0905_lcd1000_x18_20260907,1801,32,1,ramp_R_D_E,10,0,122.84,1075.01,,,37.095
h11_canon0905_lcd1000_x18_20260907,1801,32,1,ramp_R_D_W,8,0,31.64,757.87,,,40.03625
h11_canon0905_lcd1000_x18_20260907,1801,32,1,signal_or_other,47,18,301.08,1954.27,1506.2099609375,1954.27001953125,16.202127
h11_canon0905_lcd1000_x18_20260907,1801,32,2,ramp_R_D_E,1,0,366.24,366.24,,,38.43
h11_canon0905_lcd1000_x18_20260907,1801,32,2,ramp_R_D_W,11,0,42.33,908.4,,,38.580906
h11_canon0905_lcd1000_x18_20260907,1801,32,2,signal_or_other,46,31,1509.84,1954.23,1509.8399658203125,1954.22998046875,6.875217
h11_canon0905_lcd1000_x18_20260907,1801,32,2,unknown_or_exit,2,1,1544.58,1593.61,1544.5799560546875,1544.5799560546875,4.775
h11_canon0905_lcd1000_x18_20260907,1801,32,3,ramp_R_D_E,2,0,77.16,159.42,,,43.559998
h11_canon0905_lcd1000_x18_20260907,1801,32,3,ramp_R_D_W,1,0,44.02,44.02,,,44.55
h11_canon0905_lcd1000_x18_20260907,1801,32,3,signal_or_other,42,24,1432.33,1944.08,1518.469970703125,1820.0400390625,10.966905
h11_canon0905_lcd1000_x18_20260907,1951,32,1,ramp_R_D_E,10,0,95.33,1293.29,,,38.986
h11_canon0905_lcd1000_x18_20260907,1951,32,1,ramp_R_D_W,4,0,75.74,862.57,,,37.2125
h11_canon0905_lcd1000_x18_20260907,1951,32,1,signal_or_other,43,22,119.72,1954.36,1526.75,1954.3599853515625,12.154652
h11_canon0905_lcd1000_x18_20260907,1951,32,2,ramp_R_D_W,13,0,19.39,1007.97,,,41.587692
h11_canon0905_lcd1000_x18_20260907,1951,32,2,signal_or_other,41,26,903.18,1949.16,1530.6400146484375,1949.1600341796875,10.2941475
h11_canon0905_lcd1000_x18_20260907,1951,32,2,unknown_or_exit,4,4,1536.14,1954.24,1536.1400146484375,1954.239990234375,1.0425
h11_canon0905_lcd1000_x18_20260907,1951,32,3,ramp_R_D_E,1,0,184.14,184.14,,,39.23
h11_canon0905_lcd1000_x18_20260907,1951,32,3,ramp_R_D_W,1,0,93.69,93.69,,,39.0
h11_canon0905_lcd1000_x18_20260907,1951,32,3,signal_or_other,39,25,1461.56,1942.97,1524.8599853515625,1849.1300048828125,10.331538
h11_canon0905_lcd1000_x18_20260907,1951,32,3,unknown_or_exit,1,1,1587.17,1587.17,1587.1700439453125,1587.1700439453125,0.0
h11_canon0905_lcd1000_x18_20260907,2101,32,1,ramp_R_D_E,8,0,318.99,1214.67,,,40.98625
h11_canon0905_lcd1000_x18_20260907,2101,32,1,ramp_R_D_W,12,0,66.56,999.53,,,38.455837
h11_canon0905_lcd1000_x18_20260907,2101,32,1,signal_or_other,63,53,35.12,1954.16,1506.81005859375,1954.1600341796875,5.231111
h11_canon0905_lcd1000_x18_20260907,2101,32,2,ramp_R_D_W,15,0,61.43,1011.24,,,40.32467
h11_canon0905_lcd1000_x18_20260907,2101,32,2,signal_or_other,62,55,18.87,1954.13,1512.6300048828125,1954.1300048828125,3.8293548
h11_canon0905_lcd1000_x18_20260907,2101,32,2,unknown_or_exit,4,4,1673.83,1889.79,1673.8299560546875,1889.7900390625,0.0
h11_canon0905_lcd1000_x18_20260907,2101,32,3,ramp_R_D_E,1,0,289.95,289.95,,,45.36
h11_canon0905_lcd1000_x18_20260907,2101,32,3,ramp_R_D_W,2,0,49.13,67.32,,,40.405
h11_canon0905_lcd1000_x18_20260907,2101,32,3,signal_or_other,58,51,1516.79,1941.53,1516.7900390625,1839.52001953125,3.2001722
h11_canon0905_lcd1000_x18_20260907,2251,32,1,ramp_R_D_E,17,8,89.16,1019.64,870.4299926757812,1019.6400146484375,20.584705
h11_canon0905_lcd1000_x18_20260907,2251,32,1,ramp_R_D_W,21,11,17.19,1024.76,911.6699829101562,1024.760009765625,17.57143
h11_canon0905_lcd1000_x18_20260907,2251,32,1,signal_or_other,57,37,332.59,1954.24,935.739990234375,1954.239990234375,9.861929
h11_canon0905_lcd1000_x18_20260907,2251,32,2,ramp_R_D_E,2,0,45.41,646.11,,,42.795
h11_canon0905_lcd1000_x18_20260907,2251,32,2,ramp_R_D_W,35,25,124.04,1023.79,877.1400146484375,1023.7899780273438,11.629715
h11_canon0905_lcd1000_x18_20260907,2251,32,2,signal_or_other,53,33,140.38,1954.06,1451.010009765625,1954.06005859375,7.0675473
h11_canon0905_lcd1000_x18_20260907,2251,32,2,unknown_or_exit,1,1,1936.14,1936.14,1936.1400146484375,1936.1400146484375,0.0
h11_canon0905_lcd1000_x18_20260907,2251,32,3,ramp_R_D_W,1,0,51.09,51.09,,,44.23
h11_canon0905_lcd1000_x18_20260907,2251,32,3,signal_or_other,53,32,740.91,1949.37,1455.52001953125,1894.0799560546875,10.132264
h11_canon0905_lcd1000_x18_20260907,2401,32,1,ramp_R_D_E,28,19,526.85,953.77,669.219970703125,953.77001953125,9.386071
h11_canon0905_lcd1000_x18_20260907,2401,32,1,ramp_R_D_W,20,16,288.14,1024.72,692.8099975585938,1024.719970703125,6.5995
h11_canon0905_lcd1000_x18_20260907,2401,32,1,signal_or_other,45,28,66.43,1954.05,698.8800048828125,1954.050048828125,14.223556
h11_canon0905_lcd1000_x18_20260907,2401,32,2,ramp_R_D_E,2,0,302.7,1428.08,,,39.864998
h11_canon0905_lcd1000_x18_20260907,2401,32,2,ramp_R_D_W,59,44,41.47,1026.64,684.1400146484375,1026.6400146484375,6.3813553
h11_canon0905_lcd1000_x18_20260907,2401,32,2,signal_or_other,51,28,1325.72,1953.81,1494.5699462890625,1953.81005859375,8.185686
h11_canon0905_lcd1000_x18_20260907,2401,32,3,ramp_R_D_E,1,0,348.55,348.55,,,36.33
h11_canon0905_lcd1000_x18_20260907,2401,32,3,signal_or_other,45,21,116.08,1943.53,1503.1400146484375,1677.3900146484375,12.443556
h11_canon0905_lcd1000_x18_20260907,2551,32,1,ramp_R_D_E,30,18,216.83,1033.9,568.47998046875,1021.3200073242188,7.604333
h11_canon0905_lcd1000_x18_20260907,2551,32,1,ramp_R_D_W,27,17,14.51,1015.13,562.0999755859375,1015.1300048828125,11.925185
h11_canon0905_lcd1000_x18_20260907,2551,32,1,signal_or_other,46,27,354.06,1954.2,573.5700073242188,1954.199951171875,15.645653
h11_canon0905_lcd1000_x18_20260907,2551,32,2,ramp_R_D_E,3,2,306.29,1534.32,1510.719970703125,1534.3199462890625,14.04
h11_canon0905_lcd1000_x18_20260907,2551,32,2,ramp_R_D_W,68,40,60.19,1021.76,536.0499877929688,1015.5999755859375,9.192499
h11_canon0905_lcd1000_x18_20260907,2551,32,2,signal_or_other,41,26,80.49,1953.95,1516.510009765625,1953.949951171875,10.0473175
h11_canon0905_lcd1000_x18_20260907,2551,32,2,unknown_or_exit,1,0,1444.81,1444.81,,,42.38
h11_canon0905_lcd1000_x18_20260907,2551,32,3,ramp_R_D_E,3,0,226.84,1660.63,,,27.023333
h11_canon0905_lcd1000_x18_20260907,2551,32,3,signal_or_other,49,30,1207.42,1939.8,1514.6300048828125,1831.0400390625,9.170612
h11_canon0905_lcd1000_x18_20260907,2701,32,1,ramp_R_D_E,33,28,483.82,1002.42,508.0899963378906,1002.4199829101562,2.0342424
h11_canon0905_lcd1000_x18_20260907,2701,32,1,ramp_R_D_W,35,27,42.94,1025.42,475.5400085449219,1025.4200439453125,6.6271424
h11_canon0905_lcd1000_x18_20260907,2701,32,1,signal_or_other,54,29,502.24,1954.26,502.239990234375,1954.260009765625,16.215742
h11_canon0905_lcd1000_x18_20260907,2701,32,2,ramp_R_D_E,2,2,1882.98,1900.31,1882.97998046875,1900.31005859375,0.0
h11_canon0905_lcd1000_x18_20260907,2701,32,2,ramp_R_D_W,79,65,74.28,1027.76,485.510009765625,1027.760009765625,4.271646
h11_canon0905_lcd1000_x18_20260907,2701,32,2,signal_or_other,38,24,1518.57,1953.95,1518.5699462890625,1953.949951171875,7.2163157
h11_canon0905_lcd1000_x18_20260907,2701,32,2,unknown_or_exit,1,0,1851.5,1851.5,,,34.47
h11_canon0905_lcd1000_x18_20260907,2701,32,3,ramp_R_D_W,1,0,15.06,15.06,,,44.46
h11_canon0905_lcd1000_x18_20260907,2701,32,3,signal_or_other,41,19,605.78,1948.76,1529.030029296875,1642.0400390625,13.82439
h11_canon0905_lcd1000_x18_20260907,2851,32,1,ramp_R_D_E,39,27,400.07,1261.34,400.07000732421875,985.6799926757812,7.999231
h11_canon0905_lcd1000_x18_20260907,2851,32,1,ramp_R_D_W,46,36,158.96,964.7,407.6400146484375,815.7899780273438,4.768696
h11_canon0905_lcd1000_x18_20260907,2851,32,1,signal_or_other,44,28,430.05,1954.14,430.04998779296875,1954.1400146484375,10.677046
h11_canon0905_lcd1000_x18_20260907,2851,32,1,unknown_or_exit,1,0,16.62,16.62,,,44.32
h11_canon0905_lcd1000_x18_20260907,2851,32,2,ramp_R_D_E,2,1,376.74,431.45,431.45001220703125,431.45001220703125,20.08
h11_canon0905_lcd1000_x18_20260907,2851,32,2,ramp_R_D_W,84,78,437.73,1027.96,437.7300109863281,1027.9599609375,0.85749996
h11_canon0905_lcd1000_x18_20260907,2851,32,2,signal_or_other,44,25,167.36,1954.13,1536.68994140625,1954.1300048828125,10.121364
h11_canon0905_lcd1000_x18_20260907,2851,32,2,unknown_or_exit,10,7,65.55,455.64,400.260009765625,455.6400146484375,13.3289995
h11_canon0905_lcd1000_x18_20260907,2851,32,3,signal_or_other,42,21,195.59,1947.38,1535.469970703125,1844.300048828125,9.43619
h11_canon0905_lcd1000_x18_20260907,3001,32,1,ramp_R_D_E,31,26,435.74,1012.42,435.739990234375,1012.4199829101562,2.3574195
h11_canon0905_lcd1000_x18_20260907,3001,32,1,ramp_R_D_W,42,33,422.54,1023.43,422.5400085449219,1023.4299926757812,3.0654762
h11_canon0905_lcd1000_x18_20260907,3001,32,1,signal_or_other,41,21,510.85,1954.22,510.8500061035156,1954.219970703125,13.442439
h11_canon0905_lcd1000_x18_20260907,3001,32,1,unknown_or_exit,16,8,90.8,415.39,299.57000732421875,358.0400085449219,12.922501
h11_canon0905_lcd1000_x18_20260907,3001,32,2,ramp_R_D_W,67,60,518.76,1026.03,543.989990234375,1026.030029296875,1.7988061
h11_canon0905_lcd1000_x18_20260907,3001,32,2,signal_or_other,35,15,169.65,1954.46,1556.3499755859375,1954.4599609375,12.122572
h11_canon0905_lcd1000_x18_20260907,3001,32,2,unknown_or_exit,27,17,26.65,555.92,288.6099853515625,555.9199829101562,8.111111
h11_canon0905_lcd1000_x18_20260907,3001,32,3,signal_or_other,41,19,227.72,1947.9,1566.9100341796875,1686.3299560546875,11.932439
h11_canon0905_lcd1000_x18_20260907,3001,32,3,unknown_or_exit,1,0,1727.46,1727.46,,,29.3
h11_canon0905_lcd1000_x18_20260907,3151,32,1,ramp_R_D_E,28,24,549.38,1256.93,549.3800048828125,1004.8499755859375,2.9007144
h11_canon0905_lcd1000_x18_20260907,3151,32,1,ramp_R_D_W,37,31,536.79,1015.86,536.7899780273438,1015.8599853515625,2.36
h11_canon0905_lcd1000_x18_20260907,3151,32,1,signal_or_other,50,43,589.85,1954.09,589.8499755859375,1954.0899658203125,3.8992002
h11_canon0905_lcd1000_x18_20260907,3151,32,1,unknown_or_exit,36,30,6.8,531.28,347.94000244140625,531.280029296875,6.4494443
h11_canon0905_lcd1000_x18_20260907,3151,32,2,ramp_R_D_W,62,56,583.33,1024.31,583.3300170898438,1024.31005859375,0.97887087
h11_canon0905_lcd1000_x18_20260907,3151,32,2,signal_or_other,47,37,245.48,1954.21,1603.719970703125,1954.2099609375,5.0402126
h11_canon0905_lcd1000_x18_20260907,3151,32,2,unknown_or_exit,43,37,2.0,601.24,357.4800109863281,601.239990234375,6.0781393
h11_canon0905_lcd1000_x18_20260907,3151,32,3,ramp_R_D_E,4,0,506.02,852.9,,,12.764999
h11_canon0905_lcd1000_x18_20260907,3151,32,3,signal_or_other,50,41,411.51,1947.45,1616.0699462890625,1852.739990234375,4.9456005
h11_canon0905_lcd1000_x18_20260907,3151,32,3,unknown_or_exit,2,1,18.38,1870.46,1870.4599609375,1870.4599609375,21.1
h11_canon0905_lcd1000_x18_20260907,3301,32,1,ramp_R_D_E,18,12,671.44,1291.82,741.0800170898438,1014.9000244140625,8.721666
h11_canon0905_lcd1000_x18_20260907,3301,32,1,ramp_R_D_W,26,18,643.0,1027.52,722.6799926757812,1000.2000122070312,5.603846
h11_canon0905_lcd1000_x18_20260907,3301,32,1,signal_or_other,37,19,746.96,1954.21,746.9600219726562,1954.2099609375,13.179189
h11_canon0905_lcd1000_x18_20260907,3301,32,1,unknown_or_exit,57,48,73.3,635.04,187.30999755859375,635.0399780273438,3.2208772
h11_canon0905_lcd1000_x18_20260907,3301,32,2,ramp_R_D_W,40,28,643.98,1026.7,643.97998046875,1026.699951171875,5.30725
h11_canon0905_lcd1000_x18_20260907,3301,32,2,signal_or_other,38,21,1348.72,1954.08,1571.219970703125,1954.0799560546875,12.657631
h11_canon0905_lcd1000_x18_20260907,3301,32,2,unknown_or_exit,63,46,29.14,670.72,208.57000732421875,637.2000122070312,4.090635
h11_canon0905_lcd1000_x18_20260907,3301,32,3,ramp_R_D_E,7,0,147.7,1034.61,,,28.261429
h11_canon0905_lcd1000_x18_20260907,3301,32,3,signal_or_other,44,21,61.98,1950.52,1543.8399658203125,1850.0999755859375,12.833636
h11_canon0905_lcd1000_x18_20260907,3301,32,3,unknown_or_exit,2,1,510.89,1621.18,1621.1800537109375,1621.1800537109375,17.55
h11_canon0905_lcd1000_x18_20260907,3451,32,1,ramp_R_D_E,15,13,854.13,1223.76,854.1300048828125,1026.550048828125,3.4093332
h11_canon0905_lcd1000_x18_20260907,3451,32,1,ramp_R_D_W,15,15,834.63,1020.27,834.6300048828125,1020.27001953125,0.0
h11_canon0905_lcd1000_x18_20260907,3451,32,1,signal_or_other,34,18,897.54,1954.39,897.5399780273438,1954.3900146484375,17.686174
h11_canon0905_lcd1000_x18_20260907,3451,32,1,unknown_or_exit,82,59,38.47,828.57,217.74000549316406,828.5700073242188,5.6447563
h11_canon0905_lcd1000_x18_20260907,3451,32,2,ramp_R_D_W,30,28,803.24,1024.21,803.239990234375,1024.2099609375,0.4633333
h11_canon0905_lcd1000_x18_20260907,3451,32,2,signal_or_other,36,19,1411.32,1954.39,1618.56005859375,1954.3900146484375,11.043888
h11_canon0905_lcd1000_x18_20260907,3451,32,2,unknown_or_exit,79,54,87.4,1921.03,183.17999267578125,1921.030029296875,5.39038
h11_canon0905_lcd1000_x18_20260907,3451,32,3,ramp_R_D_E,3,0,546.64,1030.67,,,15.77
h11_canon0905_lcd1000_x18_20260907,3451,32,3,signal_or_other,25,5,297.24,1946.31,1604.6099853515625,1825.25,25.649199
h11_canon0905_lcd1000_x18_20260907,3451,32,3,unknown_or_exit,3,0,184.8,1750.58,,,41.809998
h11_canon0905_lcd1000_x18_20260907,3601,32,1,ramp_R_D_E,15,14,857.07,1202.53,857.0700073242188,1026.550048828125,2.5126665
h11_canon0905_lcd1000_x18_20260907,3601,32,1,ramp_R_D_W,15,15,838.42,1020.27,838.4199829101562,1020.27001953125,0.0
h11_canon0905_lcd1000_x18_20260907,3601,32,1,signal_or_other,33,19,897.54,1954.14,897.5399780273438,1954.1400146484375,15.699091
h11_canon0905_lcd1000_x18_20260907,3601,32,1,unknown_or_exit,105,96,46.18,832.36,149.9199981689453,832.3599853515625,1.874381
h11_canon0905_lcd1000_x18_20260907,3601,32,2,ramp_R_D_W,30,30,811.24,1024.21,811.239990234375,1024.2099609375,0.0
h11_canon0905_lcd1000_x18_20260907,3601,32,2,signal_or_other,27,16,1522.58,1948.95,1698.8299560546875,1948.949951171875,13.111111
h11_canon0905_lcd1000_x18_20260907,3601,32,2,unknown_or_exit,104,95,83.9,1953.84,156.75,1953.8399658203125,1.3673077
h11_canon0905_lcd1000_x18_20260907,3601,32,3,ramp_R_D_E,8,0,153.19,780.66,,,22.4575
h11_canon0905_lcd1000_x18_20260907,3601,32,3,signal_or_other,21,3,289.11,1940.72,1826.31005859375,1861.02001953125,24.229523
h11_canon0905_lcd1000_x18_20260907,3601,32,3,unknown_or_exit,2,0,36.72,47.63,,,40.004997
h11_canon0905_lcd1000_x18_20260907,3751,32,1,ramp_R_D_E,14,14,857.07,1026.55,857.0700073242188,1026.550048828125,0.0
h11_canon0905_lcd1000_x18_20260907,3751,32,1,ramp_R_D_W,15,15,838.42,1020.27,838.4199829101562,1020.27001953125,0.0
h11_canon0905_lcd1000_x18_20260907,3751,32,1,signal_or_other,25,17,897.54,1954.31,897.5399780273438,1954.31005859375,11.9188
h11_canon0905_lcd1000_x18_20260907,3751,32,1,unknown_or_exit,117,116,76.77,832.36,91.93000030517578,832.3599853515625,0.19119659
h11_canon0905_lcd1000_x18_20260907,3751,32,2,ramp_R_D_W,30,30,811.24,1024.21,811.239990234375,1024.2099609375,0.0
h11_canon0905_lcd1000_x18_20260907,3751,32,2,signal_or_other,16,4,1760.7,1954.09,1889.3699951171875,1954.0899658203125,15.116876
h11_canon0905_lcd1000_x18_20260907,3751,32,2,unknown_or_exit,116,114,4.98,823.0,94.91999816894531,823.0,0.5746551
h11_canon0905_lcd1000_x18_20260907,3751,32,3,ramp_R_D_E,10,0,230.13,1020.08,,,13.149
h11_canon0905_lcd1000_x18_20260907,3751,32,3,signal_or_other,20,4,468.68,1952.07,1901.5400390625,1925.81005859375,17.061998
h11_canon0905_lcd1000_x18_20260907,3751,32,3,unknown_or_exit,8,0,20.62,576.34,,,21.25375
h11_canon0905_lcd1000_x18_20260907,3901,32,1,ramp_R_D_E,14,14,857.07,1026.55,857.0700073242188,1026.550048828125,0.0
h11_canon0905_lcd1000_x18_20260907,3901,32,1,ramp_R_D_W,15,15,838.42,1020.27,838.4199829101562,1020.27001953125,0.0
h11_canon0905_lcd1000_x18_20260907,3901,32,1,signal_or_other,20,10,897.54,1954.12,897.5399780273438,1954.1199951171875,39.051502
h11_canon0905_lcd1000_x18_20260907,3901,32,1,unknown_or_exit,125,125,39.33,832.36,39.33000183105469,832.3599853515625,0.0
h11_canon0905_lcd1000_x18_20260907,3901,32,2,ramp_R_D_W,30,30,811.24,1024.21,811.239990234375,1024.2099609375,0.0
h11_canon0905_lcd1000_x18_20260907,3901,32,2,signal_or_other,6,4,1707.66,1954.0,1930.9599609375,1954.0,23.236666
h11_canon0905_lcd1000_x18_20260907,3901,32,2,unknown_or_exit,120,120,52.5,823.0,52.5,823.0,0.0
h11_canon0905_lcd1000_x18_20260907,3901,32,3,ramp_R_D_E,7,3,97.89,1002.68,985.1500244140625,1002.6799926757812,8.932857
h11_canon0905_lcd1000_x18_20260907,3901,32,3,ramp_R_D_W,9,0,77.0,538.59,,,14.929999
h11_canon0905_lcd1000_x18_20260907,3901,32,3,signal_or_other,10,2,190.93,1952.59,979.5999755859375,1014.72998046875,15.794001
h11_canon0905_lcd1000_x18_20260907,3901,32,3,unknown_or_exit,14,1,204.84,1021.12,1021.1199951171875,1021.1199951171875,11.507858
h11_canon0905_lcd1000_x18_20260907,4051,32,1,ramp_R_D_E,14,14,857.07,1026.55,857.0700073242188,1026.550048828125,0.0
h11_canon0905_lcd1000_x18_20260907,4051,32,1,ramp_R_D_W,15,15,838.42,1020.27,838.4199829101562,1020.27001953125,0.0
h11_canon0905_lcd1000_x18_20260907,4051,32,1,signal_or_other,31,19,897.54,1954.07,897.5399780273438,1954.0699462890625,21.194193
h11_canon0905_lcd1000_x18_20260907,4051,32,1,unknown_or_exit,128,128,21.5,832.36,21.5,832.3599853515625,0.0
h11_canon0905_lcd1000_x18_20260907,4051,32,2,ramp_R_D_W,30,30,811.24,1024.21,811.239990234375,1024.2099609375,0.0
h11_canon0905_lcd1000_x18_20260907,4051,32,2,signal_or_other,25,16,1603.56,1954.39,1763.0400390625,1954.3900146484375,9.7424
h11_canon0905_lcd1000_x18_20260907,4051,32,2,unknown_or_exit,124,124,29.1,823.0,29.100000381469727,823.0,0.0
h11_canon0905_lcd1000_x18_20260907,4051,32,3,ramp_R_D_E,10,2,274.45,1014.88,954.6099853515625,1014.8800048828125,14.6970005
h11_canon0905_lcd1000_x18_20260907,4051,32,3,ramp_R_D_W,12,3,479.12,973.1,938.1599731445312,973.0999755859375,10.363334
h11_canon0905_lcd1000_x18_20260907,4051,32,3,signal_or_other,24,11,53.99,1953.4,960.25,1824.8299560546875,10.745418
h11_canon0905_lcd1000_x18_20260907,4051,32,3,unknown_or_exit,26,7,64.55,1021.12,123.0,1021.1199951171875,9.101154
h11_canon0905_lcd1000_x18_20260907,4201,32,1,ramp_R_D_E,14,14,857.07,1026.55,857.0700073242188,1026.550048828125,0.0
h11_canon0905_lcd1000_x18_20260907,4201,32,1,ramp_R_D_W,15,15,838.42,1020.27,838.4199829101562,1020.27001953125,0.0
