link,h11,b0,g1,h0,nc200,ctl200,ctl1000_h11,ctl1000_b0,DiD_h11,DiD_b0,net_nc
1,1.336111111111111,1.4166666666666667,1.3277777777777777,1.3125,1.3472222222222223,-0.019444444444444597,0.023611111111111027,0.10416666666666674,0.043055555555555625,0.12361111111111134,-0.03472222222222232
2,969.0805555555555,1032.2722222222221,684.8166666666667,1060.7444444444445,1032.5513888888888,-347.7347222222221,-91.663888888889,-28.4722222222224,256.0708333333331,319.2624999999997,28.193055555555702
3,0.9944444444444445,0.9944444444444445,0.9944444444444445,0.9944444444444445,0.9944444444444445,0.0,0.0,0.0,0.0,0.0,0.0
4,0.20694444444444443,0.2,0.2,0.19583333333333333,0.2,0.0,0.0111111111111111,0.00416666666666668,0.0111111111111111,0.00416666666666668,-0.00416666666666668
5,0.3194444444444444,0.3194444444444444,0.3194444444444444,0.3194444444444444,0.3194444444444444,0.0,0.0,0.0,0.0,0.0,0.0
6,0.2569444444444444,0.2569444444444444,0.2569444444444444,0.2569444444444444,0.2569444444444444,0.0,0.0,0.0,0.0,0.0,0.0
7,0.11527777777777778,0.12083333333333333,0.12777777777777777,0.12361111111111112,0.12777777777777777,0.0,-0.008333333333333331,-0.002777777777777782,-0.008333333333333331,-0.002777777777777782,-0.004166666666666652
8,0.08888888888888889,0.0875,0.09305555555555556,0.08194444444444444,0.09166666666666666,0.0013888888888888978,0.0069444444444444475,0.00555555555555555,0.00555555555555555,0.004166666666666652,-0.009722222222222215
12,0.2861111111111111,0.28194444444444444,0.2722222222222222,0.2777777777777778,0.2763888888888889,-0.004166666666666707,0.008333333333333304,0.004166666666666652,0.012500000000000011,0.00833333333333336,0.001388888888888884
13,1.511111111111111,1.511111111111111,1.511111111111111,1.511111111111111,1.511111111111111,0.0,0.0,0.0,0.0,0.0,0.0
14,0.5125,0.5291666666666667,0.5541666666666667,0.5305555555555556,0.5402777777777777,0.01388888888888895,-0.018055555555555602,-0.001388888888888884,-0.03194444444444455,-0.015277777777777835,-0.009722222222222188
17,0.018055555555555554,0.022222222222222223,0.011111111111111112,0.0125,0.015277777777777777,-0.004166666666666666,0.005555555555555553,0.009722222222222222,0.009722222222222219,0.013888888888888888,-0.0027777777777777766
18,0.002777777777777778,0.001388888888888889,0.0,0.004166666666666667,0.001388888888888889,-0.001388888888888889,-0.0013888888888888887,-0.0027777777777777775,2.168404344971009e-19,-0.0013888888888888885,0.0027777777777777775
19,0.004166666666666667,0.008333333333333333,0.009722222222222222,0.011111111111111112,0.0125,-0.0027777777777777783,-0.006944444444444445,-0.0027777777777777783,-0.004166666666666667,0.0,-0.0013888888888888892
20,0.5222222222222223,0.5472222222222223,0.5888888888888889,0.5666666666666667,0.5916666666666667,-0.002777777777777768,-0.0444444444444444,-0.019444444444444375,-0.04166666666666663,-0.016666666666666607,-0.025000000000000022
