t,n,stopped
1976,5398,2075
1981,5417,1959
1986,5430,1908
1991,5424,1903
1996,5441,1927
2001,5450,1945
2006,5460,1920
2011,5481,1908
2016,5492,1878
2021,5511,1877
2026,5530,1928
2031,5534,1898
2036,5548,1868
2041,5552,1815
2046,5561,1804
2051,5563,1784
2056,5556,1775
2061,5561,1808
2066,5572,1871
2071,5592,1927
2076,5604,1956
2081,5600,1975
2086,5596,2040
2091,5588,2110
2096,5591,2212
2101,5607,2293
2106,5619,2240
2111,5630,2223
2116,5624,2204
2121,5627,2209
2126,5637,2292
2131,5651,2261
2136,5680,2249
2141,5693,2257
2146,5697,2210
2151,5717,2216
2156,5738,2225
2161,5740,2225
2166,5763,2125
2171,5762,2138
2176,5783,2128
2181,5802,2064
2186,5806,2020
2191,5822,2018
2196,5825,1992
2201,5832,2003
2206,5854,1989
2211,5865,2060
2216,5870,2126
2221,5874,2215
2226,5884,2246
2231,5900,2285
2236,5917,2352
2241,5943,2426
2246,5957,2479
2251,5979,2573
2256,6003,2487
2261,6007,2500
2266,5992,2472
2271,5993,2475
2276,6006,2505
2281,6010,2471
2286,6018,2408
2291,6027,2464
2296,6023,2480
2301,6020,2450
2306,6015,2417
2311,6031,2407
2316,6047,2389
2321,6073,2367
2326,6090,2364
2331,6104,2313
2336,6106,2243
2341,6104,2235
2346,6111,2241
2351,6122,2252
2356,6145,2312
2361,6157,2327
2366,6162,2360
2371,6182,2460
2376,6193,2437
2381,6203,2480
2386,6227,2534
2391,6244,2582
2396,6273,2600
2401,6280,2664
2406,6284,2633
2411,6304,2621
2416,6289,2649
2421,6302,2701
2426,6301,2755
2431,6313,2669
2436,6320,2615
2441,6329,2586
2446,6353,2599
2451,6362,2612
2456,6380,2623
2461,6386,2626
2466,6388,2627
2471,6400,2635
2476,6394,2574
2481,6417,2561
2486,6432,2509
2491,6444,2496
2496,6448,2511
2501,6449,2500
2506,6449,2590
2511,6462,2658
2516,6479,2716
2521,6486,2764
2526,6496,2729
2531,6505,2731
2536,6503,2787
2541,6510,2857
2546,6507,2907
2551,6520,2939
2556,6525,2885
2561,6528,2847
2566,6511,2842
2571,6495,2874
2576,6478,2891
2581,6456,2767
2586,6455,2752
2591,6432,2765
2596,6435,2757
2601,6413,2683
2606,6406,2738
2611,6417,2749
2616,6428,2769
2621,6431,2797
2626,6443,2711
2631,6453,2676
2636,6454,2620
2641,6476,2600
2646,6492,2594
2651,6489,2600
2656,6496,2638
2661,6501,2692
2666,6492,2729
2671,6502,2801
2676,6509,2861
2681,6521,2835
2686,6528,2838
2691,6541,2875
2696,6542,2916
2701,6558,2949
2706,6552,2896
2711,6550,2892
2716,6548,2894
2721,6543,2883
2726,6533,2924
2731,6528,2878
2736,6530,2906
2741,6539,2884
2746,6531,2891
2751,6543,2873
2756,6562,2902
2761,6562,2904
2766,6566,2893
2771,6559,2917
2776,6564,2855
2781,6569,2795
2786,6579,2748
2791,6577,2680
2796,6576,2728
2801,6574,2714
2806,6566,2707
2811,6587,2758
2816,6593,2804
2821,6595,2861
2826,6590,2902
2831,6608,2941
2836,6613,2993
2841,6624,3013
2846,6633,3006
2851,6632,3049
2856,6638,2974
2861,6652,2962
2866,6628,2987
2871,6612,2981
2876,6589,2973
2881,6580,2937
2886,6558,2935
2891,6548,2911
2896,6550,2883
2901,6536,2894
2906,6531,2863
2911,6530,2777
2916,6541,2788
2921,6552,2788
2926,6549,2769
2931,6551,2775
2936,6551,2692
2941,6561,2692
2946,6550,2674
2951,6545,2684
2956,6548,2748
2961,6558,2786
2966,6569,2842
2971,6559,2906
2976,6569,2946
2981,6592,2947
2986,6601,2996
2991,6605,3076
2996,6616,3137
3001,6612,3157
3006,6598,3043
3011,6597,3022
3016,6584,3007
3021,6575,3025
3026,6574,2988
3031,6558,2939
3036,6552,2882
3041,6535,2867
3046,6530,2827
3051,6525,2905
3056,6526,2795
3061,6525,2798
3066,6543,2798
3071,6539,2787
3076,6523,2723
3081,6513,2685
3086,6503,2665
3091,6490,2662
3096,6480,2673
3101,6492,2673
3106,6515,2676
3111,6535,2755
3116,6554,2809
3121,6568,2910
3126,6580,3001
3131,6581,3016
3136,6604,3039
3141,6600,3108
3146,6600,3138
3151,6603,3148
3156,6617,3106
3161,6612,3092
3166,6597,3063
3171,6597,3053
3176,6565,3053
3181,6557,3048
3186,6568,2956
3191,6564,2954
3196,6546,2940
3201,6530,2972
3206,6519,2903
3211,6522,2886
3216,6521,2931
3221,6531,2930
3226,6529,2918
3231,6531,2889
3236,6538,2836
3241,6532,2789
3246,6546,2738
3251,6565,2797
3256,6575,2837
3261,6586,2840
3266,6598,2894
3271,6604,2934
3276,6617,2996
3281,6625,3002
3286,6635,3039
3291,6646,3100
3296,6651,3165
3301,6653,3246
3306,6654,3187
3311,6663,3195
3316,6643,3172
3321,6651,3149
3326,6647,3126
3331,6638,3067
3336,6633,3066
3341,6611,3048
3346,6605,3055
3351,6581,3065
3356,6583,3054
3361,6582,3018
3366,6567,3011
3371,6568,2956
3376,6553,2985
3381,6555,2955
3386,6543,2870
3391,6530,2802
3396,6527,2792
3401,6520,2804
3406,6520,2861
3411,6528,2922
3416,6543,2926
3421,6547,2992
3426,6557,3006
3431,6573,2972
3436,6577,3068
3441,6581,3146
3446,6577,3201
3451,6582,3223
3456,6592,3147
3461,6581,3137
3466,6600,3130
3471,6598,3212
3476,6607,3256
3481,6610,3192
3486,6619,3107
3491,6624,3047
3496,6629,3015
3501,6624,3076
3506,6622,3024
3511,6618,3026
3516,6627,3027
3521,6631,3007
3526,6629,3019
3531,6627,2996
3536,6621,2907
3541,6639,2887
3546,6650,2933
3551,6640,2955
3556,6649,2935
3561,6650,2968
3566,6679,3023
3571,6695,3098
3576,6701,3132
3581,6703,3148
3586,6711,3157
3591,6720,3191
3596,6735,3273
3601,6743,3325
3606,6738,3234
3611,6737,3240
3616,6747,3275
3621,6745,3322
3626,6735,3379
3631,6733,3323
3636,6721,3214
3641,6714,3151
3646,6702,3128
3651,6694,3164
3656,6652,3129
3661,6623,3089
3666,6617,3030
3671,6594,3012
3676,6571,2970
3681,6550,2858
3686,6551,2835
3691,6535,2828
3696,6526,2870
3701,6526,2916
3706,6518,2951
3711,6514,2973
3716,6515,3004
3721,6515,3000
3726,6508,3036
3731,6495,2999
3736,6488,3037
3741,6485,3056
3746,6484,3116
3751,6487,3142
3756,6507,3102
3761,6520,3117
3766,6499,3171
3771,6488,3185
3776,6488,3249
3781,6479,3180
3786,6476,3154
3791,6485,3147
3796,6482,3135
3801,6471,3169
3806,6469,3050
3811,6455,3046
3816,6449,2987
3821,6444,2958
3826,6434,2909
3831,6433,2829
3836,6441,2794
3841,6433,2807
3846,6435,2842
3851,6435,2830
3856,6433,2856
3861,6445,2926
3866,6444,2961
3871,6440,3043
3876,6425,3023
3881,6424,3044
3886,6430,3110
3891,6433,3159
3896,6437,3224
3901,6433,3244
3906,6434,3166
3911,6444,3204
3916,6443,3181
3921,6429,3151
3926,6428,3178
3931,6425,3100
3936,6425,3060
3941,6402,3058
3946,6378,3044
3951,6362,3096
3956,6357,3048
3961,6348,3056
3966,6338,3030
3971,6326,2988
3976,6316,2974
3981,6313,2938
3986,6310,2880
3991,6299,2845
3996,6289,2821
4001,6290,2822
4006,6291,2936
4011,6300,2998
4016,6303,3031
4021,6299,3057
4026,6297,3076
4031,6286,3087
4036,6301,3143
4041,6301,3212
4046,6310,3251
4051,6321,3321
4056,6331,3277
4061,6337,3244
4066,6338,3214
4071,6333,3205
4076,6322,3272
4081,6321,3211
4086,6321,3110
4091,6330,3105
4096,6324,3098
4101,6314,3078
4106,6306,3068
4111,6307,3052
4116,6314,3027
4121,6311,2997
4126,6315,2952
4131,6310,2905
4136,6298,2858
4141,6276,2835
4146,6264,2818
4151,6263,2842
4156,6275,2916
4161,6283,2963
4166,6279,3013
4171,6284,3045
4176,6300,3069
4181,6309,3096
4186,6306,3134
4191,6310,3171
4196,6312,3197
4201,6315,3228
4206,6325,3123
4211,6332,3161
4216,6323,3178
4221,6349,3218
4226,6348,3208
4231,6357,3210
4236,6337,3187
4241,6336,3167
4246,6331,3203
4251,6323,3188
4256,6326,3165
4261,6335,3137
4266,6351,3037
4271,6357,3054
4276,6353,3021
4281,6348,2985
4286,6348,2948
4291,6344,2951
4296,6345,2957
4301,6338,2965
4306,6344,2980
4311,6358,3042
4316,6361,3054
4321,6364,3098
4326,6371,3139
4331,6369,3189
4336,6370,3215
4341,6364,3247
4346,6353,3278
4351,6339,3248
4356,6331,3182
4361,6343,3238
4366,6331,3215
4371,6335,3257
4376,6331,3242
4381,6333,3158
4386,6327,3154
4391,6327,3155
4396,6335,3126
4401,6326,3139
4406,6320,3156
4411,6319,3134
4416,6316,3100
4421,6318,3055
4426,6325,3055
4431,6331,3061
4436,6330,3042
4441,6340,2995
4446,6343,2963
4451,6333,2989
4456,6323,3019
4461,6324,3061
4466,6325,3081
4471,6338,3130
4476,6358,3153
4481,6364,3190
4486,6362,3210
4491,6360,3288
4496,6364,3315
4501,6367,3382
4506,6360,3274
4511,6369,3266
4516,6354,3281
4521,6366,3324
4526,6371,3356
4531,6366,3320
4536,6356,3343
4541,6351,3348
4546,6350,3291
4551,6348,3291
4556,6346,3219
4561,6341,3232
4566,6343,3221
4571,6339,3184
4576,6326,3103
4581,6316,3039
4586,6310,2993
4591,6309,3012
4596,6304,3014
4601,6299,3022
4606,6302,3013
4611,6299,3068
4616,6306,3137
4621,6301,3145
4626,6294,3155
4631,6283,3202
4636,6285,3200
4641,6280,3211
4646,6283,3328
4651,6282,3400
4656,6283,3348
4661,6289,3363
4666,6292,3324
4671,6286,3341
4676,6272,3331
4681,6259,3306
4686,6268,3296
4691,6268,3261
4696,6274,3269
4701,6284,3256
4706,6280,3200
4711,6273,3218
4716,6272,3195
4721,6281,3173
4726,6278,3130
4731,6271,3089
4736,6255,3052
4741,6255,3013
4746,6244,3045
4751,6240,3087
4756,6242,3120
4761,6238,3121
4766,6233,3166
4771,6223,3153
4776,6213,3162
4781,6216,3189
4786,6219,3252
4791,6225,3331
4796,6239,3343
4801,6242,3374
4806,6240,3288
4811,6227,3280
4816,6223,3312
4821,6214,3309
4826,6188,3317
4831,6176,3268
4836,6175,3274
4841,6173,3238
4846,6160,3210
4851,6158,3227
4856,6166,3219
4861,6167,3189
4866,6176,3161
4871,6176,3146
4876,6174,3098
4881,6159,3102
4886,6167,3093
4891,6148,3062
4896,6132,2995
4901,6141,3050
4906,6135,3049
4911,6140,3115
4916,6146,3094
4921,6147,3099
4926,6145,3054
4931,6152,3060
4936,6157,3104
4941,6168,3182
4946,6164,3216
4951,6162,3327
4956,6169,3259
4961,6172,3253
4966,6183,3269
4971,6197,3288
4976,6198,3316
4981,6205,3246
4986,6209,3161
4991,6201,3172
4996,6192,3140
5001,6202,3173
5006,6200,3191
5011,6213,3226
5016,6215,3174
5021,6210,3168
5026,6202,3172
5031,6197,3140
5036,6196,3088
5041,6205,3102
5046,6209,3096
5051,6201,3084
5056,6203,3103
5061,6209,3155
5066,6212,3220
5071,6225,3292
5076,6228,3255
5081,6233,3255
5086,6234,3289
5091,6228,3300
5096,6229,3349
5101,6219,3393
5106,6215,3306
5111,6220,3319
5116,6201,3274
5121,6205,3298
5126,6195,3341
5131,6178,3327
5136,6170,3264
5141,6158,3254
5146,6143,3242
5151,6136,3217
5156,6128,3181
5161,6124,3134
5166,6108,3117
5171,6107,3120
5176,6110,3122
5181,6119,3072
5186,6116,3014
5191,6119,2999
5196,6107,2963
5201,6108,2997
5206,6127,3034
5211,6125,3063
5216,6109,3110
5221,6102,3126
5226,6100,3127
5231,6097,3174
5236,6095,3197
5241,6098,3227
5246,6083,3209
5251,6077,3217
5256,6086,3176
5261,6101,3149
5266,6111,3151
5271,6103,3181
5276,6104,3205
5281,6094,3184
5286,6088,3138
5291,6100,3126
5296,6095,3117
5301,6076,3128
5306,6066,3080
5311,6066,3054
5316,6067,3001
5321,6060,3015
5326,6055,2953
5331,6056,3007
5336,6060,2974
5341,6062,2930
5346,6056,2955
5351,6051,2984
5356,6045,2985
5361,6041,3048
5366,6040,3028
5371,6043,3084
5376,6048,3045
5381,6042,3063
5386,6028,3120
5391,6036,3159
5396,6041,3192
