run,t,conn,n,stopped,vmean
g1_base_x18_20260905,2701,10646,3,0,47.23
g1_base_x18_20260905,2851,10646,8,0,45.25625
g1_base_x18_20260905,3001,10646,7,0,46.34857
g1_base_x18_20260905,3151,10646,12,0,31.793335
g1_base_x18_20260905,3301,10646,8,0,36.957497
g1_base_x18_20260905,3451,10646,14,1,34.812862
g1_base_x18_20260905,3601,10646,11,0,36.592728
g1_base_x18_20260905,3751,10646,3,0,48.429996
g1_base_x18_20260905,3901,10646,14,3,22.144287
g1_base_x18_20260905,4051,10646,11,0,40.559086
g1_base_x18_20260905,4201,10646,8,0,29.302498
g1_base_x18_20260905,4351,10646,14,7,9.910001
g1_base_x18_20260905,4501,10646,15,5,20.153332
g1_base_x18_20260905,4651,10646,24,12,7.7833333
g1_base_x18_20260905,4801,10646,6,0,57.766663
g1_base_x18_20260905,4951,10646,5,0,54.22
g1_base_x18_20260905,5101,10646,12,7,13.337499
g1_base_x18_20260905,5251,10646,11,4,15.134545
g1_base_x18_20260905,1201,10681,1,0,76.5
g1_base_x18_20260905,1651,10681,2,0,40.260002
g1_base_x18_20260905,1801,10681,1,0,120.68
g1_base_x18_20260905,2101,10681,1,0,43.56
g1_base_x18_20260905,2251,10681,2,0,23.775
g1_base_x18_20260905,2401,10681,3,2,13.533333
g1_base_x18_20260905,2551,10681,1,0,42.18
g1_base_x18_20260905,2851,10681,2,0,29.08
g1_base_x18_20260905,3151,10681,1,0,41.94
g1_base_x18_20260905,3301,10681,2,0,43.32
g1_base_x18_20260905,3751,10681,1,0,40.23
g1_base_x18_20260905,4051,10681,11,10,3.682727
g1_base_x18_20260905,4351,10681,1,0,43.9
g1_base_x18_20260905,4501,10681,12,12,0.0
g1_base_x18_20260905,4801,10681,6,6,0.0
g1_base_x18_20260905,4951,10681,1,0,79.35
g1_base_x18_20260905,5101,10681,1,0,44.66
g1_base_x18_20260905,5251,10681,10,10,0.0
g1_base_x18_20260905,901,10644,9,0,41.45333
g1_base_x18_20260905,1051,10644,14,0,38.55
g1_base_x18_20260905,1201,10644,22,0,33.16136
g1_base_x18_20260905,1351,10644,25,3,32.1976
g1_base_x18_20260905,1501,10644,31,0,33.80613
g1_base_x18_20260905,1651,10644,27,0,33.871483
g1_base_x18_20260905,1801,10644,16,0,37.70688
g1_base_x18_20260905,1951,10644,21,0,37.45476
g1_base_x18_20260905,2101,10644,15,0,38.86333
g1_base_x18_20260905,2251,10644,39,13,16.792822
g1_base_x18_20260905,2401,10644,19,0,37.20684
g1_base_x18_20260905,2551,10644,16,0,39.853752
g1_base_x18_20260905,2701,10644,25,1,37.2452
g1_base_x18_20260905,2851,10644,24,0,33.742916
g1_base_x18_20260905,3001,10644,32,0,35.299374
g1_base_x18_20260905,3151,10644,17,0,40.992943
g1_base_x18_20260905,3301,10644,15,0,38.609997
g1_base_x18_20260905,3451,10644,20,0,35.3155
g1_base_x18_20260905,3601,10644,27,1,31.656294
g1_base_x18_20260905,3751,10644,12,0,41.82833
g1_base_x18_20260905,3901,10644,11,2,31.930908
g1_base_x18_20260905,4051,10644,22,1,31.074547
g1_base_x18_20260905,4201,10644,12,0,42.267498
g1_base_x18_20260905,4351,10644,10,1,35.038002
g1_base_x18_20260905,4501,10644,19,3,31.176842
g1_base_x18_20260905,4651,10644,13,0,38.84923
g1_base_x18_20260905,4801,10644,5,0,35.420002
g1_base_x18_20260905,4951,10644,5,0,42.716
g1_base_x18_20260905,5101,10644,7,0,41.97857
g1_base_x18_20260905,5251,10644,2,0,38.1
g1_base_x18_20260905,901,10639,2,0,37.315002
g1_base_x18_20260905,1201,10639,1,0,40.23
g1_base_x18_20260905,1351,10639,2,0,42.345
g1_base_x18_20260905,1651,10639,2,0,41.05
g1_base_x18_20260905,1801,10639,2,0,41.574997
g1_base_x18_20260905,1951,10639,5,0,41.918
g1_base_x18_20260905,2101,10639,1,0,40.39
g1_base_x18_20260905,2251,10639,5,1,33.924
g1_base_x18_20260905,2401,10639,4,3,8.6875
g1_base_x18_20260905,2551,10639,3,3,1.8733335
g1_base_x18_20260905,2701,10639,3,0,23.710001
g1_base_x18_20260905,2851,10639,4,0,38.895004
g1_base_x18_20260905,3001,10639,1,0,40.69
g1_base_x18_20260905,3151,10639,2,0,44.635002
g1_base_x18_20260905,3301,10639,3,0,38.46667
g1_base_x18_20260905,3451,10639,2,0,44.09
g1_base_x18_20260905,3601,10639,1,0,44.53
g1_base_x18_20260905,4051,10639,6,4,9.429999
g1_base_x18_20260905,4201,10639,2,2,0.0
g1_base_x18_20260905,4351,10639,1,0,43.14
g1_base_x18_20260905,4501,10639,7,5,7.968571
g1_base_x18_20260905,4651,10639,4,2,21.5975
g1_base_x18_20260905,4801,10639,12,11,1.1216667
g1_base_x18_20260905,4951,10639,8,5,11.8637495
g1_base_x18_20260905,5101,10639,1,1,3.69
g1_base_x18_20260905,5251,10639,6,4,13.959999
h0_nocontrol_lcd1000_x18_20260906,901,10482,5,0,42.766
h0_nocontrol_lcd1000_x18_20260906,1051,10482,6,0,38.018337
h0_nocontrol_lcd1000_x18_20260906,1201,10482,11,0,40.376366
h0_nocontrol_lcd1000_x18_20260906,1351,10482,5,0,42.5
h0_nocontrol_lcd1000_x18_20260906,1501,10482,9,0,39.193333
h0_nocontrol_lcd1000_x18_20260906,1651,10482,5,0,42.441998
h0_nocontrol_lcd1000_x18_20260906,1801,10482,14,0,41.66857
h0_nocontrol_lcd1000_x18_20260906,1951,10482,16,0,40.975624
h0_nocontrol_lcd1000_x18_20260906,2101,10482,11,0,40.53091
h0_nocontrol_lcd1000_x18_20260906,2251,10482,9,0,39.60222
h0_nocontrol_lcd1000_x18_20260906,2401,10482,9,0,40.756668
h0_nocontrol_lcd1000_x18_20260906,2551,10482,13,0,41.609234
h0_nocontrol_lcd1000_x18_20260906,2701,10482,13,0,31.94077
h0_nocontrol_lcd1000_x18_20260906,2851,10482,7,0,41.99857
h0_nocontrol_lcd1000_x18_20260906,3001,10482,6,0,42.46167
h0_nocontrol_lcd1000_x18_20260906,3151,10482,7,0,41.33286
h0_nocontrol_lcd1000_x18_20260906,3301,10482,6,0,39.733334
h0_nocontrol_lcd1000_x18_20260906,3451,10482,9,0,40.152225
h0_nocontrol_lcd1000_x18_20260906,3601,10482,7,0,43.58143
h0_nocontrol_lcd1000_x18_20260906,3751,10482,3,0,38.15333
h0_nocontrol_lcd1000_x18_20260906,3901,10482,3,0,41.086666
h0_nocontrol_lcd1000_x18_20260906,4051,10482,7,0,42.302856
h0_nocontrol_lcd1000_x18_20260906,4201,10482,4,0,40.657497
h0_nocontrol_lcd1000_x18_20260906,4351,10482,10,0,41.385002
h0_nocontrol_lcd1000_x18_20260906,4501,10482,5,0,36.135998
h0_nocontrol_lcd1000_x18_20260906,4651,10482,6,0,41.92833
h0_nocontrol_lcd1000_x18_20260906,4801,10482,9,0,41.599995
h0_nocontrol_lcd1000_x18_20260906,4951,10482,4,0,42.4525
h0_nocontrol_lcd1000_x18_20260906,5101,10482,4,0,41.1525
h0_nocontrol_lcd1000_x18_20260906,5251,10482,5,0,39.444
h0_nocontrol_lcd1000_x18_20260906,901,10490,1,0,40.74
h0_nocontrol_lcd1000_x18_20260906,1201,10490,7,0,39.46286
h0_nocontrol_lcd1000_x18_20260906,1351,10490,3,0,43.293335
h0_nocontrol_lcd1000_x18_20260906,1501,10490,1,0,30.97
h0_nocontrol_lcd1000_x18_20260906,1651,10490,5,0,37.768
h0_nocontrol_lcd1000_x18_20260906,1801,10490,2,0,41.845
h0_nocontrol_lcd1000_x18_20260906,1951,10490,10,0,40.040997
h0_nocontrol_lcd1000_x18_20260906,2251,10490,3,0,31.556665
h0_nocontrol_lcd1000_x18_20260906,2401,10490,5,0,39.728
h0_nocontrol_lcd1000_x18_20260906,2551,10490,6,0,33.09667
h0_nocontrol_lcd1000_x18_20260906,2701,10490,7,0,36.958576
h0_nocontrol_lcd1000_x18_20260906,2851,10490,1,0,44.68
h0_nocontrol_lcd1000_x18_20260906,3001,10490,2,0,40.77
h0_nocontrol_lcd1000_x18_20260906,3151,10490,1,0,42.0
h0_nocontrol_lcd1000_x18_20260906,3301,10490,1,0,42.49
h0_nocontrol_lcd1000_x18_20260906,3451,10490,6,0,39.219997
h0_nocontrol_lcd1000_x18_20260906,3601,10490,1,0,42.25
h0_nocontrol_lcd1000_x18_20260906,3751,10490,6,0,39.27667
h0_nocontrol_lcd1000_x18_20260906,3901,10490,1,0,42.24
h0_nocontrol_lcd1000_x18_20260906,4051,10490,6,0,42.34833
h0_nocontrol_lcd1000_x18_20260906,4201,10490,1,0,41.77
h0_nocontrol_lcd1000_x18_20260906,4351,10490,6,0,41.23833
h0_nocontrol_lcd1000_x18_20260906,4501,10490,2,0,42.2
h0_nocontrol_lcd1000_x18_20260906,4651,10490,2,0,41.489998
h0_nocontrol_lcd1000_x18_20260906,5101,10490,2,0,41.08
h0_nocontrol_lcd1000_x18_20260906,5251,10490,3,0,33.403336
h0_nocontrol_lcd1000_x18_20260906,1051,10480,2,0,43.89
h0_nocontrol_lcd1000_x18_20260906,1201,10480,2,0,41.525
h0_nocontrol_lcd1000_x18_20260906,1351,10480,1,0,41.38
h0_nocontrol_lcd1000_x18_20260906,1651,10480,1,0,33.19
h0_nocontrol_lcd1000_x18_20260906,1801,10480,4,0,43.024998
h0_nocontrol_lcd1000_x18_20260906,1951,10480,4,0,42.975
h0_nocontrol_lcd1000_x18_20260906,2251,10480,1,0,60.32
h0_nocontrol_lcd1000_x18_20260906,2401,10480,2,0,38.14
h0_nocontrol_lcd1000_x18_20260906,2551,10480,1,0,65.34
h0_nocontrol_lcd1000_x18_20260906,2701,10480,3,0,43.25
h0_nocontrol_lcd1000_x18_20260906,2851,10480,3,0,43.726665
h0_nocontrol_lcd1000_x18_20260906,3001,10480,1,0,70.09
h0_nocontrol_lcd1000_x18_20260906,3151,10480,1,0,32.8
h0_nocontrol_lcd1000_x18_20260906,3301,10480,2,0,54.14
h0_nocontrol_lcd1000_x18_20260906,3601,10480,1,0,42.61
h0_nocontrol_lcd1000_x18_20260906,4351,10480,2,0,48.655
h0_nocontrol_lcd1000_x18_20260906,4801,10480,2,0,70.985
h0_nocontrol_lcd1000_x18_20260906,4951,10480,1,0,43.29
h0_nocontrol_lcd1000_x18_20260906,901,10484,6,0,39.21
h0_nocontrol_lcd1000_x18_20260906,1051,10484,7,0,42.118572
h0_nocontrol_lcd1000_x18_20260906,1201,10484,11,0,41.206364
h0_nocontrol_lcd1000_x18_20260906,1351,10484,4,0,35.065002
h0_nocontrol_lcd1000_x18_20260906,1501,10484,7,0,38.402855
h0_nocontrol_lcd1000_x18_20260906,1651,10484,5,0,41.465996
h0_nocontrol_lcd1000_x18_20260906,1801,10484,7,0,36.61857
h0_nocontrol_lcd1000_x18_20260906,1951,10484,2,0,38.489998
h0_nocontrol_lcd1000_x18_20260906,2101,10484,7,0,42.75143
h0_nocontrol_lcd1000_x18_20260906,2251,10484,5,1,24.708002
h0_nocontrol_lcd1000_x18_20260906,2401,10484,11,0,39.628178
h0_nocontrol_lcd1000_x18_20260906,2551,10484,3,0,41.09
h0_nocontrol_lcd1000_x18_20260906,2701,10484,8,0,40.871254
h0_nocontrol_lcd1000_x18_20260906,2851,10484,5,0,43.752
h0_nocontrol_lcd1000_x18_20260906,3001,10484,8,0,41.37125
h0_nocontrol_lcd1000_x18_20260906,3151,10484,8,0,42.188747
h0_nocontrol_lcd1000_x18_20260906,3301,10484,6,0,40.435
h0_nocontrol_lcd1000_x18_20260906,3451,10484,5,0,38.716
h0_nocontrol_lcd1000_x18_20260906,3601,10484,6,0,37.865
h0_nocontrol_lcd1000_x18_20260906,3751,10484,9,0,41.899998
h0_nocontrol_lcd1000_x18_20260906,3901,10484,2,0,38.595
h0_nocontrol_lcd1000_x18_20260906,4051,10484,11,0,37.83091
h0_nocontrol_lcd1000_x18_20260906,4201,10484,4,0,36.1375
h0_nocontrol_lcd1000_x18_20260906,4351,10484,6,0,41.461666
h0_nocontrol_lcd1000_x18_20260906,4501,10484,6,0,36.736664
h0_nocontrol_lcd1000_x18_20260906,4651,10484,13,0,41.923077
h0_nocontrol_lcd1000_x18_20260906,4801,10484,5,0,33.968
h0_nocontrol_lcd1000_x18_20260906,4951,10484,4,0,37.58
h0_nocontrol_lcd1000_x18_20260906,5101,10484,2,0,40.190002
h0_nocontrol_lcd1000_x18_20260906,5251,10484,3,0,31.606668
h0_nocontrol_lcd1000_x18_20260906,901,10646,5,0,56.408
h0_nocontrol_lcd1000_x18_20260906,1051,10646,7,0,42.40714
h0_nocontrol_lcd1000_x18_20260906,1201,10646,8,0,44.03875
h0_nocontrol_lcd1000_x18_20260906,1351,10646,6,0,52.12167
h0_nocontrol_lcd1000_x18_20260906,1501,10646,8,0,42.263752
h0_nocontrol_lcd1000_x18_20260906,1651,10646,10,3,29.463001
h0_nocontrol_lcd1000_x18_20260906,1801,10646,9,0,50.552223
h0_nocontrol_lcd1000_x18_20260906,1951,10646,7,0,35.94143
h0_nocontrol_lcd1000_x18_20260906,2101,10646,7,0,60.104286
h0_nocontrol_lcd1000_x18_20260906,2251,10646,7,0,48.335716
h0_nocontrol_lcd1000_x18_20260906,2401,10646,4,0,73.435
h0_nocontrol_lcd1000_x18_20260906,2551,10646,5,0,39.278
h0_nocontrol_lcd1000_x18_20260906,2701,10646,12,0,44.632504
h0_nocontrol_lcd1000_x18_20260906,2851,10646,5,0,49.409996
h0_nocontrol_lcd1000_x18_20260906,3001,10646,6,0,43.855
h0_nocontrol_lcd1000_x18_20260906,3151,10646,11,0,37.82909
h0_nocontrol_lcd1000_x18_20260906,3301,10646,6,0,35.423332
h0_nocontrol_lcd1000_x18_20260906,3451,10646,7,0,58.13714
h0_nocontrol_lcd1000_x18_20260906,3601,10646,7,0,35.15857
h0_nocontrol_lcd1000_x18_20260906,3751,10646,8,0,44.90375
h0_nocontrol_lcd1000_x18_20260906,3901,10646,5,0,43.393997
h0_nocontrol_lcd1000_x18_20260906,4051,10646,6,0,46.416668
h0_nocontrol_lcd1000_x18_20260906,4201,10646,8,0,40.1575
h0_nocontrol_lcd1000_x18_20260906,4351,10646,4,0,51.2925
h0_nocontrol_lcd1000_x18_20260906,4501,10646,9,0,37.50778
h0_nocontrol_lcd1000_x18_20260906,4651,10646,9,0,45.973335
h0_nocontrol_lcd1000_x18_20260906,4801,10646,7,0,48.739998
h0_nocontrol_lcd1000_x18_20260906,4951,10646,7,0,48.597145
h0_nocontrol_lcd1000_x18_20260906,5101,10646,5,0,44.906
h0_nocontrol_lcd1000_x18_20260906,5251,10646,6,0,71.80167
h0_nocontrol_lcd1000_x18_20260906,1201,10681,1,0,43.21
h0_nocontrol_lcd1000_x18_20260906,1351,10681,1,0,30.28
h0_nocontrol_lcd1000_x18_20260906,1501,10681,2,0,36.940002
h0_nocontrol_lcd1000_x18_20260906,1951,10681,3,0,40.186665
h0_nocontrol_lcd1000_x18_20260906,2101,10681,2,0,73.744995
h0_nocontrol_lcd1000_x18_20260906,2401,10681,4,0,38.145
h0_nocontrol_lcd1000_x18_20260906,3451,10681,2,0,35.33
h0_nocontrol_lcd1000_x18_20260906,4951,10681,1,0,41.71
h0_nocontrol_lcd1000_x18_20260906,5251,10681,2,0,42.25
h0_nocontrol_lcd1000_x18_20260906,901,10644,9,0,37.56111
h0_nocontrol_lcd1000_x18_20260906,1051,10644,15,0,36.598
h0_nocontrol_lcd1000_x18_20260906,1201,10644,25,0,35.048397
h0_nocontrol_lcd1000_x18_20260906,1351,10644,20,0,38.142498
h0_nocontrol_lcd1000_x18_20260906,1501,10644,28,0,34.03107
h0_nocontrol_lcd1000_x18_20260906,1651,10644,29,0,35.21483
h0_nocontrol_lcd1000_x18_20260906,1801,10644,20,2,32.15
h0_nocontrol_lcd1000_x18_20260906,1951,10644,24,0,35.015415
h0_nocontrol_lcd1000_x18_20260906,2101,10644,13,0,38.11615
h0_nocontrol_lcd1000_x18_20260906,2251,10644,26,0,32.826157
h0_nocontrol_lcd1000_x18_20260906,2401,10644,20,0,33.536
h0_nocontrol_lcd1000_x18_20260906,2551,10644,15,0,36.456665
h0_nocontrol_lcd1000_x18_20260906,2701,10644,23,0,32.629566
h0_nocontrol_lcd1000_x18_20260906,2851,10644,19,0,34.607895
h0_nocontrol_lcd1000_x18_20260906,3001,10644,29,0,34.286205
h0_nocontrol_lcd1000_x18_20260906,3151,10644,15,0,39.268
h0_nocontrol_lcd1000_x18_20260906,3301,10644,20,0,36.296997
h0_nocontrol_lcd1000_x18_20260906,3451,10644,23,0,33.94565
h0_nocontrol_lcd1000_x18_20260906,3601,10644,28,0,37.2625
h0_nocontrol_lcd1000_x18_20260906,3751,10644,12,0,41.947502
h0_nocontrol_lcd1000_x18_20260906,3901,10644,12,0,38.965
h0_nocontrol_lcd1000_x18_20260906,4051,10644,25,0,31.918398
h0_nocontrol_lcd1000_x18_20260906,4201,10644,10,0,42.211
h0_nocontrol_lcd1000_x18_20260906,4351,10644,10,0,37.356
h0_nocontrol_lcd1000_x18_20260906,4501,10644,17,0,40.375885
h0_nocontrol_lcd1000_x18_20260906,4651,10644,14,0,37.622143
h0_nocontrol_lcd1000_x18_20260906,4801,10644,7,0,33.451427
h0_nocontrol_lcd1000_x18_20260906,4951,10644,5,0,42.716
h0_nocontrol_lcd1000_x18_20260906,5101,10644,6,0,42.47167
h0_nocontrol_lcd1000_x18_20260906,5251,10644,2,0,38.1
h0_nocontrol_lcd1000_x18_20260906,901,10639,2,0,32.345
h0_nocontrol_lcd1000_x18_20260906,1201,10639,2,0,43.7
h0_nocontrol_lcd1000_x18_20260906,1351,10639,2,0,44.605003
h0_nocontrol_lcd1000_x18_20260906,1501,10639,3,2,14.726666
h0_nocontrol_lcd1000_x18_20260906,1651,10639,1,0,40.89
h0_nocontrol_lcd1000_x18_20260906,1801,10639,2,0,42.855
h0_nocontrol_lcd1000_x18_20260906,1951,10639,8,2,24.72625
h0_nocontrol_lcd1000_x18_20260906,2101,10639,14,13,1.3442858
h0_nocontrol_lcd1000_x18_20260906,2251,10639,1,0,43.12
h0_nocontrol_lcd1000_x18_20260906,2401,10639,5,3,9.264
h0_nocontrol_lcd1000_x18_20260906,2551,10639,6,4,5.7883334
h0_nocontrol_lcd1000_x18_20260906,2701,10639,6,1,23.303335
h0_nocontrol_lcd1000_x18_20260906,2851,10639,2,0,30.630001
h0_nocontrol_lcd1000_x18_20260906,3001,10639,2,1,20.795
h0_nocontrol_lcd1000_x18_20260906,3151,10639,2,1,21.845
h0_nocontrol_lcd1000_x18_20260906,3301,10639,7,5,9.7157135
h0_nocontrol_lcd1000_x18_20260906,3451,10639,9,7,8.028889
h0_nocontrol_lcd1000_x18_20260906,3601,10639,6,3,11.338333
h0_nocontrol_lcd1000_x18_20260906,3751,10639,3,1,18.306665
h0_nocontrol_lcd1000_x18_20260906,4051,10639,2,0,41.445
h0_nocontrol_lcd1000_x18_20260906,4201,10639,2,2,0.625
h0_nocontrol_lcd1000_x18_20260906,4351,10639,3,2,16.47
h0_nocontrol_lcd1000_x18_20260906,4501,10639,3,0,33.423336
h0_nocontrol_lcd1000_x18_20260906,4651,10639,3,0,43.2
h0_nocontrol_lcd1000_x18_20260906,4801,10639,3,0,38.836666
h0_nocontrol_lcd1000_x18_20260906,4951,10639,2,0,42.184998
h0_nocontrol_lcd1000_x18_20260906,5101,10639,1,1,3.47
h0_nocontrol_lcd1000_x18_20260906,5251,10639,2,0,41.879997
