run,t,rc_R_D_W,rc_R_D_E,rc_R_F_W,rc_R_F_E,rc_D,rc_F,lc_32,ls_32,lt_32,lc_29,ls_29,lt_29,lc_37,ls_37,lt_37,lc_40,ls_40,lt_40,lc_66,ls_66,lt_66,lc_420,ls_420,lt_420,lc_329,ls_329,lt_329,far_10482,far_10490,far_10480,far_10484,far_10646,far_10681,qb_32_L1_n,qb_32_L1_stop,qb_32_L1_minstopbin_m,qb_32_L2_n,qb_32_L2_stop,qb_32_L2_minstopbin_m,qb_32_L3_n,qb_32_L3_stop,qb_32_L3_minstopbin_m,vr_32_L1_n,vr_32_L1_stop,vr_32_L1_minstoppos,vr_32_L2_n,vr_32_L2_stop,vr_32_L2_minstoppos,vr_32_L3_n,vr_32_L3_stop,vr_32_L3_minstoppos,vr_32_L4_n,vr_32_L4_stop,vr_32_L4_minstoppos,vr_31_L1_n,vr_31_L1_stop,vr_31_L1_minstoppos,vr_31_L2_n,vr_31_L2_stop,vr_31_L2_minstoppos,vr_31_L3_n,vr_31_L3_stop,vr_31_L3_minstoppos,vr_31_L4_n,vr_31_L4_stop,vr_31_L4_minstoppos,vr_68_L1_n,vr_68_L1_stop,vr_68_L1_minstoppos,vr_68_L2_n,vr_68_L2_stop,vr_68_L2_minstoppos,vr_68_L3_n,vr_68_L3_stop,vr_68_L3_minstoppos,vr_68_L4_n,vr_68_L4_stop,vr_68_L4_minstoppos,vr_10482_n,vr_10490_n,vr_10480_n,vr_10484_n,vr_10646_n,vr_10681_n,stopped_vehicles,total_vehicles,ramp_vehicles,meter_R_D_W,meter_R_F_W,meter_R_D_E,meter_R_F_E,g_SC1001_p1,g_SC1001_p2,g_SC1001_p3,g_SC1001_p4,g_SC1004_p1,g_SC1004_p2,g_SC1004_p3,g_SC1004_p4,md_controller,md_controller_variant,md_tuning_name,md_F_ramp_mode,md_ramp_obs_R_D_W_queue_veh,md_ramp_obs_R_D_W_queue_cap_veh,md_ramp_obs_R_D_W_occupancy,md_ramp_obs_R_D_W_merge_controllable_veh_h,md_ramp_obs_R_D_W_merge_uncontrollable_veh_h,md_ramp_obs_R_D_W_controllable_share,md_far_rate_est_ramp_R_D_W,md_far_rate_obs_ramp_R_D_W,md_boundary_out_ramp_split_SC1001_W_out_free,md_boundary_out_ramp_split_SC1001_W_out_R_D_E,md_boundary_out_ramp_split_SC1001_W_out_R_D_W,pred_ramp_queue_R_D_W,pred_ramp_queue_total,N_UF_star,N_P_star,dg_wu_pre_refine_SC1001_p1,dg_wu_pre_refine_SC1001_p2,dg_wu_pre_refine_SC1001_p3,dg_wu_pre_refine_SC1001_p4,dg_wu_phase_price_SC1001_p1,dg_wu_phase_price_SC1001_p2,dg_wu_phase_price_SC1001_p3,dg_wu_phase_price_SC1001_p4,dg_leader_search_ramp_queue_stress,dg_leader_ramp_queue_veh,dg_leader_ramp_queue_penalty,dg_leader_selected_N_P_star,dg_leader_selected_N_UF_star,dg_leader_selected_intent_N_P_star,dg_leader_selected_intent_N_UF_star,dg_leader_selected_realized_N_P_star,dg_leader_selected_projected_N_P_star,dg_leader_selected_realized_N_UF_star,dg_leader_selected_objective,dg_leader_selected_stage_coarse,dg_leader_selected_stage_refined,dg_leader_selected_stage_fallback,dg_leader_selected_stage_fallback_pfo,dg_leader_selected_stage_fallback_no_control,dg_wu_b3_meter_fd3_R_D_W_lo,dg_wu_b3_meter_fd3_R_D_W_base,dg_wu_b3_meter_fd3_R_D_W_hi,dg_wu_b3_meter_fd3_R_D_W_curv,dg_wu_b3_meter_fd3_R_D_W_nonlin,dg_wu_b3_meter_fd3_R_D_W_cliffup,dg_wu_b3_meter_price_R_D_W,dg_wu_b3_meter_price_ref_R_D_W,dg_wu_b3cert_R_D_W,dg_leg_ramp_split_injected_R_D_W
h11_canon0905_lcd1000_x18_20260907,1500,47,22,61,5,69,66,178,80,1496.810337,5,4,525.188537,20,8,509.448135,31,27,1087.485468,120,71,2102.134858,80,53,579.709119,26,20,2.919703,588.840059,335.58333,211.643182,588.786443,783.691269,292.738588,68,31,1491.0,64,26,1505.0,46,23,1512.0,68,31,1496.81033728808,64,26,1510.91305072956,46,23,1515.58393806512,0,0,,11,0,,7,0,,10,0,,0,0,,16,0,,8,0,,7,0,,7,0,,34,3,13,19,12,1,1590,4635,135,0.0,1288.8207965115769,1351.1792034884234,0.0,23.0,21.298850574712645,72.40229885057471,21.298850574712645,20.0,23.057471264367813,71.88505747126436,23.057471264367813,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,47.0,153.2,0.3067885117493473,211.643182,588.840059,0.2643942698108279,1285.8854580250252,800.483241,0.25,0.25,0.5,59.818519137359026,104.63555082492198,2640.0,312.0828876498016,29.0,21.298850574712645,66.40229885057471,21.298850574712645,-0.003793842202895803,0.0031512833765674486,-0.004393370093765725,0.006701172827803248,0.22168813056861292,363.687995598978,0.0,312.0828876498016,2640.0,320.1146336815476,2640.0,312.0828876498016,312.0828876498016,2640.0,1734.5849525339877,1.0,0.0,0.0,0.0,0.0,785.3596015919206,785.3596015919206,785.1832424936883,0.17635909823229667,0.0,0.0,-0.0002517220399231314,0.0,0.0,
h11_canon0905_lcd1000_x18_20260907,1650,89,15,57,25,104,82,176,86,1276.639263,9,6,518.278109,20,8,510.469421,40,38,1035.000717,120,77,2058.16254,95,52,580.960604,31,13,0.660262,450.052075,305.860844,52.261263,675.165856,713.061706,309.042999,60,24,1274.0,63,25,1491.0,53,37,1491.0,60,24,1276.63926258635,63,25,1491.71498089813,53,37,1494.09238293573,0,0,,14,1,731.869049362923,18,0,,8,0,,0,0,,27,4,152.129067955609,15,0,,8,0,,8,0,,66,6,23,9,7,15,1946,4981,186,300.0,1588.8207965115769,1651.1792034884234,300.0,23.0,21.298850574712645,72.40229885057471,21.298850574712645,24.0,22.275862068965516,69.44827586206897,22.275862068965516,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,89.0,153.2,0.5809399477806789,52.261263,450.052075,0.10404116125620379,1279.4560307349,502.313338,0.25,0.25,0.5,89.39127803628229,124.4224169446375,3840.0,332.7076317385204,23.0,21.298850574712645,72.40229885057471,21.298850574712645,-0.00020558057647690475,0.0067265121614781265,-0.007646635411049374,0.008617595881332818,0.30131000381204875,381.2837934785455,0.0,332.7076317385204,3840.0,-250.0,1440.0,323.4711238020125,323.4711238020125,1440.0,1978.9560365498362,0.0,0.0,1.0,1.0,0.0,835.1540757315734,835.1540757315734,834.9925193934512,0.16155633812218184,0.0,0.0,-0.00021372339434372456,0.0,0.0,
h11_canon0905_lcd1000_x18_20260907,1800,91,6,33,12,97,45,170,68,1509.838003,1,0,0.0,13,2,533.107537,45,38,1039.959964,134,91,1975.198283,106,72,551.42912,35,24,1.574888,674.900192,525.964042,307.146546,697.372644,844.36318,348.125024,66,16,1512.0,59,29,1505.0,45,23,1512.0,66,16,1512.46304107298,59,29,1509.83800254414,45,23,1518.46581761173,0,0,,12,0,,15,0,,10,0,,0,0,,32,2,96.9596350366509,10,0,,9,0,,8,0,,71,1,20,5,7,2,1998,5366,142,600.0,1800.0,1800.0,600.0,23.0,21.298850574712645,72.40229885057471,21.298850574712645,24.0,22.275862068965516,69.44827586206897,22.275862068965516,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,91.0,153.2,0.5939947780678851,307.146546,674.900192,0.3127616376238093,1273.0587505812255,982.046738,0.25,0.25,0.5,78.94275193146346,80.20110194489159,4800.0,318.31084344019274,23.0,21.298850574712645,72.40229885057471,21.298850574712645,0.006044435980953722,0.007911310526296234,-0.005466770816269673,0.007951230720635749,0.22879709011281554,209.96782404223924,0.0,318.31084344019274,4800.0,-250.0,1440.0,311.0755508506236,311.0755508506236,1440.0,2198.491590964455,0.0,0.0,1.0,1.0,0.0,879.3864742619292,879.2530790576188,879.1771005054973,0.05741665218874914,0.0,0.0,-0.00013366637011654175,300.0,0.0,
h11_canon0905_lcd1000_x18_20260907,1950,94,7,27,17,101,44,157,71,1524.771549,1,1,536.167455,23,10,503.691359,45,37,1052.438722,153,105,1865.250988,131,89,355.377315,44,28,0.325218,891.214662,493.651226,368.379265,475.118273,1004.047712,490.09339,57,20,1526.0,58,28,1526.0,42,23,1519.0,57,20,1532.58823978817,58,28,1530.63947295772,42,23,1524.77154862309,0,0,,12,0,,15,0,,11,0,,0,0,,24,2,121.667028935877,13,0,,9,0,,9,0,,75,5,19,2,3,0,2201,5720,145,0.0,705.249724960335,612.2918958663874,122.45837917327742,77.0,20.187606196901548,20.624787606196904,20.187606196901548,20.0,23.057471264367813,71.88505747126436,23.057471264367813,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,94.0,153.2,0.6135770234986946,368.379265,891.214662,0.29245874968401625,1266.6934568283193,1259.593927,0.25,0.25,0.5,101.64218707573933,145.05486588624512,1440.0,322.6437970770976,29.0,20.187606196901548,68.6247876061969,20.187606196901548,-0.006004225616493386,0.006715522167425547,-0.0021335123358596775,0.005930189065651348,0.2354828852040182,477.2355667410816,0.0,322.6437970770976,1440.0,-250.0,1440.0,322.6437970770976,322.6437970770976,1440.0,2413.2729070551154,1.0,0.0,0.0,0.0,0.0,924.7492357167982,924.6703897994353,924.6147456663497,0.02320178427726205,0.0,0.0,-3.46507451055405e-05,600.0,0.0,
h11_canon0905_lcd1000_x18_20260907,2100,130,20,49,26,150,75,227,160,1506.812448,1,1,536.350549,7,0,0.0,46,32,963.878828,172,117,1788.357384,126,92,336.344025,42,28,1.068937,301.892319,384.195592,56.156028,467.455155,750.130859,192.0,83,52,1505.0,82,57,1512.0,62,51,1519.0,83,52,1506.81244799945,82,57,1512.63389494871,62,51,1523.15002659904,0,0,,19,0,,11,0,,15,0,,0,0,,26,2,195.032288392938,15,0,,9,0,,8,0,,106,4,24,16,13,0,2653,6072,225,0.0,940.7035873736394,859.2964126263605,0.0,24.0,20.0,74.0,20.0,20.0,23.057471264367813,71.88505747126436,23.057471264367813,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,130.0,153.2,0.8485639686684073,56.156028,301.892319,0.15683923266373856,1260.3599895441778,358.048347,0.25,0.25,0.5,143.10103424403587,213.89036717513622,1800.0,283.261653628118,78.0,20.0,20.0,20.0,0.0031854843591929694,-0.001924265892199628,-0.017276347411694815,-0.0019501200874003644,0.36962330234331614,669.4616986093129,0.0,283.261653628118,1800.0,-250.0,1800.0,283.261653628118,283.261653628118,1800.0,2694.59155916744,1.0,0.0,0.0,0.0,0.0,987.757073233322,987.757073233322,987.6285249825135,0.12854825080853516,0.0,0.0,-0.00010525255689988928,0.0,0.0,
h11_canon0905_lcd1000_x18_20260907,2250,143,12,68,50,155,118,239,139,870.433585,0,0,0.0,18,5,520.663693,48,44,990.440515,181,125,1745.804034,140,97,324.446625,43,34,5.460581,19.828957,162.744964,0.0,709.386436,792.545792,274.542175,94,52,868.0,93,57,882.0,52,30,1449.0,94,52,870.43358496989,93,57,883.441117309395,52,30,1455.51398985035,0,0,,23,13,658.589878428097,19,0,,6,0,,0,0,,22,1,172.369405419923,9,0,,10,0,,6,0,,119,0,24,12,17,13,2867,6402,273,300.0,1240.7035873736395,1159.2964126263605,300.0,24.0,20.0,74.0,20.0,24.0,22.275862068965516,69.44827586206897,22.275862068965516,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,143.0,153.2,0.9334203655352481,0.0,19.828957,0.0,1254.058189596457,19.828957,0.25,0.25,0.5,143.55709899758548,230.88865821602792,3000.0,347.96312785034013,24.0,20.0,74.0,20.0,0.0028592829868614444,0.008145842075265364,-0.002070541603956144,0.01014058974743648,0.43913492042172786,651.3895309494735,0.0,347.96312785034013,3000.0,-250.0,1440.0,339.77626702267577,339.77626702267577,1440.0,2962.267550917563,0.0,0.0,1.0,1.0,0.0,1036.9146071902262,1036.9146071902262,1036.7657769751136,0.14883021511241168,0.0,0.0,-0.0001433463126139777,0.0,0.0,
h11_canon0905_lcd1000_x18_20260907,2400,120,7,52,45,127,97,251,138,675.583024,2,1,536.199441,21,14,486.973003,49,47,975.066613,200,130,1731.235861,146,105,329.362704,48,35,8.800303,495.107184,178.274319,300.144878,416.052913,926.841222,392.030841,93,52,672.0,111,65,686.0,47,21,1498.0,93,52,675.583023619186,111,65,689.5017571526,47,21,1503.14386635231,0,0,,25,6,674.454315915214,19,0,,6,0,,0,0,,28,4,98.37553590742,9,0,,9,0,,9,0,,99,2,21,5,5,3,2913,6731,224,600.0,1540.7035873736395,1459.2964126263605,300.0,24.0,20.0,74.0,20.0,24.0,22.275862068965516,69.44827586206897,22.275862068965516,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,120.0,153.2,0.783289817232376,300.144878,495.107184,0.37742106225434724,1247.7878986484745,795.252062,0.25,0.25,0.5,107.77798092977329,161.6591862008348,3900.0,338.2010263197278,24.0,20.0,74.0,20.0,0.0010596645979603636,0.005212824084424028,-0.0018308202132857332,0.00950169538569412,0.35930061921528,462.0991043248806,0.0,338.2010263197278,3900.0,-250.0,1440.0,328.9617845396825,328.9617845396825,1440.0,3166.2122347935942,0.0,0.0,1.0,1.0,0.0,1077.563982685107,1077.4239692639871,1077.32809231506,0.04413647219280392,0.0,0.0,-0.0001178753159545877,300.0,0.0,
h11_canon0905_lcd1000_x18_20260907,2550,118,11,28,44,129,72,267,131,548.955473,0,0,0.0,14,7,520.890074,59,48,957.916192,204,139,1710.917031,184,141,249.778514,55,45,1.062101,741.102785,371.570801,396.926446,627.891044,936.228493,293.426984,102,48,567.0,112,56,546.0,53,27,1512.0,102,48,573.566940267904,112,56,548.955472903038,53,27,1514.63315300732,0,0,,15,2,724.452514551446,14,0,,9,0,,0,0,,29,0,,11,0,,8,0,,8,0,,97,7,21,4,11,0,3101,6992,201,0.0,896.2354924535192,903.7645075464809,0.0,23.0,20.0,75.0,20.0,20.0,23.057471264367813,71.88505747126436,23.057471264367813,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,118.0,153.2,0.7702349869451698,396.926446,741.102785,0.34878405157591247,1241.548959155232,1138.029231,0.25,0.25,0.5,130.8369211667884,199.74469086547796,1800.0,326.0930211125284,29.0,20.0,69.0,20.0,0.004356902981243138,0.006487656170179434,-0.003167424331110169,0.009426365436127071,0.32901815907747967,675.0125169324737,0.0,326.0930211125284,1800.0,-250.0,1800.0,326.0930211125284,326.0930211125284,1800.0,3286.2499807060312,1.0,0.0,0.0,0.0,0.0,1109.2392713129013,1109.144219031914,1109.0719953990288,0.02282864810240426,0.0,0.0,-3.739401053341537e-05,600.0,0.0,
h11_canon0905_lcd1000_x18_20260907,2700,140,9,61,59,149,120,283,170,482.741889,1,0,0.0,14,5,521.755574,66,54,936.768627,204,152,1705.163053,208,162,202.008244,59,47,2.342186,198.503275,314.15488,48.150054,580.806174,861.47549,211.394443,121,73,476.0,120,78,497.0,42,19,1526.0,121,73,482.741888976659,120,78,499.03117757165,42,19,1529.03420557555,0,0,,22,5,703.221576762134,14,0,,9,0,,0,0,,38,6,35.1190848595111,14,0,,13,0,,7,0,,115,0,25,9,19,10,3280,7170,269,300.0,1196.2354924535193,1203.764507546481,300.0,23.0,20.0,75.0,20.0,24.0,22.275862068965516,69.44827586206897,22.275862068965516,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,140.0,153.2,0.9138381201044387,48.150054,198.503275,0.1952134771308925,1235.341214359456,246.65332899999999,0.25,0.25,0.5,140.6169200530128,232.57866299529897,3000.0,342.80304853968255,23.0,20.0,75.0,20.0,0.004544303715363185,0.008107765473937434,-0.0020540396390060778,0.010521653367817407,0.43211453895234975,665.2040143266072,0.0,342.80304853968255,3000.0,-250.0,1440.0,334.08286713378686,334.08286713378686,1440.0,3231.7802684265107,0.0,0.0,1.0,1.0,0.0,1098.2429275602224,1098.2429275602224,1098.088218475476,0.15470908474662792,0.0,0.0,-0.00014848953621569513,0.0,0.0,
h11_canon0905_lcd1000_x18_20260907,2850,116,11,60,45,127,105,312,209,405.865332,0,0,0.0,17,9,509.303416,74,53,935.840796,216,151,1702.288749,222,180,154.481802,63,54,1.540709,511.50924,169.198978,265.756406,635.896947,1045.733093,339.767295,130,85,406.0,139,104,399.0,43,20,1533.0,130,85,407.643257050931,139,104,405.865331956243,43,20,1535.46995545053,0,0,,12,1,728.992194589325,13,0,,6,0,,0,0,,18,0,,9,0,,7,0,,6,0,,97,5,19,6,19,1,3267,7156,232,0.0,1114.7084808166912,985.291519183309,0.0,23.0,20.0,75.0,20.0,20.0,23.057471264367813,71.88505747126436,23.057471264367813,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,116.0,153.2,0.7571801566579635,265.756406,511.50924,0.3419119413904986,1229.1645082876587,777.2656460000001,0.25,0.25,0.5,129.2884180296833,222.93280591131116,2100.0,320.71827631094106,29.0,20.0,69.0,20.0,0.0045911672756631106,0.007225556217747453,-0.0014029840438070096,0.01058788575124936,0.3732273278786485,704.8455224190831,0.0,320.71827631094106,2100.0,-250.0,2100.0,320.71827631094106,320.71827631094106,2100.0,3320.7204266100225,1.0,0.0,0.0,0.0,0.0,1115.945125004409,1115.7967935538777,1115.6958696212055,0.0474075178590283,0.0,0.0,-0.0001279493742583179,300.0,0.0,
h11_canon0905_lcd1000_x18_20260907,3000,140,8,58,57,148,115,300,184,295.245264,2,0,0.0,23,11,496.623335,75,66,760.980001,228,162,1723.838171,227,186,133.864395,62,56,2.264257,193.307565,358.801022,36.215096,489.644496,904.290916,198.736625,129,84,294.0,129,83,294.0,42,17,1561.0,129,84,299.572406997899,129,83,295.245264323085,42,17,1566.9063912433,0,0,,15,4,718.428779750484,17,0,,12,0,,0,0,,13,0,,11,0,,7,0,,7,0,,118,0,22,8,13,10,3534,7166,263,300.0,1414.7084808166912,1285.291519183309,0.0,77.0,20.0,21.0,20.0,24.0,22.275862068965516,69.44827586206897,22.275862068965516,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,140.0,153.2,0.9138381201044387,36.215096,193.307565,0.1577844028219941,1223.0186857462204,229.52266100000003,0.25,0.25,0.5,135.15563234113196,224.24536387746315,3000.0,337.71306664868007,23.0,20.0,75.0,20.0,0.0008440892801502287,0.009235328963939082,0.001712668062936018,0.011973050630160742,0.42231313491082656,684.311559880915,0.0,337.71306664868007,3000.0,-250.0,1440.0,328.69583308858944,328.69583308858944,1440.0,3349.5619175639486,0.0,0.0,1.0,1.0,0.0,1115.9092503040679,1115.9092503040679,1115.7507566269692,0.1584936770987042,0.0,0.0,-0.00015708165664302478,0.0,0.0,
h11_canon0905_lcd1000_x18_20260907,3150,115,10,30,69,125,99,358,283,354.712606,0,0,0.0,14,2,533.055448,78,66,750.32262,249,163,1672.995651,223,176,149.128549,60,50,0.360114,501.501121,173.260539,315.67838,503.384862,773.125718,226.865349,151,118,350.0,151,124,364.0,56,41,1610.0,151,118,354.712605624907,151,124,369.750170171932,56,41,1616.06688010682,0,0,,22,0,,16,0,,3,0,,0,0,,32,4,89.3586038036497,10,0,,10,0,,7,0,,98,3,17,7,5,22,3540,7270,224,600.0,1714.7084808166912,1585.291519183309,0.0,25.0,21.311475409836067,70.37704918032787,21.311475409836067,24.0,22.275862068965516,69.44827586206897,22.275862068965516,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,115.0,153.2,0.7506527415143603,315.67838,501.501121,0.38630237250652716,1216.9035923174893,817.1795010000001,0.25,0.25,0.5,103.29360862564035,187.28447859317808,3900.0,288.0821755238095,73.0,21.311475409836067,22.37704918032787,21.311475409836067,0.005383205665623336,0.0014885524756209634,-0.020875897616974726,0.001498875316599424,0.365429829960489,587.8463303719507,0.0,288.0821755238095,3900.0,-250.0,1440.0,279.2944204217688,279.2944204217688,1440.0,3486.0392758466023,0.0,0.0,1.0,1.0,0.0,1144.5509530368765,1144.4354015221288,1144.3449973181898,0.02514731080873389,0.0,0.0,-7.754539530723011e-05,300.0,0.0,
h11_canon0905_lcd1000_x18_20260907,3300,118,12,29,80,130,109,332,176,193.417601,1,1,536.09647,27,12,491.701287,85,71,699.591094,266,182,1710.521641,208,163,169.424789,62,50,1.545326,761.831914,542.394567,360.993915,859.72392,960.778974,189.557296,138,77,189.0,141,78,210.0,53,21,1554.0,138,77,193.41760145947,141,78,215.298654534784,53,21,1556.64746809537,0,0,,19,1,734.726167560822,15,0,,13,0,,0,0,,20,1,224.486169343177,12,0,,5,0,,4,0,,100,4,18,8,9,33,3488,7355,239,0.0,911.1498776366673,888.8501223633326,0.0,23.0,20.55708689975337,73.88582620049326,20.55708689975337,20.0,23.057471264367813,71.88505747126436,23.057471264367813,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,118.0,153.2,0.7702349869451698,360.993915,761.831914,0.3215048190702069,1210.8190743559019,1122.8258289999999,0.25,0.25,0.5,131.02247567362744,236.59317391054395,1800.0,283.7541232159929,29.0,20.55708689975337,67.88582620049326,20.55708689975337,0.0014796533756396002,0.006223306890348113,-0.005893124695745655,0.008227583238607394,0.3912927752727756,783.1221443559843,0.0,283.7541232159929,1800.0,-250.0,1800.0,283.7541232159929,283.7541232159929,1800.0,3512.507636454623,1.0,0.0,0.0,0.0,0.0,1157.9566945838098,1157.8518816999783,1157.7659274314615,0.01885861531491173,0.0,0.0,-3.681623521296885e-05,600.0,0.0,
h11_canon0905_lcd1000_x18_20260907,3450,142,9,37,95,151,132,322,190,183.1791,0,0,0.0,29,9,511.476152,99,84,669.176674,268,199,1667.51127,210,161,155.769834,60,42,0.196032,214.520344,267.318924,30.107529,631.818074,760.101128,199.147062,146,94,217.0,145,92,182.0,31,4,1610.0,146,94,223.861630763758,145,92,183.179099674078,31,4,1610.33194279121,0,0,,25,7,694.545284328114,14,0,,11,0,,0,0,,16,0,,11,0,,13,0,,11,0,,121,3,21,6,8,48,3639,7408,283,0.0,906.5259092349806,893.4740907650194,0.0,23.0,20.0,75.0,20.0,20.0,23.057471264367813,71.88505747126436,23.057471264367813,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,142.0,153.2,0.926892950391645,30.107529,214.520344,0.12307481004014616,1204.7649789841223,244.627873,0.25,0.25,0.5,153.2,280.5520765485361,1800.0,343.3449369750567,29.0,20.0,69.0,20.0,0.00016522775197813644,0.00952410703078499,-0.002470129640983032,0.00954998651153005,0.4595880423694235,862.3361026693406,0.0,343.3449369750567,1800.0,-250.0,1800.0,343.3449369750567,343.3449369750567,1800.0,3542.3074776677076,1.0,0.0,0.0,0.0,0.0,1167.4731758060987,1167.4731758060987,1167.3258380379452,0.14733776815364763,0.0,0.0,-0.00018507898169196503,0.0,0.0,
h11_canon0905_lcd1000_x18_20260907,3600,142,11,29,99,153,128,361,271,156.224851,1,0,0.0,20,7,522.611602,97,86,638.00504,287,219,1667.854866,198,148,145.852179,64,56,1.463207,0.0,97.02597,0.0,676.516365,599.933062,49.256507,168,134,154.0,162,136,154.0,31,1,1820.0,168,134,156.224850735216,162,136,156.730108639459,31,1,1826.16479421685,0,0,,24,12,664.888068265056,16,0,,7,0,,0,0,,34,3,175.391171001764,6,0,,11,0,,11,0,,121,0,21,11,9,52,3821,7496,281,0.0,691.8950330702665,748.1049669297337,0.0,23.0,20.0,75.0,20.0,20.0,23.057471264367813,71.88505747126436,23.057471264367813,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,142.0,153.2,0.926892950391645,0.0,0.0,0.0,1198.7411540892017,0.0,0.25,0.25,0.5,153.2,287.5265269054839,1440.0000000000002,291.2685019002268,29.0,20.0,69.0,20.0,0.00428320908613955,0.009690930652027419,-0.00010400503640539682,0.010669672475557945,0.45913354386221217,889.8902776245792,0.0,291.2685019002268,1440.0000000000002,-250.0,1440.0,291.2685019002268,291.2685019002268,1440.0000000000002,3248.1568601886474,1.0,0.0,0.0,0.0,0.0,1137.8847801277425,1137.8847801277425,1137.734781382006,0.14999874573641137,0.0,0.0,-0.00022357162446537716,0.0,0.0,
h11_canon0905_lcd1000_x18_20260907,3750,142,11,19,109,153,128,370,316,91.93429,7,3,529.789148,22,13,498.585961,107,91,622.882285,287,233,1679.081852,207,158,142.134048,64,50,2.344977,0.0,96.0,0.0,595.003172,842.577092,90.010766,172,163,91.0,159,148,91.0,39,5,1904.0,172,163,91.9342904872286,159,148,94.9209529325235,39,5,1907.09629896974,0,0,,35,19,622.480379924079,9,0,,7,0,,0,0,,40,5,107.956689445902,20,0,,6,0,,6,0,,121,0,21,11,19,62,3860,7351,281,0.0,891.9665564648202,908.0334435351797,0.0,23.0,20.0,75.0,20.0,26.0,23.057471264367813,65.88505747126436,23.057471264367813,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,142.0,153.2,0.926892950391645,0.0,0.0,0.0,1192.7474483187557,0.0,0.25,0.25,0.5,153.2,277.97252401402653,1800.0,281.86389373696153,29.0,20.0,69.0,20.0,0.005423709649107877,0.00732323257960843,-0.002063524987022447,0.00967484799224394,0.4610829379644089,880.1420539185319,0.0,281.86389373696153,1800.0,-250.0,1800.0,281.86389373696153,281.86389373696153,1800.0,3168.675140030433,1.0,0.0,0.0,0.0,0.0,1115.645235138597,1115.645235138597,1115.4767421547283,0.16849298386841838,0.0,0.0,-0.00021697855920711128,0.0,0.0,
h11_canon0905_lcd1000_x18_20260907,3900,142,4,26,123,146,149,370,323,39.328365,0,0,0.0,16,6,521.457938,110,94,596.593357,283,236,1700.554853,229,184,124.211201,64,50,1.008938,0.0,144.0,0.0,577.17893,776.029108,83.771545,174,164,35.0,156,153,49.0,40,6,973.0,174,164,39.3283654503178,156,153,52.498513174941,40,6,979.603331835881,0,0,,42,28,556.810479492785,9,0,,2,0,,0,0,,33,2,220.317965522786,12,0,,10,0,,6,0,,121,0,21,4,26,76,4029,7349,295,0.0,765.7512686066232,449.4991542622511,224.7495771311256,77.0,20.0,21.0,20.0,26.0,24.292692939244663,63.41461412151068,24.292692939244663,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,142.0,153.2,0.926892950391645,0.0,0.0,0.0,1186.7837110771618,0.0,0.25,0.25,0.5,149.6175921234609,289.13529165730404,1439.9999999999998,292.2303636431571,29.0,20.0,69.0,20.0,-0.0010753107879963864,0.006923397953471522,0.0020004717709412034,0.007538295794404348,0.4781606395209287,876.5588643771025,0.0,292.2303636431571,1439.9999999999998,-250.0,1440.0,292.2303636431571,292.2303636431571,1439.9999999999998,3208.848712755976,1.0,0.0,0.0,0.0,0.0,1115.6442762767024,1115.6442762767024,1115.4654860762478,0.17879020045438665,0.0,0.0,-0.0002307302980533955,0.0,0.0,
