run,t,rc_R_D_W,rc_R_D_E,rc_R_F_W,rc_R_F_E,rc_D,rc_F,lc_32,ls_32,lt_32,lc_29,ls_29,lt_29,lc_37,ls_37,lt_37,lc_40,ls_40,lt_40,lc_66,ls_66,lt_66,lc_420,ls_420,lt_420,lc_329,ls_329,lt_329,far_10482,far_10490,far_10480,far_10484,far_10646,far_10681,qb_32_L1_n,qb_32_L1_stop,qb_32_L1_minstopbin_m,qb_32_L2_n,qb_32_L2_stop,qb_32_L2_minstopbin_m,qb_32_L3_n,qb_32_L3_stop,qb_32_L3_minstopbin_m,vr_32_L1_n,vr_32_L1_stop,vr_32_L1_minstoppos,vr_32_L2_n,vr_32_L2_stop,vr_32_L2_minstoppos,vr_32_L3_n,vr_32_L3_stop,vr_32_L3_minstoppos,vr_32_L4_n,vr_32_L4_stop,vr_32_L4_minstoppos,vr_31_L1_n,vr_31_L1_stop,vr_31_L1_minstoppos,vr_31_L2_n,vr_31_L2_stop,vr_31_L2_minstoppos,vr_31_L3_n,vr_31_L3_stop,vr_31_L3_minstoppos,vr_31_L4_n,vr_31_L4_stop,vr_31_L4_minstoppos,vr_68_L1_n,vr_68_L1_stop,vr_68_L1_minstoppos,vr_68_L2_n,vr_68_L2_stop,vr_68_L2_minstoppos,vr_68_L3_n,vr_68_L3_stop,vr_68_L3_minstoppos,vr_68_L4_n,vr_68_L4_stop,vr_68_L4_minstoppos,vr_10482_n,vr_10490_n,vr_10480_n,vr_10484_n,vr_10646_n,vr_10681_n,stopped_vehicles,total_vehicles,ramp_vehicles,meter_R_D_W,meter_R_F_W,meter_R_D_E,meter_R_F_E,g_SC1001_p1,g_SC1001_p2,g_SC1001_p3,g_SC1001_p4,g_SC1004_p1,g_SC1004_p2,g_SC1004_p3,g_SC1004_p4,md_controller,md_controller_variant,md_tuning_name,md_F_ramp_mode,md_ramp_obs_R_D_W_queue_veh,md_ramp_obs_R_D_W_queue_cap_veh,md_ramp_obs_R_D_W_occupancy,md_ramp_obs_R_D_W_merge_controllable_veh_h,md_ramp_obs_R_D_W_merge_uncontrollable_veh_h,md_ramp_obs_R_D_W_controllable_share,md_far_rate_est_ramp_R_D_W,md_far_rate_obs_ramp_R_D_W,md_boundary_out_ramp_split_SC1001_W_out_free,md_boundary_out_ramp_split_SC1001_W_out_R_D_E,md_boundary_out_ramp_split_SC1001_W_out_R_D_W,pred_ramp_queue_R_D_W,pred_ramp_queue_total,N_UF_star,N_P_star,dg_wu_pre_refine_SC1001_p1,dg_wu_pre_refine_SC1001_p2,dg_wu_pre_refine_SC1001_p3,dg_wu_pre_refine_SC1001_p4,dg_wu_phase_price_SC1001_p1,dg_wu_phase_price_SC1001_p2,dg_wu_phase_price_SC1001_p3,dg_wu_phase_price_SC1001_p4,dg_leader_search_ramp_queue_stress,dg_leader_ramp_queue_veh,dg_leader_ramp_queue_penalty,dg_leader_selected_N_P_star,dg_leader_selected_N_UF_star,dg_leader_selected_intent_N_P_star,dg_leader_selected_intent_N_UF_star,dg_leader_selected_realized_N_P_star,dg_leader_selected_projected_N_P_star,dg_leader_selected_realized_N_UF_star,dg_leader_selected_objective,dg_leader_selected_stage_coarse,dg_leader_selected_stage_refined,dg_leader_selected_stage_fallback,dg_leader_selected_stage_fallback_pfo,dg_leader_selected_stage_fallback_no_control,dg_wu_b3_meter_fd3_R_D_W_lo,dg_wu_b3_meter_fd3_R_D_W_base,dg_wu_b3_meter_fd3_R_D_W_hi,dg_wu_b3_meter_fd3_R_D_W_curv,dg_wu_b3_meter_fd3_R_D_W_nonlin,dg_wu_b3_meter_fd3_R_D_W_cliffup,dg_wu_b3_meter_price_R_D_W,dg_wu_b3_meter_price_ref_R_D_W,dg_wu_b3cert_R_D_W,dg_leg_ramp_split_injected_R_D_W
h11_canon0905_lcd1000_x18_20260907,4050,142,15,35,95,157,130,438,365,21.49698,0,0,0.0,16,1,533.392291,105,97,593.936415,289,244,1778.563668,265,237,90.301524,62,47,2.782813,0.0,72.0,0.0,516.555837,637.565918,485.948185,188,174,21.0,178,170,28.0,72,21,938.0,188,174,21.4969804916493,178,170,29.1013013404563,72,21,938.15726792239,0,0,,44,30,544.479191697998,10,0,,4,0,,0,0,,36,9,56.2201997685428,10,0,,8,0,,7,0,,121,0,21,15,35,53,4022,7386,287,0.0,1149.2654949098217,1040.7345049590524,0.0,24.0,20.0,74.0,20.0,26.0,25.594087203847057,60.811825592305894,25.594087203847057,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,142.0,153.2,0.926892950391645,0.0,0.0,0.0,1180.849792521776,0.0,0.25,0.25,0.5,153.2,265.3710524606018,2189.999999868874,261.40846788662134,78.0,20.0,20.0,20.0,0.004776930356172215,0.0013975567953821155,-0.01895913877382327,0.0005640518407119544,0.4702119214896231,840.6167721077342,0.0,261.40846788662134,2189.999999868874,267.2601685668935,2189.999999868874,261.40846788662134,261.40846788662134,2189.999999868874,3222.8884214830305,1.0,0.0,0.0,0.0,0.0,1122.4706774054157,1122.4706774054157,1122.2949057853239,0.17577162009183667,0.0,0.0,-0.00025909162573272386,0.0,0.0,
h11_canon0905_lcd1000_x18_20260907,4200,142,2,50,107,144,157,452,380,21.49698,2,1,535.991806,17,6,516.017031,104,89,546.813275,289,245,1756.270298,271,240,49.70735,64,47,0.815513,0.0,24.0,0.0,720.564956,965.485259,120.561652,180,169,21.0,174,166,28.0,98,45,707.0,180,169,21.4969804916493,174,166,29.1013013404563,98,45,710.996903699451,0,0,,52,36,508.889296997691,16,0,,5,0,,0,0,,40,11,80.5636031435499,5,0,,6,0,,7,0,,121,0,21,2,25,60,4139,7469,301,300.0,1449.2654949098217,1340.7345049590524,300.0,78.0,20.0,20.0,20.0,20.0,25.594087203847057,66.8118255923059,25.594087203847057,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,142.0,153.2,0.926892950391645,0.0,0.0,0.0,1174.9455435591672,0.0,0.25,0.25,0.5,137.0648223726827,253.61296987760596,3389.999999868874,307.0055758138964,24.0,20.0,74.0,20.0,0.0002852820796022115,0.006399783724162944,0.0009656234047952239,0.006612037277932359,0.48200652413129197,750.6497805945746,0.0,307.0055758138964,3389.999999868874,307.0055758138964,3389.999999868874,307.0055758138964,307.0055758138964,3389.999999868874,3324.7861860326,0.0,0.0,1.0,1.0,0.0,1131.3757019596092,1131.3757019596092,1131.1228588136655,0.2528431459436433,0.0,0.0,-0.000466266618093177,0.0,0.0,
h11_canon0905_lcd1000_x18_20260907,4350,120,7,6,82,127,88,510,421,21.49698,1,1,536.09615,13,3,527.845854,95,87,640.775351,289,238,1772.785002,261,226,84.742808,63,51,1.264822,530.56457,139.396652,370.239912,374.271412,1217.008865,435.316378,186,167,21.0,182,162,28.0,142,92,469.0,186,167,21.4969804916493,182,162,29.1013013404563,142,92,472.616647527407,0,0,,43,17,550.058598761249,13,0,,11,0,,0,0,,18,0,,10,0,,6,0,,6,0,,100,4,20,3,6,37,4041,7587,215,349.61937510078303,349.61937510078303,617.3010414986949,123.46020829973895,24.0,20.0,74.0,20.0,24.0,24.72649102744546,64.54701794510908,24.72649102744546,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,120.0,153.2,0.783289817232376,370.239912,530.56457,0.4110102906881407,1169.0708158413713,900.804482,0.25,0.25,0.5,118.51198929393229,212.38678143609195,1440.0,251.143919141011,78.0,20.0,20.0,20.0,0.0,-0.002134387300770868,-0.012641937273741632,-0.0033212331626089053,0.3536193945853851,686.6147555685948,0.0,251.143919141011,1440.0,-250.0,1440.0,251.143919141011,251.143919141011,1440.0,3349.15463038729,1.0,0.0,0.0,0.0,0.0,1139.034750012524,1138.8740063663695,1138.739179746242,0.025917026026945678,0.0,0.0,-0.0002617796275130631,300.0,0.0,
h11_canon0905_lcd1000_x18_20260907,4500,120,29,16,63,149,79,498,342,3.535854,4,3,530.676522,12,3,532.844661,92,82,676.860154,293,244,1767.129076,264,226,70.665556,58,52,0.392591,735.057056,393.868809,285.14129,535.044843,466.595923,509.763416,177,135,0.0,169,116,0.0,152,91,0.0,177,135,3.53585443011607,169,116,6.88570853390751,152,91,6.58887810877918,0,0,,37,14,566.171298613521,12,0,,7,0,,0,0,,20,0,,8,0,,9,0,,9,0,,100,16,20,13,14,21,3997,7600,228,0.0,917.7795827038537,882.2204172961463,0.0,23.0,20.0,75.0,20.0,26.0,25.594087203847053,60.81182559230588,25.594087203847053,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,120.0,153.2,0.783289817232376,285.14129,735.057056,0.27949593441116993,1163.2254617621645,1020.198346,0.25,0.25,0.5,133.31149783667797,218.28715646808334,1800.0,227.34400696145124,29.0,20.0,69.0,20.0,0.0028128427278204526,0.004574029259828194,-0.0009876830448831697,0.002346112641561149,0.3864819946378646,736.6832814345078,0.0,227.34400696145124,1800.0,-250.0,1800.0,227.34400696145124,227.34400696145124,1800.0,2970.60939808297,1.0,0.0,0.0,0.0,0.0,1096.0712802866788,1095.8665172993576,1095.7248345014173,0.0630801893807984,0.0,0.0,-0.0002902245827698999,349.61937510078303,0.0,
h11_canon0905_lcd1000_x18_20260907,4650,141,32,27,77,173,104,475,334,4.394593,4,4,529.743936,12,3,526.346492,88,80,686.02686,281,248,1777.743863,262,225,63.625635,57,50,1.88998,220.366141,159.582707,37.82328,754.830135,748.030381,129.246703,185,149,0.0,169,122,7.0,121,63,35.0,185,149,4.39459303626115,169,122,8.69114117687596,121,63,38.2014140352364,0,0,,43,30,553.382491784286,9,0,,8,0,,0,0,,24,1,239.027574141323,11,0,,10,0,,7,0,,118,18,23,14,20,28,4096,7525,277,0.0,1589.169664434958,1410.8303355650423,0.0,23.0,20.0,75.0,20.0,26.0,20.965199018338865,70.06960196332227,20.965199018338865,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,141.0,153.2,0.9203655352480419,37.82328,220.366141,0.14649430582208092,1157.4093344533537,258.189421,0.25,0.25,0.5,153.2,246.79703802736572,3000.0,266.8512864603175,29.0,20.0,69.0,20.0,0.0056757922226609026,0.0040266066971526016,-0.0022752981394376093,0.004702459671335646,0.4660412991125781,803.2419447666425,0.0,266.8512864603175,3000.0,275.8009463242631,3000.0,266.8512864603175,266.8512864603175,3000.0,2908.5000385504745,1.0,0.0,0.0,0.0,0.0,1084.7456118570371,1084.7456118570371,1084.5397721259083,0.20583973112888998,0.0,0.0,-0.0003456853123860053,0.0,0.0,
h11_canon0905_lcd1000_x18_20260907,4800,141,20,18,82,161,100,486,409,26.803664,2,2,530.149579,11,6,521.930598,85,73,724.473614,282,240,1805.269382,246,206,90.295274,57,44,1.372011,0.0,42.860757,0.0,403.42159,806.57629,74.127302,177,166,28.0,173,153,28.0,136,90,21.0,177,166,30.8020668256151,173,153,30.9278612050109,136,90,26.8036641854913,0,0,,53,42,483.400227694565,14,0,,4,0,,0,0,,12,2,198.253354607922,4,0,,7,0,,7,0,,118,18,23,2,18,33,4178,7372,261,0.0,927.2094733878133,872.7905266121867,0.0,23.0,20.0,75.0,20.0,23.0,20.403631187490504,74.19273762501899,20.403631187490504,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,141.0,153.2,0.9203655352480419,0.0,0.0,0.0,1151.622287781087,0.0,0.25,0.25,0.5,153.2,250.4942310232342,1800.0,297.34010305230805,29.0,20.0,69.0,20.0,0.004288726707386559,0.006720168452375219,-0.0014030526294277479,0.006532138335103355,0.4343069198717014,812.0051048136535,0.0,297.34010305230805,1800.0,-250.0,1800.0,297.34010305230805,297.34010305230805,1800.0,2819.7703192411145,1.0,0.0,0.0,0.0,0.0,1044.113888698484,1044.113888698484,1043.9245775219222,0.18931117656211427,0.0,0.0,-0.00027366131459937527,0.0,0.0,
h11_canon0905_lcd1000_x18_20260907,4950,141,23,16,90,164,106,490,436,16.6228,0,0,0.0,21,7,509.510065,79,72,729.40629,276,242,1805.735888,252,218,70.928796,57,44,2.495263,0.0,41.522702,0.0,394.294266,708.779282,114.52242,174,164,14.0,169,158,42.0,147,114,35.0,174,164,16.6228002936558,169,158,45.2040389545646,147,114,38.6643123947705,0,0,,64,48,447.515773545075,8,0,,5,0,,0,0,,16,1,230.542881702044,7,0,,7,0,,6,0,,118,21,23,2,16,41,4240,7347,270,0.0,929.276749427077,870.723250572923,0.0,77.0,20.0,21.0,20.0,26.0,20.935899827164167,70.12820034567166,20.935899827164167,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,141.0,153.2,0.9203655352480419,0.0,0.0,0.0,1145.8641763421815,0.0,0.25,0.25,0.5,148.83781134276592,255.40299323987202,1800.0,283.5870729552847,29.0,20.0,69.0,20.0,-0.00142459533540773,0.00824232815014625,0.0011517440459272166,0.008174861066208905,0.4512070280086875,837.2723914390601,0.0,283.5870729552847,1800.0,-250.0,1800.0,283.5870729552847,283.5870729552847,1800.0,2860.684149912036,1.0,0.0,0.0,0.0,0.0,1059.851976955986,1059.851976955986,1059.6442231295157,0.20775382647025253,0.0,0.0,-0.0003657900798677992,0.0,0.0,
h11_canon0905_lcd1000_x18_20260907,5100,141,27,18,97,168,115,531,480,4.412818,1,0,0.0,12,1,533.153728,75,67,751.5963,269,227,1809.019756,257,221,86.987989,60,48,1.33494,0.0,25.198245,0.0,426.509762,656.588297,84.897939,182,174,0.0,184,174,0.0,165,132,0.0,182,174,4.41281829843555,184,174,6.56068439507046,165,132,6.2275318182418,0,0,,62,51,429.24262402868,7,0,,6,0,,0,0,,21,0,,11,0,,10,0,,6,0,,118,23,23,4,18,48,4214,7355,283,0.0,981.0183662983707,818.9816337016294,0.0,24.0,20.0,74.0,20.0,26.0,22.057465889333677,67.88506822133265,22.057465889333677,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,141.0,153.2,0.9203655352480419,0.0,0.0,0.0,1140.1348554604706,0.0,0.25,0.25,0.5,153.2,273.4145240910759,1800.0,284.8602063107578,78.0,20.0,20.0,20.0,0.004362186951340163,0.001275140871854319,-0.016848968030473088,-0.0005851068944195958,0.47445839244364385,862.9175010442027,0.0,284.8602063107578,1800.0,-250.0,1800.0,284.8602063107578,284.8602063107578,1800.0,2827.9476559928708,1.0,0.0,0.0,0.0,0.0,1043.7216527893368,1043.7216527893368,1043.5469747424265,0.17467804691023048,0.0,0.0,-0.00023631401952428632,0.0,0.0,
h11_canon0905_lcd1000_x18_20260907,5250,141,25,28,113,166,141,503,460,4.412818,3,0,0.0,12,1,533.38969,73,66,759.408651,274,233,1802.972047,274,246,61.273482,65,59,1.995257,0.0,23.160268,0.0,160.423283,545.287939,149.952036,176,168,0.0,170,165,0.0,157,127,7.0,176,168,4.41281829843555,170,165,6.64861136858162,157,127,13.7139529815588,0,0,,81,70,298.927169973766,14,0,,8,0,,0,0,,13,1,203.573283884171,10,0,,7,0,,7,0,,118,25,23,0,28,64,4316,7353,307,0.0,1001.4831702869557,798.5168297130444,0.0,23.0,20.0,75.0,20.0,26.0,23.23911584769084,65.52176830461832,23.23911584769084,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,141.0,153.2,0.9203655352480419,0.0,0.0,0.0,1134.4341811831682,0.0,0.25,0.25,0.5,153.2,292.086557482922,1800.0,314.03268654912836,29.0,20.0,69.0,20.0,0.004589322104635585,0.003649231887351334,-0.003373335625127538,0.007015305930138993,0.5103303037970826,900.1096560675561,0.0,314.03268654912836,1800.0,-250.0,1800.0,314.03268654912836,314.03268654912836,1800.0,2837.93253340386,1.0,0.0,0.0,0.0,0.0,1045.052156242519,1045.052156242519,1044.8458437362742,0.20631250624455788,0.0,0.0,-0.0003040798356897609,0.0,0.0,
h11_canon0905_lcd1000_x18_20260907,5400,141,29,13,121,170,134,484,457,4.412818,2,0,0.0,14,5,521.358864,73,65,766.099009,270,235,1765.881262,270,238,38.367351,67,54,1.734551,0.0,40.144701,0.0,0.0,789.141898,51.705907,169,162,0.0,166,164,0.0,149,131,0.0,169,162,4.41281829843555,166,164,6.64861136858162,149,131,6.6356853217592,0,0,,92,83,224.146132823901,17,0,,14,0,,0,0,,20,0,,12,0,,8,0,,11,0,,118,29,23,0,13,72,4314,7306,304,0.0,824.768619723976,615.2313802760241,0.0,23.0,20.0,75.0,20.0,23.0,22.616639530341978,69.76672093931604,22.616639530341978,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,141.0,153.2,0.9203655352480419,0.0,0.0,0.0,1128.7620102772523,0.0,0.25,0.25,0.5,153.2,307.2112178422242,1440.0,306.36713183069514,29.0,20.0,69.0,20.0,0.0011890241310936744,0.005880422274941566,-2.7688380981771843e-05,0.00839227514595109,0.5108539715391067,928.0338212260908,0.0,306.36713183069514,1440.0,-250.0,1440.0,306.36713183069514,306.36713183069514,1440.0,2801.4721626126025,1.0,0.0,0.0,0.0,0.0,1032.022843515898,1032.022843515898,1031.821055882221,0.2017876336772133,0.0,0.0,-0.0002877721533716719,0.0,0.0,
b0_rl_b0_lcd1000_x18_20260907,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,8,0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,NoControl,no-control,canon_farbn_d00_x18_20260901,metered,0.0,153.2,0.0,0.0,0.0,0.0,1241.76,0.0,0.25,0.5,0.25,0.004523883166801502,0.1857352517579184,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010717092419367757
b0_rl_b0_lcd1000_x18_20260907,150,5,6,0,0,11,0,42,2,1948.072685,0,0,0.0,5,1,533.403299,0,0,0.0,25,0,0.0,0,0,0.0,0,0,0.0,105.065514,62.517311,0.0,59.618589,0.0,0.0,19,2,1946.0,18,0,,5,0,,19,2,1948.07268470437,18,0,,5,0,,0,0,,7,0,,2,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,4,0,2,0,0,134,988,11,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,NoControl,no-control,canon_farbn_d00_x18_20260901,metered,5.0,153.2,0.03263707571801567,0.0,105.065514,0.0,1235.5511999999999,105.065514,0.25,0.5,0.25,0.09527699697345626,0.8741263512266607,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8243379480436845
b0_rl_b0_lcd1000_x18_20260907,300,4,3,18,0,7,18,56,4,1942.747346,0,0,0.0,16,2,533.074983,0,0,0.0,42,8,2628.112438,8,0,0.0,0,0,0.0,769.933211,361.162173,48.0,327.74148,81.814048,0.0,25,3,1939.0,23,1,1953.0,8,0,,25,3,1942.74734647255,23,1,1954.1592551107,8,0,,0,0,,9,0,,5,0,,1,0,,0,0,,12,0,,12,0,,9,0,,3,0,,4,1,0,2,2,0,243,1702,25,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,NoControl,no-control,canon_farbn_d00_x18_20260901,metered,4.0,153.2,0.026109660574412535,48.0,769.933211,0.05868449814052116,1229.3734439999998,817.933211,0.25,0.5,0.25,0.23487659124080024,1.6571444597664007,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6300844935746306
b0_rl_b0_lcd1000_x18_20260907,450,10,5,17,1,15,18,67,22,1883.383092,0,0,0.0,6,2,532.924982,1,0,0.0,50,16,2569.604785,25,0,0.0,0,0,0.0,719.190684,239.50404,72.0,376.126544,261.026513,264.0,28,11,1890.0,29,10,1883.0,10,1,1925.0,28,11,1893.83100139458,29,10,1883.38309162653,10,1,1928.02140809467,0,0,,12,0,,13,0,,11,0,,0,0,,12,1,230.342482373406,10,0,,5,0,,6,0,,10,3,0,2,8,0,373,2158,33,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,NoControl,no-control,canon_farbn_d00_x18_20260901,metered,10.0,153.2,0.06527415143603134,72.0,719.190684,0.09100208262816198,1223.2265767799997,791.190684,0.25,0.5,0.25,0.31183352623472144,2.1070864354264636,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.234076259643726
b0_rl_b0_lcd1000_x18_20260907,600,4,6,29,1,10,30,89,31,1773.5837,5,4,523.39842,12,2,527.527747,7,5,1234.189379,51,23,2531.163163,25,0,0.0,2,0,0.0,528.173758,318.746702,144.0,488.355437,449.097493,216.0,34,15,1855.0,33,12,1834.0,22,4,1771.0,34,15,1861.14462563335,33,12,1837.95063047342,22,4,1773.58369964548,0,0,,10,0,,12,0,,5,0,,0,0,,10,0,,12,0,,7,0,,7,0,,4,3,0,3,5,0,493,2436,40,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,NoControl,no-control,canon_farbn_d00_x18_20260901,metered,4.0,153.2,0.026109660574412535,144.0,528.173758,0.21423032108313875,1217.1104438960997,672.173758,0.25,0.5,0.25,0.3306549635459268,2.370558404709924,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.553813490917963
b0_rl_b0_lcd1000_x18_20260907,750,6,4,11,0,10,11,142,58,1620.736898,5,5,518.02961,7,5,522.1021,4,0,0.0,65,27,2498.271286,25,0,0.0,10,3,0.09878,736.912795,233.203388,240.0,506.986993,303.633964,312.0,51,15,1624.0,51,20,1617.0,40,23,1617.0,51,15,1626.37104140539,51,20,1620.73689783387,40,23,1620.8115600995,0,0,,21,0,,15,0,,9,0,,0,0,,22,0,,13,0,,11,0,,8,0,,6,1,0,3,4,0,548,2726,21,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,NoControl,no-control,canon_farbn_d00_x18_20260901,metered,6.0,153.2,0.0391644908616188,240.0,736.912795,0.24567187698672738,1211.0248916766193,976.912795,0.25,0.5,0.25,0.3235200412858823,2.333251533288987,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.463170604569978
b0_rl_b0_lcd1000_x18_20260907,900,5,7,14,2,12,16,161,82,1543.73243,4,4,524.186014,17,0,0.0,8,4,1240.028453,73,31,2477.759839,16,0,0.0,7,0,0.0,836.435395,334.596071,240.0,260.472135,842.60597,192.0,61,29,1540.0,47,19,1540.0,53,34,1554.0,61,29,1545.4950996194,47,19,1543.73243011052,53,34,1555.94834170115,0,0,,9,0,,20,0,,12,0,,0,0,,25,0,,9,0,,10,0,,5,0,,5,1,0,6,5,0,649,2838,28,1654.5841291622282,1800.0,1800.0,1800.0,21.0,21.0,45.0,51.0,23.0,24.333333333333336,66.33333333333334,24.333333333333336,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,5.0,153.2,0.03263707571801567,240.0,836.435395,0.2229581088793536,1204.9697672182363,1076.435395,0.25,0.5,0.25,0.317144401224857,2.51361742026081,7054.584129162228,349.83077376048755,39.0,33.0,33.0,33.0,-0.03246898085912164,-0.02543008200105712,0.05655058469693386,0.003914132072467158,0.04720919392503758,8.070746899915559,0.0,349.83077376048755,7054.584129162228,357.3520556879251,7200.0,349.83077376048755,349.83077376048755,7054.584129162228,972.8901926624501,1.0,0.0,0.0,0.0,0.0,519.6129397168847,519.6105804242661,519.6105804242661,0.0023592926186211116,0.0,0.0,-2.5281930889538744e-06,1800.0,1.0,576.6279803823405
b0_rl_b0_lcd1000_x18_20260907,1050,6,8,21,0,14,21,186,78,1501.115386,3,3,529.768113,23,15,478.271577,18,14,1172.095345,79,39,2450.365123,44,0,0.0,5,0,0.0,664.821569,298.270313,264.0,405.449922,839.341596,240.0,74,38,1498.0,62,20,1505.0,50,20,1505.0,74,38,1501.11538567457,62,20,1507.46454379577,50,20,1511.91494106965,0,0,,16,0,,11,0,,10,0,,0,0,,26,0,,10,0,,8,0,,5,0,,6,0,0,8,6,0,960,3356,35,1800.0,1800.0,1800.0,1800.0,21.0,21.0,39.0,57.0,23.0,24.33333333333333,66.33333333333333,24.33333333333333,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,6.0,153.2,0.0391644908616188,264.0,664.821569,0.28423112555862706,1198.944918382145,928.821569,0.25,0.5,0.25,0.31610359750080974,2.480182095781299,7200.0,383.6545452154195,21.0,21.0,45.0,51.0,-0.03178704682672784,-0.04346607370362321,0.05386624949757102,-0.025227671370284366,0.05786269411158289,8.38029053021166,0.0,383.6545452154195,7200.0,383.6545452154195,7200.0,383.6545452154195,383.6545452154195,7200.0,1114.1178564065249,0.0,0.0,1.0,1.0,0.0,576.9674080461355,576.9665676684242,576.9662297946213,0.0005025039083648153,0.0,0.0,1.9683393338179896e-06,1654.5841291622282,1.0,551.0695731661164
b0_rl_b0_lcd1000_x18_20260907,1200,14,19,31,3,33,34,196,75,1505.492336,0,0,0.0,15,5,522.253186,17,13,1180.072577,88,43,2406.789217,37,0,0.0,12,4,109.888134,910.314511,417.401043,414.464888,589.824872,844.459633,275.691783,74,29,1505.0,68,23,1505.0,54,23,1505.0,74,29,1506.85776747105,68,23,1505.49233627866,54,23,1510.76649635471,0,0,,14,0,,16,0,,12,0,,0,0,,31,2,151.234544567114,10,0,,6,0,,5,0,,11,6,3,13,6,1,1132,3837,67,1800.0,1800.0,1800.0,1800.0,21.0,21.0,39.0,57.0,23.0,24.33333333333333,66.33333333333334,24.33333333333333,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,14.0,153.2,0.09138381201044388,414.464888,910.314511,0.3128557768280936,1324.779399,1324.779399,0.25,0.5,0.25,0.30174224064828553,2.4914870789843833,7200.0,369.4503132103174,21.0,21.0,39.0,57.0,-0.03198456108111736,-0.03665926633247851,0.04631701062032301,-0.02394657545243417,0.11485720029059719,8.627999332503094,0.0,369.4503132103174,7200.0,369.4503132103174,7200.0,369.4503132103174,369.4503132103174,7200.0,1261.0017764861955,0.0,0.0,1.0,1.0,0.0,637.7837065243954,637.7819181848995,637.7819181848995,0.001788339495760738,0.0,0.0,3.4380168586601994e-06,1800.0,0.0,552.4185934586116
b0_rl_b0_lcd1000_x18_20260907,1350,5,5,26,2,10,28,188,89,1485.685179,4,4,524.569407,13,4,521.712705,30,20,1133.531303,104,53,2328.400167,53,17,678.977877,19,3,110.475261,926.289184,484.181194,185.535112,632.329104,888.869051,300.308217,73,35,1484.0,71,39,1484.0,44,15,1491.0,73,35,1490.06817936673,71,39,1485.68517883043,44,15,1493.1293769225,0,0,,14,0,,13,0,,4,0,,0,0,,13,1,242.344775393668,7,0,,7,0,,8,0,,5,1,0,4,5,0,1261,4225,38,1615.8882649804632,1800.0,1800.0,1800.0,24.0,20.46153846153846,38.0,55.53846153846154,20.0,24.96811594202898,68.06376811594204,24.96811594202898,WuDistributedController,wu-link,canon_farbn_d00_x18_20260901,metered,5.0,153.2,0.03263707571801567,185.535112,926.289184,0.16687448967206236,1318.155502005,1111.824296,0.25,0.5,0.25,0.365056989172603,2.7428694200607593,7015.888264980464,388.73062412698414,24.0,20.46153846153846,38.0,55.53846153846154,-0.028606831805424893,-0.04649507990327306,0.04957644051963506,-0.02274695716292019,0.05990476812470363,9.01827324731632,0.0,388.73062412698414,7015.888264980464,394.97212072562354,7200.0,388.73062412698414,388.73062412698414,7015.888264980464,1425.1212467421026,1.0,0.0,0.0,0.0,0.0,686.7863278425069,686.7862977384219,686.7862977384219,3.0104084999038605e-05,0.0,0.0,2.4412733273730203e-06,1800.0,0.0,608.2546914249153
