sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,4,0,55.123474
15,15.000000,0,0.000000,0,37,0,56.993973
30,15.000000,2,480.000000,0,72,0,57.542647
45,15.000000,18,4320.000000,8,87,2,49.606673
60,15.000000,17,4080.000000,18,103,2,42.544882
75,15.000000,37,8880.000000,35,112,0,48.087340
90,15.000000,35,8400.000000,64,117,3,47.838741
105,15.000000,33,7920.000000,82,137,2,45.929692
120,15.000000,23,5520.000000,89,162,8,37.276643
135,15.000000,73,17520.000000,93,159,7,46.792901
150,15.000000,54,12960.000000,130,167,13,47.877616
165,15.000000,27,6480.000000,155,175,11,44.164346
180,15.000000,29,6960.000000,153,184,10,38.826244
195,15.000000,58,13920.000000,157,209,5,42.289402
210,15.000000,33,7920.000000,181,217,5,39.366365
225,15.000000,36,8640.000000,197,226,1,36.139888
240,15.000000,24,5760.000000,219,212,2,28.955307
255,15.000000,70,16800.000000,202,209,7,33.293587
270,15.000000,111,26640.000000,205,215,17,43.315159
285,15.000000,78,18720.000000,230,223,15,43.721966
300,15.000000,19,4560.000000,234,217,13,37.319109
315,15.000000,24,5760.000000,233,203,3,37.403004
330,15.000000,51,12240.000000,235,211,8,37.591606
345,15.000000,55,13200.000000,254,210,6,37.015790
360,15.000000,45,10800.000000,259,206,7,32.283386
375,15.000000,39,9360.000000,239,195,5,32.695982
390,15.000000,60,14400.000000,270,186,15,40.748451
405,15.000000,50,12000.000000,258,213,22,45.028624
420,15.000000,49,11760.000000,236,231,16,43.066898
435,15.000000,35,8400.000000,235,229,4,41.276905
450,15.000000,26,6240.000000,241,232,10,42.251259
465,15.000000,37,8880.000000,261,231,2,37.963251
480,15.000000,26,6240.000000,273,227,4,31.501297
495,15.000000,47,11280.000000,257,189,5,26.195839
510,15.000000,79,18960.000000,260,195,19,37.677632
525,15.000000,88,21120.000000,279,214,22,42.492857
540,15.000000,29,6960.000000,253,218,24,39.389041
555,15.000000,26,6240.000000,246,216,13,38.236142
570,15.000000,24,5760.000000,268,211,9,40.109189
585,15.000000,38,9120.000000,279,216,4,38.495881
600,15.000000,37,8880.000000,299,212,5,34.189153
615,15.000000,24,5760.000000,298,203,8,27.722314
630,15.000000,54,12960.000000,298,188,25,37.071487
645,15.000000,79,18960.000000,290,210,33,39.930043
660,15.000000,38,9120.000000,278,210,32,39.333411
675,15.000000,19,4560.000000,269,204,20,34.587909
690,15.000000,34,8160.000000,272,201,12,40.414611
705,15.000000,33,7920.000000,278,218,10,36.999528
720,15.000000,29,6960.000000,281,222,2,32.611970
735,15.000000,29,6960.000000,291,204,4,27.011848
750,15.000000,41,9840.000000,267,205,19,36.149825
765,15.000000,52,12480.000000,287,209,19,39.632769
780,15.000000,35,8400.000000,281,224,20,39.726288
795,15.000000,21,5040.000000,292,238,14,35.949338
810,15.000000,42,10080.000000,285,227,7,37.157408
825,15.000000,44,10560.000000,309,217,4,33.546972
840,15.000000,37,8880.000000,311,235,4,27.829888
855,15.000000,36,8640.000000,318,245,9,19.653239
870,15.000000,67,16080.000000,283,233,15,28.502685
885,15.000000,105,25200.000000,297,241,23,36.923139
900,15.000000,75,18000.000000,298,244,19,38.584193
