sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,2400.000000,600.000000,10.000000,10.000000,120.000000,5,0,1,0,4,0,53.253911,58.153997,0
15,2400.000000,600.000000,10.000000,10.000000,120.000000,80,0,3,0,77,0,54.120255,103.451284,0
30,2400.000000,600.000000,10.000000,10.000000,120.000000,163,0,7,0,156,0,54.077702,113.592995,0
45,2400.000000,600.000000,10.000000,10.000000,120.000000,260,14,16,7,211,12,47.716299,95.852833,20
60,2400.000000,600.000000,10.000000,10.000000,120.000000,324,47,14,10,231,22,41.098492,112.990048,65
75,2400.000000,600.000000,10.000000,10.000000,120.000000,376,66,13,8,248,41,35.976098,116.416328,88
90,2400.000000,600.000000,10.000000,10.000000,120.000000,452,97,19,12,279,45,38.242753,96.776157,110
105,2400.000000,600.000000,10.000000,10.000000,120.000000,518,127,24,7,315,45,36.933711,91.700912,142
120,2400.000000,600.000000,10.000000,10.000000,120.000000,556,144,28,19,323,42,30.713040,103.191773,181
135,2400.000000,600.000000,10.000000,10.000000,120.000000,601,159,21,27,349,45,23.088052,107.996104,238
150,2400.000000,600.000000,10.000000,10.000000,120.000000,665,185,26,36,373,45,24.598949,99.592433,247
165,2400.000000,600.000000,10.000000,10.000000,120.000000,737,212,29,46,407,43,23.692775,105.103854,291
180,2400.000000,600.000000,10.000000,10.000000,120.000000,801,237,23,49,443,49,20.206429,100.813920,361
195,2400.000000,600.000000,10.000000,10.000000,120.000000,882,244,21,42,505,70,20.293240,102.305611,390
210,2400.000000,600.000000,10.000000,10.000000,120.000000,948,276,22,35,541,74,20.623492,98.488668,409
225,2400.000000,600.000000,10.000000,10.000000,120.000000,1008,311,18,35,577,67,16.820794,106.453082,492
240,2400.000000,600.000000,10.000000,10.000000,120.000000,1048,334,18,36,599,61,13.999810,103.628999,583
255,2400.000000,600.000000,10.000000,10.000000,120.000000,1106,350,25,39,633,59,12.113107,101.051505,604
270,2400.000000,600.000000,10.000000,10.000000,120.000000,1152,369,27,43,652,61,11.027044,105.888287,679
285,2400.000000,600.000000,10.000000,10.000000,120.000000,1189,387,23,47,669,63,10.692526,110.524013,724
300,2400.000000,600.000000,10.000000,10.000000,120.000000,1235,400,20,50,693,72,10.243418,96.293042,778
315,2400.000000,600.000000,10.000000,10.000000,120.000000,1290,414,21,48,728,79,9.728104,98.170856,806
330,2400.000000,600.000000,10.000000,10.000000,120.000000,1326,444,24,45,740,73,9.792842,98.932075,877
345,2400.000000,600.000000,10.000000,10.000000,120.000000,1332,453,19,41,730,89,8.812010,110.119785,912
360,2400.000000,600.000000,10.000000,10.000000,120.000000,1348,471,21,41,719,96,7.476499,109.487896,948
375,2400.000000,600.000000,10.000000,10.000000,120.000000,1378,464,22,46,732,114,7.556243,99.164834,939
390,2400.000000,600.000000,10.000000,10.000000,120.000000,1418,476,21,48,751,122,7.923379,104.695374,960
405,2400.000000,600.000000,10.000000,10.000000,120.000000,1453,494,20,54,768,117,6.564695,94.686721,1014
420,2400.000000,600.000000,10.000000,10.000000,120.000000,1482,520,27,56,774,105,6.454995,104.440527,1078
435,2400.000000,600.000000,10.000000,10.000000,120.000000,1492,532,25,49,772,114,6.529712,103.939684,1080
450,2400.000000,600.000000,10.000000,10.000000,120.000000,1529,544,26,39,799,121,7.401759,109.997277,1132
465,2400.000000,600.000000,10.000000,10.000000,120.000000,1558,551,25,39,828,115,7.135186,110.891811,1180
480,2400.000000,600.000000,10.000000,10.000000,120.000000,1579,563,24,43,832,117,6.055673,102.282365,1228
495,2400.000000,600.000000,10.000000,10.000000,120.000000,1589,563,23,43,834,126,5.644460,97.602620,1239
510,2400.000000,600.000000,10.000000,10.000000,120.000000,1605,573,27,50,825,130,5.445528,104.127113,1235
525,2400.000000,600.000000,10.000000,10.000000,120.000000,1634,579,21,53,841,140,4.851653,104.039612,1289
540,2400.000000,600.000000,10.000000,10.000000,120.000000,1648,590,18,57,853,130,4.350636,104.024643,1292
555,2400.000000,600.000000,10.000000,10.000000,120.000000,1667,594,21,54,861,137,4.631479,94.643870,1285
570,2400.000000,600.000000,10.000000,10.000000,120.000000,1697,599,23,42,887,146,5.802483,104.170990,1306
585,2400.000000,600.000000,10.000000,10.000000,120.000000,1695,607,20,42,883,143,5.726206,98.682020,1324
600,2400.000000,600.000000,10.000000,10.000000,120.000000,1693,614,25,43,875,136,5.624081,98.656685,1338
615,2400.000000,600.000000,10.000000,10.000000,120.000000,1710,622,26,41,876,145,5.466167,99.180562,1341
630,2400.000000,600.000000,10.000000,10.000000,120.000000,1705,622,25,47,861,150,5.256018,98.792263,1326
645,2400.000000,600.000000,10.000000,10.000000,120.000000,1723,628,26,57,865,147,4.610952,95.048772,1369
660,2400.000000,600.000000,10.000000,10.000000,120.000000,1757,635,27,62,892,141,4.383275,105.651557,1404
675,2400.000000,600.000000,10.000000,10.000000,120.000000,1769,637,31,60,888,153,5.004677,97.947982,1373
690,2400.000000,600.000000,10.000000,10.000000,120.000000,1785,655,34,41,900,155,6.608203,98.965954,1384
705,2400.000000,600.000000,10.000000,10.000000,120.000000,1786,657,27,40,906,156,6.503848,106.601454,1391
720,2400.000000,600.000000,10.000000,10.000000,120.000000,1773,666,20,43,894,150,5.715562,104.162786,1405
735,2400.000000,600.000000,10.000000,10.000000,120.000000,1780,678,22,41,898,141,4.925709,101.616047,1418
750,2400.000000,600.000000,10.000000,10.000000,120.000000,1773,671,18,45,887,152,4.013288,98.065152,1414
765,2400.000000,600.000000,10.000000,10.000000,120.000000,1790,676,18,54,901,141,3.455573,89.493938,1464
780,2400.000000,600.000000,10.000000,10.000000,120.000000,1797,684,17,57,901,138,3.470293,98.472950,1471
795,2400.000000,600.000000,10.000000,10.000000,120.000000,1808,682,20,62,906,138,3.747261,94.658156,1467
810,2400.000000,600.000000,10.000000,10.000000,120.000000,1818,681,19,51,921,146,4.758099,102.427481,1468
825,2400.000000,600.000000,10.000000,10.000000,120.000000,1821,699,21,40,926,135,4.818729,104.856062,1479
840,2400.000000,600.000000,10.000000,10.000000,120.000000,1804,701,22,38,901,142,4.119683,106.366540,1473
855,2400.000000,600.000000,10.000000,10.000000,120.000000,1809,708,20,43,900,138,3.768632,107.045346,1490
870,2400.000000,600.000000,10.000000,10.000000,120.000000,1811,704,26,44,889,148,3.925461,103.493167,1480
885,2400.000000,600.000000,10.000000,10.000000,120.000000,1823,707,22,50,896,148,3.624855,102.678544,1498
900,2400.000000,600.000000,10.000000,10.000000,120.000000,1828,713,24,52,893,146,3.714640,106.351530,1502
