sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,60.000000,3400.000000,10.000000,10.000000,120.000000,1,0,1,0,0,0,55.611930,55.611930,0
10,60.000000,3400.000000,10.000000,10.000000,120.000000,17,0,16,0,1,0,76.263629,77.719340,0
20,60.000000,3400.000000,10.000000,10.000000,120.000000,35,0,31,0,4,0,91.492850,96.183137,0
30,60.000000,3400.000000,10.000000,10.000000,120.000000,48,0,40,0,4,4,100.157538,103.273682,0
40,60.000000,3400.000000,10.000000,10.000000,120.000000,64,0,51,2,6,5,98.499303,104.115777,1
50,60.000000,3400.000000,10.000000,10.000000,120.000000,82,0,66,5,5,6,97.167004,104.515368,4
60,60.000000,3400.000000,10.000000,10.000000,120.000000,106,2,83,9,6,6,95.554806,104.781802,5
70,60.000000,3400.000000,10.000000,10.000000,120.000000,127,5,94,3,7,18,100.970547,105.501739,1
80,60.000000,3400.000000,10.000000,10.000000,120.000000,150,7,108,7,12,16,105.715115,108.317490,1
90,60.000000,3400.000000,10.000000,10.000000,120.000000,162,9,118,3,15,17,106.752304,109.190564,1
100,60.000000,3400.000000,10.000000,10.000000,120.000000,177,5,127,8,16,21,105.473375,108.266493,2
110,60.000000,3400.000000,10.000000,10.000000,120.000000,180,8,128,12,14,18,102.500025,108.981562,7
120,60.000000,3400.000000,10.000000,10.000000,120.000000,187,9,130,14,16,18,95.913408,105.017455,8
130,60.000000,3400.000000,10.000000,10.000000,120.000000,197,9,135,18,15,20,91.928756,101.187417,9
140,60.000000,3400.000000,10.000000,10.000000,120.000000,200,14,136,28,6,16,84.511248,98.262792,28
150,60.000000,3400.000000,10.000000,10.000000,120.000000,202,13,133,39,4,13,74.904783,94.066833,34
160,60.000000,3400.000000,10.000000,10.000000,120.000000,209,15,133,45,3,13,67.283624,88.998970,47
170,60.000000,3400.000000,10.000000,10.000000,120.000000,213,12,126,52,4,19,64.900836,88.296321,54
180,60.000000,3400.000000,10.000000,10.000000,120.000000,225,13,128,60,7,17,61.941265,87.682008,62
190,60.000000,3400.000000,10.000000,10.000000,120.000000,236,6,131,58,8,33,66.336186,91.602638,33
200,60.000000,3400.000000,10.000000,10.000000,120.000000,249,24,137,43,20,25,74.198414,88.402388,11
210,60.000000,3400.000000,10.000000,10.000000,120.000000,265,34,148,33,25,25,77.546121,83.458004,8
220,60.000000,3400.000000,10.000000,10.000000,120.000000,270,32,155,23,35,25,78.446552,77.360061,8
230,60.000000,3400.000000,10.000000,10.000000,120.000000,262,34,155,14,32,27,77.594718,74.023736,10
240,60.000000,3400.000000,10.000000,10.000000,120.000000,254,35,152,5,28,34,80.016375,76.866636,17
250,60.000000,3400.000000,10.000000,10.000000,120.000000,250,26,151,16,21,36,79.733996,81.192860,7
260,60.000000,3400.000000,10.000000,10.000000,120.000000,247,25,153,27,18,24,75.315938,86.668685,16
270,60.000000,3400.000000,10.000000,10.000000,120.000000,261,21,156,39,22,23,72.272335,89.498710,38
280,60.000000,3400.000000,10.000000,10.000000,120.000000,260,21,153,52,18,16,65.974435,90.022133,54
290,60.000000,3400.000000,10.000000,10.000000,120.000000,265,21,153,62,12,17,62.132249,89.250545,69
300,60.000000,3400.000000,10.000000,10.000000,120.000000,277,22,151,69,12,23,61.110745,90.034435,83
310,60.000000,3400.000000,10.000000,10.000000,120.000000,282,12,142,70,7,51,62.562435,87.355077,49
320,60.000000,3400.000000,10.000000,10.000000,120.000000,298,22,148,70,25,33,63.910923,81.307357,34
330,60.000000,3400.000000,10.000000,10.000000,120.000000,315,36,156,61,27,35,69.077528,81.282349,23
340,60.000000,3400.000000,10.000000,10.000000,120.000000,313,39,153,45,42,34,71.953501,81.005726,18
350,60.000000,3400.000000,10.000000,10.000000,120.000000,306,43,155,36,44,28,74.476185,81.653121,22
360,60.000000,3400.000000,10.000000,10.000000,120.000000,287,38,155,32,34,28,77.314614,86.371902,20
