sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,0,0,55.611930
15,15.000000,0,0.000000,0,2,0,81.092157
30,15.000000,0,0.000000,0,4,0,93.968532
45,15.000000,2,480.000000,0,6,1,92.843680
60,15.000000,3,720.000000,2,6,3,86.331927
75,15.000000,4,960.000000,6,7,1,99.388142
90,15.000000,6,1440.000000,5,9,1,96.874933
105,15.000000,2,480.000000,4,10,2,92.065230
120,15.000000,1,240.000000,5,12,2,86.983130
135,15.000000,5,1200.000000,9,5,3,85.006192
150,15.000000,7,1680.000000,9,4,4,77.630233
165,15.000000,3,720.000000,9,3,6,75.488351
180,15.000000,4,960.000000,9,7,7,74.934947
195,15.000000,3,720.000000,12,15,2,88.457710
210,15.000000,5,1200.000000,11,12,3,94.333026
225,15.000000,5,1200.000000,15,8,1,91.672348
240,15.000000,3,720.000000,15,5,1,82.206144
255,15.000000,3,720.000000,11,11,4,88.706392
270,15.000000,10,2400.000000,7,17,9,77.930125
285,15.000000,5,1200.000000,7,13,12,73.158682
300,15.000000,8,1920.000000,8,12,13,70.179056
315,15.000000,6,1440.000000,9,17,7,84.691532
330,15.000000,6,1440.000000,14,21,1,92.575801
345,15.000000,8,1920.000000,14,19,1,93.372201
360,15.000000,6,1440.000000,13,11,4,85.265228
375,15.000000,7,1680.000000,13,10,3,83.472263
390,15.000000,3,720.000000,16,9,8,74.897333
405,15.000000,6,1440.000000,14,5,11,72.287339
420,15.000000,7,1680.000000,12,10,13,68.474712
435,15.000000,5,1200.000000,12,10,9,81.857603
450,15.000000,15,3600.000000,23,17,4,91.349308
465,15.000000,7,1680.000000,16,20,2,85.655269
480,15.000000,3,720.000000,16,11,3,78.752758
495,15.000000,7,1680.000000,4,6,6,84.324396
510,15.000000,6,1440.000000,9,13,9,82.407188
525,15.000000,6,1440.000000,9,12,10,71.448704
540,15.000000,6,1440.000000,7,9,13,70.771044
555,15.000000,6,1440.000000,4,8,11,79.255538
570,15.000000,9,2160.000000,18,17,3,90.072178
585,15.000000,7,1680.000000,13,19,1,92.115536
600,15.000000,4,960.000000,13,13,5,83.886546
615,15.000000,6,1440.000000,7,9,4,81.735376
630,15.000000,7,1680.000000,11,16,8,70.616412
645,15.000000,5,1200.000000,11,15,13,59.698855
660,15.000000,5,1200.000000,10,8,14,52.700146
675,15.000000,3,720.000000,7,7,10,64.693477
690,15.000000,6,1440.000000,23,13,4,89.416470
705,15.000000,5,1200.000000,18,12,2,91.885821
720,15.000000,6,1440.000000,18,6,0,84.735189
735,15.000000,4,960.000000,10,4,1,82.661468
750,15.000000,5,1200.000000,7,14,4,87.197722
765,15.000000,2,480.000000,7,9,7,84.597111
780,15.000000,3,720.000000,5,3,12,78.065451
795,15.000000,7,1680.000000,6,4,15,69.918131
810,15.000000,8,1920.000000,17,14,3,95.113845
825,15.000000,7,1680.000000,11,19,0,96.617472
840,15.000000,3,720.000000,10,13,4,91.179951
855,15.000000,1,240.000000,14,11,1,83.649147
870,15.000000,11,2640.000000,12,11,7,84.430673
885,15.000000,7,1680.000000,13,8,10,76.195236
900,15.000000,5,1200.000000,11,8,18,62.161948
