sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,60.000000,1400.000000,10.000000,10.000000,120.000000,1,0,1,0,0,0,55.611930,55.611930,0
10,60.000000,1400.000000,10.000000,10.000000,120.000000,8,0,7,0,1,0,71.236132,73.845256,0
20,60.000000,1400.000000,10.000000,10.000000,120.000000,20,0,16,0,4,0,87.804883,95.970323,0
30,60.000000,1400.000000,10.000000,10.000000,120.000000,23,0,17,0,4,2,100.664040,109.392681,0
40,60.000000,1400.000000,10.000000,10.000000,120.000000,31,0,21,1,6,3,96.984351,109.871884,1
50,60.000000,1400.000000,10.000000,10.000000,120.000000,39,0,29,3,5,2,93.235439,109.009500,3
60,60.000000,1400.000000,10.000000,10.000000,120.000000,46,2,30,3,6,5,93.156977,111.445765,4
70,60.000000,1400.000000,10.000000,10.000000,120.000000,51,4,33,2,7,5,99.900300,110.787956,1
80,60.000000,1400.000000,10.000000,10.000000,120.000000,57,5,34,2,10,6,103.275417,114.144335,1
90,60.000000,1400.000000,10.000000,10.000000,120.000000,59,7,37,2,10,3,104.035773,115.476550,1
100,60.000000,1400.000000,10.000000,10.000000,120.000000,64,4,43,0,10,7,101.979699,112.882048,2
110,60.000000,1400.000000,10.000000,10.000000,120.000000,69,4,45,2,12,6,100.863072,113.478049,4
120,60.000000,1400.000000,10.000000,10.000000,120.000000,66,5,39,2,12,8,97.771774,116.116366,4
130,60.000000,1400.000000,10.000000,10.000000,120.000000,70,5,41,5,7,12,95.917990,112.008714,0
140,60.000000,1400.000000,10.000000,10.000000,120.000000,78,10,46,9,5,8,87.964399,107.187844,6
150,60.000000,1400.000000,10.000000,10.000000,120.000000,80,9,47,13,4,7,82.515268,111.748537,12
160,60.000000,1400.000000,10.000000,10.000000,120.000000,89,11,49,14,3,12,83.283540,112.932160,17
170,60.000000,1400.000000,10.000000,10.000000,120.000000,90,8,47,20,4,11,77.851047,113.886882,20
180,60.000000,1400.000000,10.000000,10.000000,120.000000,101,9,54,24,7,7,74.446683,110.638552,23
190,60.000000,1400.000000,10.000000,10.000000,120.000000,111,4,58,17,8,24,82.383059,111.239808,3
200,60.000000,1400.000000,10.000000,10.000000,120.000000,113,20,59,6,20,8,94.608162,114.115270,1
210,60.000000,1400.000000,10.000000,10.000000,120.000000,110,19,53,3,21,14,100.400324,112.411923,2
220,60.000000,1400.000000,10.000000,10.000000,120.000000,109,16,57,6,20,10,101.322654,110.408903,3
230,60.000000,1400.000000,10.000000,10.000000,120.000000,95,25,57,1,4,8,98.341182,108.803527,3
240,60.000000,1400.000000,10.000000,10.000000,120.000000,107,22,61,3,10,11,93.238562,106.190971,7
