sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,2400.000000,600.000000,8.000000,10.000000,120.000000,7,0,1,0,6,0,54.644834,55.611930,0
15,2400.000000,600.000000,8.000000,10.000000,120.000000,76,0,4,0,72,0,54.447923,93.051274,0
30,2400.000000,600.000000,8.000000,10.000000,120.000000,138,0,11,0,126,1,53.668360,92.598808,0
45,2400.000000,600.000000,8.000000,10.000000,120.000000,211,13,11,5,176,6,43.967380,102.542278,25
60,2400.000000,600.000000,8.000000,10.000000,120.000000,290,29,9,10,231,11,39.168187,116.208044,71
75,2400.000000,600.000000,8.000000,10.000000,120.000000,378,53,11,3,284,27,37.361696,104.671466,70
90,2400.000000,600.000000,8.000000,10.000000,120.000000,462,86,14,9,324,29,35.211715,104.316380,111
105,2400.000000,600.000000,8.000000,10.000000,120.000000,536,110,18,9,366,33,31.493638,98.260807,155
120,2400.000000,600.000000,8.000000,10.000000,120.000000,603,126,20,19,406,32,25.578882,105.495127,220
135,2400.000000,600.000000,8.000000,10.000000,120.000000,659,137,18,22,438,44,21.764270,103.156766,227
150,2400.000000,600.000000,8.000000,10.000000,120.000000,729,160,20,34,473,42,21.046660,100.247988,280
165,2400.000000,600.000000,8.000000,10.000000,120.000000,775,189,25,43,484,34,18.676002,94.051828,345
180,2400.000000,600.000000,8.000000,10.000000,120.000000,831,212,18,44,518,39,17.119505,103.216190,409
195,2400.000000,600.000000,8.000000,10.000000,120.000000,910,216,15,37,579,63,16.359421,93.246597,439
210,2400.000000,600.000000,8.000000,10.000000,120.000000,971,246,15,44,608,58,16.813847,93.540340,451
225,2400.000000,600.000000,8.000000,10.000000,120.000000,1022,280,20,39,627,56,14.140404,95.958272,538
240,2400.000000,600.000000,8.000000,10.000000,120.000000,1063,307,19,39,641,57,13.152594,98.258704,589
255,2400.000000,600.000000,8.000000,10.000000,120.000000,1100,326,23,39,651,61,11.307001,102.167031,629
270,2400.000000,600.000000,8.000000,10.000000,120.000000,1158,350,21,43,680,64,11.128881,107.173487,670
285,2400.000000,600.000000,8.000000,10.000000,120.000000,1200,370,18,46,701,65,10.404493,95.649958,733
300,2400.000000,600.000000,8.000000,10.000000,120.000000,1255,387,24,50,729,65,9.726773,85.531303,796
315,2400.000000,600.000000,8.000000,10.000000,120.000000,1312,405,28,43,766,70,9.876083,95.655491,839
330,2400.000000,600.000000,8.000000,10.000000,120.000000,1341,424,24,37,774,82,10.252437,98.957032,905
345,2400.000000,600.000000,8.000000,10.000000,120.000000,1359,437,27,39,768,88,9.108877,95.449587,937
360,2400.000000,600.000000,8.000000,10.000000,120.000000,1372,440,27,43,766,96,8.558124,103.563596,972
375,2400.000000,600.000000,8.000000,10.000000,120.000000,1390,447,27,46,768,102,8.750557,102.039963,960
390,2400.000000,600.000000,8.000000,10.000000,120.000000,1415,449,25,49,770,122,7.978893,96.927167,973
405,2400.000000,600.000000,8.000000,10.000000,120.000000,1440,474,32,54,764,116,7.765443,100.748019,1024
420,2400.000000,600.000000,8.000000,10.000000,120.000000,1463,495,27,55,773,113,7.139339,101.291419,1056
435,2400.000000,600.000000,8.000000,10.000000,120.000000,1478,509,24,50,777,118,7.016409,93.932976,1078
450,2400.000000,600.000000,8.000000,10.000000,120.000000,1511,518,25,42,812,114,7.867007,107.359482,1121
465,2400.000000,600.000000,8.000000,10.000000,120.000000,1527,533,22,41,821,110,7.025333,103.393450,1160
480,2400.000000,600.000000,8.000000,10.000000,120.000000,1545,537,28,38,829,113,6.116059,101.282314,1204
495,2400.000000,600.000000,8.000000,10.000000,120.000000,1543,542,18,37,817,129,5.696978,102.613694,1185
510,2400.000000,600.000000,8.000000,10.000000,120.000000,1571,550,20,49,821,131,5.854472,96.629909,1184
525,2400.000000,600.000000,8.000000,10.000000,120.000000,1607,566,26,55,838,122,5.006047,92.096771,1242
540,2400.000000,600.000000,8.000000,10.000000,120.000000,1624,578,30,54,834,128,5.136693,101.958470,1250
555,2400.000000,600.000000,8.000000,10.000000,120.000000,1642,583,31,47,838,143,5.946582,95.118032,1248
570,2400.000000,600.000000,8.000000,10.000000,120.000000,1658,592,33,42,849,142,7.151671,102.778247,1254
585,2400.000000,600.000000,8.000000,10.000000,120.000000,1663,598,29,42,862,132,6.902392,106.331625,1270
