sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,6,0,54.644834
15,15.000000,0,0.000000,0,72,0,54.447923
30,15.000000,3,720.000000,0,126,0,53.668360
45,15.000000,32,7680.000000,13,176,5,43.967380
60,15.000000,24,5760.000000,29,231,10,39.168187
75,15.000000,46,11040.000000,53,284,3,37.361696
90,15.000000,54,12960.000000,86,324,9,35.211715
105,15.000000,50,12000.000000,110,366,9,31.493638
120,15.000000,39,9360.000000,126,406,19,25.578882
135,15.000000,42,10080.000000,137,438,22,21.764270
150,15.000000,50,12000.000000,160,473,34,21.046660
165,15.000000,47,11280.000000,189,484,43,18.676002
180,15.000000,48,11520.000000,212,518,44,17.119505
195,15.000000,53,12720.000000,216,579,37,16.359421
210,15.000000,57,13680.000000,246,608,44,16.813847
225,15.000000,53,12720.000000,280,627,39,14.140404
240,15.000000,37,8880.000000,307,641,39,13.152594
255,15.000000,40,9600.000000,326,651,39,11.307001
270,15.000000,36,8640.000000,350,680,43,11.128881
285,15.000000,30,7200.000000,370,701,46,10.404493
300,15.000000,39,9360.000000,387,729,50,9.726773
315,15.000000,43,10320.000000,405,766,43,9.876083
330,15.000000,54,12960.000000,424,774,37,10.252437
345,15.000000,42,10080.000000,437,768,39,9.108877
360,15.000000,41,9840.000000,440,766,43,8.558124
375,15.000000,38,9120.000000,447,768,46,8.750557
390,15.000000,54,12960.000000,449,770,49,7.978893
405,15.000000,26,6240.000000,474,764,54,7.765443
420,15.000000,24,5760.000000,495,773,55,7.139339
435,15.000000,30,7200.000000,509,777,50,7.016409
450,15.000000,44,10560.000000,518,812,42,7.867007
465,15.000000,29,6960.000000,533,821,41,7.025333
480,15.000000,31,7440.000000,537,829,38,6.116059
495,15.000000,44,10560.000000,542,817,37,5.696978
510,15.000000,61,14640.000000,550,821,49,5.854472
525,15.000000,63,15120.000000,566,838,55,5.006047
540,15.000000,56,13440.000000,578,834,54,5.136693
555,15.000000,61,14640.000000,583,838,47,5.946582
570,15.000000,54,12960.000000,592,849,42,7.151671
585,15.000000,48,11520.000000,598,862,42,6.902392
600,15.000000,42,10080.000000,604,853,41,5.767826
615,15.000000,49,11760.000000,614,844,42,5.287703
630,15.000000,81,19440.000000,614,831,42,4.904226
645,15.000000,50,12000.000000,616,844,48,4.763584
660,15.000000,47,11280.000000,628,874,55,4.386034
675,15.000000,47,11280.000000,620,888,55,4.400030
690,15.000000,52,12480.000000,635,911,42,5.790184
705,15.000000,51,12240.000000,635,906,42,5.772149
720,15.000000,53,12720.000000,650,894,40,4.893785
735,15.000000,38,9120.000000,654,887,43,4.899349
750,15.000000,49,11760.000000,652,876,51,4.796258
765,15.000000,61,14640.000000,656,889,51,4.417458
780,15.000000,46,11040.000000,666,895,62,3.877569
795,15.000000,38,9120.000000,671,895,64,3.577448
810,15.000000,45,10800.000000,683,916,40,4.873466
825,15.000000,37,8880.000000,684,907,41,5.161913
840,15.000000,35,8400.000000,694,899,39,4.572758
855,15.000000,33,7920.000000,698,897,38,3.727131
870,15.000000,44,10560.000000,698,883,42,3.719894
885,15.000000,38,9120.000000,702,897,44,3.599599
900,15.000000,23,5520.000000,712,905,49,3.399452
