sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,4,0,53.253911
15,15.000000,0,0.000000,0,77,0,54.120255
30,15.000000,0,0.000000,0,156,0,54.246084
45,15.000000,46,11040.000000,14,211,6,47.679355
60,15.000000,42,10080.000000,47,232,16,40.597237
75,15.000000,42,10080.000000,64,250,24,33.446255
90,15.000000,50,12000.000000,105,280,30,33.724008
105,15.000000,46,11040.000000,127,321,29,30.770670
120,15.000000,58,13920.000000,138,336,44,24.692072
135,15.000000,50,12000.000000,153,357,56,21.929409
150,15.000000,64,15360.000000,189,372,67,22.743661
165,15.000000,60,14400.000000,224,399,74,22.863791
180,15.000000,50,12000.000000,250,430,81,19.837760
195,15.000000,51,12240.000000,265,490,76,19.236105
210,15.000000,53,12720.000000,300,528,69,18.333481
225,15.000000,36,8640.000000,334,564,69,15.232453
240,15.000000,29,6960.000000,361,583,68,11.401754
255,15.000000,38,9120.000000,386,596,69,10.603468
270,15.000000,42,10080.000000,424,611,71,10.268526
285,15.000000,45,10800.000000,464,615,71,10.372393
300,15.000000,38,9120.000000,492,640,75,10.223097
315,15.000000,37,8880.000000,498,681,74,9.366291
330,15.000000,35,8400.000000,532,711,71,8.926221
345,15.000000,34,8160.000000,537,725,68,7.193073
360,15.000000,28,6720.000000,537,716,67,5.396617
375,15.000000,39,9360.000000,535,728,72,6.363732
390,15.000000,54,12960.000000,551,744,73,6.717856
405,15.000000,42,10080.000000,572,770,81,5.920336
420,15.000000,33,7920.000000,598,785,83,5.723611
435,15.000000,36,8640.000000,609,776,72,5.674921
450,15.000000,39,9360.000000,632,802,66,5.860308
465,15.000000,37,8880.000000,630,831,66,5.168908
480,15.000000,18,4320.000000,632,846,70,4.639574
495,15.000000,33,7920.000000,630,845,71,4.476460
510,15.000000,45,10800.000000,642,840,77,4.913790
525,15.000000,45,10800.000000,658,851,78,4.207989
540,15.000000,24,5760.000000,680,865,84,3.719252
555,15.000000,35,8400.000000,691,864,81,3.765970
570,15.000000,36,8640.000000,705,888,69,4.360573
585,15.000000,21,5040.000000,706,895,69,4.157666
600,15.000000,14,3360.000000,702,897,71,3.833329
615,15.000000,15,3600.000000,698,900,70,3.824745
630,15.000000,33,7920.000000,706,891,74,3.807565
645,15.000000,17,4080.000000,715,910,83,3.431641
660,15.000000,31,7440.000000,729,917,87,3.106916
675,15.000000,21,5040.000000,723,917,88,3.573880
690,15.000000,30,7200.000000,739,935,69,4.718555
705,15.000000,15,3600.000000,738,938,68,4.901793
720,15.000000,14,3360.000000,732,927,73,4.143449
735,15.000000,12,2880.000000,739,928,76,3.598516
750,15.000000,30,7200.000000,732,920,80,2.800288
765,15.000000,24,5760.000000,731,928,85,2.402613
780,15.000000,9,2160.000000,735,945,89,2.343667
795,15.000000,9,2160.000000,731,958,90,2.434650
810,15.000000,28,6720.000000,731,976,76,3.277056
825,15.000000,9,2160.000000,731,985,67,3.469477
840,15.000000,16,3840.000000,728,965,70,2.531232
855,15.000000,10,2400.000000,730,968,70,2.479268
870,15.000000,41,9840.000000,730,960,72,2.426558
885,15.000000,18,4320.000000,729,971,75,2.133550
900,15.000000,15,3600.000000,729,972,76,2.230032
