archived_path,original_path,bucket,bytes,reason
_archive/old_docs/evaluation/calibration/vissim_full_spec_audit_20260628.md,evaluation/calibration/vissim_full_spec_audit_20260628.md,old_docs,6705,참조 0건
_archive/old_configs/evaluation/calibration/vissim_network_calibration_v2_onramp_route_20260630.json,evaluation/calibration/vissim_network_calibration_v2_onramp_route_20260630.json,old_configs,23183,참조 0건. 어댑터 기본값은 v2_8seg_20260714 쪽
_archive/old_docs/evaluation/calibration/vissim_network_calibration_v2_report_20260628.md,evaluation/calibration/vissim_network_calibration_v2_report_20260628.md,old_docs,6323,참조 0건
_archive/old_docs/evaluation/calibration/vissim_physical_spec_crosscheck_20260628.md,evaluation/calibration/vissim_physical_spec_crosscheck_20260628.md,old_docs,4343,참조 0건
_archive/intermediate_results/evaluation/calibration/vissim_signal_green_fit_8seg_20260715.json,evaluation/calibration/vissim_signal_green_fit_8seg_20260715.json,intermediate_results,7970,참조 0건
_archive/intermediate_results/evaluation/calibration/vissim_signal_green_fit_rerun_20260628.json,evaluation/calibration/vissim_signal_green_fit_rerun_20260628.json,intermediate_results,7968,참조 0건
_archive/intermediate_results/evaluation/calibration/vissim_signal_green_fit_smoke_8seg_20260715.json,evaluation/calibration/vissim_signal_green_fit_smoke_8seg_20260715.json,intermediate_results,590,참조 0건
_archive/intermediate_results/evaluation/calibration/vissim_signal_green_fit_smoke_8seg_watchdog_20260715.json,evaluation/calibration/vissim_signal_green_fit_smoke_8seg_watchdog_20260715.json,intermediate_results,6723,참조 0건
_archive/intermediate_results/evaluation/calibration/vissim_signal_service_curve_fit_8seg_20260715.json,evaluation/calibration/vissim_signal_service_curve_fit_8seg_20260715.json,intermediate_results,129697,참조 0건
_archive/intermediate_results/evaluation/calibration/vissim_signal_service_curve_fit_8seg_20260715.md,evaluation/calibration/vissim_signal_service_curve_fit_8seg_20260715.md,intermediate_results,2909,참조 0건
_archive/intermediate_results/evaluation/calibration/vissim_terminal_cost_mass_fit_20260715.json,evaluation/calibration/vissim_terminal_cost_mass_fit_20260715.json,intermediate_results,4027,참조 0건(어댑터가 쓰는 것은 vissim_terminal_cost_fit_20260715.json 쪽)
_archive/intermediate_results/evaluation/calibration/vissim_terminal_cost_mass_fit_20260715.md,evaluation/calibration/vissim_terminal_cost_mass_fit_20260715.md,intermediate_results,1500,동상
_archive/experiments/evaluation/configs/demand_profiles/real_world_freeway_stress_midurban_20260725.csv,evaluation/configs/demand_profiles/real_world_freeway_stress_midurban_20260725.csv,experiments,119,ps1 3개가 프로파일 이름을 명시적으로 나열하는데 이 파일만 어디에도 없다
_archive/experiments/evaluation/configs/demand_profiles/real_world_fwup_fw185_20260804.csv,evaluation/configs/demand_profiles/real_world_fwup_fw185_20260804.csv,experiments,119,참조 0건
_archive/experiments/evaluation/configs/demand_profiles/real_world_fwup_fw200_20260804.csv,evaluation/configs/demand_profiles/real_world_fwup_fw200_20260804.csv,experiments,119,참조 0건
_archive/experiments/evaluation/configs/demand_profiles/real_world_rampsat_p1_20260804.csv,evaluation/configs/demand_profiles/real_world_rampsat_p1_20260804.csv,experiments,119,참조 0건
_archive/experiments/evaluation/configs/demand_profiles/real_world_rampsat_p2_20260804.csv,evaluation/configs/demand_profiles/real_world_rampsat_p2_20260804.csv,experiments,119,참조 0건
_archive/experiments/evaluation/configs/demand_profiles/real_world_rampsat_p3_20260804.csv,evaluation/configs/demand_profiles/real_world_rampsat_p3_20260804.csv,experiments,119,참조 0건
_archive/experiments/evaluation/configs/g6_scoring/g6_score_v3_ant.json,evaluation/configs/g6_scoring/g6_score_v3_ant.json,experiments,761,harness/g6/run_g6_matrix.py 는 fdA_cd·fdC·fdC_cd 만 참조. v3_* 는 참조 0건
_archive/experiments/evaluation/configs/g6_scoring/g6_score_v3_cd06.json,evaluation/configs/g6_scoring/g6_score_v3_cd06.json,experiments,762,동상
_archive/experiments/evaluation/configs/g6_scoring/g6_score_v3_cd06ant.json,evaluation/configs/g6_scoring/g6_score_v3_cd06ant.json,experiments,765,동상
_archive/experiments/evaluation/configs/g6_scoring/g6_score_v3_cd08.json,evaluation/configs/g6_scoring/g6_score_v3_cd08.json,experiments,762,동상
_archive/experiments/evaluation/configs/pfo_h3_i3_prediction_speed110_candidate.json,evaluation/configs/pfo_h3_i3_prediction_speed110_candidate.json,experiments,790,2026-06-29 리포트 md 언급뿐
_archive/experiments/evaluation/configs/real_world_modi_pstack_crossgate_high_budget_nofallback_probe_20260723.json,evaluation/configs/real_world_modi_pstack_crossgate_high_budget_nofallback_probe_20260723.json,experiments,710,"체인 잎(자식 없음), 참조 0건. 부모 crossgate_high_budget 은 ACTIVE 로 남는다"
_archive/experiments/evaluation/configs/real_world_modi_pstack_distributed_core15n41legfix_parprocess_20260813.json,evaluation/configs/real_world_modi_pstack_distributed_core15n41legfix_parprocess_20260813.json,experiments,440,병렬화 A/B 잎. 참조 0건
_archive/experiments/evaluation/configs/real_world_modi_pstack_distributed_core15n41legfix_parthread_20260813.json,evaluation/configs/real_world_modi_pstack_distributed_core15n41legfix_parthread_20260813.json,experiments,537,동상
_archive/experiments/evaluation/configs/real_world_modi_pstack_v5_pricefar_20260804.json,evaluation/configs/real_world_modi_pstack_v5_pricefar_20260804.json,experiments,3329,"잎, 참조 0건"
_archive/experiments/evaluation/configs/real_world_modi_pstack_vsl_rollout_bnmask_20260725.json,evaluation/configs/real_world_modi_pstack_vsl_rollout_bnmask_20260725.json,experiments,1009,vsl rollout 의 버려진 가지. 잎이고 참조 0건
_archive/experiments/evaluation/configs/replay_cand_tr_cap1800.json,evaluation/configs/replay_cand_tr_cap1800.json,experiments,1558,replay_discharge_hypothesis.py 는 --candidates 를 CLI 로만 받는다(하드코딩 없음)
_archive/experiments/evaluation/configs/replay_cand_tr_cap2700.json,evaluation/configs/replay_cand_tr_cap2700.json,experiments,1596,동상
_archive/experiments/evaluation/configs/replay_cand_tr_cap3600.json,evaluation/configs/replay_cand_tr_cap3600.json,experiments,1596,동상
_archive/experiments/evaluation/configs/replay_cand_tr_v2_cap1800.json,evaluation/configs/replay_cand_tr_v2_cap1800.json,experiments,2658,동상
_archive/experiments/evaluation/configs/replay_cand_uniform_cap1800.json,evaluation/configs/replay_cand_uniform_cap1800.json,experiments,2,동상
_archive/old_configs/evaluation/configs/tuning_horizon3.json,evaluation/configs/tuning_horizon3.json,old_configs,79,참조 0건
_archive/old_configs/evaluation/configs/tuning_turning_ratios_route_manifest_20260715.json,evaluation/configs/tuning_turning_ratios_route_manifest_20260715.json,old_configs,1841,v1 회전비 매니페스트. 참조 0건이고 extends 자식도 없다
_archive/old_configs/evaluation/configs/tuning_turning_ratios_route_manifest_v2_mfd277_20260715.json,evaluation/configs/tuning_turning_ratios_route_manifest_v2_mfd277_20260715.json,old_configs,850,8seg 시대 튜닝 사슬. 자식이 전부 후보라 사슬째 격리 가능. 부모 v2_20260715 는 남긴다
_archive/old_configs/evaluation/configs/tuning_turning_ratios_route_manifest_v2_mfd277_combined_20260715.json,evaluation/configs/tuning_turning_ratios_route_manifest_v2_mfd277_combined_20260715.json,old_configs,771,같은 사슬. 코드·스크립트 참조 0건
_archive/old_configs/evaluation/configs/tuning_turning_ratios_route_manifest_v2_mfd277_combined_guarded_terminal_20260715.json,evaluation/configs/tuning_turning_ratios_route_manifest_v2_mfd277_combined_guarded_terminal_20260715.json,old_configs,1780,같은 사슬
_archive/old_configs/evaluation/configs/tuning_turning_ratios_route_manifest_v2_mfd277_combined_no_pfoinc_20260715.json,evaluation/configs/tuning_turning_ratios_route_manifest_v2_mfd277_combined_no_pfoinc_20260715.json,old_configs,769,같은 사슬. 참조 0건
_archive/old_configs/evaluation/configs/tuning_turning_ratios_route_manifest_v2_mfd277_decision_calibrated_20260716.json,evaluation/configs/tuning_turning_ratios_route_manifest_v2_mfd277_decision_calibrated_20260716.json,old_configs,1805,같은 사슬
_archive/old_configs/evaluation/configs/tuning_turning_ratios_route_manifest_v2_mfd277_decision_calibrated_balanced_20260716.json,evaluation/configs/tuning_turning_ratios_route_manifest_v2_mfd277_decision_calibrated_balanced_20260716.json,old_configs,1492,같은 사슬
_archive/old_configs/evaluation/configs/tuning_turning_ratios_route_manifest_v2_mfd277_decision_calibrated_balanced_postguard_20260716.json,evaluation/configs/tuning_turning_ratios_route_manifest_v2_mfd277_decision_calibrated_balanced_postguard_20260716.json,old_configs,1746,같은 사슬
_archive/old_configs/evaluation/configs/tuning_turning_ratios_route_manifest_v2_mfd277_prediction_response_calibrated_20260716.json,evaluation/configs/tuning_turning_ratios_route_manifest_v2_mfd277_prediction_response_calibrated_20260716.json,old_configs,1601,같은 사슬
_archive/old_configs/evaluation/configs/tuning_turning_ratios_route_manifest_v2_mfd277_pstack_safe_component_guard_20260718.json,evaluation/configs/tuning_turning_ratios_route_manifest_v2_mfd277_pstack_safe_component_guard_20260718.json,old_configs,3538,사슬의 잎. 참조 0건
_archive/old_docs/evaluation/controller_install/stackelberg_vissim_adapter_report.md,evaluation/controller_install/stackelberg_vissim_adapter_report.md,old_docs,6847,참조 0건
_archive/old_docs/evaluation/detector_install/detector_install_report.md,evaluation/detector_install/detector_install_report.md,old_docs,4118,참조 0건
_archive/old_docs/evaluation/environment_review_report.md,evaluation/environment_review_report.md,old_docs,4001,"참조 0건, 2026-06 환경 점검 보고서"
_archive/old_configs/evaluation/eval_control_inventory,evaluation/eval_control_inventory,old_configs,4096,폴더명이 코드·ps1·vbs 어디에도 없다(5파일). inventory_vissim_inpx.py 는 --out-dir 인자로만 쓴다
_archive/old_configs/evaluation/eval_routed_inventory,evaluation/eval_routed_inventory,old_configs,4096,동상(5파일)
_archive/old_configs/evaluation/eval_signalized_inventory,evaluation/eval_signalized_inventory,old_configs,4096,동상(5파일)
_archive/old_docs/evaluation/four_step_eval_status_20260628.md,evaluation/four_step_eval_status_20260628.md,old_docs,6493,참조 0건
_archive/old_configs/evaluation/real_world_modi_inventory/urban_exit_gate_map_n4dr150_20260813.csv,evaluation/real_world_modi_inventory/urban_exit_gate_map_n4dr150_20260813.csv,old_configs,17577,참조 0건. derive_urban_exit_gate_map.py 는 --out 을 CLI 로 받는다
_archive/old_configs/evaluation/real_world_modi_inventory/urban_follower_sc_map_24_20260813.csv,evaluation/real_world_modi_inventory/urban_follower_sc_map_24_20260813.csv,old_configs,354,참조 0건(생성기 기본값은 urban_follower_sc_map.csv)
_archive/old_configs/evaluation/real_world_modi_inventory/urban_follower_sc_map_26_20260813.csv,evaluation/real_world_modi_inventory/urban_follower_sc_map_26_20260813.csv,old_configs,1235,동상
_archive/old_docs/evaluation/route_install/route_install_report.md,evaluation/route_install/route_install_report.md,old_docs,2706,참조 0건
_archive/old_docs/evaluation/signal_install/signal_install_report.md,evaluation/signal_install/signal_install_report.md,old_docs,3477,참조 0건
_archive/intermediate_results/outputs/canonical_topology_evaluserfix_20260814b.json,outputs/canonical_topology_evaluserfix_20260814b.json,intermediate_results,24213292,24.21 MB. 저장소 전체(코드·설정·테스트·docs·evaluation/runs·outputs 내부) 검색 결과 참조 0건. .gitignore:50 로 이미 미추적이고 scripts/build_canonical_topology.py 로 재생성된다
_archive/intermediate_results/outputs/canonical_topology_evaluserfix_20260814c.json,outputs/canonical_topology_evaluserfix_20260814c.json,intermediate_results,24208158,24.21 MB. 참조 0건. 위와 동일(같은 날 b/c/d 로 세 번 재생성된 중간본)
_archive/intermediate_results/outputs/canonical_topology_evaluserfix_20260814d.json,outputs/canonical_topology_evaluserfix_20260814d.json,intermediate_results,24203098,"24.20 MB. 참조 0건. 대응 망 modi_eval_userfix_20260814d.inpx 는 권역 정본이 pin 하지만, 정본은 .inpx 자체를 해시할 뿐 이 canonical_topology 를 쓰지 않는다(urban_player_territory_v1_20260819.json 의 sources 확인)"
_archive/intermediate_results/outputs/canonical_topology_userfix_20260814.json,outputs/canonical_topology_userfix_20260814.json,intermediate_results,23828058,23.83 MB. 참조 0건. userfix_20260814e 세대가 아니라 접미사 없는 첫 판이다 — 보호 대상(userfix_20260814e)과 다른 파일
_archive/experiments/outputs/cd_link_state_20260804.json,outputs/cd_link_state_20260804.json,experiments,2617,"cd 계열 진단 산출, 참조 0건"
_archive/intermediate_results/outputs/development_noise_v3_pilot_20260815.json,outputs/development_noise_v3_pilot_20260815.json,intermediate_results,2940,파일럿 잡음 측정. run_readiness.py 가 요구하는 이름은 outputs/development_noise_v3.json(아직 없음)이지 _pilot_ 이 아니다. 참조 0건
_archive/experiments/outputs/dual_ring_signal_programs_n4_20260812.json,outputs/dual_ring_signal_programs_n4_20260812.json,experiments,90724,"n4dr150 듀얼링 신호안 실험, 참조 0건"
_archive/experiments/outputs/dual_ring_signal_programs_n4_20260812.md,outputs/dual_ring_signal_programs_n4_20260812.md,experiments,13285,"위 실험 리포트, 참조 0건"
_archive/experiments/outputs/forced_response_network_fw100_20260802.json,outputs/forced_response_network_fw100_20260802.json,experiments,1404,"강제응답 격자 산출, 참조 0건"
_archive/experiments/outputs/forced_response_network_fw125_20260802.json,outputs/forced_response_network_fw125_20260802.json,experiments,1410,"강제응답 격자 산출, 참조 0건"
_archive/experiments/outputs/gates_20260802,outputs/gates_20260802,experiments,4096,디렉터리 11파일 0.67 MB. G5/G6 채점 산출. 코드 참조 0건이고 audit_plant_fidelity.py:3413 이 리포트에 'Historical outputs/gates_* measurements are not treated as current evidence' 를 명시한다
_archive/experiments/outputs/gates_cd_ant_20260803,outputs/gates_cd_ant_20260803,experiments,4096,"디렉터리 10파일 0.24 MB. cd 계열 G5/G6 채점 스냅샷, 코드 참조 0건"
_archive/experiments/outputs/gates_cd_base_20260803,outputs/gates_cd_base_20260803,experiments,4096,디렉터리 10파일 0.24 MB. 코드 참조 0건
_archive/experiments/outputs/gates_cd_cd06_20260803,outputs/gates_cd_cd06_20260803,experiments,4096,디렉터리 10파일 0.24 MB. 코드 참조 0건
_archive/experiments/outputs/gates_cd_cd06ant_20260803,outputs/gates_cd_cd06ant_20260803,experiments,4096,디렉터리 10파일 0.24 MB. 코드 참조 0건
_archive/experiments/outputs/gates_cd_cd08_20260803,outputs/gates_cd_cd08_20260803,experiments,4096,디렉터리 10파일 0.24 MB. 코드 참조 0건
_archive/experiments/outputs/gates_v6_tttfar_rampdemand_20260804,outputs/gates_v6_tttfar_rampdemand_20260804,experiments,4096,디렉터리 10파일 0.40 MB. 코드 참조 0건
_archive/experiments/outputs/gates_v7_obsfix_20260804,outputs/gates_v7_obsfix_20260804,experiments,4096,디렉터리 10파일 0.40 MB. 코드 참조 0건
_archive/experiments/outputs/gates_v7_spillfix_20260805,outputs/gates_v7_spillfix_20260805,experiments,4096,디렉터리 10파일 0.41 MB. 코드 참조 0건
_archive/experiments/outputs/gates_v7_urban36_20260805,outputs/gates_v7_urban36_20260805,experiments,4096,디렉터리 10파일 0.41 MB. 코드 참조 0건
_archive/misc/outputs/hypothetical_network.png,outputs/hypothetical_network.png,misc,2059005,2.06 MB. 개포동 실도로망 도입 이전 가상 8-seg 격자 그림. 참조 0건
_archive/misc/outputs/hypothetical_network_reference_trumpet.png,outputs/hypothetical_network_reference_trumpet.png,misc,84427,"가상망 트럼펫 IC 그림, 참조 0건"
_archive/misc/outputs/hypothetical_network_trumpet.png,outputs/hypothetical_network_trumpet.png,misc,83797,"가상망 트럼펫 IC 그림, 참조 0건"
_archive/misc/outputs/hypothetical_trumpet_D.png,outputs/hypothetical_trumpet_D.png,misc,104630,"가상망 그림, 참조 0건"
_archive/misc/outputs/hypothetical_trumpet_F.png,outputs/hypothetical_trumpet_F.png,misc,109151,"가상망 그림, 참조 0건"
_archive/experiments/outputs/inpx_signal_program_rewire_n4dr150_20260812.json,outputs/inpx_signal_program_rewire_n4dr150_20260812.json,experiments,4736,참조 0건
_archive/experiments/outputs/intersection_adjacency_n4dr150_geo30_thru_20260813.json,outputs/intersection_adjacency_n4dr150_geo30_thru_20260813.json,experiments,9775,n4dr150 인접표 변형 실험. 참조 0건(baseline/geo30 두 개만 build_topology_inspector.py 기본값이고 이건 아니다)
_archive/experiments/outputs/intersection_adjacency_n4dr150_player24_20260813.json,outputs/intersection_adjacency_n4dr150_player24_20260813.json,experiments,16411,"n4dr150 24-player 변형, 참조 0건"
_archive/experiments/outputs/intersection_adjacency_n4dr150_player24_barrier3_20260813.json,outputs/intersection_adjacency_n4dr150_player24_barrier3_20260813.json,experiments,14593,"n4dr150 24-player barrier3 변형, 참조 0건"
_archive/experiments/outputs/intersection_adjacency_n4dr150_player_20260813.json,outputs/intersection_adjacency_n4dr150_player_20260813.json,experiments,18045,"n4dr150 player 변형 실험, 참조 0건"
_archive/experiments/outputs/intersection_adjacency_n4dr150_player_span0_20260813.json,outputs/intersection_adjacency_n4dr150_player_span0_20260813.json,experiments,18070,"n4dr150 span 스윕, 참조 0건"
_archive/experiments/outputs/intersection_adjacency_n4dr150_player_span1_20260813.json,outputs/intersection_adjacency_n4dr150_player_span1_20260813.json,experiments,14052,"n4dr150 span 스윕, 참조 0건"
_archive/experiments/outputs/intersection_adjacency_n4dr150_player_span2_20260813.json,outputs/intersection_adjacency_n4dr150_player_span2_20260813.json,experiments,15144,"n4dr150 span 스윕, 참조 0건"
_archive/intermediate_results/outputs/link_player_assignment_20260814d.json,outputs/link_player_assignment_20260814d.json,intermediate_results,259896,0.26 MB. evaluserfix_20260814d 중간 산출. 참조 0건(현행은 pedfold 판)
_archive/intermediate_results/outputs/link_player_assignment_tie_proposal_20260813.csv,outputs/link_player_assignment_tie_proposal_20260813.csv,intermediate_results,3610,"동률 해소 제안 중간본, 참조 0건"
_archive/intermediate_results/outputs/link_storage_override_20260814.json,outputs/link_storage_override_20260814.json,intermediate_results,5336,참조 0건
_archive/intermediate_results/outputs/merge_base_to_eval_20260814.csv,outputs/merge_base_to_eval_20260814.csv,intermediate_results,6098,참조 0건
_archive/intermediate_results/outputs/movement_beta_from_routes_20260816.json,outputs/movement_beta_from_routes_20260816.json,intermediate_results,8888,"derive_movement_beta_from_routes.py 산출물, 재사용 참조 0건"
_archive/experiments/outputs/movement_exit_signal_pedovr_20260814.json,outputs/movement_exit_signal_pedovr_20260814.json,experiments,58422,"pedovr 슬러그, 참조 0건. pedovr* 글롭 금지"
_archive/experiments/outputs/movement_signal_group_map_n4p4_20260812.json,outputs/movement_signal_group_map_n4p4_20260812.json,experiments,73184,"n4p4 변형, 참조는 outputs 내부뿐(legfix/v3 판만 테스트가 읽는다)"
_archive/experiments/outputs/movement_signal_group_map_pedovr_20260814.json,outputs/movement_signal_group_map_pedovr_20260814.json,experiments,59529,pedovr(=x 없는 판) 슬러그. 참조는 outputs 내부뿐. 주의: 보호 대상은 pedovrX 이므로 pedovr* 글롭으로 옮기면 안 된다
_archive/intermediate_results/outputs/observed_turn_ratios_20260816.json,outputs/observed_turn_ratios_20260816.json,intermediate_results,723,measure_observed_turn_ratios.py 의 산출물이고 어디서도 다시 읽지 않는다. 참조 0건
_archive/intermediate_results/outputs/parent_run_spec_v3_20260814.json,outputs/parent_run_spec_v3_20260814.json,intermediate_results,3265,참조 0건. run_readiness.py 가 봉인 확인하는 것은 parent_runs_v3.json 이지 이 파일이 아니다
_archive/old_docs/outputs/pstack_flagship_rewrite_20260731,outputs/pstack_flagship_rewrite_20260731,old_docs,4096,디렉터리 작업 메모 폴더 28 KB. 참조 0건
_archive/experiments/outputs/ramp_flow_rampdemand_v1_20260804.json,outputs/ramp_flow_rampdemand_v1_20260804.json,experiments,18174,램프 유량 측정 변형. verify_ramp_arrival_calibration.py 의 --observed-json 는 글롭 예시일 뿐이고 config 가 실제로 지목하는 건 ramp_flow_v6_anchor_20260804.json 하나다
_archive/experiments/outputs/ramp_flow_rampsat_p1_urban190_20260804.json,outputs/ramp_flow_rampsat_p1_urban190_20260804.json,experiments,18153,"램프 포화 스윕 p1, 참조 0건"
_archive/experiments/outputs/ramp_flow_rampsat_p2_urban230_20260804.json,outputs/ramp_flow_rampsat_p2_urban230_20260804.json,experiments,18181,"램프 포화 스윕 p2, 참조 0건"
_archive/experiments/outputs/ramp_flow_rampsat_p3_urban270_20260804.json,outputs/ramp_flow_rampsat_p3_urban270_20260804.json,experiments,18203,"램프 포화 스윕 p3, 참조 0건"
_archive/experiments/outputs/real_world_modi_60s_smoke_summary_20260718.json,outputs/real_world_modi_60s_smoke_summary_20260718.json,experiments,424,"60초 스모크 요약, 참조 0건"
_archive/experiments/outputs/real_world_peakhold4500_recovery_demand_20260729.json,outputs/real_world_peakhold4500_recovery_demand_20260729.json,experiments,3111,참조 0건(create_real_world_peak_plateau_network.py 가 기본값으로 쓰는 것은 real_world_peakplateau_demand_20260729.* 쪽)
_archive/experiments/outputs/real_world_predcal_4500_ttt_summary_20260724.json,outputs/real_world_predcal_4500_ttt_summary_20260724.json,experiments,1833,참조 0건
_archive/experiments/outputs/real_world_prediction_counterfactual_predcal_20260724,outputs/real_world_prediction_counterfactual_predcal_20260724,experiments,4096,"디렉터리 4파일 0.29 MB. predcal 반사실 예측오차 산출, 참조 0건"
_archive/misc/outputs/reference_trumpet_D.png,outputs/reference_trumpet_D.png,misc,99635,"가상망 대조 그림, 참조 0건"
_archive/misc/outputs/reference_trumpet_F.png,outputs/reference_trumpet_F.png,misc,102820,"가상망 대조 그림, 참조 0건"
_archive/intermediate_results/outputs/rollout_conserved_unit_20260815.json,outputs/rollout_conserved_unit_20260815.json,intermediate_results,1100,참조 0건
_archive/intermediate_results/outputs/rtor_case_na_eval50_20260814d.csv,outputs/rtor_case_na_eval50_20260814d.csv,intermediate_results,9065,참조 0건
